"","fast_trough_t_short_square","fast_trough_v_short_square","peak_t_short_square","peak_v_short_square","threshold_i_short_square","threshold_t_short_square","threshold_v_short_square","trough_t_short_square","trough_v_short_square","upstroke_downstroke_ratio_short_square","height_short","transgenic_line"
"781",5.298,-48.4250015259,3.506,38.4187522888,920,3.118,-46.4625015259,172.304,-75.23125,3.5752138168,86.8437538147,"Rorb-IRES2-Cre"
"782",5.48375,-53.460940361,3.57625,46.1015644073,640,3.1225,-44.2578134537,247.385,-73.2031269073,3.3258301736,99.5625047683,"Cux2-CreERT2"
"786",5.629,-50.9375022888,3.314,41.925,750,2.959,-51.8812538147,414.218,-76.2250045776,4.529074786,92.8625022888,"Rorb-IRES2-Cre"
"789",5.16625,-55.867190361,3.505,46.640627861,620,3.14875,-46.4062519073,514.6525,-79.1093788147,4.1359269985,102.507818222,"Rorb-IRES2-Cre"
"792",4.648,-53.11875,3.164,33.1125022888,800,2.784,-46.7062538147,649.068,-71.2625045776,3.5602406708,86.2312522888,"Rorb-IRES2-Cre"
"793",4.784,-53.6125022888,3.286,48.3062515259,880,2.996,-51.3500022888,662.696,-84.1375076294,4.913151028,101.918753815,"Nr5a1-Cre"
"794",4.98125,-49.2500038147,3.48,35.9062519073,365,3.0225,-46.296877861,547.70375,-77.851568222,2.30170615,85.156255722,"Ntsr1-Cre_GN220"
"796",5.1616667,-56.5885448456,3.4216667,35.1093765895,180,3.0475,-47.6197942098,500.1933333,-77.7500050863,3.2741808662,91.6979214351,"Cux2-CreERT2"
"798",5.109,-52.6500022888,3.405,44.3125015259,900,3.031,-47.4500030518,718.543,-79.8875045776,3.9429725903,96.9625038147,"Nr5a1-Cre"
"802",4.973,-50.7000022888,3.237,41.5500030518,960.000061035,2.882,-46.6062522888,871.913,-77.9937545776,3.855185191,92.2500053406,"Cux2-CreERT2"
"805",4.9858333,-49.1041679382,3.3816667,40.4114596049,800,3.0133333,-43.4218781789,253.1691667,-72.0833358765,3.1320482404,89.5156275431,"Scnn1a-Tg2-Cre"
"807",5.185,-53.7343769073,3.34,43.218752861,740,2.975,-47.4921884537,423.85,-74.8437538147,4.3485142191,96.9531297683,"Cux2-CreERT2"
"809",5.06375,-52.265625,3.3725,47.171877861,900,3.0175,-46.6875009537,659.8075,-82.5390625,4.2204334246,99.437502861,"Rorb-IRES2-Cre"
"811",5.2583333,-48.3229179382,3.4983333,45.7083358765,1829.99975586,3.0633333,-50.5729192098,713.4866667,-79.1145909627,3.1357484076,94.0312538147,"Cux2-CreERT2"
"816",5.928,-48.3375022888,3.575,18.7875007629,296,3.073,-37.4312515259,551.08,-73.2500030518,2.581672054,67.1250030517,"Nr5a1-Cre"
"819",6.475,-56.1406288147,3.5025,38.0625019073,660,3.0775,-51.4609384537,702.00125,-79.476568222,4.6015669833,94.203130722,"Rorb-IRES2-Cre"
"822",5.073,-49.2250022888,3.33,48.8250015259,1019.99993896,2.978,-43.2625022888,402.118,-78.9250030518,4.076768564,98.0500038147,"Cux2-CreERT2"
"825",4.7808333,-56.1250019073,3.3183333,45.9114596049,570,2.9941667,-47.8750019073,381.79,-80.3072929382,4.2920565473,102.036461512,"Nr5a1-Cre"
"826",7.96,-55.4296884537,3.705,32.9609375,0,3.235,-45.7265644073,374.33,-77.8359394073,3.6406464542,88.3906259537,"Rbp4-Cre_KL100"
"827",5.6366667,-61.1875025431,3.5466667,28.385418574,610,3.11,-53.427087148,461.6783333,-82.5000050863,3.949913102,89.5729211171,"Rorb-IRES2-Cre"
"828",5.205,-55.1687522888,3.3,43.0750015259,600,2.956,-45.2625007629,556.434,-72.1250030518,3.6730329503,98.2437538147,"Rorb-IRES2-Cre"
"830",5.308,-55.6375022888,3.428,47.7000022888,670,3.08,-45.9000022888,436.784,-75.6812545776,3.94630015,103.337504578,"Ntsr1-Cre_GN220"
"833",5.6025,-50.6093769073,3.48625,48.289065361,760,3.09625,-47.085940361,794.965,-75.179693222,3.9405825236,98.8984422683,"Scnn1a-Tg3-Cre"
"834",5.896,-56.5625030518,3.604,43.4312538147,469.999969482,3.192,-43.9250022888,509.232,-68.6812530518,3.7366580341,99.9937568665,"Ctgf-T2A-dgCre"
"836",4.884,-54.3000022888,3.424,41.4875007629,730,3.044,-43.9812530518,719.848,-76.0500045776,3.2652631937,95.7875030517,"Rorb-IRES2-Cre"
"842",6.76,-55.958337148,3.5066667,35.9270852407,330,3.0066667,-48.3229204814,847.8933333,-67.2395858765,4.1483152334,91.8854223887,"Ctgf-T2A-dgCre"
"843",5.36,-56.9765634537,3.565,37.3515644073,810,3.12,-46.984377861,661.15,-76.8671875,2.6046963393,94.328127861,"Ntsr1-Cre_GN220"
"844",5.242,-50.31875,3.414,38.0250015259,600,3.014,-44.94375,353.304,-73.4750030518,3.1396114155,88.3437515259,"Nr5a1-Cre"
"845",6.444,-57.5375022888,3.472,39.7062515259,96,3.068,-46.4937507629,34.036,-63.7375007629,4.1827140785,97.2437538147,"Ctgf-T2A-dgCre"
"847",5.0525,-49.1953125,3.40625,44.5000009537,840,3.0225,-45.6250019073,489.79625,-77.6015644073,3.7133648132,93.6953134537,"Rorb-IRES2-Cre"
"848",6.1641667,-50.8072942098,3.4366667,49.3750025431,1460,3.0975,-45.510418574,564.1383333,-77.692712148,4.1873739375,100.182296753,"Scnn1a-Tg3-Cre"
"849",5.52,-54.0312538147,3.532,46.3437522888,0,3.144,-50.7000038147,384.024,-78.0812561035,4.5221714355,100.375006103,"Cux2-CreERT2"
"850",5.514,-51.3375015259,3.357,51.0687522888,780,3.014,-46.7687522888,572.185,-79.2312545776,4.7674416812,102.406253815,"Rorb-IRES2-Cre"
"852",5.13125,-54.5390634537,3.51625,36.9921894073,800,3.10375,-51.3125009537,682.8125,-80.757818222,3.1626414688,91.531252861,"Cux2-CreERT2"
"853",5.1416667,-49.0937512716,3.475,26.2395833333,730,3.0683333,-40.15625,639.73,-78.5416692098,2.8104909214,75.3333346049,"Nr5a1-Cre"
"854",4.44,-54.3593788147,3.265,41.2187519073,190,2.9575,-45.8281288147,331.7775,-73.875,3.0780477411,95.578130722,"Cux2-CreERT2"
"857",4.853,-50.9125022888,3.36,32.9500022888,300,3.005,-46.28125,702.456,-76.4250076294,2.9874014727,83.8625045776,"Nr5a1-Cre"
"859",5.34,-55.3312522888,3.416,42.70625,540,3.024,-46.2375038147,627.548,-72.63125,4.2272054758,98.0375022888,"Nr5a1-Cre"
"861",5.4433333,-51.7500025431,3.4583333,28.6562515895,155,3.0416667,-36.9531256358,180.4425,-74.9687550863,2.7140234141,80.4062541326,"Rorb-IRES2-Cre"
"868",5.283,-47.6750022888,3.457,53.9062522888,144,3.061,-46.4250030518,602.193,-74.3875030518,4.573775093,101.581254578,"Rorb-IRES2-Cre"
"869",4.819,-49.3000030518,3.111,49.2500022888,680,2.781,-40.2625015259,601.257,-72.5687515259,3.9502430441,98.5500053406,"Rorb-IRES2-Cre"
"870",4.652,-49.7250022888,2.901,41.5500007629,800,2.569,-39.8937522888,634.306,-77.4750045776,3.3878416403,91.2750030517,"Rorb-IRES2-Cre"
"872",5.524,-48.5687530518,3.523,37.2500015259,1400,3.129,-47.6250015259,242.254,-76.1375030518,3.6790200483,85.8187545777,"Nr5a1-Cre"
"875",5.088,-57.7500030518,3.292,36.9437522888,620,2.912,-50.8312522888,688.472,-79.2750045776,4.0277412686,94.6937553406,"Nr5a1-Cre"
"876",5.092,-52.7500038147,3.476,40.6812522888,760,3.116,-46.3375022888,448.34,-76.2625045776,3.67449489,93.4312561035,"Cux2-CreERT2"
"877",5.7183333,-53.958337148,3.3591667,24.145834287,375,2.9408333,-46.7656269073,441.0325,-67.6406300863,3.3333466474,78.104171435,"Rorb-IRES2-Cre"
"879",4.617,-47.4875022888,2.642,31.2937507629,640,2.21,-41.4375015259,402.133,-55.8187522888,3.1614479414,78.7812530517,"Rorb-IRES2-Cre"
"881",5.10625,-49.3984384537,3.44125,30.6328144073,720,3.0025,-43.6718759537,105.3275,-66.8046875,2.8530810489,80.031252861,"Rorb-IRES2-Cre"
"886",4.553,-53.0562515259,3.331,49.2750030518,499.999969482,3.019,-44.6125030518,568.396,-71.5625045776,3.5143422906,102.331254578,"Nr5a1-Cre"
"890",5.096,-52.8125022888,3.44,32.5687526703,979.999938965,3.004,-45.4437530518,261.628,-77.8437530518,3.405759272,85.3812549591,"Scnn1a-Tg2-Cre"
"894",5.3191667,-51.5104192098,3.3933333,40.7656269073,870,3.0208333,-48.1614615122,455.0583333,-77.0520833333,4.2235847684,92.2760461171,"Cux2-CreERT2"
"896",8.33,-52.0000007629,3.469,30.39375,840,2.883,-20.9625003815,572.888,-71.1,2.6993535431,82.3937507629,"Rorb-IRES2-Cre"
"899",6.227,-51.6125022888,3.427,36.5500030518,260,3.057,-45.8062538147,534.734,-80.3625045776,4.2710107644,88.1625053406,"Cux2-CreERT2"
"902",4.6683333,-53.8489602407,3.3766667,47.9739602407,610,3.0091667,-48.2291692098,67.5791667,-69.9583396912,3.1186314104,101.822920481,"Rbp4-Cre_KL100"
"903",4.696,-50.8187530518,3.424,33.4312515259,136,3.075,-32.7750007629,23.599,-69.6562530518,2.1791990601,84.2500045777,"Rorb-IRES2-Cre"
"909",4.335,-50.9609394073,3.1475,50.921877861,290,2.82375,-38.9218769073,436.7075,-63.8515644073,2.8500059942,101.882817268,"Rorb-IRES2-Cre"
"914",4.836,-52.7500030518,3.464,40.7750015259,870,3.092,-46.5250030518,478.96,-80.9562515259,3.2735434442,93.5250045777,"Rorb-IRES2-Cre"
"918",7.667,-53.3312522888,3.522,37.5000022888,1130,3.109,-47.6937522888,747.021,-79.0812530518,4.96944377,90.8312545776,"Cux2-CreERT2"
"921",4.64,-51.4812530518,3.282,34.1187507629,680,2.924,-43.1062522888,583.381,-75.9250045776,2.8032402475,85.6000038147,"Rorb-IRES2-Cre"
"925",5.29,-53.6562519073,3.46,43.5520846049,949.999938965,3.0766667,-48.8177102407,766.2566667,-80.161462148,4.3009785492,97.2083365122,"Nr5a1-Cre"
"927",4.7008333,-47.2395852407,3.3208333,36.5989608765,209.999984741,2.9691667,-44.5468769073,755.0666667,-70.2031275431,3.8228997641,83.8385461172,"Nr5a1-Cre"
"928",5.10875,-54.320315361,3.3325,33.7500019073,360,2.94375,-43.3125038147,102.68625,-62.1562519073,2.6229912994,88.0703172683,"Ntsr1-Cre_GN220"
"929",5.0483333,-50.8229204814,3.4933333,27.0833339691,0,3.0466667,-49.4062512716,488.1766667,-77.2708384196,2.8644186471,77.9062544505,"Nr5a1-Cre"
"934",5.384,-54.3312515259,3.54,34.7000007629,959.999938965,3.068,-48.4687538147,340.032,-79.4000015259,2.8068707717,89.0312522888,"Ntsr1-Cre_GN220"
"939",4.7933333,-49.5937538147,3.4366667,41.9166679382,0,3.0916667,-46.177087148,783.3783333,-71.0833409627,3.214567952,91.5104217529,"Nr5a1-Cre"
"943",6.266,-51.3187507629,3.735,40.5562507629,0,3.289,-48.4562507629,338.333,-77.4125045776,4.1117489067,91.8750015258,"Scnn1a-Tg3-Cre"
"944",5.0325,-49.5156269073,3.42,49.2812519073,0,3.0925,-42.3593788147,446.345,-75.4218826294,3.8581020591,98.7968788146,"Scnn1a-Tg2-Cre"
"945",4.921,-50.5812507629,3.373,33.9312507629,730,3.033,-47.64375,510.155,-74.2812515259,3.4063507306,84.5125015258,"Nr5a1-Cre"
"946",9.81,-61.8593797684,3.43625,23.6953134537,440,3.06125,-36.398440361,27.485,-69.4375019073,2.5095726598,85.5546932221,"Rorb-IRES2-Cre"
"947",6.005,-46.7937530518,3.405,49.6500022888,1290,3.046,-44.0687522888,129.956,-70.0187530518,4.0178708732,96.4437553406,"Rorb-IRES2-Cre"
"948",5.3525,-53.5260423024,3.41,33.8177083333,560,3.025,-47.9843756358,66.2133333,-68.21875,3.3447446885,87.3437506357,"Scnn1a-Tg3-Cre"
"949",4.52,-57.273440361,3.28,47.3906259537,320,2.97,-46.6484413147,585.14,-72.0859413147,4.0631448382,104.664066315,"Rorb-IRES2-Cre"
"950",7.092,-55.1875007629,3.515,32.1625,1380,3.114,-46.0875007629,589.005,-76.8062515259,4.055968084,87.3500007629,"Scnn1a-Tg2-Cre"
"955",6.5878571,-51.2857148307,3.71,40.0848236084,969.999938965,3.19,-38.6830368042,618.815,-80.4776796613,3.9707082336,91.3705384391,"Scnn1a-Tg3-Cre"
"956",5.1325,-48.0781259537,3.44875,41.3046875,1180,3.09,-40.7265644073,619.25875,-69.5234375,3.406289055,89.3828134537,"Scnn1a-Tg3-Cre"
"958",5.192,-49.6625038147,3.552,35.0812515259,999.999938965,3.12,-46.5875015259,584.992,-80.6750030518,3.2152484295,84.7437553406,"Nr5a1-Cre"
"959",5.352,-54.6312522888,3.524,41.9062515259,900,3.144,-50.8250022888,124.844,-76.3187561035,4.3153353408,96.5375038147,"Scnn1a-Tg2-Cre"
"960",5.05625,-57.242190361,3.34375,37.5468769073,285,2.98375,-50.078127861,682.15375,-81.9062538147,3.6171888016,94.7890672683,"Ntsr1-Cre_GN220"
"965",5.28125,-54.304690361,3.41375,38.1250009537,740,3.025,-46.8203163147,657.15125,-83.507818222,3.5614673805,92.4296913147,"Scnn1a-Tg3-Cre"
"967",4.60375,-50.3437509537,3.41,30.7890639305,0,3.095,-43.5937509537,563.6975,-73.3750019073,2.9632784194,81.1328148842,"Nr5a1-Cre"
"968",4.965,-48.492190361,3.445,40.7031259537,860,3.065,-42.0546884537,722.64,-79.390625,3.3784238083,89.1953163147,"Scnn1a-Tg3-Cre"
"969",5.576,-51.3375030518,3.592,41.3500022888,890,3.164,-49.9250022888,283.492,-80.2312545776,4.2696913635,92.6875053406,"Rorb-IRES2-Cre"
