"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vrest","transgenic_line","tau","firing_rate","height_short","height_long","height_ramp"
"107",0.0202565352,53.3344444444,0.2278089888,261.44,1.8032866667,6.236,-49.6562538147,-51.302087148,-54.3562522888,0.0383,258.22,1.80024,3.512,38.3125038147,40.3645858765,40.1562515259,215.000107884,0.0680718347,40,45,479.999969482,257.78,1.7998,3.132,-40.53125,-41.864587148,-45.3687522888,296.86,1.8394133333,500.652,-57.9375038147,-58.4270846049,-73.3500045776,4.5901261618,4.4179228874,4.3090883,-72.8924713135,"Ctgf-T2A-dgCre",19.4838621165,18.7496093832,94.5125038147,87.9687576294,91.6666730245
"108",0.0506358445,94.6985,0.1945093458,98.24,2.7140683333,5.36125,-46.46875,-47.5625025431,-47.515625,0.03979,95.335,2.7103883333,3.5225,35.4375038147,37.5208346049,31.1328129768,183.750033379,0.0408375636,70,67.7916666667,860,94.88,2.7099066667,3.09875,-36.7187538147,-36.1979192098,-42.5234375,127.44,2.7415533333,563.89,-56.8125038147,-56.4687512716,-79.5234394073,3.7967368985,3.6373400179,3.4866314143,-78.2534942627,"Nr5a1-Cre",19.4523683516,10.5598293532,78.6484379768,81.9062538147,85.083337148
"114",0.0246543952,73.405,0.1733333453,409.86,3.9001133333,6.52,-50.71875,-49.2291692098,-53.6562538147,0.07042,405.74,3.8962866667,3.48,35.34375,43.5937538147,30.6562519073,150.468826294,0.0630087703,110,97.375,830,405.24,3.8958266667,3.06,-43.9062538147,-42.6250012716,-41.71875,447.78,3.9397866667,516.12,-58.4062538147,-56.6250025431,-75.2500076294,4.7614168323,5.4273570258,3.9064435586,-74.7002639771,"Ctgf-T2A-dgCre",18.7585611336,13.6230502009,84.312505722,86.0625,92.8229230245
"132",0.0229875044,43.2695454545,0.27609375,229.415,3.0008616667,5.061,-48.8750038147,-50.3437512716,-51.2125015259,0.03684,227.485,2.9992866667,3.392,20.2812519073,29.3645846049,20.9875007629,180.625006557,0.042949032,50,74.9583333333,670,227.01,2.9988383333,2.978,-35.65625,-37.9166679382,-44.8187507629,329.965,3.0357083333,332.554,-58.0937538147,-54.2916666667,-78.8250061035,2.2973004065,2.5753178393,2.5704095827,-78.7545089722,"Nr5a1-Cre",17.6546386112,23.1109430315,72.2000022888,69.156255722,79.7083358765
"138",0.2092551622,54.24,0.0526760563,65.835,6.486305,5.0025,-46.03125,-46.5104166667,-48.5703144073,0.035925,63.655,6.4838016667,3.3175,37.0625,44.4583346049,41.5078144073,148.43736589,0.0466642976,150,162.125,900,63.22,6.4833633333,2.955,-35.03125,-32.1145846049,-43.828125,79.86,6.4991866667,520.85,-50.09375,-51.7708346049,-77.4843769073,3.6308231029,3.6906813408,4.1758505252,-76.7660217285,"Nr5a1-Cre",16.4843420319,18.4365781711,90.0781288146,83.09375,90.9687512716
"139",1,83.18,0.1568855135,69.545,5.647935,5.055,-47.2500038147,-44.1354192098,-51.0312530518,0.031845,67.715,5.6460833333,3.398,45.875,46.4166666667,49.5187522888,145.624890924,0.0955294892,110,141.166666667,680,67.25,5.6455666667,3.013,-35.1875,-32.3854192098,-45.5750030518,93.325,5.6691283333,532.211,-53.7187538147,-50.8958346049,-70.0812530518,2.4844170064,2.4563515956,3.3719861112,-69.3971939087,"Ntsr1-Cre_GN220",15.7585495358,12.0221207021,100.550005341,93.1250038147,90.5520858765
"158",1,41.485,0.0551470574,41.3,5.7782083333,5.25125,-48.03125,-50.0833333333,-50.195315361,0.02446,39.355,5.77599,3.47625,37.65625,37.6562512716,43.8828125,124.375075102,0.0180059671,230,144.416666667,910,38.895,5.7755116667,3.09625,-41.6562538147,-32.6770852407,-51.4531259537,707.01,5.7914683333,580.63,-51.59375,-55.2708346049,-82.3359394073,3.500343564,2.6464303537,3.839150346,-81.8460159302,"Nr5a1-Cre",12.6634987684,24.1050982283,94.078127861,85.6875,87.7395846049
"159",0.048978994,74.37875,0.2426356589,152.19,1.89856,5.6541667,-51.6562538147,-49.1875,-55.0677108765,0.047025,150.17,1.896345,3.565,46.5,48.927087148,47.854168574,190.937504172,0.0479762889,50,47.4166666667,520,149.72,1.8958933333,3.155,-43.40625,-42.3020858765,-48.5677096049,193.115,1.944955,497.5833333,-56.0625,-54.5416704814,-72.6093788147,3.8909790034,4.2694360822,4.2082291424,-71.7251586914,"Rorb-IRES2-Cre",26.8500880675,13.4447002672,102.921879451,98.1562538147,98.114587148
"175",0.0148346836,66.7942857143,0.1880999158,134.76,2.21129,5.08,-51.5000038147,-52.0625038147,-54.0625038147,0.04922,132.44,2.20909,3.4333333,44.7812538147,46.6562538147,45.989587148,188.90632689,0.0176209826,70,55.1875,760,132.04,2.20869,3.08,-39.09375,-37.8593769073,-47.1666704814,151.28,2.2331,397.6666667,-58.0937538147,-59.4375038147,-76.1875050863,3.8918089684,4.1014939556,4.1138618197,-75.0912857056,"Rorb-IRES2-Cre",30.6946340788,14.9713405766,100.052090963,96.2812576294,98.7187576294
"181",0.2610853812,199.75,0.1329749232,212.035,3.24101,5.73125,-52.09375,-49.9687512716,-53.945315361,0.059995,209.02,3.2384716667,3.45875,45,47.2291692098,45.945315361,156.875044107,0.0385764726,110,80.9583307902,870,208.58,3.2380233333,3.055,-44.1875,-41.6250012716,-48.6953163147,873.33,3.293415,662.41875,-61.5,-58.7812525431,-80.8281269073,4.586706002,4.6265673789,4.8540207025,-80.403678894,"Cux2-CreERT2",19.0657315164,5.00625782228,99.890630722,97.09375,97.1979204814
"189",1,1000,0.044884492,66.56,4.287645,5.16125,-46.7812538147,-49.0312519073,-52.148440361,0.043565,64.235,4.2851375,3.415,29.1875,28.7031269073,29.7734384537,335.937708616,0.0485723428,110,107.124996185,550,63.645,4.284475,2.9175,-34.15625,-33.015625,-45.023440361,103.645,4.3014325,431.805,-50.8125,-52.0312519073,-66.7500019073,2.3932422179,2.0680353757,2.5471432083,-65.9088363647,"Rbp4-Cre_KL100",23.5713573041,1,81.9218788147,75.9687538147,77.7343788146
"193",0.0398470684,100.118125,0.1503517059,125.525,2.80100125,4.48,-41.46875,-41.828127861,-46.8312515259,0.074265,123.455,2.79947875,3.342,36.625,35.8671898842,37.8125015259,151.093795896,0.0657483265,70,70,1030,123.14,2.79913375,3.05,-32.5937538147,-31.8125019073,-45.3937522888,172.25,2.85448625,216.623,-53.0625038147,-56.0078144073,-75.2937545776,3.3430857333,3.0973018281,3.3067701909,-73.7776107788,"Scnn1a-Tg3-Cre",20.2351468197,9.98820143705,84.6437530518,78.09375,77.6953177452
"194",0.0320279014,45.110952381,0.2093023361,43.195,5.664665,6.102,-47.5625038147,-48.6250038147,-54.7187522888,0.017515,40.79,5.6624,3.705,20.3125019073,30.3750019073,16.7187507629,151.56288445,0.1120072529,180,141.5,720,40.16,5.66176,3.187,-37.7812538147,-35,-41.4875030518,43.195,5.6893,101.797,-47.5625038147,-51.1875038147,-79.4312530518,2.5249961541,2.2920066512,2.3297884026,-78.5200042725,"Ntsr1-Cre_GN220",12.5977240256,22.1675656846,71.4375030517,67.875005722,79.000005722
"198",0.0147999528,92.074,0.1776712329,161.16,2.3479266667,5.052,-45.8437538147,-47.1458358765,-51.7000022888,0.04876,158.5,2.3457133333,3.368,45.5625038147,48.5520833333,45.9250015259,164.062529802,0.2195701003,70,58.625,720,158.08,2.3453,3.028,-38.0937538147,-38.6979179382,-45.3062515259,217.08,2.4106066667,85.444,-57.2812538147,-56.4062525431,-70.5375015259,4.0599946004,4.1217453789,4.0172443246,-69.3629837036,"Rorb-IRES2-Cre",18.35345851,10.8608293329,97.6250038147,91.4062576294,95.6979192098
"203",0.07898608,93.744,0.190340908,93.8,4.4291933333,5.61,-43,-44.8333346049,-48.648440361,0.04332,91.06,4.4256,3.44,38.21875,37.5520846049,40.882815361,136.250004172,0.0072414633,190,110.625,999.999938965,90.64,4.4251266667,3.03,-31.0625,-30.9791679382,-44.2578134537,106.52,4.4462933333,874.03,-47.9375,-50.1875012716,-68.695318222,4.6862875937,4.0724268855,4.2912475657,-69.0978317261,"Scnn1a-Tg2-Cre",22.3620219481,10.667349377,89.531255722,81.21875,82.3854192098
"250",0.0101593609,61.953,0.2355010661,98.045,2.76902,5.9325,-53.8125,-52.5729192098,-59.0156269073,0.0387,95.835,2.76628,3.5225,29.375,30.5104173024,24.8046884537,254.062503576,0.2895115018,70,69.125,760,95.37,2.7657983333,3.13,-42.4687538147,-40.5833346049,-38.8593759537,114.76,2.79499,224.17375,-58.9375,-59.5833346049,-77.5078125,2.921404395,2.9089609212,2.3843709168,-77.1006546021,"Rbp4-Cre_KL100",21.8799708324,16.1412683809,83.820315361,83.1875,83.0833365122
"263",0.0235217355,65.4935714286,0.2198780488,186.67,1.643435,5.3033333,-49.9375,-50.96875,-53.1822929382,0.05602,184.295,1.6409266667,3.4616667,42.5,44.3645858765,44.7656262716,196.874961257,0.0152577311,50,41,650,183.895,1.6405233333,3.1108333,-37.5937538147,-36.9479166667,-46.1458333333,210.51,1.6647866667,432.7333333,-56.5000038147,-56.28125,-73.8958346049,4.1352029801,4.3998514134,4.4205262197,-73.4410629272,"Rorb-IRES2-Cre",27.682354871,15.2686741338,97.9479192098,92.4375,95.3333358765
"295",0.0688026187,67.251,0.1028761047,66.995,5.4242583333,5.27875,-45.8437538147,-40.1041679382,-51.4375019073,0.040295,63.635,5.422145,3.41125,31.6250019073,21.270834287,42.6562519073,167.96875,0.094158262,190,135.541666667,960.000061035,63.13,5.42145,3.04625,-32.28125,-27.0000019073,-46.15625,78.44,5.455265,317.08375,-48.7500038147,-51.0937512716,-77.8359375,2.8758943752,1.8599263338,3.3559129446,-77.261932373,"Rbp4-Cre_KL100",19.1808253576,14.8696673655,94.0937538146,77.468755722,61.3750022252
"303",0.0362956774,74.8225,0.2178977273,118.28,2.927355,5.1175,-45.625,-45.5416666667,-50,0.05097,116.06,2.9254733333,3.525,32.21875,33.6875012716,35.7968769073,210.937380791,0.0616592243,90,73.125,0,115.575,2.924985,3.13,-33.09375,-31.40625,-42.0156288147,142.095,2.9605166667,707.3975,-50.5,-53.6979179382,-78.453125,2.6507909929,2.456152251,3.0631381728,-77.8417892456,"Nr5a1-Cre",20.7400340693,13.3649637475,85.7968769073,77.84375,79.2291679383
"311",0.016471084,70.415,0.2135153091,301.15,2.0260166667,5.54,-48.375,-48.5520833333,-50.9062519073,0.055965,298.5,2.0238066667,3.7,33.3125,37.6875012716,33.34375,226.874992251,0.0378647484,50,50.625,660,298.005,2.0233366667,3.285,-36.78125,-36.6145846049,-41.9375,333.655,2.0543016667,747.6375,-57.5312538147,-56.0416666667,-73.28125,3.038636214,3.0871268393,3.1182982086,-72.0163574219,"Nr5a1-Cre",29.9144457378,14.2015195626,84.2500019073,81.6875,86.2395846049
"316",1,268.975,0.2268947465,179.855,3.4261066667,4.19625,-49.3437538147,-47.7291704814,-53.093752861,0.0914,178.525,3.42466,3.09875,45.1250038147,38.9166679382,39.1640644073,145.892828703,0.2085304558,90,85.5833307902,680,178.19,3.4242766667,2.7925,-39.0312538147,-37.5000025431,-47.1015644073,217.945,3.46025,524.5525,-57.0000038147,-54.3125038147,-75.40625,3.7189740068,3.3118086996,3.4565230896,-75.6057662964,"Cux2-CreERT2",13.2366997581,3.71781764104,92.2578172683,94.4687576294,86.6458384196
"329",0.01582228,93.5061111111,0.1284237726,229.365,3.7184316667,6.7383333,-52.6562538147,-51.0833358765,-55.2291679382,0.07467,225.28,3.714645,3.4266667,39.3437538147,45.7083346049,42.9791679382,131.093755364,0.0597853959,90,92.875,1300,224.83,3.7142316667,3.0166667,-38.78125,-37.0625012716,-46.8333333333,271.675,3.7497183333,382.735,-62.34375,-59.2395846049,-78.40625,4.4080738425,4.6153230049,4.4658753786,-77.7642974854,"Rbp4-Cre_KL100",24.7628804764,10.6944881796,98.2083358764,92.0000076294,96.7916704814
"336",0.0088135924,76.3745454545,0.1902654834,493.56,2.29284,5.268,-47.4062538147,-47.895837148,-53.3625022888,0.0713,490.04,2.2903666667,3.424,35.4687538147,39.4791692098,35.6687507629,200.156211853,0.0591901094,50,57.25,640,489.54,2.2898733333,3.016,-37,-37.7916679382,-45.7875007629,531.74,2.32372,696.044,-58.4062538147,-56.7395846049,-73.5250015259,3.2895535054,3.3013148435,3.3705647739,-72.7270736694,"Rorb-IRES2-Cre",28.8503721705,13.0933676142,89.0312530517,82.8750076294,87.3750063578
"344",0.0979197865,67.1592857143,0.0200000078,38.58,2.2849483333,5.1433333,-48.25,-49.0625012716,-52.7500012716,0.01965,35.9,2.282935,3.5216667,35.40625,49.6770846049,47.5,151.56249702,0.0824915841,190,57.0416679382,0,35.44,2.282535,3.1716667,-38.78125,-37.6041679382,-44.5208333333,47.87,2.3256116667,489.0283333,-50.5937538147,-57.3020846049,-73.2708333333,3.6613683215,4.1600972904,4.0018445537,-71.3918457031,"Rorb-IRES2-Cre",17.3521689109,14.8899737298,100.250001272,83.65625,98.7395858765
"346",0.1039141876,153.395,0.0683593822,150.49,4.6608616667,6.055,-45,-45.5729204814,-49.539065361,0.081125,146.895,4.6580633333,3.51125,36.0000038147,42.0416679382,41.0625038147,125.937506556,0.057324186,150,116.41666921,1320,146.425,4.6576133333,3.0975,-35.8437538147,-36.5208346049,-48.085940361,191.19,4.710415,549.38,-54.6875038147,-56.8854204814,-78.8906269073,3.9522051522,3.7866526799,4.0183786943,-78.1010055542,"Rbp4-Cre_KL100",20.8820934116,6.51911731152,90.6015691757,81.0000038147,87.6145884196
"354",0.0295945765,73.8929166667,0.1988903278,68.555,3.6000283333,5.077,-46,-47.6250038147,-51.7937522888,0.029175,66.54,3.5978566667,3.43,34,32.9583358765,34.3375015259,97.187384963,0.1956605017,140,89.9166666667,870,66.055,3.5973783333,3.042,-39.7500038147,-37.5416692098,-48.0312530518,107.3,3.6402483333,71.027,-56,-57.3541692098,-71.4875061035,3.1639686278,3.0046934143,3.394701058,-70.7032394409,"Rbp4-Cre_KL100",12.3553537849,13.5330968801,86.1312538147,80,80.5833396912
"358",0.0120808067,56.1767647059,0.3151515243,334.1,1.9036175,4.8316667,-53.90625,-52.8593788147,-55.4375012716,0.04458,332.535,1.9020125,3.4516667,47.9062538147,51.2343769073,48.25,215.468749404,0.0110207871,50,47.5624980927,0,332.175,1.90166,3.1416667,-44.34375,-41.859375,-48.625,365.405,1.9322175,752.7033333,-56.4062538147,-54.8281288147,-70.46875,3.5514756365,3.9688018999,3.8166125966,-69.870262146,"Rorb-IRES2-Cre",28.0103153747,17.8009539217,103.687501272,101.812503815,104.093755722
"360",0.205976049,69.66,0.0678571429,113.495,2.981575,5.276,-48.09375,-51,-50.5625007629,0.03454,111.38,2.9795616667,3.423,42.2187538147,46.0416704814,45.3250022888,151.562511921,0.0181719251,130,74.4583333333,180,110.96,2.979165,3.051,-37.5,-39.4895833333,-48.9062522888,141.81,3.0169083333,662.619,-52.6250038147,-57.7708358765,-77.7750015259,3.6213228306,3.5836967373,3.8926625282,-76.6518173218,"Nr5a1-Cre",17.204584451,14.355440712,95.8875030517,90.3125038147,97.0416704814
"371",1,1000,0.0968750042,85.54,2.5468716667,5.457,-51.5625038147,-51.6979166667,-53.8125007629,0.073995,83.02,2.5441316667,3.375,36.59375,42.2812525431,42.3687522888,176.562339068,0.0305048507,130,63.625,979.999938965,82.565,2.5437083333,3.003,-37.7500038147,-35.5416666667,-47.51875,103.375,2.5793,806.025,-56.78125,-59.15625,-84.0875,4.2162788065,4.3271225808,4.9190023956,-83.2080993652,"Nr5a1-Cre",20.5022012605,1,96.1812530517,88.1562538147,93.9791692098
"372",0.0168667895,61.2356666667,0.1547618982,72.845,5.4766066667,4.926,-47.3437538147,-48.7916692098,-51.2125030518,0.04051,71.085,5.4748,3.463,40.0000038147,42.6458358765,38.3062515259,93.75,0.1759252697,170,136.833325704,240,70.685,5.4743833333,3.088,-42.0000038147,-42.1458346049,-50.7187522888,106.075,5.5369933333,200.258,-54,-54.9583358765,-76.9750030518,3.2465301047,3.126240307,3.1197225059,-76.0012969971,"Rbp4-Cre_KL100",16.2139673128,16.3303521368,89.5187545777,87.3437576294,91.4375050863
"376",0.0607535815,86.076,0.2370575265,231.505,2.0308533333,4.10625,-41.78125,-43.9895858765,-48.5546894073,0.061395,230.055,2.02944,3.00125,43,43.6770846049,44.3203144073,163.671776652,0.0431517996,50,50.7083320618,580,229.71,2.0291033333,2.725,-30.0625019073,-31.541668574,-43.101565361,272.135,2.0601083333,547.78625,-51.6250038147,-51.0208346049,-65.6562538147,2.6390771885,2.7297023183,3.381707107,-64.7870788574,"Scnn1a-Tg3-Cre",25.1373961283,11.6176402249,92.8750038146,84.78125,87.6666704814
"390",0.0537100688,135.660714286,0.1914772549,66.48,6.45864,5.665,-51.4375,-51.6979179382,-59.1197942098,0.03096,63.76,6.4562233333,3.4883333,34.5625038147,36.2604192098,36.6145852407,119.374968111,0.1256251335,230,161.416666667,790,63.255,6.4557133333,3.0575,-38.03125,-36.8437525431,-51.9583352407,79.085,6.480465,76.0833333,-54.5000038147,-57.7812525431,-80.1927108765,2.9497624737,2.532543006,2.6904092583,-79.4126281738,"Ntsr1-Cre_GN220",12.5231358808,7.37133078847,95.7343794505,86.0000038147,87.958337148
"398",1,1000,0.1412894381,140.895,3.1171225,5.817,-45.0312538147,-46.4218788147,-53.3250015259,0.10578,136.605,3.1133125,3.332,28.0625019073,29.5312519073,33.5375026703,161.250039935,0.0817527473,150,77.8124961853,939.999938965,136.135,3.1128575,2.963,-31.90625,-32.7343769073,-46.5312530518,174.385,3.155995,308.661,-51.6562538147,-56.6562519073,-75.1312545776,3.7086496962,3.7445866109,4.0605120572,-73.9249649048,"Cux2-CreERT2",20.8553685813,1,86.8625041962,73.093755722,75.953130722
"400",0.0388683455,65.3307142857,0.1943371445,90.74,2.91675,5.042,-48.96875,-51.1145858765,-53.2437530518,0.0392,88.965,2.914915,3.263,43.625,45.4583358765,42.6875030518,186.562463641,0.0307361148,90,72.875,509.999969482,88.56,2.914515,2.914,-39.8437538147,-41.84375,-46.8125,106.63,2.952325,660.027,-52.40625,-55.5625025431,-78.4312530518,3.7819179127,4.1835454269,4.0544127095,-77.5233535767,"Cux2-CreERT2",17.5930274535,15.3067360572,95.9312561036,92.59375,96.572921753
"415",0.0305429515,79.7181818182,0.1680803592,684.36,6.4055533333,6.66,-46.96875,-48.9791666667,-49.21875,0.0668,678.88,6.4001733333,3.52,45.53125,47.6770846049,44.1562538147,126.71867013,0.043594446,170,159.958333333,890,678.38,6.3997133333,3.14,-37,-36.4895846049,-44.34375,700.12,6.41904,964.14,-52.25,-54.4791679382,-75.53125,5.371530788,5.8759849356,4.8742435702,-76.2541275024,"Ctgf-T2A-dgCre",13.9309004979,12.5441897594,93.3750038147,92.5,96.6562512716
"426",0.0416870725,92.3094444444,0.1082571511,296.86,2.7154783333,5.6625,-45.5625038147,-47.3541692098,-48.578125,0.070805,292.99,2.7127316667,3.415,49.6562538147,52.4583358765,53.5312519073,173.593640327,0.0580313243,60.0000038147,67.7916653951,999.999938965,292.53,2.7122716667,3.0025,-35.3750038147,-36.6354166667,-44.9687519073,355.33,2.76376,988.5225,-56.625,-57.1562512716,-72.4843826294,4.2266204351,4.3598391843,4.2380197995,-71.9915924072,"Scnn1a-Tg3-Cre",29.6352980592,10.8331277045,102.109376907,95.2187576294,99.8125050863
"427",0.0436978475,72.6995833333,0.2081578947,95.275,3.0916083333,5.122,-47.65625,-48.1979166667,-52.7375022888,0.043385,92.065,3.0876566667,3.377,27,29.1875006358,27.0562503815,223.43750298,0.0120425289,90,77.1666666667,730,91.555,3.0871033333,2.995,-33.46875,-32.1770839691,-43.4937507629,104.83,3.111915,657.795,-51.59375,-54.2812525431,-72.8250015259,2.8617082227,2.7763631157,3.0435890761,-72.1348800659,"Rorb-IRES2-Cre",31.5016101569,13.7552370199,79.7937526703,74.65625,77.3854173025
"448",0.2315746133,42.5025,0.0759016427,48.42,8.5996333333,5.08,-43.0937538147,-46.0104179382,-48.8437538147,0.02055,47.075,8.598375,3.51,32.1875038147,36,41.71875,106.250196695,0.1357292682,350,214.958323161,0,46.56,8.597825,3.045,-28.5312519073,-29.822918574,-45,48.5,8.6148816667,98.99,-43.2812538147,-48.5625038147,-72.125,2.0136173422,1.750199006,2.4197028962,-71.9202270508,"Ntsr1-Cre_GN220",10.813287087,23.5280277631,90.5625038147,75.2812576294,82.0104179382
"467",0.1172673005,67.9033333333,0.2026515146,68.835,5.5138266667,5.06875,-48.78125,-50.0000012716,-53.46875,0.033955,66.475,5.5112083333,3.3675,32.1875,32.135418574,39.25,136.250078678,0.0068409266,210,137.791664123,400,66.03,5.5107283333,3.025,-33.9375,-34.3020833333,-48.9921884537,78.495,5.530865,750.7175,-51.21875,-55.0312512716,-70.4140644073,3.2667529774,2.8226685975,3.7961493991,-70.2135238647,"Scnn1a-Tg3-Cre",21.2313732994,14.7268175347,92.71875,80.96875,82.1354198456
