"","adaptation","avg_isi","f_i_curve_slope","latency","ri","sag","tau","vrest","firing_rate","fast_trough_t_long_square","fast_trough_v_long_square","peak_t_long_square","peak_v_long_square","threshold_i_long_square","threshold_t_long_square","threshold_v_long_square","trough_t_long_square","trough_v_long_square","upstroke_downstroke_ratio_long_square","height_long","transgenic_line"
"285",0.0356742415,34.7965384615,0.5755319271,0.017055,344.687491655,0.0512895882,20.1737493109,-62.6112518311,28.7384907871,84.79,-50.8125,83.32,21.1875019073,30.0000019073,82.895,-37.8437538147,97.58,-51.5000038147,2.3298410809,72.0000019073,"Htr3a-Cre_NO152"
"286",0.0240650778,29.9925,0.5245535714,0.02184,230.468943715,0.0809965506,18.1274680274,-71.9615402222,33.3416687505,51.92,-61.5937538147,50.94,29.4062519073,50,50.56,-44.4375,52,-61.65625,1.9454791285,91.000005722,"Chrna2-Cre_OE25"
"288",-7.72783694761e-05,10.1684536082,1.257439807,0.00494,174.375116825,0.0130160386,14.2476171262,-65.881477356,98.3433704407,8.34,-56.625,7.4,16.5625019073,160,7.02,-45.8437538147,8.42,-56.6875038147,1.5080636664,73.1875019073,"Nkx2-1-CreERT2"
"291",0.0245779787,39.4589583333,0.5445054945,0.02671,150.000005961,0.2544799149,16.5441979074,-69.600730896,25.3427876011,66.75,-58.0937538147,66.07,35.34375,50,65.745,-37.3125,66.75,-58.0937538147,1.3594740612,93.4375038147,"Sst-IRES-Cre"
"293",0.0880591216,80.4063636364,0.3530275414,0.013745,262.890517712,0.0778369457,17.1776302452,-73.1615219116,12.4368265741,53.045,-59.1250038147,52.195,36.59375,80,51.845,-45.3437538147,53.065,-59.2500038147,2.0883225542,95.7187538147,"Sst-IRES-Cre"
"301",1,34.04,0.0241545894,0.019835,216.406241059,0.0282236841,31.5041355464,-64.6214904785,29.3772032902,73.1,-56.125,71.995,26,70,71.54,-43.375,73.115,-56.2500038147,1.7104026548,82.125,"Sst-IRES-Cre"
"302",0.2112825098,68.4422222222,0.1326801153,0.01898,570.625126362,0.0364815034,50.4095146905,-60.1255912781,14.6108639891,141.78,-52.7812538147,140.5,22.7812519073,10,140.02,-41.3125,141.86,-52.875,1.8769811764,75.562505722,"Chrna2-Cre_OE25"
"304",0.3898090181,126.19,0.1472222222,0.0499,247.209787369,0.1305550337,34.4632411319,-75.7673873901,7.92455820588,146.98,-45.9062538147,144.16,38.03125,90,143.6,-33.8125,193.02,-54.9375038147,2.9704548983,83.9375038147,"Chrna2-Cre_OE25"
"305",0.0006425881,12.5075,1.1567885117,0.01187,65.6249970198,0.0965977758,4.12168918959,-72.0429763794,79.9520287827,252.425,-55.6875038147,251.71,14.8437509537,290,251.39,-31.7812519073,252.54,-55.875,1.1626183569,70.5312547684,"Pvalb-IRES-Cre"
"306",0.0067134887,49.5721052632,0.30039685,0.01954,213.281169534,0.0271111634,13.1994924271,-72.3847427368,20.1726352894,101.63,-50.8125,98.575,20.2812519073,110,98.1,-35.6875038147,110.39,-54.5937538147,3.6213384901,71.0937519073,"Htr3a-Cre_NO152"
"313",0.0014619909,13.2865753425,0.6928571211,0.021245,137.50000298,0.0252450556,7.59910990981,-76.2554244995,75.2639392938,88.01,-54.125,86.795,4.7500004768,210,86.435,-27.65625,88.025,-54.21875,1.3279436626,58.8750004768,"Pvalb-IRES-Cre"
"314",0.0954127717,49.6258333333,0.2681891121,0.02946,139.374956489,0.0474112146,14.6089732118,-72.1893692017,20.1507951168,73.885,-54.15625,72.66,27.5625,150,72.345,-37.09375,74.055,-54.40625,2.5558294504,81.71875,"Htr3a-Cre_NO152"
"318",1,1000,0.7431167818,0.221915,67.1875029802,0.0331256613,6.03517685093,-71.3748321533,1,50.465,-56.6562538147,49.825,-1.5937501192,390,49.585,-38.125,50.475,-56.71875,1.2940832699,55.0625036955,"Pvalb-IRES-Cre"
"322",0.005342524,15.3210714286,1.0516732283,0.13388,36.562461406,0.0477078333,4.5911780595,-77.0860366821,65.2695867035,631.235,-66.8437576294,630.615,7.1562504768,620,630.275,-35.1250038147,631.26,-66.9687576294,0.8627261095,74.0000081062,"Pvalb-IRES-Cre"
"325",-0.0252933361,94.7677777778,0.1703118671,0.090435,61.5624599159,0.0321450122,6.89857550871,-80.8448028564,10.5521098357,469.34,-54.9062538147,464.66,19.90625,350,464.18,-35.8437538147,473.45,-56.46875,3.6941299389,74.8125038147,"Htr3a-Cre_NO152"
"327",0.0012694225,12.0556896552,0.2548013245,0.299605,51.5625067055,0.0474356599,6.26270143714,-80.152633667,82.9483860816,168.4,-59.1562538147,167.535,6.5,590,167.2,-36.59375,168.475,-59.2812538147,1.2252845655,65.6562538147,"Pvalb-IRES-Cre"
"328",0.2641601555,19.89,0.1625,0.0227,345.132231712,0.1095933169,28.6848842198,-75.5577392578,50.2765208648,51.86,-60.1562538147,50.78,30.5937519073,50,50.26,-43.8125038147,51.88,-60.1875038147,1.5008909647,90.750005722,"Sst-IRES-Cre"
"330",0.1967987843,124.356428571,0.2997109989,0.030545,178.281292319,0.0684260651,19.1801447098,-73.3044967651,8.0414017312,67.185,-58.78125,66.035,35.0625038147,110,65.62,-44.4062538147,67.22,-58.9375,2.164585005,93.8437538147,"Sst-IRES-Cre"
"331",0.3694243244,234.183333333,0.0622340431,0.03249,328.906267881,0.0241032355,33.6563817662,-76.1264419556,4.27015870757,203.63,-64.96875,202.97,25.9375019073,30.0000019073,202.665,-56.15625,203.655,-65.0937576294,1.5295348267,90.9062519073,"Sst-IRES-Cre"
"332",0.0047253175,12.5802702703,0.8449811395,0.06082,55.156249553,0.0342279412,4.9903507612,-81.5586090088,79.4895481984,754.1,-60.1250038147,753.42,14.7187509537,520,753.08,-39,754.16,-60.2812538147,1.2828178464,74.8437547684,"Pvalb-IRES-Cre"
"335",1,28.395,0.0349025995,0.014615,108.906254172,0.1131721362,9.77500753308,-71.0980224609,35.2174678641,28.19,-51.7812538147,27.305,27.125,150,27.01,-39.71875,28.29,-51.9375,2.2257820685,78.9062538147,"Htr3a-Cre_NO152"
"339",-0.0007069445,44.6777272727,0.9227953376,0.012065,147.812500596,0.0348414592,7.17116970167,-70.9617233276,22.3825172193,429.305,-54.0625,428.38,8,190,428.04,-33.1250038147,429.495,-54.25,1.2870279186,62.0625,"Pvalb-IRES-Cre"
"340",-0.0243319202,71.3454545455,0.174385243,0.17346,145.468786359,0.0182432402,9.95093132942,-73.6837921143,14.0163098879,956.9,-52.5000038147,952.9,36.78125,190,952.5,-28.4062519073,961.16,-55.6250038147,4.0604983058,89.2812538147,"Nkx2-1-CreERT2"
"342",0.0170178347,53.6713888889,0.4246666667,0.02126,169.062495232,0.0413484052,25.511196222,-64.2588348389,18.6319009197,95.755,-62.1875,94.745,34.125,90,94.295,-42.09375,95.87,-62.28125,1.7171698456,96.3125,"Sst-IRES-Cre"
"343",0.0043230549,88.42,0.1644911553,0.00798,186.562418938,0.0656694323,12.7284228906,-70.5390701294,11.3096584483,358.4,-49.9062538147,356.86,36.9375,110,356.4,-40.9687538147,358.4,-49.9062538147,2.9084602245,86.8437538147,"Chat-IRES-Cre-neo"
"347",0.0743123738,14.21,0.7265624932,0.00983,118.437498808,0.0252852868,6.36040935008,-74.4163742065,70.3729767769,20.22,-57.2187538147,19.29,12.2500009537,230,18.97,-34.875,20.285,-57.34375,1.4888355953,69.4687547684,"Pvalb-IRES-Cre"
"348",0.0013457593,20.4914444444,0.9037947945,0.07127,71.8751177192,0.0232932921,5.57368465217,-80.8073272705,48.8008545573,819.055,-62.375,818.28,8.1250009537,390,817.93,-34.7500038147,819.08,-62.5,1.0558179919,70.5000009537,"Pvalb-IRES-Cre"
"351",0.0544789975,164.649,0.0344696971,0.04545,485.000014305,0.0322718136,74.8987312732,-67.0113220215,6.07352610705,137.125,-58.8750038147,135.575,36.75,30.0000019073,135.115,-37.34375,137.17,-58.9375,2.4573927571,95.6250038147,"Sst-IRES-Cre"
"355",-0.014975288,59.9146666667,0.1848214298,0.053835,143.437504768,0.0068384102,9.1886400175,-69.0822906494,16.6904041303,527.145,-54.2812538147,521.885,14.3125009537,170,521.405,-34.5625038147,532.175,-56.2812538147,2.9613584289,68.5937547684,"Htr3a-Cre_NO152"
"362",0.0276099684,58.398125,0.4337053571,0.005575,124.843791127,0.0197232552,19.4956159809,-57.7684516907,17.123837452,13.595,-65.28125,11.82,22.8750019073,50,11.14,-51.9062538147,13.76,-65.3125076294,2.0675654596,88.1562519073,"Sst-IRES-Cre"
"365",0.0131544278,19.8426530612,0.6024961598,0.01073,315.937489271,0.0728969127,10.8556473126,-72.3513641357,50.396486645,50.985,-53.9687538147,49.505,28.8437519073,40,49.12,-45.375,51.24,-54.15625,2.8319519289,82.812505722,"Htr3a-Cre_NO152"
"369",0.0021861378,17.3022222222,0.8085814859,0.04548,136.875107884,0.0122328987,7.77407223269,-74.8419723511,57.7960441819,92.66,-55.90625,91.54,17.3750019073,150,91.12,-39.09375,92.8,-55.9687538147,1.4866738746,73.2812519073,"Nkx2-1-CreERT2"
"370",0.0066182294,23.8347560976,1.0343920145,0.01005,115.000002086,0.0793210864,8.41077145937,-71.0717086792,41.9555373634,29.06,-62.71875,28.34,22.125,170,28.025,-39.09375,29.095,-62.8437538147,1.2942858405,84.84375,"Pvalb-IRES-Cre"
"374",0.0058944724,20.5372093023,0.7556397977,0.07264,95.3126102686,0.0731262863,6.58957217026,-72.6440582275,48.6921073492,185.58,-54.40625,184.8,23.3125019073,320,184.44,-32.1875038147,185.62,-54.5000038147,1.3748661532,77.7187519073,"Nkx2-1-CreERT2"
"377",1,1000,0.9594086251,0.00619,119.375117123,0.0237862524,9.61065836399,-69.7741775513,1,9.13,-70.6562576294,8.2,25.0312519073,249.999984741,7.795,-47.53125,9.185,-70.78125,1.4557154889,95.6875095367,"Sst-IRES-Cre"
"378",0.0039475974,48.35625,0.2471428104,0.024985,105.156250298,0.023033727,6.65008540248,-72.0595779419,20.6798500711,82.45,-46.25,77.66,17.65625,249.999984741,77.235,-27.9062519073,86.35,-48.1562538147,3.0051834276,63.90625,"Htr3a-Cre_NO152"
"382",-0.040384345,82.09,0.1959383754,0.11906,219.062536955,0.0861993805,14.4204689243,-68.8199691772,12.1817517359,854.96,-58.8750038147,851.94,27.3125,90,851.46,-38.1875,859.68,-62.3437538147,3.0788398709,86.1875038147,"Nkx2-1-CreERT2"
"386",0.0415799607,9.3075,0.0310874704,0.013505,276.250004768,0.2103002965,14.8540961378,-70.5262680054,107.440236369,51.4,-55.2500038147,50.2,15.0000009537,40,49.845,-38.9687538147,51.515,-55.4687538147,2.1533795493,70.2500047684,"Htr3a-Cre_NO152"
"392",0.0156101257,58.4721875,0.3819827586,0.041995,240.781292319,0.1169808283,26.9092326635,-64.784072876,17.1021479229,203.79,-58.5937538147,202.745,46.40625,50,202.29,-37.65625,203.825,-58.78125,1.751767367,105.000003815,"Sst-IRES-Cre"
"394",0.0216389675,49.4978947368,0.3713122172,0.03878,341.718673706,0.0355428122,31.5699096242,-74.6933822632,20.202879442,148.12,-58.6562538147,146.44,34.6562538147,70,145.9,-38.8125038147,148.3,-58.8437538147,2.2415248463,93.3125076294,"Chrna2-Cre_OE25"
"396",-0.0030600409,50.0389473684,0.2868932039,0.0363,210.312455893,0.0470303409,13.0879894655,-72.1218643188,19.9844331784,300.36,-51.53125,298.4,35.3125,70,298.02,-32.9375,308.86,-56.875,3.3109132694,86.84375,"Nkx2-1-CreERT2"
"401",-0.0016524807,42.6133333333,0.2399774901,0.59416,142.499998212,0.0081530903,6.71802649633,-59.7569160461,23.4668335419,925.56,-45.4062538147,923.44,16,130,922.94,-34.28125,928.4,-46.5625038147,2.6167748087,61.4062538147,"Nkx2-1-CreERT2"
"402",0.0090771914,47.4734210526,0.3694327731,0.03643,236.249998212,0.1779349446,23.7900689917,-67.1558456421,21.0644183172,95.45,-63.2499961853,94.42,36.0000038147,70,94.025,-38.1875,95.49,-63.3750038147,1.7641552025,99.25,"Sst-IRES-Cre"
"404",1,1000,0.7277200042,0.13212,84.3749642372,0.0316599123,4.44464288899,-71.2060165405,1,557.705,-66.3125076294,557.105,15.625,190,556.82,-47.6562538147,557.73,-66.46875,1.1790038564,81.9375076294,"Sst-IRES-Cre"
"407",0.0416481834,8.0666666667,1.4653216464,0.00628,122.812502086,0.01041809,6.27210758054,-79.4691696167,123.966942148,15.44,-71.40625,14.825,17.78125,249.999984741,14.515,-40.1562538147,15.465,-71.53125,1.00016491,89.1875,"Pvalb-IRES-Cre"
"408",0.0021139287,13.6835384615,0.8015478627,0.10541,131.25038147,0.0613858104,8.35216434772,-66.2035369873,73.0805122384,71.25,-55.8125038147,70.18,3.25,190,69.83,-32.46875,71.36,-55.9687538147,1.1706650477,59.0625038147,"Pvalb-IRES-Cre"
"410",-0.0314410394,77.7916666667,0.2227678571,0.0138,195.089280605,0.0982809737,11.2271940407,-70.4354019165,12.8548473487,991.16,-43.21875,988.88,32.15625,90,988.28,-34.59375,999.64,-44.28125,2.5655538463,75.375,"Chat-IRES-Cre-neo"
"411",0.1511977665,77.2168181818,0.1056660098,0.01481,210.156217217,0.1005399376,11.3367538235,-73.0956115723,12.9505465719,91.99,-53.0625038147,90.795,41.71875,60.0000038147,90.485,-43.6562538147,118.65,-54.5937538147,3.1322266835,94.7812538147,"Htr3a-Cre_NO152"
"413",0.0004572169,12.4246835443,0.4726316751,0.01049,87.4999985099,0.0302831251,8.00156402215,-79.7211914063,80.4849472773,15.625,-60.59375,14.755,8.625,350,14.36,-34.46875,15.705,-60.6875,1.3276238321,69.21875,"Pvalb-IRES-Cre"
"416",0.0630446943,80.4844444444,0.219708502,0.05426,182.656213641,0.0680871159,23.8819259992,-77.9012298584,12.4247611685,242.58,-60.8125038147,241.32,31.6250019073,70,240.86,-42.4687538147,242.68,-60.8750038147,2.0306637419,92.437505722,"Chrna2-Cre_OE25"
"422",-0.0034304977,47.534,0.2348925538,0.03686,210.937425494,0.0435485691,10.3204092612,-67.0247116089,21.0375731056,795.24,-52,792.76,37.1250038147,100,792.36,-33.03125,801.26,-56.625,3.9501001441,89.1250038147,"Nkx2-1-CreERT2"
"423",0.0020893425,29.6682142857,0.8193382614,0.16467,109.999999404,0.0915253386,5.11785034093,-74.1160736084,33.7061068243,655.855,-64.3125,655.16,8.9062509537,200,654.865,-37.6875038147,655.865,-64.40625,1.1389940773,73.2187509537,"Pvalb-IRES-Cre"
"424",0.0190160693,29.948125,0.6965217242,0.017455,380.781233311,0.2181522101,18.2523856254,-69.4236221313,33.3910720621,98.335,-58.9062538147,97.305,25.6562519073,29.9999980927,96.94,-41.5312538147,98.435,-59.0625038147,1.6689931708,84.562505722,"Chrna2-Cre_OE25"
"429",0.0855565058,63.6685714286,-0.0021653546,0.01692,226.406291127,0.0353129655,11.1731102338,-73.7278823853,15.7063363848,149.2,-57.8437538147,147.36,31.6250019073,20,146.82,-48.4375038147,149.84,-58.2500038147,2.6026789054,89.468755722,"Vip-IRES-Cre"
"430",1,1000,0.0077054801,0.01082,167.343825102,0.0316576511,13.0020286468,-68.0115432739,1,25.92,-48.03125,24.06,32,130,23.66,-37.3125,30.38,-49.9062538147,3.3008975325,80.03125,"Chat-IRES-Cre-neo"
"434",0.0257060216,8.59875,1.0062889762,0.00461,87.1874988079,0.0920467377,6.309578877,-70.0180740356,116.295973252,6.77,-64.21875,6.26,10.25,400,6.03,-39.8437538147,6.805,-64.3125,1.1720071266,74.46875,"Pvalb-IRES-Cre"
"435",0.0035416952,15.5334920635,0.9244526295,0.01049,162.544712424,0.0740037933,10.1087040416,-70.6075286865,64.3770245552,21.915,-63.5937538147,21.34,22.7187519073,110,21.065,-38.78125,21.95,-63.84375,1.184863343,86.312505722,"Sst-IRES-Cre"
"436",1,12.795,0.644777481,0.005375,59.5982782543,0.0497951172,5.48953957514,-69.2702331543,78.1555295037,8.75,-61.6250038147,8.145,12.2500009537,570,7.89,-41.2812538147,8.805,-61.7500038147,1.3153807642,73.8750047684,"Pvalb-IRES-Cre"
"437",1,1000,1.1427376426,0.006115,51.250115037,0.0361715332,5.73027691121,-76.4303894043,1,10.47,-66.2500076294,10.01,24.5937519073,540,9.76,-39.5,10.485,-66.3125076294,1.1390399512,90.8437595367,"Pvalb-IRES-Cre"
"439",0.0163992629,29.4224242424,0.4576719577,0.021625,279.062509537,0.1018298492,15.7802314921,-73.4813308716,33.9876820401,69.86,-52.5000038147,67.98,21.375,50,67.55,-40.8750038147,78.695,-53.71875,2.9943791138,73.8750038147,"Htr3a-Cre_NO152"
"440",0.0035474262,11.9491566265,1.1672134046,0.005695,99.0623831749,0.0307512935,6.14426333748,-76.7705001831,83.6879146585,12.35,-76.84375,11.775,17,220,11.445,-53.1562538147,12.41,-76.96875,1.0530657376,93.84375,"Pvalb-IRES-Cre"
"445",0.2230286494,45.8125,0.1475010308,0.03428,221.0714221,0.1047489196,22.5301407702,-72.033164978,21.8281036835,68.71,-59.6250038147,67.795,22.84375,110,67.335,-46.0000038147,68.77,-59.65625,1.595525784,82.4687538147,"Sst-IRES-Cre"
"449",0.2629375547,160.955,0.1128841608,0.03216,320.535778999,0.032976795,36.3739686151,-70.0454711914,6.21291665372,197.59,-52.84375,196.04,9.5000009537,70,195.59,-41.5625,197.705,-52.9062538147,2.1443446486,62.3437509537,"Sst-IRES-Cre"
"451",0.1487287041,36.5066666667,0.3338357301,0.02309,186.718717217,0.0737541765,24.515109918,-71.5811462402,27.392257122,47.51,-54.25,46.215,12.6562509537,120.000007629,45.77,-42.65625,47.63,-54.5000038147,2.019670086,66.9062509537,"Sst-IRES-Cre"
"452",0.033857391,77.5333333333,0.1910714286,0.02036,289.531320333,0.0597299822,33.5337710894,-62.7012290955,12.8976784179,71.9,-49.6875,69.64,42.0625038147,50,69.08,-36.6875,96.42,-54.0312538147,2.7497632472,91.7500038147,"Chrna2-Cre_OE25"
"456",1,1000,0.0158333331,0.030735,132.812470198,0.0304666571,14.8012974896,-73.2325744629,1,44.925,-56.625,43.93,14.59375,200,43.585,-40.84375,44.985,-56.6875038147,1.6825989533,71.21875,"Sst-IRES-Cre"
"457",0.006942495,28.1123529412,0.3036398547,0.0289,143.90617609,0.0263401363,9.05098837273,-72.5579910278,35.5715511288,517.1,-53.4375,514.54,25.6250019073,140,514.08,-34.84375,519.96,-54.5000038147,2.9809734439,79.0625019073,"Ndnf-IRES2-dgCre"
"458",-0.0079762317,57.9066666667,0.2655882457,0.10786,174.99999702,0.0284262933,10.7532585272,-68.088722229,17.2691687773,844.36,-53.3750038147,842.72,39.6875038147,130,842.2,-39.8125,850.22,-54.0937538147,3.0372471958,93.0625076294,"Nkx2-1-CreERT2"
"460",0.0037398877,17.1014035088,0.9673306836,0.01215,190.134003758,0.0392634161,7.63417183948,-73.6521224976,58.4747327601,23.335,-50.7500038147,21.92,-0.4375,130,21.59,-32.9062538147,23.595,-51.0312538147,1.6721619648,50.3125038147,"Pvalb-IRES-Cre"
"461",-0.0259170339,79.5145454545,0.2570845439,0.10944,103.749997914,0.0643111393,8.57217638797,-75.7403869629,12.5763153683,839.68,-52.40625,834.22,13.8750009537,239.999984741,833.66,-35.7812538147,843.64,-54,3.7873639798,66.2812509537,"Ndnf-IRES2-dgCre"
"462",-0.0085748428,29.3043333333,0.5773544543,0.099825,66.5624216199,0.0791119263,6.85231082918,-82.1176757813,34.1246459568,983.56,-57.7812538147,982.825,7.4375,350,982.55,-36.3125,983.65,-57.90625,1.2700652937,65.2187538147,"Pvalb-IRES-Cre"
"464",0.0108185852,28.9274242424,0.317825384,0.02431,292.812526226,0.1566208154,27.3409382367,-69.3377838135,34.5692721073,98.78,-58.15625,97.885,34.0625,40,97.455,-42.5625038147,98.78,-58.15625,1.4738049047,92.21875,"Sst-IRES-Cre"
"465",0.0178366947,65.3160714286,0.1682328574,0.02132,103.281252086,0.0338861607,7.0823258086,-74.3047332764,15.3101675916,108.665,-50.5,106.355,22.8750019073,220,105.945,-35.75,114.985,-55.90625,3.9857953075,73.3750019073,"Htr3a-Cre_NO152"
"472",-0.0004608156,9.2156481481,2.1448527369,0.004265,92.5221890211,0.0163599104,5.04859200516,-77.2041091919,108.511087221,5.75,-63.9687538147,5.15,12.71875,509.999969482,4.855,-46.03125,5.755,-64.03125,1.2167994415,76.6875038147,"Pvalb-IRES-Cre"
"476",0.0126695968,33.5255172414,0.3907994924,0.01534,204.687386751,0.1135297492,19.5578408968,-63.264541626,29.8280260018,64.9,-51.0937538147,62.88,35.09375,50,62.46,-39.625,80.84,-53.28125,3.4632480757,86.1875038147,"Vip-IRES-Cre"
"477",0.0996201651,120.311428571,0.1390052339,0.00822,168.906092644,0.0618418902,11.1729998135,-61.2857704163,8.3117623311,703.42,-51.375,702,37.5,59.9999961853,701.54,-40.59375,703.44,-51.4375,2.5847114015,88.875,"Chat-IRES-Cre-neo"
"483",0.0349288597,49.1228947368,0.4694805376,0.02517,214.464262128,0.0666440651,17.6657099422,-71.5020294189,20.3571065052,76.375,-50.5937538147,74.06,0.5,90,73.555,-42.8125038147,77.99,-51.1875038147,2.3761777985,51.0937538147,"Sst-IRES-Cre"
"487",0.0013113764,86.0090909091,0.2099567106,0.052125,111.562542617,0.046134904,10.1795026689,-78.3290176392,11.626677941,147.88,-52.7500038147,142.155,24.6875,170,141.745,-34,157.15,-56.3125,4.3532473755,77.4375038147,"Htr3a-Cre_NO152"
"489",0.0535093817,40.1592857143,0.5380136986,0.03386,460.491210222,0.0713085681,31.2324813974,-72.7053756714,24.9008412927,136.735,-58.03125,135.635,23.3437519073,50,135.215,-39.6875,136.79,-58.15625,1.6580661345,81.3750019073,"Sst-IRES-Cre"
"490",0.0004440155,9.188364486,1.1404958678,0.010275,138.281241059,0.0513969436,6.95146854526,-79.3491287231,108.833296886,388.435,-60.78125,387.62,3.34375,180,387.29,-39.9062538147,388.465,-60.84375,1.1209124223,64.125,"Pvalb-IRES-Cre"
"495",0.0565058244,10.1333333333,0.8923657867,0.008735,114.531256259,0.0726962611,6.26897167991,-75.6578292847,98.6842105266,15.22,-62.6250076294,14.595,22.1875019073,220,14.315,-38.78125,15.26,-62.8437538147,1.2402457076,84.8125095367,"Pvalb-IRES-Cre"
"496",0.0063711965,22.67625,0.7452160306,0.047525,114.06250298,0.0661664158,7.18667619204,-73.1888122559,44.0990022601,208.04,-54,206.705,5.4375004768,230,206.31,-30.1875,208.275,-54.1875038147,1.3180304655,59.4375004768,"Pvalb-IRES-Cre"
"501",0.579262892,246.9,0.1255118805,0.029015,167.946323752,0.0235492997,20.082522225,-68.3402709961,4.05022276225,89.28,-58.1875038147,87.97,5.0625,70,87.625,-47.9687538147,89.41,-58.3437538147,2.1184125847,63.2500038147,"Sst-IRES-Cre"
"506",0.0119547826,61.5613333333,0.2043307032,0.023205,102.812580764,0.0073182927,10.0848246139,-70.6090240479,16.2439626606,73.635,-48.7812538147,71.05,26.875,200,70.66,-34.5625038147,79.485,-51.7812538147,3.9003909039,75.6562538147,"Htr3a-Cre_NO152"
"507",0.0171927765,41.7115217391,0.3443121838,0.01519,139.375001192,0.0724908262,10.515754032,-68.9802322388,23.9741912619,41.355,-56.9687538147,40.13,25.7812519073,130,39.775,-39.65625,47.35,-58.375,2.3032600909,82.750005722,"Htr3a-Cre_NO152"
"508",0.2750964245,23.9825,0.0911676647,0.01652,192.187696695,0.0855670869,13.6583866138,-68.9970245361,41.6970707808,36.69,-57.8437538147,35.63,14.75,90,35.275,-45.5625038147,36.745,-58.0000038147,2.0020134295,72.5937538147,"Sst-IRES-Cre"
"512",0.0009956369,13.9058333333,0.8066667084,0.067455,97.3437875509,0.0529963411,6.97773271457,-76.27368927,71.9122670344,126.71,-52.9062538147,125.955,4.2812504768,390,125.65,-33.03125,126.725,-52.96875,1.266971555,57.1875042915,"Pvalb-IRES-Cre"
"513",0.0127488292,28.4623529412,0.4648026267,0.01408,284.531354904,0.0898909867,12.5326724504,-71.9364929199,35.1341297069,71.26,-54.5312538147,69.72,34.9062538147,29.9999980927,69.32,-40.6250038147,83.46,-57.4375,2.974747245,89.4375076294,"Vip-IRES-Cre"
"515",1,6.875,0.1696813217,0.02521,145.156368613,0.0237218123,11.8938663054,-71.7351837158,145.454545455,63.42,-62.1875038147,62.57,28.8437519073,110,62.15,-43.875,63.455,-62.3125038147,1.456962975,91.031255722,"Sst-IRES-Cre"
"516",0.0217508024,48.4189473684,0.4329593547,0.029515,194.531217217,0.0566213354,13.8934946185,-75.5996322632,20.6530718727,220.155,-59.4062538147,219.155,20.1250019073,90,218.8,-47.0000038147,220.45,-59.7812538147,1.8020318874,79.531255722,"Sst-IRES-Cre"
"519",0.0132842672,44.0573809524,0.4290909091,0.0283,353.571385145,0.1389037669,31.994060852,-67.0185165405,22.6976724077,120.845,-57.6250038147,119.43,17.5625019073,50,118.95,-42.28125,120.865,-57.7187538147,1.7695399557,75.187505722,"Sst-IRES-Cre"
"520",0.2449857033,38.42,0.3428299394,0.02302,286.718547344,0.059021648,28.2645841898,-66.9790344238,26.0281103592,74.82,-55.5312538147,73.92,31.7500019073,50,73.5,-42.28125,74.84,-55.5625038147,1.6549647129,87.281255722,"Chrna2-Cre_OE25"
"523",-0.0131560784,88.5375,0.1654017658,0.089955,119.374960661,0.0418769866,5.87477409923,-76.1159591675,11.29464916,813.77,-49,808.575,25.6875,209.999984741,808.145,-31.6250019073,820.62,-52.3750038147,3.3468906987,74.6875,"Htr3a-Cre_NO152"
"526",-0.0004137585,31.9321428571,0.3918259898,0.0976,147.812530398,0.0149024744,8.65259180172,-65.2453231812,31.3164075607,947.66,-50.65625,945.24,18.0000019073,160,944.74,-38.5000038147,948.76,-51.0625038147,3.0231526732,68.6562519073,"Ndnf-IRES2-dgCre"
"528",-0.0095352157,10.5101818182,1.307836218,0.00212,69.062538445,0.0332983807,6.51908468298,-60.5382995605,95.1458326124,3.905,-64.6875,3.475,21.3125019073,370,3.24,-46.0625,3.92,-64.78125,1.1277132372,86.0000019073,"Pvalb-IRES-Cre"
"529",0.1929643732,20.51,0.0500000039,0.032695,324.218779802,0.1851334721,36.4755916249,-71.4000549316,48.7567040468,64.34,-59.9375038147,63.56,37.8125,70,63.195,-42.5,64.35,-60.0312538147,1.651906629,97.7500038147,"Sst-IRES-Cre"
"530",0.0174704844,73.1373076923,0.1713923337,0.044665,87.812460959,0.0859573483,6.2412740495,-76.0933303833,13.6729123829,164.735,-49.53125,160.345,18.5625019073,270,159.825,-31.40625,169.84,-52.0312538147,3.602732745,68.0937519073,"Htr3a-Cre_NO152"
"536",0.066574713,72.7015384615,0.2854599407,0.01352,243.906363845,0.0763629675,14.3841158149,-74.2015075684,13.7548671068,39.32,-46.5,37.16,16,90,36.68,-37.7812538147,59,-48.09375,2.9829100653,62.5,"Chat-IRES-Cre-neo"
"539",0.0066701959,14.89,0.7151946726,0.012515,70.1562091708,0.0517433509,6.87940354147,-75.812461853,67.1591672263,78.93,-58.3125,78.25,12.40625,370,77.955,-34.78125,78.98,-58.4062538147,1.243703443,70.71875,"Pvalb-IRES-Cre"
"543",0.1564699513,13.8525,0.396501182,0.009345,139.531254768,0.1608794779,10.9250754339,-74.6727905273,72.1891355351,20.935,-62.4062538147,20.145,14.46875,210,19.84,-41.21875,20.985,-62.5625038147,1.3888905747,76.8750038147,"Sst-IRES-Cre"
"547",1,1000,0.1177083333,0.04816,313.437610865,0.086277999,29.253254344,-60.2382621765,1,47.22,-47.5000038147,43.66,35.4375038147,90,43.08,-33.28125,55.06,-50.15625,2.9107268109,82.9375076294,"Chrna2-Cre_OE25"
