"","adaptation","avg_isi","f_i_curve_slope","latency","ri","sag","tau","vrest","firing_rate","fast_trough_t_long_square","fast_trough_v_long_square","peak_t_long_square","peak_v_long_square","threshold_i_long_square","threshold_t_long_square","threshold_v_long_square","trough_t_long_square","trough_v_long_square","upstroke_downstroke_ratio_long_square","height_long","transgenic_line"
"239",0.0071029118,52.2558333333,0.2719512195,0.047835,248.571425676,0.1037928164,25.5804550671,-75.8354644775,19.1366195162,138.29,-49.8750038147,136.405,32.0625,50,135.98,-36.46875,169.1,-59.8437538147,3.0017979556,81.9375038147,"Scnn1a-Tg2-Cre"
"240",0.2069373655,123.719,0.1292899524,0.04564,180.46875298,0.1657259315,18.7481127365,-77.5682601929,8.08283287126,101.995,-46.7187538147,100.075,40.7187538147,90,99.66,-39.8125,168.22,-56.0937538147,3.548158853,87.4375076294,"Rbp4-Cre_KL100"
"244",0.0358613139,107.61,0.1463349014,0.07696,160.312458873,0.077374354,24.0613465493,-74.1493377686,9.29281665273,174.94,-46.1250038147,171.88,40.5,90,171.4,-35.7812538147,213.1,-54.9375038147,4.1436436103,86.6250038147,"Rorb-IRES2-Cre"
"245",0.0394658867,86.26,0.1623222749,0.043375,214.84375,0.038029734,32.8031513337,-62.6768341064,11.592858799,91.83,-48.4375038147,87.34,34.0937538147,50,86.85,-33.5,113.87,-55.34375,3.9207614192,82.5312576294,"Scnn1a-Tg3-Cre"
"247",0.0320481523,63.9953571429,0.1529762016,0.05055,155.781254172,0.0507714227,21.0263990318,-81.7539978027,15.6261335923,105.425,-49.34375,103.485,34,110,103.06,-36.1562538147,119.325,-53.6875,3.0544488474,83.34375,"Nr5a1-Cre"
"251",0.0314171806,80.3122727273,0.1495290716,0.046135,146.093830466,0.0842964947,13.7048037855,-73.2192153931,12.4513971033,77.85,-44.3750038147,75.845,30.0937519073,190,75.375,-32.2500038147,90.815,-45.53125,2.354592213,74.468755722,"Ntsr1-Cre_GN220"
"255",1,89.51,0.1096405132,0.057675,116.40625447,0.0635878891,18.5473587434,-77.7801132202,11.1719360965,120.725,-53.90625,115.08,27.8437519073,190,114.53,-39.40625,136.345,-57.9375038147,4.1641729582,81.7500019073,"Rorb-IRES2-Cre"
"256",0.0406693969,65.5535714286,0.2186046512,0.02257,268.359363079,0.0222496465,54.0359864918,-66.9598922729,15.2546989921,504.835,-54.9062538147,503.005,33.1250038147,40,502.495,-42.5,528.91,-60.1562538147,2.4464250007,88.0312576294,"Nr5a1-Cre"
"257",0.1303708929,74.37,0.0313543563,0.04106,134.687542915,0.0297235642,15.4000760796,-81.1610488892,13.446282103,75.52,-47.78125,73.5,40.28125,150,73.1,-36.1562538147,85.26,-51.0312538147,3.6315118977,88.0625,"Cux2-CreERT2"
"258",0.0085722064,59.995,0.206250011,0.03832,128.78613174,0.1035796404,15.289644046,-74.2342147827,16.6680556713,105.92,-50.4687538147,104.08,36.75,110,103.64,-41.09375,144.58,-59.1250038147,2.9557570022,87.2187538147,"Rbp4-Cre_KL100"
"260",0.0214200304,70.8525,0.1920250714,0.057935,115.468673408,0.1227882802,13.6680116419,-75.9193191528,14.113828023,116.395,-48.34375,114.24,44.8125,209.999984741,113.805,-33.34375,127.955,-48.96875,2.8098324976,93.15625,"Ntsr1-Cre_GN220"
"264",0.0740124609,98.3183333333,0.2028673974,0.056525,201.87497139,0.0250958018,21.8645086753,-77.4324569702,10.1710430405,199.06,-50.7812538147,195.26,43.375,70,194.875,-38.2500038147,233.845,-58.375,4.8169449356,94.1562538147,"Rorb-IRES2-Cre"
"266",0.0144138954,61.5,0.2148452758,0.03966,216.562509537,0.0540811755,23.608140987,-71.4015350342,16.2601626016,83.4,-50.34375,79.5,40.6562538147,110,79.02,-36.5625038147,93.56,-54.875,4.2403849425,91.0000038147,"Cux2-CreERT2"
"267",1,1000,0.1469961347,0.081195,169.687539339,0.0485379249,21.1852333172,-81.5740814209,1,200.1,-49.78125,198.1,39.5937538147,110,197.685,-39.28125,231.05,-56.03125,3.2542227679,89.3750038147,"Rorb-IRES2-Cre"
"270",1,1000,0.0096976396,0.032295,154.218822718,0.1610584408,14.9306682669,-77.58253479,1,65.745,-43.4375038147,63.49,24.25,249.999984741,62.86,-29.7187519073,96.89,-48.5,2.1818765682,67.6875038147,"Ntsr1-Cre_GN220"
"272",0.0259485715,81.8504545455,0.1833333333,0.06451,231.562495232,0.0547779799,27.9901209637,-74.4558258057,12.2174031354,223.39,-45.875,220.39,37.78125,70,219.875,-35.65625,256.835,-54.5937538147,3.6098653848,83.65625,"Rorb-IRES2-Cre"
"273",0.0846362769,81.065,0.1998666646,0.03991,163.28124702,0.0542853847,17.5390899557,-78.5653686523,12.3357799297,91.025,-49.7187538147,89.24,45,90,88.9,-38.09375,117.72,-53.84375,3.6602782705,94.7187538147,"Nr5a1-Cre"
"275",0.0287486663,80.1609090909,0.1875,0.07257,129.687696695,0.0590607636,15.9206166533,-74.278503418,12.4749084228,237.09,-44.8437538147,234.395,29.8437519073,110,233.9,-38.59375,270.045,-52.9062538147,3.5197300481,74.687505722,"Cux2-CreERT2"
"276",0.0143658818,81.5127272727,0.185,0.0274,210.937574506,0.0956082568,25.9021873691,-61.8505935669,12.2680228408,144.34,-51.9062538147,141.54,45.875,50,141.06,-41.0312538147,162.66,-56.4062538147,3.3301299366,97.7812538147,"Ntsr1-Cre_GN220"
"283",1,1000,0.0421568659,0.045045,323.281377554,0.0213349648,35.0726067065,-71.5274658203,1,94.04,-42,91.485,31.3750019073,110,90.975,-27.6562519073,124.405,-50.15625,2.5879497122,73.3750019073,"Rorb-IRES2-Cre"
"284",0.0200246041,77.6227272727,0.275,0.078965,182.968750596,0.0105836531,21.9868656339,-76.0704803467,12.8828248521,310.675,-40.90625,307.97,23.25,90,307.49,-32.0625,350.91,-51.28125,2.9302972071,64.15625,"Nr5a1-Cre"
"287",0.0010974061,13.6338888889,0.9006018725,0.0124,82.9688236117,0.0387163348,7.14909642977,-73.0732498169,73.346644391,20.6,-53.125,19.72,10.8750009537,270,19.4,-31.65625,20.62,-53.2187538147,1.4058102777,64.0000009537,"Cux2-CreERT2"
"290",0.0136482229,84.1309090909,0.1276515152,0.05754,153.124794364,0.0595687665,18.5621089191,-73.5985412598,11.8862378976,116.12,-49.6875,113.72,43.875,90,113.3,-38.90625,147.42,-56.9375038147,3.6470023711,93.5625,"Cux2-CreERT2"
"292",1,65.62,0.2240020881,0.04954,269.374966621,0.0405708998,14.2527423087,-76.3499221802,15.2392563243,164.165,-49.7187538147,161.995,26.5312519073,70,161.475,-38.1562538147,863.505,-57.90625,2.7706464728,76.250005722,"Cux2-CreERT2"
"294",0.006833305,93.3938888889,0.1726190476,0.089995,219.999998808,0.1123706996,23.8237256885,-75.9695968628,10.707338691,230.13,-49.0625,226.7,33.625,70,226.16,-34.5,254.825,-54.9375,3.298298978,82.6875,"Rorb-IRES2-Cre"
"297",0.0691117027,50.715,0.10447761,0.04087,166.718706489,0.0119197704,17.8996721968,-77.0500564575,19.7180321404,107.835,-45.5625038147,105.725,43.6562538147,170,105.355,-27.4687519073,119.88,-51.0000038147,2.8385972715,89.2187576294,"Nr5a1-Cre"
"298",1,1000,0.1208484858,0.04045,155.937537551,0.0185238365,16.922560485,-68.9345703125,1,53.785,-50.6250038147,51.335,37.5312538147,170,50.9,-37.1875,63.07,-53.59375,3.5694296742,88.1562576294,"Nr5a1-Cre"
"299",0.0649189349,91.3371428571,0.1863013818,0.030765,263.437449932,0.0362643152,23.2744910341,-73.1930770874,10.9484484485,60.395,-47.8125038147,58.715,23.1562519073,90,58.225,-33.59375,60.42,-47.9062538147,2.3962109067,70.968755722,"Rorb-IRES2-Cre"
"300",1,56.77,0.027665705,0.047385,122.812658548,0.1129248142,18.9229147209,-77.0024642944,17.614937467,90.005,-44.1875,86.145,31.0937519073,170,85.56,-30.8125019073,128.005,-50,2.46979509,75.2812519073,"Rbp4-Cre_KL100"
"307",1,41.42,0.1249999999,0.0295,160.468786955,0.1241720691,15.9091840799,-77.1066818237,24.1429261226,58.06,-44.6250038147,55.34,32.84375,210,54.7,-31.4375019073,59.26,-45,2.9365881401,77.4687538147,"Ntsr1-Cre_GN220"
"308",-0.1928444975,485.78,0.1209219853,0.01792,162.812456489,0.1143226027,19.1271703565,-75.4487686157,2.05854502038,49.78,-46,47.6,41.5625,210,47.06,-35.34375,50.1,-46.25,2.8310441167,87.5625,"Ntsr1-Cre_GN220"
"309",1,1000,0.1592307759,0.05652,187.031209469,0.0800438523,20.4911864642,-77.4786224365,1,62.495,-48.96875,60.735,36.6875,110,60.32,-35.96875,73.46,-52.40625,3.1658794898,85.65625,"Nr5a1-Cre"
"310",0.0714051949,118.105,0.0890624996,0.075645,160.044744611,0.0414860658,18.5011826118,-80.5922088623,8.46704203886,208.73,-46.03125,204.96,37,90,204.445,-32.375,259.525,-55.4062538147,3.80076773,83.03125,"Rbp4-Cre_KL100"
"312",0.0217096944,59.4376666667,0.221875,0.05243,210.937619209,0.0096952049,29.7585465011,-69.4225387573,16.8243481967,124.44,-44.8750038147,122.37,35.40625,50,122.02,-32.7500038147,145.99,-50.71875,2.9849977028,80.2812538147,"Scnn1a-Tg3-Cre"
"315",0.0296417935,62.0183333333,0.2523109244,0.029715,144.687533379,0.0101551265,16.5931222158,-61.4261207581,16.1242643304,81.605,-49,79.09,35.8437538147,70,78.585,-34.6875,92.695,-53.28125,3.0914355399,84.8437538147,"Scnn1a-Tg3-Cre"
"317",0.0404934153,47.7113888889,0.3182812777,0.02121,240.624904633,0.0472334884,16.5874680757,-81.4488296509,20.9593563149,76.64,-50.4687538147,75.07,37,110,74.71,-34.875,93.255,-55.7812538147,2.8647845862,87.4687538147,"Nr5a1-Cre"
"319",0.0349519303,116.194375,0.1555555949,0.032215,69.2187920213,0.1738492548,11.5026163353,-80.2801742554,8.60626859088,58.225,-46.8437538147,55.74,35.875,370,55.22,-45.8125038147,93.54,-55.4062538147,3.3142730977,82.7187538147,"Rbp4-Cre_KL100"
"320",0.0166821998,60.035,0.2462915601,0.03694,241.562604904,0.030267382,23.6371235315,-76.6850128174,16.6569501124,241.38,-55.5000038147,238.42,44.28125,40,237.96,-49.8125038147,310.28,-63.5937538147,5.344802578,99.7812538147,"Ctgf-T2A-dgCre"
"321",0.0095086921,64.9457142857,0.2125,0.031335,192.18750298,0.222719267,17.0229095006,-78.7448654175,15.3974748141,135.165,-54.21875,132.33,30.46875,50,131.85,-41.40625,163.585,-65.0000076294,2.7644424544,84.6875,"Nr5a1-Cre"
"323",0.0084821108,71.6784615385,0.1705708704,0.05194,108.593635261,0.1551139355,17.5729806951,-75.1248931885,13.9511922903,167.54,-48.4687538147,165.54,31.34375,140,165.04,-42.4687538147,221.28,-57.5625038147,3.128037125,79.8125038147,"Ctgf-T2A-dgCre"
"326",0.1227687715,43.94,0.1512531273,0.01753,205.758854747,0.0131401904,9.34320676787,-75.356300354,22.758306782,32.765,-46.25,29.045,25.75,230,28.46,-34.75,37.425,-48.21875,3.6172989526,72,"Scnn1a-Tg3-Cre"
"333",0.0376878658,49.2970833333,0.2247311925,0.022735,197.142958641,0.0730278194,20.6727675676,-76.7895889282,20.2851757626,56.77,-47.5000038147,55.31,38.7187538147,90,54.955,-33.6250038147,69.595,-51.6875,3.0399683561,86.2187576294,"Nr5a1-Cre"
"334",0.0587541873,104.32,0.0961538496,0.0544,139.543265104,0.04143475,24.3841225906,-67.8305053711,9.58588957055,115.86,-49.9062538147,110.68,27.3750019073,130,110.04,-34.9687538147,134.52,-54.2187538147,4.076530399,77.281255722,"Scnn1a-Tg3-Cre"
"337",1,1000,0.0150371908,0.0216,77.8125375509,0.0249022879,11.2372094415,-72.8597488403,1,35.7,-41.9062538147,34.08,25,410,33.38,-27.8437519073,782.22,-42.8750038147,1.7168803693,66.9062538147,"Ntsr1-Cre_GN220"
"338",0.1935920902,156.661,0.0347826105,0.050415,132.142856717,0.0823451877,15.4321944902,-72.100112915,6.38320960545,80.325,-47.3125,78.02,44.5,130,77.66,-36.28125,111.69,-54.3437538147,4.0321708701,91.8125,"Rbp4-Cre_KL100"
"341",0.0407697152,82.9690909091,0.1431324111,0.05849,134.843751788,0.1027392223,21.911616455,-77.1888580322,12.0526811737,170.31,-47.9687538147,167.44,42.34375,80,166.99,-37.875,213.785,-58.0937538147,4.0115898895,90.3125038147,"Scnn1a-Tg2-Cre"
"345",0.0233129948,41.5130434783,0.2954274403,0.017215,332.477658987,0.0149144968,26.088915004,-67.9460296631,24.0888144114,54.49,-50.96875,52.09,45.3125,50,51.68,-36.7187538147,65.105,-54.4375038147,3.8095199162,96.28125,"Rorb-IRES2-Cre"
"350",0.0283625815,83.4390909091,0.1833333333,0.04224,232.968792319,0.0223539155,20.1743668469,-76.3015518188,11.9847902117,152.045,-47.90625,150.355,37,70,149.9,-34.34375,181.72,-57.03125,3.0012022315,84.90625,"Nr5a1-Cre"
"353",0.0255161595,76.3208333333,0.179905338,0.054425,134.218677878,0.0976739973,15.4246382179,-76.8444442749,13.1025823006,94.88,-47.5937538147,92.805,40.9375038147,190,92.255,-31.40625,115.235,-49.125,2.3617435688,88.5312576294,"Ntsr1-Cre_GN220"
"359",0.0269525533,81.8859090909,0.1800233645,0.075775,159.531250596,0.0344274789,25.1125429018,-79.6815643311,12.2121133062,528.23,-51.03125,523.555,33.875,50,522.99,-35.96875,578.325,-60.4375,4.0843144473,84.90625,"Scnn1a-Tg2-Cre"
"364",0.0223981015,85.0245454545,0.1029761956,0.058865,139.687538147,0.029876072,27.6047277572,-63.8380661011,11.7613095684,116.185,-48.875,111.975,31.6875019073,130,111.395,-38.28125,128.295,-52.15625,3.987668409,80.5625019073,"Scnn1a-Tg3-Cre"
"366",0.1134402018,86.349,0.2060606316,0.050605,146.406248212,0.0493269563,23.2283383879,-77.6622772217,11.5809100279,143.575,-43.8125038147,141.86,46.90625,110,141.445,-37.71875,188.845,-51.375,3.6176181454,90.7187538147,"Rbp4-Cre_KL100"
"367",1,1000,0.0968749869,0.050055,69.3750008941,0.1039638519,8.66689780796,-73.9276123047,1,70.175,-45.9687538147,68.1,36.59375,290,67.76,-47.1562538147,101.445,-59.2812538147,4.1464390347,82.5625038147,"Rbp4-Cre_KL100"
"368",0.1297247895,38.3125,0.1136160702,0.02713,144.53125,0.0176777113,22.1557888882,-75.2367324829,26.101141925,48.21,-48.3125038147,45.685,40.5625038147,190,45.345,-34,962.3,-50.96875,3.5471908782,88.8750076294,"Scnn1a-Tg3-Cre"
"373",0.0112589502,95.0088888889,0.1527472492,0.05462,203.906327486,0.0947432816,21.5441395481,-71.2786102295,10.5253309632,230.92,-51.1875038147,227.42,46.5,90,226.98,-42.9375038147,267.14,-56.9062538147,4.9828845575,97.6875038147,"Ctgf-T2A-dgCre"
"375",0.0825362574,103.197,0.0942528731,0.057055,156.562507153,0.0194823537,19.8171190301,-76.8808288574,9.6902041726,210.375,-47.8125038147,207.885,53.7187538147,130,207.485,-38.1875,251.375,-55.6250038147,4.5042944831,101.531257629,"Scnn1a-Tg3-Cre"
"379",0.0170265693,43.8488095238,0.3488888889,0.05157,208.281219006,0.0155193536,28.8058511449,-74.9811172485,22.8056362501,148.905,-46.0625038147,146.515,20.0625,50,146.04,-40.8125038147,163.38,-50.2187538147,2.9583214852,66.1250038147,"Scnn1a-Tg2-Cre"
"380",0.0180102393,111.531875,0.1428370363,0.08869,154.687494039,0.036914859,21.4664851772,-81.3229217529,8.9660467019,225.585,-45.9375,222.6,17.2812519073,90,222.08,-34.59375,275.39,-58.8750038147,2.6782962593,63.2187519073,"Scnn1a-Tg3-Cre"
"381",0.018039382,64.0957142857,0.2025510204,0.04502,146.093860269,0.0295471437,14.9792377061,-78.6970443726,15.6016671496,204.1,-49.4687538147,202.02,35.09375,70,201.5,-36.5000038147,240.98,-58.5937538147,2.9966158152,84.5625038147,"Scnn1a-Tg3-Cre"
"384",0.1739393312,82.904,0.1225368732,0.0343,267.968744039,0.1054822654,34.1245300885,-80.1675643921,12.0621441667,123.58,-48.1562538147,120.9,33.59375,70,120.32,-35.03125,157.94,-57.03125,2.7717877043,81.7500038147,"Rbp4-Cre_KL100"
"385",0.0617952114,92.028,0.1669776191,0.04695,162.343785167,0.040973939,18.9256658045,-73.3130340576,10.8662580954,123.035,-47.5000038147,120.325,42.6250038147,90,119.92,-36.8125038147,147.07,-53.28125,3.5048731339,90.1250076294,"Cux2-CreERT2"
"387",0.0421622045,79.6509090909,0.2283898305,0.07392,157.343789935,0.0458727479,23.6166024499,-81.4509658813,12.5547845142,242.9,-49.4062538147,241.06,25.0937519073,70,240.63,-40.03125,299.22,-61.7187538147,2.993885291,74.500005722,"Scnn1a-Tg3-Cre"
"388",0.0122806423,95.6577777778,0.17,0.0905,149.999842048,0.0183797535,18.8218352121,-68.3788757324,10.4539330019,404.9,-47.3125,400.5,21.8750019073,70,399.92,-42.3750038147,438.66,-56,5.0764777347,69.1875019073,"Ctgf-T2A-dgCre"
"389",0.0239146106,65.1326923077,0.2718750184,0.048075,198.906213045,0.0090793539,20.0473948299,-77.2901382446,15.3532729044,311.84,-52.5312538147,309.54,44.25,70,309.025,-49.78125,959.785,-56.7500038147,4.5757324526,96.7812538147,"Cux2-CreERT2"
"391",0.0929322943,101.343333333,0.1547619048,0.04745,215.624928474,0.0188374985,31.5536223492,-71.1050338745,9.86744729139,131.05,-49.7187538147,128.27,33.5625,90,127.83,-36.5,151.2,-54.40625,3.387519999,83.2812538147,"Rorb-IRES2-Cre"
"393",0.2798290598,87.75,0.0444444403,0.05044,141.562610865,0.0726919919,18.7788583406,-76.4054412842,11.396011396,105.385,-44.5625038147,101.465,36.1562538147,190,101.02,-32.0312538147,130.58,-51.53125,3.4473208755,80.7187576294,"Rorb-IRES2-Cre"
"395",0.0123755954,51.88,0.2801477378,0.04168,191.718757153,0.0411933288,23.9900848054,-67.5364532471,19.2752505783,111.26,-47.46875,109.405,40.5625038147,70,109.03,-39.5,132.485,-50.9062538147,3.6928634067,88.0312538147,"Rorb-IRES2-Cre"
"399",0.0307136335,75.905,0.2145664759,0.03189,232.812494039,0.1006960124,22.3245203054,-64.3289031982,13.1743626902,120.3,-46.5312538147,118.445,47.125,50,118.035,-36.4062538147,153.395,-55.7187538147,3.2786588371,93.6562538147,"Cux2-CreERT2"
"405",0.0882908841,81.585,0.1119538349,0.027675,193.593636155,0.0834234953,25.878555662,-75.9269332886,12.2571551143,82.865,-44.8125,78.285,39.0625,150,77.79,-32.40625,103.905,-49.4687538147,4.1042965291,83.875,"Rorb-IRES2-Cre"
"406",0.0299897224,57.9271875,0.2117214199,0.03647,192.18711555,0.0813830122,24.7563297047,-73.3546524048,17.2630511364,134.95,-41.6562538147,132.5,18.9375,80,131.955,-32.375,166.025,-50.6875038147,2.4611744508,60.5937538147,"Cux2-CreERT2"
"409",0.0341315331,71.885,0.1773809524,0.037245,260.781347752,0.0842232332,19.9408336147,-74.8125076294,13.9111080198,870.585,-48.96875,867.41,22.28125,70,866.675,-39.09375,891.19,-54.3125,2.4871608298,71.25,"Scnn1a-Tg3-Cre"
"412",0.0473092917,138.083333333,0.0230841105,0.08198,74.9998837709,0.0403347202,20.6521335795,-78.1814880371,7.242003621,254.1,-47.1562538147,249.56,40.6562538147,190,249,-38.1562538147,292.92,-55.3125038147,4.7183407512,87.8125076294,"Cux2-CreERT2"
"414",0.0206066107,72.2323076923,0.1919491525,0.05544,152.499973774,0.0793471187,26.8179912502,-75.5931091309,13.8442205704,344.64,-49.9687538147,342.5,43.7500038147,70,342.12,-39.8125,414.72,-61.9375038147,3.8074380907,93.7187576294,"Scnn1a-Tg3-Cre"
"417",0.0284241611,96.6044444444,0.1006732263,0.07058,72.6563259959,0.05174236,9.23500034113,-84.1187515259,10.3514906147,346.86,-46.1875,344.3,42.28125,210,343.78,-40.0937538147,386.8,-55.5000038147,3.7428416863,88.46875,"Cux2-CreERT2"
"418",0.0185858154,42.7184090909,0.2159049458,0.03673,137.343794107,0.0292228591,15.5658292633,-76.8331451416,23.4091114646,114.02,-41.4375038147,112.25,33.90625,90,111.865,-31.1562519073,138.625,-49.4375,2.6689812763,75.3437538147,"Scnn1a-Tg3-Cre"
"419",0.0292641029,73.74,0.1895019157,0.05546,123.906247318,0.1195352152,15.3103857262,-79.6576766968,13.5611608354,202.54,-44.96875,200.26,37.90625,80,199.8,-33.40625,253.46,-59.0000038147,3.3847802659,82.875,"Scnn1a-Tg3-Cre"
"420",1,64.985,0.0802083249,0.04376,94.3750739098,0.0468432941,15.5961482196,-68.6219024658,15.3881665,78.135,-46.59375,75.475,35.5,290,75.02,-33.7812538147,87.78,-50.5,3.5442468637,82.09375,"Rbp4-Cre_KL100"
"421",0.1506819303,117.956666667,0.1045454588,0.059775,128.90625,0.0993512869,26.2819927496,-73.0203781128,8.47768954701,102.24,-45.03125,98.16,22.0312519073,130,97.64,-34.4062538147,137.61,-53.71875,2.893732392,67.0625019073,"Scnn1a-Tg2-Cre"
"425",0.0521251995,103.772222222,0.2211538462,0.034375,158.035814762,0.0683922395,17.8273180408,-71.477355957,9.63649017614,130.435,-46.15625,128.655,38.5625038147,130,128.245,-33.3750038147,148.685,-52.4375038147,2.722549065,84.7187538147,"Rorb-IRES2-Cre"
"431",0.2581769057,104.791666667,-0.003380523,0.06184,154.107108712,0.0759375319,19.1436016614,-78.5531539917,9.54274353876,169.13,-46,162.53,24,110,161.85,-31.9375019073,216.585,-56.15625,3.1392993255,70,"Scnn1a-Tg3-Cre"
"432",0.019726424,101.615,0.1544326353,0.071565,118.750080466,0.094195433,18.3984475518,-70.9766464233,9.84106677164,246.075,-47.0000038147,244.235,30.7187519073,100,243.745,-39.3750038147,299.15,-57.90625,2.8114617518,77.718755722,"Rbp4-Cre_KL100"
"433",0.0209838679,92.3588888889,0.1479910773,0.08169,161.250039935,0.0677762702,23.5228038619,-76.4173431396,10.8273281763,266.835,-43.0937538147,263.345,38.7187538147,90,262.69,-36.5625038147,343.635,-53.84375,3.455637882,81.8125076294,"Scnn1a-Tg2-Cre"
"438",0.2167476362,73.2266666667,0.2524082679,0.03554,242.031246424,0.0318112709,23.4798486095,-73.0221557617,13.6562272396,65.56,-45.0937538147,63.76,37.5,130,63.3,-33.40625,80.56,-45.9062538147,3.441285679,82.5937538147,"Nr5a1-Cre"
"441",0.0653829047,88.2835,0.171405456,0.03633,177.031293511,0.0687024817,23.4333560435,-73.6229324341,11.3271449365,132.1,-49.8750038147,129.805,40.34375,80,129.39,-40.4687538147,520.055,-59.1250038147,4.0209908637,90.2187538147,"Cux2-CreERT2"
"442",1,1000,0.182860779,0.13602,127.142742276,0.0397769921,18.2617506984,-78.2927856445,1,132.36,-48.5,129.04,36.375,130,128.58,-33.09375,146.44,-54.46875,3.9873244962,84.875,"Rorb-IRES2-Cre"
"444",0.0267317212,94.2335,0.1642857143,0.056125,166.250005364,0.1662214994,23.1827548874,-69.4028549194,10.6119373683,177.855,-47.75,176.355,43.9375,70,175.93,-36.84375,217.065,-57.2812538147,2.9741942344,91.6875,"Scnn1a-Tg3-Cre"
"446",0.0330282831,79.2636363636,0.175892864,0.06008,129.776865244,0.1384126991,18.6729106982,-78.4465026855,12.6161257025,206.505,-48.03125,203.965,33.3125038147,90,203.585,-35.34375,252.59,-59.7812538147,3.1247076057,81.3437538147,"Scnn1a-Tg2-Cre"
"447",0.027104301,48.5865789474,0.3163556531,0.02448,339.062571526,0.0973013043,24.8041949599,-67.7243728638,20.5818154244,127.535,-48.0625038147,125.39,31.7500019073,40,124.935,-38.9375,171.365,-54.5937538147,2.6642604896,79.812505722,"Rbp4-Cre_KL100"
"450",0.0290599191,67.4334615385,0.219167873,0.03169,126.718744636,0.0246091373,15.7814397386,-76.2288208008,14.8294330023,92.56,-52.1875038147,90.72,33.5312538147,110,90.285,-44.7812538147,112.755,-57.9375038147,3.4604709322,85.7187576294,"Cux2-CreERT2"
"453",0.000475832,75.3683333333,0.2374733939,0.051065,137.812420726,0.17492643,20.3768973721,-68.4113006592,13.2681718671,801.585,-51.6875,800,50.71875,70,799.54,-46.34375,868.4,-57.3750038147,3.1639470906,102.40625,"Rbp4-Cre_KL100"
"454",0.0273124145,102.0725,0.1174999998,0.07214,76.4062851667,0.0527104288,12.7815539149,-79.4310836792,9.79695804453,171.22,-46.8437538147,168.92,49.7187538147,210,168.48,-38.78125,196.96,-54.15625,3.9403996277,96.5625076294,"Cux2-CreERT2"
"455",0.2000678076,95.035,0.0861344513,0.048005,99.06257689,0.0131795164,20.3629385587,-65.9213867188,10.5224391014,156.415,-49.4687538147,151.295,32.875,230,150.78,-31.3125,166.68,-53.2187538147,3.9532771964,82.3437538147,"Scnn1a-Tg3-Cre"
"459",0.0339882254,69.7319230769,0.2477272727,0.05479,245.55298686,0.0131556671,22.9289414375,-82.9349517822,14.340634187,149.665,-55.5312538147,147.735,40.59375,50,147.315,-45.53125,167.02,-60.6562538147,3.9751213548,96.1250038147,"Slc17a6-IRES-Cre"
"468",1,1000,0.1123266595,0.09963,168.281286955,0.0573905855,24.350588881,-72.4253845215,1,150.71,-46.2187538147,147.495,31.2812519073,90,146.985,-34.21875,182.78,-52.9062538147,3.4357991376,77.500005722,"Cux2-CreERT2"
"470",0.022481032,68.2214285714,0.195202952,0.04422,170.156210661,0.0559369773,46.923182351,-72.9973297119,14.658150979,138.84,-50.0312538147,136.62,41.3750038147,50,136.2,-36.1875038147,164.34,-58.0625,3.8346319324,91.4062576294,"Nr5a1-Cre"
"473",0.0540873886,76.2683333333,0.2117424154,0.031835,125.000193715,0.1410330683,12.6728764575,-75.3490219116,13.1116015821,58.175,-51.0312538147,56.345,43.8437538147,209.999984741,55.92,-34.875,58.535,-51.3125038147,2.792200772,94.8750076294,"Ntsr1-Cre_GN220"
"474",0.1227994256,127.0975,0.0742187545,0.056675,162.343755364,0.0750596449,20.2702571347,-72.1620178223,7.86797537324,163.94,-43.5000038147,159.605,40.375,150,159.155,-29.1875,193.53,-52.6875038147,3.6789367382,83.8750038147,"Rbp4-Cre_KL100"
"475",0.0329465395,53.7814705882,0.2715323434,0.051805,193.437546492,0.0190457106,20.7416789841,-80.5246505737,18.5937645264,325.04,-54.9687538147,323.025,40.0625038147,80,322.595,-40.7812538147,356.505,-56.46875,3.3696612774,95.0312576294,"Cux2-CreERT2"
"479",0.2013858116,149.07,0.1966666497,0.03052,142.968714237,0.0046993615,16.9624803277,-78.8050384521,6.70825786543,66.22,-52.0312538147,63.6,37.71875,230,63.14,-38.5625038147,75.8,-55.0000038147,3.9914940638,89.7500038147,"Nr5a1-Cre"
"480",0.2191830077,146.5375,0.1755555642,0.03046,180.937469006,0.0046741581,18.6400926442,-62.4188423157,6.82419175979,57.36,-46.90625,55.95,43.0937538147,130,55.63,-36.59375,65.785,-49.8750038147,3.4417124144,90.0000038147,"Scnn1a-Tg3-Cre"
"481",0.0239902802,68.4515384615,0.1756286253,0.060385,150.624990463,0.0503459089,22.8166202229,-72.6047592163,14.6088754537,418.16,-46.5,415.68,41.40625,59.9999961853,415.225,-38.59375,508.61,-58.0937538147,3.5026686266,87.90625,"Scnn1a-Tg2-Cre"
"485",0.0309422389,186.84,0.2858452959,0.07432,162.968754768,0.0657943487,13.6846137598,-66.1220245361,5.35217298223,198.48,-51.5000038147,196.5,47.6875,70,195.96,-44.125,222.42,-55.0000038147,3.4285926674,99.1875038147,"Rbp4-Cre_KL100"
"488",0.0121176655,49.1368421053,0.2073033708,0.05534,187.656283379,0.0240895767,21.236039382,-80.8980407715,20.3513281919,170.36,-51.7187538147,168.76,39.2187538147,70,168.3,-41.3125,192.4,-54.2812538147,3.1652918675,90.9375076294,"Nr5a1-Cre"
