2.821015812060068129e-07,9.999997615814208984e-01
1.966050639748573303e-02,9.803394675254821777e-01
9.829179644584655762e-01,1.708208397030830383e-02
1.154256798326969147e-02,9.884573817253112793e-01
2.098552184179425240e-03,9.979014396667480469e-01
9.962006211280822754e-01,3.799328813329339027e-03
4.123831786273512989e-06,9.999958276748657227e-01
9.693434238433837891e-01,3.065655380487442017e-02
8.236472494900226593e-03,9.917635917663574219e-01
1.083448114513885230e-05,9.999891519546508789e-01
5.489863497132319026e-07,9.999994039535522461e-01
2.176052890717983246e-03,9.978239536285400391e-01
1.664595235993459417e-16,1.000000000000000000e+00
9.996640682220458984e-01,3.359392285346984863e-04
1.123948095482774079e-05,9.999887943267822266e-01
1.135304942727088928e-01,8.864695429801940918e-01
1.352472007274627686e-01,8.647527694702148438e-01
3.000801801681518555e-01,6.999198794364929199e-01
2.700118420762009919e-05,9.999729394912719727e-01
9.001790285110473633e-01,9.982094168663024902e-02
3.255019187927246094e-01,6.744980216026306152e-01
9.394343578605912626e-07,9.999990463256835938e-01
1.704376637935638428e-01,8.295623064041137695e-01
9.875004291534423828e-01,1.249950658529996872e-02
9.955483675003051758e-01,4.451665095984935760e-03
2.092832119160448201e-06,9.999978542327880859e-01
1.166747659444808960e-01,8.833252787590026855e-01
7.522941827774047852e-01,2.477058917284011841e-01
2.886740291252465340e-10,1.000000000000000000e+00
1.759467522788327187e-07,9.999998807907104492e-01
9.755465984344482422e-01,2.445341087877750397e-02
1.240410529845803467e-08,1.000000000000000000e+00
8.422672748565673828e-01,1.577327102422714233e-01
2.874509796857438459e-10,1.000000000000000000e+00
7.607172727584838867e-01,2.392827272415161133e-01
1.135304942727088928e-01,8.864695429801940918e-01
1.852313429117202759e-02,9.814768433570861816e-01
1.135304942727088928e-01,8.864695429801940918e-01
9.828686714172363281e-01,1.713132858276367188e-02
1.135304942727088928e-01,8.864695429801940918e-01
9.935458302497863770e-01,6.454166490584611893e-03
5.792834758758544922e-01,4.207165241241455078e-01
9.841997623443603516e-01,1.580020599067211151e-02
8.385918044950813055e-05,9.999160766601562500e-01
9.671847510617226362e-05,9.999033212661743164e-01
9.978206157684326172e-01,2.179349074140191078e-03
2.165992185473442078e-02,9.783400893211364746e-01
2.630549555959760255e-09,1.000000000000000000e+00
4.544169728004643360e-12,1.000000000000000000e+00
7.500333687460170040e-12,1.000000000000000000e+00
9.893000125885009766e-01,1.070003490895032883e-02
9.687374830245971680e-01,3.126246109604835510e-02
1.005059108138084412e-03,9.989948868751525879e-01
6.462107194238342345e-06,9.999935626983642578e-01
1.928398851305246353e-03,9.980716109275817871e-01
7.120972871780395508e-01,2.879026830196380615e-01
9.986144304275512695e-01,1.385613926686346531e-03
8.967741131782531738e-01,1.032258421182632446e-01
9.890387058258056641e-01,1.096123550087213516e-02
6.710651796311140060e-04,9.993289709091186523e-01
7.170520992564547585e-15,1.000000000000000000e+00
2.980240242322906852e-05,9.999701976776123047e-01
9.943743944168090820e-01,5.625619087368249893e-03
9.867115020751953125e-01,1.328845880925655365e-02
1.135304942727088928e-01,8.864695429801940918e-01
6.927067637443542480e-01,3.072932958602905273e-01
9.837258458137512207e-01,1.627410016953945160e-02
7.654490764252841473e-04,9.992345571517944336e-01
1.333296381744730752e-06,9.999986886978149414e-01
3.674808144569396973e-01,6.325191855430603027e-01
9.943227767944335938e-01,5.677254404872655869e-03
