8.667228817939758301e-01,1.332771331071853638e-01
3.397149443626403809e-01,6.602850556373596191e-01
9.985727071762084961e-01,1.427269424311816692e-03
2.041260004043579102e-01,7.958740592002868652e-01
2.041260004043579102e-01,7.958740592002868652e-01
9.865786433219909668e-01,1.342135854065418243e-02
9.690310359001159668e-01,3.096893243491649628e-02
9.935319423675537109e-01,6.468007341027259827e-03
7.140617966651916504e-01,2.859382033348083496e-01
9.996786117553710938e-01,3.214537282474339008e-04
9.035132527351379395e-01,9.648673236370086670e-02
9.689527750015258789e-01,3.104719892144203186e-02
2.013560831546783447e-01,7.986438870429992676e-01
2.041260004043579102e-01,7.958740592002868652e-01
5.622236058115959167e-04,9.994377493858337402e-01
8.710182797244669928e-09,1.000000000000000000e+00
9.953449368476867676e-01,4.655070137232542038e-03
2.041260004043579102e-01,7.958740592002868652e-01
9.866263270378112793e-01,1.337363850325345993e-02
7.897930145263671875e-01,2.102070301771163940e-01
9.953669309616088867e-01,4.633036907762289047e-03
9.629890701035037637e-05,9.999036788940429688e-01
6.601415872573852539e-01,3.398584425449371338e-01
2.041260004043579102e-01,7.958740592002868652e-01
1.719603538513183594e-01,8.280396461486816406e-01
9.865186810493469238e-01,1.348137203603982925e-02
7.678762674331665039e-01,2.321237623691558838e-01
7.181068062782287598e-01,2.818931639194488525e-01
9.331856966018676758e-01,6.681425124406814575e-02
9.810608625411987305e-01,1.893916167318820953e-02
3.679527938365936279e-01,6.320472359657287598e-01
7.467266917228698730e-01,2.532733380794525146e-01
7.766870260238647461e-01,2.233129739761352539e-01
9.939007759094238281e-01,6.099267862737178802e-03
1.655498199397698045e-04,9.998344182968139648e-01
6.035567726939916611e-03,9.939644932746887207e-01
1.063343574969621841e-06,9.999989271163940430e-01
9.981523156166076660e-01,1.847664359956979752e-03
2.041260004043579102e-01,7.958740592002868652e-01
9.973416924476623535e-01,2.658331301063299179e-03
1.847773382905870676e-04,9.998152852058410645e-01
9.973421692848205566e-01,2.657883800566196442e-03
9.848740696907043457e-01,1.512593962252140045e-02
9.932236671447753906e-01,6.776307709515094757e-03
1.783525049686431885e-01,8.216474652290344238e-01
2.028238326311111450e-01,7.971761226654052734e-01
9.487329516559839249e-04,9.990512728691101074e-01
9.530056118965148926e-01,4.699443280696868896e-02
2.041260004043579102e-01,7.958740592002868652e-01
9.843622446060180664e-01,1.563773863017559052e-02
7.930069114081561565e-05,9.999207258224487305e-01
