7.703279852867126465e-01,2.296721041202545166e-01
4.216917659505270422e-06,9.999958276748657227e-01
9.746642708778381348e-01,2.533576823770999908e-02
5.299413714965339750e-06,9.999947547912597656e-01
1.858886796981096268e-03,9.981410503387451172e-01
9.723986387252807617e-01,2.760135196149349213e-02
9.566302299499511719e-01,4.336977377533912659e-02
9.303305149078369141e-01,6.966951489448547363e-02
6.784866563975811005e-03,9.932152032852172852e-01
9.756953120231628418e-01,2.430463209748268127e-02
9.135715961456298828e-01,8.642846345901489258e-02
9.566236734390258789e-01,4.337639734148979187e-02
4.327251389622688293e-02,9.567275047302246094e-01
1.056356430053710938e-01,8.943643569946289062e-01
7.292330792552093044e-06,9.999927282333374023e-01
1.523769897175952792e-04,9.998476505279541016e-01
9.361285567283630371e-01,6.387137621641159058e-02
4.255771345924586058e-04,9.995743632316589355e-01
8.970329165458679199e-01,1.029670462012290955e-01
7.507334947586059570e-01,2.492665052413940430e-01
9.712421894073486328e-01,2.875778265297412872e-02
1.585387741215527058e-03,9.984146356582641602e-01
3.238671422004699707e-01,6.761327981948852539e-01
1.616242825984954834e-01,8.383756875991821289e-01
7.501323707401752472e-04,9.992498755455017090e-01
9.665425419807434082e-01,3.345749154686927795e-02
1.023182943463325500e-01,8.976817727088928223e-01
8.962403535842895508e-01,1.037596166133880615e-01
8.599243164062500000e-01,1.400756984949111938e-01
9.487155079841613770e-01,5.128448083996772766e-02
1.254494418390095234e-04,9.998745918273925781e-01
1.672066599130630493e-01,8.327932953834533691e-01
2.217281758785247803e-01,7.782718539237976074e-01
9.667568206787109375e-01,3.324314579367637634e-02
4.005758091807365417e-05,9.999599456787109375e-01
2.562771737575531006e-02,9.743723273277282715e-01
6.153572030598297715e-05,9.999384880065917969e-01
9.506703615188598633e-01,4.932959005236625671e-02
2.418845333158969879e-02,9.758115410804748535e-01
9.522572159767150879e-01,4.774284362792968750e-02
7.802221807651221752e-05,9.999219179153442383e-01
9.140284061431884766e-01,8.597164601087570190e-02
9.538520574569702148e-01,4.614797607064247131e-02
9.548255205154418945e-01,4.517452418804168701e-02
1.871333734015934169e-05,9.999812841415405273e-01
2.013270743191242218e-03,9.979866743087768555e-01
5.072369094705209136e-05,9.999492168426513672e-01
9.536940455436706543e-01,4.630597680807113647e-02
1.114450301975011826e-02,9.888555407524108887e-01
8.384084105491638184e-01,1.615915596485137939e-01
9.815318044275045395e-04,9.990184307098388672e-01
5.474308505654335022e-03,9.945256710052490234e-01
8.924974799156188965e-01,1.075025424361228943e-01
1.316641923040151596e-03,9.986833930015563965e-01
8.484253287315368652e-01,1.515746861696243286e-01
2.794425701722502708e-03,9.972055554389953613e-01
9.321635961532592773e-01,6.783642619848251343e-02
9.384651780128479004e-01,6.153478100895881653e-02
9.296656847000122070e-01,7.033428549766540527e-02
9.469002485275268555e-01,5.309972539544105530e-02
3.391042127987020649e-06,9.999966621398925781e-01
8.852778673171997070e-01,1.147221624851226807e-01
1.980078650376526639e-06,9.999979734420776367e-01
4.160271957516670227e-02,9.583972692489624023e-01
9.896534085273742676e-01,1.034662686288356781e-02
5.439855530858039856e-02,9.456014037132263184e-01
9.639487862586975098e-01,3.605126962065696716e-02
5.628830790519714355e-01,4.371169209480285645e-01
4.710633754730224609e-01,5.289365649223327637e-01
9.533290266990661621e-01,4.667093232274055481e-02
5.145947933197021484e-01,4.854052066802978516e-01
2.776313704089261591e-05,9.999722242355346680e-01
1.581062749028205872e-02,9.841893315315246582e-01
8.867220878601074219e-01,1.132779493927955627e-01
1.920941285789012909e-04,9.998078942298889160e-01
1.701166154816746712e-03,9.982988238334655762e-01
9.662387967109680176e-01,3.376124054193496704e-02
2.137075364589691162e-02,9.786292314529418945e-01
8.058053936110809445e-06,9.999918937683105469e-01
9.367135763168334961e-01,6.328648328781127930e-02
7.614459395408630371e-01,2.385539859533309937e-01
8.106559514999389648e-01,1.893439888954162598e-01
1.662187278270721436e-04,9.998337030410766602e-01
5.797760877612745389e-06,9.999941587448120117e-01
5.146761536598205566e-01,4.853237867355346680e-01
9.737338423728942871e-01,2.626617066562175751e-02
