"","input_resistance_mohm","ri","sag","vm_for_sag","vrest","height","binary_neuron","fast_trough_t_ramp","fast_trough_v_ramp","peak_t_ramp","peak_v_ramp","threshold_i_ramp","threshold_t_ramp","threshold_v_ramp","trough_t_ramp","trough_v_ramp","upstroke_downstroke_ratio_ramp"
"348",115.145696,71.8751177192,0.0232932921499,-88.96875,-80.8073272705,92.1812561035,"Inhibitory",15.6194016667,-60.7291679382,15.61867,19.2187519073,364.958312988,15.6183483333,-34.8750038147,15.61947,-60.8437525431,1.22077108938
"349",291.219424,193.437457085,0.0550305172801,-92.8437576294,-71.559135437,83.4437534332,"Inhibitory",4.57231333333,-46.9166692098,4.57062666667,26.8020846049,88.75,4.57012,-36.8854166667,4.58758,-48.2187525431,2.62715243447
"350",226.603888,232.968792319,0.0223539154977,-99.3125,-76.3015518188,90.4375007629,"Excitatory",3.6455,-50.0208346049,3.643945,48.9791666667,65.5833333333,3.643575,-34.4687512716,3.669125,-56.7812512716,3.71867213186
"351",311.605952,485.000014305,0.0322718136013,-102.15625,-67.0113220215,94.1666717529,"Inhibitory",2.0666,-58.0312512716,2.065065,40.0416692098,26.1250006358,2.06459833333,-36.1666679382,2.06674666667,-58.208337148,2.47379353204
"352",114.496624,105.00010848,0.108139015734,-83.7812576294,-72.03099823,97.5390691757,"Inhibitory",5.70866,-49.5520846049,5.70508,45.0833358765,117.125002543,5.70462,-40.0000012716,5.74733333333,-56.8437538147,4.82550712283
"353",128.255456,134.218677878,0.097673997283,-91.8125076294,-76.8444442749,97.9642911639,"Excitatory",7.45594333333,-48.5625038147,7.45390833333,41.2812525431,160.791666667,7.45335333333,-31.8645852407,7.47882333333,-52.2187512716,2.20608960208
"354",192.859488,97.187384963,0.195660501719,-81.9375076294,-70.7032394409,86.1312538147,"Excitatory",4.62002833333,-47.6250038147,4.61785666667,32.9583358765,89.9166666667,4.61737833333,-37.5416692098,4.66024833333,-57.3541692098,3.00469341427
"356",123.479544,112.187504768,0.0678921714425,-83.4375,-70.7862167358,89.6437545776,"Inhibitory",8.48237,-48.5625,8.47848,32.109375,186.4375,8.47799,-38.5468769073,8.4894575,-51.7812519073,3.24567118845
"358",144.356976,215.468749404,0.0110207870603,-93.4375076294,-69.870262146,103.687501272,"Excitatory",2.9236175,-52.8593788147,2.9220125,51.2343769073,47.5624980927,2.92166,-41.859375,2.9522175,-54.8281288147,3.96880189995
"360",206.043216,151.562511921,0.0181719250977,-91.96875,-76.6518173218,95.8875030518,"Excitatory",4.001575,-51,3.99956166667,46.0416704814,74.4583333333,3.999165,-39.4895833333,4.03690833333,-57.7708358765,3.58369673731
"361",192.72752,184.218749404,0.032250251621,-93.8437576294,-74.6732559204,92.351565361,"Inhibitory",3.9492,-56.052087148,3.94756666667,35.0937525431,73.2083333333,3.94712666667,-42.9895833333,3.95683333333,-56.3229192098,2.90030676685
"363",188.7088,216.718822718,0.0732740610838,-95.375,-71.9751281738,100.91146342,"Inhibitory",4.56934,-61.8229204814,4.56775333333,43.6354204814,88.7083333333,4.56725333333,-41.1979179382,4.56954666667,-62.0104192098,2.43772068686
"364",164.929792,139.687538147,0.0298760719597,-79.625,-63.8380661011,86.7562522888,"Excitatory",6.09721916667,-49.1979173024,6.09243833333,32.1562519073,126.791666667,6.09185416667,-37.6614589691,6.12212416667,-55.4114583333,3.94225672557
"366",95.065896,146.406248212,0.0493269562721,-94.7187576294,-77.6622772217,94.7578163147,"Excitatory",5.10217666667,-45.9166704814,5.10037333333,49.1145858765,102.041666667,5.099955,-37.1354204814,5.13544333333,-51.4895858765,3.73220854998
"368",162.721248,144.53125,0.0176777113229,-91.8125076294,-75.2367324829,99.2109413147,"Excitatory",4.90788833333,-47.4062525431,4.90545833333,39.3020858765,97.1250025431,4.90508833333,-30.166668574,4.92250166667,-53.9375025431,2.79511510686
"370",179.584672,115.000002086,0.0793210864067,-85.4687576294,-71.0717086792,89.7187509537,"Inhibitory",8.87785833333,-61.3645833333,8.87707166667,21.4270833333,196.458333333,8.87672166667,-35.25,8.87788666667,-61.4895846049,1.25196309781
"372",129.956112,93.75,0.175925269723,-87.4375,-76.0012969971,89.5187545776,"Excitatory",6.49660666667,-48.7916692098,6.4948,42.6458358765,136.833325704,6.49438333333,-42.1458346049,6.55699333333,-54.9583358765,3.126240307
"375",138.359216,156.562507153,0.0194823537022,-91.78125,-76.8808288574,106.150004578,"Excitatory",6.01591666667,-45.8854204814,6.013595,47.0833358765,124.833325704,6.01314333333,-34.7708358765,6.053675,-53.1875038147,4.14258664053
"376",88.841184,163.671776652,0.0431517995894,-83.65625,-64.7870788574,92.8750038147,"Excitatory",3.05085333333,-43.9895858765,3.04944,43.6770846049,50.7083320618,3.04910333333,-31.541668574,3.08010833333,-51.0208346049,2.72970231829
"378",110.398784,105.156250298,0.0230337269604,-83.4687576294,-72.0595779419,83.7312530518,"Inhibitory",9.98349166667,-50.1979166667,9.97782166667,24.1458339691,223.958333333,9.97740666667,-28.0104179382,9.98712666667,-52.0312525431,3.4526401379
"379",148.071152,208.281219006,0.0155193535611,-94.2812576294,-74.9811172485,75.8437538147,"Excitatory",3.22204666667,-45.3541692098,3.220255,32.1250012716,54.9999987284,3.21982166667,-36.2187512716,3.253675,-49.2604204814,3.09887688231
"382",238.468528,219.062536955,0.0861993804574,-92.7187576294,-68.8199691772,94.4166717529,"Inhibitory",4.36856,-59.4166704814,4.3654,29.3958339691,83.625,4.3649,-42.5416692098,4.37402,-63.3333358765,2.95256652555
"384",263.157632,267.96874404,0.105482265353,-103.343757629,-80.1675643921,85.6406288147,"Excitatory",5.00279,-45.5156269073,5.00045,30.921877861,99.5,4.99979,-31.2187509537,5.02386,-54.4843788147,2.10348279188
"385",134.792592,162.343785167,0.0409739390016,-91.15625,-73.3130340576,96.039068222,"Excitatory",5.14898833333,-47.6875012716,5.14701,45.8020858765,103.166666667,5.14661833333,-36.2604192098,5.18321666667,-56.0312538147,3.5386556126
"386",196.270208,276.250004768,0.210300296545,-100.40625,-70.5262680054,83.7937530518,"Inhibitory",9.51896166667,-47.4687512716,9.51675,-1.55208337307,212.416671753,9.516055,-36.3437512716,9.51951833333,-47.7083358765,1.83439965967
"387",188.3976,157.343789935,0.0458727478981,-98.9062576294,-81.4509658813,74.2250026703,"Excitatory",4.901045,-47.7812512716,4.89904666667,30.2083346049,97,4.89862166667,-37.583337148,4.93688166667,-57.2187525431,2.98810848071
"388",139.190112,149.999842048,0.0183797534555,-85.3125,-68.3788757324,77.1687530518,"Excitatory",3.93916666667,-49.7291692098,3.93585333333,34.2604179382,72.875,3.93538,-45.364587148,3.97392666667,-57.9791704814,5.06948142625
"389",199.343808,198.906213045,0.00907935388386,-99.15625,-77.2901382446,99.1562538147,"Excitatory",3.76202333333,-49.2916692098,3.75981,45.5937525431,68.5,3.75930666667,-44.5,3.80105833333,-53.0208346049,4.72964530167
"392",249.300176,240.781292319,0.116980828345,-82.5,-64.784072876,109.856254578,"Inhibitory",2.62018,-62.2343788147,2.619105,46.7656269073,39.9375,2.61863,-39.21875,2.6202225,-62.3593788147,1.67573081424
"394",345.971648,341.718673706,0.0355428121984,-101.968757629,-74.6933822632,93.7321469443,"Inhibitory",2.86658,-60.695315361,2.86494,38.453127861,46.09375,2.8644,-40.1875019073,2.866785,-60.8984413147,2.22230428025
"395",210.940528,191.718757153,0.0411933287978,-89.8750076294,-67.5364532471,91.7437545776,"Excitatory",2.95779,-48.1718769073,2.95594,43.1718769073,48.375,2.9555675,-39.7812519073,2.9908825,-53.2343788147,3.85625576302
"396",313.030656,210.312455893,0.0470303408802,-95.2187576294,-72.1218643188,92.7500045776,"Inhibitory",3.69538,-51.9791679382,3.69326666667,36.4583346049,66.7916666667,3.69288666667,-32.2083358765,3.70458,-57.5104192098,3.20845833744
"399",189.376096,232.81249404,0.100696012378,-91.2812576294,-64.3289031982,101.612506104,"Excitatory",2.42207166667,-48.6250012716,2.42017666667,48.7604192098,35,2.419785,-35.5625,2.44637666667,-55.96875,3.36306624654
"400",195.639696,186.562463641,0.0307361148298,-98.2812576294,-77.5233535767,95.9312561035,"Excitatory",3.93675,-51.1145858765,3.934915,45.4583358765,72.875,3.934515,-41.84375,3.972325,-55.5625025431,4.18354542687
"401",171.228576,142.499998212,0.00815309025347,-75.34375,-59.7569160461,79.851565361,"Inhibitory",5.9956,-44.5312525431,5.9928,13.28125,124.29166158,5.99221333333,-32.9895846049,5.99900666667,-46.0937512716,2.42205321102
"402",235.61712,236.249998212,0.17793494463,-94.0000076294,-67.1558456421,103.018752289,"Inhibitory",3.426875,-62.6979179382,3.425805,38.2812512716,60.1250012716,3.42538333333,-37.6875012716,3.42693666667,-62.8541679382,1.71416959107
"403",117.1574,95.9821417928,0.0352624356747,-95.5000076294,-75.1253509521,80.1250038147,"Inhibitory",10.1581075,-57.1250019073,10.1571925,17.7187509537,228.437515259,10.1568575,-32.7187519073,10.15871,-57.5781269073,1.23771311954
"405",195.855552,193.593636155,0.0834234952927,-90.53125,-75.9269332886,91.4250053406,"Excitatory",2.98872,-48.3541692098,2.98542166667,32.583337148,49.1249974569,2.98490333333,-38.3020858765,3.04253166667,-59.6875025431,3.59938578907
"406",306.74016,192.18711555,0.0813830122352,-97.71875,-73.3546524048,70.9218797684,"Excitatory",2.6796,-42.8125038147,2.67769,27.4687519073,41.375,2.67718,-33,2.720895,-53.90625,2.51800856541
"407",186.300512,122.812502086,0.010418090038,-92.4375076294,-79.4691696167,98.4687550863,"Inhibitory",11.1810233333,-61.9687525431,11.180195,7.9791674614,253.958328247,11.1798133333,-33.8958333333,11.1810933333,-62.1041679382,0.927855852093
"408",225.53072,131.25038147,0.0613858103752,-95.6875,-66.2035369873,71.5078160763,"Inhibitory",8.397585,-55.2500012716,8.39659166667,7.25000047684,184.416666667,8.39621666667,-32.6875012716,8.39769333333,-55.4062512716,1.2102893152
"409",257.315936,260.781347752,0.0842232331634,-98.8125076294,-74.8125076294,71.5000047684,"Excitatory",2.9011025,-50.828125,2.8985525,30.609375,46.9375,2.89787,-41.15625,2.927345,-53.7031288147,2.62121798225
"410",297.908576,195.089280605,0.0982809737325,-93.0625076294,-70.4354019165,84.734380722,"Inhibitory",3.77542,-44.2031269073,3.77326,35.1250019073,68.875,3.77272,-38.2343769073,3.79903,-45.6093769073,3.28733519381
"411",239.256544,210.156217217,0.100539937615,-96.1562576294,-73.0956115723,99.2687538147,"Inhibitory",5.127865,-50.2968788147,5.126135,33.9218769073,102.625,5.1257175,-34.734375,5.128005,-50.4375038147,2.96601344402
"412",123.66616,74.9998837709,0.0403347201645,-86.75,-78.1814880371,94.7125038147,"Excitatory",7.45446,-46.2395833333,7.45015333333,44.1666692098,160.708333333,7.44958666667,-38.1562525431,7.49453333333,-52.8437538147,5.00209232744
"413",153.387584,87.4999985099,0.0302831251174,-90.53125,-79.7211914062,77.625,"Inhibitory",14.0142166667,-54.8437512716,14.0128466667,3.125,324.833333333,14.01239,-28.3020839691,14.014975,-55.3229166667,1.10962442665
"414",157.871936,152.499973774,0.0793471187353,-91.78125,-75.5931091309,94.5208396912,"Excitatory",4.42197333333,-50.8854192098,4.42005333333,40.4479179382,85,4.41962666667,-39.5312525431,4.46170666667,-59.6979192098,3.64295670571
"415",169.58944,126.71867013,0.0435944460332,-89.9687576294,-76.2541275024,93.3750038147,"Excitatory",7.42555333333,-48.9791666667,7.42017333333,47.6770846049,159.958333333,7.41971333333,-36.4895846049,7.43904,-54.4791679382,5.87598493556
"416",192.807776,182.656213641,0.0680871158838,-97.5937576294,-77.9012298584,95.6484422684,"Inhibitory",4.44764666667,-60.6562538147,4.44636,34.020837148,85.625,4.4459,-43.270837148,4.44772,-60.7500025431,2.12937930874
"417",123.484768,72.6563259959,0.0517423599958,-92.875,-84.1187515259,90.7968797684,"Excitatory",9.73838666667,-46.4791692098,9.73604,45.1145858765,217.874989827,9.73552,-40.2708346049,9.78103333333,-54.1562525431,3.99744635721
"418",177.283872,137.343794107,0.0292228590697,-94.34375,-76.8331451416,82.7812553406,"Excitatory",3.97983166667,-41.1770858765,3.97844,37.8854192098,73.9166666667,3.97808833333,-29.1875012716,4.01436166667,-49.4791692098,2.84366039875
"419",281.314944,123.906247318,0.119535215199,-95.0312576294,-79.6576766968,94.2604192098,"Excitatory",3.32364,-51.9687512716,3.32169333333,40.8125025431,57.5833307902,3.32126666667,-41.3958358765,3.37398,-59.2812512716,3.91536868527
"421",116.090224,128.90625,0.0993512868881,-88.875,-73.0203781128,73.5062530518,"Excitatory",7.15920666667,-41.3750025431,7.156975,25.5937506358,153.416666667,7.15642833333,-30.5312506358,7.18826833333,-52.3750025431,2.50741632176
"422",249.884064,210.937425494,0.0435485690832,-82.90625,-67.0247116089,95.4312553406,"Inhibitory",4.67070666667,-54.9687538147,4.66745333333,41.0833333333,91.2083307902,4.66706666667,-34.3125012716,4.67624666667,-59.1354204814,3.89047111571
"423",133.1606,109.999999404,0.0915253385901,-85.71875,-74.1160736084,84.4187515259,"Inhibitory",10.3233925,-59.6718769073,10.322595,7.90625071526,232.562515259,10.322265,-32.375002861,10.3234875,-59.7812538147,1.02494205259
"424",441.202464,380.781233311,0.218152210116,-98.65625,-69.4236221313,87.1250038147,"Inhibitory",2.20775833333,-58.4895858765,2.206655,29.5729173024,29.625,2.20626333333,-39.5833358765,2.20788666667,-58.6875012716,1.69030579443
"425",165.873248,158.035814762,0.068392239511,-87.4062576294,-71.477355957,92.9583358765,"Excitatory",6.23887,-48.2500038147,6.23742666667,41.9583333333,130.416664124,6.237,-36.3125,6.25762166667,-53.8958333333,2.65519653379
"426",154.913792,173.593640327,0.0580313242972,-90.53125,-71.9915924072,102.109376907,"Excitatory",3.73547833333,-47.3541692098,3.73273166667,52.4583358765,67.7916653951,3.73227166667,-36.6354166667,3.78376,-57.1562512716,4.35983918432
"428",191.475664,158.906280994,0.0123020680621,-87.5625,-68.9107208252,78.9687519073,"Inhibitory",9.44514,-60.0729204814,9.4442,8.27083365122,210.625,9.44378666667,-40.7187512716,9.44518666667,-60.1666704814,1.29953349008
"429",225.907072,226.406291127,0.0353129655123,-99.5312576294,-73.7278823853,92.1250030518,"Inhibitory",2.12693333333,-53.7812525431,2.12499333333,34.7708358765,27.625,2.12444,-43.2083358765,2.12711333333,-53.958337148,2.62492478656
"431",153.632064,154.107108712,0.0759375318885,-94.625,-78.5531539917,84.4296913147,"Excitatory",5.95883833333,-45.6145858765,5.95392166667,24.2916679382,123.33333079,5.95322833333,-30.6041679382,5.98943833333,-52.5833346049,2.89832973257
"432",83.012416,118.750080466,0.094195432961,-83.5937576294,-70.9766464233,88.9312538147,"Excitatory",5.97453166667,-48.6354179382,5.97286166667,42.6354192098,123.833333333,5.97243666667,-40.9270846049,6.025045,-57.3854204814,3.23722126264
"434",95.58364,87.1874988079,0.0920467376709,-89.7812576294,-70.0180740356,83.5000019073,"Inhibitory",16.038805,-61.333337148,16.0382116667,13.7291679382,375.416666667,16.037915,-32.5000012716,16.0388466667,-61.4166692098,0.969012318201
"435",214.070112,162.544712424,0.0740037932992,-89.2500076294,-70.6075286865,83.3312522888,"Inhibitory",6.23836666667,-58.6875025431,6.237605,15.1250009537,130.45833079,6.237265,-35.2916704814,6.23844166667,-58.8437512716,1.08552445812
"438",213.1416,242.031246424,0.0318112708628,-101,-73.0221557617,90.9687547684,"Excitatory",4.01382,-45.7187525431,4.01178,37.7187512716,74.75,4.01131333333,-33.1041679382,4.03241333333,-51.3750025431,3.11140790899
"439",341.928832,279.062509537,0.101829849184,-99.90625,-73.4813308716,76.40625,"Inhibitory",3.004285,-53,3.00173,23.875,49.5,3.00128,-37.4375038147,3.013765,-54.1875038147,3.08463539017
"440",181.62328,99.0623831749,0.0307512935251,-100.28125,-76.7705001831,87.5416695277,"Inhibitory",8.56719666667,-65.6979192098,8.5666,14.5104166667,188.666666667,8.56630333333,-40.21875,8.567225,-65.8229192098,1.12733126458
"441",217.930304,177.031293511,0.0687024816871,-93,-73.6229324341,94.9739627838,"Excitatory",4.20871166667,-49.2187525431,4.20657833333,43.2083358765,79.6666666667,4.20616,-36.4375012716,4.22854333333,-55.6875025431,3.77237813281
"443",226.82648,148.749992251,0.0565289407969,-87.0625,-70.4658660889,96.9218762716,"Inhibitory",6.683205,-62.5937525431,6.68235,24.9166673024,141.541666667,6.68195333333,-35.2187512716,6.68324666667,-62.7083358765,1.20442910942
"444",178.177008,166.250005364,0.166221499443,-88.40625,-69.4028549194,94.7968781789,"Excitatory",3.4231,-48.3125012716,3.42154166667,47.3333333333,60.0416679382,3.421125,-37.53125,3.46784666667,-56.8958333333,3.15611737378
"446",150.047936,129.776865244,0.138412699103,-91.5000076294,-78.4465026855,84.7031288147,"Excitatory",4.70319666667,-49.0520833333,4.70108,30.3750012716,92.0416666667,4.70066333333,-35.2395833333,4.7446,-59.1354204814,2.90953925862
"447",196.804416,339.062571526,0.0973013043404,-97.5000076294,-67.7243728638,82.0187522888,"Excitatory",2.65601166667,-46.2812525431,2.65408333333,34.7604179382,40.8333333333,2.65359166667,-37.4375025431,2.694415,-52.9270846049,2.53355673196
"448",198.054528,106.250196695,0.135729268193,-85.7812576294,-71.9202270508,90.5625038147,"Excitatory",9.61963333333,-46.0104179382,9.618375,36,214.958323161,9.617825,-29.822918574,9.63488166667,-48.5625038147,1.75019900598
"449",258.0088,320.535778999,0.0329767949879,-99.6562576294,-70.0454711914,72.1953146458,"Inhibitory",3.15227,-55.6354192098,3.150885,18.3229173024,53.25,3.15044,-44.4895833333,3.152365,-55.71875,2.1088285637
"450",170.937824,126.718744636,0.0246091373265,-88.6562576294,-76.2288208008,93.8020877838,"Excitatory",4.94691166667,-49.5104192098,4.94489666667,44.0000038147,98.125,4.94446833333,-39.6666692098,4.985775,-55.5104204814,3.69582638215
"451",273.04608,186.718717217,0.0737541764975,-92.46875,-71.5811462402,77.1875030518,"Inhibitory",6.11671166667,-50.0104192098,6.115295,17.4583333333,127.375,6.114805,-35.3854192098,6.12984166667,-53.0729166667,1.84606547137
"452",251.150864,289.531320333,0.0597299821675,-94.5000076294,-62.7012290955,96.5500053406,"Inhibitory",3.04646,-48.34375,3.04421,43.2812519073,50.5625,3.04361,-34.9218769073,3.07381,-54.9218769073,2.75413282364
"453",117.050672,137.812420726,0.174926429987,-83.5937576294,-68.4113006592,104.743756104,"Excitatory",4.697935,-49.802087148,4.69633166667,52.7812525431,91.9166666667,4.69589,-45.7500038147,4.75611333333,-52.927087148,3.34721896834
"455",159.772032,99.06257689,0.0131795164198,-77.3437576294,-65.9213867188,95.5703144073,"Excitatory",9.47868,-48.6562512716,9.47243833333,29.8229166667,211.33333842,9.47181833333,-29.3125006358,9.489735,-52.2291679382,3.61526172069
"457",183.09056,143.90617609,0.0263401363045,-88.4062576294,-72.5579910278,89.0812530518,"Excitatory",6.34808,-50.052087148,6.34537333333,26.9895846049,133.125,6.34488,-34.5000012716,6.35191333333,-52.0104179382,2.85988097601
"459",381.6368,245.55298686,0.0131556671113,-102.093757629,-82.9349517822,97.9140672684,"Excitatory",2.70482333333,-54.5000038147,2.702845,42.9687525431,42.0416653951,2.70241833333,-40.9791692098,2.72992,-58.4062525431,3.71803883321
"461",153.942848,103.749997914,0.0643111392856,-88.15625,-75.7403869629,87.531255722,"Excitatory",9.41548666667,-49.7395846049,9.41114,17.8750019073,209.75,9.41056666667,-36.6979166667,9.42148666667,-53.052087148,3.86380649895
"462",112.281272,66.5624216199,0.0791119262576,-97.53125,-82.1176757812,73.9062509537,"Inhibitory",15.868905,-57.0833346049,15.868245,17.1875006358,371.166666667,15.86797,-35.8750012716,15.8709883333,-58.09375,1.28694904923
"464",287.26896,292.812526226,0.156620815396,-102.500007629,-69.3377838135,92.8593769073,"Inhibitory",3.02344833333,-55.9687525431,3.02254833333,35.3333333333,50.0416666667,3.02209666667,-38.3958358765,3.02351666667,-56.0729204814,1.39223392243
"465",113.847168,103.281252086,0.0338861607015,-85.4375076294,-74.3047332764,92.7562549591,"Inhibitory",9.56864,-54.8541692098,9.563925,24.7916679382,213.583343506,9.563485,-34.8437512716,9.573465,-57.4375012716,4.1306891283
"470",134.760864,170.156210661,0.0559369772673,-90.71875,-72.9973297119,93.1562576294,"Excitatory",5.28184666667,-47.8541692098,5.27977333333,44.0104179382,106.499997457,5.27931333333,-33.0208346049,5.3054,-55.052087148,3.7064364151
"472",123.878368,92.5221890211,0.0163599103689,-87.0625,-77.2041091919,93.2291692098,"Inhibitory",11.1787666667,-64.6875025431,11.1781633333,14.958334287,253.916656494,11.1778483333,-38.4375,11.1788066667,-64.8020858765,1.03694141611
"473",102.12096,125.000193715,0.141033068299,-89.5,-75.3490219116,100.682296117,"Excitatory",8.49498666667,-51.2395846049,8.49308166667,42.5729179382,186.833333333,8.492575,-34.4583358765,8.50996,-52.6250012716,2.24318782667
"474",133.680704,162.343755364,0.0750596448779,-89.9687576294,-72.1620178223,95.4437530518,"Excitatory",4.93963666667,-42.520837148,4.937595,44.5625025431,97.9166641235,4.93717166667,-32.4479204814,4.977895,-53.5937538147,3.66995452435
"475",201.752208,193.437546492,0.0190457105637,-98.8125076294,-80.5246505737,100.337504578,"Excitatory",4.13983666667,-52.833337148,4.138015,42.3020858765,77.9583333333,4.13758833333,-39.7395846049,4.16222833333,-53.7395858765,3.6096472479
"476",330.6896,204.687386751,0.113529749215,-87.2812576294,-63.264541626,92.6875038147,"Inhibitory",2.37029,-52.1562519073,2.36798,34.8359384537,33.59375,2.36751,-37.3828134537,2.37673,-53.2578144073,3.45085526429
"477",182.348176,168.906092644,0.0618418902159,-79.9062576294,-61.2857704163,93.4687538147,"Inhibitory",2.22869333333,-48.7916692098,2.22722,37.8854192098,30.1666660309,2.22674666667,-42.1875012716,2.24551333333,-49.4687525431,2.60552702629
"478",295.312768,207.656249404,0.00674996199086,-86.75,-64.1587371826,89.7343781789,"Inhibitory",4.49406,-51.2812512716,4.49058666667,30.78125,86.75,4.49006,-36.0625025431,4.50182,-55.8541704814,3.75651530332
"479",165.120592,142.968714237,0.00469936151057,-93.5625076294,-78.8050384521,96.0937545776,"Excitatory",8.17106,-53.3125025431,8.16806,39.0729179382,178.708328247,8.16758,-36.4166679382,8.18033333333,-57.6145833333,3.6613043182
"483",189.404256,214.464262128,0.0666440650821,-96.1250076294,-71.5020294189,60.0468751192,"Inhibitory",4.50351166667,-51.4791692098,4.501265,6.64583365122,87,4.500765,-42.6979179382,4.51684666667,-52.5833358765,2.20819307107
"487",149.633568,111.562542617,0.046134904027,-91.75,-78.3290176392,89.5781264305,"Inhibitory",7.07012333333,-55.7916679382,7.06417666667,25.7812506358,151.125,7.06378833333,-34.1979179382,7.07798333333,-59.0729192098,4.29397969425
"489",298.512128,460.491210222,0.07130856812,-99.0312576294,-72.7053756714,83.1812515259,"Inhibitory",3.10093166667,-57.5104179382,3.09987666667,28.0937506358,51.9583333333,3.09942666667,-35.5208333333,3.10098666667,-57.6666679382,1.52196773726
"490",206.912064,138.281241059,0.0513969436288,-94.46875,-79.3491287231,78.1830362592,"Inhibitory",9.366915,-55.2916679382,9.36608333333,5.67708349228,208.625,9.36572833333,-33.5104179382,9.36697,-55.3958346049,1.02061066568
"491",119.350064,170.781180263,0.0273176431656,-91.375,-72.5783004761,81.7812544505,"Excitatory",4.57860333333,-46.1770858765,4.57554166667,35.7916666667,88.9166666667,4.57501166667,-34.5729179382,4.60790833333,-52.0000025431,3.78285680117
"492",136.85368,84.6873819828,0.00456018326804,-82.0312576294,-72.5855331421,81.6625019073,"Inhibitory",12.35958,-55.020837148,12.35868,16.0416669846,283.458333333,12.3582933333,-31.947918574,12.3596666667,-55.114587148,1.29166978429
"493",247.932016,320.468693972,0.0631639063358,-96.5,-61.775352478,78.6614634196,"Inhibitory",2.69528,-43.4166692098,2.69332,33.3229179382,41.7916666667,2.69273333333,-34.0000012716,2.72340666667,-50.958337148,2.71310353346
"494",258.823712,248.125046492,0.0593741945922,-95.5625,-72.4813919067,82.8020877838,"Excitatory",2.30122333333,-52.2291704814,2.29885833333,32.8958339691,31.9999987284,2.29837,-41.7812512716,2.336685,-59.2604192098,3.60581589749
"495",184.436208,114.531256258,0.0726962611079,-99.96875,-75.6578292847,90.5000068665,"Inhibitory",11.0822966667,-57.239587148,11.0815316667,18.0729166667,251.500005086,11.08118,-31.4270846049,11.0823383333,-57.3333358765,1.17205806036
"496",156.860064,114.06250298,0.0661664158106,-97.3125,-73.1888122559,71.2812504768,"Inhibitory",10.9939566667,-53.9479166667,10.9928183333,14.5000003179,249.29166158,10.9924416667,-30.5833339691,10.99418,-54.1666679382,1.40874271477
"500",206.467488,146.87499404,0.0278807431459,-90.4062576294,-82.7248153687,93.1250047684,"Excitatory",4.49974666667,-54.0208358765,4.49601166667,34.0729166667,86.9166666667,4.49549333333,-37.1979192098,4.52507166667,-60.5833358765,3.75310063592
"501",158.939984,167.946323752,0.0235492996871,-87.125,-68.3402709961,84.9625030518,"Inhibitory",5.25976666667,-58.4791692098,5.25886166667,29.9687512716,105.95833079,5.25851,-43.7916692098,5.259845,-58.6354204814,1.81198584684
"502",201.297152,244.375005364,0.0143414670601,-96.40625,-70.5972824097,100.587503815,"Excitatory",3.280455,-46.6562525431,3.277815,48.1770858765,56.4583333333,3.2774,-36.1979179382,3.30597166667,-53.4895858765,3.82003306075
"504",120.129272,225.000008941,0.117309264839,-93.5937576294,-69.0845108032,81.4791711171,"Excitatory",3.17281333333,-46.4791692098,3.17047333333,37.25,53.7499987284,3.16994833333,-37.9583346049,3.211165,-53.4375038147,3.04851359528
"506",112.529064,102.812580764,0.00731829274446,-82.4375,-70.6090240479,83.286462148,"Inhibitory",9.23269666667,-50.5104166667,9.22806,28.1145852407,205.166666667,9.22763166667,-34.2500012716,9.23895,-53.3958346049,4.11771057307
"507",179.331648,139.375001192,0.0724908262491,-84.59375,-68.9802322388,85.2656272252,"Inhibitory",7.38636166667,-56.5937512716,7.38456833333,26.666668574,159.125,7.38414833333,-36.5104166667,7.39081333333,-58.3645858765,2.40484246574
"508",210.718512,192.187696695,0.085567086935,-89.6875076294,-68.9970245361,73.4765636921,"Inhibitory",4.9394275,-54.2812519073,4.9382225,17.265625,97.9375,4.93783,-39.8593769073,4.939495,-54.3437519073,1.94834157755
"509",150.380464,171.093717217,0.0406936816871,-95.3125076294,-76.9504776001,94.3593797684,"Excitatory",4.13093666667,-43.1979192098,4.128825,42.3437512716,77.75,4.12840833333,-31.6666673024,4.16484666667,-52.0625012716,3.12726154386
"511",166.71384,135.156214237,0.0549155771732,-90.9062576294,-76.0302276611,86.3750031789,"Inhibitory",11.9573316667,-55.5625038147,11.9560283333,8.75000047684,273.375,11.9554983333,-32.104168574,11.9574533333,-55.6666704814,1.14586533587
"512",159.05984,97.3437875509,0.0529963411391,-86.8125,-76.27368927,70.015625,"Inhibitory",16.2125883333,-52.5833346049,16.211815,5.17708333333,379.791666667,16.2114733333,-30.9062512716,16.2126316667,-52.6875012716,1.13465058077
"513",543.598592,284.531354904,0.089890986681,-100.40625,-71.9364929199,94.2187538147,"Inhibitory",2.12318,-53.6041704814,2.12144,39.3229179382,27.5416666667,2.12103333333,-38.864587148,2.13920666667,-58.0625025431,3.19516994537
"516",177.403792,194.531217217,0.0566213354468,-97.0312576294,-75.5996322632,93.0625011444,"Inhibitory",4.65930333333,-61.6979204814,4.658485,38.2083358765,90.9166666667,4.65811166667,-46.739587148,4.65940166667,-61.864587148,1.63975459509
"517",124.466544,233.750000596,0.130449637771,-93.40625,-67.0954437256,87.1875049591,"Excitatory",2.87890166667,-49.0104179382,2.87720166667,37.8020846049,46.375,2.87670666667,-35.3125,2.91972333333,-52.3541679382,2.63359652392
