"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","binary_neuron"
"250",0.0101593608978,61.953,0.235501066098,1.118045,3.78902,1.0259325,-53.8125,-52.5729192098,-59.0156269073,215.196992,0.0387,1.115835,3.78628,1.0235225,29.375,30.5104173024,24.8046884537,254.062503576,0.289511501789,1.24417375,-77.5078125,70,69.125,760,1.11537,3.78579833333,1.02313,-42.4687538147,-40.5833346049,-38.8593759537,1.13476,3.81499,1.24417375,-58.9375,-59.5833346049,-77.5078125,2.92140439502,2.90896092118,2.38437091677,-95.28125,-77.1006546021,"Rbp4-Cre_KL100",83.820315361,"Excitatory"
"256",0.0406693969222,65.5535714286,0.218604651163,1.524835,1.97948,1.0248425,-54.9062538147,-54.7812519073,-56.8593769073,159.277248,0.02257,1.523005,1.97783,1.0233875,33.1250038147,42.5937538147,35.4375019073,268.359363079,0.0222496464849,1.9499175,-69.9062538147,40,23.9375,350,1.522495,1.9773975,1.0229775,-42.5,-42.875,-48.3593769073,1.54891,2.016675,1.9499175,-60.1562538147,-60.0156288147,-69.9062538147,2.44642500074,2.98105657598,2.88665379957,-96.9375076294,-66.9598922729,"Nr5a1-Cre",92.2968788147,"Excitatory"
"257",0.130370892948,74.37,0.0313543562831,1.09552,5.12645333333,1.02486666667,-47.78125,-49.4166692098,-51.6718775431,217.039808,0.04106,1.0935,5.12449333333,1.02335,40.28125,44.3854179382,45.8958346049,134.687542915,0.0297235641629,1.58754,-81.8697967529,150,102.5,850,1.0931,5.12409333333,1.02302,-36.1562538147,-35.1145858765,-46.5729192098,1.10526,5.14694666667,1.58754,-51.0312538147,-54.5937512716,-81.8697967529,3.63151189771,3.51441913295,4.30041403575,-96.59375,-81.1610488892,"Cux2-CreERT2",97.567712148,"Excitatory"
"259",0.00530259915392,52.4047058824,0.328124995402,1.83288,8.15948666667,1.02733666667,-49.9375,-51.9895858765,-60.0364615122,201.29512,0.08436,1.82996,8.15638,1.02343333333,26.9062519073,28.8229179382,29.8125009537,82.6562866569,0.0443052984774,1.37446,-76.6562512716,230,178.333333333,750,1.82954,8.15595333333,1.02306666667,-36.6875,-36.6562512716,-41.8333346049,1.83792,8.16589333333,1.37446,-52.0312538147,-54.7500012716,-76.6562525431,3.97926040234,4.13727140021,2.57533224406,-85.28125,-76.6352844238,"Ndnf-IRES2-dgCre",89.8489624659,"Excitatory"
"260",0.0214200304135,70.8525,0.192025071449,1.136395,8.06260833333,1.025059,-48.34375,-47.2187525431,-53.0062515259,121.16748,0.057935,1.13424,8.06080666667,1.023485,44.8125,42.8229179382,43.7250015259,115.468673408,0.122788280249,1.117463,-76.8750030518,209.999984741,176,0,1.133805,8.06035666667,1.02311,-33.34375,-31.9270852407,-44.8125022888,1.147955,8.08407833333,1.117463,-48.96875,-51.2291679382,-76.8750030518,2.80983249761,2.5102833192,2.62786801807,-90.3125,-75.9193191528,"Ntsr1-Cre_GN220",96.7312530518,"Excitatory"
"263",0.0235217354639,65.4935714286,0.21987804878,1.20667,2.663435,1.02530333333,-49.9375,-50.96875,-53.1822929382,184.926912,0.05602,1.204295,2.66092666667,1.02346166667,42.5,44.3645858765,44.7656262716,196.874961257,0.0152577310801,1.45273333333,-73.8958346049,50,41,650,1.203895,2.66052333333,1.02311083333,-37.5937538147,-36.9479166667,-46.1458333333,1.23051,2.68478666667,1.45273333333,-56.5000038147,-56.28125,-73.8958346049,4.13520298009,4.39985141343,4.42052621973,-94.7187576294,-73.4410629272,"Rorb-IRES2-Cre",97.9479192098,"Excitatory"
"264",0.0740124609042,98.3183333333,0.202867397397,1.21906,2.98922666667,1.025479,-50.7812538147,-49.4687512716,-54.9687515259,370.4088,0.056525,1.21526,2.98661,1.022873,43.375,47.3541692098,43.5937515259,201.87497139,0.0250958018005,1.796269,-77.9875045776,70,49.1666666667,680,1.214875,2.986245,1.022551,-38.2500038147,-37.625,-49.7437530518,1.253845,3.01825333333,1.796269,-58.375,-56.3541704814,-77.9875045776,4.81694493563,5.11827208903,5.22847801961,-100.625007629,-77.4324569702,"Rorb-IRES2-Cre",98.5625030518,"Excitatory"
"265",0.00267944458556,27.175,0.335919063457,1.11192,7.3686,1.024668,-53.5000038147,-52.2395858765,-55.6750022888,187.116976,0.00868,1.11032,7.36690666667,1.023388,27.4062519073,31.2291679382,32.7000007629,182.81237781,0.117170937359,1.05246,-70.3875030518,140,158.666666667,390,1.1099,7.36648,1.02308,-37.3750038147,-37.2291679382,-42.1687522888,1.11226,7.3722,1.05246,-53.6250038147,-53.0000012716,-70.3875030518,2.50275636332,2.62899549632,2.56836759615,-89.4687576294,-69.3327636719,"Ndnf-IRES2-dgCre",88.3750030518,"Excitatory"
"273",0.0846362768506,81.065,0.19986666464,1.111025,4.33155166667,1.024668,-49.7187538147,-50.375,-50.7500022888,168.066432,0.03991,1.10924,4.33005166667,1.023317,45,47.1979179382,48.9562515259,163.28124702,0.0542853847146,1.418655,-79.0000030518,90,82.7083333333,750,1.1089,4.32970166667,1.02301,-38.09375,-37.9479179382,-49.19375,1.13772,4.35182666667,1.418655,-53.84375,-54.59375,-79.0000030518,3.66027827049,3.59229610597,4.25413685648,-97.03125,-78.5653686523,"Nr5a1-Cre",99.7062538147,"Excitatory"
"275",0.0287486662834,80.1609090909,0.1875,1.25709,5.00073,1.025385,-44.8437538147,-43.6250025431,-49.5937519073,110.627536,0.07257,1.254395,4.99862,1.0234475,29.8437519073,36.3333346049,31.2187519073,129.687696695,0.0590607635677,1.6319925,-74.8593826294,110,99.4583333333,860.000061035,1.2539,4.99816666667,1.023055,-38.59375,-36.8958346049,-42.59375,1.290045,5.04679666667,1.6319925,-52.9062538147,-51.6770858765,-74.8593826294,3.51973004806,3.5683947221,3.25268357751,-89.0312576294,-74.278503418,"Cux2-CreERT2",80.8125038147,"Excitatory"
"276",0.0143658817897,81.5127272727,0.185,1.16434,2.49544666667,1.025028,-51.9062538147,-51.9166692098,-56.0875038147,181.728032,0.0274,1.16154,2.49278666667,1.023276,45.875,48.9895858765,45.6437515259,210.937574506,0.0956082567573,1.08214,-63.9625030518,50,36.8333320618,370,1.16106,2.49226666667,1.02286,-41.0312538147,-41.2187512716,-46.3875007629,1.18266,2.52141333333,1.08214,-56.4062538147,-56.6250025431,-63.9625030518,3.3301299366,3.34339310862,3.09541556475,-86.9687576294,-61.8505935669,"Ntsr1-Cre_GN220",101.731255341,"Excitatory"
"284",0.0200246041489,77.6227272727,0.275,1.330675,4.52297333333,1.02486833333,-40.90625,-44.5104166667,-47.1979204814,116.738032,0.078965,1.32797,4.52128333333,1.023465,23.25,42.5520846049,31.0312512716,182.968750596,0.0105836531147,1.488845,-76.9895858765,90,87.5416666667,1050,1.32749,4.52090333333,1.02312166667,-32.0625,-34.4375025431,-35.4791692098,1.37091,4.556065,1.488845,-51.28125,-52.2708358765,-76.9895858765,2.93029720711,3.56738393853,2.80144732119,-95.0312576294,-76.0704803467,"Nr5a1-Cre",78.2291717529,"Excitatory"
"287",0.00109740614937,13.6338888889,0.900601872492,1.0406,8.68525333333,1.024292,-53.125,-52.7916704814,-56.8375022888,150.403872,0.0124,1.03972,8.6843,1.023364,10.8750009537,8.77083381017,16.3187517166,82.9688236117,0.0387163348496,1.59108,-73.8437515259,270,191.624994914,600,1.0394,8.68389333333,1.023084,-31.65625,-38.2812506358,-45.0625030518,1.04062,8.68942,1.59108,-53.2187538147,-53.9375038147,-73.8437515259,1.40581027765,1.35745859838,1.65733573907,-83.7187576294,-73.0732498169,"Cux2-CreERT2",73.1562540054,"Excitatory"
"290",0.0136482228917,84.1309090909,0.127651515152,1.13612,4.2762,1.024904,-49.6875,-47.9375025431,-52.8312522888,158.798208,0.05754,1.13372,4.27401333333,1.023148,43.875,46.1458346049,47.1812522888,153.124794364,0.0595687665045,1.286644,-73.7937515259,90,81.3333333333,800,1.1333,4.27357333333,1.022788,-38.90625,-35.6770833333,-48.15,1.16742,4.31484,1.286644,-56.9375038147,-57.5729179382,-73.7937515259,3.64700237106,3.56983650377,3.87221611025,-89,-73.5985412598,"Cux2-CreERT2",100.012504578,"Excitatory"
"295",0.0688026186588,67.251,0.102876104691,1.086995,6.44425833333,1.02527875,-45.8437538147,-40.1041679382,-51.4375019073,197.584736,0.040295,1.083635,6.442145,1.02341125,31.6250019073,21.270834287,42.6562519073,167.96875,0.0941582620144,1.33708375,-77.8359375,190,135.541666667,960.000061035,1.08313,6.44145,1.02304625,-32.28125,-27.0000019073,-46.15625,1.09844,6.475265,1.33708375,-48.7500038147,-51.0937512716,-77.8359375,2.87589437518,1.85992633377,3.35591294459,-94.4062576294,-77.261932373,"Rbp4-Cre_KL100",94.0937538147,"Excitatory"
"297",0.0691117026521,50.715,0.104477610039,1.127835,4.94584333333,1.02461,-45.5625038147,-48.5312538147,-50.7937515259,151.12976,0.04087,1.125725,4.94418,1.023346,43.6562538147,45.0729166667,48.8500022888,166.718706489,0.0119197703898,1.752269,-78.3312545776,170,98.0833333333,880,1.125355,4.94384,1.023045,-27.4687519073,-29.4895846049,-44.1312515259,1.13988,4.96848,1.752269,-51.0000038147,-54.2604192098,-78.3312545776,2.83859727146,2.81190854445,3.35054869594,-94.34375,-77.0500564575,"Nr5a1-Cre",99.6437538147,"Excitatory"
"299",0.0649189348589,91.3371428571,0.186301381769,1.080395,3.3602,1.024796,-47.8125038147,-51.0208358765,-52.2750015259,228.0352,0.030765,1.078715,3.35851,1.023356,23.1562519073,32.1458339691,32.0875011444,263.437449932,0.0362643152475,1.740169,-74.8562545776,90,58.4166666667,440,1.078225,3.35802333333,1.022989,-33.59375,-34.1875,-47.0937522888,1.08042,3.38436,1.740169,-47.9062538147,-52.7500025431,-74.8562545776,2.39621090667,2.43180274703,3.0884879472,-97.9062576294,-73.1930770874,"Rorb-IRES2-Cre",84.3625026703,"Excitatory"
"303",0.0362956774343,74.8225,0.217897727273,1.13828,3.947355,1.0251175,-45.625,-45.5416666667,-50,161.413456,0.05097,1.13606,3.94547333333,1.023525,32.21875,33.6875012716,35.7968769073,210.937380791,0.0616592243314,1.7273975,-78.453125,90,73.125,0,1.135575,3.944985,1.02313,-33.09375,-31.40625,-42.0156288147,1.162095,3.98051666667,1.7273975,-50.5,-53.6979179382,-78.453125,2.65079099294,2.45615225103,3.06313817275,-98.46875,-77.8417892456,"Nr5a1-Cre",85.7968769073,"Excitatory"
"308",-0.192844497509,485.78,0.120921985328,1.06978,7.2048,1.02542,-46,-43.239587148,-52.6250030518,211.474736,0.01792,1.0676,7.20290666667,1.02354,41.5625,38.6666679382,42.5812530518,162.812456489,0.114322602749,1.40114,-76.0687545776,210,154.54166158,600,1.06706,7.2022,1.023092,-35.34375,-32.2083346049,-47.6375022888,1.0701,7.24505333333,1.40114,-46.25,-45.8437512716,-76.0687561035,2.83104411665,2.31771260476,3.16440863465,-91.5625,-75.4487686157,"Ntsr1-Cre_GN220",95.2062561035,"Excitatory"
"310",0.0714051949104,118.105,0.0890624996088,1.22873,5.32817,1.025865,-46.03125,-48.1770858765,-51.9479198456,194.35896,0.075645,1.22496,5.32554333333,1.02349833333,37,37.8645833333,40.4739608765,160.044744611,0.0414860658348,1.644205,-82.4791704814,90,107.625,1120,1.224445,5.32502,1.0230425,-32.375,-35.0208358765,-46.8489596049,1.279525,5.372525,1.644205,-55.4062538147,-54.9375038147,-82.4791704814,3.80076772997,3.80726993927,4.16979177065,-97.625,-80.5922088623,"Rbp4-Cre_KL100",92.421880722,"Excitatory"
"311",0.016471084038,70.415,0.213515309063,1.32115,3.04601666667,1.02554,-48.375,-48.5520833333,-50.9062519073,181.261088,0.055965,1.3185,3.04380666667,1.0237,33.3125,37.6875012716,33.34375,226.874992251,0.0378647483885,1.7676375,-73.28125,50,50.625,660,1.318005,3.04333666667,1.023285,-36.78125,-36.6145846049,-41.9375,1.353655,3.07430166667,1.7676375,-57.5312538147,-56.0416666667,-73.28125,3.038636214,3.08712683926,3.11829820864,-96.59375,-72.0163574219,"Nr5a1-Cre",84.2500019073,"Excitatory"
"315",0.0296417934626,62.0183333333,0.25231092437,1.101605,4.21157833333,1.02540083333,-49,-47.03125,-53.3333352407,437.222848,0.029715,1.09909,4.20865166667,1.0234875,35.8437538147,36.1458333333,42.7031256358,144.687533379,0.0101551264524,1.28397916667,-62.1406243642,70,79.7083333333,380,1.098585,4.20814333333,1.0231175,-34.6875,-33.625,-46.8697923024,1.112695,4.22866,1.28397916667,-53.28125,-52.5937512716,-62.140625,3.0914355399,3.06799985461,3.92889394871,-78.96875,-61.4261207581,"Scnn1a-Tg3-Cre",96.0364608765,"Excitatory"
"317",0.040493415282,47.7113888889,0.318281277695,1.09664,3.28959833333,1.024645,-50.4687538147,-48.8750012716,-51.8671913147,296.119104,0.02121,1.09507,3.28803,1.02339,37,42.770837148,43.3359375,240.624904633,0.0472334884107,1.76476875,-82.0312538147,110,56.7083307902,670,1.09471,3.28767,1.0230875,-34.875,-33.2083358765,-45.2968759537,1.113255,3.31223333333,1.76476875,-55.7812538147,-54.9895858765,-82.0312538147,2.86478458616,2.92815819548,3.45047104063,-99.9062576294,-81.4488296509,"Nr5a1-Cre",95.2031288147,"Excitatory"
"319",0.034951930331,116.194375,0.155555594857,1.078225,8.96213333333,1.025436,-46.8437538147,-47.9583358765,-53.0812515259,106.392456,0.032215,1.07574,8.959535,1.023546,35.875,36.8750025431,37.6250030518,69.2187920213,0.173849254847,1.092129,-81.1375015259,370,198.500005086,1410,1.07522,8.95905166667,1.023088,-45.8125038147,-41.3854179382,-57.1187522888,1.11354,9.010915,1.092129,-55.4062538147,-56.5000025431,-81.1375015259,3.31427309769,3.28516362923,3.43313203143,-88.1875,-80.2801742554,"Rbp4-Cre_KL100",90.7062545776,"Excitatory"
"320",0.0166821998492,60.035,0.246291560102,1.26138,3.14339333333,1.026684,-55.5000038147,-53.8958346049,-56.2625022888,173.540128,0.03694,1.25842,3.14026666667,1.02348,44.28125,46.1666679382,40.2062522888,241.562604904,0.0302673820406,1.77576,-77.51875,40,52.9999987284,101.999993896,1.25796,3.13980666667,1.023076,-49.8125038147,-48.0104192098,-48.4937522888,1.33028,3.18314666667,1.77576,-63.5937538147,-60.7604192098,-77.5187515259,5.34480257803,5.61428898511,5.04095443346,-101.343757629,-76.6850128174,"Ctgf-T2A-dgCre",96.4687545776,"Excitatory"
"321",0.00950869213187,64.9457142857,0.2125,1.155165,3.21774166667,1.02552416667,-54.21875,-50.5416692098,-57.8125006358,274.895488,0.031335,1.15233,3.21548333333,1.02345666667,30.46875,41.0520833333,33.8229173024,192.18750298,0.222719267011,1.64383083333,-78.6354179382,50,54.875,91.6666666667,1.15185,3.21503,1.02305333333,-41.40625,-38.3437512716,-45.2552089691,1.183585,3.24803333333,1.64383083333,-65.0000076294,-61.6458346049,-78.6354179382,2.7644424544,2.97347353842,2.77571540345,-97.875,-78.7448654175,"Nr5a1-Cre",91.6354179382,"Excitatory"
"323",0.00848211075351,71.6784615385,0.170570870384,1.18754,7.31789333333,1.02503,-48.4687538147,-49.8541704814,-52.7500019073,126.105232,0.05194,1.18554,7.31612,1.023515,31.34375,42.6354179382,38.3203144073,108.593635261,0.155113935471,1.12065,-76.210943222,140,157.416666667,1240,1.18504,7.31570666667,1.023135,-42.4687538147,-43.5729192098,-51.9062538147,1.24128,7.37012,1.12065,-57.5625038147,-55.3125038147,-76.210943222,3.12803712498,3.81676098373,3.50827954268,-86.4687576294,-75.1248931885,"Ctgf-T2A-dgCre",91.0703163147,"Excitatory"
"326",0.122768771465,43.94,0.151253127282,1.052765,3.61017833333,1.030105,-46.25,-48.0937512716,-60.2500006358,363.180928,0.01753,1.049045,3.60717333333,1.02338,25.75,44.9791679382,31.9062503179,205.758854747,0.0131401903927,1.38498833333,-76.1510442098,230,64.6666666667,616.666666667,1.04846,3.606715,1.02291916667,-34.75,-33.8645846049,-34.9479179382,1.057425,3.62675666667,1.38498833333,-48.21875,-52.7187512716,-76.1510442098,3.61729895259,4.260809817,3.59813870785,-95.4375076294,-75.356300354,"Scnn1a-Tg3-Cre",92.1562509537,"Excitatory"
"329",0.0158222799954,93.5061111111,0.12842377261,1.249365,4.73843166667,1.02673833333,-52.6562538147,-51.0833358765,-55.2291679382,138.22736,0.07467,1.24528,4.734645,1.02342666667,39.3437538147,45.7083346049,42.9791679382,131.093755364,0.0597853958607,1.402735,-78.40625,90,92.875,1300,1.24483,4.73423166667,1.02301666667,-38.78125,-37.0625012716,-46.8333333333,1.291675,4.76971833333,1.402735,-62.34375,-59.2395846049,-78.40625,4.40807384253,4.61532300491,4.46587537856,-92.1875,-77.7642974854,"Rbp4-Cre_KL100",98.2083358765,"Excitatory"
"333",0.0376878658407,49.2970833333,0.224731192479,1.07677,5.3303975,1.024691,-47.5000038147,-46.8593769073,-48.2250030518,120.818576,0.022735,1.07531,5.328885,1.023379,38.7187538147,37.640625,39.0437522888,197.142958641,0.0730278193951,1.621794,-78.2437561035,90,107.687496185,670,1.074955,5.328435,1.023029,-33.6250038147,-32.187502861,-45.3250030518,1.089595,5.3471125,1.621794,-51.6875,-52.6093769073,-78.2437561035,3.03996835612,2.45881520729,3.40807402512,-96.3125076294,-76.7895889282,"Nr5a1-Cre",87.2687553406,"Excitatory"
"336",0.0088135923795,76.3745454545,0.190265483378,1.51356,3.31284,1.025268,-47.4062538147,-47.895837148,-53.3625022888,216.366,0.0713,1.51004,3.31036666667,1.023424,35.4687538147,39.4791692098,35.6687507629,200.156211853,0.0591901093721,1.716044,-73.5250015259,50,57.25,640,1.50954,3.30987333333,1.023016,-37,-37.7916679382,-45.7875007629,1.55174,3.34372,1.716044,-58.4062538147,-56.7395846049,-73.5250015259,3.28955350544,3.3013148435,3.37056477386,-95.15625,-72.7270736694,"Rorb-IRES2-Cre",89.0312530518,"Excitatory"
"338",0.193592090156,156.661,0.0347826104984,1.100325,4.785905,1.024965,-47.3125,-48.8541679382,-50.7375022888,114.36252,0.050415,1.09802,4.78386333333,1.023174,44.5,47.3125012716,47.2187522888,132.142856717,0.082345187664,1.41996,-73.1125030518,130,94.0416692098,880,1.09766,4.78349,1.022849,-36.28125,-39.0625025431,-46.3250030518,1.13169,4.83225666667,1.41996,-54.3437538147,-58.6250038147,-73.1125045776,4.03217087008,3.96807341321,4.48038417446,-87.75,-72.100112915,"Rbp4-Cre_KL100",97.9562545776,"Excitatory"
"341",0.0407697151732,82.9690909091,0.143132411067,1.19031,4.40076,1.02544833333,-47.9687538147,-48.9270846049,-50.5208333333,98.023232,0.05849,1.18744,4.398015,1.02344166667,42.34375,42.75,45.2083346049,134.843751788,0.102739222348,1.552925,-77.1875025431,80,84.4583333333,1090,1.18699,4.39757,1.02305333333,-37.875,-36.2916666667,-47.4895846049,1.233785,4.44969833333,1.552925,-58.0937538147,-58.2604179382,-77.1875025431,4.01158988946,3.91380663129,4.04653998451,-92.53125,-77.1888580322,"Scnn1a-Tg2-Cre",95.7291679382,"Excitatory"
"344",0.097919786496,67.1592857143,0.0200000078201,1.05858,3.30494833333,1.02514333333,-48.25,-49.0625012716,-52.7500012716,210.964864,0.01965,1.0559,3.302935,1.02352166667,35.40625,49.6770846049,47.5,151.56249702,0.0824915841222,1.50902833333,-73.2708333333,190,57.0416679382,0,1.05544,3.302535,1.02317166667,-38.78125,-37.6041679382,-44.5208333333,1.06787,3.34561166667,1.50902833333,-50.5937538147,-57.3020846049,-73.2708333333,3.66136832151,4.1600972904,4.00184455371,-88.8125,-71.3918457031,"Rorb-IRES2-Cre",100.250001272,"Excitatory"
"345",0.0233129948064,41.5130434783,0.295427440344,1.07449,2.275845,1.02533166667,-50.96875,-48.4062525431,-51.6666698456,214.675552,0.017215,1.07209,2.27294333333,1.02329416667,45.3125,44.3645846049,50.3697942098,332.477658987,0.0149144968018,1.71261916667,-69.9062525431,50,31.2916666667,419.999969482,1.07168,2.27248166667,1.02296666667,-36.7187538147,-30.8958346049,-43.7291679382,1.085105,2.29829666667,1.71261916667,-54.4375038147,-55.7812525431,-69.9062525431,3.80951991625,3.1854421568,4.55989961993,-101.093757629,-67.9460296631,"Rorb-IRES2-Cre",102.036464055,"Excitatory"
"346",0.103914187598,153.395,0.0683593821526,1.17049,5.68086166667,1.026055,-45,-45.5729204814,-49.539065361,102.552104,0.081125,1.166895,5.67806333333,1.02351125,36.0000038147,42.0416679382,41.0625038147,125.937506557,0.0573241859674,1.56938,-78.8906269073,150,116.41666921,1320,1.166425,5.67761333333,1.0230975,-35.8437538147,-36.5208346049,-48.085940361,1.21119,5.730415,1.56938,-54.6875038147,-56.8854204814,-78.8906269073,3.95220515219,3.78665267986,4.01837869434,-92.0625,-78.1010055542,"Rbp4-Cre_KL100",90.6015691757,"Excitatory"
"350",0.0283625815479,83.4390909091,0.183333333333,1.172045,3.6455,1.024841,-47.90625,-50.0208346049,-50.09375,226.603888,0.04224,1.170355,3.643945,1.023453,37,48.9791666667,40.3437507629,232.968792319,0.0223539154977,1.840658,-76.4312545776,70,65.5833333333,0,1.1699,3.643575,1.023087,-34.34375,-34.4687512716,-43.1125007629,1.20172,3.669125,1.840658,-57.03125,-56.7812512716,-76.4312545776,3.00120223155,3.71867213186,3.68112189453,-99.3125,-76.3015518188,"Nr5a1-Cre",90.4375007629,"Excitatory"
"353",0.0255161594575,76.3208333333,0.179905338022,1.11488,7.45594333333,1.025355,-47.5937538147,-48.5625038147,-54.2008961269,128.255456,0.054425,1.112805,7.45390833333,1.02351357143,40.9375038147,41.2812525431,43.763395037,134.218677878,0.097673997283,1.37495214286,-78.0401796613,190,160.791666667,930,1.112255,7.45335333333,1.02304714286,-31.40625,-31.8645852407,-47.2723246983,1.135235,7.47882333333,1.37495214286,-49.125,-52.2187512716,-78.0401796613,2.36174356884,2.20608960208,2.5258623559,-91.8125076294,-76.8444442749,"Ntsr1-Cre_GN220",97.9642911639,"Excitatory"
"354",0.0295945765119,73.8929166667,0.198890327782,1.088555,4.62002833333,1.025077,-46,-47.6250038147,-51.7937522888,192.859488,0.029175,1.08654,4.61785666667,1.02343,34,32.9583358765,34.3375015259,97.187384963,0.195660501719,1.091027,-71.4875061035,140,89.9166666667,870,1.086055,4.61737833333,1.023042,-39.7500038147,-37.5416692098,-48.0312530518,1.1273,4.66024833333,1.091027,-56,-57.3541692098,-71.4875061035,3.16396862775,3.00469341427,3.39470105796,-81.9375076294,-70.7032394409,"Rbp4-Cre_KL100",86.1312538147,"Excitatory"
"360",0.205976048983,69.66,0.0678571428571,1.133495,4.001575,1.025276,-48.09375,-51,-50.5625007629,206.043216,0.03454,1.13138,3.99956166667,1.023423,42.2187538147,46.0416704814,45.3250022888,151.562511921,0.0181719250977,1.682619,-77.7750015259,130,74.4583333333,180,1.13096,3.999165,1.023051,-37.5,-39.4895833333,-48.9062522888,1.16181,4.03690833333,1.682619,-52.6250038147,-57.7708358765,-77.7750015259,3.62132283055,3.58369673731,3.89266252825,-91.96875,-76.6518173218,"Nr5a1-Cre",95.8875030518,"Excitatory"
"366",0.113440201826,86.349,0.206060631588,1.163575,5.10217666667,1.02485,-43.8125038147,-45.9166704814,-46.7968769073,95.065896,0.050605,1.16186,5.10037333333,1.0234125,46.90625,49.1145858765,47.9609394073,146.406248212,0.0493269562721,1.64056,-77.9296913147,110,102.041666667,230,1.161445,5.099955,1.0230375,-37.71875,-37.1354204814,-45.8281288147,1.208845,5.13544333333,1.64056,-51.375,-51.4895858765,-77.9296913147,3.61761814539,3.73220854998,3.77325650572,-94.7187576294,-77.6622772217,"Rbp4-Cre_KL100",94.7578163147,"Excitatory"
"368",0.129724789499,38.3125,0.113616070221,1.06821,4.90788833333,1.02489125,-48.3125038147,-47.4062525431,-53.0312519073,162.721248,0.02713,1.065685,4.90545833333,1.02329875,40.5625038147,39.3020858765,46.1796894073,144.53125,0.0176777113229,1.63081625,-76.1953201294,190,97.1250025431,192.5,1.065345,4.90508833333,1.02303,-34,-30.166668574,-44.5937509537,1.9823,4.92250166667,1.63081625,-50.96875,-53.9375025431,-76.1953201294,3.54719087818,2.79511510686,3.60474228651,-91.8125076294,-75.2367324829,"Scnn1a-Tg3-Cre",99.2109413147,"Excitatory"
"372",0.0168667895387,61.2356666667,0.154761898218,1.092845,6.49660666667,1.024926,-47.3437538147,-48.7916692098,-51.2125030518,129.956112,0.04051,1.091085,6.4948,1.023463,40.0000038147,42.6458358765,38.3062515259,93.75,0.175925269723,1.220258,-76.9750030518,170,136.833325704,240,1.090685,6.49438333333,1.023088,-42.0000038147,-42.1458346049,-50.7187522888,1.126075,6.55699333333,1.220258,-54,-54.9583358765,-76.9750030518,3.24653010466,3.126240307,3.11972250594,-87.4375,-76.0012969971,"Rbp4-Cre_KL100",89.5187545776,"Excitatory"
"373",0.0112589502032,95.0088888889,0.152747249209,1.25092,3.48384666667,1.02594,-51.1875038147,-52.7604192098,-55.2291679382,249.948128,0.05462,1.24742,3.48072,1.02361333333,46.5,47.0729179382,44.7708358765,203.906327486,0.0947432816029,1.78088666667,-71.8750025431,90,61.5000025431,0,1.24698,3.48028666667,1.02323333333,-42.9375038147,-43.2500012716,-47.375,1.28714,3.52321333333,1.78088666667,-56.9062538147,-58.7604204814,-71.8750025431,4.98288455755,4.82387475876,4.41016020534,-93.625,-71.2786102295,"Ctgf-T2A-dgCre",100.000003815,"Excitatory"
"375",0.0825362574141,103.197,0.0942528731338,1.230375,6.01591666667,1.025631,-47.8125038147,-45.8854204814,-48.6312507629,138.359216,0.057055,1.227885,6.013595,1.023339,53.7187538147,47.0833358765,57.5187538147,156.562507153,0.0194823537022,1.530126,-76.6812561035,130,124.833325704,889.999938965,1.227485,6.01314333333,1.022999,-38.1875,-34.7708358765,-45.2500022888,1.271375,6.053675,1.530126,-55.6250038147,-53.1875038147,-76.6812561035,4.5042944831,4.14258664053,5.38612395267,-91.78125,-76.8808288574,"Scnn1a-Tg3-Cre",106.150004578,"Excitatory"
"376",0.0607535815263,86.076,0.23705752648,1.251505,3.05085333333,1.02410625,-41.78125,-43.9895858765,-48.5546894073,88.841184,0.061395,1.250055,3.04944,1.02300125,43,43.6770846049,44.3203144073,163.671776652,0.0431517995894,1.56778625,-65.6562538147,50,50.7083320618,580,1.24971,3.04910333333,1.022725,-30.0625019073,-31.541668574,-43.101565361,1.292135,3.08010833333,1.56778625,-51.6250038147,-51.0208346049,-65.6562538147,2.63907718847,2.72970231829,3.38170710705,-83.65625,-64.7870788574,"Scnn1a-Tg3-Cre",92.8750038147,"Excitatory"
