"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","firing_rate"
"480",0.219183007656,146.5375,0.17555556424,1.07736,3.22626833333,1.024074,-46.90625,-45.8958346049,-48.8562522888,100.953352,0.03046,1.07595,3.224705,1.022867,43.0937538147,46.1458346049,44.9250015259,180.937469006,0.00467415805906,1.44348,-63.8375045776,130,55.1249987284,580,1.07563,3.22437833333,1.022596,-36.59375,-34.75,-42.6062522888,1.085785,3.24763333333,1.44348,-49.8750038147,-52.1354204814,-63.8375045776,3.44171241442,3.34080046339,3.62822275451,-81,-62.4188423157,"Scnn1a-Tg3-Cre",93.7812538147,6.82419175979
"509",0.0273401063001,54.8355882353,0.302651506613,1.088855,4.13093666667,1.0248525,-44.25,-43.1979192098,-51.0156288147,150.380464,0.034195,1.087045,4.128825,1.0234025,38.0625,42.3437512716,43.3437509537,171.093717217,0.0406936816871,1.5580525,-77.335943222,190,77.75,720,1.086595,4.12840833333,1.02306375,-31.4687519073,-31.6666673024,-45.3046913147,1.10455,4.16484666667,1.5580525,-46.25,-52.0625012716,-77.335943222,3.14912997535,3.12726154386,3.78006123927,-95.3125076294,-76.9504776001,"Rorb-IRES2-Cre",94.3593797684,18.2363321372
"522",0.111099018927,149.989,0.0900985750222,1.2701,4.91551666667,1.02593,-45.71875,-47.0416704814,-51.7312530518,120.899968,0.08562,1.26611,4.91246666667,1.023504,32.0625,36.0937512716,37.6062507629,121.093638241,0.0830635204911,1.381116,-74.3687530518,110,97.3333333333,1130,1.2656,4.91195,1.023081,-36.28125,-37.4687525431,-49.6562530518,1.33147,4.96868666667,1.381116,-57.1250038147,-56.1770858765,-74.3687530518,3.46081206661,3.41300939826,4.05904545191,-86.8125,-73.8577346802,"Scnn1a-Tg2-Cre",89.3375038147,6.66715559141
"531",0.0674525337142,92.256,0.174164132907,1.26484,1.97142666667,1.02524,-50.0312538147,-50.4166666667,-56.0625038147,233.522944,0.03648,1.26326,1.96985333333,1.02353333333,35.40625,41.7187512716,33.6666704814,305.937498808,0.0182690694928,1.61310666667,-61.9062525431,29.9999980927,23.75,440,1.26276,1.96936,1.02310666667,-38.125,-37.8750025431,-42.46875,1.28842,1.98784666667,1.61310666667,-52.875,-52.6875025431,-61.9062538147,3.01279078807,3.04360942763,2.92363883787,-95.5000076294,-61.8339958191,"Ctgf-T2A-dgCre",89.7291742961,10.8394033992
"534",0.010021963919,44.6533333333,0.289854569057,1.3634,2.37632666667,1.025685,-55.90625,-55.8229204814,-57.195315361,412.559424,0.03624,1.36096,2.37409333333,1.023595,36.125,43.6770858765,34.7812519073,238.593742251,0.0209839530289,1.64818,-76.2421913147,29.9999980927,33.8333333333,370,1.3604,2.37358666667,1.02313,-42.5,-40.4166679382,-45.593752861,1.38752,2.39043333333,1.64818,-60.0937538147,-58.7916692098,-76.2421913147,3.18588822121,3.5655087325,3.17970873123,-99.5000076294,-76.0615768433,"Rorb-IRES2-Cre",91.9765672684,22.3947446999
"535",0.013532209939,54.3470588235,0.174864863013,1.3666,2.67520666667,1.024808,-44.03125,-43.5937512716,-52.1375030518,189.824944,0.0479,1.36492,2.67369333333,1.02338,33.1875,37.5625012716,29.3375019073,237.500116229,0.0383980758488,1.689944,-73.2375015259,29.9999980927,41.3333333333,620,1.36442,2.67321333333,1.022972,-34.28125,-32.8750012716,-41.8687507629,1.41416,2.71364,1.689944,-56.875,-51.4791692098,-73.2375015259,2.52491708391,2.6729266981,2.6407572563,-95.6250076294,-69.4436645508,"Scnn1a-Tg2-Cre",81.4750049591,18.4002597684
"550",0.0284554053333,102.525,0.136880466472,1.196555,3.65463333333,1.02482,-45.5000038147,-48.8333358765,-52.4062530518,154.061072,0.06842,1.194405,3.652875,1.023142,23.7500019073,39.6458346049,31.3750011444,226.562425494,0.0979147925973,1.304073,-73.2812515259,50,65.8333333333,830,1.193845,3.65237333333,1.022717,-36.4062538147,-37.5625025431,-40.0562522888,1.247725,3.70247666667,1.304073,-57.65625,-56.9687538147,-73.2812515259,2.58737842608,2.70476971038,2.63116667949,-97.5937576294,-73.26587677,"Rbp4-Cre_KL100",83.7812541962,9.75371860522
"578",0.0181273967255,77.06875,0.180681824452,1.124575,6.85470833333,1.024748,-48.4687538147,-48.4166704814,-51.2750015259,140.227936,0.049725,1.123305,6.853335,1.023468,47.0000038147,43.4375025431,45.5562530518,109.843634069,0.188126638532,1.120443,-76.3062530518,150,145.833323161,1080,1.12291,6.85290166667,1.023086,-41.3750038147,-40.3125025431,-48.6687522888,1.176575,6.9385,1.120443,-53.3125038147,-51.677087148,-76.3062530518,3.02696976894,2.74711994965,2.95936170832,-88.2187576294,-75.0866622925,"Rbp4-Cre_KL100",96.8312545776,12.9754277836
"583",0.0258234629982,78.1,0.162303149606,1.2191,6.37753333333,1.025316,-50.2187538147,-50.5416692098,-53.2625015259,113.789904,0.05826,1.21648,6.37522666667,1.02334,38.0937538147,41.8229192098,40.5625022888,122.656323016,0.141528874636,1.333496,-74.5375030518,80,133.874992371,999.999938965,1.21602,6.37478,1.022952,-42.4062538147,-41.7708358765,-49.2187522888,1.28304,6.41953333333,1.333496,-59.4062538147,-56.6562538147,-74.5375030518,4.13411092562,4.51173116919,4.54719973931,-88.5312576294,-74.2980117798,"Scnn1a-Tg2-Cre",93.8250038147,12.8040973111
"618",0.00874942301322,108.7825,0.14871194214,1.50326,9.65195333333,1.02658,-50.6875038147,-52.4270858765,-56.4609384537,124.964032,0.10988,1.50004,9.64904666667,1.023555,40.75,43.3020858765,39.476565361,85.7813283801,0.0465083830059,1.96028,-78.773443222,210,215.708333333,1150,1.49954,9.64858,1.02314,-44.8437538147,-45.5312512716,-49.6093769073,1.5348,9.68041333333,1.96028,-56.71875,-57.4687512716,-78.773443222,4.37560218393,4.4920025143,4.27583899062,-87.9375076294,-78.3298187256,"Ctgf-T2A-dgCre",95.9375038147,9.1926550686
"620",0.0260206409647,79.5516666667,0.225852278631,1.1131,5.45626,1.02517333333,-46.09375,-47.1875025431,-51.5729198456,207.647488,0.04296,1.11012,5.45306666667,1.02344,39.7500038147,42.8333346049,44.9687531789,185.468822718,0.0676468536258,1.56444,-79.3177096049,150,110.791666667,770,1.10962,5.45255333333,1.02303333333,-32.5937538147,-33.1562512716,-48.8906275431,1.12566,5.47253333333,1.56444,-51.9687538147,-54.989587148,-79.3177096049,3.57013652341,3.76675139921,4.22723724009,-98.84375,-79.0932922363,"Rorb-IRES2-Cre",96.5416730245,12.5704468794
"638",0.119178591596,122.786666667,0.0925000052417,1.302465,4.31530166667,1.0270325,-42.4687538147,-45.2187512716,-47.71875,160.02456,0.091185,1.29815,4.31031166667,1.023585,43.15625,43.6666679382,45.296875,146.249994636,0.0350065603852,1.8222875,-78.4218826294,90,82.25,1250,1.29764,4.30976833333,1.02311,-34.5,-35.9583358765,-41.953125,1.36192,4.36991833333,1.8222875,-54.53125,-53.8750012716,-78.4218826294,4.82586838272,4.88510318638,4.75249838426,-93.7812576294,-78.3960266113,"Rorb-IRES2-Cre",93.015625,8.14420675426
"646",0.0611329396673,127.561428571,0.144066040294,1.138085,7.56476666667,1.02516,-42.75,-45.3958358765,-50.7937515259,100.855432,0.049985,1.135895,7.56290166667,1.023451,42.0000038147,42.9895833333,41.1187522888,75.6250023842,0.208229541779,1.086403,-71.7375045776,209.999984741,163.583333333,0,1.135505,7.56251,1.023089,-39.15625,-41.2083358765,-49.3437522888,1.188855,7.61753166667,1.086403,-53.3750038147,-54.1875012716,-71.7375045776,3.60394519165,3.42421112699,3.16918129092,-78.84375,-70.3271865845,"Rbp4-Cre_KL100",91.9125038147,7.8393603082
"657",0.219488410472,66.655,0.109722214547,1.09262,9.89133666667,1.025416,-46.09375,-47.3125012716,-55.4562530518,116.010432,0.030765,1.090425,9.889355,1.023582,29.1250019073,29.9895852407,34.6500015259,115.625075996,0.0224851034582,1.403077,-69.8875045776,290,221.75,800,1.08978,9.88864833333,1.023087,-32.0937538147,-32.2812512716,-48.0312522888,1.09267,9.90384,1.403077,-46.1562538147,-48.2187538147,-69.8875045776,2.02955150242,1.90281428307,2.4754795008,-82.1562576294,-69.5698165894,"Ntsr1-Cre_GN220",90.1062545776,15.0026254595
"678",0.00622997632562,58.665625,0.305833348832,1.16492,4.54663166667,1.02517125,-66.5625,-61.6354179382,-66.1796875,154.854688,0.036935,1.163295,4.54501333333,1.02360125,31.65625,40.5104192098,29.9062504768,192.812457681,0.222997888923,1.81289375,-73.6875,90,88.125,540,1.16285,4.54453,1.02318,-49.125,-46.4895846049,-47.140625,1.16531,4.54697166667,1.81289375,-66.78125,-61.8958346049,-73.6875,2.29137261771,2.58582181636,2.09637258316,-94.84375,-73.0367202759,"Scnn1a-Tg3-Cre",96.0859379768,17.0457572045
"684",0.113233097168,93.4666666667,0.116485506164,1.131515,5.111035,1.025502,-43.3437538147,-43.7708358765,-50.9562522888,155.374656,0.051395,1.12851,5.10825,1.023504,37.65625,40.7083333333,40.8625022888,140.937536955,0.0578350350261,1.38886,-77.0062515259,170,102.208333333,880,1.12803,5.10777166667,1.023104,-36.9062538147,-36.8750025431,-48.4875022888,1.154505,5.15711666667,1.38886,-48.8125,-52.2916666667,-77.0062515259,3.91602969863,3.85979633609,3.71361731531,-91.5625,-76.5860595703,"Cux2-CreERT2",91.8187545776,10.6990014265
"686",0.0260752598017,66.0242857143,0.287,1.21846,1.71487333333,1.02504,-47.7500038147,-49.989587148,-51.4375012716,249.672928,0.02468,1.21538,1.71261333333,1.02325333333,26.5000019073,35.6041692098,34.3437525431,249.218702316,0.0317335948348,1.07366,-60.7500012716,40,17.2916666667,186.666666667,1.21484,1.71213333333,1.02283333333,-39.9062538147,-38.8437525431,-43.4166692098,1.23838,1.74142666667,1.07366,-55.0000038147,-55.7291666667,-60.7500025431,3.31894589619,3.41177362453,3.31497543366,-87.2812576294,-59.6444473267,"Scnn1a-Tg3-Cre",85.7812538147,15.1459419694
"698",0.0363294894302,85.2254545455,0.189999999017,1.12078,7.24186,1.02685,-46.5312538147,-44.5208358765,-51.3489608765,117.860512,0.0233,1.11824,7.23828,1.02347666667,42.28125,49.3750012716,43.4062531789,118.281327188,0.00426001707092,1.46740333333,-73.0781275431,210,155.416666667,700,1.11768,7.23774666667,1.02301,-43.625,-41.4583346049,-45.4635448456,1.13404,7.26715333333,1.46740333333,-51.7500038147,-51.9687538147,-73.0781288147,3.48002209782,4.02438369038,3.71041753814,-83.4062576294,-72.6110458374,"Cux2-CreERT2",94.7552140554,11.7335836498
"703",0.0596814015802,52.473,0.0792683029927,1.09621,3.56598333333,1.024983,-48.65625,-51.4791704814,-52.8625022888,192.555408,0.03283,1.094005,3.56403,1.023333,30.7187519073,37.1770846049,32.2437519073,190.156295896,0.0252655018121,1.594477,-76.4000030518,130,63.5833295186,740,1.093565,3.563605,1.022981,-39.0312538147,-37.3541666667,-46.7937530518,1.109705,3.59310666667,1.594477,-53.5625038147,-58.833337148,-76.4000030518,2.94862077005,2.72159005089,3.19789556225,-95.4062576294,-75.3656616211,"Rorb-IRES2-Cre",85.1062541962,19.0574200065
"732",0.0392018112521,94.5194444444,0.202618005464,1.31848,4.32854833333,1.0245675,-38.4062538147,-41.2708358765,-46.4375019073,216.237088,0.06665,1.317175,4.32712333333,1.023395,37.65625,41.8333346049,43.5000019073,178.571432829,0.130529895425,1.2486775,-71.4062538147,70,82.625,820,1.316745,4.32671,1.0230525,-30.8750019073,-31.8958352407,-44.5156269073,1.37761,4.37412666667,1.2486775,-53.6250038147,-51.0937525431,-71.4062538147,2.52089401152,2.73333537545,3.09327366725,-88.4062576294,-70.2577819824,"Scnn1a-Tg3-Cre",89.9375038147,10.5798336615
"748",0.230428278575,45.1225,0.0759450050787,1.148605,4.807935,1.025285,-46.96875,-49.2916692098,-52.1125022888,182.628896,0.045735,1.14591,4.80586166667,1.023495,38.6562538147,41.0416692098,37.6687530518,118.906252086,0.00681353360415,1.753645,-82.1687545776,209.999984741,94.5833282471,1010.00006104,1.145445,4.80542333333,1.023082,-34.9062538147,-36.2812512716,-44.8500015259,2.017215,4.83681833333,1.753645,-52.6562538147,-54.895837148,-82.1687545776,3.26062288003,3.16026111673,3.24400636133,-94.84375,-81.7420120239,"Nr5a1-Cre",89.7812553406,22.1618926256
"759",0.0296126532572,85.9225,0.0940899273513,1.28113,3.88839333333,1.024709,-50.6875038147,-49.1562538147,-52.4062538147,134.100376,0.046245,1.279575,3.88690666667,1.023298,49.3125038147,50.1041692098,47.6000007629,186.406299472,0.116252496839,1.1377,-69.6937530518,70,71.6666641235,509.999969482,1.27919,3.88650833333,1.022961,-38.6875,-36.4166692098,-44.3937507629,1.323905,3.93104333333,1.1377,-57.2812538147,-54.6666692098,-69.6937530518,3.07484804642,3.28016381722,3.35695420823,-85.7812576294,-68.4197998047,"Nr5a1-Cre",100.006254578,11.6383950653
"762",0.0266963921359,71.6454166667,0.163035215613,1.180385,3.0684725,1.02493785714,-49.6562538147,-48.0781269073,-50.3973241534,140.119056,0.0505,1.17857,3.0665925,1.02335071429,43.15625,47.3437538147,47.4375038147,158.203125,0.0266639310867,1.802965,-74.8973257882,80,51.1249980927,830,1.178155,3.0661925,1.02299357143,-41.09375,-36.2968769073,-46.3303604126,1.205755,3.0978725,1.802965,-57.2187538147,-54.6093788147,-74.8973257882,2.95464193432,3.07150555115,3.30810834397,-92.59375,-74.8717956543,"Nr5a1-Cre",97.8348279681,13.9576269708
"764",0.0181310460094,56.16125,0.201399116348,1.14494,4.84312,1.025052,-47.5625038147,-49.2916692098,-49.4375022888,185.442624,0.04592,1.14314,4.84132,1.023476,32.6875,32.4583346049,30.5187515259,142.187535763,0.0362740457058,1.645736,-80.0875061035,90,95.5416666667,180,1.14266,4.8408,1.023016,-36.1562538147,-36.1354192098,-40.6000030518,1.17096,4.86668,1.645736,-53.0625038147,-55.1875012716,-80.0875061035,2.67117788942,2.55340376148,2.60675427647,-95.46875,-79.633972168,"Cux2-CreERT2",79.9562538147,17.8058714861
"782",0.0306945688436,98.9694444444,0.201143809375,1.225885,4.65415833333,1.02548375,-48.9375038147,-49.833337148,-53.460940361,152.729088,0.048655,1.223695,4.65210333333,1.02357625,46.75,49.8333346049,46.1015644073,159.37499702,0.0594470798969,1.267385,-73.2031269073,110,90.75,640,1.223175,4.65159166667,1.0231225,-41.25,-41.8750012716,-44.2578134537,1.26631,4.69953833333,1.267385,-54.7812538147,-54.1770858765,-73.2031269073,3.44636982184,3.67016155308,3.32583017361,-89.6562576294,-72.3198471069,"Cux2-CreERT2",99.5625047684,10.1041286592
"793",0.0483089979191,69.9879166667,0.182500009278,1.108285,4.02917333333,1.024784,-53.4062538147,-51.0520858765,-53.6125022888,119.94748,0.041235,1.10626,4.02732833333,1.023286,43.6562538147,47.8541692098,48.3062515259,148.749962449,0.018988551572,1.682696,-84.1375076294,110,75.2083307902,880,1.10593,4.026995,1.022996,-43.1250038147,-38.7812525431,-51.3500022888,1.12649,4.06467166667,1.682696,-59.8437538147,-59.8958358765,-84.1375076294,4.41229348086,4.33075763581,4.91315102802,-100.218757629,-83.5632095337,"Nr5a1-Cre",101.918753815,14.2881806979
"795",0.0150706330157,40.7922916667,0.308342022941,1.094485,2.49117666667,1.02476142857,-49.84375,-49.2187512716,-53.6562516349,240.612736,0.02068,1.09262,2.489345,1.023335,32.5000038147,35.4791679382,33.0848219735,301.562488079,0.0205476954579,1.74352857143,-66.0312521798,70,36.7083333333,350,1.09212,2.48887166667,1.02295857143,-36.78125,-35.4583346049,-44.5625016349,1.103575,2.50645833333,1.74352857143,-52.125,-54.2604179382,-66.0312521798,2.62405149872,2.74545380841,2.98648090943,-100.03125,-66.1851959229,"Rorb-IRES2-Cre",86.7410736084,24.5144354274
"826",0.0606745070807,103.245,-0.0150483226847,1.28824,11.8186733333,1.02796,-45.5000038147,-44.6458346049,-55.4296884537,89.159736,0.06864,1.2849,11.8155933333,1.023705,31.5937519073,35.0000038147,32.9609375,111.718788743,0.0348761491477,1.39433,-77.8359394073,170,269.875,0,1.28432,11.8150333333,1.023235,-38.90625,-36.7083333333,-45.7265644073,1.31904,11.83922,1.39433,-53.7187538147,-50.8020846049,-77.8359394073,3.72876822374,3.56737915758,3.64064645422,-89.4687576294,-77.2467803955,"Rbp4-Cre_KL100",88.3906259537,9.68569906533
"827",0.0248265692196,85.355,0.230329467701,1.209005,3.03675333333,1.02563666667,-57.2500038147,-57.6145858765,-61.1875025431,259.75872,0.05396,1.20534,3.03378,1.02354666667,28.5312519073,32.6458339691,28.385418574,218.593791127,0.0289874300361,1.48167833333,-82.5000050863,90,50.3749987284,610,1.20479,3.03328333333,1.02311,-42.65625,-45.1562538147,-53.427087148,1.23015,3.06877833333,1.48167833333,-62.3125038147,-63.9270858765,-82.5000050863,3.51427387468,3.85410220879,3.94991310199,-102.000007629,-81.9060440063,"Rorb-IRES2-Cre",89.5729211171,11.7157752914
"828",0.135492200732,60.6128571429,0.12797618634,1.061195,4.911585,1.025205,-51.9375,-50.4375038147,-55.1687522888,227.135744,0.014835,1.05888,4.90893,1.0233,42.75,45.84375,43.0750015259,130.31257689,0.00892730802298,1.576434,-72.1250030518,210,97.25,600,1.058485,4.90854,1.022956,-39.21875,-36.375,-45.2625007629,1.066395,4.925565,1.576434,-54.5937538147,-56.46875,-72.1250030518,3.7668851033,3.60817924181,3.67303295027,-85.6562576294,-71.0000686646,"Rorb-IRES2-Cre",98.2437538147,16.4981498503
"832",0.218844401393,247.38,0.176775147929,1.24794,3.66241333333,1.02492,-47.4375038147,-48.2500025431,-51.5062522888,268.338656,0.11532,1.24594,3.66048666667,1.023332,39.3125,40.7500025431,40.9687507629,193.437352777,0.0247239135206,1.54388,-75.7375030518,70,65.9999987284,720,1.2455,3.66006666667,1.022968,-36.3437538147,-35.1770846049,-45.5500007629,1.26884,3.67991333333,1.54388,-53.7812538147,-54.3854179382,-75.7375030518,3.42041021341,3.33968686397,3.76069887458,-95.46875,-74.2120742798,"Nr5a1-Cre",92.4750030518,4.04236397445
"842",0.00579257303429,64.7871428571,0.255468744705,1.19218,1.96206666667,1.02676,-53.7812538147,-55.1250038147,-55.958337148,344.80784,0.03632,1.18876,1.95879333333,1.02350666667,41.25,34.4791679382,35.9270852407,280.000001192,0.0829196795821,1.86789333333,-67.2395858765,29.9999980927,23.3333333333,330,1.1882,1.95815333333,1.02300666667,-46.8437538147,-48.5000025431,-48.3229204814,1.21744,2.02385333333,1.86789333333,-58.0000038147,-61.9791704814,-67.2395858765,4.28281630663,3.70048778344,4.14831523339,-98.3750076294,-67.2280197144,"Ctgf-T2A-dgCre",91.8854223887,15.4351612974
"853",0.0576653340035,53.2483333333,0.146420842699,1.09769,4.32404166667,1.02514166667,-47.4375,-47.5729166667,-49.0937512716,180.417056,0.032255,1.095685,4.321155,1.023475,43.5625,32.8125012716,26.2395833333,195.70311904,0.0432634502649,1.65973,-78.5416692098,110,82.5,730,1.09532,4.32067833333,1.02306833333,-31.2812519073,-32.3645846049,-40.15625,1.108045,4.33644,1.65973,-52.5000038147,-54.0833333333,-78.5416692098,3.2670119739,2.83778787716,2.8104909214,-98.28125,-77.2277679443,"Nr5a1-Cre",75.3333346049,18.7799305143
"855",0.0309022487016,71.6926923077,0.185820913588,1.31427,5.47155833333,1.02549833333,-44.90625,-45.6041679382,-49.4947923024,177.432224,0.067105,1.311085,5.469215,1.02328166667,28.1250019073,37.2395858765,30.7395849228,151.562571526,0.0225339084864,1.6032325,-80.0416679382,70,111.20833079,1060,1.31056,5.46878166667,1.02287916667,-33.90625,-31.8229198456,-36.6093762716,1.397835,5.524495,1.6032325,-56.46875,-52.3125038147,-80.0416679382,3.34763730866,3.70488871538,3.38922406632,-96,-79.0895767212,"Scnn1a-Tg2-Cre",80.2343772252,13.9484230235
"870",0.0146677684976,57.0815625,0.290214390278,1.192635,3.23992333333,1.024652,-44.5312538147,-44.3125,-49.7250022888,200.624128,0.064105,1.19082,3.238025,1.022901,39.7500038147,44.5729192098,41.5500007629,149.519309402,0.0320296883583,1.654306,-77.4750045776,50,55.4166679382,800,1.19044,3.23762833333,1.022569,-32.0625,-32.1562512716,-39.8937522888,1.23585,3.27276666667,1.654306,-53.9375038147,-50.8437538147,-77.4750045776,3.53888140586,3.51327841679,3.3878416403,-93.1562576294,-76.7724685669,"Rorb-IRES2-Cre",91.2750030518,17.5187916413
"875",0.0312285178579,62.092,0.0404191616766,1.14146,3.10372666667,1.025088,-54.40625,-57.2083346049,-57.7500030518,309.563808,0.03548,1.13876,3.10133333333,1.023292,41.8437538147,37.3333358765,36.9437522888,174.99999702,0.0597991719842,1.708472,-79.2750045776,70,51.9999987284,620,1.13834,3.10089333333,1.022912,-36.9375,-43.3229192098,-50.8312522888,1.15554,3.12479333333,1.708472,-59.3125038147,-63.9166692098,-79.2750045776,4.14023731153,4.0344185616,4.02774126858,-102.500007629,-77.4748916626,"Nr5a1-Cre",94.6937553406,16.1051343168
"881",0.0566028651935,81.5690909091,0.169352798826,1.117555,3.74352333333,1.02510625,-46.5,-47.5416704814,-49.3984384537,140.105984,0.03303,1.115465,3.74163666667,1.02344125,33.8125,35.6562538147,30.6328144073,122.187539935,0.27550688386,1.1253275,-66.8046875,90,68.0416666667,720,1.114935,3.74113666667,1.0230025,-38.4062538147,-38.6875025431,-43.6718759537,1.17109,3.807675,1.1253275,-56,-54.4166692098,-66.8046875,2.90088215145,2.89241344751,2.85308104889,-81.0312576294,-66.0431060791,"Rorb-IRES2-Cre",80.031252861,12.2595457281
"902",0.00303267783257,62.0013333333,0.213258860681,1.18172,4.45771666667,1.02466833333,-52.1250038147,-50.927087148,-53.8489602407,124.395336,0.031875,1.18031,4.45618,1.02337666667,48.3125038147,51.2500012716,47.9739602407,119.374923408,0.159605979919,1.08757916667,-69.9583396912,80,85.9166666667,610,1.179905,4.45577833333,1.02300916667,-46.7812538147,-45.4479179382,-48.2291692098,1.22623,4.50884333333,1.08757916667,-59.8125,-57.4687538147,-69.9583396912,3.16005550383,3.37394043085,3.11863141038,-81.40625,-67.953086853,"Rbp4-Cre_KL100",101.822920481,16.1286854046
"931",0.104571190413,132.15625,0.099348534202,1.217805,4.08294333333,1.025374,-47,-43.8020858765,-51.2062507629,142.759456,0.069205,1.215375,4.08036666667,1.023154,38.1875,43.2604166667,38.58125,122.343711555,0.0597714334726,1.435666,-72.8875,110,76.5,840,1.214805,4.079835,1.022722,-40.03125,-36.2604166667,-42.9062507629,1.258855,4.12704,1.435666,-55.03125,-51.1666666667,-72.8875,3.4543557908,3.8178296593,3.79499860761,-88,-71.6550292969,"Scnn1a-Tg2-Cre",89.7875007629,7.5668006621
"932",0.0151029032396,50.3936842105,0.290322578666,1.25452,2.52475333333,1.024952,-53.125,-52.114587148,-53.5000038147,332.505536,0.03358,1.25244,2.52287333333,1.02346,42.1562538147,42.3645846049,40.1750015259,353.749871254,0.0400684587657,1.783352,-71.8062515259,29.9999980927,37.5833333333,380,1.25198,2.52243333333,1.023092,-38.5625038147,-37.6875038147,-44.0687522888,1.26962,2.54098666667,1.783352,-58.5937538147,-56.7187538147,-71.8062515259,3.27471478971,3.26299579302,3.41409154048,-97.21875,-69.7652435303,"Cux2-CreERT2",93.6750053406,19.8437565276
"943",0.0551576635577,128.938333333,0.155724299065,1.25068,4.377055,1.026266,-47.125,-49.5625012716,-51.3187507629,170.021008,0.09216,1.24678,4.37395333333,1.023735,37.625,39.4375012716,40.5562507629,140.937611461,0.0726220905781,1.358333,-77.4125045776,90,83.7916666667,0,1.246275,4.37346333333,1.023289,-35.59375,-35.8229166667,-48.4562507629,1.30239,4.41451666667,1.358333,-55.09375,-55.7187512716,-77.4125045776,4.19830299883,3.95561678807,4.11174890672,-93.21875,-76.5253677368,"Scnn1a-Tg3-Cre",91.8750015259,7.75564546359
