"","input_resistance_mohm","ri","sag","vm_for_sag","vrest","height","binary_neuron","fast_trough_t_short_square","fast_trough_v_short_square","peak_t_short_square","peak_v_short_square","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_short_square","threshold_t_short_square","threshold_v_short_square","trough_t_short_square","trough_v_short_square","upstroke_downstroke_ratio_short_square"
"596",188.335168,138.906165957,0.0485048256814,-91.9062576294,-75.1282043457,93.5500053406,"Excitatory",1.024804,-47.5687530518,1.023296,45.9812522888,1.449436,-74.5437545776,900,1.02296,-45.3812530518,1.449436,-74.5437545776,4.21135890148
"599",107.965952,220.781207085,0.211056739092,-94.1875076294,-70.1241836548,80.6927134196,"Excitatory",1.02523583333,-53.9427115122,1.02348833333,26.7500019073,1.11303416667,-70.5312512716,530,1.023075,-42.4114596049,1.11303416667,-70.5312512716,2.48119498302
"603",112.589552,81.6517844796,0.0469314455986,-85.2187576294,-76.7064819336,84.5125053406,"Inhibitory",1.023659,-65.8500045776,1.023142,18.6625007629,1.303387,-76.8500015259,608,1.022906,-50.6562522888,1.303387,-76.8500030518,1.24495370149
"606",135.672768,165.625035763,0.0391024574637,-93.4375076294,-75.4109802246,102.993755341,"Excitatory",1.024842,-53.9750022888,1.023344,49.0187530518,1.37175,-75.7875045776,284,1.023037,-46.8125022888,1.37175,-75.7875045776,3.9709714335
"607",340.244064,363.593697548,0.148001074791,-105.281257629,-64.9419174194,96.6000053406,"Inhibitory",1.024488,-53.5250030518,1.023376,43.0750022888,1.365436,-65.5750015259,310,1.023052,-40.0250007629,1.365436,-65.5750015259,2.53061651547
"617",110.670464,78.4374624491,0.0179715771228,-87.3750076294,-78.4837493896,85.1328172684,"Inhibitory",1.023775,-60.851565361,1.02320625,24.2812519073,1.3092575,-78.7187538147,585,1.02299125,-43.6875019073,1.3092575,-78.7187538147,1.38475790994
"624",119.377832,105.156324804,0.0372542142868,-99.1875,-77.0609741211,86.1625019073,"Inhibitory",1.023939,-68.3875015259,1.023146,17.7750003815,1.47963,-77.8500015259,570,1.022872,-48.1875007629,1.47963,-77.8500015259,1.40589312661
"640",189.708464,204.374998808,0.281629174948,-96.21875,-72.1406173706,101.8125,"Inhibitory",1.02397,-65.5875,1.023254,36.225,1.57444,-72.3187515259,580,1.022935,-45.9562507629,1.57444,-72.3187515259,1.42967090052
"641",359.487168,217.85710752,0.155089214444,-89.3125,-65.5099563599,95.1937538147,"Excitatory",1.026148,-54.5937530518,1.023416,40.6000007629,1.25932,-66.2937545776,330,1.023044,-45.5562530518,1.25932,-66.2937545776,4.2591335312
"684",155.374656,140.937536955,0.0578350350261,-91.5625,-76.5860595703,91.8187545776,"Excitatory",1.025502,-50.9562522888,1.023504,40.8625022888,1.38886,-77.0062515259,880,1.023104,-48.4875022888,1.38886,-77.0062515259,3.71361731531
"685",59.547116,36.8750393391,0.0624788701534,-89.21875,-77.294883728,88.6625026703,"Inhibitory",1.023878,-64.4062515259,1.023307,24.2562511444,1.209065,-78.1125045776,1030,1.023062,-46.6937538147,1.209065,-78.1125045776,1.21379638988
"689",216.38368,140.468791127,0.0548031926155,-91.4375,-75.9048919678,85.1812530518,"Excitatory",1.025844,-49.3062515259,1.023308,35.8750015259,1.573455,-76.8062515259,1140,1.022956,-44.6250022888,1.573455,-76.8062515259,4.32608653537
"690",235.72216,176.651805639,0.0342785231769,-80.5625,-60.4437866211,95.1500061035,"Excitatory",1.025208,-54.8812530518,1.02344,40.2687530518,1.083552,-61.5437530518,310,1.02298,-44.5312522888,1.083552,-61.5437530518,2.66081634282
"694",139.61728,193.281248212,0.0893409028649,-98.34375,-77.2745437622,83.6250038147,"Excitatory",1.024775,-49.9375012716,1.02352333333,33.6875025431,1.532925,-78.0208409627,0,1.02316833333,-42.2395846049,1.532925,-78.0208409627,2.81720989411
"695",144.406752,129.799082875,0.0137624591589,-90.53125,-77.2036209106,93.5562538147,"Excitatory",1.025284,-47.4500007629,1.023472,46.1062530518,1.813144,-77.9437545776,949.999938965,1.023048,-49.3687515259,1.813144,-77.9437545776,4.55479312029
"706",128.474336,96.0937142372,0.0173782221973,-82.09375,-70.9221343994,79.3020855586,"Inhibitory",1.02830833333,-63.6718762716,1.0233075,15.630209287,1.40831583333,-71.6875038147,660,1.02298,-43.942712148,1.40831583333,-71.6875038147,2.50935501855
"712",180.518336,109.687462449,0.036167435348,-90.5937576294,-76.8645782471,99.5500053406,"Inhibitory",1.024039,-54.4375022888,1.023256,45.1125030518,1.317796,-77.6562545776,560,1.023017,-47.0250022888,1.317796,-77.6562545776,3.01739460574
"715",183.381344,189.06250596,0.11237899214,-96.0625,-74.3197021484,91.7687530518,"Inhibitory",1.024802,-55.8750030518,1.023393,35.89375,1.562677,-75.2750045776,510,1.022995,-45.2625007629,1.562677,-75.2750045776,2.7052080263
"737",123.602304,183.906242251,0.0519988760352,-87.6875076294,-66.8875732422,85.3020884196,"Excitatory",1.02659333333,-46.1458358765,1.02358666667,39.1562525431,1.42616,-66.9687550863,390,1.02308666667,-44.8854179382,1.42616,-66.9687550863,4.03528123007
"739",209.560032,251.093864441,0.0188205521554,-101.156257629,-77.4727020264,66.3937534332,"Excitatory",1.025593,-48.3937522888,1.023437,18.0000011444,1.86604,-78.4375045776,690,1.023044,-37.8937507629,1.86604,-78.4375045776,2.74068572576
"746",91.158944,50.3125786781,0.0917242392898,-94.5937576294,-79.2038497925,86.8937568665,"Inhibitory",1.023594,-72.6187561035,1.023052,14.2750007629,1.1183,-80.2250030518,839.999938965,1.022839,-54.7437530518,1.1183,-80.2250030518,1.34700784768
"764",185.442624,142.187535763,0.0362740457058,-95.46875,-79.633972168,79.9562538147,"Excitatory",1.025052,-49.4375022888,1.023476,30.5187515259,1.645736,-80.0875061035,180,1.023016,-40.6000030518,1.645736,-80.0875061035,2.60675427647
"791",287.679552,221.093714237,0.0425620898604,-97.3437576294,-74.0521774292,76.3125034968,"Inhibitory",1.02406416667,-58.6927108765,1.023225,17.6197926203,1.28609166667,-74.833337148,349.999974569,1.02295166667,-43.2031275431,1.28609166667,-74.833337148,1.59107339004
"792",174.659088,214.062571526,0.0316042676568,-94.0000076294,-70.1578445435,86.2312522888,"Excitatory",1.024648,-53.11875,1.023164,33.1125022888,1.669068,-71.2625045776,800,1.022784,-46.7062538147,1.669068,-71.2625045776,3.56024067084
"793",119.94748,148.749962449,0.018988551572,-100.218757629,-83.5632095337,101.918753815,"Excitatory",1.024784,-53.6125022888,1.023286,48.3062515259,1.682696,-84.1375076294,880,1.022996,-51.3500022888,1.682696,-84.1375076294,4.91315102802
"796",204.189664,213.124960661,0.029558127746,-101,-76.9283905029,91.697921435,"Excitatory",1.02516166667,-56.5885448456,1.02342166667,35.1093765895,1.52019333333,-77.7500038147,180,1.0230475,-47.6197942098,1.52019333333,-77.7500050863,3.27418086617
"803",158.493728,179.687425494,0.0293397717178,-89.625,-69.3307876587,82.4562519073,"Inhibitory",1.023764,-60.6437515259,1.02269,21.8125003815,1.272053,-70.5812545776,440,1.02235,-45.6062522888,1.272053,-70.5812545776,1.56958556061
"805",171.58592,197.968706489,0.125142410398,-88.875,-70.4693603516,89.5156275431,"Excitatory",1.02498583333,-49.1041679382,1.02338166667,40.4114596049,1.27316916667,-72.0833358765,800,1.02301333333,-43.4218781789,1.27316916667,-72.0833358765,3.1320482404
"806",242.403264,251.56250596,0.00831763353199,-93.21875,-65.2991027832,75.3437538147,"Inhibitory",1.024079,-57.7250022888,1.023063,17.6187515259,1.680035,-67.2750030518,370,1.022771,-44.5812522888,1.680035,-67.2750030518,1.86401367038
"808",306.119712,243.59382689,0.230195939541,-96.8750076294,-68.3530731201,85.2187547684,"Inhibitory",1.024665,-55.0468788147,1.0234,30.1718759537,1.41071,-69.0078144073,260,1.023065,-44.8750019073,1.41071,-69.0078163147,2.46690311526
"814",235.200512,190.178707242,0.0598619915545,-92.5,-70.5497512817,93.5625038147,"Inhibitory",1.024425,-60.9218769073,1.0234125,32.6406269073,1.4431425,-71.0468788147,390,1.02306,-46.1875,1.4431425,-71.0468788147,1.96029944833
"823",199.913696,101.5625,0.0859844386578,-90.9062576294,-78.3937988281,96.5078148842,"Inhibitory",1.02435375,-64.3828125,1.02337875,32.1250023842,1.712455,-78.8671913147,540,1.0230475,-46.390625,1.712455,-78.8671913147,1.73127402147
"824",163.894976,173.124969006,0.091422341764,-97.1562576294,-77.813873291,93.171880722,"Excitatory",1.02692,-51.9218788147,1.0236075,41.2500019073,1.5850925,-78.1562538147,900,1.0231225,-46.9687519073,1.5850925,-78.1562538147,3.37189113944
"826",89.159736,111.718788743,0.0348761491477,-89.4687576294,-77.2467803955,88.3906259537,"Excitatory",1.02796,-55.4296884537,1.023705,32.9609375,1.39433,-77.8359394073,0,1.023235,-45.7265644073,1.39433,-77.8359394073,3.64064645422
"847",338.927264,191.562384367,0.0298675894737,-97.7812576294,-76.0891113281,93.6953134537,"Excitatory",1.0250525,-49.1953125,1.02340625,44.5000009537,1.50979625,-77.6015644073,840,1.0230225,-45.6250019073,1.50979625,-77.6015644073,3.7133648132
"850",155.321072,156.093791127,0.0351201109588,-95.8125076294,-78.3591156006,102.406253815,"Excitatory",1.025514,-51.3375015259,1.023357,51.0687522888,1.592185,-79.2312545776,780,1.023014,-46.7687522888,1.592185,-79.2312545776,4.76744168122
"853",180.417056,195.70311904,0.0432634502649,-98.28125,-77.2277679443,75.3333346049,"Excitatory",1.02514166667,-49.0937512716,1.023475,26.2395833333,1.65973,-78.5416692098,730,1.02306833333,-40.15625,1.65973,-78.5416692098,2.8104909214
"861",106.975416,155.156210065,0.0340365059674,-90.4062576294,-74.0390396118,80.4062541326,"Excitatory",1.02544333333,-51.7500025431,1.02345833333,28.6562515895,1.2004425,-74.9687550863,155,1.02304166667,-36.9531256358,1.2004425,-74.9687550863,2.71402341413
"863",145.749248,125.669509172,0.110391393304,-93.71875,-80.1582565308,97.6000045776,"Excitatory",1.025402,-60.7875022888,1.02353,36.8125022888,1.317435,-81.2625,790,1.023094,-55.5437522888,1.317435,-81.2625,3.42528472239
"864",228.920896,273.4375,0.0697836056352,-99.3437576294,-78.4320907593,94.7031259537,"Inhibitory",1.0242725,-63.6875,1.02324,31.0156259537,1.86229,-78.671875,540,1.0229,-48.4687519073,1.86229,-78.671875,2.15954845101
"870",200.624128,149.519309402,0.0320296883583,-93.1562576294,-76.7724685669,91.2750030518,"Excitatory",1.024652,-49.7250022888,1.022901,41.5500007629,1.654306,-77.4750045776,800,1.022569,-39.8937522888,1.654306,-77.4750045776,3.3878416403
"878",416.23232,226.093783975,0.155992746353,-99.96875,-78.3579406738,94.6979204814,"Inhibitory",1.02418666667,-59.2500019073,1.02342666667,35.447918574,1.21874666667,-79.1927096049,300,1.02316333333,-47.6770858765,1.21874666667,-79.1927096049,2.22345331878
"879",160.450448,290.468782187,0.124691918492,-89.21875,-58.9267463684,78.7812530518,"Excitatory",1.024617,-47.4875022888,1.022642,31.2937507629,1.422133,-55.8187522888,640,1.02221,-41.4375015259,1.422133,-55.8187522888,3.16144794141
"886",129.452272,178.125008941,0.0289575643837,-91.375,-70.5754852295,102.331254578,"Excitatory",1.024553,-53.0562515259,1.023331,49.2750030518,1.588396,-71.5625045776,499.999969482,1.023019,-44.6125030518,1.588396,-71.5625045776,3.51434229056
"897",149.703568,103.281363845,0.0613643974066,-89.3750076294,-77.5536880493,81.6354166667,"Inhibitory",1.02682166667,-66.3541666667,1.023345,15.28125,1.38605333333,-78.1875,353.333333333,1.02302666667,-44.4791666667,1.38605333333,-78.1875,1.67123752944
"898",124.348424,85.2678567171,0.0462696291506,-94.625,-75.4902877808,77.7937511444,"Inhibitory",1.02388,-60.3000007629,1.023222,17.4937503815,1.189003,-76.3125030518,630,1.02299,-45.925,1.189003,-76.3125030518,1.38406697219
"906",139.138,189.687535167,0.146253287792,-95.65625,-75.4081039429,65.8250041962,"Excitatory",1.025127,-44.9187530518,1.023526,20.9062511444,1.433224,-75.7437515259,0,1.023164,-31.0687511444,1.433224,-75.7437530518,2.20132786275
"915",235.951264,232.031360269,0.0108916340396,-99.40625,-75.2405853271,90.6812530518,"Excitatory",1.025801,-54.4500022888,1.02341,36.2312507629,1.327289,-74.74375,610,1.022932,-41.6812507629,1.327289,-74.74375,3.3846832252
"916",174.62296,143.906280398,0.0627813786268,-89.9375,-73.186340332,106.518751526,"Inhibitory",1.024225,-65.35,1.023392,41.1687515259,1.514132,-74.2687530518,0,1.023074,-49.6500015259,1.514132,-74.2687530518,1.80863599279
"919",111.396192,90.3124585748,0.18500906229,-77.5312576294,-66.5565338135,95.6625038147,"Inhibitory",1.024932,-51.1250015259,1.023444,44.5375022888,1.092216,-67.8437530518,949.999938965,1.023084,-44.7187515259,1.092216,-67.8437530518,3.02994685529
"920",499.737088,421.093732119,0.124511115253,-102.03125,-67.2419128418,89.6875050863,"Inhibitory",1.02478666667,-61.520837148,1.02355333333,28.1666679382,1.59589333333,-68.5520884196,270,1.02312666667,-42.7500025431,1.59589333333,-68.5520884196,1.72379252961
"921",158.85984,248.125001788,0.0537547953427,-96.2187576294,-73.4638595581,85.6000038147,"Excitatory",1.02464,-51.4812530518,1.023282,34.1187507629,1.603381,-75.9250045776,680,1.022924,-43.1062522888,1.603381,-75.9250045776,2.80324024751
"939",119.131568,107.343748212,0.0506856925786,-83.5937576294,-70.3413925171,91.5104217529,"Excitatory",1.02479333333,-49.5937538147,1.02343666667,41.9166679382,1.80337833333,-71.0833409627,0,1.02309166667,-46.177087148,1.80337833333,-71.0833409627,3.21456795201
