"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","binary_neuron"
"647",0.00330072503969,19.1214705882,0.792293831381,1.76827,15.0732383333,1.024037,-55.6562538147,-55.3750025431,-63.2937538147,140.16848,0.0135,1.7671,15.07213,1.023251,9.46875,12.5104173024,29.4375011444,80.62492311,0.0221640095115,1.465079,-81.4000015259,310,351.291666667,462,1.76671,15.0717366667,1.022955,-39.2187538147,-31.4479192098,-46.1562522888,1.768415,15.0734733333,1.465079,-55.8125038147,-55.6354192098,-81.4000015259,1.48061877648,1.21183758936,1.55387776654,-100.156257629,-80.1982574463,"Pvalb-IRES-Cre",92.7312549591,"Inhibitory"
"668",0.000943977306649,9.585,1.00070296524,1.95154,19.543765,1.02401333333,-61.2187538147,-57.8437525431,-65.8177108765,90.62504,0.261185,1.950765,19.5429283333,1.02334583333,0,7.08333349228,12.1875006358,54.5313283801,0.031324185431,1.42596,-81.5989634196,550,463.041687012,0,1.950405,19.5426066667,1.0230725,-36.4062538147,-36.7291679382,-53.0572942098,1.951615,19.5438916667,1.42596,-61.34375,-58.020837148,-81.5989634196,0.960085556486,1.28565921998,1.36474011426,-87.9062576294,-81.3541107178,"Pvalb-IRES-Cre",78.0052115122,"Inhibitory"
"682",0.00759860100272,24.254,0.382142872537,1.07491,4.97870833333,1.025528,-52.0312538147,-49.0104179382,-57.7312515259,292.972032,0.02301,1.073005,4.97642333333,1.023406,28.75,23.4479166667,9.43125019073,240.625008941,0.133915573359,1.057903,-67.6062530518,90,98.9166666667,360,1.072475,4.975825,1.022981,-32.46875,-31.5312506358,-33.24375,1.074915,4.98155333333,1.057903,-52.09375,-49.4166679382,-67.6062530518,2.16049748217,2.03585797963,1.77344231261,-92.875,-66.4022827148,"Htr3a-Cre_NO152",67.1625017166,"Inhibitory"
"683",0.0105384814647,27.464,0.494262303916,1.08215,1.77983333333,1.024225,-58.7500038147,-58.3125038147,-59.0468769073,299.770752,0.012765,1.08092,1.77847166667,1.022655,26.9375019073,22.8333339691,20.25,570.312440395,0.073336020112,1.3065375,-62.6562519073,15.0000009537,18.9166666667,270,1.08054,1.77806833333,1.0223,-45.5000038147,-45.7812525431,-44.109375,1.082365,1.78913166667,1.3065375,-58.8750038147,-58.927087148,-62.656255722,2.47773798243,2.44549333213,2.40282997767,-80.4375,-61.2859649658,"Sst-IRES-Cre",79.2968769073,"Inhibitory"
"712",0.257162987318,21.29,0.0682539711013,1.07082,5.53119166667,1.024039,-56.15625,-51.2500025431,-54.4375022888,180.518336,0.020795,1.069855,5.52995833333,1.023256,40.59375,37.6354179382,45.1125030518,109.687462449,0.036167435348,1.317796,-77.6562545776,130,112.70833079,560,1.069565,5.52963666667,1.023017,-41.9062538147,-35.2395846049,-47.0250022888,1.070825,5.54566666667,1.317796,-56.1875038147,-52.8333358765,-77.6562545776,2.75788807531,2.78024970706,3.01739460574,-90.5937576294,-76.8645782471,"Htr3a-Cre_NO152",99.5500053406,"Inhibitory"
"729",0.113162866645,57.6975,0.225714285714,1.151055,5.15984666667,1.0252725,-57.3750038147,-57.958337148,-62.2656259537,193.912288,0.032215,1.149355,5.15796,1.02370875,21.875,27.6354173024,23.0625009537,199.375003576,0.100278250873,1.6648775,-77.5625019073,130,103.458333333,680,1.14882,5.15741833333,1.02322625,-44.75,-42.8958333333,-52.0234394073,1.15136,5.16718833333,1.6648775,-57.5312538147,-58.8125025431,-77.5625019073,2.27591865723,2.47226915682,2.08115117527,-100.03125,-77.7931594849,"Sst-IRES-Cre",85.3281269073,"Inhibitory"
"743",0.0860233171159,100.093888889,0.0290178571429,1.527605,3.30534333333,1.0245975,-51.9375,-52.3020858765,-59.8203163147,229.234208,0.05926,1.526175,3.304095,1.02341875,12.8125009537,23.2708339691,6.74218773842,310.468792915,0.0298002120107,1.5943325,-72.5234413147,50,57.0833307902,147.5,1.52576,3.30367666667,1.02310625,-39.8437538147,-38.9479204814,-40.5390663147,2.01366,3.30536333333,1.5943325,-54.25,-52.3645846049,-72.5234413147,2.11923304566,2.1337505561,1.7416307032,-100,-72.0027618408,"Sst-IRES-Cre",66.5625040531,"Inhibitory"
"747",0.15961435458,9.335,1.30312494424,1.03355,14.721075,1.024145,-65.0937576294,-51.2968788147,-63.4609413147,189.245936,0.00634,1.03282,14.7198325,1.02339375,23.7187519073,0.125000238419,31.9375004768,123.593829572,0.0374567583203,1.59112625,-72.8515644073,209.999984741,342.4375,430.000030518,1.032515,14.71933,1.0230925,-39.3437538147,-29.0000019073,-46.9609384537,1.033635,14.7210925,1.59112625,-65.25,-51.3750019073,-72.8515663147,1.41384831307,0.916588827391,1.50271819694,-100.09375,-72.1898574829,"Pvalb-IRES-Cre",95.3984417915,"Inhibitory"
"754",0.000151925912318,9.16579439252,0.781818196803,1.0572,15.20138,1.023428,-54.9062538147,-50.3541704814,-58.6062515259,127.00416,0.01134,1.0565,15.2004733333,1.022788,18.9687519073,17.9375006358,28.9562515259,82.03125,0.0204274095595,1.337068,-72.5250015259,430,354.5,800,1.05614,15.2000733333,1.022508,-30.2500019073,-26.1770846049,-42.8062522888,1.05722,15.2014533333,1.337068,-54.9375038147,-50.4479179382,-72.5250015259,1.12319367224,1.18324550354,1.39538133123,-81.375,-72.513130188,"Pvalb-IRES-Cre",87.5625030518,"Inhibitory"
"791",0.00154682015496,10.8505494505,1.23291365285,1.03365,7.674715,1.02406416667,-56.9687538147,-52.9895858765,-58.6927108765,287.679552,0.00812,1.03277,7.67335833333,1.023225,13.4062509537,6.21875047684,17.6197926203,221.093714237,0.0425620898604,1.28609166667,-74.833337148,170,166.291666667,349.999974569,1.03246,7.67291666667,1.02295166667,-33.8125,-26.0520852407,-43.2031275431,1.03375,7.67562166667,1.28609166667,-57.03125,-53.4895858765,-74.833337148,1.42382453871,1.10661698686,1.59107339004,-97.3437576294,-74.0521774292,"Pvalb-IRES-Cre",76.3125034968,"Inhibitory"
"799",0.00523644428043,3.82833333333,1.64510904338,1.024975,14.96924,1.02374625,-66.0625,-59.6666704814,-65.8125019073,132.16292,0.002955,1.024425,14.9685383333,1.02310125,-0.281250029802,3.42708337307,5.22656279802,85.1562470198,0.0184759330004,1.2943275,-72.4609413147,400,348.708323161,367.499977112,1.02419,14.9682216667,1.0228675,-50,-35.0625019073,-51.0937509537,1.02498,14.9692683333,1.2943275,-66.09375,-59.7604179382,-72.4609413147,1.30883421463,1.07256611112,1.31154245461,-91.7187576294,-72.2055664062,"Pvalb-IRES-Cre",71.0390647054,"Inhibitory"
"800",0.00163604642848,10.4561702128,1.21780337955,1.03304,13.26153,1.023713,-65.0000076294,-59.8958358765,-65.1375015259,152.475808,0.00894,1.03257,13.2609733333,1.023252,16,13.2604173024,22.7062515259,95.4688638449,0.0669051557779,1.36675,-77.6500061035,370,306.041666667,0,1.032295,13.260685,1.023035,-34,-31.2187506358,-46.6000022888,1.03304,13.2615483333,1.36675,-65.0000076294,-59.9687525431,-77.6500061035,1.00082408414,0.978187124193,1.17020773803,-87.875,-76.941947937,"Pvalb-IRES-Cre",87.8437530518,"Inhibitory"
"801",0.0593433997166,25.06,0.0339241403758,1.07928,2.25154,1.02578,-55.5312538147,-54.2187538147,-56.9375038147,291.40352,0.0126,1.07698,2.24914,1.02325,27.7812519073,26.5000019073,33.0781269073,259.375393391,0.0696748644114,1.70408,-65.2343788147,40,30.75,239.999984741,1.07652,2.24862,1.02287,-40.21875,-38.2500038147,-43.1718769073,1.08062,2.25328,1.70408,-56.0312538147,-55.03125,-65.2343788147,2.99858582678,2.82830099599,3.30179538364,-85.2187576294,-63.4668731689,"Vip-IRES-Cre",90.015630722,"Inhibitory"
"803",0.022820739009,53.4323529412,0.362352552293,1.079825,5.80780833333,1.023764,-57.1875,-55.9791704814,-60.6437515259,158.493728,0.016055,1.078845,5.80683833333,1.02269,24.7500019073,26.9895839691,21.8125003815,179.687425494,0.0293397717178,1.272053,-70.5812545776,110,119.66666158,440,1.07846,5.80641333333,1.02235,-45.15625,-43.9270858765,-45.6062522888,1.079855,5.80787666667,1.272053,-57.3125038147,-56.083337148,-70.5812545776,1.5880351631,1.55108388653,1.56958556061,-89.625,-69.3307876587,"Sst-IRES-Cre",82.4562519073,"Inhibitory"
"817",0.0897806572898,61.0285714286,0.244081265244,1.11664,2.18262666667,1.02454333333,-56.0312538147,-56.9687538147,-59.9635442098,279.408608,0.02654,1.11548,2.18146666667,1.02346333333,26,27.8958352407,28.5625012716,301.875025034,0.0287001095712,1.55708333333,-61.5625019073,29.9999980927,29.0416673024,340,1.11496,2.18094666667,1.02301,-41.3437538147,-40.8125025431,-44.7604192098,1.11674,2.18268666667,1.55708333333,-56.1250038147,-57.0312538147,-61.5625025431,1.64459202171,1.58954169096,1.71304759136,-93.71875,-60.2090263367,"Chrna2-Cre_OE25",88.5260454814,"Inhibitory"
"856",0.0210236008657,45.4123809524,0.4836,1.167185,3.19495166667,1.024626,-66.2187576294,-60.5729204814,-65.8812545776,420.55984,0.03293,1.166175,3.19389666667,1.023606,36.125,39.6354166667,37.8062515259,271.09375596,0.0829202905297,1.697575,-80.9500045776,40,54.375,440,1.16574,3.19343666667,1.02319,-48.90625,-41.3958346049,-50.1187530518,1.16725,3.19499333333,1.697575,-66.4375076294,-60.6666679382,-80.9500045776,1.7496771501,1.69340372022,1.79180456804,-99.375,-81.6468811035,"Sst-IRES-Cre",103.687506104,"Inhibitory"
"873",0.00220872396383,21.4192222222,0.899621221365,1.08078,5.6637225,1.02454666667,-60.4687538147,-61.3437519073,-64.5729166667,297.533312,0.01573,1.079565,5.66262,1.02341833333,13.8125,19.3281259537,18.5312506358,235.624998808,0.0870126709342,1.52408666667,-72.4166692098,110,116.0625,0,1.079185,5.662215,1.02308833333,-32.59375,-30.7968759537,-41.7604166667,1.080845,5.66381,1.52408666667,-60.625,-61.4843769073,-72.4166692098,1.33250522775,1.24504730579,1.50020251036,-97.5937576294,-71.8459243774,"Sst-IRES-Cre",83.1041673024,"Inhibitory"
"900",0.0277129709221,37.0846,0.272386058539,1.154995,2.05013833333,1.02425875,-56.9062538147,-56.5520846049,-60.7500009537,371.07264,0.02106,1.153815,2.04903333333,1.02320875,26.03125,34.5000012716,33.5390625,430.468857288,0.132928401232,1.61479875,-66.4921875,20,25.7083333333,360,1.15331,2.04849833333,1.02275625,-41.96875,-39.1770846049,-42.9375,1.155015,2.050175,1.61479875,-56.9375,-56.6562512716,-66.4921875,1.60071452324,1.51484943129,1.60684992389,-98.6250076294,-65.1735992432,"Gad2-IRES-Cre",94.2890634537,"Inhibitory"
"904",0.00107039213886,14.3442647059,0.464662626852,1.03738,16.8289266667,1.02407333333,-56.3125,-50.3437538147,-58.416668574,123.677776,0.01797,1.036495,16.8276733333,1.0232275,6.56250047684,3.22916674614,14.9583338102,75.7812857628,0.0207272395492,1.4518675,-79.9010442098,400,395.208343506,808.333282471,1.03616,16.8272533333,1.02295083333,-34.84375,-27.6979179382,-43.8697954814,1.037435,16.8306566667,1.4518675,-56.3750038147,-50.9479192098,-79.9010442098,1.3303669765,1.04886592468,1.48994439448,-88.46875,-79.4327468872,"Pvalb-IRES-Cre",73.3750023842,"Inhibitory"
"907",0.0382499771338,93.488,0.10767046137,1.14006,4.89949,1.024765,-46.4375,-46.5781288147,-50.617190361,134.641728,0.05748,1.138,4.89771,1.02329,41.1875038147,44.0156288147,41.015625,160.625115037,0.186788439751,1.444125,-75.140625,110,96.9375,1300,1.13756,4.89727,1.0229,-36.3437538147,-36.890625,-44.5078163147,1.18664,4.9464,1.444125,-53.1875,-55.2500038147,-75.140625,2.97829531655,2.98536559216,3.01812066242,-89.3750076294,-74.5188674927,"Chrna2-Cre_OE25",91.632815361,"Inhibitory"
"910",0.00275145160003,46.144,0.244483985765,1.81582,4.08458,1.02472,-51.8750038147,-50.9375038147,-56.3187530518,257.57456,0.04832,1.8134,4.08148,1.023408,26,26.3437519073,36.9312515259,209.709957242,0.0369084663689,1.456416,-69.2250061035,90,76.5,420,1.81296,4.081,1.02308,-34.3437538147,-31.7500019073,-39.0937507629,1.82436,4.0935,1.456416,-57.0000038147,-56.0625,-69.2250061035,2.76234906346,2.7635405616,2.41223264291,-90.21875,-68.157951355,"Nkx2-1-CreERT2",93.2500045776,"Inhibitory"
"916",0.0672948924371,32.16,0.346428589172,1.051485,8.52251833333,1.024225,-64.125,-60.5208333333,-65.35,174.62296,0.014025,1.05061,8.52152333333,1.023392,35.0625,27.5520833333,41.1687515259,143.906280398,0.0627813786268,1.514132,-74.2687530518,150,187.5,0,1.05027,8.52115333333,1.023074,-44.96875,-38.625,-49.6500015259,1.05153,8.52262666667,1.514132,-64.34375,-60.6979179382,-74.2687530518,1.8047332222,1.63568294548,1.80863599279,-89.9375,-73.186340332,"Sst-IRES-Cre",106.518751526,"Inhibitory"
"941",0.0160372490039,20.3547727273,0.489802631579,1.05293,2.94079,1.024841,-55.0937538147,-55.9791679382,-56.3062530518,367.354432,0.01012,1.051605,2.93897333333,1.023392,33,28.3333339691,37.9062522888,267.901778221,0.050167568028,1.530804,-65.7562515259,50,47.9583333333,44,1.05122,2.93848166667,1.023055,-42.2187538147,-37.3125025431,-43.8562522888,1.054275,2.94209666667,1.530804,-55.34375,-56.7187512716,-65.7562515259,2.4766649552,2.12582439507,2.57984931936,-93.625,-64.6769104004,"Htr3a-Cre_NO152",94.2125053406,"Inhibitory"
"952",0.00045601781324,74.6216666667,0.196428548548,1.65969,9.03180166667,1.028495,-54.5312538147,-56.2604192098,-62.8828144073,124.346704,0.040775,1.65523,9.02699,1.0233425,21.5,26.8958339691,24.4687504768,96.874922514,0.0689584165812,1.19967875,-70.3671894073,209.999984741,200.208333333,660,1.654815,9.02662166667,1.02304,-33,-34.3541666667,-39.156252861,1.66305,9.03506333333,1.19967875,-56.875,-57.9062525431,-70.3671894073,3.41061798354,3.89269120523,2.54022789309,-80.7187576294,-69.5428619385,"Htr3a-Cre_NO152",87.3515648842,"Inhibitory"
"963",0.0249372726984,12.5417647059,0.917168674699,1.036765,15.2687575,1.023975,-52.5000038147,-42.8125038147,-53.4187522888,121.202512,0.01024,1.03606,15.267635,1.023303,15.625,1.1875,24.0562515259,105.468638241,0.0845737978816,1.088214,-69.4187515259,270,356.1875,124,1.035755,15.2671675,1.023033,-30.6875019073,-24.1875019073,-42.0062515259,1.036815,15.2699175,1.088214,-52.5937538147,-43.109375,-69.4187515259,1.22859535258,0.979926334239,1.46440365804,-91.875,-68.587928772,"Pvalb-IRES-Cre",77.4750038147,"Inhibitory"
