"","input_resistance_mohm","ri","sag","vm_for_sag","vrest","transgenic_line","height","fast_trough_t_ramp","fast_trough_v_ramp","peak_t_ramp","peak_v_ramp","threshold_i_ramp","threshold_t_ramp","threshold_v_ramp","trough_t_ramp","trough_v_ramp","upstroke_downstroke_ratio_ramp"
"293",356.36832,262.890517711639,0.0778369456529617,-98.875,-73.1615219116211,"Sst-IRES-Cre",99.456251525879,5.09411833333333,-57.2187525431315,5.09322,37.9895858764648,101.833330790202,5.09283,-42.6770858764648,5.094165,-57.3541692097982,1.95910417440425
"296",332.315904,170.312494039536,0.0800907835364342,-99.46875,-73.2969207763672,"Htr3a-Cre_NO152",90.2656297683716,2.78916,-49.9843769073486,2.78721,23.7343759536743,44.1875,2.78669,-38.890625,2.79076,-50.4375019073486,2.62564958885569
"302",417.74864,570.625126361847,0.0364815033972263,-99.1250076293945,-60.1255912780762,"Chrna2-Cre_OE25",84.7656278610229,1.57634666666667,-56.2708358764648,1.5751,27.5520839691162,13.875,1.5746,-44.6458371480306,1.57645333333333,-56.4062525431315,1.9047810463053
"304",233.527488,247.209787368774,0.130555033683777,-102.65625,-75.7673873901367,"Chrna2-Cre_OE25",91.8697967529297,4.66291,-46.0625,4.66072,40.2968769073486,91.0624961853027,4.66012,-33.328125,4.69366,-53.7500019073486,2.79772871379347
"305",129.903104,65.6249970197678,0.0965977758169174,-80.15625,-72.0429763793945,"Pvalb-IRES-Cre",85.0937528610229,11.763725,-52.390625,11.7630225,19.0000019073486,268.5625,11.7627075,-29.1875009536743,11.7638075,-52.5156269073486,1.19715548916938
"306",228.97656,213.28116953373,0.0271111633628607,-95.875,-72.3847427368164,"Htr3a-Cre_NO152",83.2734417915344,5.48597166666667,-52.2916679382324,5.48148,23.7916685740153,111.541656494141,5.48101833333333,-35.1770833333333,5.49441166666667,-55.4583358764648,4.16383918285043
"313",177.478832,137.500002980232,0.0252450555562973,-92,-76.2554244995117,"Pvalb-IRES-Cre",68.3125,8.26136833333333,-56.0833358764648,8.260235,9.22916666666667,181,8.25986666666667,-29.1250006357829,8.26145,-56.2083346048991,1.28816347500095
"314",140.456,139.374956488609,0.0474112145602703,-88.5,-72.1893692016602,"Htr3a-Cre_NO152",87.8187538146973,8.93557333333333,-51.7291704813639,8.93286666666667,29.6250019073486,197.833333333333,8.93251,-36.34375,8.940745,-54.3750038146973,3.71892589120626
"322",74.373624,36.5624614059925,0.0477078333497047,-88.96875,-77.0860366821289,"Pvalb-IRES-Cre",94.968754196167,23.36902,-65.7187525431315,23.3684566666667,18.9791673024495,558.708333333333,23.368165,-37.6770858764648,23.369045,-65.8020884195964,1.10199412915138
"325",102.521304,61.5624599158764,0.0321450121700764,-89.3125,-80.8448028564453,"Htr3a-Cre_NO152",91.4312519073486,13.4380416666667,-55.2395846048991,13.432845,23.0416673024495,310.291666666667,13.4323783333333,-35.8541692097982,13.442365,-57.3229166666667,3.87924762704849
"327",87.087664,51.5625067055225,0.0474356599152088,-94.0000076293945,-80.1526336669922,"Pvalb-IRES-Cre",76.6437519073486,22.6526566666667,-56.9791679382324,22.651585,8.84375047683716,540.791666666667,22.65123,-31.302085240682,22.6529,-57.1979192097982,1.22724740845495
"330",184.305216,178.281292319298,0.0684260651469231,-93.625,-73.3044967651367,"Sst-IRES-Cre",98.2250045776367,5.51869,-59.3125038146973,5.51747666666667,35.9375038146973,112.416669209798,5.51702666666667,-43.9270846048991,5.51877833333333,-59.4479192097982,2.02042314872578
"331",391.213248,328.906267881393,0.0241032354533672,-100.156257629395,-76.1264419555664,"Sst-IRES-Cre",97.1875038146973,2.40779333333333,-60.9583346048991,2.40714666666667,37.9375025431315,34.625,2.406845,-48.6145846048991,2.40781333333333,-61.0520858764648,1.55372618957083
"340",191.326528,145.468786358833,0.0182432401925325,-88.6562576293945,-73.6837921142578,"Nkx2-1-CreERT2",93.9937538146973,7.274,-55.5312519073486,7.2696,36.1093769073486,156.25,7.26921,-31.4843759536743,7.2796,-58.8906269073486,3.87566688765533
"343",206.196992,186.562418937683,0.0656694322824478,-90.53125,-70.5390701293945,"Chat-IRES-Cre-neo",94.5312553405762,5.00179333333333,-49.3229192097982,5.00022,39.7812512715658,99.5,4.99975333333333,-41.7708358764648,5.00196,-49.5104166666667,3.05750430626738
"347",177.3468,118.437498807907,0.0252852868288755,-100.781257629395,-74.416374206543,"Pvalb-IRES-Cre",75.3437526702881,12.4325016666667,-52.3958346048991,12.4313333333333,7.5625,285.291656494141,12.43092,-29.0104179382324,12.4325616666667,-52.5104204813639,1.28601427275947
"348",115.145696,71.8751177191734,0.0232932921499014,-88.96875,-80.8073272705078,"Pvalb-IRES-Cre",92.1812561035156,15.6194016666667,-60.7291679382324,15.61867,19.2187519073486,364.958312988281,15.6183483333333,-34.8750038146973,15.61947,-60.8437525431315,1.22077108937814
"349",291.219424,193.437457084656,0.0550305172801018,-92.8437576293945,-71.5591354370117,"Vip-IRES-Cre",83.4437534332276,4.57231333333333,-46.9166692097982,4.57062666666667,26.8020846048991,88.75,4.57012,-36.8854166666667,4.58758,-48.2187525431315,2.62715243447289
"351",311.605952,485.000014305115,0.0322718136012554,-102.15625,-67.0113220214844,"Sst-IRES-Cre",94.1666717529297,2.0666,-58.0312512715658,2.065065,40.0416692097982,26.1250006357829,2.06459833333333,-36.1666679382324,2.06674666666667,-58.2083371480306,2.4737935320407
"352",114.496624,105.000108480453,0.108139015734196,-83.7812576293945,-72.0309982299805,"Chrna2-Cre_OE25",97.5390691757202,5.70866,-49.5520846048991,5.70508,45.0833358764648,117.125002543132,5.70462,-40.0000012715658,5.74733333333333,-56.8437538146973,4.82550712282788
"356",123.479544,112.187504768372,0.0678921714425087,-83.4375,-70.7862167358398,"Htr3a-Cre_NO152",89.6437545776367,8.48237,-48.5625,8.47848,32.109375,186.4375,8.47799,-38.5468769073486,8.4894575,-51.7812519073486,3.2456711884546
"361",192.72752,184.218749403954,0.0322502516210079,-93.8437576293945,-74.6732559204102,"Htr3a-Cre_NO152",92.3515653610229,3.9492,-56.0520871480306,3.94756666666667,35.0937525431315,73.2083333333333,3.94712666666667,-42.9895833333333,3.95683333333333,-56.3229192097982,2.9003067668476
"363",188.7088,216.718822717667,0.0732740610837936,-95.375,-71.9751281738281,"Chrna2-Cre_OE25",100.911463419596,4.56934,-61.8229204813639,4.56775333333333,43.6354204813639,88.7083333333333,4.56725333333333,-41.1979179382324,4.56954666666667,-62.0104192097982,2.43772068685903
"369",244.504784,136.875107884407,0.0122328987345099,-90.1562576293945,-74.8419723510742,"Nkx2-1-CreERT2",89.7625038146973,9.1454,-49.8750019073486,9.14387,4.328125,203.124992370605,9.14324,-30.7812509536743,9.14547,-49.9531288146973,0.862151531464479
"370",179.584672,115.000002086163,0.0793210864067078,-85.4687576293945,-71.0717086791992,"Pvalb-IRES-Cre",89.7187509536743,8.87785833333333,-61.3645833333333,8.87707166666667,21.4270833333333,196.458333333333,8.87672166666667,-35.25,8.87788666666667,-61.4895846048991,1.25196309781372
"378",110.398784,105.156250298023,0.0230337269604206,-83.4687576293945,-72.0595779418945,"Htr3a-Cre_NO152",83.7312530517579,9.98349166666667,-50.1979166666667,9.97782166666667,24.1458339691162,223.958333333333,9.97740666666667,-28.0104179382324,9.98712666666667,-52.0312525431315,3.45264013790449
"382",238.468528,219.06253695488,0.0861993804574013,-92.7187576293945,-68.8199691772461,"Nkx2-1-CreERT2",94.4166717529297,4.36856,-59.4166704813639,4.3654,29.3958339691162,83.625,4.3649,-42.5416692097982,4.37402,-63.3333358764648,2.95256652554855
"386",196.270208,276.250004768372,0.210300296545029,-100.40625,-70.5262680053711,"Htr3a-Cre_NO152",83.7937530517579,9.51896166666667,-47.4687512715658,9.51675,-1.55208337306976,212.41667175293,9.516055,-36.3437512715658,9.51951833333333,-47.7083358764648,1.83439965967457
"392",249.300176,240.781292319298,0.116980828344822,-82.5,-64.7840728759766,"Sst-IRES-Cre",109.856254577637,2.62018,-62.2343788146973,2.619105,46.7656269073486,39.9375,2.61863,-39.21875,2.6202225,-62.3593788146973,1.67573081423766
"394",345.971648,341.718673706055,0.0355428121984005,-101.968757629395,-74.6933822631836,"Chrna2-Cre_OE25",93.7321469443185,2.86658,-60.6953153610229,2.86494,38.4531278610229,46.09375,2.8644,-40.1875019073486,2.866785,-60.8984413146973,2.22230428025288
"396",313.030656,210.312455892563,0.0470303408801556,-95.2187576293945,-72.1218643188477,"Nkx2-1-CreERT2",92.7500045776368,3.69538,-51.9791679382324,3.69326666666667,36.4583346048991,66.7916666666667,3.69288666666667,-32.2083358764648,3.70458,-57.5104192097982,3.20845833743678
"403",117.1574,95.9821417927742,0.0352624356746674,-95.5000076293945,-75.1253509521484,"Pvalb-IRES-Cre",80.1250038146972,10.1581075,-57.1250019073486,10.1571925,17.7187509536743,228.437515258789,10.1568575,-32.7187519073486,10.15871,-57.5781269073486,1.23771311954198
"407",186.300512,122.812502086163,0.0104180900380015,-92.4375076293945,-79.4691696166992,"Pvalb-IRES-Cre",98.4687550862631,11.1810233333333,-61.9687525431315,11.180195,7.97916746139526,253.95832824707,11.1798133333333,-33.8958333333333,11.1810933333333,-62.1041679382324,0.927855852092643
"408",225.53072,131.250381469727,0.0613858103752136,-95.6875,-66.2035369873047,"Pvalb-IRES-Cre",71.5078160762786,8.397585,-55.2500012715658,8.39659166666667,7.25000047683716,184.416666666667,8.39621666666667,-32.6875012715658,8.39769333333333,-55.4062512715658,1.21028931520428
"410",297.908576,195.089280605316,0.0982809737324715,-93.0625076293945,-70.4354019165039,"Chat-IRES-Cre-neo",84.7343807220459,3.77542,-44.2031269073486,3.77326,35.1250019073486,68.875,3.77272,-38.2343769073486,3.79903,-45.6093769073486,3.28733519380531
"411",239.256544,210.156217217445,0.100539937615395,-96.1562576293945,-73.0956115722656,"Htr3a-Cre_NO152",99.2687538146973,5.127865,-50.2968788146973,5.126135,33.9218769073486,102.625,5.1257175,-34.734375,5.128005,-50.4375038146973,2.96601344401742
"413",153.387584,87.4999985098839,0.0302831251174212,-90.53125,-79.72119140625,"Pvalb-IRES-Cre",77.625,14.0142166666667,-54.8437512715658,14.0128466666667,3.125,324.833333333333,14.01239,-28.3020839691162,14.014975,-55.3229166666667,1.10962442664823
"416",192.807776,182.656213641167,0.0680871158838272,-97.5937576293945,-77.9012298583984,"Chrna2-Cre_OE25",95.6484422683715,4.44764666666667,-60.6562538146973,4.44636,34.0208371480306,85.625,4.4459,-43.2708371480306,4.44772,-60.7500025431315,2.12937930873722
"422",249.884064,210.937425494194,0.0435485690832138,-82.90625,-67.0247116088867,"Nkx2-1-CreERT2",95.4312553405762,4.67070666666667,-54.9687538146973,4.66745333333333,41.0833333333333,91.2083307902018,4.66706666666667,-34.3125012715658,4.67624666666667,-59.1354204813639,3.89047111571198
"423",133.1606,109.999999403954,0.0915253385901451,-85.71875,-74.1160736083984,"Pvalb-IRES-Cre",84.4187515258789,10.3233925,-59.6718769073486,10.322595,7.90625071525574,232.562515258789,10.322265,-32.3750028610229,10.3234875,-59.7812538146973,1.02494205259121
"429",225.907072,226.406291127205,0.0353129655122757,-99.5312576293945,-73.7278823852539,"Vip-IRES-Cre",92.1250030517579,2.12693333333333,-53.7812525431315,2.12499333333333,34.7708358764648,27.625,2.12444,-43.2083358764648,2.12711333333333,-53.9583371480306,2.62492478656118
"434",95.58364,87.1874988079071,0.0920467376708984,-89.7812576293945,-70.0180740356445,"Pvalb-IRES-Cre",83.5000019073486,16.038805,-61.3333371480306,16.0382116666667,13.7291679382324,375.416666666667,16.037915,-32.5000012715658,16.0388466666667,-61.4166692097982,0.969012318200541
"435",214.070112,162.544712424278,0.0740037932991982,-89.2500076293945,-70.6075286865234,"Sst-IRES-Cre",83.3312522888184,6.23836666666667,-58.6875025431315,6.237605,15.1250009536743,130.458330790202,6.237265,-35.2916704813639,6.23844166666667,-58.8437512715658,1.08552445812346
"440",181.62328,99.0623831748962,0.0307512935250998,-100.28125,-76.7705001831055,"Pvalb-IRES-Cre",87.5416695276896,8.56719666666667,-65.6979192097982,8.5666,14.5104166666667,188.666666666667,8.56630333333333,-40.21875,8.567225,-65.8229192097982,1.12733126458272
"445",184.970112,221.071422100067,0.104748919606209,-94.0000076293945,-72.0331649780273,"Sst-IRES-Cre",85.400004196167,6.04660833333333,-51.5937512715658,6.04560166666667,15.6562506357829,125.624994913737,6.04509333333333,-35.4791704813639,6.05772166666667,-52.3333371480306,1.37622995200176
"449",258.0088,320.535778999329,0.0329767949879169,-99.6562576293945,-70.0454711914062,"Sst-IRES-Cre",72.1953146457672,3.15227,-55.6354192097982,3.150885,18.3229173024495,53.25,3.15044,-44.4895833333333,3.152365,-55.71875,2.10882856369715
"451",273.04608,186.718717217445,0.0737541764974594,-92.46875,-71.5811462402344,"Sst-IRES-Cre",77.1875030517579,6.11671166666667,-50.0104192097982,6.115295,17.4583333333333,127.375,6.114805,-35.3854192097982,6.12984166666667,-53.0729166666667,1.84606547137109
"452",251.150864,289.531320333481,0.0597299821674824,-94.5000076293945,-62.701229095459,"Chrna2-Cre_OE25",96.5500053405762,3.04646,-48.34375,3.04421,43.2812519073486,50.5625,3.04361,-34.9218769073486,3.07381,-54.9218769073486,2.75413282363587
"458",208.152768,174.999997019768,0.0284262932837009,-80.65625,-68.0887222290039,"Nkx2-1-CreERT2",98.7395909627279,5.25066,-51.5625038146973,5.24884,40.1875,105.625,5.24836,-38.3125038146973,5.25762,-54.1875038146973,3.26637812113907
"460",297.790624,190.13400375843,0.0392634160816669,-94.4375,-73.6521224975586,"Pvalb-IRES-Cre",63.6093771457672,7.69839,-49.2968788146973,7.69654,-1.421875,166.875,7.6960725,-25.0625,7.6990725,-49.71875,0.982695671178265
"462",112.281272,66.5624216198921,0.0791119262576103,-97.53125,-82.11767578125,"Pvalb-IRES-Cre",73.9062509536744,15.868905,-57.0833346048991,15.868245,17.1875006357829,371.166666666667,15.86797,-35.8750012715658,15.8709883333333,-58.09375,1.28694904923223
"464",287.26896,292.812526226044,0.156620815396309,-102.500007629395,-69.3377838134766,"Sst-IRES-Cre",92.8593769073486,3.02344833333333,-55.9687525431315,3.02254833333333,35.3333333333333,50.0416666666667,3.02209666666667,-38.3958358764648,3.02351666666667,-56.0729204813639,1.39223392243462
"465",113.847168,103.281252086163,0.0338861607015133,-85.4375076293945,-74.3047332763672,"Htr3a-Cre_NO152",92.7562549591065,9.56864,-54.8541692097982,9.563925,24.7916679382324,213.583343505859,9.563485,-34.8437512715658,9.573465,-57.4375012715658,4.13068912829946
"469",231.135856,230.624958872795,0.217359259724617,-97.1562576293945,-72.4381256103516,"Sst-IRES-Cre",97.2437568664551,4.36870166666667,-54.2187525431315,4.36782,33.9583333333333,83.7083333333333,4.36741166666667,-34.2187512715658,4.368755,-54.3541692097982,1.52741993984529
"472",123.878368,92.5221890211105,0.0163599103689194,-87.0625,-77.2041091918945,"Pvalb-IRES-Cre",93.2291692097981,11.1787666666667,-64.6875025431315,11.1781633333333,14.9583342870077,253.916656494141,11.1778483333333,-38.4375,11.1788066666667,-64.8020858764648,1.03694141610976
"476",330.6896,204.687386751175,0.113529749214649,-87.2812576293945,-63.2645416259766,"Vip-IRES-Cre",92.6875038146973,2.37029,-52.1562519073486,2.36798,34.8359384536743,33.59375,2.36751,-37.3828134536743,2.37673,-53.2578144073486,3.45085526428845
"477",182.348176,168.906092643738,0.0618418902158737,-79.9062576293945,-61.2857704162598,"Chat-IRES-Cre-neo",93.4687538146972,2.22869333333333,-48.7916692097982,2.22722,37.8854192097982,30.1666660308838,2.22674666666667,-42.1875012715658,2.24551333333333,-49.4687525431315,2.60552702628612
"478",295.312768,207.656249403954,0.00674996199086308,-86.75,-64.1587371826172,"Nkx2-1-CreERT2",89.7343781789144,4.49406,-51.2812512715658,4.49058666666667,30.78125,86.75,4.49006,-36.0625025431315,4.50182,-55.8541704813639,3.75651530332117
"483",189.404256,214.464262127876,0.0666440650820732,-96.1250076293945,-71.5020294189453,"Sst-IRES-Cre",60.0468751192093,4.50351166666667,-51.4791692097982,4.501265,6.64583365122477,87,4.500765,-42.6979179382324,4.51684666666667,-52.5833358764648,2.20819307107133
"486",380.892416,291.406184434891,0.0525948405265808,-97.84375,-68.7102890014648,"Sst-IRES-Cre",81.8333377838135,3.6849,-56.0937538146973,3.68387,13,66.625,3.68341,-32.53125,3.68499,-56.2187538146973,1.02734656430858
"487",149.633568,111.562542617321,0.0461349040269852,-91.75,-78.3290176391602,"Htr3a-Cre_NO152",89.5781264305115,7.07012333333333,-55.7916679382324,7.06417666666667,25.7812506357829,151.125,7.06378833333333,-34.1979179382324,7.07798333333333,-59.0729192097982,4.29397969424639
"489",298.512128,460.491210222244,0.0713085681200027,-99.0312576293945,-72.7053756713867,"Sst-IRES-Cre",83.1812515258789,3.10093166666667,-57.5104179382324,3.09987666666667,28.0937506357829,51.9583333333333,3.09942666666667,-35.5208333333333,3.10098666666667,-57.6666679382324,1.5219677372589
"490",206.912064,138.281241059303,0.051396943628788,-94.46875,-79.3491287231445,"Pvalb-IRES-Cre",78.1830362592424,9.366915,-55.2916679382324,9.36608333333333,5.67708349227905,208.625,9.36572833333333,-33.5104179382324,9.36697,-55.3958346048991,1.02061066568445
"492",136.85368,84.6873819828033,0.00456018326804042,-82.0312576293945,-72.5855331420898,"Nkx2-1-CreERT2",81.6625019073486,12.35958,-55.0208371480306,12.35868,16.0416669845581,283.458333333333,12.3582933333333,-31.9479185740153,12.3596666666667,-55.1145871480306,1.29166978429379
"493",247.932016,320.468693971634,0.0631639063358307,-96.5,-61.7753524780273,"Chrna2-Cre_OE25",78.6614634195964,2.69528,-43.4166692097982,2.69332,33.3229179382324,41.7916666666667,2.69273333333333,-34.0000012715658,2.72340666666667,-50.9583371480306,2.71310353345737
"495",184.436208,114.531256258488,0.0726962611079216,-99.96875,-75.657829284668,"Pvalb-IRES-Cre",90.5000068664551,11.0822966666667,-57.2395871480306,11.0815316666667,18.0729166666667,251.500005086263,11.08118,-31.4270846048991,11.0823383333333,-57.3333358764648,1.17205806036075
"496",156.860064,114.062502980232,0.066166415810585,-97.3125,-73.1888122558594,"Pvalb-IRES-Cre",71.2812504768372,10.9939566666667,-53.9479166666667,10.9928183333333,14.5000003178914,249.291661580404,10.9924416666667,-30.5833339691162,10.99418,-54.1666679382324,1.40874271477166
"498",194.24152,197.343677282333,0.0626886636018753,-95.7500076293945,-74.2608337402344,"Sst-IRES-Cre",97.0312538146973,7.32656833333333,-55.6145846048991,7.32546833333333,32.083335240682,157.625,7.32500666666667,-33.9791679382324,7.326645,-55.7708358764648,1.60407115319704
"501",158.939984,167.946323752403,0.0235492996871471,-87.125,-68.3402709960938,"Sst-IRES-Cre",84.9625030517579,5.25976666666667,-58.4791692097982,5.25886166666667,29.9687512715658,105.958330790202,5.25851,-43.7916692097982,5.259845,-58.6354204813639,1.81198584684121
"506",112.529064,102.812580764294,0.00731829274445772,-82.4375,-70.6090240478516,"Htr3a-Cre_NO152",83.2864621480306,9.23269666666667,-50.5104166666667,9.22806,28.114585240682,205.166666666667,9.22763166666667,-34.2500012715658,9.23895,-53.3958346048991,4.11771057306993
"507",179.331648,139.375001192093,0.0724908262491226,-84.59375,-68.9802322387695,"Htr3a-Cre_NO152",85.2656272252401,7.38636166666667,-56.5937512715658,7.38456833333333,26.6666685740153,159.125,7.38414833333333,-36.5104166666667,7.39081333333333,-58.3645858764648,2.40484246574185
"511",166.71384,135.156214237213,0.054915577173233,-90.9062576293945,-76.0302276611328,"Sst-IRES-Cre",86.3750031789144,11.9573316666667,-55.5625038146973,11.9560283333333,8.75000047683716,273.375,11.9554983333333,-32.1041685740153,11.9574533333333,-55.6666704813639,1.14586533586799
"512",159.05984,97.3437875509262,0.0529963411390781,-86.8125,-76.2736892700195,"Pvalb-IRES-Cre",70.015625,16.2125883333333,-52.5833346048991,16.211815,5.17708333333333,379.791666666667,16.2114733333333,-30.9062512715658,16.2126316666667,-52.6875012715658,1.13465058076896
"513",543.598592,284.531354904175,0.0898909866809845,-100.40625,-71.9364929199219,"Vip-IRES-Cre",94.2187538146972,2.12318,-53.6041704813639,2.12144,39.3229179382324,27.5416666666667,2.12103333333333,-38.8645871480306,2.13920666666667,-58.0625025431315,3.19516994536824
"516",177.403792,194.531217217445,0.0566213354468346,-97.0312576293945,-75.5996322631836,"Sst-IRES-Cre",93.0625011444092,4.65930333333333,-61.6979204813639,4.658485,38.2083358764648,90.9166666666667,4.65811166666667,-46.7395871480306,4.65940166666667,-61.8645871480306,1.63975459508856
"519",284.958944,353.571385145187,0.138903766870499,-99.15625,-67.0185165405273,"Sst-IRES-Cre",92.9453177452088,2.650205,-60.4583371480306,2.64915333333333,37.8020846048991,40.75,2.64870166666667,-42.0208333333333,2.65031166666667,-60.5833371480306,1.70947777997483
"523",162.217536,119.374960660934,0.0418769866228104,-89.71875,-76.1159591674805,"Htr3a-Cre_NO152",86.4500026702881,8.10564833333333,-52.1145846048991,8.10002666666667,30.5625012715658,177,8.099615,-32.3541692097982,8.11407,-55.8229204813639,3.52906717870609
"528",100.862056,69.0625384449959,0.0332983806729317,-68.9062576293945,-60.5382995605469,"Pvalb-IRES-Cre",87.0687515258789,13.0889833333333,-59.3645846048991,13.0883916666667,11.8333333333333,301.708333333333,13.0880816666667,-35.5104166666667,13.0889983333333,-59.4270858764648,0.958977654468233
"530",144.421056,87.8124609589577,0.0859573483467102,-85,-76.0933303833008,"Htr3a-Cre_NO152",82.3187526702881,9.37526333333333,-54.1875025431315,9.369865,24.4791679382324,208.791656494141,9.36942166666667,-34.2604166666667,9.37878833333333,-55.6979192097982,4.10890911432934
"536",397.379712,243.906363844872,0.0763629674911499,-99.96875,-74.2015075683594,"Chat-IRES-Cre-neo",81.2687545776368,4.05799,-47.90625,4.05603,25.4218759536743,75.625,4.05553,-36.765625,4.05823,-48.0468788146973,2.73371841967335
"539",98.629136,70.1562091708183,0.0517433509230614,-84.1250076293945,-75.8124618530273,"Pvalb-IRES-Cre",85.9687557220459,17.4467066666667,-56.2604204813639,17.44602,18.0208346048991,410.625,17.4456933333333,-32.9895858764648,17.4467416666667,-56.3541679382324,1.29276780248407
"543",175.045392,139.531254768372,0.160879477858543,-90.71875,-74.6727905273438,"Sst-IRES-Cre",86.75,10.92467,-61.9479166666667,10.92386,19.5208346048991,247.583333333333,10.9235283333333,-34.75,10.9246933333333,-62.0937512715658,1.2340279243735
"555",192.310912,100.937500596046,0.0239616632461548,-99.46875,-82.914176940918,"Pvalb-IRES-Cre",78.1937526702881,12.754555,-45.1145833333333,12.7535333333333,2.25000003973643,293.291666666667,12.753105,-24.0937512715658,12.7547466666667,-45.3020846048991,0.902975085138402
"560",95.661408,80.6251466274261,0.0181947629898787,-89,-79.0847549438477,"Chat-IRES-Cre-neo",87.1312538146973,13.7987333333333,-48.7395833333333,13.7953866666667,18.9166685740153,319.375,13.7949133333333,-38.5937525431315,13.8034333333333,-51.3750025431315,3.57043441257982
"561",197.321888,133.928552269936,0.0159220937639475,-99.9062576293945,-78.8563385009766,"Pvalb-IRES-Cre",67.2625024318695,12.64228,-46.3125038146973,12.64095,-6.5,290.5,12.6405,-27.1875019073486,12.642355,-46.4531288146973,0.896876525865415
"562",86.9816,67.1876892447472,0.0677195191383362,-95.34375,-78.4479141235352,"Pvalb-IRES-Cre",85.893754196167,11.89613,-59.1250038146973,11.8951633333333,16.604167620341,271.875,11.8947966666667,-40.9687512715658,11.8962883333333,-59.3541679382324,1.40211622652386
"566",249.251248,207.65632390976,0.146811291575432,-96.9687576293945,-73.3074264526367,"Sst-IRES-Cre",88.1562544504801,5.871155,-56.8020846048991,5.87001166666667,19.3229173024495,121.208323160807,5.86955333333333,-25.3125012715658,5.87134166666667,-56.9791692097982,1.06142659347248
"567",282.994112,245.312497019768,0.0296181812882423,-92.40625,-72.5818023681641,"Sst-IRES-Cre",104.787502288818,3.2293375,-60.171875,3.22834,40.7500038146973,55.1874980926514,3.228005,-44.78125,3.229465,-60.4375,2.04918102963994
"573",315.241184,234.218791127205,0.0632673725485802,-97.5937576293945,-73.0428314208984,"Sst-IRES-Cre",105.062505722046,3.71755333333333,-62.9791704813639,3.71628666666667,31.5208333333333,67.4166666666667,3.7159,-46.7187512715658,3.71772666666667,-63.1458358764648,2.33332503482845
"581",152.807744,82.031175494194,0.041891623288393,-89.21875,-78.3183364868164,"Pvalb-IRES-Cre",94.2395846048991,15.5710166666667,-64.9062576293945,15.5702883333333,17.1875,363.749989827474,15.5699466666667,-34.4791679382324,15.571045,-64.9687525431315,1.05537166544857
"595",301.899872,328.125,0.019273217767477,-102.65625,-64.7194137573242,"Htr3a-Cre_NO152",88.0687549591065,2.34681166666667,-59.4687538146973,2.34594,35.46875,33.1249993642171,2.345535,-42.9583358764648,2.34687333333333,-59.5833358764648,1.5199308862088
"603",112.589552,81.6517844796181,0.0469314455986023,-85.2187576293945,-76.7064819335938,"Pvalb-IRES-Cre",84.5125053405762,15.38881,-60.7083358764648,15.3881466666667,9.85416698455811,359.208333333333,15.3878,-33.8333346048991,15.388845,-60.8020871480306,0.987123767655659
"607",340.244064,363.593697547913,0.148001074790955,-105.281257629395,-64.9419174194336,"Htr3a-Cre_NO152",96.6000053405762,2.52822,-47.0312525431315,2.52630666666667,45.5000012715658,37.6666666666667,2.52589333333333,-36.4062512715658,2.55296666666667,-51.8229192097982,3.94359030606289
"610",135.434912,128.906175494194,0.0333370417356491,-99.7500076293945,-75.9636688232422,"Pvalb-IRES-Cre",82.2062522888184,8.53784833333333,-62.4375038146973,8.53716333333333,19.0625012715658,187.875,8.53684333333334,-41.1666679382324,8.53788833333333,-62.5208371480306,1.17711676778191
"613",263.33368,166.093781590462,0.0261067450046539,-92.28125,-74.4759140014648,"Nkx2-1-CreERT2",87.4791701634725,6.03288,-49.6562512715658,6.03170666666667,15.6562503178914,125.291664123535,6.03126,-30.1354179382324,6.03328666666667,-49.8437525431315,1.28879433409241
"617",110.670464,78.4374624490738,0.0179715771228075,-87.3750076293945,-78.4837493896484,"Htr3a-Cre_NO152",85.1328172683715,12.22719,-56.7083371480306,12.2265716666667,20.9687512715658,280.166666666667,12.226295,-30.5520846048991,12.22725,-56.8125038146973,1.19174745774324
"623",198.45928,152.812540531158,0.0303231067955494,-83.59375,-66.5105972290039,"Htr3a-Cre_NO152",86.2083355585734,4.483705,-52.0000019073486,4.47898,20.328125,86.4375,4.4784725,-35.0312519073486,4.49038,-55.1562519073486,3.01075259145221
"624",119.377832,105.156324803829,0.0372542142868042,-99.1875,-77.0609741210938,"Pvalb-IRES-Cre",86.1625019073486,12.061205,-59.1354179382324,12.06024,13.7291666666667,276,12.0599033333333,-36.8645833333333,12.0612683333333,-59.2604166666667,1.40739590358128
"630",318.976576,203.906252980232,0.0408348329365253,-98.0937576293945,-75.6354217529297,"Sst-IRES-Cre",85.5859394073486,6.23983833333333,-54.8958346048991,6.23876333333333,19.7708339691162,130.458335876465,6.238325,-31.3333346048991,6.23992333333333,-55.0312525431315,1.28506222740161
"631",142.02304,90.937614440918,0.00733394920825958,-90.2500076293945,-80.3424911499023,"Vip-IRES-Cre",82.5000068664551,10.2420933333333,-50.5625025431315,10.2374066666667,24.7708339691162,230.416656494141,10.2368333333333,-46.2395858764648,10.2524133333333,-56.5520871480306,3.6233740305415
"632",230.450112,288.281261920929,0.0430564247071743,-94.25,-62.368049621582,"Sst-IRES-Cre",97.5156278610229,1.960725,-56.5937512715658,1.959395,36.75,23.5,1.95895666666667,-39.0208333333333,1.96075166666667,-56.6458346048991,2.2619829497464
