"","input_resistance_mohm","ri","sag","vm_for_sag","vrest","transgenic_line","height","adaptation","avg_isi","f_i_curve_slope","latency","firing_rate","fast_trough_t_long_square","fast_trough_v_long_square","peak_t_long_square","peak_v_long_square","threshold_i_long_square","threshold_t_long_square","threshold_v_long_square","trough_t_long_square","trough_v_long_square","upstroke_downstroke_ratio_long_square"
"210",459.790784,263.593733310699,0.0127053381875157,-101.250007629395,-77.0944213867188,"Scnn1a-Tg3-Cre",98.5437522888184,0.0141302591784169,50.4922222222222,0.235368659209176,0.03494,19.8050304777414,1.13964,-51.9062538146973,1.13752,44.8437538146973,50,1.13712,-36.21875,1.15494,-57.0000038146973,3.73799735184403
"215",204.612864,182.031333446503,0.0285894460976124,-93.5,-74.3327331542969,"Cux2-CreERT2",89.5500053405762,0.152785551721836,146.2475,0.262312731919077,0.062435,6.83772372177302,1.21408,-45.1875038146973,1.212065,42.125,90,1.211685,-32.625,1.239075,-53.6250038146973,2.98037206533788
"219",152.558272,251.874893903732,0.153638049960136,-97.7812576293945,-69.9340515136719,"Rbp4-Cre_KL100",92.2656294504801,0.0185935976250661,56.9271875,0.255769246118309,0.032505,17.5662990552625,1.1525,-51.0312538146973,1.150855,28.1250019073486,60.0000038146973,1.150305,-43.2812538146973,1.18056,-54.5000038146973,2.38290651106481
"224",186.281984,188.593819737434,0.0488955341279507,-94.9375,-74.1413345336914,"Rorb-IRES2-Cre",92.4437538146973,0.00864494338129165,57.665,0.234375009916044,0.05036,17.3415416630538,1.13602,-48.3750038146973,1.13368,36.1562538146973,130,1.13322,-37.6875038146973,1.14524,-55.03125,3.84101257292636
"231",158.781888,175.000041723251,0.03618074208498,-95.4062576293945,-78.551643371582,"Rorb-IRES2-Cre",96.0937553405762,0.207725089803042,141.385833333333,0.115174903046515,0.0459850000000002,7.07284440331718,1.11852,-51.7812538146973,1.11635,46.65625,90,1.116005,-42.5,1.14219,-57.8125038146973,4.31172561303337
"236",334.118944,278.794765472412,0.0985685810446739,-102.5,-74.1093292236328,"Ntsr1-Cre_GN220",103.512502288818,0.0226394565262977,59.69,0.196153846153846,0.038845,16.7532249958117,1.5342,-55.28125,1.52998,44.3125,70,1.52943,-36.5625038146973,1.5441,-58.84375,4.31481912564246
"239",354.501888,248.571425676346,0.103792816400528,-99.3437576293945,-75.8354644775391,"Scnn1a-Tg2-Cre",88.3250022888184,0.00710291180966301,52.2558333333333,0.271951219512195,0.0478350000000001,19.1366195161625,1.15829,-49.8750038146973,1.156405,32.0625,50,1.15598,-36.46875,1.1891,-59.8437538146973,3.00179795555668
"240",215.525728,180.468752980232,0.16572593152523,-98.1875076293945,-77.5682601928711,"Rbp4-Cre_KL100",83.0937538146972,0.206937365478637,123.719,0.129289952398979,0.0456400000000001,8.08283287126472,1.121995,-46.7187538146973,1.120075,40.7187538146973,90,1.11966,-39.8125,1.18822,-56.0937538146973,3.54815885301309
"244",94.737656,160.312458872795,0.0773743540048599,-91.0000076293945,-74.1493377685547,"Rorb-IRES2-Cre",97.9062561035157,0.0358613138775196,107.61,0.14633490137479,0.0769600000000001,9.29281665272744,1.19494,-46.1250038146973,1.19188,40.5,90,1.1914,-35.7812538146973,1.2331,-54.9375038146973,4.14364361028495
"245",205.579328,214.84375,0.0380297340452671,-94.625,-62.6768341064453,"Scnn1a-Tg3-Cre",85.8437530517579,0.0394658867122749,86.26,0.162322274881517,0.0433750000000002,11.5928587989798,1.11183,-48.4375038146973,1.10734,34.0937538146973,50,1.10685,-33.5,1.13387,-55.34375,3.92076141919248
"247",105.3152,155.781254172325,0.0507714226841927,-99.0625,-81.7539978027344,"Nr5a1-Cre",83.5416685740153,0.0320481522715745,63.9953571428572,0.152976201640235,0.0505500000000001,15.6261335922807,1.125425,-49.34375,1.123485,34,110,1.12306,-36.1562538146973,1.139325,-53.6875,3.05444884735435
"250",215.196992,254.062503576279,0.289511501789093,-95.28125,-77.1006546020508,"Rbp4-Cre_KL100",83.8203153610229,0.0101593608977913,61.953,0.235501066098081,0.0387000000000002,16.1412683808694,1.118045,-53.8125,1.115835,29.375,70,1.11537,-42.4687538146973,1.13476,-58.9375,2.92140439502026
"251",134.68496,146.09383046627,0.0842964947223663,-89.21875,-73.2192153930664,"Ntsr1-Cre_GN220",77.5812545776367,0.0314171806016772,80.3122727272727,0.149529071575169,0.046135,12.4513971033523,1.09785,-44.3750038146973,1.095845,30.0937519073486,190,1.095375,-32.2500038146973,1.110815,-45.53125,2.35459221302417
"256",159.277248,268.359363079071,0.0222496464848518,-96.9375076293945,-66.9598922729492,"Nr5a1-Cre",92.2968788146972,0.0406693969221849,65.5535714285714,0.218604651162791,0.02257,15.2546989921003,1.524835,-54.9062538146973,1.523005,33.1250038146973,40,1.522495,-42.5,1.54891,-60.1562538146973,2.44642500073718
"258",199.163616,128.786131739616,0.103579640388489,-86.5625076293945,-74.2342147827148,"Rbp4-Cre_KL100",89.6328163146972,0.00857220641801484,59.995,0.206250010984284,0.0383200000000001,16.6680556713059,1.12592,-50.4687538146973,1.12408,36.75,110,1.12364,-41.09375,1.16458,-59.1250038146973,2.95575700219302
"259",201.29512,82.6562866568565,0.0443052984774113,-85.28125,-76.6352844238281,"Ndnf-IRES2-dgCre",89.848962465922,0.00530259915392195,52.4047058823529,0.328124995401925,0.08436,19.0822557471265,1.83288,-49.9375,1.82996,26.9062519073486,230,1.82954,-36.6875,1.83792,-52.0312538146973,3.97926040233555
"260",121.16748,115.468673408031,0.122788280248642,-90.3125,-75.919319152832,"Ntsr1-Cre_GN220",96.7312530517578,0.0214200304135032,70.8525,0.192025071448655,0.0579350000000001,14.1138280230055,1.136395,-48.34375,1.13424,44.8125,209.999984741211,1.133805,-33.34375,1.147955,-48.96875,2.80983249760513
"263",184.926912,196.874961256981,0.0152577310800552,-94.7187576293945,-73.4410629272461,"Rorb-IRES2-Cre",97.9479192097982,0.0235217354638565,65.4935714285714,0.219878048780488,0.0560200000000002,15.2686741337754,1.20667,-49.9375,1.204295,42.5,50,1.203895,-37.5937538146973,1.23051,-56.5000038146973,4.13520298008773
"264",370.4088,201.874971389771,0.0250958018004894,-100.625007629395,-77.4324569702148,"Rorb-IRES2-Cre",98.5625030517578,0.0740124609041962,98.3183333333333,0.202867397397492,0.0565250000000002,10.1710430404638,1.21906,-50.7812538146973,1.21526,43.375,70,1.214875,-38.2500038146973,1.253845,-58.375,4.81694493563415
"265",187.116976,182.812377810478,0.117170937359333,-89.4687576293945,-69.332763671875,"Ndnf-IRES2-dgCre",88.3750030517579,0.00267944458556197,27.175,0.335919063457214,0.00868000000000002,36.7985280588776,1.11192,-53.5000038146973,1.11032,27.4062519073486,140,1.1099,-37.3750038146973,1.11226,-53.6250038146973,2.50275636331646
"266",300.17504,216.562509536743,0.0540811754763126,-91.875,-71.4015350341797,"Cux2-CreERT2",98.6484413146972,0.0144138953617554,61.5,0.214845275826968,0.03966,16.260162601626,1.1034,-50.34375,1.0995,40.6562538146973,110,1.09902,-36.5625038146973,1.11356,-54.875,4.24038494248855
"272",176.646384,231.562495231628,0.054777979850769,-99,-74.4558258056641,"Rorb-IRES2-Cre",84.606251525879,0.0259485715029668,81.8504545454545,0.183333333333333,0.0645100000000001,12.2174031354299,1.24339,-45.875,1.24039,37.78125,70,1.239875,-35.65625,1.276835,-54.5937538146973,3.60986538483681
"273",168.066432,163.281247019768,0.0542853847146034,-97.03125,-78.5653686523438,"Nr5a1-Cre",99.7062538146973,0.0846362768506093,81.065,0.199866664640298,0.0399100000000001,12.3357799296861,1.111025,-49.7187538146973,1.10924,45,90,1.1089,-38.09375,1.13772,-53.84375,3.66027827049388
"275",110.627536,129.687696695328,0.0590607635676861,-89.0312576293945,-74.2785034179688,"Cux2-CreERT2",80.8125038146972,0.0287486662833654,80.1609090909091,0.1875,0.07257,12.4749084228314,1.25709,-44.8437538146973,1.254395,29.8437519073486,110,1.2539,-38.59375,1.290045,-52.9062538146973,3.51973004805724
"276",181.728032,210.937574505806,0.0956082567572594,-86.9687576293945,-61.8505935668945,"Ntsr1-Cre_GN220",101.731255340576,0.0143658817896886,81.5127272727273,0.185,0.0274000000000001,12.268022840828,1.16434,-51.9062538146973,1.16154,45.875,50,1.16106,-41.0312538146973,1.18266,-56.4062538146973,3.33012993660359
"287",150.403872,82.9688236117363,0.038716334849596,-83.7187576293945,-73.0732498168945,"Cux2-CreERT2",73.1562540054322,0.00109740614937218,13.6338888888889,0.900601872492198,0.0124,73.3466443910191,1.0406,-53.125,1.03972,10.8750009536743,270,1.0394,-31.65625,1.04062,-53.2187538146973,1.40581027765129
"290",158.798208,153.124794363976,0.0595687665045261,-89,-73.5985412597656,"Cux2-CreERT2",100.012504577637,0.013648222891695,84.1309090909091,0.127651515151515,0.0575400000000001,11.8862378976487,1.13612,-49.6875,1.13372,43.875,90,1.1333,-38.90625,1.16742,-56.9375038146973,3.64700237105724
"294",168.499824,219.999998807907,0.112370699644089,-96.1875,-75.969596862793,"Rorb-IRES2-Cre",87.7083346048991,0.00683330501294464,93.3938888888889,0.172619047619048,0.089995,10.7073386909684,1.25013,-49.0625,1.2467,33.625,70,1.24616,-34.5,1.274825,-54.9375,3.2982989780269
"295",197.584736,167.96875,0.094158262014389,-94.4062576293945,-77.2619323730469,"Rbp4-Cre_KL100",94.0937538146972,0.0688026186587689,67.251,0.102876104690997,0.040295,14.869667365541,1.086995,-45.8437538146973,1.083635,31.6250019073486,190,1.08313,-32.28125,1.09844,-48.7500038146973,2.87589437517825
"299",228.0352,263.437449932098,0.0362643152475357,-97.9062576293945,-73.1930770874023,"Rorb-IRES2-Cre",84.3625026702881,0.0649189348589349,91.3371428571429,0.186301381769177,0.0307650000000002,10.9484484484484,1.080395,-47.8125038146973,1.078715,23.1562519073486,90,1.078225,-33.59375,1.08042,-47.9062538146973,2.39621090667168
"303",161.413456,210.93738079071,0.0616592243313789,-98.46875,-77.8417892456055,"Nr5a1-Cre",85.7968769073486,0.0362956774343218,74.8225,0.217897727272727,0.05097,13.3649637475358,1.13828,-45.625,1.13606,32.21875,90,1.135575,-33.09375,1.162095,-50.5,2.6507909929418
"310",194.35896,160.044744610786,0.0414860658347607,-97.625,-80.5922088623047,"Rbp4-Cre_KL100",92.4218807220459,0.0714051949103888,118.105,0.0890624996088434,0.075645,8.46704203886372,1.22873,-46.03125,1.22496,37,90,1.224445,-32.375,1.279525,-55.4062538146973,3.80076772997474
"311",181.261088,226.874992251396,0.0378647483885288,-96.59375,-72.016357421875,"Nr5a1-Cre",84.2500019073486,0.0164710840380032,70.415,0.213515309063173,0.055965,14.2015195625932,1.32115,-48.375,1.3185,33.3125,50,1.318005,-36.78125,1.353655,-57.5312538146973,3.03863621399531
"312",177.694592,210.93761920929,0.0096952049061656,-93.1250076293945,-69.4225387573242,"Scnn1a-Tg3-Cre",86.8984403610229,0.0217096944330674,59.4376666666667,0.221875,0.05243,16.8243481967103,1.14444,-44.8750038146973,1.14237,35.40625,50,1.14202,-32.7500038146973,1.16599,-50.71875,2.984997702843
"315",437.222848,144.687533378601,0.010155126452446,-78.96875,-61.4261207580566,"Scnn1a-Tg3-Cre",96.0364608764649,0.0296417934625899,62.0183333333333,0.252310924369748,0.0297150000000002,16.1242643304399,1.101605,-49,1.09909,35.8437538146973,70,1.098585,-34.6875,1.112695,-53.28125,3.09143553990118
"319",106.392456,69.2187920212746,0.173849254846573,-88.1875,-80.2801742553711,"Rbp4-Cre_KL100",90.7062545776367,0.0349519303309691,116.194375,0.155555594856613,0.0322150000000001,8.60626859088489,1.078225,-46.8437538146973,1.07574,35.875,370,1.07522,-45.8125038146973,1.11354,-55.4062538146973,3.31427309768731
"320",173.540128,241.562604904175,0.0302673820406199,-101.343757629395,-76.6850128173828,"Ctgf-T2A-dgCre",96.4687545776368,0.0166821998492038,60.035,0.246291560102302,0.03694,16.6569501124344,1.26138,-55.5000038146973,1.25842,44.28125,40,1.25796,-49.8125038146973,1.33028,-63.5937538146973,5.344802578033
"321",274.895488,192.187502980232,0.222719267010689,-97.875,-78.7448654174805,"Nr5a1-Cre",91.6354179382324,0.00950869213186557,64.9457142857143,0.2125,0.0313350000000001,15.3974748141305,1.155165,-54.21875,1.15233,30.46875,50,1.15185,-41.40625,1.183585,-65.0000076293945,2.76444245440224
"323",126.105232,108.593635261059,0.155113935470581,-86.4687576293945,-75.1248931884766,"Ctgf-T2A-dgCre",91.0703163146972,0.00848211075351447,71.6784615384615,0.170570870383569,0.0519400000000001,13.9511922903565,1.18754,-48.4687538146973,1.18554,31.34375,140,1.18504,-42.4687538146973,1.24128,-57.5625038146973,3.12803712498202
"326",363.180928,205.758854746819,0.0131401903927326,-95.4375076293945,-75.3563003540039,"Scnn1a-Tg3-Cre",92.1562509536743,0.122768771465077,43.94,0.151253127281873,0.01753,22.7583067819754,1.052765,-46.25,1.049045,25.75,230,1.04846,-34.75,1.057425,-48.21875,3.61729895258657
"329",138.22736,131.093755364418,0.059785395860672,-92.1875,-77.7642974853516,"Rbp4-Cre_KL100",98.2083358764648,0.0158222799953532,93.5061111111111,0.128423772609819,0.07467,10.6944881796199,1.249365,-52.6562538146973,1.24528,39.3437538146973,90,1.24483,-38.78125,1.291675,-62.34375,4.40807384253459
"333",120.818576,197.142958641052,0.0730278193950653,-96.3125076293945,-76.7895889282227,"Nr5a1-Cre",87.2687553405762,0.0376878658407113,49.2970833333333,0.224731192479092,0.0227350000000002,20.2851757625958,1.07677,-47.5000038146973,1.07531,38.7187538146973,90,1.074955,-33.6250038146973,1.089595,-51.6875,3.03996835612486
"334",120.156424,139.543265104294,0.0414347499608994,-83.625,-67.8305053710938,"Scnn1a-Tg3-Cre",83.572919845581,0.0587541872663362,104.32,0.0961538496471582,0.0544,9.58588957055215,1.13586,-49.9062538146973,1.13068,27.3750019073486,130,1.13004,-34.9687538146973,1.15452,-54.2187538146973,4.07653039897635
"336",216.366,200.156211853027,0.059190109372139,-95.15625,-72.7270736694336,"Rorb-IRES2-Cre",89.0312530517579,0.00881359237949962,76.3745454545455,0.190265483378455,0.0713000000000001,13.0933676141504,1.51356,-47.4062538146973,1.51004,35.4687538146973,50,1.50954,-37,1.55174,-58.4062538146973,3.28955350543979
"338",114.36252,132.14285671711,0.082345187664032,-87.75,-72.1001129150391,"Rbp4-Cre_KL100",97.9562545776368,0.193592090156185,156.661,0.0347826104984389,0.0504150000000001,6.38320960545381,1.100325,-47.3125,1.09802,44.5,130,1.09766,-36.28125,1.13169,-54.3437538146973,4.03217087008032
"341",98.023232,134.843751788139,0.102739222347736,-92.53125,-77.1888580322266,"Scnn1a-Tg2-Cre",95.7291679382324,0.0407697151732069,82.9690909090909,0.143132411067194,0.0584900000000002,12.052681173712,1.19031,-47.9687538146973,1.18744,42.34375,80,1.18699,-37.875,1.233785,-58.0937538146973,4.01158988946438
"345",214.675552,332.477658987045,0.0149144968017936,-101.093757629395,-67.9460296630859,"Rorb-IRES2-Cre",102.036464055379,0.0233129948063642,41.5130434782609,0.295427440343588,0.017215,24.088814411395,1.07449,-50.96875,1.07209,45.3125,50,1.07168,-36.7187538146973,1.085105,-54.4375038146973,3.80951991624795
"350",226.603888,232.968792319298,0.0223539154976606,-99.3125,-76.3015518188477,"Nr5a1-Cre",90.4375007629395,0.0283625815479085,83.4390909090909,0.183333333333333,0.0422400000000001,11.984790211695,1.172045,-47.90625,1.170355,37,70,1.1699,-34.34375,1.20172,-57.03125,3.00120223154596
"353",128.255456,134.21867787838,0.0976739972829819,-91.8125076293945,-76.8444442749023,"Ntsr1-Cre_GN220",97.9642911638533,0.0255161594574623,76.3208333333333,0.179905338021957,0.0544250000000002,13.1025823005951,1.11488,-47.5937538146973,1.112805,40.9375038146973,190,1.112255,-31.40625,1.135235,-49.125,2.36174356883988
"358",144.356976,215.468749403954,0.0110207870602608,-93.4375076293945,-69.8702621459961,"Rorb-IRES2-Cre",103.687501271566,0.0120808066678451,56.1767647058824,0.315151524291675,0.0445800000000001,17.8009539217072,1.3541,-53.90625,1.352535,47.9062538146973,50,1.352175,-44.34375,1.385405,-56.4062538146973,3.55147563648217
"366",95.065896,146.406248211861,0.0493269562721252,-94.7187576293945,-77.6622772216797,"Rbp4-Cre_KL100",94.7578163146972,0.113440201825784,86.349,0.206060631588253,0.050605,11.58091002791,1.163575,-43.8125038146973,1.16186,46.90625,110,1.161445,-37.71875,1.208845,-51.375,3.61761814538654
"368",162.721248,144.53125,0.0176777113229036,-91.8125076293945,-75.2367324829102,"Scnn1a-Tg3-Cre",99.2109413146972,0.129724789498842,38.3125,0.113616070221272,0.0271300000000001,26.1011419249592,1.06821,-48.3125038146973,1.065685,40.5625038146973,190,1.065345,-34,1.9823,-50.96875,3.54719087818386
"372",129.956112,93.75,0.175925269722939,-87.4375,-76.0012969970703,"Rbp4-Cre_KL100",89.5187545776367,0.0168667895387271,61.2356666666667,0.154761898218095,0.04051,16.3303521368266,1.092845,-47.3437538146973,1.091085,40.0000038146973,170,1.090685,-42.0000038146973,1.126075,-54,3.24653010466456
"373",249.948128,203.906327486038,0.0947432816028595,-93.625,-71.2786102294922,"Ctgf-T2A-dgCre",100.000003814697,0.0112589502031591,95.0088888888889,0.152747249209409,0.0546200000000001,10.5253309631847,1.25092,-51.1875038146973,1.24742,46.5,90,1.24698,-42.9375038146973,1.28714,-56.9062538146973,4.98288455754513
"375",138.359216,156.562507152557,0.0194823537021875,-91.78125,-76.8808288574219,"Scnn1a-Tg3-Cre",106.150004577637,0.0825362574140668,103.197,0.0942528731338169,0.0570550000000001,9.69020417260192,1.230375,-47.8125038146973,1.227885,53.7187538146973,130,1.227485,-38.1875,1.271375,-55.6250038146973,4.50429448309541
"379",148.071152,208.281219005585,0.0155193535611033,-94.2812576293945,-74.9811172485352,"Scnn1a-Tg2-Cre",75.8437538146973,0.0170265693289827,43.8488095238095,0.348888888888889,0.0515700000000001,22.8056362501018,1.168905,-46.0625038146973,1.166515,20.0625,50,1.16604,-40.8125038146973,1.18338,-50.2187538146973,2.95832148518944
"380",124.02236,154.687494039536,0.0369148589670658,-98.90625,-81.3229217529297,"Scnn1a-Tg3-Cre",74.0703153610229,0.0180102392902815,111.531875,0.142837036333493,0.0886900000000002,8.96604670189576,1.245585,-45.9375,1.2426,17.2812519073486,90,1.24208,-34.59375,1.29539,-58.8750038146973,2.67829625928504
"381",121.527552,146.093860268593,0.029547143727541,-95.4375076293945,-78.6970443725586,"Scnn1a-Tg3-Cre",90.4937561035156,0.0180393820231147,64.0957142857143,0.202551020408163,0.0450200000000001,15.6016671495754,1.2241,-49.4687538146973,1.22202,35.09375,70,1.2215,-36.5000038146973,1.26098,-58.5937538146973,2.99661581524151
"384",263.157632,267.968744039536,0.105482265353203,-103.343757629395,-80.1675643920898,"Rbp4-Cre_KL100",85.6406288146972,0.173939331192525,82.904,0.122536873156342,0.0343,12.0621441667471,1.14358,-48.1562538146973,1.1409,33.59375,70,1.14032,-35.03125,1.17794,-57.03125,2.77178770434491
"385",134.792592,162.34378516674,0.0409739390015602,-91.15625,-73.3130340576172,"Cux2-CreERT2",96.0390682220459,0.0617952113888658,92.028,0.166977619063643,0.04695,10.8662580953623,1.143035,-47.5000038146973,1.140325,42.6250038146973,90,1.13992,-36.8125038146973,1.16707,-53.28125,3.50487313390245
"387",188.3976,157.343789935112,0.0458727478981018,-98.9062576293945,-81.4509658813477,"Scnn1a-Tg3-Cre",74.2250026702881,0.0421622045454593,79.6509090909091,0.228389830508475,0.07392,12.554784514244,1.2629,-49.4062538146973,1.26106,25.0937519073486,70,1.26063,-40.03125,1.31922,-61.7187538146973,2.99388529098391
"389",199.343808,198.90621304512,0.0090793538838625,-99.15625,-77.2901382446289,"Cux2-CreERT2",99.1562538146972,0.0239146105739213,65.1326923076923,0.271875018411212,0.0480750000000001,15.3532729044259,1.33184,-52.5312538146973,1.32954,44.25,70,1.329025,-49.78125,1.979785,-56.7500038146973,4.5757324525791
"390",168.74608,119.374968111515,0.125625133514404,-93.625,-79.4126281738281,"Ntsr1-Cre_GN220",95.7343794504802,0.0537100687823655,135.660714285714,0.191477254850804,0.0309600000000001,7.37133078846915,1.08648,-51.4375,1.08376,34.5625038146973,230,1.083255,-38.03125,1.099085,-54.5000038146973,2.94976247369108
"391",115.44172,215.624928474426,0.0188374985009432,-94.25,-71.1050338745117,"Rorb-IRES2-Cre",89.5500038146973,0.0929322942815354,101.343333333333,0.154761904761905,0.04745,9.86744729138575,1.15105,-49.7187538146973,1.14827,33.5625,90,1.14783,-36.5,1.1712,-54.40625,3.38751999898176
"393",175.722784,141.562610864639,0.0726919919252396,-92.6562576293945,-76.4054412841797,"Rorb-IRES2-Cre",91.0250038146973,0.279829059829058,87.75,0.0444444402731698,0.05044,11.3960113960114,1.125385,-44.5625038146973,1.121465,36.1562538146973,190,1.12102,-32.0312538146973,1.15058,-51.53125,3.44732087547297
"395",210.940528,191.718757152557,0.0411933287978172,-89.8750076293945,-67.5364532470703,"Rorb-IRES2-Cre",91.7437545776367,0.0123755954074587,51.88,0.280147737765466,0.0416800000000002,19.2752505782575,1.13126,-47.46875,1.129405,40.5625038146973,70,1.12903,-39.5,1.152485,-50.9062538146973,3.69286340668917
"399",189.376096,232.812494039536,0.100696012377739,-91.2812576293945,-64.3289031982422,"Cux2-CreERT2",101.612506103516,0.030713633529638,75.905,0.214566475868779,0.03189,13.1743626902049,1.1403,-46.5312538146973,1.138445,47.125,50,1.138035,-36.4062538146973,1.173395,-55.7187538146973,3.27865883713732
"405",195.855552,193.593636155128,0.0834234952926636,-90.53125,-75.9269332885742,"Rorb-IRES2-Cre",91.4250053405762,0.0882908841340184,81.585,0.111953834881634,0.0276750000000001,12.257155114298,1.102865,-44.8125,1.098285,39.0625,150,1.09779,-32.40625,1.123905,-49.4687538146973,4.10429652913496
"409",257.315936,260.781347751617,0.0842232331633568,-98.8125076293945,-74.8125076293945,"Scnn1a-Tg3-Cre",71.5000047683716,0.0341315331370377,71.885,0.177380952380953,0.037245,13.9111080197538,1.890585,-48.96875,1.88741,22.28125,70,1.886675,-39.09375,1.91119,-54.3125,2.48716082976964
"412",123.66616,74.9998837709427,0.0403347201645374,-86.75,-78.1814880371094,"Cux2-CreERT2",94.7125038146973,0.0473092916966464,138.083333333333,0.0230841104874455,0.0819800000000002,7.24200362100183,1.2741,-47.1562538146973,1.26956,40.6562538146973,190,1.269,-38.1562538146973,1.31292,-55.3125038146973,4.7183407511596
"415",169.58944,126.718670129776,0.0435944460332394,-89.9687576293945,-76.2541275024414,"Ctgf-T2A-dgCre",93.3750038146973,0.0305429514575104,79.7181818181818,0.168080359163636,0.0668,12.5441897593796,1.70436,-46.96875,1.69888,45.53125,170,1.69838,-37,1.72012,-52.25,5.37153078796691
"418",177.283872,137.343794107437,0.029222859069705,-94.34375,-76.8331451416016,"Scnn1a-Tg3-Cre",82.7812553405762,0.0185858153596055,42.7184090909091,0.215904945813588,0.0367300000000002,23.4091114646123,1.13402,-41.4375038146973,1.13225,33.90625,90,1.131865,-31.1562519073486,1.158625,-49.4375,2.66898127633762
"419",281.314944,123.906247317791,0.119535215198994,-95.0312576293945,-79.6576766967773,"Scnn1a-Tg3-Cre",94.2604192097982,0.0292641028904531,73.74,0.189501915708812,0.0554600000000001,13.5611608353675,1.22254,-44.96875,1.22026,37.90625,80,1.2198,-33.40625,1.27346,-59.0000038146973,3.38478026592271
"421",116.090224,128.90625,0.0993512868881226,-88.875,-73.020378112793,"Scnn1a-Tg2-Cre",73.5062530517579,0.150681930304697,117.956666666667,0.104545458766492,0.0597750000000001,8.47768954700877,1.12224,-45.03125,1.11816,22.0312519073486,130,1.11764,-34.4062538146973,1.15761,-53.71875,2.89373239203779
"425",165.873248,158.035814762115,0.068392239511013,-87.4062576293945,-71.4773559570312,"Rorb-IRES2-Cre",92.9583358764649,0.0521251995070054,103.772222222222,0.221153846153846,0.034375,9.63649017613365,1.150435,-46.15625,1.148655,38.5625038146973,130,1.148245,-33.3750038146973,1.168685,-52.4375038146973,2.72254906501489
"426",154.913792,173.593640327454,0.0580313242971897,-90.53125,-71.9915924072266,"Scnn1a-Tg3-Cre",102.109376907349,0.0416870724955968,92.3094444444445,0.108257151118625,0.070805,10.8331277045204,1.31686,-45.5625038146973,1.31299,49.6562538146973,60.0000038146973,1.31253,-35.3750038146973,1.37533,-56.625,4.2266204351071
"427",210.079488,223.437502980232,0.0120425289496779,-95.65625,-72.134880065918,"Rorb-IRES2-Cre",79.7937526702881,0.0436978474860964,72.6995833333333,0.208157894736842,0.043385,13.7552370199279,1.115275,-47.65625,1.112065,27,90,1.111555,-33.46875,1.12483,-51.59375,2.86170822269556
"432",83.012416,118.75008046627,0.0941954329609871,-83.5937576293945,-70.9766464233398,"Rbp4-Cre_KL100",88.9312538146973,0.0197264239888342,101.615,0.154432635251268,0.0715650000000001,9.84106677163805,1.266075,-47.0000038146973,1.264235,30.7187519073486,100,1.263745,-39.3750038146973,1.31915,-57.90625,2.81146175176385
"433",165.520208,161.250039935112,0.067776270210743,-93.1562576293945,-76.4173431396484,"Scnn1a-Tg2-Cre",90.3203172683715,0.020983867868027,92.3588888888889,0.147991077281078,0.08169,10.827328176317,1.286835,-43.0937538146973,1.283345,38.7187538146973,90,1.28269,-36.5625038146973,1.363635,-53.84375,3.45563788197185
"438",213.1416,242.031246423721,0.0318112708628178,-101,-73.0221557617188,"Nr5a1-Cre",90.9687547683715,0.216747636176369,73.2266666666666,0.25240826786994,0.0355400000000001,13.6562272396213,1.08556,-45.0937538146973,1.08376,37.5,130,1.0833,-33.40625,1.10056,-45.9062538146973,3.44128567900907
"441",217.930304,177.031293511391,0.0687024816870689,-93,-73.622932434082,"Cux2-CreERT2",94.9739627838135,0.0653829046954473,88.2835,0.171405456028512,0.03633,11.327144936483,1.1521,-49.8750038146973,1.149805,40.34375,80,1.14939,-40.4687538146973,1.540055,-59.1250038146973,4.02099086371472
"444",178.177008,166.250005364418,0.166221499443054,-88.40625,-69.4028549194336,"Scnn1a-Tg3-Cre",94.7968781789144,0.0267317211648439,94.2335,0.164285714285714,0.056125,10.6119373683457,1.197855,-47.75,1.196355,43.9375,70,1.19593,-36.84375,1.237065,-57.2812538146973,2.97419423435741
"446",150.047936,129.776865243912,0.138412699103355,-91.5000076293945,-78.4465026855469,"Scnn1a-Tg2-Cre",84.7031288146973,0.0330282831042465,79.2636363636364,0.175892863979144,0.0600800000000001,12.6161257024888,1.226505,-48.03125,1.223965,33.3125038146973,90,1.223585,-35.34375,1.27259,-59.7812538146973,3.12470760568974
"447",196.804416,339.062571525574,0.0973013043403625,-97.5000076293945,-67.7243728637695,"Rbp4-Cre_KL100",82.0187522888184,0.027104300954452,48.5865789473684,0.31635565312843,0.0244800000000001,20.5818154244458,1.147535,-48.0625038146973,1.14539,31.7500019073486,40,1.144935,-38.9375,1.191365,-54.5937538146973,2.66426048964328
"448",198.054528,106.250196695328,0.135729268193245,-85.7812576293945,-71.9202270507812,"Ntsr1-Cre_GN220",90.5625038146973,0.231574613258046,42.5025,0.0759016427134089,0.0205500000000001,23.5280277630728,1.06842,-43.0937538146973,1.067075,32.1875038146973,350,1.06656,-28.5312519073486,1.0685,-43.2812538146973,2.01361734221196
"450",170.937824,126.718744635582,0.024609137326479,-88.6562576293945,-76.2288208007812,"Cux2-CreERT2",93.8020877838135,0.0290599191252938,67.4334615384615,0.219167872993912,0.03169,14.8294330023328,1.11256,-52.1875038146973,1.11072,33.5312538146973,110,1.110285,-44.7812538146973,1.132755,-57.9375038146973,3.46047093220499
