"","input_resistance_mohm","ri","sag","vm_for_sag","vrest","height","binary_neuron","fast_trough_t_ramp","fast_trough_v_ramp","peak_t_ramp","peak_v_ramp","threshold_i_ramp","threshold_t_ramp","threshold_v_ramp","trough_t_ramp","trough_v_ramp","upstroke_downstroke_ratio_ramp"
"583",113.789904,122.656323016,0.141528874636,-88.5312576294,-74.2980117798,93.8250038147,"Excitatory",6.37753333333,-50.5416692098,6.37522666667,41.8229192098,133.874992371,6.37478,-41.7708358765,6.41953333333,-56.6562538147,4.51173116919
"584",151.294432,304.6875,0.0821281075478,-79.71875,-65.3980865479,87.1093769073,"Excitatory",3.0754175,-43.890625,3.0736975,39.2031269073,51.375,3.073305,-33.671875,3.1129325,-55.9062519073,3.10679680654
"585",145.408496,159.531101584,0.0436736829579,-92.5312576294,-75.1710586548,88.9947980245,"Excitatory",6.47648666667,-41.0833358765,6.47339833333,19.8854173024,136.291666667,6.47261166667,-29.7395846049,6.50404333333,-49.9583358765,2.22466770535
"588",324.972512,194.531053305,0.0784129947424,-100.65625,-80.6183547974,85.531252861,"Inhibitory",8.66674,-54.875,8.66602,18.8645852407,191.125,8.66567666667,-34.6354179382,8.666765,-54.9687512716,1.23457492856
"591",229.789904,243.749886751,0.036178778857,-93.1875,-75.3940582275,89.3125030518,"Excitatory",3.67893333333,-46.833337148,3.67641333333,37.0416666667,66.3749987284,3.67593333333,-31.9791679382,3.69763333333,-53.1979192098,3.34073105201
"595",301.899872,328.125,0.0192732177675,-102.65625,-64.7194137573,88.0687549591,"Inhibitory",2.34681166667,-59.4687538147,2.34594,35.46875,33.1249993642,2.345535,-42.9583358765,2.34687333333,-59.5833358765,1.51993088621
"596",188.335168,138.906165957,0.0485048256814,-91.9062576294,-75.1282043457,93.5500053406,"Excitatory",4.95270666667,-45.0416666667,4.95040666667,42.1979192098,98.25,4.94994666667,-27.760418574,4.97199333333,-52.6562538147,3.11726803051
"599",107.965952,220.781207085,0.211056739092,-94.1875076294,-70.1241836548,80.6927134196,"Excitatory",6.08373,-45.5208346049,6.08153833333,31.4166679382,126.499994914,6.08099666667,-32.0000038147,6.11124666667,-49.1562538147,2.54486210353
"603",112.589552,81.6517844796,0.0469314455986,-85.2187576294,-76.7064819336,84.5125053406,"Inhibitory",15.38881,-60.7083358765,15.3881466667,9.85416698456,359.208333333,15.3878,-33.8333346049,15.388845,-60.802087148,0.987123767656
"606",135.672768,165.625035763,0.0391024574637,-93.4375076294,-75.4109802246,102.993755341,"Excitatory",5.00411666667,-50.0104204814,5.00249,49.5208358765,99.5833307902,5.002145,-35.0312512716,5.03869166667,-55.1458358765,3.73929702574
"607",340.244064,363.593697548,0.148001074791,-105.281257629,-64.9419174194,96.6000053406,"Inhibitory",2.52822,-47.0312525431,2.52630666667,45.5000012716,37.6666666667,2.52589333333,-36.4062512716,2.55296666667,-51.8229192098,3.94359030606
"617",110.670464,78.4374624491,0.0179715771228,-87.3750076294,-78.4837493896,85.1328172684,"Inhibitory",12.22719,-56.708337148,12.2265716667,20.9687512716,280.166666667,12.226295,-30.5520846049,12.22725,-56.8125038147,1.19174745774
"624",119.377832,105.156324804,0.0372542142868,-99.1875,-77.0609741211,86.1625019073,"Inhibitory",12.061205,-59.1354179382,12.06024,13.7291666667,276,12.0599033333,-36.8645833333,12.0612683333,-59.2604166667,1.40739590358
"640",189.708464,204.374998808,0.281629174948,-96.21875,-72.1406173706,101.8125,"Inhibitory",3.65471333333,-63.8229179382,3.65391333333,35.625,65.7916666667,3.65354,-36.7604192098,3.65475833333,-63.9375,1.34018026862
"641",359.487168,217.85710752,0.155089214444,-89.3125,-65.5099563599,95.1937538147,"Excitatory",2.04287333333,-53.5520858765,2.04010666667,40.0312512716,25.5,2.0397,-43.3541692098,2.09682,-57.6875038147,4.31122165293
"684",155.374656,140.937536955,0.0578350350261,-91.5625,-76.5860595703,91.8187545776,"Excitatory",5.111035,-43.7708358765,5.10825,40.7083333333,102.208333333,5.10777166667,-36.8750025431,5.15711666667,-52.2916666667,3.85979633609
"685",59.547116,36.8750393391,0.0624788701534,-89.21875,-77.294883728,88.6625026703,"Inhibitory",24.58707,-60.5104204814,24.5864716667,18.8958339691,589.166666667,24.5861966667,-35.0833333333,24.5871116667,-60.6354204814,1.14866673392
"689",216.38368,140.468791127,0.0548031926155,-91.4375,-75.9048919678,85.1812530518,"Excitatory",4.71260666667,-44.489587148,4.70941833333,35.5312512716,92.2083333333,4.70898333333,-31.4479173024,4.75684166667,-51.3958358765,4.02114368428
"690",235.72216,176.651805639,0.0342785231769,-80.5625,-60.4437866211,95.1500061035,"Excitatory",5.73236666667,-49.0937512716,5.73064666667,35.4791679382,117.749997457,5.73004,-32.9479192098,5.73266,-49.3125,2.04438473027
"694",139.61728,193.281248212,0.0893409028649,-98.34375,-77.2745437622,83.6250038147,"Excitatory",5.29057666667,-50.708337148,5.28911,41.6250025431,106.75,5.28870166667,-37.6562525431,5.32119,-53.364587148,3.0254907722
"695",144.406752,129.799082875,0.0137624591589,-90.53125,-77.2036209106,93.5562538147,"Excitatory",6.5404,-42.8437519073,6.53735,43.46875,137.9375,6.53684,-34.8281269073,6.57274,-50.4218769073,3.9562454219
"706",128.474336,96.0937142372,0.0173782221973,-82.09375,-70.9221343994,79.3020855586,"Inhibitory",8.783055,-55.770837148,8.77876666667,14.5104176203,193.916666667,8.77832166667,-35.9583346049,8.78773833333,-58.0208346049,3.3174060475
"712",180.518336,109.687462449,0.036167435348,-90.5937576294,-76.8645782471,99.5500053406,"Inhibitory",5.53119166667,-51.2500025431,5.52995833333,37.6354179382,112.70833079,5.52963666667,-35.2395846049,5.54566666667,-52.8333358765,2.78024970706
"715",183.381344,189.06250596,0.11237899214,-96.0625,-74.3197021484,91.7687530518,"Inhibitory",6.23734166667,-51.9791692098,6.23574166667,37.0312525431,130.333335876,6.23526,-36.9583333333,6.23751666667,-52.1145858765,2.57479334184
"737",123.602304,183.906242251,0.0519988760352,-87.6875076294,-66.8875732422,85.3020884196,"Excitatory",4.01485333333,-43.3541679382,4.01186666667,43.7916692098,74.7916666667,4.01128,-41.2083358765,4.05814,-49.2083358765,4.20284884489
"739",209.560032,251.093864441,0.0188205521554,-101.156257629,-77.4727020264,66.3937534332,"Excitatory",3.270925,-46.1458358765,3.26876833333,25.7395839691,56.2083320618,3.26830666667,-35.7291666667,3.29721666667,-51.5937512716,3.03109685263
"746",91.158944,50.3125786781,0.0917242392898,-94.5937576294,-79.2038497925,86.8937568665,"Inhibitory",20.8540366667,-67.4479217529,20.8534266667,11.1875006358,495.833343506,20.85314,-40.9375,20.8540866667,-67.5833333333,1.15289617431
"764",185.442624,142.187535763,0.0362740457058,-95.46875,-79.633972168,79.9562538147,"Excitatory",4.84312,-49.2916692098,4.84132,32.4583346049,95.5416666667,4.8408,-36.1354192098,4.86668,-55.1875012716,2.55340376148
"791",287.679552,221.093714237,0.0425620898604,-97.3437576294,-74.0521774292,76.3125034968,"Inhibitory",7.674715,-52.9895858765,7.67335833333,6.21875047684,166.291666667,7.67291666667,-26.0520852407,7.67562166667,-53.4895858765,1.10661698686
"792",174.659088,214.062571526,0.0316042676568,-94.0000076294,-70.1578445435,86.2312522888,"Excitatory",3.87405333333,-48.4687538147,3.87155333333,33.5208358765,71.2916666667,3.87105333333,-35.0416692098,3.89561333333,-53.5000012716,3.51112222139
"793",119.94748,148.749962449,0.018988551572,-100.218757629,-83.5632095337,101.918753815,"Excitatory",4.02917333333,-51.0520858765,4.02732833333,47.8541692098,75.2083307902,4.026995,-38.7812525431,4.06467166667,-59.8958358765,4.33075763581
"796",204.189664,213.124960661,0.029558127746,-101,-76.9283905029,91.697921435,"Excitatory",2.85337666667,-51.9895858765,2.85131166667,42.8958346049,45.7499987284,2.85089166667,-38.9687525431,2.88813333333,-57.3854192098,3.51768440042
"803",158.493728,179.687425494,0.0293397717178,-89.625,-69.3307876587,82.4562519073,"Inhibitory",5.80780833333,-55.9791704814,5.80683833333,26.9895839691,119.66666158,5.80641333333,-43.9270858765,5.80787666667,-56.083337148,1.55108388653
"805",171.58592,197.968706489,0.125142410398,-88.875,-70.4693603516,89.5156275431,"Excitatory",3.13200333333,-43.3750038147,3.13016833333,43.9270858765,52.7500012716,3.12974833333,-35.7812512716,3.18764,-56.6041692098,3.30213915519
"806",242.403264,251.56250596,0.00831763353199,-93.21875,-65.2991027832,75.3437538147,"Inhibitory",3.35389833333,-53.7500038147,3.35283666667,20.7291673024,58.3333333333,3.352475,-41.4062538147,3.35853166667,-53.9375012716,1.83794187246
"808",306.119712,243.59382689,0.230195939541,-96.8750076294,-68.3530731201,85.2187547684,"Inhibitory",5.61631333333,-49.5937538147,5.6146,24.0104173024,114.875002543,5.61416666667,-36.5312525431,5.6176,-50.3958346049,2.51196142094
"814",235.200512,190.178707242,0.0598619915545,-92.5,-70.5497512817,93.5625038147,"Inhibitory",5.07427,-58.5312519073,5.0732875,34.1093769073,101.3125,5.072895,-42.859375,5.0743625,-58.6562519073,1.92713888501
"823",199.913696,101.5625,0.0859844386578,-90.9062576294,-78.3937988281,96.5078148842,"Inhibitory",8.28087666667,-59.9687525431,8.27975666667,25.0104166667,181.458333333,8.27936166667,-32.9166679382,8.280955,-60.0729192098,1.51188007773
"824",163.894976,173.124969006,0.091422341764,-97.1562576294,-77.813873291,93.171880722,"Excitatory",4.61778333333,-45.2500012716,4.61255666667,42.1458333333,89.8333333333,4.611985,-37.0208346049,4.65848333333,-51.9687538147,4.06147432268
"826",89.159736,111.718788743,0.0348761491477,-89.4687576294,-77.2467803955,88.3906259537,"Excitatory",11.8186733333,-44.6458346049,11.8155933333,35.0000038147,269.875,11.8150333333,-36.7083333333,11.83922,-50.8020846049,3.56737915758
"847",338.927264,191.562384367,0.0298675894737,-97.7812576294,-76.0891113281,93.6953134537,"Excitatory",3.33230666667,-47.3645858765,3.32999333333,43.8958333333,57.7499987284,3.32956333333,-35.8333333333,3.36625666667,-53.4270846049,3.89520230784
"850",155.321072,156.093791127,0.0351201109588,-95.8125076294,-78.3591156006,102.406253815,"Excitatory",3.79207166667,-48.6666704814,3.78972666667,48.6354192098,69.2499974569,3.78933333333,-37.4375,3.82468166667,-54.8750012716,4.50072897598
"853",180.417056,195.70311904,0.0432634502649,-98.28125,-77.2277679443,75.3333346049,"Excitatory",4.32404166667,-47.5729166667,4.321155,32.8125012716,82.5,4.32067833333,-32.3645846049,4.33644,-54.0833333333,2.83778787716
"861",106.975416,155.156210065,0.0340365059674,-90.4062576294,-74.0390396118,80.4062541326,"Excitatory",4.67772666667,-46.5104179382,4.67580833333,36.9166679382,91.3749974569,4.675345,-34.7291679382,4.73392333333,-55.1979192098,2.97824746751
"863",145.749248,125.669509172,0.110391393304,-93.71875,-80.1582565308,97.6000045776,"Excitatory",11.1484166667,-53.3229192098,11.1463166667,36.9791679382,253.166656494,11.145765,-36.6041679382,11.1638633333,-55.6041692098,2.82406493656
"864",228.920896,273.4375,0.0697836056352,-99.3437576294,-78.4320907593,94.7031259537,"Inhibitory",4.21816,-59.2968769073,4.2170225,34.5,79.875,4.21662,-43.7187519073,4.218215,-59.4062519073,2.06179379349
"870",200.624128,149.519309402,0.0320296883583,-93.1562576294,-76.7724685669,91.2750030518,"Excitatory",3.23992333333,-44.3125,3.238025,44.5729192098,55.4166679382,3.23762833333,-32.1562512716,3.27276666667,-50.8437538147,3.51327841679
"878",416.23232,226.093783975,0.155992746353,-99.96875,-78.3579406738,94.6979204814,"Inhibitory",3.25557333333,-54.0000025431,3.25466666667,28.260418574,55.8749974569,3.25433333333,-39.4791679382,3.25562,-54.0729192098,2.14721493134
"879",160.450448,290.468782187,0.124691918492,-89.21875,-58.9267463684,78.7812530518,"Excitatory",2.4677,-40.5000038147,2.46202666667,35.0000012716,36,2.46141666667,-29.9687506358,2.50906333333,-48.5104179382,3.82214747316
"886",129.452272,178.125008941,0.0289575643837,-91.375,-70.5754852295,102.331254578,"Excitatory",3.52880333333,-50.6666704814,3.52746333333,52.2083346049,62.6666641235,3.527105,-38.4687512716,3.55680166667,-52.6145858765,3.58673944499
"897",149.703568,103.281363845,0.0613643974066,-89.3750076294,-77.5536880493,81.6354166667,"Inhibitory",13.1393133333,-53.53125,13.1381566667,15.0625009537,302.958333333,13.137785,-32.0416666667,13.1395616667,-53.75,1.53106525629
"898",124.348424,85.2678567171,0.0462696291506,-94.625,-75.4902877808,77.7937511444,"Inhibitory",13.4760866667,-52.9270858765,13.4748566667,3.65625,311.333333333,13.4744616667,-29.8333333333,13.477305,-53.7708333333,1.05880581915
"906",139.138,189.687535167,0.146253287792,-95.65625,-75.4081039429,65.8250041962,"Excitatory",6.45414333333,-42.3333358765,6.452355,31.0416666667,135.833333333,6.45191166667,-33.2604166667,6.47627166667,-52.1979179382,2.05902291773
"915",235.951264,232.031360269,0.0108916340396,-99.40625,-75.2405853271,90.6812530518,"Excitatory",2.494345,-51.90625,2.491635,42.84375,36.75,2.491115,-39.0312538147,2.524225,-57.8437538147,3.46848660177
"916",174.62296,143.906280398,0.0627813786268,-89.9375,-73.186340332,106.518751526,"Inhibitory",8.52251833333,-60.5208333333,8.52152333333,27.5520833333,187.5,8.52115333333,-38.625,8.52262666667,-60.6979179382,1.63568294548
"919",111.396192,90.3124585748,0.18500906229,-77.5312576294,-66.5565338135,95.6625038147,"Inhibitory",5.4235,-46.2291692098,5.42189333333,45.8125,110.041664124,5.42148666667,-39.3854192098,5.4238,-46.5000025431,3.23925205391
"920",499.737088,421.093732119,0.124511115253,-102.03125,-67.2419128418,89.6875050863,"Inhibitory",1.99673333333,-57.8750038147,1.99549333333,30.541668574,24.4166666667,1.99500666667,-39.9375012716,1.99689333333,-58.0312538147,1.74259080928
"921",158.85984,248.125001788,0.0537547953427,-96.2187576294,-73.4638595581,85.6000038147,"Excitatory",2.92574166667,-46.5520846049,2.92400333333,37.6458358765,47.5833320618,2.92358666667,-33.7083346049,2.9585,-52.3437538147,2.84556825431
"939",119.131568,107.343748212,0.0506856925786,-83.5937576294,-70.3413925171,91.5104217529,"Excitatory",6.868955,-47.5937525431,6.86749833333,43.2708346049,146.166666667,6.86708333333,-36.5833346049,6.88445,-51.8229192098,2.8267041654
