"","input_resistance_mohm","ri","sag","vm_for_sag","vrest","height","binary_neuron","adaptation","avg_isi","f_i_curve_slope","latency","firing_rate","fast_trough_t_long_square","fast_trough_v_long_square","peak_t_long_square","peak_v_long_square","threshold_i_long_square","threshold_t_long_square","threshold_v_long_square","trough_t_long_square","trough_v_long_square","upstroke_downstroke_ratio_long_square"
"529",253.042464,324.218779802,0.185133472085,-98.84375,-71.4000549316,95.6250047684,"Inhibitory",0.192964373215,20.51,0.0500000039431,0.032695,48.7567040468,1.08434,-59.9375038147,1.08356,37.8125,70,1.083195,-42.5,1.08435,-60.0312538147,1.65190662896
"540",281.09088,164.218783379,0.0750427693129,-93.53125,-76.1374206543,95.8359413147,"Excitatory",0.22480694614,98.1166666667,0.0969737788852,0.045665,10.1919483608,1.120255,-44.7812538147,1.11661,42.1875,130,1.11618,-34.875,1.15856,-53.0000038147,3.61218281525
"553",300.860736,287.343740463,0.0848578065634,-100.40625,-68.8796081543,74.1302111944,"Inhibitory",0.0121442130047,20.5891666667,0.331183749248,0.010985,48.5692313919,1.07936,-51.3125038147,1.077515,16.8125019073,30.0000019073,1.07711,-45.8437538147,1.09194,-53.5000038147,2.86133195392
"555",192.310912,100.937500596,0.0239616632462,-99.46875,-82.9141769409,78.1937526703,"Inhibitory",0.0305344709954,9.65333333333,0.381479758027,0.011,103.591160221,1.03928,-55.8125,1.038615,10.84375,260,1.03831,-31.65625,1.03931,-55.90625,1.23677206179
"557",442.347744,487.96877265,0.216317743063,-90.9375,-67.8327102661,83.4250049591,"Excitatory",0.0109126744555,61.9906666667,0.369364162028,0.05038,16.13146065,1.50124,-54.9687538147,1.49684,21.8125,10,1.49614,-43.3125,1.55642,-63.4687538147,3.32627898852
"560",95.661408,80.6251466274,0.0181947629899,-89,-79.0847549438,87.1312538147,"Inhibitory",-0.0496944984393,70.9369230769,0.255779919836,0.07454,14.0970309484,1.6502,-46.8750038147,1.64776,20.90625,370,1.64728,-40.2500038147,1.65572,-49.78125,3.16321164893
"561",197.321888,133.92855227,0.0159220937639,-99.9062576294,-78.856338501,67.2625024319,"Inhibitory",0.0405083859575,10.42,1.06026786688,0.00961,95.9692898273,1.036545,-63.5937538147,1.035865,9.06250095367,190,1.035605,-38.5625038147,1.036555,-63.6875038147,1.22611192761
"583",113.789904,122.656323016,0.141528874636,-88.5312576294,-74.2980117798,93.8250038147,"Excitatory",0.0258234629982,78.1,0.162303149606,0.05826,12.8040973111,1.2191,-50.2187538147,1.21648,38.0937538147,80,1.21602,-42.4062538147,1.28304,-59.4062538147,4.13411092562
"584",151.294432,304.6875,0.0821281075478,-79.71875,-65.3980865479,87.1093769073,"Excitatory",0.0218098585196,52.8622222222,0.233333333333,0.034055,18.9171010594,1.143,-43.84375,1.141105,34.53125,50,1.14067,-35.34375,1.18138,-53.75,2.94676015217
"585",145.408496,159.531101584,0.0436736829579,-92.5312576294,-75.1710586548,88.9947980245,"Excitatory",0.0249703832123,65.9067857143,0.218132910924,0.03656,15.1729444724,1.087045,-44.65625,1.084125,23.5937519073,190,1.08339,-32.9062538147,1.099135,-48.8437538147,2.57946920311
"588",324.972512,194.531053305,0.0784129947424,-100.65625,-80.6183547974,85.531252861,"Inhibitory",-0.0535960206169,52.2697222222,1.37697381579,0.023395,19.1315346148,1.240775,-61.375,1.240105,15.6875009537,150,1.239765,-45.28125,1.240805,-61.5312538147,1.28862501535
"591",229.789904,243.749886751,0.036178778857,-93.1875,-75.3940582275,89.3125030518,"Excitatory",0.0224147991835,63.3373333333,0.271845144702,0.04018,15.7884765173,1.1408,-46.8750038147,1.13814,38.375,110,1.1377,-33.1875,1.15326,-51.21875,3.63182083981
"595",301.899872,328.125,0.0192732177675,-102.65625,-64.7194137573,88.0687549591,"Inhibitory",0.0312061619278,28.595,0.452789706329,0.018165,34.9711488022,1.12888,-58.0000038147,1.127945,24.5000019073,30.0000019073,1.12756,-42.2500038147,1.1289,-58.1250038147,1.5586868492
"596",188.335168,138.906165957,0.0485048256814,-91.9062576294,-75.1282043457,93.5500053406,"Excitatory",0.106631552338,82.5872727273,0.0867187746149,0.03,12.1084032318,1.0766,-46.2812538147,1.07448,41.3750038147,170,1.07406,-32.6875,1.08392,-48.90625,3.53595023312
"599",107.965952,220.781207085,0.211056739092,-94.1875076294,-70.1241836548,80.6927134196,"Excitatory",0.0106580756677,39.4422916667,0.305681836353,0.043795,25.3534964056,1.14684,-47.84375,1.144695,31.1875,70,1.144175,-31.8437519073,1.166935,-49.6875,2.55338234496
"603",112.589552,81.6517844796,0.0469314455986,-85.2187576294,-76.7064819336,84.5125053406,"Inhibitory",0.00657853415843,8.68453488372,0.768996210348,0.007045,115.147214375,1.033245,-66.40625,1.0327,12.9375009537,350,1.03245,-44.3750038147,1.033255,-66.5625,1.1868201442
"606",135.672768,165.625035763,0.0391024574637,-93.4375076294,-75.4109802246,102.993755341,"Excitatory",0.0379231040748,77.4708333333,0.2,0.053065,12.9080836874,1.13556,-50.5312538147,1.133745,44.125,90,1.133375,-38.9687538147,1.15967,-55.8750038147,3.76529838332
"607",340.244064,363.593697548,0.148001074791,-105.281257629,-64.9419174194,96.6000053406,"Inhibitory",0.0424074547861,50.5042105263,0.296359743041,0.01814,19.8003293107,1.14568,-48.8125,1.1441,43.5000038147,40,1.1437,-37.5625,1.16444,-53.0000038147,3.38395769035
"617",110.670464,78.4374624491,0.0179715771228,-87.3750076294,-78.4837493896,85.1328172684,"Inhibitory",0.00192192795293,13.7044366197,0.683258876585,0.01356,72.9690703638,1.03923,-54.8125038147,1.038545,11.8125009537,310,1.038275,-31.5,1.039265,-54.9062538147,1.27846160373
"624",119.377832,105.156324804,0.0372542142868,-99.1875,-77.0609741211,86.1625019073,"Inhibitory",0.00999083140637,22.2632926829,0.641293686581,0.027555,44.9169857416,1.15321,-67.40625,1.152455,15.65625,220,1.152155,-44.65625,1.153235,-67.53125,1.37719290547
"640",189.708464,204.374998808,0.281629174948,-96.21875,-72.1406173706,101.8125,"Inhibitory",0.00708051181258,37.2956,0.535335689046,0.027645,26.8128143802,1.08889,-64.875,1.08812,34.5,90,1.087765,-38.53125,1.08892,-65.0000076294,1.31448972192
"641",359.487168,217.85710752,0.155089214444,-89.3125,-65.5099563599,95.1937538147,"Excitatory",0.0562160499965,58.2925,0.25,0.02208,17.1548655487,1.16848,-50.71875,1.16578,40.6875,40,1.16536,-41.7500038147,1.20676,-55.5000038147,4.35152353559
"684",155.374656,140.937536955,0.0578350350261,-91.5625,-76.5860595703,91.8187545776,"Excitatory",0.113233097168,93.4666666667,0.116485506164,0.051395,10.6990014265,1.131515,-43.3437538147,1.12851,37.65625,170,1.12803,-36.9062538147,1.154505,-48.8125,3.91602969863
"685",59.547116,36.8750393391,0.0624788701534,-89.21875,-77.294883728,88.6625026703,"Inhibitory",-0.000115878923358,13.1805172414,0.804908080472,0.229105,75.8695566863,1.917515,-56.15625,1.91689,12.8750009537,720,1.916615,-30.6875019073,1.91752,-56.2500038147,1.11936745489
"689",216.38368,140.468791127,0.0548031926155,-91.4375,-75.9048919678,85.1812530518,"Excitatory",0.0846457178659,131.1225,0.166258184553,0.090405,7.62645617648,1.238145,-44.1562538147,1.2344,31.5,110,1.23394,-31.0937519073,1.284625,-52.9062538147,3.8572879747
"690",235.72216,176.651805639,0.0342785231769,-80.5625,-60.4437866211,95.1500061035,"Excitatory",0.138954708036,129.005714286,0.169703103914,0.00978,7.75159461375,1.05622,-50.6875038147,1.05418,35.2812538147,110,1.05364,-34.46875,1.0565,-50.875,2.40765834481
"694",139.61728,193.281248212,0.0893409028649,-98.34375,-77.2745437622,83.6250038147,"Excitatory",0.0917128298825,73.97625,0.208169305909,0.0443,13.5178520133,1.15357,-48.8437538147,1.152145,37.4375038147,100,1.15173,-37.5937538147,1.214985,-53.4687538147,2.81076460518
"695",144.406752,129.799082875,0.0137624591589,-90.53125,-77.2036209106,93.5562538147,"Excitatory",0.0526763296411,105.542222222,0.0708333343551,0.04652,9.4748810376,1.1182,-44.4062538147,1.11558,47.4375038147,150,1.11516,-37.2812538147,1.14896,-50.15625,4.66653740674
"706",128.474336,96.0937142372,0.0173782221973,-82.09375,-70.9221343994,79.3020855586,"Inhibitory",0.017474203386,82.5918181818,0.153277569867,0.03166,12.1077368438,1.76001,-55.5312538147,1.75658,9.50000095367,200,1.756115,-38.4375,1.76528,-58.78125,3.22595192113
"712",180.518336,109.687462449,0.036167435348,-90.5937576294,-76.8645782471,99.5500053406,"Inhibitory",0.257162987318,21.29,0.0682539711013,0.020795,46.9704086426,1.07082,-56.15625,1.069855,40.59375,130,1.069565,-41.9062538147,1.070825,-56.1875038147,2.75788807531
"715",183.381344,189.06250596,0.11237899214,-96.0625,-74.3197021484,91.7687530518,"Inhibitory",0.0542311420998,108.42,0.264670687806,0.0486,9.22339051835,1.184165,-51.375,1.18255,37.875,110,1.18211,-38.3125038147,1.184395,-51.53125,2.83094609295
"737",123.602304,183.906242251,0.0519988760352,-87.6875076294,-66.8875732422,85.3020884196,"Excitatory",0.0453230754382,61.0826666667,0.239955357143,0.05336,16.3712564394,1.25514,-44.90625,1.25178,36.1875038147,50,1.25114,-42.7812538147,1.30714,-50.6875038147,3.93278943782
"739",209.560032,251.093864441,0.0188205521554,-101.156257629,-77.4727020264,66.3937534332,"Excitatory",0.0338428288372,60.2566666667,0.176119406883,0.043775,16.595674061,1.139075,-46.8437538147,1.13713,42.7812538147,70,1.136775,-34.9375,1.15181,-52.0625038147,4.0443187921
"746",91.158944,50.3125786781,0.0917242392898,-94.5937576294,-79.2038497925,86.8937568665,"Inhibitory",0.000359484917074,9.9258,0.922098214286,0.00406,100.747546797,1.02541,-75.3125,1.02492,8.59375,570,1.02468,-55.0000038147,1.02546,-75.5000076294,1.25252193674
"764",185.442624,142.187535763,0.0362740457058,-95.46875,-79.633972168,79.9562538147,"Excitatory",0.0181310460094,56.16125,0.201399116348,0.04592,17.8058714861,1.14494,-47.5625038147,1.14314,32.6875,90,1.14266,-36.1562538147,1.17096,-53.0625038147,2.67117788942
"791",287.679552,221.093714237,0.0425620898604,-97.3437576294,-74.0521774292,76.3125034968,"Inhibitory",0.00154682015496,10.8505494505,1.23291365285,0.00812,92.1612315171,1.03365,-56.9687538147,1.03277,13.4062509537,170,1.03246,-33.8125,1.03375,-57.03125,1.42382453871
"792",174.659088,214.062571526,0.0316042676568,-94.0000076294,-70.1578445435,86.2312522888,"Excitatory",0.0248267549402,78.105,0.15546875,0.04306,12.8032776391,1.11184,-51.375,1.10922,33.1875,90,1.10878,-38.1875,1.12684,-55.0000038147,3.94022133203
"793",119.94748,148.749962449,0.018988551572,-100.218757629,-83.5632095337,101.918753815,"Excitatory",0.0483089979191,69.9879166667,0.182500009278,0.041235,14.2881806979,1.108285,-53.4062538147,1.10626,43.6562538147,110,1.10593,-43.1250038147,1.12649,-59.8437538147,4.41229348086
"796",204.189664,213.124960661,0.029558127746,-101,-76.9283905029,91.697921435,"Excitatory",0.0323396179505,55.895,0.25,0.038685,17.8906878969,1.112495,-49.0000038147,1.109795,17.2500019073,70,1.109235,-40.6250038147,1.13907,-54.0312538147,3.0429334796
"803",158.493728,179.687425494,0.0293397717178,-89.625,-69.3307876587,82.4562519073,"Inhibitory",0.022820739009,53.4323529412,0.362352552293,0.016055,18.7152529311,1.079825,-57.1875,1.078845,24.7500019073,110,1.07846,-45.15625,1.079855,-57.3125038147,1.5880351631
"805",171.58592,197.968706489,0.125142410398,-88.875,-70.4693603516,89.5156275431,"Excitatory",0.0165394608014,77.6472727273,0.182812509515,0.06025,12.8787524001,1.20331,-44.28125,1.200985,36.75,70,1.200535,-36.6875,1.24358,-54.8125038147,3.09207511735
"806",242.403264,251.56250596,0.00831763353199,-93.21875,-65.2991027832,75.3437538147,"Inhibitory",0.154108538307,19.5716666667,0.0372807017544,0.015685,51.0942689262,1.09148,-55.8125038147,1.0905,19.46875,50,1.090175,-43.4375038147,1.091545,-55.9375038147,1.84254829149
"808",306.119712,243.59382689,0.230195939541,-96.8750076294,-68.3530731201,85.2187547684,"Inhibitory",0.0596904830789,184.133333333,0.0629230769231,0.01042,5.43084721217,1.047,-52.09375,1.04586,26.4375,90,1.04552,-36.78125,1.0472,-52.2812538147,2.36373633054
"814",235.200512,190.178707242,0.0598619915545,-92.5,-70.5497512817,93.5625038147,"Inhibitory",0.20280470169,123.11,0.260583952566,0.02047,8.12281699293,1.099035,-59.7187538147,1.09803,28.9062519073,90,1.09766,-44.03125,1.099095,-59.8437538147,1.87610934116
"823",199.913696,101.5625,0.0859844386578,-90.9062576294,-78.3937988281,96.5078148842,"Inhibitory",0.00204622439365,17.2510526316,0.614248203076,0.01313,57.9674771944,1.04173,-65.09375,1.04083,28.2812519073,160,1.04048,-45.0625,1.04185,-65.3125076294,1.65128183476
"824",163.894976,173.124969006,0.091422341764,-97.1562576294,-77.813873291,93.171880722,"Excitatory",0.0207597174198,79.265,0.154196438486,0.07411,12.6159086608,1.187885,-46.25,1.18232,38.0000038147,90,1.18172,-37.7812538147,1.22611,-52.3125,4.16579224559
"826",89.159736,111.718788743,0.0348761491477,-89.4687576294,-77.2467803955,88.3906259537,"Excitatory",0.0606745070807,103.245,-0.0150483226847,0.06864,9.68569906533,1.28824,-45.5000038147,1.2849,31.5937519073,170,1.28432,-38.90625,1.31904,-53.7187538147,3.72876822374
"847",338.927264,191.562384367,0.0298675894737,-97.7812576294,-76.0891113281,93.6953134537,"Excitatory",0.260165058509,92.18125,0.146842113114,0.040535,10.8481930978,1.13181,-45.3125,1.12942,41.625,110,1.12898,-36.4375,1.93878,-54.6875,3.9183698788
"850",155.321072,156.093791127,0.0351201109588,-95.8125076294,-78.3591156006,102.406253815,"Excitatory",0.0771844224327,98.2777777778,0.130130357304,0.03926,10.1752402487,1.096755,-49.0000038147,1.094075,46.5625038147,110,1.09369,-39.0312538147,1.11664,-52.1875038147,4.40104738116
"853",180.417056,195.70311904,0.0432634502649,-98.28125,-77.2277679443,75.3333346049,"Excitatory",0.0576653340035,53.2483333333,0.146420842699,0.032255,18.7799305143,1.09769,-47.4375,1.095685,43.5625,110,1.09532,-31.2812519073,1.108045,-52.5000038147,3.2670119739
"861",106.975416,155.156210065,0.0340365059674,-90.4062576294,-74.0390396118,80.4062541326,"Excitatory",0.02833605914,127.053571429,0.161904769117,0.098,7.87069571328,1.252775,-44.7187538147,1.250675,28.6562519073,90,1.250175,-34.6562538147,1.314205,-55.9375038147,2.84639135324
"863",145.749248,125.669509172,0.110391393304,-93.71875,-80.1582565308,97.6000045776,"Excitatory",0.366383588839,90.67,0.110156239886,0.04177,11.0290062865,1.12283,-53.5625038147,1.12084,32.125,290,1.120305,-39.15625,1.13938,-53.90625,2.99895275122
"864",228.920896,273.4375,0.0697836056352,-99.3437576294,-78.4320907593,94.7031259537,"Inhibitory",0.0246256801065,41.9376086957,0.411812671504,0.030115,23.8449456491,1.1194,-61.25,1.118205,31.8125,70,1.117785,-47.3437538147,1.119455,-61.3750038147,2.1552550072
"870",200.624128,149.519309402,0.0320296883583,-93.1562576294,-76.7724685669,91.2750030518,"Excitatory",0.0146677684976,57.0815625,0.290214390278,0.064105,17.5187916413,1.192635,-44.5312538147,1.19082,39.7500038147,50,1.19044,-32.0625,1.23585,-53.9375038147,3.53888140586
"878",416.23232,226.093783975,0.155992746353,-99.96875,-78.3579406738,94.6979204814,"Inhibitory",0.0298676450198,39.3927272727,0.164123100548,0.01358,25.3853964737,1.07914,-56.8437538147,1.07824,28.875,59.9999961853,1.07794,-42.0937538147,1.07916,-56.9375038147,2.16547421749
"879",160.450448,290.468782187,0.124691918492,-89.21875,-58.9267463684,78.7812530518,"Excitatory",0.0967998277941,108.468333333,0.0501028806584,0.05877,9.2192805888,1.810425,-40.53125,1.803665,34,50,1.80306,-29.3750019073,1.85345,-49.0000038147,3.98136491135
"886",129.452272,178.125008941,0.0289575643837,-91.375,-70.5754852295,102.331254578,"Excitatory",0.0299218854808,63.4036666667,0.241366916488,0.037775,15.7719585092,1.188715,-51.28125,1.18746,50.1250038147,90,1.187085,-40.125,1.210595,-52.71875,3.25732699485
"897",149.703568,103.281363845,0.0613643974066,-89.3750076294,-77.5536880493,81.6354166667,"Inhibitory",0.00448565520884,12.8574025974,1.12142857143,0.00671,77.7762065413,1.030675,-54.40625,1.029775,14.59375,310,1.02944,-41.84375,1.030755,-54.5625,1.61296669375
"898",124.348424,85.2678567171,0.0462696291506,-94.625,-75.4902877808,77.7937511444,"Inhibitory",0.00288391118355,12.2559375,0.817702936128,0.009485,81.5931053826,1.03193,-58.9375,1.031245,4.21875,290,1.03098,-41.0625,1.032065,-59.09375,1.32414886017
"906",139.138,189.687535167,0.146253287792,-95.65625,-75.4081039429,65.8250041962,"Excitatory",0.382877382755,264.316666667,0.153571435275,0.046585,3.78334068983,1.1342,-39,1.131835,22.0625,110,1.13137,-30.90625,1.163735,-50.9062538147,2.51740696562
"915",235.951264,232.031360269,0.0108916340396,-99.40625,-75.2405853271,90.6812530518,"Excitatory",0.251519266109,116.715,0.0672619047619,0.046655,8.56787902155,1.184135,-51.40625,1.18118,35.03125,70,1.18061,-40.03125,1.20086,-56.4375,3.46990871297
"916",174.62296,143.906280398,0.0627813786268,-89.9375,-73.186340332,106.518751526,"Inhibitory",0.0672948924371,32.16,0.346428589172,0.014025,31.0945273632,1.051485,-64.125,1.05061,35.0625,150,1.05027,-44.96875,1.05153,-64.34375,1.8047332222
"919",111.396192,90.3124585748,0.18500906229,-77.5312576294,-66.5565338135,95.6625038147,"Inhibitory",0.0504915030512,104.2,0.136731144215,0.04866,9.59692898273,1.16406,-44.7812538147,1.16234,47.4062538147,130,1.16196,-38.90625,1.21816,-54.0937538147,3.28674188798
"920",499.737088,421.093732119,0.124511115253,-102.03125,-67.2419128418,89.6875050863,"Inhibitory",0.0172610026505,34.1907142857,0.542037031034,0.01794,29.2477071887,1.17276,-57.5625038147,1.17132,16.75,20,1.17084,-41.46875,1.17304,-57.90625,1.76979190405
"921",158.85984,248.125001788,0.0537547953427,-96.2187576294,-73.4638595581,85.6000038147,"Excitatory",0.0219904320172,53.9873529412,0.282026143791,0.05778,18.5228566603,1.176795,-46.7812538147,1.1747,44.7187538147,50,1.17435,-32.78125,1.201805,-52.5937538147,3.64611331013
"939",119.131568,107.343748212,0.0506856925786,-83.5937576294,-70.3413925171,91.5104217529,"Excitatory",0.020571736118,53.5075,0.261079560021,0.028535,18.6889688361,1.1207,-49.53125,1.1193,42.3125038147,130,1.11889,-39.5937538147,1.13373,-53.0937538147,2.78839539286
