"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","firing_rate"
"253",0.118105002124,27.65375,0.313970588235,1.10388,3.72733333333,1.025602,-52.53125,-54.2916679382,-55.6937515259,419.959072,0.01964,1.101885,3.72512666667,1.023464,28.1250019073,29.8750012716,33.7687507629,273.906260729,0.127086594701,1.557804,-73.2562530518,70,67.5833333333,360,1.10144,3.72465333333,1.023116,-31.0000019073,-31.7708333333,-43.2000015259,1.10491,3.72858333333,1.557804,-53.125,-55.0000012716,-73.2562530518,2.78203411447,2.70062601697,3.05261650704,-99.09375,-72.9722976685,"Htr3a-Cre_NO152",89.4625022888,36.161460923
"262",-0.00489474649908,77.9116666667,0.228509480088,1.6928,7.04828666667,1.02692666667,-50.5,-51.1354192098,-56.3281275431,200.542144,0.06424,1.68962,7.04527333333,1.02348333333,24.25,31.6458352407,24.5104179382,115.468747914,0.0158823784441,1.52113333333,-77.2604217529,150,150.625,770,1.68908,7.04476666667,1.02308333333,-36.3437538147,-35.9479192098,-36.6562519073,1.70012,7.05559333333,1.52113333333,-54.3750038147,-55.1041692098,-77.2604230245,3.73982856537,3.80579692798,2.38330587213,-89.625,-77.1948776245,"Chrna2-Cre_OE25",80.8385454814,12.8350482384
"268",-0.953182196666,318.255,0.988161106959,1.867545,8.02693833333,1.02412875,-62.3437538147,-57.927087148,-61.429690361,200.424128,0.20391,1.86687,8.02624,1.02335,4.15625,8.62500063578,4.70312511921,162.95042634,0.0376798473299,1.64948875,-70.0000019073,140,175.125,390,1.866615,8.02595,1.02311875,-40.59375,-33.9375025431,-41.882815361,1.867615,8.02697333333,1.64948875,-62.4687538147,-58.0208346049,-70.0000019073,1.19439806835,1.10340018462,1.31030905841,-100.156257629,-69.2242050171,"Pvalb-IRES-Cre",66.1328154802,3.14213445193
"269",0.00249241034067,22.5242682927,0.697302184476,1.86291,10.706405,1.024045,-57.8125038147,-58.6041679382,-62.2109413147,147.043344,0.062405,1.86217,10.705705,1.023345,13,21.6041679382,21.0937504768,106.406368315,0.0415983870625,1.36684125,-78.9609375,240.000015259,242.124994914,0,1.861885,10.7054116667,1.02308875,-36.21875,-34.1875012716,-42.1250009537,1.862925,10.7064683333,1.36684125,-57.9687538147,-58.7291692098,-78.9609375,1.32695477422,1.25661200501,1.35143242285,-95.8437576294,-79.319480896,"Pvalb-IRES-Cre",83.3046917915,44.3965587253
"271",0.0720733276299,95.882,0.191304347826,1.11238,2.02249333333,1.024768,-47.5000038147,-49.2916692098,-50.9187522888,278.638656,0.03456,1.10992,2.02053333333,1.023252,39.2187538147,39.5208333333,37.3312522888,197.656199336,0.0450279004872,1.072296,-60.8000022888,70,24.9999993642,360,1.10944,2.02002,1.022852,-35.8437538147,-40.6666666667,-43.8437538147,1.12816,2.05300666667,1.072296,-53.9687538147,-57.1562525431,-60.8000030518,3.02055680542,2.92538093775,2.80526442764,-82.3750076294,-59.7773742676,"Chrna2-Cre_OE25",88.2500045776,10.4294862435
"274",0.00320756129565,18.2135185185,0.739600889177,1.05148,6.20762666667,1.024527,-62.59375,-61.0729179382,-66.0750015259,272.902624,0.01245,1.05026,6.20605833333,1.023303,22.4375,15.59375,29.6875,219.218745828,0.0653395056725,1.356476,-75.8125015259,110,129.624997457,400,1.04985,6.205535,1.022957,-33.3750038147,-27.40625,-41.79375,1.05161,6.20785333333,1.356476,-62.8125,-61.302087148,-75.8125015259,1.47123335978,1.14006867345,1.80109976435,-97.15625,-74.1142349243,"Sst-IRES-Cre",95.7625015259,54.9042733826
"277",0.0284146869784,58.0909375,0.232499996686,1.093015,2.1337325,1.025207,-51.59375,-51.6250038147,-57.6187522888,212.717072,0.016375,1.091335,2.1321575,1.023241,22.28125,29.8750009537,21.0437503815,357.142865658,0.0710114762187,1.066175,-61.0812507629,29.9999980927,27.75,312,1.090835,2.13166,1.022816,-37.0312538147,-35.7812519073,-36.0937515259,1.11637,2.16965,1.066175,-51.9375,-52.9375,-61.0812507629,2.4432934881,2.55191491859,2.2982044247,-85.8125,-59.3971290588,"Gad2-IRES-Cre",78.6625026703,17.2143890775
"278",0.0148176212291,108.524444444,1.17527312893,1.13696,9.81439,1.024115,-61.5937538147,-59.3593769073,-61.6328134537,201.548544,0.01648,1.13626,9.81367,1.02338,14.3437509537,19.7343759537,20.3750004768,114.374995232,0.0562333464622,1.846905,-78.1250019073,200,219.874992371,520,1.13594,9.81335,1.0231,-40.7187538147,-38.9375019073,-48.7031259537,1.13706,9.81443,1.846905,-61.7187538147,-59.453125,-78.1250019073,1.20768582664,1.32280084608,1.46476694316,-90.8125076294,-77.639793396,"Pvalb-IRES-Cre",82.0078139305,9.2145138832
"279",0.0287926829891,45.1392857143,0.480027173913,1.14404,2.956155,1.024386,-52.40625,-50.3333358765,-55.4687515259,232.153328,0.03709,1.142755,2.95476833333,1.023112,15.1250009537,20.7708339691,19.6562511444,422.031313181,0.0748344138265,1.642853,-67.3125045776,50,48.375,600,1.142305,2.95426333333,1.022723,-39.4375038147,-38.3750025431,-36.8437522888,1.14406,2.95621833333,1.642853,-52.4687538147,-50.4062538147,-67.3125045776,1.80530732554,1.94100062964,1.74702807695,-98.96875,-66.7581329346,"Sst-IRES-Cre",75.1250026703,22.1536513965
"280",0.0874282067645,7.835,1.19048180898,1.03089,17.5103125,1.02365,-65.15625,-58.0468769073,-65.3187530518,131.534336,0.006185,1.0304,17.5096275,1.02318,11.78125,3.82812523842,21.5875003815,91.7188674212,0.0427062027156,1.652679,-74.0625,320,412.25,570,1.030145,17.5093075,1.022973,-34.9687538147,-31.2187509537,-46.2187515259,1.030895,17.5104,1.652679,-65.28125,-58.1250019073,-74.0625,1.00869688929,0.888078852064,1.21518453344,-83.7187576294,-72.9193115234,"Pvalb-IRES-Cre",86.9062534332,127.632418634
"281",0.0496941836972,44.0027272727,0.311997012805,1.21438,3.90152666667,1.024332,-56.875,-52.958337148,-56.4375022888,225.293296,0.02326,1.21322,3.90035333333,1.023336,40.4375,43.3020846049,41.6750007629,231.562420726,0.0236294623464,1.60636,-71.5125045776,59.9999961853,72.0833333333,499.999969482,1.21284,3.89995333333,1.023008,-47.0937538147,-43.0208358765,-45.3687515259,1.69132,3.90155333333,1.60636,-57.0937538147,-53.0729192098,-71.5125045776,2.99417042737,3.03679150966,2.88153401493,-96.0312576294,-71.2807159424,"Vip-IRES-Cre",98.1125030518,22.7258640993
"282",0.00831017441764,40.6706521739,0.555,1.155185,4.15844666667,1.024465,-51.1562538147,-50.5208358765,-55.2656288147,213.602096,0.03868,1.154185,4.15730666667,1.023405,7.8125,7.32291698456,9.50000047684,242.1875,0.190551131964,1.1802575,-73.4218826294,70,78.4583333333,0,1.153855,4.15696666667,1.0231525,-33.9375038147,-33.8333346049,-32.0000019073,1.15528,4.16836,1.1802575,-51.28125,-51.520837148,-73.4218826294,1.53965880903,1.5403400673,1.4910164839,-98.96875,-72.1569137573,"Sst-IRES-Cre",64.7656292915,24.5877542294
"286",0.0240650777896,29.9925,0.524553571429,1.07192,2.50259,1.02421333333,-61.5937538147,-60.4843788147,-59.895837148,337.48256,0.02184,1.07094,2.50162,1.0233,29.4062519073,33.7031288147,33.8125025431,230.468943715,0.0809965506196,1.56566,-72.4791692098,50,36.9999990463,499.999969482,1.07056,2.50117,1.02296666667,-44.4375,-51.1562519073,-42.8645846049,1.072,2.50268,1.56566,-61.65625,-60.5937519073,-72.4791692098,1.94547912849,1.99197047396,2.03203969504,-98.4062576294,-71.9615402222,"Chrna2-Cre_OE25",93.7083396912,33.3416687505
"288",-7.72783694761e-05,10.1684536082,1.25743980703,1.02834,7.03987333333,1.0241575,-56.625,-53.0937512716,-57.2343773842,239.244688,0.00494,1.0274,7.03884666667,1.023145,16.5625019073,15.1666676203,15.5898444653,174.375116825,0.0130160385743,1.666695,-66.7929697037,160,150.458333333,340,1.02702,7.03841333333,1.02278,-45.8437538147,-30.1770846049,-46.0703139305,1.02842,7.0402,1.666695,-56.6875038147,-53.4791679382,-66.7929697037,1.50806366645,1.26325860379,1.48562221257,-85.0312576294,-65.881477356,"Nkx2-1-CreERT2",72.8242218494,98.3433704402
"291",0.0245779786628,39.4589583333,0.544505494505,1.08675,3.01721166667,1.02391375,-58.0937538147,-58.7812525431,-59.7500038147,352.433632,0.02671,1.08607,3.01646166667,1.02322625,35.34375,34.4270833333,34.320315361,150.00000596,0.254479914904,1.23908375,-70.0546951294,50,49.875,419.999969482,1.085745,3.01611666667,1.0229325,-37.3125,-36,-42.0625009537,1.08675,3.01724833333,1.23908375,-58.0937538147,-58.9166704814,-70.0546951294,1.35947406121,1.32181360746,1.42835110017,-101.968757629,-69.600730896,"Sst-IRES-Cre",94.0703191757,25.342787601
"293",0.0880591216123,80.4063636364,0.353027541384,1.073045,5.09411833333,1.024517,-59.1250038147,-57.2187525431,-59.0937507629,356.36832,0.013745,1.072195,5.09322,1.023631,36.59375,37.9895858765,40.3625007629,262.890517712,0.077836945653,1.717196,-74.15,80,101.83333079,340,1.071845,5.09283,1.023288,-45.3437538147,-42.6770858765,-48.5062538147,1.073065,5.094165,1.717196,-59.2500038147,-57.3541692098,-74.15,2.08832255424,1.9591041744,2.12091022076,-98.875,-73.1615219116,"Sst-IRES-Cre",99.4562515259,12.4368265741
"296",-0.0165641499269,51.1505263158,0.184340659341,1.3248,2.78916,1.02543,-50.7500038147,-49.9843769073,-60.2812538147,332.315904,0.01136,1.32274,2.78721,1.02344,16.78125,23.7343759537,29.9843759537,170.31249404,0.0800907835364,1.48335,-74.296875,70,44.1875,320,1.32218,2.78669,1.0231,-39.3437538147,-38.890625,-46.1875038147,1.3259,2.79076,1.48335,-51.0937538147,-50.4375019073,-74.296875,2.55515219513,2.62564958886,2.98052193701,-99.46875,-73.2969207764,"Htr3a-Cre_NO152",90.2656297684,19.5501409668
"302",0.211282509818,68.4422222222,0.132680115274,1.16178,1.57634666667,1.02496,-52.7812538147,-56.2708358765,-57.3750019073,417.74864,0.01898,1.1605,1.5751,1.02384,22.7812519073,27.5520839691,27.3906259537,570.625126362,0.0364815033972,1.4699,-61.3593769073,10,13.875,200,1.16002,1.5746,1.02341,-41.3125,-44.645837148,-47.140625,1.16186,1.57645333333,1.4699,-52.875,-56.4062525431,-61.3593769073,1.87698117641,1.90478104631,1.92874125338,-99.1250076294,-60.1255912781,"Chrna2-Cre_OE25",84.765627861,14.6108639891
"304",0.389809018147,126.19,0.147222222222,1.16698,4.66291,1.02543,-45.9062538147,-46.0625,-51.9270865122,233.527488,0.0499,1.16416,4.66072,1.02358,38.03125,40.2968769073,39.9427102407,247.209787369,0.130555033684,1.75829,-77.0104204814,90,91.0624961853,850,1.1636,4.66012,1.02311,-33.8125,-33.328125,-44.1145846049,1.21302,4.69366,1.75829,-54.9375038147,-53.7500019073,-77.0104204814,2.97045489831,2.79772871379,3.07141281111,-102.65625,-75.7673873901,"Chrna2-Cre_OE25",91.8697967529,7.92455820588
"305",0.00064258805831,12.5075,1.15678851175,1.272425,11.763725,1.02335,-55.6875038147,-52.390625,-57.5468769073,129.903104,0.01187,1.27171,11.7630225,1.0228125,14.8437509537,19.0000019073,27.5468759537,65.6249970198,0.0965977758169,1.290815,-69.1093788147,290,268.5625,270,1.27139,11.7627075,1.0225725,-31.7812519073,-29.1875009537,-44.046875,1.27254,11.7638075,1.290815,-55.875,-52.5156269073,-69.1093788147,1.16261835695,1.19715548917,1.36917135949,-80.15625,-72.0429763794,"Pvalb-IRES-Cre",85.093752861,79.9520287827
"306",0.00671348868104,49.5721052632,0.300396850031,1.12163,5.48597166667,1.02488125,-50.8125,-52.2916679382,-53.570315361,228.97656,0.01954,1.118575,5.48148,1.0234075,20.2812519073,23.791668574,29.7031264305,213.281169534,0.0271111633629,1.24385125,-73.5781269073,110,111.541656494,509.999969482,1.1181,5.48101833333,1.02310625,-35.6875038147,-35.1770833333,-40.3906259537,1.13039,5.49441166667,1.24385125,-54.5937538147,-55.4583358765,-73.5781269073,3.62133849014,4.16383918285,2.85735816638,-95.875,-72.3847427368,"Htr3a-Cre_NO152",83.2734417915,20.1726352894
"313",0.00146199087054,13.2865753425,0.692857121059,1.10801,8.26136833333,1.025415,-54.125,-56.0833358765,-62.9375,177.478832,0.021245,1.106795,8.260235,1.023645,4.75000047684,9.22916666667,5.375,137.50000298,0.0252450555563,1.949235,-76.96875,210,181,0,1.106435,8.25986666667,1.023355,-27.65625,-29.1250006358,-44.9375038147,1.108025,8.26145,1.949235,-54.21875,-56.2083346049,-76.96875,1.32794366256,1.288163475,1.65233018833,-92,-76.2554244995,"Pvalb-IRES-Cre",68.3125,75.263939294
"314",0.0954127717212,49.6258333333,0.268189112057,1.093885,8.93557333333,1.024539,-54.15625,-51.7291704814,-58.5750022888,140.456,0.02946,1.09266,8.93286666667,1.023361,27.5625,29.6250019073,29.2437515259,139.374956489,0.0474112145603,1.317778,-74.2937545776,150,197.833333333,730,1.092345,8.93251,1.023068,-37.09375,-36.34375,-44.4187530518,1.094055,8.940745,1.317778,-54.40625,-54.3750038147,-74.2937545776,2.5558294504,3.71892589121,2.24732120482,-88.5,-72.1893692017,"Htr3a-Cre_NO152",87.8187538147,20.1507951168
"322",0.00534252401808,15.3210714286,1.05167322835,1.651235,23.36902,1.023738,-66.8437576294,-65.7187525431,-69.1937530518,74.373624,0.13388,1.650615,23.3684566667,1.023214,7.15625047684,18.9791673024,25.7750011444,36.562461406,0.0477078333497,1.367656,-76.8062515259,620,558.708333333,498,1.650275,23.368165,1.022966,-35.1250038147,-37.6770858765,-50.1875022888,1.65126,23.369045,1.367656,-66.9687576294,-65.8020884196,-76.8062515259,0.862726109513,1.10199412915,1.16193521864,-88.96875,-77.0860366821,"Pvalb-IRES-Cre",94.9687541962,65.2695867037
"325",-0.0252933361032,94.7677777778,0.170311867136,1.48934,13.4380416667,1.028951,-54.9062538147,-55.2395846049,-68.7312515259,102.521304,0.090435,1.48466,13.432845,1.023318,19.90625,23.0416673024,22.7000003815,61.5624599159,0.0321450121701,1.400833,-81.6125015259,350,310.291666667,1140,1.48418,13.4323783333,1.022966,-35.8437538147,-35.8541692098,-45.0812507629,1.49345,13.442365,1.400833,-56.46875,-57.3229166667,-81.6125015259,3.69412993885,3.87924762705,2.12020705487,-89.3125,-80.8448028564,"Htr3a-Cre_NO152",91.4312519073,10.5521098357
"327",0.00126942248117,12.0556896552,0.254801324503,1.1884,22.6526566667,1.0246,-59.1562538147,-56.9791679382,-63.8437515259,87.087664,0.299605,1.187535,22.651585,1.023416,6.5,8.84375047684,12.8000003815,51.5625067055,0.0474356599152,1.264444,-80.9812515259,590,540.791666667,0,1.1872,22.65123,1.023118,-36.59375,-31.3020852407,-46.8187515259,1.188475,22.6529,1.264444,-59.2812538147,-57.1979192098,-80.9812515259,1.22528456551,1.22724740845,1.4204635159,-94.0000076294,-80.152633667,"Pvalb-IRES-Cre",76.6437519073,82.9483860818
"330",0.196798784251,124.356428571,0.299710998943,1.087185,5.51869,1.024659,-58.78125,-59.3125038147,-61.9687530518,184.305216,0.030545,1.086035,5.51747666667,1.023472,35.0625038147,35.9375038147,36.2562515259,178.281292319,0.0684260651469,1.540459,-73.6375030518,110,112.41666921,0,1.08562,5.51702666667,1.023097,-44.4062538147,-43.9270846049,-43.3250015259,1.08722,5.51877833333,1.540459,-58.9375,-59.4479192098,-73.6375030518,2.16458500499,2.02042314873,2.13843453545,-93.625,-73.3044967651,"Sst-IRES-Cre",98.2250045776,8.0414017312
"331",0.369424324358,234.183333333,0.0622340430567,1.22363,2.40779333333,1.02439,-64.96875,-60.9583346049,-63.2812538147,391.213248,0.03249,1.22297,2.40714666667,1.023775,25.9375019073,37.9375025431,33.90625,328.906267881,0.0241032354534,1.895235,-76.375,30.0000019073,34.625,0,1.222665,2.406845,1.023495,-56.15625,-48.6145846049,-56,1.223655,2.40781333333,1.895235,-65.0937576294,-61.0520858765,-76.375,1.52953482667,1.55372618957,1.51111168559,-100.156257629,-76.1264419556,"Sst-IRES-Cre",97.1875038147,4.27015870757
"340",-0.0243319201736,71.3454545455,0.17438524303,1.9769,7.274,1.024728,-52.5000038147,-55.5312519073,-51.9687515259,191.326528,0.17346,1.9729,7.2696,1.023392,36.78125,36.1093769073,42.0250022888,145.468786359,0.0182432401925,1.32546,-74.8812545776,190,156.25,780,1.9725,7.26921,1.023064,-28.4062519073,-31.4843759537,-38.4875007629,1.98116,7.2796,1.32546,-55.6250038147,-58.8906269073,-74.8812545776,4.06049830575,3.87566688766,2.82084499823,-88.6562576294,-73.6837921143,"Nkx2-1-CreERT2",93.9937538147,14.0163098879
"342",0.0170178347005,53.6713888889,0.424666666667,1.115755,3.11633333333,1.02427785714,-62.1875,-56.7916704814,-62.7678587777,211.534848,0.02126,1.114745,3.11533666667,1.02332,34.125,35.03125,38.6205368042,169.062495232,0.0413484051824,1.36833357143,-64.4464285714,90,52.375,450,1.114295,3.11490666667,1.02293857143,-42.09375,-39.2708333333,-44.7678576878,1.11587,3.122185,1.36833357143,-62.28125,-56.8854179382,-64.4464285714,1.71716984563,1.87829439732,1.89942227231,-84.5,-64.2588348389,"Sst-IRES-Cre",101.388395582,18.6319009197
"343",0.00432305494755,88.42,0.164491155278,1.3784,5.00179333333,1.025204,-49.9062538147,-49.3229192098,-56.4062538147,206.196992,0.00798,1.37686,5.00022,1.023532,36.9375,39.7812512716,38.1250015259,186.562418938,0.0656694322824,1.623268,-70.89375,110,99.5,249.999984741,1.3764,4.99975333333,1.02314,-40.9687538147,-41.7708358765,-48.3062515259,1.3784,5.00196,1.623268,-49.9062538147,-49.5104166667,-70.89375,2.9084602245,3.05750430627,3.10361262595,-90.53125,-70.5390701294,"Chat-IRES-Cre-neo",94.5312553406,11.3096584483
"347",0.0743123738445,14.21,0.726562493231,1.04022,12.4325016667,1.024427,-57.2187538147,-52.3958346049,-58.7312515259,177.3468,0.00983,1.03929,12.4313333333,1.023353,12.2500009537,7.5625,16.6125011444,118.437498808,0.0252852868289,1.62964,-74.5687545776,230,285.291656494,560,1.03897,12.43092,1.023056,-34.875,-29.0104179382,-42.4562530518,1.040285,12.4325616667,1.62964,-57.34375,-52.5104204814,-74.5687545776,1.48883559525,1.28601427276,1.69673334062,-100.781257629,-74.4163742065,"Pvalb-IRES-Cre",75.3437526703,70.3729767769
"348",0.00134575928167,20.4914444444,0.903794794524,1.839055,15.6194016667,1.023969,-62.375,-60.7291679382,-65.5062545776,115.145696,0.07127,1.83828,15.61867,1.023333,8.12500095367,19.2187519073,26.6750015259,71.8751177192,0.0232932921499,1.655788,-82.0562530518,390,364.958312988,880,1.83793,15.6183483333,1.023065,-34.7500038147,-34.8750038147,-48.7375022888,1.83908,15.61947,1.655788,-62.5,-60.8437525431,-82.0562530518,1.05581799194,1.22077108938,1.31625882422,-88.96875,-80.8073272705,"Pvalb-IRES-Cre",92.1812561035,48.8008545572
"349",0.157901549081,38.5333333333,0.0308988764045,1.05658,4.57231333333,1.024964,-51.4687538147,-46.9166692098,-53.8875022888,291.219424,0.0118,1.055,4.57062666667,1.023276,33.6250038147,26.8020846049,29.5562511444,193.437457085,0.0550305172801,1.367728,-72.3312545776,80,88.75,320,1.0546,4.57012,1.022908,-42.3750038147,-36.8854166667,-46.8312515259,1.05668,4.58758,1.367728,-51.53125,-48.2187525431,-72.3312545776,3.16120244791,2.62715243447,3.31398183485,-92.8437576294,-71.559135437,"Vip-IRES-Cre",83.4437534332,25.9515570934
"351",0.0544789975287,164.649,0.0344696971043,1.157125,2.0666,1.02462333333,-58.8750038147,-58.0312512716,-61.5416692098,311.605952,0.04545,1.155575,2.065065,1.02331666667,36.75,40.0416692098,32.6250025431,485.000014305,0.0322718136013,1.58587333333,-68.1041692098,30.0000019073,26.1250006358,279.999979655,1.155115,2.06459833333,1.022955,-37.34375,-36.1666679382,-41.6354192098,1.15717,2.06674666667,1.58587333333,-58.9375,-58.208337148,-68.1041692098,2.45739275706,2.47379353204,2.35634662618,-102.15625,-67.0113220215,"Sst-IRES-Cre",94.1666717529,6.07352610705
"352",0.0239337667465,111.165,0.0859304090773,1.2123,5.70866,1.026075,-49.0000038147,-49.5520846049,-51.8593788147,114.496624,0.08058,1.20812,5.70508,1.0236,42.7812538147,45.0833358765,45.679690361,105.00010848,0.108139015734,1.341195,-73.0000038147,130,117.125002543,1170,1.20766,5.70462,1.023205,-37.90625,-40.0000012716,-48.1250009537,1.24962,5.74733333333,1.341195,-56,-56.8437538147,-73.0000038147,4.69022121585,4.82550712283,4.75046347144,-83.7812576294,-72.03099823,"Chrna2-Cre_OE25",97.5390691757,8.995637116
"355",-0.014975288,59.9146666667,0.184821429776,1.547145,7.06113833333,1.027766,-54.2812538147,-54.0312512716,-61.0687515259,158.307792,0.053835,1.541885,7.05613333333,1.023404,14.3125009537,21.4270846049,25.9937507629,143.437504768,0.00683841016144,1.072463,-69.6875045776,170,150.91666158,540,1.541405,7.0557,1.023079,-34.5625038147,-32.8229204814,-40.4937522888,1.552175,7.066065,1.072463,-56.2812538147,-56.5520858765,-69.6875045776,2.96135842891,2.94885965738,2.04119637761,-84.8437576294,-69.0822906494,"Htr3a-Cre_NO152",87.0625022888,16.6904041303
"356",0.0131235670639,60.1221875,0.269935686069,1.083365,8.48237,1.028193,-46.6250038147,-48.5625,-58.3125030518,123.479544,0.02422,1.08135,8.47848,1.023395,28.9062519073,32.109375,31.3312515259,112.187504768,0.0678921714425,1.49588,-71.7000030518,190,186.4375,640,1.08092,8.47799,1.02299,-39.6875038147,-38.5468769073,-41.4625015259,1.091605,8.4894575,1.49588,-50.8125,-51.7812519073,-71.7000030518,3.02183142613,3.24567118845,2.25568777571,-83.4375,-70.7862167358,"Htr3a-Cre_NO152",89.6437545776,16.6327946733
"361",0.0419788600137,68.1230769231,0.266326530612,1.20866,3.9492,1.02497,-53.7812538147,-56.052087148,-56.6640644073,192.72752,0.05456,1.20718,3.94756666667,1.02351,36.1562538147,35.0937525431,35.6875009537,184.218749404,0.032250251621,1.532335,-75.2265663147,70,73.2083333333,820,1.20676,3.94712666667,1.02312,-40.21875,-42.9895833333,-45.9218759537,1.2089,3.95683333333,1.532335,-54.0625038147,-56.3229192098,-75.2265663147,2.81359720837,2.90030676685,2.8108172521,-93.8437576294,-74.6732559204,"Htr3a-Cre_NO152",92.351565361,14.6793134598
"363",0.044286706926,92.924,0.299532101878,1.14152,4.56934,1.02461666667,-61.5937538147,-61.8229204814,-62.6979198456,188.7088,0.0473,1.14006,4.56775333333,1.02350666667,42.5,43.6354204814,38.213543574,216.718822718,0.0732740610838,1.49781333333,-72.8750038147,110,88.7083333333,700,1.13956,4.56725333333,1.02308333333,-43.8125038147,-41.1979179382,-45.4062519073,1.1417,4.56954666667,1.49781333333,-61.8437538147,-62.0104192098,-72.8750038147,2.4281945647,2.43772068686,2.06886589565,-95.375,-71.9751281738,"Chrna2-Cre_OE25",100.91146342,10.7614825018
"365",0.0131544278271,19.8426530612,0.602496159754,1.070985,3.12674166667,1.024246,-53.9687538147,-51.1458358765,-54.2250015259,402.665312,0.01073,1.069505,3.12493,1.022987,28.8437519073,37.1250012716,30.9687515259,315.937489271,0.072896912694,1.85105,-73.0500015259,40,52.6249987284,260,1.06912,3.12451833333,1.022671,-45.375,-40.0833346049,-45.3375022888,1.07124,3.13863666667,1.85105,-54.15625,-52.7395858765,-73.0500015259,2.83195192892,3.16553055344,2.79054856662,-101.9375,-72.3513641357,"Htr3a-Cre_NO152",85.1937530518,50.3964866449
"369",0.00218613777498,17.3022222222,0.808581485867,1.11266,9.1454,1.024292,-55.90625,-49.8750019073,-60.1687522888,244.504784,0.04548,1.11154,9.14387,1.023396,17.3750019073,4.328125,29.5937515259,136.875107884,0.0122328987345,1.791876,-75.3562530518,150,203.124992371,509.999969482,1.11112,9.14324,1.02304,-39.09375,-30.7812509537,-44.2750022888,1.1128,9.14547,1.791876,-55.9687538147,-49.9531288147,-75.3562530518,1.48667387456,0.862151531464,1.57793644276,-90.1562576294,-74.8419723511,"Nkx2-1-CreERT2",89.7625038147,57.7960441819
"370",0.00661822939739,23.8347560976,1.03439201452,1.04906,8.87785833333,1.02409,-62.71875,-61.3645833333,-65.109375,179.584672,0.01005,1.04834,8.87707166667,1.0233625,22.125,21.4270833333,24.6093759537,115.000002086,0.0793210864067,1.6900275,-72.1406288147,170,196.458333333,0,1.048025,8.87672166667,1.0230675,-39.09375,-35.25,-48.140625,1.049095,8.87788666667,1.6900275,-62.8437538147,-61.4895846049,-72.1406288147,1.29428584053,1.25196309781,1.41722858356,-85.4687576294,-71.0717086792,"Pvalb-IRES-Cre",89.7187509537,41.9555373635
"378",0.0039475974101,48.35625,0.247142810432,1.10245,9.98349166667,1.02934,-46.25,-50.1979166667,-61.4062522888,110.398784,0.024985,1.09766,9.97782166667,1.023323,17.65625,24.1458339691,22.3250007629,105.156250298,0.0230337269604,1.249051,-72.1125,249.999984741,223.958333333,820,1.097235,9.97740666667,1.023005,-27.9062519073,-28.0104179382,-33.4250015259,1.10635,9.98712666667,1.249051,-48.1562538147,-52.0312525431,-72.1125,3.00518342764,3.4526401379,2.29638946662,-83.4687576294,-72.0595779419,"Htr3a-Cre_NO152",83.7312530518,20.6798500711
"382",-0.0403843450495,82.09,0.19593837535,1.87496,4.36856,1.02520333333,-58.8750038147,-59.4166704814,-61.3072954814,238.468528,0.11906,1.87194,4.3654,1.02361,27.3125,29.3958339691,33.1093762716,219.062536955,0.0861993804574,1.03636,-70.4895858765,90,83.625,370,1.87146,4.3649,1.02323,-38.1875,-42.5416692098,-43.7083346049,1.87968,4.37402,1.03636,-62.3437538147,-63.3333358765,-70.4895858765,3.07883987087,2.95256652555,2.58649240148,-92.7187576294,-68.8199691772,"Nkx2-1-CreERT2",94.4166717529,12.1817517359
"386",0.0415799606702,9.3075,0.0310874704492,1.0714,9.51896166667,1.024598,-55.2500038147,-47.4687512716,-57.6562522888,196.270208,0.013505,1.0702,9.51675,1.023549,15.0000009537,-1.55208337307,26.1375007629,276.250004768,0.210300296545,1.466261,-71.2,40,212.416671753,0,1.069845,9.516055,1.023245,-38.9687538147,-36.3437512716,-44.5250022888,1.071515,9.51951833333,1.466261,-55.4687538147,-47.7083358765,-71.2,2.15337954933,1.83439965967,2.26167330723,-100.40625,-70.5262680054,"Htr3a-Cre_NO152",83.7937530518,107.440236369
"394",0.0216389675472,49.4978947368,0.371312217195,1.16812,2.86658,1.02476,-58.6562538147,-60.695315361,-61.5312538147,345.971648,0.03878,1.16644,2.86494,1.02340571429,34.6562538147,38.453127861,32.2008931296,341.718673706,0.0355428121984,1.82014,-75.1473257882,70,46.09375,530,1.1659,2.8644,1.02298,-38.8125038147,-40.1875019073,-41.6785741534,1.1683,2.866785,1.82014,-58.8437538147,-60.8984413147,-75.1473257882,2.24152484628,2.22230428025,2.03263879461,-101.968757629,-74.6933822632,"Chrna2-Cre_OE25",93.7321469443,20.202879442
