"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","firing_rate"
"112",0.221940622737,55.24,0.194525554001,1.06462,6.19772,1.02423,-64.96875,-59.2604192098,-63.4531288147,177.17712,0.03324,1.06372,6.19683333333,1.02338,30.7812519073,34.8229166667,32.84375,132.656246424,0.184340372682,1.30271,-74.2500038147,170,129.416666667,890,1.06334,6.19648666667,1.023075,-46.1562538147,-39.8229204814,-45.0000019073,1.06468,6.19777333333,1.30271,-65.0000076294,-59.3437538147,-74.2500038147,1.92116900039,1.98831289465,1.95227771667,-89.4687576294,-73.6015090942,"Sst-IRES-Cre",96.2968788147,18.1028240406
"117",0.00312046281185,30.7588333333,0.41309525745,1.155535,6.30432666667,1.026,-58.15625,-58.5104179382,-67.0104192098,220.36152,0.048925,1.1539,6.30261166667,1.02349166667,0.84375,4.12500015895,0.427083333333,181.874960661,0.124726444483,1.21121,-81.1145858765,130,132.083333333,670,1.1535,6.30219833333,1.02318166667,-36.46875,-34.9375,-38.9739596049,1.15704,6.308035,1.21121,-58.6875,-59.0625025431,-81.1145858765,1.66391321202,1.59407082207,1.71511782649,-100.53125,-79.635635376,"Sst-IRES-Cre",67.4375025431,32.510986004
"120",0.274982113046,41.93,0.0192418887112,1.23458,3.24909,1.02554,-44.3750038147,-43.984375,-53.5937519073,343.51312,0.02564,1.23252,3.2471,1.0235075,32.7500038147,32.53125,40.7890634537,174.374997616,0.0474362894893,1.663965,-74.3789100647,50,55.6875,360,1.23206,3.24661,1.0231275,-37.0312538147,-36.015625,-44.7500009537,1.33142,33.91256,1.663965,-51.8750038147,-70.7343788147,-74.3789100647,3.36277863982,3.17796042852,3.5367902517,-93.09375,-73.5498428345,"Chat-IRES-Cre-neo",94.382815361,23.8492725972
"122",-0.0144716843101,80.5479166667,0.18920644146,1.07597,10.0932683333,1.02822583333,-49.5937538147,-53.6979192098,-62.8645852407,140.350912,0.029075,1.07297,10.08838,1.02322,15.5000009537,17.4375,23.6562509537,132.812693715,0.0285200737417,1.67033833333,-75.5625050863,310,226.708328247,730,1.072545,10.0879066667,1.02292333333,-35.90625,-34.9479192098,-43.8020858765,1.079165,10.097475,1.67033833333,-51.0625038147,-55.8229204814,-75.5625050863,3.13052273774,3.20696347572,2.44980269198,-88.5625,-75.2428283691,"Htr3a-Cre_NO152",86.5208361944,12.4149703851
"130",-0.00123232957424,329.985,1.47443174632,1.028535,10.6196233333,1.02414166667,-68.5625,-62.2708346049,-69.4791666667,152.78832,0.004995,1.02785,10.6187833333,1.0234375,27.28125,17.84375,31.6093756358,122.187457979,0.0110582625493,1.55817,-75.7552108765,249.999984741,239.958333333,370,1.027515,10.6184116667,1.02311916667,-48.1250038147,-34.71875,-51.2552102407,1.02855,10.6197033333,1.55817,-68.65625,-62.4583333333,-75.7552108765,1.31631808573,1.21147214175,1.34666814065,-99.59375,-75.7397460938,"Pvalb-IRES-Cre",101.088542302,3.03044077761
"133",0.00591471569951,15.7613541667,0.985833333333,1.034245,13.6153533333,1.024267,-60.59375,-58.0937525431,-63.3500030518,155.591856,0.009245,1.033355,13.6143733333,1.023362,13.25,17.5416673024,23.3937503815,92.3437848687,0.054768987,1.657443,-74.9000015259,270,314.833333333,114,1.03303,13.61399,1.023061,-37.5937538147,-32.5104173024,-45.0437515259,1.03427,13.6154233333,1.657443,-60.75,-58.1770846049,-74.9000015259,1.44779023654,1.35671305388,1.56444239219,-84.78125,-74.0444335938,"Pvalb-IRES-Cre",86.7437534332,63.4463250699
"135",0.0472376080557,11.16875,1.44336501232,1.02968,16.60688,1.024076,-65.3125076294,-61.2812538147,-66.6125030518,148.943296,0.006105,1.02903,16.60613,1.023409,16.5,14.75,23.3875007629,81.2499970198,0.00915148854256,1.224035,-75.7250015259,290,389.625,530,1.02875,16.605785,1.023139,-46.90625,-32.9687538147,-50.11875,1.02969,16.606875,1.224035,-65.375,-61.2812538147,-75.7250015259,1.40570901301,1.14400571401,1.39723656146,-85.03125,-74.6396560669,"Pvalb-IRES-Cre",90.0000038147,89.5355344152
"141",0.000773380980548,8.94218181818,1.0749998436,1.079645,9.77657833333,1.023945,-56.5937538147,-56.3229192098,-61.1015644073,159.685184,0.01026,1.078895,9.77571166667,1.02331,8.03125,6.9791671435,18.0546884537,137.656286359,0.0748733133078,1.1075925,-77.3593788147,209.999984741,218.875005086,122.499992371,1.07856,9.77534666667,1.0230525,-37.15625,-31.3229179382,-47.2812519073,1.07973,9.77663833333,1.1075925,-56.7500038147,-56.4270846049,-77.359380722,1.07317790109,0.940113400345,1.27037087769,-92.28125,-76.361656189,"Htr3a-Cre_NO152",79.156252861,111.829531129
"144",0.00944234850825,29.113030303,0.00597826284775,1.06693,1.772655,1.024946,-55.28125,-53.7812512716,-57.9750007629,443.305856,0.01362,1.065435,1.77125833333,1.023571,12.6875009537,16.6875,16.1000001907,491.874992847,0.0494608357549,1.559341,-60.8437507629,29.9999980927,18.75,47.9999969482,1.064945,1.77073333333,1.023144,-40.84375,-38.7604166667,-41.4000015259,1.067175,1.77773833333,1.559341,-55.5,-54.0833333333,-60.8437507629,1.6628376235,1.57320120179,1.63644646546,-94.46875,-58.3895721436,"Sst-IRES-Cre",74.0750009537,34.3488805388
"145",-0.0119391018675,6.85805555556,2.01567566957,1.030405,8.84465333333,1.02441166667,-59.8437538147,-54.1354166667,-60.9895846049,262.940592,0.006075,1.029535,8.843625,1.02339833333,-0.65625,0.999999990066,4.73958333333,197.968780994,0.121957555413,1.52568333333,-72.1666666667,170,195.583333333,0,1.029245,8.84322166667,1.023135,-44.40625,-28.3750012716,-45.8750012716,1.03049,8.844685,1.52568333333,-60.0000038147,-54.1875,-72.1666666667,1.47485050497,0.970260422398,1.49448179527,-100.90625,-72.2550735474,"Pvalb-IRES-Cre",65.7291679382,145.81392523
"149",0.015390740977,67.4192857143,0.18691587824,1.09436,10.039045,1.02817,-57.03125,-56.9375025431,-68.1375045776,138.222464,0.028645,1.091375,10.0352316667,1.023142,30.625,35.65625,34.3875015259,90.468749404,0.0623507685959,1.15079,-79.8437561035,249.999984741,225.374989827,830,1.09107,10.034915,1.022886,-35.15625,-34.9895833333,-40.2187515259,1.097755,10.042925,1.15079,-59.9375038147,-59.7604192098,-79.8437561035,3.51974331949,3.79808314675,2.76110003568,-89,-78.6321334839,"Htr3a-Cre_NO152",102.525006104,14.8325510928
"150",0.00865127294143,32.9784482759,0.331308449537,1.04258,4.59096,1.02671,-50.9062538147,-52.0625038147,-57.5062522888,338.230464,0.008185,1.040455,4.58795166667,1.023252,28.2812519073,27.9270846049,35.9250022888,214.843794703,0.0324125289917,1.042814,-66.7750015259,120.000007629,89.1666641235,360,1.040015,4.58738666667,1.02287,-34.59375,-32.8750012716,-38.1000022888,1.043295,4.59320333333,1.042814,-51.6250038147,-53.0833346049,-66.7750015259,2.52540744172,2.49505567584,2.63125434754,-88.3437576294,-65.2329788208,"Htr3a-Cre_NO152",93.4312545776,30.3228336165
"154",0.00214122089166,10.8593406593,1.22173116498,1.27548,19.1118633333,1.024035,-65.8125076294,-62.0312525431,-68.7750015259,104.088008,0.00972,1.274745,19.1110766667,1.023394,4.625,9.71875031789,16.1062505722,56.7187517881,0.0936134979129,1.621727,-83.5312576294,440,452.249979655,810.000061035,1.274375,19.110735,1.023087,-46.1562538147,-38.4687525431,-54.2187530518,1.275515,19.1118983333,1.621727,-65.9375076294,-62.1354204814,-83.5312576294,1.12050759906,1.18763268339,1.25261396395,-90.4687576294,-83.2276611328,"Pvalb-IRES-Cre",84.8812520981,92.0866221413
"157",0.0699279651913,115.305,0.134640519927,1.21316,4.63536,1.02514666667,-48.65625,-44.9270846049,-51.161462148,202.380544,0.06006,1.2099,4.633,1.02341,41.3750038147,44.6666666667,41.135418574,190.937533975,0.131219401956,1.66091333333,-76.4531288147,59.9999961853,90.2916641235,750,1.20942,4.63253333333,1.02302333333,-40.34375,-37.5312538147,-45.354168574,1.25534,4.6739,1.66091333333,-58.8125038147,-55.708337148,-76.4531300863,3.88147755441,3.99300178273,3.77511034655,-98.25,-76.5436096191,"Chrna2-Cre_OE25",92.296880722,8.67265079572
"160",0.0583637422521,16.679,0.249959658912,1.065245,10.145285,1.024368,-53.4687538147,-48.46875,-60.3687515259,235.689568,0.013055,1.064215,10.14418,1.023239,7.6875,7.06250047684,7.92500038147,189.531251788,0.0383005104959,1.754065,-76.1562530518,160,228.125,570,1.06383,10.14368,1.022903,-35.5625,-25.0625019073,-40.3562507629,1.06533,10.14537,1.754065,-53.6875,-48.625,-76.1562530518,1.41302972422,0.961897252244,1.50009864448,-96.59375,-75.6874694824,"Gad2-IRES-Cre",68.2937519073,59.9556328317
"162",0.0370010448732,35.725,0.307341281808,1.04931,6.69832333333,1.024261,-55.6875038147,-50.833337148,-57.0000022888,160.333904,0.010725,1.048275,6.69680166667,1.023257,32.46875,28.3437519073,36.3437530518,148.750036955,0.129600584507,1.408845,-72.7125015259,90,141.91666158,300,1.047985,6.69641333333,1.023002,-46.1875,-36.8229179382,-48.4375022888,1.04948,6.70035833333,1.408845,-55.7812538147,-51.208337148,-72.7125015259,2.83203484181,2.87746479614,2.91790891709,-88.46875,-71.991607666,"Htr3a-Cre_NO152",93.3437553406,27.9916025192
"165",0.0168134899208,117.521428571,0.175363992064,1.276875,14.490275,1.029535,-51.53125,-52.3125038147,-66.5125045776,86.305232,0.06977,1.272995,14.48495,1.023371,23.125,28.3958346049,28.7312507629,72.1874982119,0.0210853274912,1.385703,-77.5375030518,310,336.625,1060,1.272535,14.4845016667,1.023016,-34.71875,-34.7916666667,-40.4437530518,1.28338,14.4951933333,1.385703,-54.9687538147,-54.6770858765,-77.5375030518,3.38815811624,4.08968804304,2.66357294264,-83.7812576294,-76.1771469116,"Htr3a-Cre_NO152",95.2437553406,8.50908648879
"171",0.00298085795325,18.0475925926,0.739814791548,1.050525,8.93861666667,1.02440125,-58.2812538147,-54.1145846049,-59.2578144073,191.084912,0.015155,1.04958,8.93747166667,1.02336875,11.0000009537,9.40625063578,15.6484379768,113.749966025,0.05627226457,1.70828625,-79.648443222,190,197.958333333,0,1.049255,8.93704833333,1.02308375,-35.3750038147,-30.0625006358,-44.5859413147,1.050585,8.9389,1.70828625,-58.4375038147,-54.3854179382,-79.648443222,1.4693357914,1.33701295802,1.66232940197,-100.71875,-79.1717681885,"Pvalb-IRES-Cre",74.9062523842,55.4090521974
"176",0.00481717904496,38.8912,0.400171232877,1.78716,2.79136,1.024808,-50.8437538147,-50.9791679382,-53.8500030518,491.303328,0.01844,1.78528,2.78965333333,1.023228,29.0000019073,31.1041673024,30.6375011444,249.218866229,0.0663887560368,1.660824,-72.6875015259,50,44.25,350,1.78484,2.78922,1.022872,-36.84375,-35.7083346049,-43.7812515259,1.78766,2.79634666667,1.660824,-50.96875,-52.5000012716,-72.6875030518,2.6990572527,2.77332225985,2.96057160309,-99.25,-72.1371765137,"Vip-IRES-Cre",84.4875041962,25.7127576418
"183",0.00117062146581,21.5631818182,0.602008955302,1.19158,14.4204516667,1.023832,-55.5312538147,-55.7291692098,-58.9250030518,86.913328,0.03281,1.191,14.4198816667,1.02331,11.0000009537,17.3958339691,20.5375011444,63.2810592651,0.136888489127,1.160615,-76.2062561035,330,334.958333333,870,1.190745,14.4196283333,1.023088,-32.0312538147,-31.7291666667,-42.6937507629,1.191615,14.4212116667,1.160615,-55.6875038147,-55.9270858765,-76.2062561035,1.12619823915,1.17029539539,1.26135484164,-92.4062576294,-75.2600326538,"Pvalb-IRES-Cre",79.4625041962,46.3753451801
"185",0.00866905453087,43.9761904762,0.402333333333,1.18036,2.98673,1.024065,-61.0312538147,-61.5312538147,-64.5546875,254.424752,0.03044,1.17882,2.9851,1.02265,39.78125,41.0000019073,35.5156288147,276.875048876,0.166442587972,1.819275,-71.507818222,50,49.1249980927,499.999969482,1.1784,2.98466,1.02229,-44.03125,-43.3125038147,-45.625002861,1.18086,2.98724,1.819275,-61.3125038147,-61.8281269073,-71.507818222,2.77638138682,2.83844648918,2.66737425355,-100.437507629,-70.8718795776,"Chrna2-Cre_OE25",100.070316315,22.7395776936
"186",0.251984333432,23.65,0.383914902197,1.06824,3.3161,1.02475333333,-59.7812538147,-55.8437538147,-60.2812538147,455.840384,0.0208,1.06706,3.31482,1.0236,25,25.7916673024,20.9687506358,340.624958277,0.0928596332669,1.58009666667,-72.3229204814,50,57.3333320618,380,1.06648,3.31423333333,1.02307,-46.75,-40.2708346049,-46.9791704814,1.06828,3.31622,1.58009666667,-59.8125,-55.9791704814,-72.3229204814,1.62511554154,1.58882025163,1.55072884586,-102.15625,-71.0309524536,"Chrna2-Cre_OE25",81.2500044505,42.2832980973
"188",0.000218586486882,14.2237681159,0.802083347859,1.03245,8.80981333333,1.02355416667,-64.03125,-56.5312512716,-63.0260461171,154.334944,0.01066,1.03167,8.80868666667,1.02264833333,22.125,7.7291671435,22.2656262716,156.874999404,0.0633858293295,1.4629325,-71.0468800863,150,194.749994914,509.999969482,1.031345,8.80825333333,1.022355,-41.15625,-28.3958333333,-45.5364602407,1.03254,8.80990333333,1.4629325,-64.21875,-56.6354192098,-71.0468800863,1.40168865713,1.02624893435,1.53325578536,-99.96875,-70.5464935303,"Pvalb-IRES-Cre",85.2916723887,70.3048581676
"196",-0.017614275337,36.248,1.14705882353,1.16972,9.73396,1.023995,-57.1562538147,-54.4843769073,-60.960940361,204.242384,0.08348,1.16908,9.73326,1.023375,12.71875,12.5937509537,19.5312509537,121.87499553,0.0165599696338,1.56886,-75.148443222,270,217.8125,0,1.16878,9.73294,1.02309,-38.78125,-35.015625,-46.8515663147,1.16974,9.73403,1.56886,-57.2187538147,-54.5625038147,-75.148443222,1.28914899162,1.29314377256,1.32918289311,-88.0312576294,-73.5458374023,"Pvalb-IRES-Cre",80.4921913147,27.5877289782
"199",0.178237419425,125.366666667,0.0873307565387,1.151185,4.63894,1.025278,-49.4687538147,-44.4791666667,-53.9687522888,139.47488,0.055405,1.14656,4.63495,1.023122,34.78125,37.6562512716,36.0687507629,213.125109673,0.0492967180908,1.740638,-68.4687545776,70,90.3333333333,750,1.14602,4.634375,1.022699,-39.65625,-34.3541679382,-46.7000030518,1.184285,4.668195,1.740638,-56.2812538147,-54.4270858765,-68.4687545776,3.87134809798,3.49542499274,3.71090506479,-91.375,-67.7098922729,"Chrna2-Cre_OE25",90.0375030518,7.97660196756
"201",0.022207675191,31.0780645161,0.554020100503,1.09946,3.24691333333,1.02519333333,-48.2187538147,-46.5104204814,-47.7239608765,389.1112,0.01322,1.09762,3.24442,1.02341666667,33.34375,31.635418574,28.7239599228,271.406292915,0.0663457140327,1.66518,-70.4531275431,50,55.5833333333,260,1.09724,3.24400666667,1.02308,-37.2187538147,-33.8958358765,-41.4479179382,1.11058,3.25724666667,1.66518,-50.7500038147,-49.8541679382,-70.4531275431,3.65005143637,4.11628063248,3.26469566852,-101.281257629,-69.2375411987,"Vip-IRES-Cre",76.4479207993,32.177035976
"202",0.000508087220396,22.5144186047,0.64021879049,1.35407,15.1403283333,1.023555,-63.8750038147,-60.7812538147,-62.7916704814,93.91992,0.021705,1.35358,15.13984,1.02308083333,15.2812509537,19.4583346049,17.1614586512,52.3437894881,0.0390145964921,1.21761583333,-75.1093788147,360,353,820,1.35334,15.1396,1.02288,-38.03125,-34.9895833333,-44.916668574,1.354095,15.1403516667,1.21761583333,-63.9375,-60.9166704814,-75.1093788147,1.06710353398,1.10471645022,1.24902792342,-81.8437576294,-75.7674789429,"Pvalb-IRES-Cre",79.9531291326,44.4159814899
"204",-0.00371955302091,45.859,0.274300908909,2.01902,4.45879333333,1.02454,-50.2812538147,-50.7291666667,-53.8359394073,217.243296,0.07866,2.01752,4.45732,1.023455,37.5,35.0104192098,40.5703144073,194.375008345,0.0493998341262,1.427565,-69.5625019073,100,85.9166641235,420,2.01716,4.45692666667,1.02313,-32.375,-31.5,-37.953127861,2.01984,4.4661,1.427565,-50.9375038147,-54.9895858765,-69.5625019073,2.45906754678,2.38481206112,2.28618242457,-90.125,-68.5249328613,"Nkx2-1-CreERT2",94.4062538147,21.8059704747
"207",-0.0215717586653,56.0914285714,0.204037272997,1.88452,6.24154,1.02827,-51.125,-51.1979192098,-63.4687538147,178.153936,0.19982,1.88048,6.23770666667,1.02345,11.3125009537,16.5104166667,14.8750011921,150.625005364,0.020873464644,1.70239,-74.3593788147,150,130.416666667,570,1.8799,6.23717333333,1.023065,-33.59375,-35.4687512716,-38.4140634537,1.8914,6.24780666667,1.70239,-54.1250038147,-54.833337148,-74.3593788147,2.95525470566,3.08689870657,2.42781652736,-90.1562576294,-73.6513824463,"Nkx2-1-CreERT2",78.3437550068,17.8280358598
"212",-0.00941554688451,72.2433333333,0.160497578083,1.6913,5.06384666667,1.027488,-52.71875,-52.7916704814,-58.3812515259,253.627056,0.12866,1.68698,5.05978666667,1.023452,16.15625,21.7708339691,22.0375015259,202.723219991,0.0289534665644,1.39562,-71.9812530518,110,100.958333333,590,1.68646,5.05931333333,1.023108,-28.0937519073,-30.7083352407,-35.0000007629,1.69884,5.07193333333,1.39562,-56.3437538147,-57.7500025431,-71.9812530518,2.63410965572,2.73866042436,2.40931369637,-92.9375076294,-71.8275680542,"Nkx2-1-CreERT2",80.4187530518,13.8421076916
"213",0.0014884132951,23.140952381,0.734448890832,1.074665,6.425225,1.024655,-59.7812538147,-56.5104204814,-61.0125038147,205.585184,0.024905,1.07357,6.42386833333,1.023534,32.875,26.8854179382,37.8500007629,165.803566575,0.114712543786,1.479514,-73.6750045776,120.000007629,135.08333079,610,1.073165,6.423395,1.023148,-32.3125,-24.7812512716,-37.9250030518,1.074725,6.42539833333,1.479514,-59.9375038147,-56.6875025431,-73.6750045776,1.50061180339,1.36657875756,1.61793940799,-90.9062576294,-73.2946472168,"Sst-IRES-Cre",98.8625045776,43.2134332044
"214",-0.00535095301011,16.1702459016,0.57690681166,1.081735,22.7258783333,1.024253,-61.0312538147,-57.6250025431,-62.6875053406,81.538488,0.00846,1.080975,22.7249833333,1.023218,9.50000095367,12.0729173024,12.8250003815,58.5937872529,0.0542815104127,1.333116,-77.2750030518,520,542.625,1010.00006104,1.08067,22.724655,1.022938,-38.0937538147,-32.5625012716,-44.4687522888,1.081795,22.7260116667,1.333116,-61.1875038147,-57.8229192098,-77.2750030518,1.24269096099,1.2453195808,1.45379206301,-92.1250076294,-77.0154571533,"Pvalb-IRES-Cre",75.512505722,61.8419785378
"217",0.105556259558,21.231,0.0530821917808,1.093005,3.18561666667,1.024675,-53.28125,-52.0833358765,-54.4375038147,354.898944,0.01904,1.091745,3.18425,1.02344625,17,16.0312503179,17.4140625,291.875004768,0.239930257201,1.52288625,-69.0312519073,50,54.0833320618,310,1.09141,3.18388333333,1.02314625,-38.28125,-36.864587148,-44.4687538147,1.093015,3.18573833333,1.52288625,-53.4062538147,-52.2916666667,-69.0312519073,2.33900260582,2.18901850502,2.39580276617,-99.4062576294,-68.5587463379,"Htr3a-Cre_NO152",71.8515663147,47.1009373087
"220",0.000123406672533,16.9751724138,0.890624990734,1.40492,7.79039833333,1.024185,-54.0625038147,-55.8750025431,-58.859377861,172.50256,0.01461,1.404115,7.78959,1.02346,25.1875019073,28.8750012716,33.8437519073,144.999846816,0.103174313903,1.4239975,-68.875005722,170,169.25,0,1.40374,7.789245,1.02316,-30.1250019073,-30.2500006358,-42.4375019073,1.404965,7.79040833333,1.4239975,-54.2187538147,-55.9479192098,-68.8750076294,1.35718269556,1.3707452745,1.52858375137,-94.6875076294,-67.8475646973,"Pvalb-IRES-Cre",92.7031297684,58.909563663
"222",-0.0206421902808,161.302,0.191622884276,1.428065,4.271255,1.02709,-52.40625,-53.2187538147,-54.71875,172.376336,0.16219,1.42471,4.267035,1.023555,29.5625019073,31.5,22.3125019073,118.906289339,0.0781399831176,1.04764,-66.71875,60.0000038147,81.125,460,1.424255,4.26659,1.023145,-41.40625,-38.28125,-42.65625,1.441885,4.28027,1.04764,-59.8125,-59.4375038147,-66.71875,2.62587241896,2.96902485007,1.90921637445,-77.7187576294,-63.9528121948,"Htr3a-Cre_NO152",77.0312519073,6.1995511525
"223",0.029512662571,11.2783333333,1.40454545455,1.03473,10.9059033333,1.02401166667,-61.4687538147,-58.0937538147,-63.8437512716,191.82192,0.00745,1.03401,10.9050516667,1.02330666667,16.3750019073,10.2500003179,23.9375006358,138.794541359,0.0800789520144,1.39695833333,-76.2291692098,270,247.124994914,489.999969482,1.0337,10.9046816667,1.02301333333,-35.03125,-30.479168574,-47.9375,1.034825,10.9059266667,1.39695833333,-61.6250038147,-58.1770846049,-76.2291717529,1.18543640326,1.05481921011,1.33600664421,-101.125,-75.6486053467,"Pvalb-IRES-Cre",87.7812519073,88.6655829762
"225",-0.0122857423963,12.7480434783,1.59947780679,1.9799,15.8707716667,1.02392416667,-56.3437538147,-56.3229166667,-63.2135423024,123.666592,0.11981,1.979185,15.8700666667,1.02328833333,6.21875,9.48958333333,12.1041669846,93.3592766523,0.042190734297,1.56075916667,-75.9479192098,290,371.25,540,1.978835,15.86973,1.02302166667,-38.1875,-32.2500006358,-52.6770846049,1.979935,15.8708083333,1.56075916667,-56.5000038147,-56.4062525431,-75.9479192098,1.20017291751,1.08705929444,1.38061165415,-84.09375,-75.77318573,"Pvalb-IRES-Cre",75.317709287,78.4434099009
"227",0.0984045042951,67.0218181818,0.189173225035,1.05582,5.9674,1.02484,-48.3750038147,-46.3229192098,-52.7437530518,207.780624,0.0119,1.05404,5.96573333333,1.02304,32.3125,33.9375012716,35.0000022888,170.000001788,0.0550365969539,1.582284,-67.6625045776,119.999992371,123.624997457,400,1.05362,5.96526666667,1.022664,-32.375,-34.8333358765,-40.4062507629,1.05584,5.96764,1.582284,-48.40625,-46.4791692098,-67.6625045776,3.12404472057,3.03321472169,3.32902471522,-85.9687576294,-67.1660690308,"Vip-IRES-Cre",87.7437553406,14.9205143508
"228",0.00402846268253,16.3270833333,0.738534182459,1.11027,16.308985,1.023809,-55.6562538147,-56.7916704814,-60.4437530518,97.848864,0.011525,1.109625,16.30838,1.023232,17.75,26.2500019073,30.1312511444,59.062615037,0.0487442165613,1.419797,-75.2000045776,419.999969482,382.208333333,516.000036621,1.109345,16.3081033333,1.022999,-34.1875038147,-33.1354204814,-42.7562515259,1.11031,16.30904,1.419797,-55.8750038147,-56.8854204814,-75.2000045776,1.27693538645,1.34099975017,1.43465223749,-81.5,-73.6921920776,"Htr3a-Cre_NO152",90.5750041962,61.2479265025
"230",0.0258386928123,33.045,0.379032269095,1.06196,3.63121333333,1.0244475,-56.9687538147,-55.3958346049,-58.6302115122,267.645056,0.012505,1.06106,3.63023,1.023515,32,32.7291692098,36.7239602407,230.156332254,0.270871907473,1.17321833333,-74.0625038147,60.0000038147,65.25,280,1.060645,3.629745,1.02311333333,-44.8437538147,-41.9166704814,-47.9635442098,1.06197,3.63124833333,1.17321833333,-57.0000038147,-55.4791704814,-74.0625038147,1.78370007046,1.65593903083,1.91077639753,-99.0625,-73.4133911133,"Htr3a-Cre_NO152",95.3541717529,30.2617642609
"233",0.00502526254159,20.9905952381,0.722016363371,1.40863,13.74519,1.02392,-60.3437538147,-59.895837148,-63.7875022888,110.729696,0.112885,1.407925,13.7445,1.023288,19.625,27.9062512716,33.6500007629,67.9086819291,0.0338015183806,1.515657,-76.9562530518,300,318.125,760,1.40762,13.744195,1.023044,-33.4687538147,-32.59375,-41.1625030518,1.40867,13.7452733333,1.515657,-60.5000038147,-60.0520858765,-76.9562530518,1.17642134205,1.22230936769,1.31881641886,-93.71875,-76.3146133423,"Pvalb-IRES-Cre",97.4375030518,47.6403831648
"235",0.00376263915989,28.0454545455,0.562778434305,1.20879,14.65401,1.02387583333,-58.8125038147,-57.1666692098,-60.2760442098,99.442536,0.045965,1.208155,14.6534,1.02321583333,19.1875,23.0625012716,21.0781257947,67.3439055681,0.0821302458644,1.2025525,-73.5364608765,330,340.875,750,1.2079,14.653135,1.02298416667,-36.0937538147,-33.9166679382,-40.3020846049,1.208835,14.6540533333,1.2025525,-58.9375,-57.2500025431,-73.5364608765,1.33093743631,1.26558679392,1.33615680264,-90,-72.9205703735,"Pvalb-IRES-Cre",81.3541700045,35.6564019449
"237",0.0216371646483,65.4735714286,0.314959016393,1.11057,4.45271333333,1.024546,-56.4375038147,-55.7812525431,-58.5312522888,164.403856,0.041475,1.1093,4.45146666667,1.023443,22.4375019073,27.979168574,20.2937511444,218.281373382,0.0656530335546,1.424792,-68.4187530518,90,85.7916641235,122,1.108865,4.45102,1.023108,-36.7187538147,-33.9375012716,-39.0062522888,1.110625,4.45274333333,1.424792,-56.5312538147,-55.8645846049,-68.4187530518,1.80126814966,1.74620054826,1.69213231443,-91.34375,-67.5254211426,"Sst-IRES-Cre",78.8250034332,15.2733382063
"246",0.0215097192163,60.3490625,0.267892656067,1.091885,5.33528166667,1.02448875,-64.8750076294,-60.6666704814,-64.187502861,219.979024,0.016975,1.09096,5.33430333333,1.0233875,23.125,26.3437512716,23.1015634537,186.718642712,0.127457618713,1.41012625,-77.015630722,100,107.83333079,430.000030518,1.090615,5.33394833333,1.02305375,-48.90625,-44.9791692098,-49.117190361,1.09194,5.335415,1.41012625,-64.96875,-60.8437512716,-77.0156326294,1.72287060284,1.78926610089,1.82917491978,-96.9375076294,-76.3768463135,"Sst-IRES-Cre",87.2890663147,16.5702656939
"248",-0.204913283975,51.342,0.980531777658,1.315315,12.2612966667,1.023797,-64.84375,-62.7187525431,-65.9625,144.4344,0.00982,1.314795,12.26076,1.023285,20.6875,25.4895846049,32.2875007629,93.5937836766,0.0973421111703,1.274855,-73.9187515259,320,281,112,1.31453,12.260485,1.023042,-36.78125,-33.8229179382,-45.2687515259,1.31535,12.2613366667,1.274855,-64.9375,-62.833337148,-73.9187515259,1.04926692353,1.12846119733,1.22354413002,-83.59375,-72.8668365479,"Gad2-IRES-Cre",98.2500007629,19.4772311168
"252",0.0314091637093,49.9816666667,0.37162792309,1.188895,3.85574,1.024229,-58.46875,-56.7916692098,-59.9812522888,209.048544,0.028085,1.188025,3.85493333333,1.023447,27.6562519073,32.8229179382,32.4562507629,210.781291127,0.0397304669023,1.315856,-69.1750045776,60.0000038147,70.875,0,1.187705,3.85461,1.023164,-43.5937538147,-41.5104204814,-44.1187538147,1.188945,3.855775,1.315856,-58.6562538147,-56.8750025431,-69.1750045776,1.84265343441,1.7469860033,1.83929585983,-91.96875,-68.2111053467,"Sst-IRES-Cre",92.4375030518,20.0073360232
