"tau","threshold_t_long_square","thumbnail_sweep_id","threshold_v_short_square","threshold_v_ramp","peak_v_short_square","avg_isi","sag","trough_t_ramp","threshold_t_ramp","slow_trough_v_ramp","adaptation","has_pause","electrode_0_pa","trough_v_long_square","input_resistance_mohm","id","latency","fast_trough_v_ramp","vm_for_sag","slow_trough_v_long_square","rheobase_sweep_id","peak_t_ramp","threshold_t_short_square","has_burst","upstroke_downstroke_ratio_short_square","slow_trough_t_long_square","threshold_v_long_square","fast_trough_t_long_square","ri","has_delay","upstroke_downstroke_ratio_ramp","trough_t_long_square","specimen_id","threshold_i_long_square","threshold_i_short_square","rheobase_sweep_number","peak_v_ramp","fast_trough_v_short_square","fast_trough_t_short_square","peak_t_short_square","threshold_i_ramp","slow_trough_v_short_square","fast_trough_t_ramp","slow_trough_t_short_square","trough_v_short_square","slow_trough_t_ramp","f_i_curve_slope","trough_t_short_square","peak_t_long_square","seal_gohm","fast_trough_v_long_square","upstroke_downstroke_ratio_long_square","trough_v_ramp","peak_v_long_square","vrest"
"15.9507720273732","1.12405","485955445","-46.1562522888184","-38.7500019073486","43.1375022888184","81.49875","0.021629648283124","2.8046125","2.7657675","-56.8125019073486","0.0930211667804959","False","-6.18437462698851","-56.5312538146973","180.243392","485956124","0.0223500000000001","-50.328125","-85.1562576293945","-56.5312538146973","485955441","2.7661575","1.023012","False","3.89943908368826","1.142425","-41.46875","1.126905","158.437624573708","False","4.13113027646796","1.142425","485955037","90.0","187.999987792969","35","47.1875019073486","-55.3125038146973","1.025464","1.023366","43.6875","-69.3062530517578","2.7687","1.333809","-69.3062530517578","2.8046125","0.205899214229402","1.333809","1.124475","1.051778752","-51.1875038146973","3.90474729361231","-56.8125019073486","41.6875038146973","-68.2333755493164"
"12.1499615827463","1.10046","569654161","-47.8645833333333","-45.8333371480306","53.5312538146973","76.2833333333333","0.244704991579056","4.00545333333333","4.00312","","0.0643841749362958","False","26.1350004138183","-48.8437538146973","134.67648","569658749","0.0318800000000001","-49.8750012715658","-78.59375","","569654155","4.00354","1.02291333333333","False","3.93908255087266","","-44.2187538146973","1.10266","109.776884317398","False","4.29953475742399","1.1028","569653118","110.0","670.0","39","56.1770858764648","-51.5000038146973","1.02487333333333","1.0233","74.5833333333333","-67.4166692097982","4.00524666666667","1.34491333333333","-67.4166692097982","","0.195246801797226","1.34491333333333","1.10088","1.512120704","-48.71875","4.23133516098478","-50.0937525431315","56.5000038146973","-66.0850677490234"
"13.9640165420213","1.1023","545229912","-44.8250022888184","-31.6770846048991","39.6062507629395","","0.153085261583328","9.10336","9.08974666666667","-49.9583346048991","","False","-4.60000050203635","-49.53125","189.80176","545238060","0.0377400000000001","-49.5416692097982","-87.15625","","545229908","9.09058666666667","1.022936","False","2.40068678531046","","-33.8125","1.10482","104.218669235706","False","1.48665071211259","1.14666","545227537","190.0","999.999938964844","39","30.2291692097982","-50.3125030517578","1.025024","1.023536","201.75","","9.09250666666667","","-75.6562545776367","9.10866","0.0554425839552416","1.197772","1.10298","1.100635904","-48.09375","2.15428094330811","-49.9687525431315","38.0625","-75.1414489746094"
"13.7579577112709","1.06788","485476680","-33.9437515258789","-33.0416679382324","27.4875007629395","118.397142857143","0.117103964090347","7.204045","7.20249166666667","-47.2395858764648","0.048708825111257","False","-90.5756164515381","-46.1562538146973","164.745728","485484949","0.02369","-49.0937538146973","-82.40625","","485476698","7.20288666666667","1.023159","False","1.81815777902793","","-32.0937538146973","1.06977","147.656247019768","False","1.82757151279853","1.069995","485466109","170.0","730.0","45","30.0937512715658","-53.8000022888184","1.024593","1.02348","154.583333333333","-66.3187530517578","7.203945","1.233473","-66.3187530517578","7.21484","0.307589291200342","1.233473","1.06827","1.310433536","-45.9687538146973","2.02600014772885","-49.2187525431315","13.21875","-65.503044128418"
"21.945010934089","1.085825","483058460","-46.1250007629395","-40.1666692097982","29.0875011444092","81.3945454545455","0.0415404625236988","2.36177833333333","2.332735","-57.6145858764648","0.0422146009409484","False","13.6537500056155","-52.09375","289.12208","483060423","0.027555","-51.0833346048991","-99.0937576293945","-52.09375","483058456","2.33322833333333","1.023001","False","4.09637162919967","1.099575","-38.1562538146973","1.08975","266.406327486038","False","4.27415082236767","1.099575","483057325","110.0","469.999969482422","40","38.8229179382324","-55.8000022888184","1.027302","1.023475","32.8333333333333","-73.3375","2.33642666666667","1.691744","-73.3375","2.36177833333333","0.162729374902656","1.691744","1.086395","1.374687104","-48.90625","4.20848539986433","-57.6145858764648","33.28125","-72.174674987793"
"27.5312816033045","1.185735","479015724","-39.3645846048991","-35.2083346048991","19.2083339691162","91.3222222222222","0.0531514026224613","3.86200666666667","3.82349833333333","-50.9895858764648","0.0448245839432379","False","-46.7618756216925","-50.875","144.8491155","479020225","0.0730650000000002","-43.6354192097982","-96.90625","-50.875","479015718","3.82400166666667","1.02303166666667","False","2.70695086869369","1.212125","-36.53125","1.19024","235.000044107437","False","2.81785637947682","1.212125","479013100","70.0","593.333292643229","39","24.8541673024495","-47.3958333333333","1.02536333333333","1.02346666666667","70.0416666666667","-76.7916692097982","3.82633833333333","1.80651","-76.7916692097982","3.86200666666667","0.223863652245072","1.80651","1.18626","0.157398624","-44.9375038146973","2.99279264993828","-50.9895858764648","16.9375019073486","-75.3203735351562"
"14.0551868750163","1.10706","569099357","-46.1875","-44.0416704813639","37.3125","112.245","0.115893766283989","5.48395333333333","5.45627333333333","-59.5520871480306","0.0934923432200287","False","3.01500014190936","-51.4062538146973","310.08192","569112558","0.0424600000000002","-57.9166704813639","-95.8437576293945","","569099352","5.45684","1.02304","False","2.23544203432988","","-40.0000038146973","1.1092","114.989154040813","False","2.22003076152406","1.10948","569095789","130.0","949.999938964844","47","37.9895846048991","-56.5312538146973","1.02502","1.02356","110.874997456868","","5.45828666666667","","-81.8750076293945","5.48395333333333","0.15","1.2259","1.10768","1.126801536","-51.0625038146973","2.19987196375147","-59.5520871480306","31.0625","-81.0659713745117"
"19.7246604862343","1.2294","482806926","-44.2760435740153","-32.9270846048991","31.8802092870076","59.215625","0.152576506137848","4.53171666666667","4.53034833333333","-53.1458371480306","0.0254130689198627","False","10.5712504722133","-55.0625038146973","247.559728","482814601","0.0400100000000001","-54.6875025431315","-94.3125076293945","-55.0625038146973","482806946","4.53073333333333","1.0230775","False","1.65388559804445","1.25008","-34.78125","1.23072","205.156207084656","False","1.44499207454907","1.25008","478888083","70.0","590.0","44","25.6979179382324","-59.1666698455811","1.02426833333333","1.02341833333333","87.75","-71.2500025431315","4.531655","1.32321166666667","-71.2500025431315","4.54614833333333","0.397262503757781","1.32321166666667","1.22979","1.113646208","-54.71875","1.47359358129344","-54.7812525431315","22.7187519073486","-70.4922180175781"
"47.8952757472696","1.111475","479772370","-41.6562525431315","-39.9166679382324","12.3541673024495","50.5384210526316","0.0182883888483047","1.61791666666667","1.59402666666667","-54.9479204813639","0.0209720067003851","False","51.9668717779975","-56.1250038146973","330.030464","479772669","0.0268950000000001","-51.3541704813639","-105.687507629395","-56.1250038146973","479772366","1.59463833333333","1.02285833333333","False","3.08180896205626","1.132755","-40.4687538146973","1.117355","450.000107288361","False","3.36460691249358","1.132755","479771670","10.0","200.0","32","22.9479185740153","-52.8333371480306","1.02800333333333","1.02342333333333","14.3333333333333","-66.0729166666667","1.59833333333333","1.73365333333333","-66.0729166666667","1.61791666666667","0.441304347141027","1.73365333333333","1.112185","1.941018368","-51.9062538146973","3.04308034040575","-54.9479204813639","14.0937509536743","-63.7343978881836"
"8.35511306191617","1.04882","488440562","-44.8906275431315","-33.6458371480306","27.0520842870076","18.2821698113208","0.0552238002419472","7.52031166666667","7.51839666666667","","0.00255990377692692","False","16.3856254953298","-59.5937538146973","197.864144","488441716","0.01267","-58.1250038146973","-89.4375076293945","","488440580","7.51885833333333","1.02313","False","1.82278078938727","","-35.6875038146973","1.05044","149.062544107437","False","1.48797842999395","1.05046","488440436","150.0","460.0","43","18.4687506357829","-61.6093775431315","1.02466583333333","1.02350833333333","162.5","-73.2395871480306","7.520155","1.49557166666667","-73.2395871480306","","0.656473233629847","1.49557166666667","1.049235","1.897965312","-59.5","1.60858928958779","-58.2604192097982","20.9375","-73.0082244873047"
