1.112437605793964029e-01,5.892421314518876407e-01,1.112077607721414646e-01,1.000000000000000000e+00,1.112638306644430086e-01,1.112070655332724894e-01,1.627154626943627669e-01,8.274102230128964341e-02,6.748347572240058767e-01,8.700778393873680461e-01,8.791995188816208451e-01
2.431522461919121691e-01,6.154383415346107444e-01,2.431424293290684879e-01,6.163627981155683777e-01,2.432135248429698471e-01,2.431423479161179402e-01,6.038074753999180810e-01,1.808426860620185039e-01,6.979625113052667640e-01,2.594700835042220710e-01,5.664039103902918093e-01
2.561921699012861264e-01,3.126091672184936332e-01,2.561724699746012468e-01,4.453807214992895336e-01,2.562710466633186801e-01,2.561695981774614883e-01,5.829740557425959757e-01,1.905426695010861982e-01,4.589757191313548201e-01,1.755860813229918327e-01,5.362037827078105501e-01
5.383066573880770922e-02,6.322040132008404090e-01,5.379648743065135186e-02,4.151984125243156076e-01,5.381073465738227951e-02,5.378360233974403826e-02,4.741378560044637869e-01,4.003829694336015488e-02,7.114537011842405612e-01,1.607630723294124209e-01,4.013341618466804150e-01
7.351852710843063965e-02,2.902550378185480007e-01,7.351265174922193280e-02,6.448598093263762099e-01,7.353446498512897223e-02,7.351200695910134475e-02,2.841235883780230953e-01,5.467941391156876108e-02,4.416299035704092102e-01,2.628126530431157404e-01,7.018799371604387272e-01
1.930118473981288357e-02,2.864136819709139914e-02,1.924962504205347813e-02,9.066952510423941236e-01,1.924266321016054535e-02,1.923897979833789906e-02,2.072557334958762265e-01,1.436007508284616388e-02,2.334801168390596704e-01,3.371680112066749446e-01,1.000000000000000000e+00
3.189869154689554676e-01,3.873559299689179891e-01,3.189898393692908174e-01,2.088248818268204354e-01,3.190158668076041870e-01,3.189917175111706693e-01,7.611350293348636553e-01,2.372427531286359637e-01,5.178964595662365333e-01,9.302938545316080665e-03,3.229836526950113362e-01
3.868800742287172717e-02,2.424031383025857522e-01,3.868138460027428088e-02,6.007353955194997264e-01,3.876022266508762082e-02,3.868050628000933855e-02,2.155172710524950741e-01,2.877387424982694522e-02,4.044602651863797860e-01,2.132943826673948939e-01,6.835658005916267488e-01
3.887983367406376567e-02,6.992665719473627473e-01,3.880977225345094705e-02,8.498544383589613505e-01,3.889766921463053834e-02,3.880573195564343547e-02,5.265804689827728868e-01,3.028504947111138393e-02,5.198237051887180105e-01,6.365368438694690711e-01,7.221346214987849343e-01
7.005307696796310435e-02,1.774363258195434945e-01,7.005505135840037201e-02,7.320361500729269943e-01,7.009827503260526727e-02,7.005744160904116280e-02,2.514367650727418191e-01,5.210081112630211841e-02,3.529735465352679125e-01,2.261743108031723237e-01,8.100667134223074051e-01
7.462625325394985076e-02,4.125044161457358527e-01,7.462161039066461665e-02,5.356212663506324523e-01,7.470276956911570121e-02,7.462426112020587032e-02,2.094109057679185426e-01,5.550388183455691460e-02,5.374448511536309425e-01,2.925717325173772254e-01,5.729533192596119040e-01
1.589381169617773426e-02,4.221097457643692152e-01,1.586941463889204179e-02,5.591389423845498641e-01,1.587519836733372255e-02,1.586706202006781669e-02,2.410201210164903962e-01,1.209310777837654949e-02,5.439151661050114495e-01,3.527818587414468521e-01,5.882352856261692242e-01
6.063352148251244245e-02,3.566190713283738933e-01,6.061924635341185696e-02,5.956794835270788901e-01,6.068311456259464082e-02,6.061912343248489210e-02,2.492816804937971753e-01,4.509602860917992506e-02,4.942180110638241253e-01,3.174703154970223151e-01,6.399029538835132591e-01
4.005576088744555729e-01,5.637444039742192103e-01,4.005371662324526127e-01,4.528880033209582434e-01,4.005910246716236633e-01,4.005284083572108744e-01,4.080460378687236211e-01,2.979123770906409452e-01,6.563876536498356451e-01,1.986015368291334793e-01,4.549423889767238438e-01
3.969921561566019941e-01,7.478170393417218342e-01,3.969588072190740613e-01,4.029416288336886698e-01,3.971548263292435932e-01,3.969569336413977800e-01,5.384339603272780828e-01,2.953734923024831094e-01,7.822135818478583857e-01,3.960221122682346939e-01,3.514857520357554388e-01
2.098802546457382845e-01,8.365352022514935815e-01,2.098193734212410733e-01,4.458403413609349775e-01,2.098824823035063680e-01,2.097894999036139241e-01,6.903735397372934290e-01,1.561241368884030423e-01,8.681166684353995855e-01,1.780013178444182220e-01,3.546391523403630841e-01
2.297131369365190134e-01,4.540692900529375020e-01,2.297129986169739735e-01,4.974720416651962074e-01,2.297436602299610109e-01,2.297099355528205988e-01,4.515086786893913740e-01,1.708456099619373170e-01,5.707598974662617675e-01,1.049539837401853581e-01,5.283201801589327840e-01
1.043308676326709511e-01,4.795669748956112866e-01,1.043169591438546373e-01,3.919105183683954108e-01,1.043227269602890195e-01,1.043163544177877211e-01,5.039512039746025795e-01,7.759496026352140363e-02,5.919603723171102949e-01,1.928739931565253973e-01,4.359005386673991400e-01
