2.402848994853032730e-02,6.787948074007231491e-02,2.387902912518843623e-01,2.515551213157465882e-01,2.221815706479833286e-01,3.518065404003528074e-01,1.973179808258685164e-01,5.983632650580923418e-01,1.472427042711222100e-01,1.665664787466220043e-01,5.624998878029412452e-01,1.658235817719979632e-01,7.365590707280642579e-01,1.250000079473963521e-01,1.657583324286179549e-01,5.842449985568702875e-01,1.929770529876555785e-01,4.057070445776678191e-01,4.035937021545571435e-01,6.487771739088121770e-01
9.999999999999998890e-01,2.152626827912427765e-01,1.884337218716299611e-01,7.516691092655920503e-01,3.265453798654138207e-01,2.292204000527292840e-01,2.963686874467842403e-01,4.035538975148167395e-01,4.382941948546591887e-02,1.521935738926526727e-01,6.029411764705883137e-01,1.487483988623781450e-01,1.850998290359368581e-01,1.250000079473963521e-01,1.483497991531864124e-01,4.901532409597351148e-01,1.807234998611567112e-01,5.893300248138961805e-01,3.845501177943345672e-01,1.311140475056666865e-01
9.999999999999998890e-01,3.070872889204231959e-01,3.284954695482048548e-01,8.774141019377951212e-01,3.647270329131310773e-01,3.579411397330082845e-01,2.972784384769235344e-01,5.957098721830256238e-01,2.758933210760711185e-02,2.223521957401178861e-01,4.926469466264706831e-01,2.213803434575888351e-01,8.003072383844664905e-01,6.250000397369817606e-02,2.212680490717620074e-01,3.074397838847950926e-01,2.664327367278418457e-01,3.573199478034743137e-01,4.953716740002135355e-01,7.567935611841949406e-01
7.197994188540376113e-03,4.350833108455284814e-02,3.704898936054063507e-01,1.396515225533300764e-01,2.138183667902512353e-01,2.931011446366663109e-01,6.745479788532929288e-02,6.834421198389071250e-01,2.165643168759275317e-01,2.052119380676186988e-01,4.430145936852940558e-01,2.027094505112785050e-01,7.258064773202097530e-01,8.333333863159755883e-02,2.025187276082944521e-01,1.334791944268505226e-01,2.143841668139247481e-01,4.342431761786600397e-01,5.476283584954686479e-01,7.275816046626462086e-01
9.999999999999998890e-01,1.000000000000000000e+00,1.905752344119389097e-01,6.551375997394561779e-01,2.214543852869111373e-01,4.079490958680299928e-03,2.882667483320393575e-01,3.517556162635582240e-01,0.000000000000000000e+00,1.597861935630615071e-01,5.386029411764705621e-01,1.586808797030025420e-01,5.706605625266027992e-01,2.083333465789938832e-01,1.585712734773640220e-01,3.894967992607987206e-01,1.769823037891601336e-01,4.193546872575684148e-01,4.878053121819420079e-01,5.197010869531324406e-01
1.626957253167056125e-02,4.082991400315541530e-02,2.795388123870534702e-01,2.186614557889594579e-01,6.610911858663648388e-01,2.100077472055189298e-01,3.143856477863070653e-01,4.820084308818017860e-01,2.280301544529719227e-01,8.788917591374090232e-02,5.753675348617646179e-01,8.685221771129587875e-02,2.757296208460637277e-01,8.333333863159755883e-02,8.660840299641732465e-02,4.343545613222812296e-01,1.049806881579279511e-01,6.203472430888337108e-01,2.400974575707431891e-01,2.316576086941415369e-01
1.812628567112709033e-02,4.942847711078437317e-02,2.797791891870353709e-01,2.549096238397655090e-01,2.792724706222804443e-01,1.761292911110101111e-01,1.751096886554850685e-01,2.125484089926570341e-01,1.947267540322926427e-01,9.625080556503277929e-02,5.358455882352941568e-01,9.433143006013763876e-02,5.107526402858839631e-01,1.666666772631951177e-01,9.421344045163390635e-02,5.196935848586392570e-01,1.109433771741599878e-01,4.913151364764272166e-01,3.915254935062700836e-01,4.687499170686819649e-01
9.871586975405140241e-02,6.874076510834528642e-02,3.057360428602606817e-01,2.851652825272756875e-01,3.247272950849837136e-01,7.357076968968821740e-02,2.280545378906278231e-01,1.246194740096826514e-01,1.455515634226139943e-01,1.053976918869446860e-01,6.737131230970587747e-01,1.043778901890970584e-01,3.233487108773375751e-01,1.666666772631951177e-01,1.041852133318857815e-01,3.719911975830261230e-01,1.093025017039860602e-01,8.933002481389580307e-01,3.838980970541919779e-01,2.010869979834710719e-01
1.171169620559816826e-01,5.545660839875023868e-02,2.167819079490964918e-01,1.930304510666015494e-01,2.334545563247313327e-01,9.642719551301580372e-02,1.648199992734015740e-01,1.329784159903630858e-01,1.763870039783379529e-01,1.411458248715157238e-01,3.795954760382354021e-01,1.401456763856624710e-01,6.643625506692762972e-01,2.083333465789938832e-01,1.400553685810443927e-01,3.161925179455722379e-01,1.524398556029586405e-01,3.374688311781639527e-01,3.902929584852243838e-01,7.201087785757385173e-01
9.525240940032790593e-02,9.497771497963937437e-02,9.041751526072082379e-02,3.492265103403354720e-01,3.050908281186395232e-01,3.848693542990114236e-01,2.084209498763353874e-01,4.665841028967503412e-01,1.069956046388013254e-01,8.648654503311616060e-02,5.156248878029412452e-01,8.329714943227457813e-02,8.172043182134731687e-01,2.500000158947926487e-01,8.323200521116057293e-02,4.824945986565551959e-01,1.022694569964405636e-01,5.223323547513647469e-01,7.490836252427907072e-01,7.547555177059470655e-01
9.999999999999998890e-01,1.000000000000000000e+00,6.656597137515103679e-02,9.666178146881612698e-02,3.163636403995995772e-01,4.832489924566176209e-01,1.661102504304318439e-01,2.700048188374655211e-01,0.000000000000000000e+00,3.832594108950300449e-02,6.810661764705883137e-01,3.714639282690345573e-02,3.725038521980842954e-01,3.750000238421890009e-01,3.684724785582455669e-02,7.210065350363719094e-01,7.959710196147729011e-01,7.990074441687347040e-01,1.322022701435832670e-01,2.391303933158315242e-01
6.415018991165719574e-03,1.270282192530841348e-01,2.433332765996570890e-01,3.124572545188080142e-01,6.436349918597600306e-02,3.671919961126349774e-01,7.736088831360765639e-02,5.306438182447066332e-01,7.953900762230858845e-02,8.476439592099774267e-02,4.770220588235294379e-01,8.372592865982067534e-02,6.082949676002995520e-01,2.500000158947926487e-01,8.367169688416024875e-02,2.724289811979052622e-01,1.105849089945220021e-01,3.399503722084369350e-01,4.407728087598442590e-01,5.985054347787053253e-01
1.832384151296402239e-02,4.127945544331400318e-02,3.122637993702726544e-01,2.154697931932909871e-01,3.647274490597637864e-01,2.270569437063556240e-01,1.854055539578081946e-01,4.434442429813048037e-01,2.260263348892578850e-01,2.728198296263802392e-01,4.972425348617648400e-01,2.709016304465817204e-01,6.213518020136228337e-01,6.250000397369817606e-02,2.708283573987623205e-01,3.249453855625676901e-01,2.900764900411481051e-01,3.511164738580645484e-01,6.681307894168272421e-01,5.951087785765536431e-01
