specimen_id,adaptation,avg_isi,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_ramp,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,latency,peak_t_long_square,peak_t_ramp,peak_t_short_square,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_t_long_square,threshold_t_ramp,threshold_t_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_t_long_square,trough_t_ramp,trough_t_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vrest,transgenic_line,binary_neuron,tau,layer_full,acronym,height_short,height_long,height_ramp,L_tg
484679812,0.0123755954,51.88,0.2801477378,111.26,1.93779,4.867,-47.46875,-48.1718769073,-52.4500030518,0.04168,109.405,1.93594,3.203,40.5625038147,43.1718769073,39.2937515259,191.718757153,0.0411933288,70.0,48.375,450.0,109.03,1.9355675,2.87,-39.5,-39.7812519073,-44.7375022888,132.485,1.9708825,413.395,-50.9062538147,-53.2343788147,-69.2687545776,3.6928634067,3.856255763,3.5496313416,-67.5364532471,Rorb-IRES2-Cre,Excitatory,23.9900848054,Primary visual area layer 4,VISp4,91.7437545777,88.0312538147,91.3437538146,L4tg
486466923,0.0882908841,81.585,0.1119538349,82.865,1.96872,5.558,-44.8125,-48.3541692098,-52.2375030518,0.027675,78.285,1.9654216667,3.384,39.0625,32.583337148,39.1875022888,193.593636155,0.0834234953,150.0,49.1249974569,889.999938965,77.79,1.9649033333,2.993,-32.40625,-38.3020858765,-47.2062530518,103.905,2.0225316667,521.413,-49.4687538147,-59.6875025431,-76.9250015259,4.1042965291,3.5993857891,4.3392256881,-75.9269332886,Rorb-IRES2-Cre,Excitatory,25.878555662,Primary visual area layer 4,VISp4,91.4250053406,83.875,80.9375063578,L4tg
313861828,0.0341315331,71.885,0.1773809524,870.585,1.8811025,6.295,-48.96875,-50.828125,-51.5937538147,0.037245,867.41,1.8785525,3.81,22.28125,30.609375,19.9062509537,260.781347752,0.0842232332,70.0,46.9375,509.999969482,866.675,1.87787,3.205,-39.09375,-41.15625,-41.9375019073,891.19,1.907345,165.775,-54.3125,-53.7031288147,-76.0,2.4871608298,2.6212179822,2.6681549067,-74.8125076294,Scnn1a-Tg3-Cre,Excitatory,19.9408336147,Primary visual area layer 4,VISp4,71.5000047684,71.25,81.4375,L4tg
500964382,0.0206066107,72.2323076923,0.1919491525,344.64,3.4019733333,4.9533333,-49.9687538147,-50.8854192098,-52.6250038147,0.05544,342.5,3.4000533333,3.2466667,43.7500038147,40.4479179382,41.8958358765,152.499973774,0.0793471187,70.0,85.0,870.0,342.12,3.3996266667,2.8866667,-39.8125,-39.5312525431,-47.052087148,414.72,3.4417066667,666.0533333,-61.9375038147,-59.6979192098,-76.0833384196,3.8074380907,3.6429567057,4.0915118469,-75.5931091309,Scnn1a-Tg3-Cre,Excitatory,26.8179912502,Primary visual area layer 4,VISp4,94.5208396912,93.7187576294,91.333337148,L4tg
469864405,0.0185858154,42.7184090909,0.2159049458,114.02,2.9598316667,4.417,-41.4375038147,-41.1770858765,-47.0625022888,0.03673,112.25,2.95844,3.263,33.90625,37.8854192098,35.7187530518,137.343794107,0.0292228591,90.0,73.9166666667,850.0,111.865,2.9580883333,2.96,-31.1562519073,-29.1875012716,-43.7000022888,138.625,2.9943616667,569.736,-49.4375,-49.4791692098,-77.7750015259,2.6689812763,2.8436603988,2.8013427417,-76.8331451416,Scnn1a-Tg3-Cre,Excitatory,15.5658292633,Primary visual area layer 4,VISp4,82.7812553406,75.3437538147,79.0625050863,L4tg
513832252,0.0292641029,73.74,0.1895019157,202.54,2.30364,4.9,-44.96875,-51.9687512716,-51.2916679382,0.05546,200.26,2.3016933333,3.4466667,37.90625,40.8125025431,42.9687512716,123.906247318,0.1195352152,80.0,57.5833307902,860.0,199.8,2.3012666667,3.0666667,-33.40625,-41.3958358765,-47.2083346049,253.46,2.35398,123.6333333,-59.0000038147,-59.2812512716,-79.8541717529,3.3847802659,3.9153686853,3.8908130914,-79.6576766968,Scnn1a-Tg3-Cre,Excitatory,15.3103857262,Primary visual area layer 4,VISp4,94.2604192098,82.875,92.7812538147,L4tg
476129135,0.0416870725,92.3094444444,0.1082571511,296.86,2.7154783333,5.6625,-45.5625038147,-47.3541692098,-48.578125,0.070805,292.99,2.7127316667,3.415,49.6562538147,52.4583358765,53.5312519073,173.593640327,0.0580313243,60.0000038147,67.7916653951,999.999938965,292.53,2.7122716667,3.0025,-35.3750038147,-36.6354166667,-44.9687519073,355.33,2.76376,988.5225,-56.625,-57.1562512716,-72.4843826294,4.2266204351,4.3598391843,4.2380197995,-71.9915924072,Scnn1a-Tg3-Cre,Excitatory,29.6352980592,Primary visual area layer 4,VISp4,102.109376907,95.2187576294,99.8125050863,L4tg
324025371,0.0436978475,72.6995833333,0.2081578947,95.275,3.0916083333,5.122,-47.65625,-48.1979166667,-52.7375022888,0.043385,92.065,3.0876566667,3.377,27.0,29.1875006358,27.0562503815,223.43750298,0.0120425289,90.0,77.1666666667,730.0,91.555,3.0871033333,2.995,-33.46875,-32.1770839691,-43.4937507629,104.83,3.111915,657.795,-51.59375,-54.2812525431,-72.8250015259,2.8617082227,2.7763631157,3.0435890761,-72.1348800659,Rorb-IRES2-Cre,Excitatory,31.5016101569,Primary visual area layer 4,VISp4,79.7937526703,74.65625,77.3854173025,L4tg
479091820,0.2581769057,104.791666667,-0.003380523,169.13,4.9388383333,6.84125,-46.0,-45.6145858765,-52.023440361,0.06184,162.53,4.9339216667,3.52375,24.0,24.2916679382,32.4062509537,154.107108712,0.0759375319,110.0,123.33333079,460.0,161.85,4.9332283333,3.0525,-31.9375019073,-30.6041679382,-49.1171894073,216.585,4.9694383333,332.0825,-56.15625,-52.5833346049,-78.8984375,3.1392993255,2.8983297326,3.8939474349,-78.5531539917,Scnn1a-Tg3-Cre,Excitatory,19.1436016614,Primary visual area layer 4,VISp4,84.4296913147,70.0,69.9062538147,L4tg
485610263,0.019726424,101.615,0.1544326353,246.075,4.9545316667,4.872,-47.0000038147,-48.6354179382,-51.5750015259,0.071565,244.235,4.9528616667,3.363,30.7187519073,42.6354192098,37.3562522888,118.750080466,0.094195433,100.0,123.833333333,969.999938965,243.745,4.9524366667,2.972,-39.3750038147,-40.9270846049,-44.5000015259,299.15,5.005045,418.612,-57.90625,-57.3854204814,-71.8687530518,2.8114617518,3.2372212626,3.0370149013,-70.9766464233,Rbp4-Cre_KL100,Excitatory,18.3984475518,Primary visual area layer 4,VISp4,88.9312538147,77.718755722,91.270837148,L4tg
475751758,0.0209838679,92.3588888889,0.1479910773,266.835,3.6267633333,6.16875,-43.0937538147,-46.2291679382,-48.546877861,0.08169,263.345,3.623915,3.585,38.7187538147,49.864587148,41.7734394073,161.250039935,0.0677762702,90.0,90.625,979.999938965,262.69,3.623385,3.0725,-36.5625038147,-38.2187512716,-37.757815361,343.635,3.69164,230.27,-53.84375,-54.9375025431,-77.6171894073,3.455637882,4.263918919,3.4333960882,-76.4173431396,Scnn1a-Tg2-Cre,Excitatory,23.5228038619,Primary visual area layer 4,VISp4,90.3203172683,81.8125076294,96.0937550862,L4tg
505808144,0.2167476362,73.2266666667,0.2524082679,65.56,2.99382,4.89,-45.0937538147,-45.7187525431,-50.234377861,0.03554,63.76,2.99178,3.515,37.5,37.7187512716,40.7343769073,242.031246424,0.0318112709,130.0,74.75,580.0,63.3,2.9913133333,3.135,-33.40625,-33.1041679382,-46.1484394073,80.56,3.0124133333,564.74,-45.9062538147,-51.3750025431,-73.7031288147,3.441285679,3.111407909,3.7711756857,-73.0221557617,Nr5a1-Cre,Excitatory,23.4798486095,Primary visual area layer 4,VISp4,90.9687547683,82.5937538147,83.4375038147,L4tg
504647603,1.0,1000.0,0.182860779,132.36,3.79056,5.52,-48.5,-49.2291692098,-53.226565361,0.13602,129.04,3.7881666667,3.385,36.375,40.1875,40.4140634537,127.142742276,0.0397769921,130.0,94.7083333333,1040.0,128.58,3.78772,2.995,-33.09375,-34.1562512716,-46.3125019073,146.44,3.81388,740.275,-54.46875,-55.9166679382,-78.4531269073,3.9873244962,3.7443345228,4.0271855926,-78.2927856445,Rorb-IRES2-Cre,Excitatory,18.2617506984,Primary visual area layer 4,VISp4,93.6406288147,84.875,89.4166692098,L4tg
468193142,0.1172673005,67.9033333333,0.2026515146,68.835,5.5138266667,5.06875,-48.78125,-50.0000012716,-53.46875,0.033955,66.475,5.5112083333,3.3675,32.1875,32.135418574,39.25,136.250078678,0.0068409266,210.0,137.791664123,400.0,66.03,5.5107283333,3.025,-33.9375,-34.3020833333,-48.9921884537,78.495,5.530865,750.7175,-51.21875,-55.0312512716,-70.4140644073,3.2667529774,2.8226685975,3.7961493991,-70.2135238647,Scnn1a-Tg3-Cre,Excitatory,21.2313732994,Primary visual area layer 4,VISp4,92.71875,80.96875,82.1354198456,L4tg
514544971,0.022481032,68.2214285714,0.195202952,138.84,4.2618466667,4.4866667,-50.0312538147,-47.8541692098,-52.1666704814,0.04422,136.62,4.2597733333,2.8333333,41.3750038147,44.0104179382,40.989587148,170.156210661,0.0559369773,50.0,106.499997457,890.0,136.2,4.2593133333,2.4333333,-36.1875038147,-33.0208346049,-46.0104179382,164.34,4.2854,773.0333333,-58.0625,-55.052087148,-74.7083384196,3.8346319324,3.7064364151,4.0411067732,-72.9973297119,Nr5a1-Cre,Excitatory,46.923182351,Primary visual area layer 4,VISp4,93.1562576294,91.4062576294,91.864587148,L4tg
479711015,0.1227994256,127.0975,0.0742187545,163.94,3.9196366667,5.425,-43.5000038147,-42.520837148,-48.8875007629,0.056675,159.605,3.917595,3.324,40.375,44.5625025431,46.5562522888,162.343755364,0.0750596449,150.0,97.9166641235,920.0,159.155,3.9171716667,2.959,-29.1875,-32.4479204814,-45.3937515259,193.53,3.957895,391.602,-52.6875038147,-53.5937538147,-72.9750045776,3.6789367382,3.6699545244,4.1286632636,-72.1620178223,Rbp4-Cre_KL100,Excitatory,20.2702571347,Primary visual area layer 4,VISp4,95.4437530517,83.8750038147,87.0833396911,L4tg
476216637,0.2191830077,146.5375,0.1755555642,57.36,2.2062683333,4.074,-46.90625,-45.8958346049,-48.8562522888,0.03046,55.95,2.204705,2.867,43.0937538147,46.1458346049,44.9250015259,180.937469006,0.0046741581,130.0,55.1249987284,580.0,55.63,2.2043783333,2.596,-36.59375,-34.75,-42.6062522888,65.785,2.2276333333,423.48,-49.8750038147,-52.1354204814,-63.8375045776,3.4417124144,3.3408004634,3.6282227545,-62.4188423157,Scnn1a-Tg3-Cre,Excitatory,18.6400926442,Primary visual area layer 4,VISp4,93.7812538147,90.0000038147,92.0416692098,L4tg
324521027,0.0239902802,68.4515384615,0.1756286253,418.16,3.1972133333,5.5591667,-46.5,-46.8229179382,-50.1458346049,0.060385,415.68,3.1938616667,3.475,41.40625,32.6979166667,42.0260423024,150.624990463,0.0503459089,59.9999961853,79.8333333333,0.0,415.225,3.1933333333,3.0808333,-38.59375,-37.8020846049,-46.729168574,508.61,3.237195,411.4458333,-58.0937538147,-54.5625012716,-72.8750012716,3.5026686266,3.3968326686,3.804846708,-72.6047592163,Scnn1a-Tg2-Cre,Excitatory,22.8166202229,Primary visual area layer 4,VISp4,92.1718769073,87.90625,79.5208346049,L4tg
501014504,0.0309422389,186.84,0.2858452959,198.48,2.4522533333,5.564,-51.5000038147,-51.6562538147,-53.1937515259,0.07432,196.5,2.45008,3.572,47.6875,51.3125025431,47.4062515259,162.968754768,0.0657943487,70.0,61.25,380.0,195.96,2.44956,3.108,-44.125,-42.8125025431,-44.9062515259,222.42,2.4816266667,97.08,-55.0000038147,-54.8229204814,-66.4312530518,3.4285926674,3.7033076614,3.7130267253,-66.1220245361,Rbp4-Cre_KL100,Excitatory,13.6846137598,Primary visual area layer 4,VISp4,100.600003052,99.1875038147,102.968756358,L4tg
502267531,0.0121176655,49.1368421053,0.2073033708,170.36,2.8207666667,4.9,-51.7187538147,-49.7291692098,-54.6875019073,0.05534,168.76,2.81902,3.46,39.2187538147,40.8437525431,37.6718769073,187.656283379,0.0240895767,70.0,70.4583333333,670.0,168.3,2.8185533333,3.06,-41.3125,-38.4583358765,-48.21875,192.4,2.84534,410.24,-54.2812538147,-53.9791692098,-81.703125,3.1652918675,3.3214711294,3.4335263021,-80.8980407715,Nr5a1-Cre,Excitatory,21.236039382,Primary visual area layer 4,VISp4,92.3593788146,90.9375076294,90.5729217529,L4tg
490624177,0.1436420944,90.0285714286,0.2123417656,89.095,3.4797466667,5.845,-53.59375,-54.0208358765,-59.007815361,0.02079,85.695,3.4760116667,3.395,28.2812519073,34.0729166667,34.1171894073,146.874994039,0.0278807431,209.999984741,86.9166666667,390.0,85.14,3.4754933333,2.9775,-39.0625,-37.1979192098,-51.5468788147,103.46,3.5050716667,546.54875,-57.2812538147,-60.5833358765,-83.976568222,3.5836123272,3.7531006359,4.2220604568,-82.7248153687,Rorb-IRES2-Cre,Excitatory,16.9137772983,Primary visual area layer 4,VISp4,93.1250047683,81.8750019073,88.0937525432,L4tg
476269122,1.0,1000.0,0.1140822799,161.9,3.6610133333,5.358,-47.0000038147,-47.6979192098,-51.0125015259,0.07998,159.195,3.6585833333,3.402,39.5312538147,39.7916679382,46.7500022888,124.687425792,0.0178513993,150.0,91.4583333333,1160.0,158.765,3.65815,3.045,-34.0312538147,-31.4166679382,-46.5875022888,192.6,3.69725,404.983,-54.71875,-57.208337148,-76.1562561035,3.2145150956,2.7897903747,3.783612446,-76.0608215332,Scnn1a-Tg3-Cre,Excitatory,17.4071186295,Primary visual area layer 4,VISp4,97.7625038147,86.5312576294,87.489587148,L4tg
486509644,0.0219615695,61.05,0.1930487805,111.76,2.1528133333,5.3633333,-47.5625038147,-46.4791692098,-50.7187538147,0.03964,109.945,2.1504733333,3.5716667,33.3125038147,37.25,30.7604173024,225.000008941,0.1173092648,50.0,53.7499987284,0.0,109.42,2.1499483333,3.1366667,-41.0625,-37.9583346049,-45.2916679382,143.305,2.191165,694.5933333,-53.7812538147,-53.4375038147,-70.2916717529,2.9597040117,3.0485135953,2.987735584,-69.0845108032,Rorb-IRES2-Cre,Excitatory,35.6840241891,Primary visual area layer 4,VISp4,81.4791711171,80.8750076294,83.7291692098,L4tg
367567889,1.0,1000.0,0.1126488154,109.245,3.18505,4.794,-50.0312538147,-50.9166692098,-53.1187515259,0.04828,107.16,3.1833333333,3.359,42.4375,44.8541679382,45.6250022888,197.812452912,0.0260047987,110.0,79.5833333333,690.0,106.76,3.1829483333,3.021,-37.9375,-35.5,-48.0500007629,486.64,3.2044066667,698.274,-53.9375038147,-55.96875,-75.775,3.2932411812,3.1755587375,3.6069302959,-75.0118560791,Nr5a1-Cre,Excitatory,29.1357366417,Primary visual area layer 4,VISp4,98.7437538147,92.4687538147,95.770837148,L4tg
478586425,0.0273401063,54.8355882353,0.3026515066,68.855,3.1109366667,4.8525,-44.25,-43.1979192098,-51.0156288147,0.034195,67.045,3.108825,3.4025,38.0625,42.3437512716,43.3437509537,171.093717217,0.0406936817,190.0,77.75,720.0,66.595,3.1084083333,3.06375,-31.4687519073,-31.6666673024,-45.3046913147,84.55,3.1448466667,538.0525,-46.25,-52.0625012716,-77.335943222,3.1491299754,3.1272615439,3.7800612393,-76.9504776001,Rorb-IRES2-Cre,Excitatory,17.5577359319,Primary visual area layer 4,VISp4,94.3593797684,82.3125,85.5416704814,L4tg
485490864,0.0157644677,53.7608823529,0.2291005291,166.39,1.8589016667,4.651,-49.0000038147,-49.0104179382,-53.8812515259,0.03667,164.695,1.8572016667,3.147,34.6875,37.8020846049,33.3062534332,233.750000596,0.1304496378,50.0,46.375,352.0,164.19,1.8567066667,2.756,-35.5312538147,-35.3125,-43.1062515259,202.395,1.8997233333,373.486,-53.1562538147,-52.3541679382,-67.7812530518,2.4433285124,2.6335965239,2.7954586564,-67.0954437256,Nr5a1-Cre,Excitatory,22.1629151974,Primary visual area layer 4,VISp4,87.1875049591,83.6875038147,86.8125025431,L4tg
490283519,0.1110990189,149.989,0.090098575,250.1,3.8955166667,5.93,-45.71875,-47.0416704814,-51.7312530518,0.08562,246.11,3.8924666667,3.504,32.0625,36.0937512716,37.6062507629,121.093638241,0.0830635205,110.0,97.3333333333,1130.0,245.6,3.89195,3.081,-36.28125,-37.4687525431,-49.6562530518,311.47,3.9486866667,361.116,-57.1250038147,-56.1770858765,-74.3687530518,3.4608120666,3.4130093983,4.0590454519,-73.8577346802,Scnn1a-Tg2-Cre,Excitatory,25.7681413593,Primary visual area layer 4,VISp4,89.3375038147,77.78125,83.135421753,L4tg
506777471,0.0192199944,86.972,0.149388593,288.24,3.09388,5.152,-46.4687538147,-48.1562512716,-50.4750022888,0.06236,285.76,3.0914466667,3.488,45.375,43.6458346049,47.4312515259,146.093562245,0.0724782199,100.0,77.25,999.999938965,285.32,3.0910066667,3.12,-34.9375,-33.1562512716,-45.7437522888,332.72,3.1378266667,165.196,-57.8750038147,-57.270837148,-77.3812530518,3.9566671527,3.9599770404,4.1571544154,-77.5240783691,Scnn1a-Tg2-Cre,Excitatory,19.3189463442,Primary visual area layer 4,VISp4,97.9062538147,91.8437538147,91.8020858765,L4tg
480647923,0.0637968972,118.585714286,0.1954545455,214.22,2.5357183333,4.652,-35.59375,-38.7291704814,-43.6750030518,0.08357,212.02,2.5338233333,3.26,49.625,49.8020858765,52.4750038147,204.374998808,0.1007180512,50.0,63.3333320618,790.0,211.65,2.533445,2.954,-28.15625,-28.4791679382,-40.7000015259,277.69,2.5840633333,274.076,-49.0000038147,-48.8125025431,-68.1687545776,3.5360488039,3.5879177223,4.1332136769,-67.8072128296,Scnn1a-Tg2-Cre,Excitatory,28.8778971711,Primary visual area layer 4,VISp4,96.1500068665,85.21875,88.5312563579,L4tg
501848315,0.0100219639,44.6533333333,0.2898545691,343.4,1.3563266667,5.685,-55.90625,-55.8229204814,-57.195315361,0.03624,340.96,1.3540933333,3.595,36.125,43.6770858765,34.7812519073,238.593742251,0.020983953,29.9999980927,33.8333333333,370.0,340.4,1.3535866667,3.13,-42.5,-40.4166679382,-45.593752861,367.52,1.3704333333,628.18,-60.0937538147,-58.7916692098,-76.2421913147,3.1858882212,3.5655087325,3.1797087312,-76.0615768433,Rorb-IRES2-Cre,Excitatory,16.1320378919,Primary visual area layer 4,VISp4,91.9765672683,92.03125,99.5000063579,L4tg
517647182,0.0135322099,54.3470588235,0.174864863,346.6,1.6552066667,4.808,-44.03125,-43.5937512716,-52.1375030518,0.0479,344.92,1.6536933333,3.38,33.1875,37.5625012716,29.3375019073,237.500116229,0.0383980758,29.9999980927,41.3333333333,620.0,344.42,1.6532133333,2.972,-34.28125,-32.8750012716,-41.8687507629,394.16,1.69364,669.944,-56.875,-51.4791692098,-73.2375015259,2.5249170839,2.6729266981,2.6407572563,-69.4436645508,Scnn1a-Tg2-Cre,Excitatory,32.5375415666,Primary visual area layer 4,VISp4,81.4750049591,77.21875,81.1562525432,L4tg
485889190,0.0228414568,54.5728125,0.2502212679,118.27,3.05975,4.9375,-50.0312538147,-49.2395858765,-51.8489608765,0.045005,116.41,3.05784,3.3758333,42.90625,45.2604179382,44.1145852407,135.468870401,0.0208985545,110.0,76.4166666667,790.0,116.015,3.057455,3.0333333,-41.6562538147,-39.2812512716,-48.3177108765,138.52,3.0942916667,592.145,-55.1875,-55.6041679382,-80.7656288147,3.5915440217,3.6956735029,3.8971740047,-80.2579421997,Rorb-IRES2-Cre,Excitatory,19.8407923916,Primary visual area layer 4,VISp4,95.9635461172,92.9375038147,94.5000038147,L4tg
385492488,0.0263349865,57.2909375,0.2301181056,200.605,2.88912,5.012,-48.71875,-49.6250012716,-50.2875007629,0.04043,198.545,2.8873433333,3.476,34.75,46.9791704814,41.5375015259,228.515625,0.0570130385,59.9999961853,72.1666666667,0.0,198.095,2.886955,3.107,-38.65625,-35.9791666667,-42.525,227.2,2.91586,398.688,-57.5625,-55.8541666667,-76.4437515259,3.2378645023,3.7619572503,3.6836727207,-75.684387207,Nr5a1-Cre,Excitatory,24.3680719568,Primary visual area layer 4,VISp4,91.8250022888,83.46875,96.604171753,L4tg
501951290,0.0201766759,69.6338461538,0.2155601613,403.88,3.0773866667,5.736,-51.4687538147,-52.5416679382,-53.7562530518,0.07022,400.66,3.0745133333,3.508,40.3125038147,40.4270846049,42.4687515259,171.718671918,0.0210417602,50.0,76.875,760.0,400.16,3.0740133333,3.088,-38.5000038147,-40.8229179382,-47.7125015259,426.3,3.0995933333,629.524,-58.6562538147,-58.7916704814,-81.7875045776,4.2211474584,4.2578377635,4.4356406243,-81.4805679321,Rorb-IRES2-Cre,Excitatory,23.7512050134,Primary visual area layer 4,VISp4,96.2250045777,91.7812576294,92.9687525431,L4tg
486132712,0.0348404831,74.0158333333,0.2006329292,192.375,5.1386283333,4.719,-46.40625,-47.083337148,-51.0500022888,0.04909,190.835,5.1370166667,3.34,47.5937538147,49.895837148,44.5062522888,119.55357343,0.1685982794,90.0,128.41666921,810.000061035,190.46,5.1366383333,3.004,-39.625,-39.4895858765,-43.2375015259,263.16,5.1879933333,86.155,-53.2187538147,-51.1770858765,-69.2750015259,3.3749299734,3.3707042326,3.0168878114,-68.143371582,Rbp4-Cre_KL100,Excitatory,18.696578849,Primary visual area layer 4,VISp4,95.5562545776,94.0000038147,96.979174296,L4tg
500859045,0.0179674667,58.6875,0.2578431491,57.16,2.19634,5.256,-50.40625,-51.0208358765,-52.7375030518,0.02762,54.88,2.1937666667,3.472,42.2500038147,43.1770858765,46.4875,162.656202912,0.0085155461,130.0,54.8333333333,610.0,54.46,2.1933466667,3.12,-39.5937538147,-37.2500012716,-48.5062522888,64.82,2.21954,668.276,-54.5937538147,-58.5937538147,-76.0625030518,4.1465962199,3.9501866144,4.2989712512,-75.2355270386,Rorb-IRES2-Cre,Excitatory,17.96684937,Primary visual area layer 4,VISp4,99.2250030518,92.6562538147,94.197921753,L4tg
470098860,0.0284172257,61.0526666667,0.2271505474,119.55,3.4219716667,5.102,-54.0937538147,-52.614587148,-53.9375030518,0.037945,117.48,3.4201716667,3.376,35.1875,35.53125,37.1125015259,179.687470198,0.0325120091,100.0,85.5416666667,900.0,117.09,3.4197833333,3.034,-42.28125,-39.2395858765,-50.2500022888,136.085,3.4443216667,475.018,-60.6562538147,-58.9791704814,-80.8625015259,3.2783341195,3.0492820913,3.7127526104,-80.1294937134,Scnn1a-Tg3-Cre,Excitatory,26.7562918847,Primary visual area layer 4,VISp4,91.0500045777,89.2812538147,88.145837148,L4tg
313861677,1.0,1000.0,0.1594302554,82.61,1.69352,6.279,-48.3125,-48.96875,-51.2625007629,0.143365,79.275,1.689475,3.4,50.4375038147,49.5,51.9750007629,220.937460661,0.0263815299,70.0,42.25,650.0,78.825,1.68901,3.006,-36.46875,-36.375,-41.1625007629,97.655,1.71969,396.222,-53.4687538147,-55.96875,-72.8062515259,4.780396083,4.5714005453,4.752008608,-71.0636901855,Rorb-IRES2-Cre,Excitatory,21.1076413318,Primary visual area layer 4,VISp4,103.237501526,98.7500038147,98.46875,L4tg
485608017,0.0881545319,94.895,0.1393833183,92.41,3.2383633333,5.786,-53.28125,-53.3125025431,-57.5625022888,0.045505,90.005,3.2359183333,3.49,33.09375,36.2604166667,32.7625019073,144.531220198,0.0557366125,170.0,80.875,870.0,89.55,3.235485,3.066,-46.34375,-41.4166679382,-53.6562530518,106.07,3.2712233333,651.767,-57.7812538147,-61.7500025431,-80.4312530518,4.0242855437,3.7474175807,3.8768130787,-79.9532012939,Rbp4-Cre_KL100,Excitatory,17.6031911815,Primary visual area layer 4,VISp4,90.3250041961,86.375,89.5729192098,L4tg
323838579,0.0440022495,73.0569230769,0.2218292789,121.805,1.782185,5.470625,-53.40625,-53.9791666667,-56.9648451805,0.04204,119.235,1.77998,3.555625,39.1875038147,40.7812512716,41.5156259537,157.187581062,0.0274023879,130.0,44.5,630.0,118.71,1.7795283333,3.124375,-41.53125,-42.1041679382,-51.1484389305,131.1,1.80377,458.9625,-56.9062538147,-59.21875,-77.527346611,3.7451433995,3.7235954831,4.1832926925,-78.2233123779,Scnn1a-Tg3-Cre,Excitatory,16.5907497515,Primary visual area layer 4,VISp4,98.4804711342,92.5937538147,94.7604179383,L4tg
517982558,0.025823463,78.1,0.1623031496,199.1,5.3575333333,5.316,-50.2187538147,-50.5416692098,-53.2625015259,0.05826,196.48,5.3552266667,3.34,38.0937538147,41.8229192098,40.5625022888,122.656323016,0.1415288746,80.0,133.874992371,999.999938965,196.02,5.35478,2.952,-42.4062538147,-41.7708358765,-49.2187522888,263.04,5.3995333333,313.496,-59.4062538147,-56.6562538147,-74.5375030518,4.1341109256,4.5117311692,4.5471997393,-74.2980117798,Scnn1a-Tg2-Cre,Excitatory,21.4404134616,Primary visual area layer 4,VISp4,93.8250038147,88.3125076294,92.3645884196,L4tg
349593629,0.0218098585,52.8622222222,0.2333333333,123.0,2.0554175,5.08,-43.84375,-43.890625,-48.8125,0.034055,121.105,2.0536975,3.56375,34.53125,39.2031269073,38.2968769073,304.6875,0.0821281075,50.0,51.375,0.0,120.67,2.053305,3.20875,-35.34375,-33.671875,-40.5390634537,161.38,2.0929325,720.4875,-53.75,-55.9062519073,-67.640625,2.9467601522,3.1067968065,3.0506817917,-65.3980865479,Scnn1a-Tg2-Cre,Excitatory,40.8273037203,Primary visual area layer 4,VISp4,87.1093769073,78.375,83.0937519073,L4tg
476198393,0.050893189,64.0175,0.0833333391,90.85,1.940345,5.91125,-42.5625038147,-41.8750025431,-47.1328144073,0.03237,87.99,1.9371466667,3.47125,38.8750038147,41.5520846049,40.765627861,203.571513295,0.026670441,70.0,48.4583346049,265.0,87.42,1.936595,3.02,-33.8750038147,-30.2395852407,-39.5781259537,102.555,1.9631383333,604.41125,-46.96875,-48.7916692098,-68.3906269073,3.3909861513,3.292593919,3.7213897281,-66.6489105225,Scnn1a-Tg3-Cre,Excitatory,17.2304328794,Primary visual area layer 4,VISp4,87.8984422683,81.4375076294,83.427087148,L4tg
369697038,0.0447834448,71.5730769231,0.2335968251,149.51,5.62589,4.495,-48.78125,-48.2343788147,-50.4312515259,0.037405,147.415,5.624305,3.332,40.125,40.3437538147,40.8875007629,211.250036955,0.0520097166,119.999992371,140.625,890.0,147.085,5.623955,3.04,-33.5,-33.90625,-45.9625015259,167.105,5.6382775,381.477,-56.625,-55.4062519073,-82.7875030518,3.5417062022,3.3296906949,3.5910763197,-82.4907913208,Nr5a1-Cre,Excitatory,21.4893385367,Primary visual area layer 4,VISp4,91.3187522888,88.90625,88.5781326294,L4tg
329550137,0.0170197337,45.68575,0.3029801223,137.415,1.573655,5.0416667,-44.5,-46.6041666667,-52.2968756358,0.0405,134.87,1.571625,3.485,34.0,42.25,37.1458346049,293.437510729,0.0731709823,59.9999961853,39.25,0.0,134.435,1.571235,3.1575,-33.8437538147,-33.7395846049,-42.4322929382,154.74,1.5942266667,663.4458333,-50.15625,-52.9270846049,-66.6927108765,3.4194409594,3.4866773018,3.3128618061,-64.6614532471,Rorb-IRES2-Cre,Excitatory,34.7774554418,Primary visual area layer 4,VISp4,89.4427102407,78.5,88.8541666667,L4tg
