specimen_id,adaptation,avg_isi,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_ramp,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,latency,peak_t_long_square,peak_t_ramp,peak_t_short_square,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_t_long_square,threshold_t_ramp,threshold_t_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_t_long_square,trough_t_ramp,trough_t_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vrest,transgenic_line,binary_neuron,tau,layer_full,acronym,height_short,height_long,height_ramp
502647640,0.0086449434,57.665,0.2343750099,116.02,2.6858533333,4.356,-48.3750038147,-51.8437525431,-55.2500022888,0.05036,113.68,2.6821133333,2.852,36.1562538147,37.8750012716,37.1937515259,188.593819737,0.0488955341,130.0,67.0416666667,700.0,113.22,2.68166,2.52,-37.6875038147,-35.9166666667,-51.0125030518,125.24,2.7052266667,418.652,-55.03125,-58.6562525431,-74.5625030518,3.8410125729,3.802911229,4.0681641286,-74.1413345337,Rorb-IRES2-Cre,Excitatory,20.5036844997,Posterolateral visual area layer 5,VISpl5,92.4437538147,84.5312576294,89.7187538147
321707905,-0.0122857424,12.7480434783,1.5994778068,959.9,14.8507716667,3.9241667,-56.3437538147,-56.3229166667,-63.2135423024,0.11981,959.185,14.8500666667,3.2883333,6.21875,9.4895833333,12.1041669846,93.3592766523,0.0421907343,290.0,371.25,540.0,958.835,14.84973,3.0216667,-38.1875,-32.2500006358,-52.6770846049,959.935,14.8508083333,540.7591667,-56.5000038147,-56.4062525431,-75.9479192098,1.2001729175,1.0870592944,1.3806116542,-75.77318573,Pvalb-IRES-Cre,Inhibitory,5.94749327477,Primary visual area layer 5,VISp5,75.317709287,62.5625038147,65.8125
488708322,0.109263658,10.525,0.1179806136,9.525,,3.905,-59.3750038147,,-60.1250038147,0.008955,8.905,,3.255,9.1250009537,,17.3906259537,105.401821435,0.0701445863,340.0,,650.0,8.645,,2.9816667,-39.65625,,-46.1979192098,9.555,,226.87,-59.4687538147,,-75.864587148,1.3240811561,,1.3574245026,-74.5553894043,Pvalb-IRES-Cre,Inhibitory,6.98380743081,Primary visual area layer 4,VISp4,77.5156297684,68.5000047684,
524689239,0.0984045043,67.0218181818,0.189173225,35.82,4.9474,4.84,-48.3750038147,-46.3229192098,-52.7437530518,0.0119,34.04,4.9457333333,3.04,32.3125,33.9375012716,35.0000022888,170.000001788,0.055036597,119.999992371,123.624997457,400.0,33.62,4.9452666667,2.664,-32.375,-34.8333358765,-40.4062507629,35.84,4.94764,562.284,-48.40625,-46.4791692098,-67.6625045776,3.1240447206,3.0332147217,3.3290247152,-67.1660690308,Vip-IRES-Cre,Inhibitory,9.87453133251,Primary visual area layer 2/3,VISp2/3,87.7437553406,80.6875038147,80.2604204814
481049269,0.0040284627,16.3270833333,0.7385341825,90.27,15.288985,3.809,-55.6562538147,-56.7916704814,-60.4437530518,0.011525,89.625,15.28838,3.232,17.75,26.2500019073,30.1312511444,59.062615037,0.0487442166,419.999969482,382.208333333,516.000036621,89.345,15.2881033333,2.999,-34.1875038147,-33.1354204814,-42.7562515259,90.31,15.28904,399.797,-55.8750038147,-56.8854204814,-75.2000045776,1.2769353864,1.3409997502,1.4346522375,-73.6921920776,Htr3a-Cre_NO152,Inhibitory,5.09978877625,Primary visual area layer 2/3,VISp2/3,90.5750041962,73.4062538147,83.0416723887
479298821,0.0116282761,95.6244444444,0.1541403808,211.895,2.2155783333,5.501,-46.9375038147,-48.8750012716,-51.3312522888,0.07504,209.2,2.2124866667,3.336,46.34375,45.5729166667,47.6000015259,193.281367421,0.0975460112,50.0,55.3333346049,296.0,208.82,2.2120866667,2.992,-36.75,-37.8958358765,-44.6125022888,250.865,2.253265,460.013,-57.0000038147,-57.3541704814,-66.9625045776,3.9711315285,4.2779831474,3.8455638604,-65.6994934082,Rorb-IRES2-Cre,Excitatory,30.1351968105,Primary visual area layer 4,VISp4,98.9312538147,93.2812538147,94.4479179383
486557574,0.0258386928,33.045,0.3790322691,41.96,2.6112133333,4.4475,-56.9687538147,-55.3958346049,-58.6302115122,0.012505,41.06,2.61023,3.515,32.0,32.7291692098,36.7239602407,230.156332254,0.2708719075,60.0000038147,65.25,280.0,40.645,2.609745,3.1133333,-44.8437538147,-41.9166704814,-47.9635442098,41.97,2.6112483333,153.2183333,-57.0000038147,-55.4791704814,-74.0625038147,1.7837000705,1.6559390308,1.9107763975,-73.4133911133,Htr3a-Cre_NO152,Inhibitory,12.0919962005,Primary visual area layer 4,VISp4,95.3541717529,88.9687538147,88.1250038147
478500297,0.2077250898,141.385833333,0.115174903,98.52,3.6214,4.589,-51.7812538147,-50.4166679382,-52.0750038147,0.045985,96.35,3.6195183333,3.051,46.65625,49.4375038147,44.0187515259,175.000041723,0.0361807421,90.0,90.5,930.0,96.005,3.6191666667,2.738,-42.5,-39.2395846049,-49.2312530518,122.19,3.6508333333,661.236,-57.8125038147,-57.8854166667,-79.8937530518,4.311725613,4.3763501976,4.4803039856,-78.5516433716,Rorb-IRES2-Cre,Excitatory,22.9385790753,Laterointermediate area layer 4,VISli4,96.0937553406,98.4375038147,99.8541717529
321708130,0.0003372655,11.1551136364,1.0428574659,10.645,13.1025525,4.5541667,-60.65625,-54.6875019073,-63.0520839691,0.00721,9.71,13.101235,3.385,11.15625,3.484375,13.0937501589,103.75007242,0.0313009657,370.0,327.5,121.666666667,9.36,13.10075,3.0341667,-42.5625,-29.7968759537,-46.8697929382,10.705,13.10267,738.9591667,-60.7187538147,-54.859375,-83.078125,1.5456150204,1.0931257668,1.5807905592,-81.0082778931,Pvalb-IRES-Cre,Inhibitory,7.83297565726,Primary visual area layer 6a,VISp6a,76.145834128,71.8125,58.1718769073
481018305,0.0050252625,20.9905952381,0.7220163634,388.63,12.72519,3.92,-60.3437538147,-59.895837148,-63.7875022888,0.112885,387.925,12.7245,3.288,19.625,27.9062512716,33.6500007629,67.9086819291,0.0338015184,300.0,318.125,760.0,387.62,12.724195,3.044,-33.4687538147,-32.59375,-41.1625030518,388.67,12.7252733333,495.657,-60.5000038147,-60.0520858765,-76.9562530518,1.1764213421,1.2223093677,1.3188164189,-76.3146133423,Pvalb-IRES-Cre,Inhibitory,8.016993053,Primary visual area layer 2/3,VISp2/3,97.4375030517,79.9687538147,87.8020884196
480116737,0.0921209855,113.670625,0.1241706177,127.385,1.12802,5.4,-43.0312538147,-44.1875,-46.8750038147,0.04587,123.74,1.124635,3.23,31.0000019073,39.5,35.25,331.250011921,0.1422371566,30.0000019073,28.125,509.999969482,123.05,1.123995,2.695,-34.3437538147,-37.3125,-42.1875,177.88,1.195035,161.17,-50.34375,-52.875,-61.0000038147,2.8534474832,2.9634292559,3.1219336556,-61.3951797485,Rorb-IRES2-Cre,Excitatory,49.7167411658,Primary visual area layer 5,VISp5,82.1250038147,74.031255722,83.6875
484635029,0.0037626392,28.0454545455,0.5627784343,188.79,13.63401,3.8758333,-58.8125038147,-57.1666692098,-60.2760442098,0.045965,188.155,13.6334,3.2158333,19.1875,23.0625012716,21.0781257947,67.3439055681,0.0821302459,330.0,340.875,750.0,187.9,13.633135,2.9841667,-36.0937538147,-33.9166679382,-40.3020846049,188.835,13.6340533333,182.5525,-58.9375,-57.2500025431,-73.5364608765,1.3309374363,1.2655867939,1.3361568026,-72.9205703735,Pvalb-IRES-Cre,Inhibitory,4.75105682436,Primary visual area layer 2/3,VISp2/3,81.3541700045,78.0000038147,80.2291704814
322781822,0.0226394565,59.69,0.1961538462,514.2,2.2820183333,5.89,-55.28125,-51.6041704814,-59.24375,0.038845,509.98,2.27834,3.405,44.3125,46.4062525431,44.2687522888,278.794765472,0.098568581,70.0,56.9166666667,730.0,509.43,2.2777966667,2.982,-36.5625038147,-34.4895846049,-45.8937507629,524.1,2.3057883333,784.796,-58.84375,-58.0520858765,-76.9250030518,4.3148191256,3.8803080459,4.044890222,-74.1093292236,Ntsr1-Cre_GN220,Excitatory,28.8238727566,posteromedial visual area layer 5,VISpm5,103.512502289,99.59375,98.0104230245
475049291,0.0216371646,65.4735714286,0.3149590164,90.57,3.4327133333,4.546,-56.4375038147,-55.7812525431,-58.5312522888,0.041475,89.3,3.4314666667,3.443,22.4375019073,27.979168574,20.2937511444,218.281373382,0.0656530336,90.0,85.7916641235,122.0,88.865,3.43102,3.108,-36.7187538147,-33.9375012716,-39.0062522888,90.625,3.4327433333,404.792,-56.5312538147,-55.8645846049,-68.4187530518,1.8012681497,1.7462005483,1.6921323144,-67.5254211426,Sst-IRES-Cre,Inhibitory,26.0869580361,Primary visual area layer 5,VISp5,78.8250034332,78.875005722,83.7604211171
487638658,1.0,1000.0,0.7824816998,8.99,,4.086,-68.9375,,-67.0812530518,0.008815,8.12,,3.342,9.75,,14.3312503815,118.482239544,0.0331757776,230.0,,419.999969482,7.75,,3.028,-50.4375038147,,-51.1687530518,9.01,,519.449,-68.96875,,-74.0562545776,1.296427409,,1.3267490927,-73.8805618286,Pvalb-IRES-Cre,Inhibitory,7.10752053029,Primary visual area layer 4,VISp4,81.4125034333,78.6875,
490267219,0.0071029118,52.2558333333,0.2719512195,138.29,2.141575,5.063,-49.8750038147,-51.2812538147,-55.8312522888,0.047835,136.405,2.1393983333,3.403,32.0625,35.1250012716,32.49375,248.571425676,0.1037928164,50.0,53.5000012716,224.0,135.98,2.138965,3.033,-36.46875,-35.2083358765,-45.9500007629,169.1,2.1722566667,250.807,-59.8437538147,-60.6666679382,-77.0937545776,3.0017979556,3.0120864214,2.8832394481,-75.8354644775,Scnn1a-Tg2-Cre,Excitatory,25.5804550671,Primary visual area layer 4,VISp4,88.3250022888,81.9375038147,86.4062550863
480718588,0.2069373655,123.719,0.1292899524,101.995,4.00867,4.9791667,-46.7187538147,-47.1250012716,-47.5260429382,0.04564,100.075,4.006265,3.435,40.7187538147,42.5729166667,35.5677108765,180.46875298,0.1657259315,90.0,100.125,989.999938965,99.66,4.0057966667,3.0466667,-39.8125,-37.2604192098,-42.9062519073,168.22,4.04657,559.935,-56.0937538147,-57.520837148,-77.8750025431,3.548158853,3.1817626143,3.3109276703,-77.5682601929,Rbp4-Cre_KL100,Excitatory,18.7481127365,Lateral visual area layer 4,VISl4,83.0937538147,87.4375076294,89.6979179383
554807988,0.0031995565,16.6033898305,0.9703539823,32.46,3.3246066667,4.265,-58.78125,-56.0208358765,-61.2968788147,0.01172,31.48,3.3233266667,3.465,11.5312509537,9.7604169846,21.1875009537,235.625118017,0.0235721748,70.0,83.0416666667,290.0,31.14,3.32292,3.185,-38.4687538147,-34.7291692098,-42.4218759537,32.54,3.32502,362.515,-58.9375,-56.2812525431,-70.476568222,1.5697188572,1.4383912282,1.6742627065,-69.0758590698,Nkx2-1-CreERT2,Inhibitory,9.55324627213,Primary visual area layer 6a,VISp6a,82.4843797684,70.3125009537,65.7812528611
570280138,1.0,1000.0,0.0262962972,29.42,7.4633733333,4.575,-48.90625,-42.2708358765,-50.796877861,0.01118,27.9,7.4615733333,3.06,37.1250038147,34.65625,36.8203144073,116.093747318,0.1477547884,170.0,186.5,450.0,27.44,7.4609733333,2.64,-41.3125,-36.0833346049,-46.960940361,29.42,7.4811666667,550.485,-48.90625,-44.0729179382,-71.1718788147,3.2313770118,2.592667526,3.4686904497,-70.8081970215,Chat-IRES-Cre-neo,Inhibitory,9.36166127769,posteromedial visual area layer 2/3,VISpm2/3,87.6171922683,86.0312538147,76.9270858765
328535908,0.0107067075,30.236875,0.5257281505,231.27,0.732475,4.125,-53.59375,-54.7395846049,-60.53125,0.027635,230.305,0.7314683333,3.135,34.90625,37.8958346049,34.625,468.415170908,0.0411055423,20.0,18.25,430.0,229.905,0.7310666667,2.795,-42.875,-43.2500025431,-44.625,978.48,0.753645,646.0,-56.6875,-55.6666666667,-67.625,1.8767855954,1.8611704786,1.9587731204,-67.4194869995,Sst-IRES-Cre,Inhibitory,54.6815281209,Primary visual area layer 5,VISp5,95.15625,88.5,92.6354192098
500857324,0.0358613139,107.61,0.1463349014,174.94,3.85002,5.344,-46.1250038147,-47.4062525431,-51.4375022888,0.07696,171.88,3.8475266667,3.356,40.5,45.5416692098,46.4687538147,160.312458873,0.077374354,90.0,96.1666666667,949.999938965,171.4,3.8470933333,2.98,-35.7812538147,-36.3541679382,-47.9625007629,213.1,3.8913733333,565.836,-54.9375038147,-54.4270858765,-74.9875030518,4.1436436103,4.493890238,4.327547015,-74.1493377686,Rorb-IRES2-Cre,Excitatory,24.0613465493,Primary visual area layer 4,VISp4,97.9062561035,86.6250038147,92.9479217529
396903227,0.0394658867,86.26,0.1623222749,91.83,0.7699666667,6.05,-48.4375038147,-48.9270858765,-52.7062522888,0.043375,87.34,0.76655,3.487,34.0937538147,38.5520833333,33.1375007629,214.84375,0.038029734,50.0,19.1666666667,208.0,86.85,0.76609,3.063,-33.5,-34.4479166667,-38.7000007629,113.87,0.810165,72.234,-55.34375,-59.6562512716,-65.66875,3.9207614192,3.8004989787,3.3868766248,-62.6768341064,Scnn1a-Tg3-Cre,Excitatory,32.8031513337,Primary visual area layer 4,VISp4,85.8437530517,82.5312576294,87.4791692098
490173806,0.0215097192,60.3490625,0.2678926561,71.885,4.3152816667,4.48875,-64.8750076294,-60.6666704814,-64.187502861,0.016975,70.96,4.3143033333,3.3875,23.125,26.3437512716,23.1015634537,186.718642712,0.1274576187,100.0,107.83333079,430.000030518,70.615,4.3139483333,3.05375,-48.90625,-44.9791692098,-49.117190361,71.94,4.315415,390.12625,-64.96875,-60.8437512716,-77.0156326294,1.7228706028,1.7892661009,1.8291749198,-76.3768463135,Sst-IRES-Cre,Inhibitory,12.0585229506,Primary visual area layer 5,VISp5,87.2890663147,88.0000076294,87.010421753
321906005,0.0320481523,63.9953571429,0.1529762016,105.425,4.45531,4.975,-49.34375,-49.0729192098,-51.7708358765,0.05055,103.485,4.4534383333,3.4683333,34.0,33.9791666667,31.7708326976,155.781254172,0.0507714227,110.0,111.333333333,343.333333333,103.06,4.453,3.0816667,-36.1562538147,-36.7083333333,-44.5416692098,119.325,4.4751066667,654.8683333,-53.6875,-53.9583346049,-81.4479166667,3.0544488474,2.7734693276,2.9656314084,-81.7539978027,Nr5a1-Cre,Excitatory,21.0263990318,posteromedial visual area layer 4,VISpm4,83.5416685741,83.34375,83.0520858765
323540736,-0.204913284,51.342,0.9805317777,295.315,11.2412966667,3.797,-64.84375,-62.7187525431,-65.9625,0.00982,294.795,11.24076,3.285,20.6875,25.4895846049,32.2875007629,93.5937836766,0.0973421112,320.0,281.0,112.0,294.53,11.240485,3.042,-36.78125,-33.8229179382,-45.2687515259,295.35,11.2413366667,254.855,-64.9375,-62.833337148,-73.9187515259,1.0492669235,1.1284611973,1.22354413,-72.8668365479,Gad2-IRES-Cre,Inhibitory,6.0174659318,Primary visual area layer 5,VISp5,98.2500007629,85.53125,88.208337148
478949560,0.0031576357,13.8065441176,1.2291322771,20.96,9.8216166667,4.328,-60.8750038147,-51.28125,-62.2250015259,0.009985,19.94,9.8203983333,3.341,9.09375,-6.8229172826,17.5125007629,178.593754768,0.098555319,150.0,245.499994914,469.999969482,19.575,9.8199166667,3.003,-35.3125,-27.0937519073,-44.2812507629,20.985,9.8216333333,612.336,-61.0000038147,-51.3020858765,-73.2062545776,1.2000543609,0.777141833,1.4542168111,-71.8591003418,Pvalb-IRES-Cre,Inhibitory,9.86643822326,Primary visual area layer 5,VISp5,79.7375022888,69.9687538147,44.4583327174
325919795,0.0101593609,61.953,0.2355010661,98.045,2.76902,5.9325,-53.8125,-52.5729192098,-59.0156269073,0.0387,95.835,2.76628,3.5225,29.375,30.5104173024,24.8046884537,254.062503576,0.2895115018,70.0,69.125,760.0,95.37,2.7657983333,3.13,-42.4687538147,-40.5833346049,-38.8593759537,114.76,2.79499,224.17375,-58.9375,-59.5833346049,-77.5078125,2.921404395,2.9089609212,2.3843709168,-77.1006546021,Rbp4-Cre_KL100,Excitatory,21.8799708324,Primary visual area layer 6a,VISp6a,83.820315361,83.1875,83.0833365122
485288679,0.0314171806,80.3122727273,0.1495290716,77.85,7.12928,5.195,-44.3750038147,-44.1666692098,-52.8250030518,0.046135,75.845,7.1277466667,3.45,30.0937519073,33.1145839691,24.7562515259,146.093830466,0.0842964947,190.0,178.208333333,144.0,75.375,7.1272533333,3.049,-32.2500038147,-30.9687525431,-39.7375007629,90.815,7.151265,83.703,-45.53125,-48.0416692098,-73.5625045776,2.354592213,2.1418234579,2.2198588568,-73.2192153931,Ntsr1-Cre_GN220,Excitatory,13.7048037855,Primary visual area layer 6a,VISp6a,77.5812545777,74.468755722,77.2812531789
480183339,0.0314091637,49.9816666667,0.3716279231,168.895,2.83574,4.229,-58.46875,-56.7916692098,-59.9812522888,0.028085,168.025,2.8349333333,3.447,27.6562519073,32.8229179382,32.4562507629,210.781291127,0.0397304669,60.0000038147,70.875,0.0,167.705,2.83461,3.164,-43.5937538147,-41.5104204814,-44.1187538147,168.945,2.835775,295.856,-58.6562538147,-56.8750025431,-69.1750045776,1.8426534344,1.7469860033,1.8392958598,-68.2111053467,Sst-IRES-Cre,Inhibitory,18.9936319837,Primary visual area layer 4,VISp4,92.4375030517,86.1250019073,89.614587148
327706437,0.1181050021,27.65375,0.3139705882,83.88,2.7073333333,5.602,-52.53125,-54.2916679382,-55.6937515259,0.01964,81.885,2.7051266667,3.464,28.1250019073,29.8750012716,33.7687507629,273.906260729,0.1270865947,70.0,67.5833333333,360.0,81.44,2.7046533333,3.116,-31.0000019073,-31.7708333333,-43.2000015259,84.91,2.7085833333,537.804,-53.125,-55.0000012716,-73.2562530518,2.7820341145,2.700626017,3.052616507,-72.9722976685,Htr3a-Cre_NO152,Inhibitory,16.3783262929,Primary visual area layer 2/3,VISp2/3,89.4625022888,80.6562519073,84.1666692098
478947222,1.0,11.055,0.1645089056,16.44,,3.704,-60.0312538147,,-61.0437522888,0.01007,15.605,,2.954,16.2500019073,,20.6187507629,155.156329274,0.0138726654,209.999984741,,610.0,15.25,,2.663,-36.4375,,-47.2312530518,16.545,,770.016,-60.0937538147,,-78.7562530518,1.3780554752,,1.6177089237,-77.756072998,Pvalb-IRES-Cre,Inhibitory,8.316692295,Primary visual area layer 5,VISp5,81.6625030517,76.281255722,
486500736,1.0,89.51,0.1096405132,120.725,4.01061,8.772,-53.90625,-54.1979192098,-59.1562530518,0.057675,115.08,4.0052016667,3.58,27.8437519073,29.5729173024,30.4062519073,116.40625447,0.0635878891,190.0,100.125,1220.0,114.53,4.0046866667,3.123,-39.40625,-38.2500012716,-50.2687530518,136.345,4.043655,429.385,-57.9375038147,-60.3437538147,-78.2750015259,4.1641729582,4.0130559841,4.4389401827,-77.7801132202,Rorb-IRES2-Cre,Excitatory,18.5473587434,Primary visual area layer 4,VISp4,89.5625049591,81.7500019073,83.7708365122
485468180,0.0406693969,65.5535714286,0.2186046512,504.835,0.95948,4.8425,-54.9062538147,-54.7812519073,-56.8593769073,0.02257,503.005,0.95783,3.3875,33.1250038147,42.5937538147,35.4375019073,268.359363079,0.0222496465,40.0,23.9375,350.0,502.495,0.9573975,2.9775,-42.5,-42.875,-48.3593769073,528.91,0.996675,929.9175,-60.1562538147,-60.0156288147,-69.9062538147,2.4464250007,2.981056576,2.8866537996,-66.9598922729,Nr5a1-Cre,Excitatory,54.0359864918,Primary visual area layer 2/3,VISp2/3,92.2968788146,88.0312576294,97.375005722
513593674,0.1303708929,74.37,0.0313543563,75.52,4.1064533333,4.8666667,-47.78125,-49.4166692098,-51.6718775431,0.04106,73.5,4.1044933333,3.35,40.28125,44.3854179382,45.8958346049,134.687542915,0.0297235642,150.0,102.5,850.0,73.1,4.1040933333,3.02,-36.1562538147,-35.1145858765,-46.5729192098,85.26,4.1269466667,567.54,-51.0312538147,-54.5937512716,-81.8697967529,3.6315118977,3.5144191329,4.3004140358,-81.1610488892,Cux2-CreERT2,Excitatory,15.4000760796,Primary visual area layer 2/3,VISp2/3,97.567712148,88.0625,93.802087148
515249852,0.0085722064,59.995,0.206250011,105.92,3.01784,5.12,-50.4687538147,-52.0937512716,-54.3984394073,0.03832,104.08,3.0160666667,3.475,36.75,37.3750012716,35.2343769073,128.78613174,0.1035796404,110.0,75.375,810.0,103.64,3.0156133333,3.085,-41.09375,-43.3958346049,-50.101565361,144.58,3.0694666667,225.045,-59.1250038147,-57.895837148,-75.007818222,2.9557570022,3.0341228205,3.1756041249,-74.2342147827,Rbp4-Cre_KL100,Excitatory,15.289644046,Primary visual area layer 5,VISp5,89.6328163146,87.2187538147,89.4687525432
527579814,0.0053025992,52.4047058824,0.3281249954,812.88,7.1394866667,7.3366667,-49.9375,-51.9895858765,-60.0364615122,0.08436,809.96,7.13638,3.4333333,26.9062519073,28.8229179382,29.8125009537,82.6562866569,0.0443052985,230.0,178.333333333,750.0,809.54,7.1359533333,3.0666667,-36.6875,-36.6562512716,-41.8333346049,817.92,7.1458933333,354.46,-52.0312538147,-54.7500012716,-76.6562525431,3.9792604023,4.1372714002,2.5753322441,-76.6352844238,Ndnf-IRES2-dgCre,Inhibitory,4.76388273059,Primary visual area layer 1,VISp1,89.8489624659,76.8437519073,80.8125038147
471786879,0.0214200304,70.8525,0.1920250714,116.395,7.0426083333,5.059,-48.34375,-47.2187525431,-53.0062515259,0.057935,114.24,7.0408066667,3.485,44.8125,42.8229179382,43.7250015259,115.468673408,0.1227882802,209.999984741,176.0,0.0,113.805,7.0403566667,3.11,-33.34375,-31.9270852407,-44.8125022888,127.955,7.0640783333,97.463,-48.96875,-51.2291679382,-76.8750030518,2.8098324976,2.5102833192,2.6278680181,-75.9193191528,Ntsr1-Cre_GN220,Excitatory,13.6680116419,Primary visual area layer 6a,VISp6a,96.7312530518,93.15625,90.0416704813
482649712,0.0074741299,50.3344736842,0.2528073355,314.935,6.0997416667,9.5383333,-45.4375038147,-46.7812512716,-60.3541692098,0.04162,311.42,6.0953483333,3.4816667,6.5,12.8854169846,6.9427084923,164.687544107,0.0049031326,140.0,152.374994914,520.0,310.735,6.0947866667,3.0966667,-29.6875019073,-30.8229179382,-35.5885448456,317.49,6.1043583333,326.1916667,-46.34375,-48.21875,-69.1302108765,2.6980982247,2.9573749789,2.0434335588,-68.8334197998,Htr3a-Cre_NO152,Inhibitory,9.51005286191,Primary visual area layer 1,VISp1,67.2968777021,51.9375038147,59.6666682562
566460800,-0.0048947465,77.9116666667,0.2285094801,672.8,6.0282866667,6.9266667,-50.5,-51.1354192098,-56.3281275431,0.06424,669.62,6.0252733333,3.4833333,24.25,31.6458352407,24.5104179382,115.468747914,0.0158823784,150.0,150.625,770.0,669.08,6.0247666667,3.0833333,-36.3437538147,-35.9479192098,-36.6562519073,680.12,6.0355933333,501.1333333,-54.3750038147,-55.1041692098,-77.2604230245,3.7398285654,3.805796928,2.3833058721,-77.1948776245,Chrna2-Cre_OE25,Inhibitory,8.06893707097,Primary visual area layer 2/3,VISp2/3,80.8385454813,74.75,82.7812544505
314529406,0.0235217355,65.4935714286,0.2198780488,186.67,1.643435,5.3033333,-49.9375,-50.96875,-53.1822929382,0.05602,184.295,1.6409266667,3.4616667,42.5,44.3645858765,44.7656262716,196.874961257,0.0152577311,50.0,41.0,650.0,183.895,1.6405233333,3.1108333,-37.5937538147,-36.9479166667,-46.1458333333,210.51,1.6647866667,432.7333333,-56.5000038147,-56.28125,-73.8958346049,4.1352029801,4.3998514134,4.4205262197,-73.4410629272,Rorb-IRES2-Cre,Excitatory,27.682354871,Primary visual area layer 4,VISp4,97.9479192098,92.4375,95.3333358765
480643417,0.0740124609,98.3183333333,0.2028673974,199.06,1.9692266667,5.479,-50.7812538147,-49.4687512716,-54.9687515259,0.056525,195.26,1.96661,2.873,43.375,47.3541692098,43.5937515259,201.87497139,0.0250958018,70.0,49.1666666667,680.0,194.875,1.966245,2.551,-38.2500038147,-37.625,-49.7437530518,233.845,1.9982533333,776.269,-58.375,-56.3541704814,-77.9875045776,4.8169449356,5.118272089,5.2284780196,-77.4324569702,Rorb-IRES2-Cre,Excitatory,21.8645086753,Primary visual area layer 2/3,VISp2/3,98.5625030518,94.1562538147,96.8229204814
530235049,0.0026794446,27.175,0.3359190635,91.92,6.3486,4.668,-53.5000038147,-52.2395858765,-55.6750022888,0.00868,90.32,6.3469066667,3.388,27.4062519073,31.2291679382,32.7000007629,182.81237781,0.1171709374,140.0,158.666666667,390.0,89.9,6.34648,3.08,-37.3750038147,-37.2291679382,-42.1687522888,92.26,6.3522,32.46,-53.6250038147,-53.0000012716,-70.3875030518,2.5027563633,2.6289954963,2.5683675962,-69.3327636719,Ndnf-IRES2-dgCre,Inhibitory,8.62924665818,Primary visual area layer 2/3,VISp2/3,88.3750030517,80.906255722,83.4687538147
505476170,0.0144138954,61.5,0.2148452758,83.4,1.9139866667,5.9,-50.34375,-52.6458358765,-55.1718769073,0.03966,79.5,1.90958,3.505,40.6562538147,42.4270858765,43.4765644073,216.562509537,0.0540811755,110.0,47.75,680.0,79.02,1.90908,3.09,-36.5625038147,-36.0104179382,-46.1562519073,93.56,1.9337333333,553.485,-54.875,-58.6979204814,-72.101568222,4.2403849425,4.3618932875,4.1312349352,-71.4015350342,Cux2-CreERT2,Excitatory,23.608140987,Primary visual area layer 5,VISp5,98.6484413146,91.0000038147,95.072921753
329550277,1.0,1000.0,0.1469961347,200.1,3.5315883333,4.8825,-49.78125,-49.5312512716,-52.46875,0.081195,198.1,3.5297666667,3.42,39.5937538147,43.25,40.8125,169.687539339,0.0485379249,110.0,88.25,890.0,197.685,3.529365,3.0541667,-39.28125,-38.5625012716,-50.2864596049,231.05,3.56141,589.0766667,-56.03125,-55.4479179382,-82.3072942098,3.2542227679,3.3814930799,3.4469744644,-81.5740814209,Rorb-IRES2-Cre,Excitatory,21.1852333172,Primary visual area layer 4,VISp4,93.28125,89.3750038147,92.7812512716
487400838,-0.9531821967,318.255,0.988161107,847.545,7.0069383333,4.12875,-62.3437538147,-57.927087148,-61.429690361,0.20391,846.87,7.00624,3.35,4.15625,8.6250006358,4.7031251192,162.95042634,0.0376798473,140.0,175.125,390.0,846.615,7.00595,3.11875,-40.59375,-33.9375025431,-41.882815361,847.615,7.0069733333,629.48875,-62.4687538147,-58.0208346049,-70.0000019073,1.1943980683,1.1034001846,1.3103090584,-69.2242050171,Pvalb-IRES-Cre,Inhibitory,6.23659751596,Primary visual area layer 5,VISp5,66.1328154802,66.5000038147,66.5520877838
484629749,0.0024924103,22.5242682927,0.6973021845,842.91,9.686405,4.045,-57.8125038147,-58.6041679382,-62.2109413147,0.062405,842.17,9.685705,3.345,13.0,21.6041679382,21.0937504768,106.406368315,0.0415983871,240.000015259,242.124994914,0.0,841.885,9.6854116667,3.08875,-36.21875,-34.1875012716,-42.1250009537,842.925,9.6864683333,346.84125,-57.9687538147,-58.7291692098,-78.9609375,1.3269547742,1.256612005,1.3514324229,-79.319480896,Pvalb-IRES-Cre,Inhibitory,4.50681008926,Primary visual area layer 2/3,VISp2/3,83.3046917915,70.8125038147,80.2083358764
