2.891220799999999826e+02,2.664063274860000092e+02,4.154046252370000025e-02,-9.909375762940000243e+01,-7.217467498780000312e+01,8.488750343319999558e+01,2.336426666669999985e+00,-5.108333460489999567e+01,2.333228333330000126e+00,3.882291793819999981e+01,3.283333333329999704e+01,2.332735000000000003e+00,-4.016666920979999844e+01,2.361778333330000201e+00,-5.761458587649999430e+01,4.274150822370000213e+00
2.099719359999999995e+02,1.365624219179999841e+02,1.326381862160000147e-01,-9.550000762940000243e+01,-8.005062103270000762e+01,9.741667048139998997e+01,8.536706666669999777e+00,-4.692708587649999430e+01,8.534433333329999982e+00,4.272916920979999844e+01,1.878333333329999846e+02,8.533846666669999692e+00,-3.376041793819999981e+01,8.553966666670000052e+00,-4.972916793819999981e+01,2.528137352839999963e+00
1.908667039999999986e+02,1.706250458960000174e+02,1.460912916810000114e-02,-9.400000762940000243e+01,-7.534287261960000137e+01,8.093750457760000927e+01,5.659701666669999298e+00,-5.082291793819999981e+01,5.655206666669998938e+00,2.680208460489999922e+01,1.158750000000000000e+02,5.654516666669999303e+00,-3.868750254310000258e+01,5.680376666669999075e+00,-5.681250254310000258e+01,2.538231304430000002e+00
3.608790399999999750e+02,3.379464447500000119e+02,1.777706742289999753e-01,-1.000312576289999953e+02,-6.922314453119999200e+01,8.723437929149999093e+01,2.245815000000000339e+00,-6.021875254310000258e+01,2.244813333330000216e+00,2.903125063579999932e+01,3.062500000000000000e+01,2.244383333330000063e+00,-4.430208460489999567e+01,2.245861666669999757e+00,-6.032292048140000418e+01,1.640635408260000094e+00
2.776789440000000013e+02,2.382812500000000000e+02,1.318977400659999966e-02,-9.200000762940000243e+01,-6.655606079100000727e+01,8.291875343319999558e+01,3.117294999999999927e+00,-5.514583587649999430e+01,3.116344999999999921e+00,2.460416793820000336e+01,5.241666666670000296e+01,3.116003333330000125e+00,-4.447916920979999844e+01,3.117390000000000327e+00,-5.529167048140000418e+01,1.961579079729999897e+00
5.946010880000000043e+02,4.765624403950000101e+02,1.509034261110000011e-02,-1.013437576289999953e+02,-6.695246887209999898e+01,8.175000381470000832e+01,1.693070000000000075e+00,-5.485937690729999616e+01,1.691634999999999778e+00,2.620312500000000000e+01,1.675000047680000037e+01,1.691167499999999935e+00,-4.356250190729999616e+01,1.701987499999999986e+00,-5.504687690729999616e+01,2.205331664779999645e+00
1.696096639999999809e+02,1.239062473179999984e+02,6.937265396120000094e-02,-9.206250000000000000e+01,-7.785886383060000071e+01,8.873750457760000643e+01,5.741353333330000197e+00,-4.617708333329999704e+01,5.738853333330000694e+00,3.897916666670000296e+01,1.177083282470000114e+02,5.738426666669999676e+00,-3.563541666670000296e+01,5.782206666669999606e+00,-5.564583333329999704e+01,3.997622241569999346e+00
2.788217280000000073e+02,3.431250751019999825e+02,1.528034266080000037e-02,-1.010937576289999953e+02,-7.015684509279999759e+01,8.845625228879998758e+01,2.777979999999999894e+00,-5.681250000000000000e+01,2.776794999999999902e+00,2.868750127159999863e+01,4.391666666670000296e+01,2.776384999999999881e+00,-4.332291666670000296e+01,2.778043333329999864e+00,-5.692708587649999430e+01,2.062377638800000135e+00
4.389134719999999561e+02,4.545311927800000262e+02,3.033063607289999877e-03,-9.712500000000000000e+01,-6.480335235600000487e+01,8.545312881470000832e+01,1.866749999999999909e+00,-5.922916793819999981e+01,1.865620000000000056e+00,2.544791793820000336e+01,2.112500000000000000e+01,1.865211666670000046e+00,-4.803125127159999863e+01,1.866821666669999935e+00,-5.935416920979999844e+01,1.995739901100000102e+00
1.490667840000000126e+02,1.180803775790000003e+02,9.445876628159999289e-02,-8.062500762940000243e+01,-6.841317749019999894e+01,7.250000305180000737e+01,3.406938333329999846e+00,-4.567708460489999567e+01,3.405116666670000125e+00,3.334375063579999932e+01,5.958333333329999704e+01,3.404634999999999856e+00,-4.215625127159999863e+01,3.440909999999999691e+00,-4.876041920979999844e+01,3.043817415319999942e+00
