1.346764799999999980e+02,1.097768843173980002e+02,2.447049915790560359e-01,-7.859375000000000000e+01,-6.608506774902339487e+01,1.050312576293950144e+02,6.438417493629579325e-02,7.628333333333330302e+01,1.952468017972260050e-01,3.188000000000010270e-02,1.310902337775840110e+01,1.102659999999999973e+00,-4.871875000000000000e+01,1.100879999999999859e+00,5.650000381469729405e+01,1.100000000000000000e+02,1.100459999999999994e+00,-4.421875381469729405e+01,1.102800000000000002e+00,-4.884375381469729405e+01,4.231335160984779797e+00
3.178599680000000376e+02,3.924999237060549717e+02,1.238510757684709862e-01,-9.875000000000000000e+01,-6.331825637817379970e+01,6.038750276565560426e+01,5.522944836250900241e-02,6.519964285714289076e+01,2.904244319271149788e-01,3.145500000000000379e-02,1.533750732639859926e+01,1.194984999999999964e+00,-4.721875000000000000e+01,1.193019999999999969e+00,6.875000476837160868e+00,3.000000190734860084e+01,1.192354999999999832e+00,-3.821875000000000000e+01,1.232744999999999980e+00,-4.790625381469729405e+01,1.560664854871339990e+00
3.128106559999999945e+02,2.576562464237210293e+02,9.910269826650619507e-02,-9.387500762939448862e+01,-6.621903991699220171e+01,9.996875381469730826e+01,1.145064567390239978e-02,5.182277777777779448e+01,1.644670137934559906e-01,5.875000000000070270e-03,1.929653412806469959e+01,1.037900000000000045e+00,-6.050000381469729405e+01,1.036980000000000013e+00,3.275000381469730115e+01,9.000000000000000000e+01,1.036595000000000155e+00,-4.156250000000000000e+01,1.037995000000000001e+00,-6.065625381469729405e+01,1.934570443985790034e+00
1.051961519999999979e+02,6.453125178813930063e+01,4.499562084674840062e-02,-9.250000000000000000e+01,-7.695485687255859375e+01,8.485000343322759875e+01,3.477600851939059712e-02,3.073375000000000057e+01,6.312207152707490776e-01,1.263350000000000029e-01,3.253751982755110106e+01,1.534440000000000026e+00,-5.768750381469729405e+01,1.533619999999999983e+00,1.350000000000000000e+01,3.500000000000000000e+02,1.533300000000000107e+00,-3.490625381469730115e+01,1.534629999999999939e+00,-5.784375381469729405e+01,1.204547095603039963e+00
2.543006399999999871e+02,1.887499243021009931e+02,2.108601853251459990e-02,-9.753125000000000000e+01,-7.612651062011720171e+01,9.103125476837159624e+01,4.797788724382610198e-02,5.063138888888889966e+01,2.912946534445689517e-01,2.136000000000000051e-02,1.975059388938570137e+01,1.078045000000000142e+00,-6.234375381469729405e+01,1.077370000000000161e+00,2.793750190734860084e+01,9.000000000000000000e+01,1.076989999999999892e+00,-4.978125000000000000e+01,1.078070000000000084e+00,-6.243750381469729405e+01,1.514510504936509960e+00
1.752376320000000192e+02,1.148435622453690002e+02,4.711215943098070319e-02,-1.012500076293950144e+02,-7.716303253173829546e+01,8.558750419616700356e+01,6.064990084229710150e-04,6.286867088607599463e+00,2.509251392752769760e+00,5.980000000000099819e-03,1.590617370951100042e+02,1.032065000000000010e+00,-6.584375000000000000e+01,1.031545000000000156e+00,6.687500476837160868e+00,2.300000000000000000e+02,1.031285000000000007e+00,-3.771875000000000000e+01,1.032079999999999886e+00,-6.593750762939450283e+01,9.866171007317720010e-01
3.608790399999999750e+02,3.379464447498319828e+02,1.777706742286679908e-01,-1.000312576293950144e+02,-6.922314453125000000e+01,8.723437929153440962e+01,2.390688461738950041e-02,2.986093749999999858e+01,5.583579902820090535e-01,2.137500000000009878e-02,3.348856679399300162e+01,1.189420000000000144e+00,-6.137500381469729405e+01,1.188420000000000032e+00,2.362500190734860084e+01,2.000000000000000000e+01,1.188020000000000076e+00,-4.512500381469729405e+01,1.189505000000000035e+00,-6.146875381469729405e+01,1.648523530624860234e+00
5.042488320000000499e+02,4.027644097805020351e+02,1.547615081071850029e-01,-1.049687576293950144e+02,-7.303413391113279829e+01,9.298958714803058001e+01,5.280320872264499671e-02,9.284799999999999898e+01,1.847740667976419948e-01,3.838000000000010153e-02,1.077029122867480027e+01,1.168539999999999912e+00,-4.681250000000000000e+01,1.165620000000000100e+00,4.368750381469729405e+01,5.000000000000000000e+01,1.165120000000000156e+00,-3.531250000000000000e+01,1.209820000000000118e+00,-5.568750381469729405e+01,3.430617027052750068e+00
2.038793119999999988e+02,2.646875083446499843e+02,8.488912880420680651e-02,-9.487500762939448862e+01,-6.586357116699220171e+01,1.028359441757199875e+02,1.408178831685539915e-02,5.168472222222220580e+01,3.299107142857140018e-01,2.328000000000000208e-02,1.934807728481980149e+01,1.189230000000000009e+00,-6.306250381469729405e+01,1.188444999999999974e+00,3.650000381469730115e+01,5.000000000000000000e+01,1.188120000000000065e+00,-4.206250381469730115e+01,1.189259999999999984e+00,-6.315625381469729405e+01,1.749209580409279985e+00
2.776789440000000013e+02,2.382812500000000000e+02,1.318977400660509974e-02,-9.200000762939448862e+01,-6.655606079101561079e+01,8.291875343322759306e+01,8.725830407891539686e-02,6.775321428571429294e+01,2.162946428571430324e-01,1.694000000000020142e-02,1.475944736412080083e+01,1.076389999999999958e+00,-5.768750381469729405e+01,1.075404999999999944e+00,2.493750190734860084e+01,5.000000000000000000e+01,1.075069999999999970e+00,-4.684375381469729405e+01,1.076420000000000154e+00,-5.775000000000000000e+01,2.067313084201400031e+00
