2.518298676000000347e-01,7.010500000000000398e+01,9.007936739999999887e-02,6.307000000000000028e+01,4.639701666699999727e+00,5.854000000000000092e+00,-5.031250381470000121e+01,-5.082291793819999981e+01,-5.463750305180000311e+01,2.953500000000000222e-02,5.969500000000000028e+01,4.635206666700000255e+00,3.478000000000000203e+00,2.575000190729999971e+01,2.680208460489999922e+01,2.630000152590000084e+01,1.706250458960000174e+02,1.460912919999999941e-02,1.500000000000000000e+02,1.158750000000000000e+02,7.800000000000000000e+02,5.906499999999999773e+01,4.634516666699999732e+00,2.943000000000000060e+00,-4.331250000000000000e+01,-3.868750254310000258e+01,-4.990000305180000595e+01,7.193300000000000409e+02,4.660376666700000392e+00,5.575700000000000500e+02,-5.578125381470000121e+01,-5.681250254310000258e+01,-7.520625457760000643e+01,2.842284646900000045e+00,2.538231304399999999e+00,2.919990298399999684e+00,-7.534287261960000137e+01,2.147952259230000038e+01,1.426431780900000135e+01,8.093750457770001105e+01,7.606250572199999738e+01,7.762500254310000969e+01
1.000000000000000000e+00,1.000000000000000000e+03,5.449150799999999233e-03,2.285500000000000043e+01,5.653473333300000014e+00,5.011000000000000121e+00,-5.221875381470000121e+01,-4.521875254310000258e+01,-5.578750305180000169e+01,9.990000000000000616e-03,2.098499999999999943e+01,5.651659999999999684e+00,3.336000000000000298e+00,2.900000190729999971e+01,2.844791857400000268e+01,3.576250076289999669e+01,1.920535862449999911e+02,7.359340799999999211e-03,1.400000000000000000e+02,1.412916666670000154e+02,4.500000000000000000e+02,2.051500000000000057e+01,5.650959999999999539e+00,2.946000000000000174e+00,-3.968750381470000121e+01,-3.116666793820000336e+01,-4.813750228880000037e+01,2.305000000000000071e+01,5.671933333300000157e+00,5.925280000000000200e+02,-5.250000381470000121e+01,-5.002083587649999430e+01,-6.739375305180000453e+01,2.474626468199999874e+00,1.758055211899999914e+00,2.936227880799999745e+00,-6.630297088620000068e+01,2.313521120960000133e+01,1.000000000000000000e+00,9.155000381469999127e+01,8.121875572199999738e+01,7.366667111709999460e+01
1.546231269999999956e-02,7.154769230770000377e+01,1.412744526999999972e-01,2.194799999999999898e+02,4.721353333299999733e+00,5.427999999999999936e+00,-4.853125381470000121e+01,-4.617708333329999704e+01,-5.187500228880000464e+01,5.995999999999999941e-02,2.163799999999999955e+02,4.718853333300000230e+00,3.459999999999999964e+00,3.200000000000000000e+01,3.897916666670000296e+01,3.686250228880000179e+01,1.239062473179999984e+02,6.937265400000000581e-02,1.000000000000000000e+02,1.177083282470000114e+02,1.080000000000000000e+03,2.159399999999999977e+02,4.718426666700000105e+00,3.103999999999999648e+00,-3.821875000000000000e+01,-3.563541666670000296e+01,-4.530625152590000226e+01,2.549600000000000080e+02,4.762206666700000035e+00,5.856759999999999309e+02,-5.925000381470000121e+01,-5.564583333329999704e+01,-7.837500457760000927e+01,3.824072983799999825e+00,3.997622241600000237e+00,3.830650471299999804e+00,-7.785886383060000071e+01,2.085597339569999775e+01,1.397669117959999951e+01,8.873750457760000643e+01,8.053125381470000832e+01,8.515625000000000000e+01
1.820631060000000093e-02,5.289055555560000244e+01,1.994126394000000080e-01,9.070000000000000284e+01,1.295386666700000022e+00,5.008999999999999453e+00,-4.700000381470000121e+01,-4.836458587649999430e+01,-5.253125228880000464e+01,3.878999999999999809e-02,8.867000000000000171e+01,1.293564999999999854e+00,3.270000000000000018e+00,2.425000000000000000e+01,3.950000000000000000e+01,3.316250038150000279e+01,3.423438966269999923e+02,6.318742780000000114e-02,5.000000000000000000e+01,3.233333333329999704e+01,4.199999694819999831e+02,8.809499999999999886e+01,1.293060000000000098e+00,2.845000000000000195e+00,-3.740625000000000000e+01,-3.762500254310000258e+01,-4.340625228880000464e+01,1.135550000000000068e+02,1.335631666700000109e+00,5.782730000000000246e+02,-5.115625381470000121e+01,-5.454166920979999844e+01,-7.168750457760000927e+01,2.647185408399999940e+00,2.892241486200000100e+00,2.899913075799999795e+00,-7.180047607420000588e+01,2.963736428849999882e+01,1.890696721740000186e+01,8.569375267030000032e+01,7.125000381470000832e+01,8.786458587650000140e+01
2.653563039999999942e-02,9.781999999999999318e+01,1.157142857000000025e-01,1.300099999999999909e+02,4.989055000000000462e+00,5.233749999999999680e+00,-4.475000000000000000e+01,-4.429166793819999981e+01,-4.755468750000000000e+01,7.361499999999999988e-02,1.260499999999999972e+02,4.986306666700000001e+00,3.513749999999999929e+00,2.484375000000000000e+01,3.282291666670000296e+01,2.864843797679999682e+01,1.167186349629999853e+02,1.015481055000000132e-01,1.300000000000000000e+02,1.246250000000000000e+02,0.000000000000000000e+00,1.256050000000000040e+02,4.985888333300000141e+00,3.152499999999999858e+00,-3.496875381470000121e+01,-3.492708333329999704e+01,-4.167968845369999542e+01,1.650800000000000125e+02,5.027693333300000234e+00,4.931562500000000000e+02,-5.403125381470000121e+01,-5.602083333329999704e+01,-7.407812500000000000e+01,3.116701593999999798e+00,3.047649471200000182e+00,2.998966706800000104e+00,-7.324443054200000347e+01,2.343200631550000068e+01,1.022285831119999955e+01,7.620312547679999682e+01,6.959375000000000000e+01,7.711458460490000277e+01
1.188551548999999957e-01,6.733333333330000414e+01,1.449567892999999996e-01,1.398700000000000045e+02,4.088524999999999743e+00,4.857499999999999929e+00,-5.365625381470000121e+01,-5.228125381470000121e+01,-5.757812690729999616e+01,3.485500000000000403e-02,1.377649999999999864e+02,4.086672499999999708e+00,3.104999999999999982e+00,4.006250381470000121e+01,4.390625190729999616e+01,3.834375190730000327e+01,1.585937887430000046e+02,3.064785150000000000e-02,1.100000000000000000e+02,1.021875000000000000e+02,7.200000000000000000e+02,1.373249999999999886e+02,4.086232499999999490e+00,2.717499999999999805e+00,-4.078125381470000121e+01,-3.889062500000000000e+01,-5.414062690729999616e+01,1.605550000000000068e+02,4.114042500000000047e+00,6.388925000000000409e+02,-5.828125381470000121e+01,-5.690625000000000000e+01,-8.214062881470000832e+01,3.328956985500000076e+00,3.495825513600000267e+00,3.866521699100000209e+00,-8.168371582029999445e+01,1.786333705719999898e+01,1.485148514849999835e+01,9.592187881459999232e+01,9.371875762940000243e+01,9.618750572200001159e+01
5.273217870000000002e-02,7.883571428569999284e+01,1.568181875000000114e-01,8.250499999999999545e+01,4.258715000000000472e+00,4.326999999999999957e+00,-4.790625381470000121e+01,-4.913542048140000418e+01,-5.129375305180000311e+01,5.146000000000000574e-02,8.078000000000000114e+01,4.256921666700000273e+00,3.163000000000000256e+00,4.178125000000000000e+01,4.488541920979999844e+01,4.259375228880000464e+01,1.534373909239999989e+02,1.584388689999999961e-02,1.300000000000000000e+02,1.064166666670000012e+02,9.399999389649999557e+02,8.045499999999999829e+01,4.256585000000000285e+00,2.875000000000000000e+00,-3.640625381470000121e+01,-3.579166793819999981e+01,-4.730625152590000226e+01,9.093550000000000182e+02,4.276961666700000109e+00,5.172280000000000655e+02,-5.075000381470000121e+01,-5.382292048140000418e+01,-7.893750305180000737e+01,3.631539459100000311e+00,3.398342304999999897e+00,3.692252639700000394e+00,-7.824220275880000486e+01,2.000887577869999845e+01,1.268460632420000067e+01,9.388750534060000064e+01,8.968750381469999411e+01,9.402083969120000972e+01
9.703364849999999986e-02,1.063575000000000017e+02,3.530701470000000008e-02,8.940500000000000114e+01,2.481819999999999915e+00,5.809999999999999609e+00,-4.903125381470000121e+01,-5.008333333329999704e+01,-5.115625190729999616e+01,5.883500000000000535e-02,8.539499999999999602e+01,2.478356666699999877e+00,3.365000000000000213e+00,4.628125381470000121e+01,4.737500381470000121e+01,4.929687786100000579e+01,1.893749982120000084e+02,1.132833510999999987e-01,1.300000000000000000e+02,6.191666666670000296e+01,7.000000000000000000e+02,8.498499999999999943e+01,2.477945000000000064e+00,3.009999999999999787e+00,-3.603125000000000000e+01,-3.643750127159999863e+01,-4.644531536100000579e+01,1.108700000000000045e+02,2.517978333300000315e+00,3.004887499999999818e+02,-5.362500381470000121e+01,-5.723958714800000536e+01,-7.227344512940000243e+01,4.957589516000000529e+00,4.685048960599999646e+00,4.538613429999999838e+00,-7.223723602290000656e+01,2.129566784180000028e+01,9.402251839319999860e+00,1.004531297679999966e+02,9.531250762940000243e+01,9.745833714799999825e+01
4.904714320000000405e-02,7.835150000000000148e+01,2.499999873000000039e-01,1.134000000000000057e+02,3.679841666700000236e+00,6.724999999999999645e+00,-4.931250381470000121e+01,-5.165625127159999863e+01,-5.621875000000000000e+01,4.683999999999999969e-02,1.086149999999999949e+02,3.675546666700000298e+00,3.587499999999999911e+00,2.515625000000000000e+01,3.878125000000000000e+01,3.845312595369999542e+01,1.228125020860000092e+02,2.030676420000000065e-02,2.300000000000000000e+02,9.191666666669999586e+01,9.599999389649999557e+02,1.079449999999999932e+02,3.675056666700000196e+00,3.113750000000000018e+00,-3.828125000000000000e+01,-4.106250000000000000e+01,-5.462500095369999542e+01,1.262300000000000040e+02,3.715434999999999821e+00,7.271675000000000182e+02,-5.281250000000000000e+01,-5.916666666670000296e+01,-8.035156250000000000e+01,3.717273163899999844e+00,4.556972773000000032e+00,4.678072734999999760e+00,-8.049407958979999478e+01,1.740617185829999869e+01,1.276299751760000056e+01,9.467187595370000963e+01,7.446875381470000832e+01,9.043750127159999863e+01
1.522647100000000010e-02,8.531799999999999784e+01,1.594293135000000028e-01,1.911899999999999977e+02,7.653894999999999449e+00,5.254999999999999893e+00,-4.312500381470000121e+01,-4.367708587649999430e+01,-4.509375190729999616e+01,6.217000000000000304e-02,1.874749999999999943e+02,7.649711666699999135e+00,3.392500000000000071e+00,3.568750381470000121e+01,4.141667048139999707e+01,3.825781440730000327e+01,9.125000238420000187e+01,4.200524459999999821e-02,2.099999847409999916e+02,1.912500000000000000e+02,1.330000000000000000e+03,1.870250000000000057e+02,7.649289999999999701e+00,3.027499999999999858e+00,-3.971875000000000000e+01,-3.876041920979999844e+01,-4.700000190729999616e+01,2.329149999999999920e+02,7.697474999999999845e+00,5.339787499999999909e+02,-5.253125381470000121e+01,-5.246875381470000121e+01,-7.883594131470000832e+01,3.927815543899999984e+00,4.184965537700000127e+00,3.881849890699999861e+00,-7.879210662840000623e+01,1.458238180289999875e+01,1.172085609130000172e+01,8.335156631460000654e+01,7.881250762940000243e+01,8.509375635790000558e+01
