4.639701666699999727e+00,-5.082291793819999981e+01,4.635206666700000255e+00,2.680208460489999922e+01,1.158750000000000000e+02,4.634516666699999732e+00,-3.868750254310000258e+01,4.660376666700000392e+00,-5.681250254310000258e+01,2.538231304399999999e+00,7.762500254310000969e+01
5.653473333300000014e+00,-4.521875254310000258e+01,5.651659999999999684e+00,2.844791857400000268e+01,1.412916666670000154e+02,5.650959999999999539e+00,-3.116666793820000336e+01,5.671933333300000157e+00,-5.002083587649999430e+01,1.758055211899999914e+00,7.366667111709999460e+01
4.721353333299999733e+00,-4.617708333329999704e+01,4.718853333300000230e+00,3.897916666670000296e+01,1.177083282470000114e+02,4.718426666700000105e+00,-3.563541666670000296e+01,4.762206666700000035e+00,-5.564583333329999704e+01,3.997622241600000237e+00,8.515625000000000000e+01
1.295386666700000022e+00,-4.836458587649999430e+01,1.293564999999999854e+00,3.950000000000000000e+01,3.233333333329999704e+01,1.293060000000000098e+00,-3.762500254310000258e+01,1.335631666700000109e+00,-5.454166920979999844e+01,2.892241486200000100e+00,8.786458587650000140e+01
4.989055000000000462e+00,-4.429166793819999981e+01,4.986306666700000001e+00,3.282291666670000296e+01,1.246250000000000000e+02,4.985888333300000141e+00,-3.492708333329999704e+01,5.027693333300000234e+00,-5.602083333329999704e+01,3.047649471200000182e+00,7.711458460490000277e+01
4.088524999999999743e+00,-5.228125381470000121e+01,4.086672499999999708e+00,4.390625190729999616e+01,1.021875000000000000e+02,4.086232499999999490e+00,-3.889062500000000000e+01,4.114042500000000047e+00,-5.690625000000000000e+01,3.495825513600000267e+00,9.618750572200001159e+01
4.258715000000000472e+00,-4.913542048140000418e+01,4.256921666700000273e+00,4.488541920979999844e+01,1.064166666670000012e+02,4.256585000000000285e+00,-3.579166793819999981e+01,4.276961666700000109e+00,-5.382292048140000418e+01,3.398342304999999897e+00,9.402083969120000972e+01
2.481819999999999915e+00,-5.008333333329999704e+01,2.478356666699999877e+00,4.737500381470000121e+01,6.191666666670000296e+01,2.477945000000000064e+00,-3.643750127159999863e+01,2.517978333300000315e+00,-5.723958714800000536e+01,4.685048960599999646e+00,9.745833714799999825e+01
3.679841666700000236e+00,-5.165625127159999863e+01,3.675546666700000298e+00,3.878125000000000000e+01,9.191666666669999586e+01,3.675056666700000196e+00,-4.106250000000000000e+01,3.715434999999999821e+00,-5.916666666670000296e+01,4.556972773000000032e+00,9.043750127159999863e+01
7.653894999999999449e+00,-4.367708587649999430e+01,7.649711666699999135e+00,4.141667048139999707e+01,1.912500000000000000e+02,7.649289999999999701e+00,-3.876041920979999844e+01,7.697474999999999845e+00,-5.246875381470000121e+01,4.184965537700000127e+00,8.509375635790000558e+01
