4.221460089999999610e-02,8.139454545450000467e+01,1.627293749000000012e-01,2.755499999999999963e-02,2.664063274860000092e+02,4.154046249999999996e-02,2.194501093409999726e+01,-7.217467498780000312e+01,1.228583554849999970e+01,6.975000000000000000e+01,-4.890625000000000000e+01,6.639499999999999602e+01,3.328125000000000000e+01,1.100000000000000000e+02,6.582500000000000284e+01,-3.815625381470000121e+01,7.957500000000000284e+01,-5.209375000000000000e+01,4.208485399899999813e+00,8.218750000000000000e+01
5.423579672999999657e-01,3.071000000000000227e+02,1.553466075000000113e-01,3.378000000000000447e-02,1.365624219179999841e+02,1.326381861999999801e-01,1.418189486510000030e+01,-8.005062103270000762e+01,3.256268316509999483e+00,6.515999999999999659e+01,-4.700000000000000000e+01,6.297999999999999687e+01,4.078125381470000121e+01,2.100000000000000000e+02,6.243999999999999773e+01,-3.396875000000000000e+01,6.612000000000000455e+01,-4.787500381470000121e+01,2.718901412200000145e+00,8.778125381469999411e+01
9.289292700000000014e-03,6.018433333329999613e+01,2.173949196000000139e-01,6.071000000000000008e-02,1.515626162289999854e+02,1.498495340000000065e-01,1.460881036039999969e+01,-7.629483795170000349e+01,1.661561979029999847e+01,4.488600000000000136e+02,-4.953125000000000000e+01,4.465899999999999750e+02,2.553125190729999971e+01,1.200000076289999953e+02,4.460649999999999977e+02,-3.953125381470000121e+01,4.747400000000000091e+02,-5.509375381470000121e+01,2.431997795400000051e+00,7.506250190729998906e+01
2.518298676000000347e-01,7.010500000000000398e+01,9.007936739999999887e-02,2.953500000000000222e-02,1.706250458960000174e+02,1.460912919999999941e-02,2.147952259230000038e+01,-7.534287261960000137e+01,1.426431780900000135e+01,6.307000000000000028e+01,-5.031250381470000121e+01,5.969500000000000028e+01,2.575000190729999971e+01,1.500000000000000000e+02,5.906499999999999773e+01,-4.331250000000000000e+01,7.193300000000000409e+02,-5.578125381470000121e+01,2.842284646900000045e+00,7.606250572199999738e+01
4.769457780000000563e-02,6.289399999999999835e+01,1.594697073999999937e-01,4.291999999999999982e-02,2.104686349629999995e+02,5.264394730000000744e-02,2.463368850469999671e+01,-7.530361175539999863e+01,1.589976786339999926e+01,9.839499999999999602e+01,-4.568750000000000000e+01,9.635999999999999943e+01,3.771875000000000000e+01,7.000000000000000000e+01,9.584999999999999432e+01,-3.778125381470000121e+01,1.192349999999999994e+02,-4.825000000000000000e+01,3.237167867400000176e+00,8.340625000000000000e+01
1.000000000000000000e+00,6.114500000000000313e+01,8.772212480000000923e-02,2.849499999999999950e-02,1.216346472500000004e+02,5.994102500000000021e-03,2.579001161300000078e+01,-6.802028656010000418e+01,1.635456701280000047e+01,6.933499999999999375e+01,-4.853125381470000121e+01,6.618000000000000682e+01,2.350000190729999971e+01,2.000000000000000000e+02,6.556499999999999773e+01,-3.659375000000000000e+01,8.256999999999999318e+01,-5.253125381470000121e+01,2.446216142799999993e+00,7.203125572199999738e+01
1.000000000000000000e+00,1.000000000000000000e+03,5.449150799999999233e-03,9.990000000000000616e-03,1.920535862449999911e+02,7.359340799999999211e-03,2.313521120960000133e+01,-6.630297088620000068e+01,1.000000000000000000e+00,2.285500000000000043e+01,-5.221875381470000121e+01,2.098499999999999943e+01,2.900000190729999971e+01,1.400000000000000000e+02,2.051500000000000057e+01,-3.968750381470000121e+01,2.305000000000000071e+01,-5.250000381470000121e+01,2.474626468199999874e+00,8.121875572199999738e+01
1.546231269999999956e-02,7.154769230770000377e+01,1.412744526999999972e-01,5.995999999999999941e-02,1.239062473179999984e+02,6.937265400000000581e-02,2.085597339569999775e+01,-7.785886383060000071e+01,1.397669117959999951e+01,2.194799999999999898e+02,-4.853125381470000121e+01,2.163799999999999955e+02,3.200000000000000000e+01,1.000000000000000000e+02,2.159399999999999977e+02,-3.821875000000000000e+01,2.549600000000000080e+02,-5.925000381470000121e+01,3.824072983799999825e+00,8.053125381470000832e+01
2.380494589999999910e-02,6.402571428569999057e+01,1.929372369999999837e-01,5.253999999999999643e-02,1.334373801950000029e+02,4.834824799999999645e-02,1.754306250770000020e+01,-8.059257507319999547e+01,1.561872461960000003e+01,1.369399999999999977e+02,-4.784375000000000000e+01,1.352800000000000011e+02,4.534375381470000121e+01,1.100000000000000000e+02,1.348600000000000136e+02,-3.740625000000000000e+01,1.618600000000000136e+02,-5.243750381470000121e+01,3.569341883999999965e+00,9.318750381469999411e+01
1.000000000000000000e+00,1.000000000000000000e+03,2.039999989000000069e-01,5.208499999999999935e-02,1.484373062850000053e+02,3.715746479999999796e-02,1.555769500299999919e+01,-8.026091766359999724e+01,1.000000000000000000e+00,5.722999999999999687e+01,-5.253125381470000121e+01,5.574499999999999744e+01,4.081250381470000121e+01,1.700000000000000000e+02,5.535499999999999687e+01,-4.453125381470000121e+01,9.509049999999999727e+02,-5.390625000000000000e+01,3.685262840799999662e+00,9.334375762940000243e+01
2.601369540000000175e-02,8.425272727269999962e+01,1.746212137999999803e-01,4.248000000000000387e-02,1.601562798020000002e+02,1.646226496000000039e-01,1.496308815670000136e+01,-7.633598327640000036e+01,1.186905198650000060e+01,1.800000000000000000e+02,-4.690625000000000000e+01,1.775000000000000000e+02,3.337500381470000121e+01,1.700000000000000000e+02,1.768400000000000034e+02,-3.365625000000000000e+01,2.025399999999999920e+02,-4.803125000000000000e+01,2.459218383100000072e+00,8.028125381470000832e+01
4.232263320000000106e-02,8.374818181819999552e+01,1.900442562000000113e-01,5.480499999999999261e-02,1.873438358309999785e+02,8.948314189999999335e-02,2.069806783210000134e+01,-7.843948364259999551e+01,1.194055773260000031e+01,1.862100000000000080e+02,-4.428125000000000000e+01,1.821999999999999886e+02,1.878125000000000000e+01,9.000000000000000000e+01,1.816349999999999909e+02,-3.646875000000000000e+01,2.313300000000000125e+02,-5.578125381470000121e+01,2.678995934700000081e+00,6.306250000000000000e+01
3.110506080000000062e-02,6.249666666670000126e+01,2.859043901000000165e-01,4.180500000000000188e-02,3.396206796170000075e+02,2.638859299999999838e-02,3.517737297229999882e+01,-7.208177947999999446e+01,1.600085337880000225e+01,2.495049999999999955e+02,-5.209375000000000000e+01,2.473849999999999909e+02,3.968750381470000121e+01,3.000000190729999971e+01,2.469000000000000057e+02,-4.281250381470000121e+01,2.853000000000000114e+02,-5.750000000000000000e+01,3.701594925000000202e+00,9.178125381469999411e+01
3.995748179999999983e-02,1.037377777779999946e+02,1.358940396999999967e-01,5.101999999999999591e-02,1.848438233140000193e+02,1.374426185999999828e-01,2.295216818769999989e+01,-7.653623962399998959e+01,9.639689816200000649e+00,1.592400000000000091e+02,-5.246875381470000121e+01,1.566599999999999966e+02,3.787500000000000000e+01,7.000000000000000000e+01,1.562199999999999989e+02,-4.146875000000000000e+01,2.016800000000000068e+02,-6.331250000000000000e+01,4.039118338699999811e+00,9.034375381469999411e+01
