5.574472251509931392e-02,3.270821389188345307e-01,5.575266018821061625e-02,6.573472501043192695e-01,5.575372930505993752e-02,5.575448175442796611e-02,1.822281961504979009e-01,5.618109126370374878e-02,3.936115471373624608e-01,6.135010583212037183e-01,7.415373802901676914e-01
2.678690435899445665e-01,5.135135480904602368e-01,2.678724590487652213e-01,5.530674710364745783e-01,2.679349980189286162e-01,2.678851246734102465e-01,4.657826423985862441e-01,2.680142916085679339e-01,4.260690726731652944e-01,5.445191171627281612e-01,5.695816051540565361e-01
1.144704596559427967e-01,5.140652547689747998e-01,1.144736703054584637e-01,4.979461674470985200e-01,1.144140512912110164e-01,1.144847749145704585e-01,4.806366552275362913e-01,1.141554421844785672e-01,4.678000107299165045e-01,4.176742962013067495e-01,5.204512607061426710e-01
1.629401561529350007e-01,7.490347321388686197e-01,1.629759202662274531e-01,6.668875130504966497e-01,1.631655497124091525e-01,1.629903158982741185e-01,5.458886382790486547e-01,1.639761492672031362e-01,5.566718150892668859e-01,4.214515691240522943e-01,5.701693016736884001e-01
2.002757722643276894e-01,6.927744537085791521e-01,2.003029454317716562e-01,6.243540409070457153e-01,2.002906592676651776e-01,2.003195532379959121e-01,6.578249993052585065e-01,2.000874851084957773e-01,5.919628684889031156e-01,3.912415159405484011e-01,5.564174957825180901e-01
9.077851491991992261e-02,3.838940567005515447e-01,9.080832128814136928e-02,3.805485611968826287e-01,9.089708019523654037e-02,9.081225659574784781e-02,3.618036783848801452e-01,9.107638673811416230e-02,3.853683425862435286e-01,3.762513878747881235e-01,4.717912915586699452e-01
2.165192763160012079e-01,5.234417770691375260e-01,2.165707053239834534e-01,5.689677960585348693e-01,2.165411466458503076e-01,2.165877538728842866e-01,4.201591751409945452e-01,2.172314201855032878e-01,4.755279855143665912e-01,4.716605155916113179e-01,5.794546656611312407e-01
4.550073171082122392e-01,6.023167775357145537e-01,4.548176646358191300e-01,7.025308303360132678e-01,4.547496366743195573e-01,4.548305044029936628e-01,3.867374277243662561e-01,4.563111159705135478e-01,5.481709484882006933e-01,8.937939026458789904e-01,6.643159140564998122e-01
2.562207309114055698e-01,4.291230294464534190e-01,2.562247160173642957e-01,6.982907673861186160e-01,2.563086272951980993e-01,2.562399156941351230e-01,3.098143582716987865e-01,2.573274396527245322e-01,4.162801788319314689e-01,5.675655355412276837e-01,7.343677151699565808e-01
4.701045006689770767e-01,4.401545371226918135e-01,4.700967892806725001e-01,8.967801962350202549e-01,4.702074250215105833e-01,4.701171615928614322e-01,2.190981867122792082e-01,4.709041291146950359e-01,4.940752507763290780e-01,6.726382077331778397e-01,9.057357794293137143e-01
5.527690589625574580e-01,6.188637360622961658e-01,5.527130328652707369e-01,5.167616226870261897e-01,5.527810807233741741e-01,5.527348714954902764e-01,4.021221063733868561e-01,5.536704880923486449e-01,4.904687996547694162e-01,5.244900800212559666e-01,4.924777040504355607e-01
3.774782111936822449e-01,8.753447914250904738e-01,3.773898073971140299e-01,8.480189789714809301e-02,3.773285770913572534e-01,3.773818514523317735e-01,8.153846656979346630e-01,3.777498058036812267e-01,6.908809457298690226e-01,2.001566670175636831e-01,0.000000000000000000e+00
4.401315758157551272e-01,4.401544024632229046e-01,4.401198569963343799e-01,6.561547879993155918e-01,4.402166732720346198e-01,4.401389302155771510e-01,3.358090507085516041e-01,4.407589128210497309e-01,4.739824534495902242e-01,6.216298297109741355e-01,6.922896715787769661e-01
2.086736664989095602e-01,3.725869313430973939e-01,2.086404845028358157e-01,4.494500774616099203e-01,2.087462016115334829e-01,2.086463552772166163e-01,4.941646025080557170e-01,2.081942005463258138e-01,3.086037301702373448e-01,4.025132081269447437e-01,5.377291596355535663e-01
1.820173549451017947e-01,5.347491044237382418e-01,1.820505825077378403e-01,7.511594071236405989e-01,1.819923371644721344e-01,1.820630301796345996e-01,5.355438116977113694e-01,1.812667521133641824e-01,5.922204047595682752e-01,4.332112848986935938e-01,7.362482407305497301e-01
4.381533934313660561e-01,6.933260257223308187e-01,4.380223595660308611e-01,8.350337760899059214e-01,4.379706698380296803e-01,4.380371139466685548e-01,2.185677475438576600e-01,4.382763344929273552e-01,5.914476072811232221e-01,6.496198174799450165e-01,7.430653539415768005e-01
2.479926178876309950e-01,4.407060418093560195e-01,2.480141418585337376e-01,4.046641032123722281e-01,2.481173206497837846e-01,2.480217189462907978e-01,4.896551896087939504e-01,2.478813480876215225e-01,4.322514525007257191e-01,2.822555896884208493e-01,4.689703884341425155e-01
7.593118060426823357e-01,8.416990330339424453e-01,7.592763660275213544e-01,8.199285012841474041e-01,7.592812547097016473e-01,7.593173959258500139e-01,6.087533536579448068e-01,7.604360163659811267e-01,6.107676385804201580e-01,6.099249368151928863e-01,6.664315985756357197e-01
