1.318842613667167152e-01,1.370895734062068660e-01,8.442183094709863056e-01,7.313693623374017960e-01,7.103816409497065720e-01,7.677334380756677401e-01,1.158788426027887591e-01,6.426667165154478223e-01,1.158406010624068450e-01,1.004694844922695562e+00,1.158994917315679662e-01,1.158395630431400258e-01,1.973734325580529525e-01,8.274102230136579084e-02,7.505098363687918717e-01,6.381648838828377635e-01
2.030864822680293891e-01,1.465766210140328485e-01,1.572345367075075606e-01,1.031195840566030419e-01,2.977568385230853210e-01,4.358933896142471731e-01,3.322778228460638306e-01,4.224761780399584055e-01,3.322787408777027607e-01,2.098052822624064673e-01,3.323072430322386861e-01,3.322797970969457726e-01,8.408651989172650776e-01,2.372427531270140111e-01,5.567641749027969489e-01,6.823307554131879948e-03
5.289667861816534922e-01,5.643232585240353094e-01,6.115034414234996607e-01,1.369150779911199045e-01,5.934966049657548481e-01,4.640000570497824217e-01,4.029998176500571017e-02,2.643810085034337121e-01,4.029282498859299705e-02,6.035557550410378669e-01,4.037511632899112857e-02,4.029180092404248403e-02,2.541522058827345720e-01,2.877387424801319815e-02,4.167233382025239408e-01,1.564423075460720236e-01
2.533649168239489602e-01,4.271503362958253280e-01,2.885761681900340103e-01,2.798960138568307165e-01,7.186318010809831236e-01,7.302667562876430374e-01,7.297190815705635603e-02,1.935238755315005221e-01,7.297349753841214648e-02,7.354729462753263336e-01,7.301882740349457945e-02,7.297578966716380955e-02,2.927771104519119039e-01,5.210081112635005229e-02,3.531612344289367655e-01,1.658891839912019495e-01
2.297202717631534608e-01,2.007021697029335028e-01,2.821742227800442260e-01,3.769499515882364093e-01,5.273634668382993773e-01,4.364444453687401637e-01,2.392843634601642955e-01,4.952382121587122210e-01,2.392826871692948221e-01,4.998075957541909808e-01,2.393156274612417422e-01,2.392788482774468317e-01,5.079181858261876403e-01,1.708456099602543021e-01,6.220258853722293590e-01,7.697925842709418820e-02
3.289224552808509006e-01,3.983949998237180656e-01,4.283793912833884221e-01,2.911613900621548012e-01,7.313267378267274132e-01,1.642667206557688608e-01,1.086779170924183496e-01,5.230476855855541451e-01,1.086627332857018624e-01,3.937504774757081272e-01,1.086691960769654713e-01,1.086618089974583368e-01,5.643106153344146225e-01,7.759496026175259631e-02,6.481985920007156121e-01,1.414648251766302267e-01
5.359998491173698643e-01,2.498534908520399778e-01,3.839784867328249057e-02,2.305025996448439862e-01,2.468727994218866684e-01,5.966666464269545500e-01,1.173568293417167202e-01,6.487620002657863427e-01,1.172960918601304303e-01,8.075117152336170889e-01,1.173312334454764960e-01,1.172959760031869747e-01,5.384318505344147798e-01,8.447276786920517033e-02,5.224337959590270586e-01,5.624532547946170524e-01
2.852408946724858674e-01,3.007605710749945427e-01,1.135938408325147704e-02,6.412480451786897184e-01,1.043827270652592176e+00,4.888000807069563525e-01,5.841154799938055864e-02,8.849523504995571166e-01,5.834864295356189529e-02,7.336258166621781873e-01,5.841506192279567050e-02,5.834421961993775663e-02,6.882966632009268615e-01,4.256634490147252758e-02,6.573760200354796801e-01,4.381239809583732936e-01
1.283288155496571381e-01,3.019310120213796189e-01,7.722576143242079749e-02,1.247833622197549452e-01,1.205571415675859015e-01,2.014667154520373149e-01,1.717818796851209306e-01,8.060952186436960432e-01,1.717206371194086867e-01,6.855999205815275221e-01,1.717374185690189736e-01,1.717156198157374081e-01,5.488606346456543772e-01,1.241673022229683454e-01,6.696125492583657746e-01,4.690734214100977240e-01
1.664220031701220681e-01,2.284962708394039643e-01,9.999201309428416840e-02,2.287697089522775507e-01,1.293733777176373501e-01,6.122667110551820446e-01,1.632717145168811057e-01,5.546666357874534548e-01,1.632267064016419689e-01,8.233664338847566100e-01,1.633259360010518579e-01,1.632245310829517349e-01,4.548088772115872480e-01,1.173551545475708946e-01,5.282122180658157529e-01,4.925539235897599677e-01
3.384208426490143973e-01,4.447046346622395285e-01,7.021525777114023120e-03,2.894282878091027911e-01,7.661756506611450135e-01,-1.149332993096063849e-01,3.084413132073980657e-02,6.468570991153084204e-01,3.072159482253253998e-02,3.080120104296161232e-01,3.078244684662852226e-02,3.070501970995914709e-02,1.830822475717261977e-01,2.294478533889389438e-02,6.757308346148751532e-01,4.542365662891994504e-01
