"","fast_trough_t_ramp","fast_trough_v_ramp","peak_t_ramp","peak_v_ramp","threshold_i_ramp","threshold_t_ramp","threshold_v_ramp","trough_t_ramp","trough_v_ramp","upstroke_downstroke_ratio_ramp","height_ramp","binary_neuron"
"202",14.1203283333,-60.7812538147,14.11984,19.4583346049,353,14.1196,-34.9895833333,14.1203516667,-60.9166704814,1.1047164502,80.2395884196,"Inhibitory"
"203",4.4291933333,-44.8333346049,4.4256,37.5520846049,110.625,4.4251266667,-30.9791679382,4.4462933333,-50.1875012716,4.0724268855,82.3854192098,"Excitatory"
"206",1.0063266667,-46.5937512716,1.0036133333,37.6979179382,25.0833326976,1.00312,-34.7708333333,1.0338733333,-55.0104192098,3.384262875,84.2916692098,"Excitatory"
"207",5.22154,-51.1979192098,5.2177066667,16.5104166667,130.416666667,5.2171733333,-35.4687512716,5.2278066667,-54.833337148,3.0868987066,67.7083358765,"Inhibitory"
"208",2.8486416667,-50.5416704814,2.846825,38.2187512716,71.1249974569,2.84646,-36.9166679382,2.8879183333,-57.4062525431,3.388868911,88.760421753,"Excitatory"
"209",7.49848,-45.6979192098,7.4965783333,42.5000012716,187.374994914,7.4960116667,-29.0000019073,7.521385,-47.5312525431,2.1037421171,88.1979204814,"Excitatory"
"210",1.5828733333,-51.8645858765,1.5808133333,45.3645858765,39.4583333333,1.5803866667,-36.2500012716,1.5997133333,-57.0104204814,3.7250987515,97.229171753,"Excitatory"
"211",6.23717,-47.2604179382,6.235215,46.1041692098,155.833333333,6.2348566667,-35.5000012716,6.2581533333,-53.239587148,3.9233688707,93.364587148,"Excitatory"
"212",4.0438466667,-52.7916704814,4.0397866667,21.7708339691,100.958333333,4.0393133333,-30.7083352407,4.0519333333,-57.7500025431,2.7386604244,74.5625044505,"Inhibitory"
"214",21.7058783333,-57.6250025431,21.7049833333,12.0729173024,542.625,21.704655,-32.5625012716,21.7060116667,-57.8229192098,1.2453195808,69.6979198455,"Inhibitory"
"215",3.2212066667,-44.5312525431,3.2194416667,41.0937512716,80.4583333333,3.2190616667,-32.8333346049,3.2441016667,-51.9583358765,2.9897993001,85.6250038147,"Excitatory"
"216",13.8527,-61.2500038147,13.852115,21.4583333333,346.333333333,13.851845,-34.3750025431,13.8527616667,-61.3645858765,1.1896249229,82.708337148,"Inhibitory"
"217",2.1656166667,-52.0833358765,2.16425,16.0312503179,54.0833320618,2.1638833333,-36.864587148,2.1657383333,-52.2916666667,2.189018505,68.1145861944,"Inhibitory"
"219",2.1002016667,-51.0104192098,2.0986016667,39.3541679382,52.4583320618,2.0980966667,-42.5000038147,2.1328466667,-54.2812512716,2.4828724092,90.364587148,"Excitatory"
"220",6.7703983333,-55.8750025431,6.76959,28.8750012716,169.25,6.769245,-30.2500006358,6.7704083333,-55.9479192098,1.3707452745,84.7500038147,"Inhibitory"
"221",12.8979016667,-44.1041666667,12.8916433333,21.7291679382,322.25,12.8908616667,-29.7291673024,12.9145083333,-49.4270858765,2.652842375,65.8333346049,"Excitatory"
"222",3.251255,-53.2187538147,3.247035,31.5,81.125,3.24659,-38.28125,3.26027,-59.4375038147,2.9690248501,84.7187538147,"Inhibitory"
"225",14.8507716667,-56.3229166667,14.8500666667,9.4895833333,371.25,14.84973,-32.2500006358,14.8508083333,-56.4062525431,1.0870592944,65.8125,"Inhibitory"
"227",4.9474,-46.3229192098,4.9457333333,33.9375012716,123.624997457,4.9452666667,-34.8333358765,4.94764,-46.4791692098,3.0332147217,80.2604204814,"Inhibitory"
"228",15.288985,-56.7916704814,15.28838,26.2500019073,382.208333333,15.2881033333,-33.1354204814,15.28904,-56.8854204814,1.3409997502,83.0416723887,"Inhibitory"
"230",2.6112133333,-55.3958346049,2.61023,32.7291692098,65.25,2.609745,-41.9166704814,2.6112483333,-55.4791704814,1.6559390308,88.1250038147,"Inhibitory"
"233",12.72519,-59.895837148,12.7245,27.9062512716,318.125,12.724195,-32.59375,12.7252733333,-60.0520858765,1.2223093677,87.8020884196,"Inhibitory"
"234",1.12802,-44.1875,1.124635,39.5,28.125,1.123995,-37.3125,1.195035,-52.875,2.9634292559,83.6875,"Excitatory"
"235",13.63401,-57.1666692098,13.6334,23.0625012716,340.875,13.633135,-33.9166679382,13.6340533333,-57.2500025431,1.2655867939,80.2291704814,"Inhibitory"
"239",2.141575,-51.2812538147,2.1393983333,35.1250012716,53.5000012716,2.138965,-35.2083358765,2.1722566667,-60.6666679382,3.0120864214,86.4062550863,"Excitatory"
"240",4.00867,-47.1250012716,4.006265,42.5729166667,100.125,4.0057966667,-37.2604192098,4.04657,-57.520837148,3.1817626143,89.6979179383,"Excitatory"
"241",3.3246066667,-56.0208358765,3.3233266667,9.7604169846,83.0416666667,3.32292,-34.7291692098,3.32502,-56.2812525431,1.4383912282,65.7812528611,"Inhibitory"
"242",7.4633733333,-42.2708358765,7.4615733333,34.65625,186.5,7.4609733333,-36.0833346049,7.4811666667,-44.0729179382,2.592667526,76.9270858765,"Inhibitory"
"243",0.732475,-54.7395846049,0.7314683333,37.8958346049,18.25,0.7310666667,-43.2500025431,0.753645,-55.6666666667,1.8611704786,92.6354192098,"Inhibitory"
"244",3.85002,-47.4062525431,3.8475266667,45.5416692098,96.1666666667,3.8470933333,-36.3541679382,3.8913733333,-54.4270858765,4.493890238,92.9479217529,"Excitatory"
"245",0.7699666667,-48.9270858765,0.76655,38.5520833333,19.1666666667,0.76609,-34.4479166667,0.810165,-59.6562512716,3.8004989787,87.4791692098,"Excitatory"
"246",4.3152816667,-60.6666704814,4.3143033333,26.3437512716,107.83333079,4.3139483333,-44.9791692098,4.315415,-60.8437512716,1.7892661009,87.010421753,"Inhibitory"
"248",11.2412966667,-62.7187525431,11.24076,25.4895846049,281,11.240485,-33.8229179382,11.2413366667,-62.833337148,1.1284611973,88.208337148,"Inhibitory"
"249",9.8216166667,-51.28125,9.8203983333,-6.8229172826,245.499994914,9.8199166667,-27.0937519073,9.8216333333,-51.3020858765,0.777141833,44.4583327174,"Inhibitory"
"250",2.76902,-52.5729192098,2.76628,30.5104173024,69.125,2.7657983333,-40.5833346049,2.79499,-59.5833346049,2.9089609212,83.0833365122,"Excitatory"
"253",2.7073333333,-54.2916679382,2.7051266667,29.8750012716,67.5833333333,2.7046533333,-31.7708333333,2.7085833333,-55.0000012716,2.700626017,84.1666692098,"Inhibitory"
"255",4.01061,-54.1979192098,4.0052016667,29.5729173024,100.125,4.0046866667,-38.2500012716,4.043655,-60.3437538147,4.0130559841,83.7708365122,"Excitatory"
"256",0.95948,-54.7812519073,0.95783,42.5937538147,23.9375,0.9573975,-42.875,0.996675,-60.0156288147,2.981056576,97.375005722,"Excitatory"
"257",4.1064533333,-49.4166692098,4.1044933333,44.3854179382,102.5,4.1040933333,-35.1145858765,4.1269466667,-54.5937512716,3.5144191329,93.802087148,"Excitatory"
"258",3.01784,-52.0937512716,3.0160666667,37.3750012716,75.375,3.0156133333,-43.3958346049,3.0694666667,-57.895837148,3.0341228205,89.4687525432,"Excitatory"
"259",7.1394866667,-51.9895858765,7.13638,28.8229179382,178.333333333,7.1359533333,-36.6562512716,7.1458933333,-54.7500012716,4.1372714002,80.8125038147,"Inhibitory"
"262",6.0282866667,-51.1354192098,6.0252733333,31.6458352407,150.625,6.0247666667,-35.9479192098,6.0355933333,-55.1041692098,3.805796928,82.7812544505,"Inhibitory"
"263",1.643435,-50.96875,1.6409266667,44.3645858765,41,1.6405233333,-36.9479166667,1.6647866667,-56.28125,4.3998514134,95.3333358765,"Excitatory"
"264",1.9692266667,-49.4687512716,1.96661,47.3541692098,49.1666666667,1.966245,-37.625,1.9982533333,-56.3541704814,5.118272089,96.8229204814,"Excitatory"
"265",6.3486,-52.2395858765,6.3469066667,31.2291679382,158.666666667,6.34648,-37.2291679382,6.3522,-53.0000012716,2.6289954963,83.4687538147,"Inhibitory"
"266",1.9139866667,-52.6458358765,1.90958,42.4270858765,47.75,1.90908,-36.0104179382,1.9337333333,-58.6979204814,4.3618932875,95.072921753,"Excitatory"
"267",3.5315883333,-49.5312512716,3.5297666667,43.25,88.25,3.529365,-38.5625012716,3.56141,-55.4479179382,3.3814930799,92.7812512716,"Excitatory"
"268",7.0069383333,-57.927087148,7.00624,8.6250006358,175.125,7.00595,-33.9375025431,7.0069733333,-58.0208346049,1.1034001846,66.5520877838,"Inhibitory"
"269",9.686405,-58.6041679382,9.685705,21.6041679382,242.124994914,9.6854116667,-34.1875012716,9.6864683333,-58.7291692098,1.256612005,80.2083358764,"Inhibitory"
"270",11.4843966667,-43.9791666667,11.4824933333,23.8645846049,287.041666667,11.4816866667,-29.7916679382,11.50623,-47.6250025431,1.7891355966,67.8437512716,"Excitatory"
"272",2.6372483333,-46.1666666667,2.6342233333,39.6770833333,65.8333320618,2.633705,-35.1979166667,2.6770083333,-53.9687512716,3.4983100855,85.84375,"Excitatory"
"273",3.3115516667,-50.375,3.3100516667,47.1979179382,82.7083333333,3.3097016667,-37.9479179382,3.3318266667,-54.59375,3.592296106,97.5729179382,"Excitatory"
"274",5.1876266667,-61.0729179382,5.1860583333,15.59375,129.624997457,5.185535,-27.40625,5.1878533333,-61.302087148,1.1400686735,76.6666679382,"Inhibitory"
"275",3.98073,-43.6250025431,3.97862,36.3333346049,99.4583333333,3.9781666667,-36.8958346049,4.0267966667,-51.6770858765,3.5683947221,79.958337148,"Excitatory"
"276",1.4754466667,-51.9166692098,1.4727866667,48.9895858765,36.8333320618,1.4722666667,-41.2187512716,1.5014133333,-56.6250025431,3.3433931086,100.906255086,"Excitatory"
"277",1.1137325,-51.6250038147,1.1121575,29.8750009537,27.75,1.11166,-35.7812519073,1.14965,-52.9375,2.5519149186,81.5000047684,"Inhibitory"
"279",1.936155,-50.3333358765,1.9347683333,20.7708339691,48.375,1.9342633333,-38.3750025431,1.9362183333,-50.4062538147,1.9410006296,71.1041698456,"Inhibitory"
"280",16.4903125,-58.0468769073,16.4896275,3.8281252384,412.25,16.4893075,-31.2187509537,16.4904,-58.1250019073,0.8880788521,61.8750021457,"Inhibitory"
"281",2.8815266667,-52.958337148,2.8803533333,43.3020846049,72.0833333333,2.8799533333,-43.0208358765,2.8815533333,-53.0729192098,3.0367915097,96.2604217529,"Inhibitory"
"283",4.932615,-40.1041666667,4.9305066667,29.8645846049,123.208328247,4.92994,-26.1145852407,4.9574583333,-48.0416692098,2.2397378104,69.9687512716,"Excitatory"
"284",3.5029733333,-44.5104166667,3.5012833333,42.5520846049,87.5416666667,3.5009033333,-34.4375025431,3.536065,-52.2708358765,3.5673839385,87.0625012716,"Excitatory"
"285",1.7395366667,-48.9895858765,1.7377766667,15.3750006358,43.4583320618,1.73728,-34.6770846049,1.7479416667,-50.8854192098,2.0362405381,64.3645865123,"Inhibitory"
"287",7.6652533333,-52.7916704814,7.6643,8.7708338102,191.624994914,7.6638933333,-38.2812506358,7.66942,-53.9375038147,1.3574585984,61.5625042916,"Excitatory"
"290",3.2562,-47.9375025431,3.2540133333,46.1458346049,81.3333333333,3.2535733333,-35.6770833333,3.29484,-57.5729179382,3.5698365038,94.083337148,"Excitatory"
"291",1.9972116667,-58.7812525431,1.9964616667,34.4270833333,49.875,1.9961166667,-36,1.9972483333,-58.9166704814,1.3218136075,93.2083358764,"Inhibitory"
"293",4.0741183333,-57.2187525431,4.07322,37.9895858765,101.83333079,4.07283,-42.6770858765,4.074165,-57.3541692098,1.9591041744,95.2083384196,"Inhibitory"
"294",2.67945,-48.7604179382,2.67623,38.5833333333,66.9166666667,2.6757216667,-34.8333333333,2.715025,-56.5625,3.3957013858,87.3437512715,"Excitatory"
"295",5.4242583333,-40.1041679382,5.422145,21.270834287,135.541666667,5.42145,-27.0000019073,5.455265,-51.0937512716,1.8599263338,61.3750022252,"Excitatory"
"296",1.76916,-49.9843769073,1.76721,23.7343759537,44.1875,1.76669,-38.890625,1.77076,-50.4375019073,2.6256495889,73.718752861,"Inhibitory"
"297",3.9258433333,-48.5312538147,3.92418,45.0729166667,98.0833333333,3.92384,-29.4895846049,3.94848,-54.2604192098,2.8119085445,93.6041704814,"Excitatory"
"298",4.5984425,-50.3593759537,4.59575875,34.8203144073,114.874992371,4.5952725,-33.929690361,4.6116025,-55.5546894073,2.9593594045,85.179690361,"Excitatory"
"299",2.3402,-51.0208358765,2.33851,32.1458339691,58.4166666667,2.3380233333,-34.1875,2.36436,-52.7500025431,2.431802747,83.1666698456,"Excitatory"
"300",6.4769116667,-43.1041679382,6.474415,28.2708339691,161.875,6.4737683333,-29.3645852407,6.5006233333,-49.8229192098,1.9978389998,71.3750019073,"Excitatory"
"301",3.2715316667,-53.9791679382,3.270415,19.520834287,81.75,3.2698516667,-35.28125,3.2715833333,-54.0729179382,1.2868974961,73.5000022252,"Inhibitory"
"302",0.5563466667,-56.2708358765,0.5551,27.5520839691,13.875,0.5546,-44.645837148,0.5564533333,-56.4062525431,1.9047810463,83.8229198456,"Inhibitory"
"303",2.927355,-45.5416666667,2.9254733333,33.6875012716,73.125,2.924985,-31.40625,2.9605166667,-53.6979179382,2.456152251,79.2291679383,"Excitatory"
"304",3.64291,-46.0625,3.64072,40.2968769073,91.0624961853,3.64012,-33.328125,3.67366,-53.7500019073,2.7977287138,86.3593769073,"Inhibitory"
"306",4.4659716667,-52.2916679382,4.46148,23.791668574,111.541656494,4.4610183333,-35.1770833333,4.4744116667,-55.4583358765,4.1638391829,76.0833365122,"Inhibitory"
"307",7.1621266667,-45.2812525431,7.1594466667,36.34375,179,7.1587733333,-29.8333352407,7.18524,-50.0937512716,2.6087823632,81.6250025431,"Excitatory"
"308",6.1848,-43.239587148,6.1829066667,38.6666679382,154.54166158,6.1822,-32.2083346049,6.2250533333,-45.8437512716,2.3177126048,81.9062550862,"Excitatory"
"309",2.812715,-49.708337148,2.8107183333,34.8854179382,70.2916666667,2.810265,-34.9479192098,2.8335183333,-56.3750025431,2.7482605765,84.5937550862,"Excitatory"
"310",4.30817,-48.1770858765,4.3055433333,37.8645833333,107.625,4.30502,-35.0208358765,4.352525,-54.9375038147,3.8072699393,86.0416692098,"Excitatory"
"311",2.0260166667,-48.5520833333,2.0238066667,37.6875012716,50.625,2.0233366667,-36.6145846049,2.0543016667,-56.0416666667,3.0871268393,86.2395846049,"Excitatory"
"312",1.78304,-45.7812525431,1.7813066667,36.4791692098,44.5416641235,1.7809433333,-31.6250012716,1.8124316667,-52.8020858765,2.8161601681,82.2604217529,"Excitatory"
"313",7.2413683333,-56.0833358765,7.240235,9.2291666667,181,7.2398666667,-29.1250006358,7.24145,-56.2083346049,1.288163475,65.3125025432,"Inhibitory"
"314",7.9155733333,-51.7291704814,7.9128666667,29.6250019073,197.833333333,7.91251,-36.34375,7.920745,-54.3750038147,3.7189258912,81.3541723887,"Inhibitory"
"315",3.1915783333,-47.03125,3.1886516667,36.1458333333,79.7083333333,3.1881433333,-33.625,3.20866,-52.5937512716,3.0679998546,83.1770833333,"Excitatory"
"316",3.4261066667,-47.7291704814,3.42466,38.9166679382,85.5833307902,3.4242766667,-37.5000025431,3.46025,-54.3125038147,3.3118086996,86.6458384196,"Excitatory"
"317",2.2695983333,-48.8750012716,2.26803,42.770837148,56.7083307902,2.26767,-33.2083358765,2.2922333333,-54.9895858765,2.9281581955,91.6458384196,"Excitatory"
"318",13.038325,-59.5729179382,13.0377366667,10.8229173024,325.916666667,13.0374733333,-38.9375038147,13.0383616667,-59.6875038147,1.192560411,70.3958352406,"Inhibitory"
"319",7.9421333333,-47.9583358765,7.939535,36.8750025431,198.500005086,7.9390516667,-41.3854179382,7.990915,-56.5000025431,3.2851636292,84.8333384196,"Excitatory"
"325",12.4180416667,-55.2395846049,12.412845,23.0416673024,310.291666667,12.4123783333,-35.8541692098,12.422365,-57.3229166667,3.879247627,78.2812519073,"Inhibitory"
"326",2.5901783333,-48.0937512716,2.5871733333,44.9791679382,64.6666666667,2.586715,-33.8645846049,2.6067566667,-52.7187512716,4.260809817,93.0729192098,"Excitatory"
"327",21.6326566667,-56.9791679382,21.631585,8.8437504768,540.791666667,21.63123,-31.3020852407,21.6329,-57.1979192098,1.2272474085,65.822918415,"Inhibitory"
"329",3.7184316667,-51.0833358765,3.714645,45.7083346049,92.875,3.7142316667,-37.0625012716,3.7497183333,-59.2395846049,4.6153230049,96.7916704814,"Excitatory"
"330",4.49869,-59.3125038147,4.4974766667,35.9375038147,112.41666921,4.4970266667,-43.9270846049,4.4987783333,-59.4479192098,2.0204231487,95.2500076294,"Inhibitory"
"331",1.3877933333,-60.9583346049,1.3871466667,37.9375025431,34.625,1.386845,-48.6145846049,1.3878133333,-61.0520858765,1.5537261896,98.895837148,"Inhibitory"
"332",19.7613533333,-60.1770858765,19.7606533333,18.7604173024,494.000010173,19.76032,-37.2083346049,19.76138,-60.25,1.2065914515,78.9375031789,"Inhibitory"
"333",4.3103975,-46.8593769073,4.308885,37.640625,107.687496185,4.308435,-32.187502861,4.3271125,-52.6093769073,2.4588152073,84.5000019073,"Excitatory"
"334",5.41888,-49.3854192098,5.4124466667,30.3125019073,135.25,5.4117666667,-33.0208339691,5.4365133333,-54.1562525431,3.9379978109,79.6979211171,"Excitatory"
"335",7.3270083333,-50.4687538147,7.32595,26.3020846049,183.166666667,7.3255933333,-36.6458346049,7.32708,-50.5520846049,2.0516232975,76.7708384196,"Inhibitory"
"336",2.29284,-47.895837148,2.2903666667,39.4791692098,57.25,2.2898733333,-37.7916679382,2.32372,-56.7395846049,3.3013148435,87.3750063578,"Excitatory"
"338",3.765905,-48.8541679382,3.7638633333,47.3125012716,94.0416692098,3.76349,-39.0625025431,3.8122566667,-58.6250038147,3.9680734132,96.1666692098,"Excitatory"
"339",8.646005,-52.6354166667,8.6451166667,15.1562503179,216.083333333,8.644765,-29.4895833333,8.6460966667,-52.7708333333,1.2536004509,67.7916669846,"Inhibitory"
"341",3.38076,-48.9270846049,3.378015,42.75,84.4583333333,3.37757,-36.2916666667,3.4296983333,-58.2604179382,3.9138066313,91.6770846049,"Excitatory"
"342",2.0963333333,-56.7916704814,2.0953366667,35.03125,52.375,2.0949066667,-39.2708333333,2.102185,-56.8854179382,1.8782943973,91.8229204814,"Inhibitory"
"343",3.9817933333,-49.3229192098,3.98022,39.7812512716,99.5,3.9797533333,-41.7708358765,3.98196,-49.5104166667,3.0575043063,89.1041704814,"Inhibitory"
"344",2.2849483333,-49.0625012716,2.282935,49.6770846049,57.0416679382,2.282535,-37.6041679382,2.3256116667,-57.3020846049,4.1600972904,98.7395858765,"Excitatory"
"345",1.255845,-48.4062525431,1.2529433333,44.3645846049,31.2916666667,1.2524816667,-30.8958346049,1.2782966667,-55.7812525431,3.1854421568,92.770837148,"Excitatory"
"346",4.6608616667,-45.5729204814,4.6580633333,42.0416679382,116.41666921,4.6576133333,-36.5208346049,4.710415,-56.8854204814,3.7866526799,87.6145884196,"Excitatory"
"347",11.4125016667,-52.3958346049,11.4113333333,7.5625,285.291656494,11.41092,-29.0104179382,11.4125616667,-52.5104204814,1.2860142728,59.9583346049,"Inhibitory"
"348",14.5994016667,-60.7291679382,14.59867,19.2187519073,364.958312988,14.5983483333,-34.8750038147,14.59947,-60.8437525431,1.2207710894,79.9479198455,"Inhibitory"
"349",3.5523133333,-46.9166692098,3.5506266667,26.8020846049,88.75,3.55012,-36.8854166667,3.56758,-48.2187525431,2.6271524345,73.7187538147,"Inhibitory"
"350",2.6255,-50.0208346049,2.623945,48.9791666667,65.5833333333,2.623575,-34.4687512716,2.649125,-56.7812512716,3.7186721319,99.0000012716,"Excitatory"
"351",1.0466,-58.0312512716,1.045065,40.0416692098,26.1250006358,1.0445983333,-36.1666679382,1.0467466667,-58.208337148,2.473793532,98.0729204814,"Inhibitory"
"352",4.68866,-49.5520846049,4.68508,45.0833358765,117.125002543,4.68462,-40.0000012716,4.7273333333,-56.8437538147,4.8255071228,94.6354204814,"Inhibitory"
"353",6.4359433333,-48.5625038147,6.4339083333,41.2812525431,160.791666667,6.4333533333,-31.8645852407,6.4588233333,-52.2187512716,2.2060896021,89.8437563578,"Excitatory"
"354",3.6000283333,-47.6250038147,3.5978566667,32.9583358765,89.9166666667,3.5973783333,-37.5416692098,3.6402483333,-57.3541692098,3.0046934143,80.5833396912,"Excitatory"
"357",5.7654,-52.40625,5.7641,10.9375009537,144.125,5.7636,-27.5625,5.76554,-52.5937538147,1.053326711,63.3437509537,"Inhibitory"
"359",2.1333366667,-48.6250012716,2.1296683333,37.6875,53.2083333333,2.1291316667,-35.4375012716,2.1714616667,-56.2083346049,4.1326787009,86.3125012716,"Excitatory"
"360",2.981575,-51,2.9795616667,46.0416704814,74.4583333333,2.979165,-39.4895833333,3.0169083333,-57.7708358765,3.5836967373,97.0416704814,"Excitatory"
"361",2.9292,-56.052087148,2.9275666667,35.0937525431,73.2083333333,2.9271266667,-42.9895833333,2.9368333333,-56.3229192098,2.9003067668,91.1458396911,"Inhibitory"
"362",1.1261716667,-64.8020858765,1.124465,23.4895846049,28.0833346049,1.1238333333,-50.5520858765,1.12633,-64.9479166667,2.109309026,88.2916704814,"Inhibitory"
"363",3.54934,-61.8229204814,3.5477533333,43.6354204814,88.7083333333,3.5472533333,-41.1979179382,3.5495466667,-62.0104192098,2.4377206869,105.458340963,"Inhibitory"
"365",2.1067416667,-51.1458358765,2.10493,37.1250012716,52.6249987284,2.1045183333,-40.0833346049,2.1186366667,-52.7395858765,3.1655305534,88.2708371481,"Inhibitory"
"366",4.0821766667,-45.9166704814,4.0803733333,49.1145858765,102.041666667,4.079955,-37.1354204814,4.1154433333,-51.4895858765,3.73220855,95.0312563579,"Excitatory"
"367",8.1021283333,-47.4895858765,8.100255,38.875,202.500005086,8.09991,-44.2916666667,8.1512716667,-58.3958346049,3.7606497314,86.3645858765,"Excitatory"
"368",3.8878883333,-47.4062525431,3.8854583333,39.3020858765,97.1250025431,3.8850883333,-30.166668574,3.9025016667,-53.9375025431,2.7951151069,86.7083384196,"Excitatory"
"369",8.1254,-49.8750019073,8.12387,4.328125,203.124992371,8.12324,-30.7812509537,8.12547,-49.9531288147,0.8621515315,54.2031269073,"Inhibitory"
"370",7.8578583333,-61.3645833333,7.8570716667,21.4270833333,196.458333333,7.8567216667,-35.25,7.8578866667,-61.4895846049,1.2519630978,82.7916666666,"Inhibitory"
"371",2.5468716667,-51.6979166667,2.5441316667,42.2812525431,63.625,2.5437083333,-35.5416666667,2.5793,-59.15625,4.3271225808,93.9791692098,"Excitatory"
"372",5.4766066667,-48.7916692098,5.4748,42.6458358765,136.833325704,5.4743833333,-42.1458346049,5.5369933333,-54.9583358765,3.126240307,91.4375050863,"Excitatory"
"373",2.4638466667,-52.7604192098,2.46072,47.0729179382,61.5000025431,2.4602866667,-43.2500012716,2.5032133333,-58.7604204814,4.8238747588,99.833337148,"Excitatory"
"375",4.9959166667,-45.8854204814,4.993595,47.0833358765,124.833325704,4.9931433333,-34.7708358765,5.033675,-53.1875038147,4.1425866405,92.9687563579,"Excitatory"
"377",11.1717225,-59.0468788147,11.1702575,-1.8281249404,279.25,11.16965,-31.21875,11.171865,-59.1562519073,0.777962546,57.2187538743,"Inhibitory"
"378",8.9634916667,-50.1979166667,8.9578216667,24.1458339691,223.958333333,8.9574066667,-28.0104179382,8.9671266667,-52.0312525431,3.4526401379,74.3437506358,"Inhibitory"
"380",3.96653,-48.4166666667,3.96455,31.4166673024,99.0833333333,3.9640916667,-35.625,4.0064883333,-58.6145858765,2.8620353458,79.8333339691,"Excitatory"
"381",4.1276266667,-49.7500012716,4.1255533333,37.4166704814,103.125,4.12502,-36,4.1503733333,-56.0312512716,3.1223476667,87.166671753,"Excitatory"
"384",3.98279,-45.5156269073,3.98045,30.921877861,99.5,3.97979,-31.2187509537,4.00386,-54.4843788147,2.1034827919,76.4375047683,"Excitatory"
"385",4.1289883333,-47.6875012716,4.12701,45.8020858765,103.166666667,4.1266183333,-36.2604192098,4.1632166667,-56.0312538147,3.5386556126,93.4895871481,"Excitatory"
"386",8.4989616667,-47.4687512716,8.49675,-1.5520833731,212.416671753,8.496055,-36.3437512716,8.4995183333,-47.7083358765,1.8343996597,45.9166678985,"Inhibitory"
"389",2.7420233333,-49.2916692098,2.73981,45.5937525431,68.5,2.7393066667,-44.5,2.7810583333,-53.0208346049,4.7296453017,94.8854217529,"Excitatory"
"390",6.45864,-51.6979179382,6.4562233333,36.2604192098,161.416666667,6.4557133333,-36.8437525431,6.480465,-57.7812525431,2.532543006,87.958337148,"Excitatory"
"391",2.727055,-49.3750019073,2.724635,38.0312519073,68.0625019073,2.7242125,-36.390625,2.74989,-55.3750038147,3.346647193,87.4062538146,"Excitatory"
"393",4.5363833333,-43.7500012716,4.532895,34.7291692098,113.291666667,4.5324216667,-30.4166679382,4.5678366667,-55.0312525431,2.9087175233,78.4791704814,"Excitatory"
"395",1.93779,-48.1718769073,1.93594,43.1718769073,48.375,1.9355675,-39.7812519073,1.9708825,-53.2343788147,3.856255763,91.3437538146,"Excitatory"
"396",2.67538,-51.9791679382,2.6732666667,36.4583346049,66.7916666667,2.6728866667,-32.2083358765,2.68458,-57.5104192098,3.2084583374,88.4375025431,"Inhibitory"
"398",3.1171225,-46.4218788147,3.1133125,29.5312519073,77.8124961853,3.1128575,-32.7343769073,3.155995,-56.6562519073,3.7445866109,75.953130722,"Excitatory"
"399",1.4020716667,-48.6250012716,1.4001766667,48.7604192098,35,1.399785,-35.5625,1.4263766667,-55.96875,3.3630662465,97.3854204814,"Excitatory"
"400",2.91675,-51.1145858765,2.914915,45.4583358765,72.875,2.914515,-41.84375,2.952325,-55.5625025431,4.1835454269,96.572921753,"Excitatory"
"401",4.9756,-44.5312525431,4.9728,13.28125,124.29166158,4.9722133333,-32.9895846049,4.9790066667,-46.0937512716,2.422053211,57.8125025431,"Inhibitory"
"402",2.406875,-62.6979179382,2.405805,38.2812512716,60.1250012716,2.4053833333,-37.6875012716,2.4069366667,-62.8541679382,1.7141695911,100.97916921,"Inhibitory"
"404",11.0513833333,-61.3854192098,11.0507766667,20.2916673024,276.25,11.0504716667,-40.6041704814,11.051425,-61.5312538147,1.1280489742,81.6770865122,"Inhibitory"
"405",1.96872,-48.3541692098,1.9654216667,32.583337148,49.1249974569,1.9649033333,-38.3020858765,2.0225316667,-59.6875025431,3.5993857891,80.9375063578,"Excitatory"
"406",1.6596,-42.8125038147,1.65769,27.4687519073,41.375,1.65718,-33,1.700895,-53.90625,2.5180085654,70.281255722,"Excitatory"
"407",10.1610233333,-61.9687525431,10.160195,7.9791674614,253.958328247,10.1598133333,-33.8958333333,10.1610933333,-62.1041679382,0.9278558521,69.9479200045,"Inhibitory"
"408",7.377585,-55.2500012716,7.3765916667,7.2500004768,184.416666667,7.3762166667,-32.6875012716,7.3776933333,-55.4062512716,1.2102893152,62.5000017484,"Inhibitory"
"409",1.8811025,-50.828125,1.8785525,30.609375,46.9375,1.87787,-41.15625,1.907345,-53.7031288147,2.6212179822,81.4375,"Excitatory"
"410",2.75542,-44.2031269073,2.75326,35.1250019073,68.875,2.75272,-38.2343769073,2.77903,-45.6093769073,3.2873351938,79.3281288146,"Inhibitory"
"411",4.107865,-50.2968788147,4.106135,33.9218769073,102.625,4.1057175,-34.734375,4.108005,-50.4375038147,2.966013444,84.218755722,"Inhibitory"
"412",6.43446,-46.2395833333,6.4301533333,44.1666692098,160.708333333,6.4295866667,-38.1562525431,6.4745333333,-52.8437538147,5.0020923274,90.4062525431,"Excitatory"
"413",12.9942166667,-54.8437512716,12.9928466667,3.125,324.833333333,12.99239,-28.3020839691,12.994975,-55.3229166667,1.1096244266,57.9687512716,"Inhibitory"
"414",3.4019733333,-50.8854192098,3.4000533333,40.4479179382,85,3.3996266667,-39.5312525431,3.4417066667,-59.6979192098,3.6429567057,91.333337148,"Excitatory"
