"","fast_trough_t_ramp","fast_trough_v_ramp","peak_t_ramp","peak_v_ramp","threshold_i_ramp","threshold_t_ramp","threshold_v_ramp","trough_t_ramp","trough_v_ramp","upstroke_downstroke_ratio_ramp","height_ramp","binary_neuron"
"817",1.1626266667,-56.9687538147,1.1614666667,27.8958352407,29.0416673024,1.1609466667,-40.8125025431,1.1626866667,-57.0312538147,1.589541691,84.8645890554,"Inhibitory"
"818",7.20947,-58.4166704814,7.2086916667,41.9895846049,180.208328247,7.2083533333,-42.1875012716,7.2094966667,-58.4791704814,1.6845731865,100.406255086,"Inhibitory"
"819",2.7906166667,-52.4270858765,2.7871683333,35.5104179382,69.7083333333,2.7866633333,-41.3645858765,2.8191183333,-58.5833358765,3.8118548296,87.9375038147,"Excitatory"
"820",6.626095,-53.0416704814,6.6241833333,41.4791679382,165.625,6.6236216667,-34.7604179382,6.6452816667,-53.9687525431,2.5112535061,94.5208384196,"Excitatory"
"821",4.47092,-55.2604204814,4.4681666667,33.0833358765,111.666664123,4.4677733333,-35.4166666667,4.47796,-59.520837148,3.2179712376,88.3437563579,"Inhibitory"
"822",6.2466583333,-45.6145858765,6.2441166667,49.8750025431,156.083333333,6.243695,-34.3854166667,6.2754983333,-53.3333358765,4.053186268,95.4895884196,"Excitatory"
"823",7.2608766667,-59.9687525431,7.2597566667,25.0104166667,181.458333333,7.2593616667,-32.9166679382,7.260955,-60.0729192098,1.5118800777,84.9791692098,"Inhibitory"
"824",3.5977833333,-45.2500012716,3.5925566667,42.1458333333,89.8333333333,3.591985,-37.0208346049,3.6384833333,-51.9687538147,4.0614743227,87.3958346049,"Excitatory"
"826",10.7986733333,-44.6458346049,10.7955933333,35.0000038147,269.875,10.7950333333,-36.7083333333,10.81922,-50.8020846049,3.5673791576,79.6458384196,"Excitatory"
"827",2.0167533333,-57.6145858765,2.01378,32.6458339691,50.3749987284,2.0132833333,-45.1562538147,2.0487783333,-63.9270858765,3.8541022088,90.2604198456,"Excitatory"
"829",24.53703,-55.2708346049,24.5362866667,19.4062512716,613.416666667,24.5359516667,-32.2812525431,24.53709,-55.4270846049,1.2205514086,74.6770858765,"Inhibitory"
"830",4.92268,-47.5104166667,4.92026,47.1145858765,123,4.9198133333,-33.5104179382,4.9424533333,-52.864587148,3.3990843332,94.6250025432,"Excitatory"
"831",2.7402733333,-52.2395846049,2.7371883333,25.2812512716,68.4166666667,2.7367366667,-38.2083333333,2.7467383333,-55.8854204814,3.1997029949,77.5208358765,"Inhibitory"
"832",2.6424133333,-48.2500025431,2.6404866667,40.7500025431,65.9999987284,2.6400666667,-35.1770846049,2.6599133333,-54.3854179382,3.339686864,89.0000050862,"Excitatory"
"833",4.3006266667,-45.6666692098,4.2981016667,47.7187525431,107.416664123,4.2976283333,-36.7604166667,4.3363866667,-54.7187525431,3.4002443894,93.3854217529,"Excitatory"
"834",2.5305266667,-53.2708346049,2.52776,46.614587148,63.2083320618,2.52726,-38.8020846049,2.5464266667,-56.770837148,3.564110643,99.8854217529,"Excitatory"
"836",2.51325,-49.3750038147,2.51147,46.3593788147,62.75,2.51102,-36.09375,2.53983,-55.3281288147,3.3626453755,95.7343826294,"Excitatory"
"838",6.6554116667,-56.9791679382,6.6545633333,16.2708339691,166.375,6.65422,-31.1145839691,6.655495,-57.1145846049,1.2232482043,73.2500019073,"Inhibitory"
"839",15.0360716667,-53.0312525431,15.035395,14.489584287,375.875,15.0350883333,-27.4166679382,15.036195,-53.239587148,1.0249181154,67.5208368301,"Inhibitory"
"842",0.9420666667,-55.1250038147,0.9387933333,34.4791679382,23.3333333333,0.9381533333,-48.5000025431,1.0038533333,-61.9791704814,3.7004877834,89.6041717529,"Excitatory"
"843",12.3509866667,-42.4479192098,12.34928,25.4583333333,308.75,12.3484533333,-27.8645846049,12.3724533333,-43.8020858765,1.7223907613,67.9062525431,"Excitatory"
"844",2.4424516667,-47.1979179382,2.439965,34.59375,60.9583358765,2.439445,-31.8958339691,2.4586283333,-52.6979166667,2.4594017443,81.7916679382,"Excitatory"
"845",0.49676,-56.4062512716,0.4935,41.302087148,12.3333333333,0.4930333333,-43.4791704814,0.5164,-61.7916704814,4.4702047084,97.7083384196,"Excitatory"
"846",1.9692933333,-53.5104192098,1.9651733333,43.9166692098,49.125,1.9646733333,-44.2187538147,2.0204066667,-61.6666704814,4.6062812295,97.4270884196,"Excitatory"
"847",2.3123066667,-47.3645858765,2.3099933333,43.8958333333,57.7499987284,2.3095633333,-35.8333333333,2.3462566667,-53.4270846049,3.8952023078,91.2604192098,"Excitatory"
"849",10.65442,-46.8645858765,10.6510866667,41.2187538147,266.25,10.6506133333,-36.6145833333,10.6731266667,-53.7187512716,3.7667464322,88.0833396912,"Excitatory"
"850",2.7720716667,-48.6666704814,2.7697266667,48.6354192098,69.2499974569,2.7693333333,-37.4375,2.8046816667,-54.8750012716,4.500728976,97.3020896912,"Excitatory"
"852",7.5936366667,-52.4687538147,7.5909483333,28.8958352407,189.75,7.590355,-36.7291679382,7.6027266667,-55.8958346049,2.107802073,81.3645890554,"Excitatory"
"853",3.3040416667,-47.5729166667,3.301155,32.8125012716,82.5,3.3006783333,-32.3645846049,3.31644,-54.0833333333,2.8377878772,80.3854179383,"Excitatory"
"854",2.19213,-45.9687519073,2.190665,39.9531269073,54.7500019073,2.19026,-34.5937519073,2.22029,-53.15625,2.8127105091,85.9218788146,"Excitatory"
"855",4.4515583333,-45.6041679382,4.449215,37.2395858765,111.20833079,4.4487816667,-31.8229198456,4.504495,-52.3125038147,3.7048887154,82.8437538147,"Excitatory"
"856",2.1749516667,-60.5729204814,2.1738966667,39.6354166667,54.375,2.1734366667,-41.3958346049,2.1749933333,-60.6666679382,1.6934037202,100.208337148,"Inhibitory"
"858",4.2128,-54.5312538147,4.21154,16.90625,105.249992371,4.21104,-35.96875,4.21288,-54.6562538147,1.4198738692,71.4375038147,"Inhibitory"
"859",3.3473066667,-53.8125025431,3.3446533333,43.2395846049,83.625,3.3441533333,-37.9062538147,3.3570866667,-58.2395846049,3.7201079271,97.052087148,"Excitatory"
"861",3.6577266667,-46.5104179382,3.6558083333,36.9166679382,91.3749974569,3.655345,-34.7291679382,3.7139233333,-55.1979192098,2.9782474675,83.4270858764,"Excitatory"
"862",2.852615,-56.3645846049,2.85071,26.4895833333,71.25,2.8501016667,-39.3958346049,2.85297,-56.6354192098,2.0455410249,82.8541679382,"Inhibitory"
"863",10.1284166667,-53.3229192098,10.1263166667,36.9791679382,253.166656494,10.125765,-36.6041679382,10.1438633333,-55.6041692098,2.8240649366,90.302087148,"Excitatory"
"864",3.19816,-59.2968769073,3.1970225,34.5,79.875,3.19662,-43.7187519073,3.198215,-59.4062519073,2.0617937935,93.7968769073,"Inhibitory"
"866",3.1885333333,-52.520837148,3.1836733333,40.5104192098,79.5833333333,3.18314,-37.5312512716,3.2051533333,-57.9375025431,4.356255561,93.0312563578,"Excitatory"
"867",12.99691,-58.2291692098,12.996065,13.3750009537,324.875,12.9956916667,-32.9479204814,12.9969766667,-58.3750025431,1.2027234095,71.6041701635,"Inhibitory"
"870",2.2199233333,-44.3125,2.218025,44.5729192098,55.4166679382,2.2176283333,-32.1562512716,2.2527666667,-50.8437538147,3.5132784168,88.8854192098,"Excitatory"
"873",4.6437225,-61.3437519073,4.64262,19.3281259537,116.0625,4.642215,-30.7968759537,4.64381,-61.4843769073,1.2450473058,80.671877861,"Inhibitory"
"874",9.959745,-57.1458346049,9.9588683333,23.3333352407,248.958328247,9.958505,-40.4895846049,9.9597833333,-57.2187525431,1.5857795053,80.4791698456,"Inhibitory"
"875",2.0837266667,-57.2083346049,2.0813333333,37.3333358765,51.9999987284,2.0808933333,-43.3229192098,2.1047933333,-63.9166692098,4.0344185616,94.5416704814,"Excitatory"
"878",2.2355733333,-54.0000025431,2.2346666667,28.260418574,55.8749974569,2.2343333333,-39.4791679382,2.23562,-54.0729192098,2.1472149313,82.2604211171,"Inhibitory"
"879",1.4477,-40.5000038147,1.4420266667,35.0000012716,36,1.4414166667,-29.9687506358,1.4890633333,-48.5104179382,3.8221474732,75.5000050863,"Excitatory"
"880",7.7453266667,-57.6979166667,7.7442366667,16.9166673024,193.583333333,7.7437983333,-33.4583346049,7.7454266667,-57.8333346049,1.4445909849,74.6145839691,"Inhibitory"
"884",18.0865416667,-52.0208358765,18.0854933333,5.7187504768,452.124979655,18.0851083333,-28.8229179382,18.0865933333,-52.114587148,1.1331248163,57.7395863533,"Inhibitory"
"886",2.5088033333,-50.6666704814,2.5074633333,52.2083346049,62.6666641235,2.507105,-38.4687512716,2.5368016667,-52.6145858765,3.586739445,102.875005086,"Excitatory"
"890",4.0911266667,-50.5833346049,4.0890133333,34.7083346049,102.20833079,4.0885333333,-39.9166692098,4.1278333333,-57.0937512716,3.2608660368,85.2916692098,"Excitatory"
"891",15.0992825,-55.8437519073,15.0983775,1.8437501788,377.4375,15.0979475,-32.5000019073,15.0992975,-55.9062519073,0.9030567503,57.6875020861,"Inhibitory"
"892",10.5001,-49.9062525431,10.4976933333,25.4166679382,262.458333333,10.4972266667,-33.0416666667,10.5013,-50.6458358765,3.1367400564,75.3229204813,"Inhibitory"
"893",6.3803783333,-50.3750025431,6.3786983333,-1.5416668256,159.458328247,6.3778733333,-28.9479179382,6.3871466667,-51.8229179382,0.9448139293,48.8333357175,"Inhibitory"
"894",2.5928625,-51.125,2.59077,41.2812519073,64.7500019073,2.5903625,-39.9687538147,2.6293975,-57.5312519073,3.5826478002,92.4062519073,"Excitatory"
"895",14.8935733333,-52.5104192098,14.8928466667,13.6666673024,372.291666667,14.8925266667,-26.3333346049,14.8936183333,-52.6354192098,1.0038208167,66.1770865122,"Inhibitory"
"896",2.58347,-45.453125,2.5797075,35.0937519073,64.4375,2.5790475,-34.546875,2.619295,-50.6875019073,3.6064780481,80.5468769073,"Excitatory"
"897",12.1193133333,-53.53125,12.1181566667,15.0625009537,302.958333333,12.117785,-32.0416666667,12.1195616667,-53.75,1.5310652563,68.5937509537,"Inhibitory"
"898",12.4560866667,-52.9270858765,12.4548566667,3.65625,311.333333333,12.4544616667,-29.8333333333,12.457305,-53.7708333333,1.0588058192,56.5833358765,"Inhibitory"
"899",5.3263416667,-47.114587148,5.3231533333,34.8437512716,133.041666667,5.3227283333,-35.2812525431,5.3745433333,-57.0625025431,3.7095965409,81.9583384196,"Excitatory"
"900",1.0301383333,-56.5520846049,1.0290333333,34.5000012716,25.7083333333,1.0284983333,-39.1770846049,1.030175,-56.6562512716,1.5148494313,91.0520858765,"Inhibitory"
"901",7.814655,-49.8125038147,7.81388,9.1250009537,195.375,7.813505,-27.0937519073,32.058755,-73.0937576294,0.9095948742,58.9375047684,"Inhibitory"
"902",3.4377166667,-50.927087148,3.43618,51.2500012716,85.9166666667,3.4357783333,-45.4479179382,3.4888433333,-57.4687538147,3.3739404308,102.17708842,"Excitatory"
"903",3.3439633333,-52.9895846049,3.3388533333,38.3958346049,83.5,3.3384166667,-33.3125,3.3525116667,-59.0520846049,3.3099493057,91.3854192098,"Excitatory"
"907",3.87949,-46.5781288147,3.87771,44.0156288147,96.9375,3.87727,-36.890625,3.9264,-55.2500038147,2.9853655922,90.5937576294,"Inhibitory"
"908",4.6259216667,-44.0208346049,4.6235966667,35.1979166667,115.54166158,4.6230833333,-39.2812525431,4.7073133333,-52.4375012716,3.2434821625,79.2187512716,"Excitatory"
"909",1.037005,-49.4218769073,1.035605,55.8593769073,25.8750009537,1.0352125,-34.0312519073,1.03709,-49.5000038147,2.8834068486,105.281253815,"Excitatory"
"910",3.06458,-50.9375038147,3.06148,26.3437519073,76.5,3.061,-31.7500019073,3.0735,-56.0625,2.7635405616,77.281255722,"Inhibitory"
"913",12.038565,-37.6250025431,12.0370866667,17.6562509537,300.875,12.03602,-21.5520839691,12.0387966667,-37.7916679382,1.1853040449,55.2812534968,"Inhibitory"
"915",1.474345,-51.90625,1.471635,42.84375,36.75,1.471115,-39.0312538147,1.504225,-57.8437538147,3.4684866018,94.75,"Excitatory"
"916",7.5025183333,-60.5208333333,7.5015233333,27.5520833333,187.5,7.5011533333,-38.625,7.5026266667,-60.6979179382,1.6356829455,88.0729166666,"Inhibitory"
"917",4.78209,-50.6666692098,4.78,24.2500006358,119.499997457,4.779525,-35.5520833333,4.7844616667,-51.2083358765,2.6887590052,74.9166698456,"Inhibitory"
"918",2.9452816667,-47.5833358765,2.9419433333,36.4166679382,73.4999974569,2.94148,-37.6041692098,2.999195,-57.0416692098,4.534321212,84.0000038147,"Excitatory"
"919",4.4035,-46.2291692098,4.4018933333,45.8125,110.041664123,4.4014866667,-39.3854192098,4.4038,-46.5000025431,3.2392520539,92.0416692098,"Inhibitory"
"920",0.9767333333,-57.8750038147,0.9754933333,30.541668574,24.4166666667,0.9750066667,-39.9375012716,0.9768933333,-58.0312538147,1.7425908093,88.4166723887,"Inhibitory"
"921",1.9057416667,-46.5520846049,1.9040033333,37.6458358765,47.5833320618,1.9035866667,-33.7083346049,1.9385,-52.3437538147,2.8455682543,84.1979204814,"Excitatory"
"922",3.6777375,-50.96875,3.6768,31.468752861,91.875,3.6764475,-32.625,3.6777625,-51.0156269073,1.8135963864,82.437502861,"Inhibitory"
"923",13.061735,-59.9687525431,13.0607633333,13.3750003179,326.5,13.0602966667,-31.9583333333,13.0617616667,-60.0729179382,1.2294165567,73.343752861,"Inhibitory"
"924",10.1971933333,-58.9583358765,10.1965966667,17.5208339691,254.916666667,10.1963283333,-37.2500012716,10.1972316667,-59.0729192098,1.2190920318,76.4791698456,"Inhibitory"
"925",3.3071466667,-51.6250012716,3.3044733333,40.59375,82.5833333333,3.3040333333,-35.0208346049,3.3253666667,-58.1666679382,3.7014303091,92.2187512716,"Excitatory"
"926",3.7545866667,-49.0833333333,3.75297,53.0000025431,93.7916641235,3.7526033333,-39.6666692098,3.7880283333,-54.5520858765,4.3402025489,102.083335876,"Excitatory"
"927",4.020615,-43.8645833333,4.0188883333,39.4062538147,100.458335877,4.01844,-35.8645846049,4.0443116667,-50.4375025431,3.374628251,83.270837148,"Excitatory"
"928",1.56404,-45.9479166667,1.5619833333,30.9270846049,39,1.56141,-34.9375025431,1.6007933333,-50.1458358765,2.3523385425,76.8750012716,"Excitatory"
"930",5.2968133333,-44.4062512716,5.2951466667,31.2083346049,132.291664123,5.2946733333,-36.3645858765,5.3167733333,-44.9583346049,3.0897389269,75.6145858765,"Inhibitory"
"933",8.89177,-51.1875,8.89056,6.000000596,222.250007629,8.890005,-31.7031259537,8.891785,-51.234375,1.1714648487,57.187500596,"Inhibitory"
"934",13.3091466667,-42.1770858765,13.3076466667,19.989584287,332.666666667,13.30662,-27.4791679382,13.3292866667,-45.7291704814,1.4232112282,62.1666701635,"Excitatory"
"935",1.58792,-48.1666679382,1.5860533333,32.8020846049,39.6666666667,1.5856666667,-40.7083358765,1.6083,-53.2187525431,3.7860266015,80.9687525431,"Inhibitory"
"936",4.6762866667,-49.5000025431,4.6737933333,28.5937512716,116.83333079,4.6733466667,-31.635418574,4.6838466667,-53.4583358765,3.2298321749,78.0937538147,"Inhibitory"
"937",11.0257916667,-55.7083333333,11.02504,16.71875,275.583333333,11.0247183333,-28.0625,11.0258583333,-55.8020833333,1.1210394098,72.4270833333,"Inhibitory"
"938",9.12645,-59.2187538147,9.1255,10.1875,228.125,9.12511,-31.6249980927,9.12652,-59.40625,1.1207366454,69.4062538147,"Inhibitory"
"939",5.848955,-47.5937525431,5.8474983333,43.2708346049,146.166666667,5.8470833333,-36.5833346049,5.86445,-51.8229192098,2.8267041654,90.864587148,"Excitatory"
"941",1.92079,-55.9791679382,1.9189733333,28.3333339691,47.9583333333,1.9184816667,-37.3125025431,1.9220966667,-56.7187512716,2.1258243951,84.3125019073,"Inhibitory"
"942",2.154485,-48.5416666667,2.152455,33.9375012716,53.7916679382,2.1519766667,-37.0520858765,2.1782266667,-54.1770858765,3.1323542432,82.4791679383,"Excitatory"
"944",5.6200766667,-44.4479192098,5.61764,42.4791692098,140.416666667,5.61721,-30.010418574,5.6542516667,-50.2916692098,3.3512102454,86.9270884196,"Excitatory"
"945",2.3655733333,-48.3020833333,2.3639433333,38.6875,59.0833333333,2.3635783333,-36.9270833333,2.4058383333,-57.5625012716,3.2648046235,86.9895833333,"Excitatory"
"946",3.7822916667,-55.645837148,3.776365,36.4895846049,94.375,3.7759283333,-37.7395846049,3.7907183333,-59.7916666667,4.1080498684,92.1354217529,"Excitatory"
"947",4.3009933333,-44.6250012716,4.29738,49.0520858765,107.45833079,4.2969666667,-36.59375,4.3566116667,-54.7708333333,4.2104992716,93.6770871481,"Excitatory"
"948",3.4888783333,-49.6875012716,3.4852566667,32.2916666667,87.125,3.484775,-35.1875,3.505915,-56.1354192098,3.0048427022,81.9791679383,"Excitatory"
"949",1.09872,-53.5833358765,1.09712,48.7812538147,27.4166666667,1.0967466667,-37.2916679382,1.11998,-55.8229204814,4.1993000994,102.364589691,"Excitatory"
"951",6.2066133333,-60.6354204814,6.2057666667,26.4895852407,155.083328247,6.20536,-39.6354192098,6.2066466667,-60.6875012716,1.3592757194,87.1250057221,"Inhibitory"
"952",8.0118016667,-56.2604192098,8.00699,26.8958339691,200.208333333,8.0066216667,-34.3541666667,8.0150633333,-57.9062525431,3.8926912052,83.1562531789,"Inhibitory"
"953",1.593705,-61.083337148,1.5928116667,28.0416679382,39.7916666667,1.592445,-37.0312512716,1.593745,-61.1666704814,1.4537166634,89.1250050862,"Inhibitory"
"954",9.2528583333,-57.6145858765,9.2520816667,16.708334287,231.291666667,9.2517583333,-28.947918574,9.25291,-57.7604192098,1.1759376949,74.3229201635,"Inhibitory"
"955",2.4164266667,-47.6770833333,2.4130883333,49.7812512716,60.2916666667,2.4125666667,-37.4479179382,2.4718016667,-56.3125025431,5.0692264703,97.4583346049,"Excitatory"
"958",3.9566866667,-44.8020858765,3.9545066667,33.9270833333,98.8333333333,3.9539666667,-30.2500019073,3.98046,-51.8854179382,2.3773429998,78.7291692098,"Excitatory"
"961",2.6348733333,-48.7604179382,2.63352,23.4583339691,65.8333333333,2.63312,-37.2812538147,2.6352333333,-49.0000025431,2.404350691,72.2187519073,"Inhibitory"
"962",8.01805,-58.9843788147,8.0121625,26.359375,200.312507629,8.01173,-39.2343788147,8.02306,-61.7031288147,4.6594114849,85.3437538147,"Inhibitory"
"963",14.2487575,-42.8125038147,14.247635,1.1875,356.1875,14.2471675,-24.1875019073,14.2499175,-43.109375,0.9799263342,44.0000038147,"Inhibitory"
"965",2.1726883333,-50.4375025431,2.1705716667,42.5208358765,54.2916666667,2.17013,-40.09375,2.2085533333,-56.8125038147,4.0608129197,92.9583384196,"Excitatory"
"966",4.63526,-50.1666692098,4.6329466667,42.4375025431,115.791666667,4.6324466667,-34.6458346049,4.6609133333,-57.5000012716,3.4159835495,92.6041717529,"Excitatory"
"967",3.72808,-49.9166666667,3.7265533333,34.6041666667,93.1666666667,3.7261883333,-35.5729179382,3.7407883333,-54.2812512716,2.8769048391,84.5208333334,"Excitatory"
"968",3.8405933333,-47.0208346049,3.83854,43.4270846049,95.9583333333,3.8381333333,-35.3645846049,3.8573466667,-52.3437538147,3.7103212853,90.4479192098,"Excitatory"
"969",6.0952333333,-48.2500025431,6.09322,38.5104179382,152.333333333,6.0927066667,-37.0937512716,6.13544,-54.2916692098,3.4816669332,86.7604204813,"Excitatory"
