"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vrest","transgenic_line","tau","firing_rate","height_short","height_long","height_ramp"
"380",0.0180102393,111.531875,0.1428370363,225.585,3.96653,5.6175,-45.9375,-48.4166666667,-53.445315361,0.08869,222.6,3.96455,3.55125,17.2812519073,31.4166673024,20.625,154.687494039,0.036914859,90,99.0833333333,0,222.08,3.9640916667,3.13875,-34.59375,-35.625,-38.2734394073,275.39,4.0064883333,614.0775,-58.8750038147,-58.6145858765,-82.1562519073,2.6782962593,2.8620353458,2.6030053927,-81.3229217529,"Nr5a1_Scnn1a",21.4664851772,8.9660467019,74.070315361,63.2187519073,79.8333339691
"415",0.0305429515,79.7181818182,0.1680803592,684.36,6.4055533333,6.66,-46.96875,-48.9791666667,-49.21875,0.0668,678.88,6.4001733333,3.52,45.53125,47.6770846049,44.1562538147,126.71867013,0.043594446,170,159.958333333,890,678.38,6.3997133333,3.14,-37,-36.4895846049,-44.34375,700.12,6.41904,964.14,-52.25,-54.4791679382,-75.53125,5.371530788,5.8759849356,4.8742435702,-76.2541275024,"Ctgf-T2A-dgCre",13.9309004979,12.5441897594,93.3750038147,92.5,96.6562512716
"418",0.0185858154,42.7184090909,0.2159049458,114.02,2.9598316667,4.417,-41.4375038147,-41.1770858765,-47.0625022888,0.03673,112.25,2.95844,3.263,33.90625,37.8854192098,35.7187530518,137.343794107,0.0292228591,90,73.9166666667,850,111.865,2.9580883333,2.96,-31.1562519073,-29.1875012716,-43.7000022888,138.625,2.9943616667,569.736,-49.4375,-49.4791692098,-77.7750015259,2.6689812763,2.8436603988,2.8013427417,-76.8331451416,"Nr5a1_Scnn1a",15.5658292633,23.4091114646,82.7812553406,75.3437538147,79.0625050863
"421",0.1506819303,117.956666667,0.1045454588,102.24,6.1392066667,5.438,-45.03125,-41.3750025431,-49.5562522888,0.059775,98.16,6.136975,3.604,22.0312519073,25.5937506358,23.9500007629,128.90625,0.0993512869,130,153.416666667,1280,97.64,6.1364283333,3.161,-34.4062538147,-30.5312506358,-46.1750015259,137.61,6.1682683333,612.421,-53.71875,-52.3750025431,-74.5125,2.893732392,2.5074163218,3.0024571878,-73.0203781128,"Nr5a1_Scnn1a",26.2819927496,8.47768954701,73.5062530517,67.0625019073,66.9687531789
"447",0.027104301,48.5865789474,0.3163556531,127.535,1.6360116667,4.947,-48.0625038147,-46.2812525431,-50.4000015259,0.02448,125.39,1.6340833333,3.337,31.7500019073,34.7604179382,31.6187507629,339.062571526,0.0973013043,40,40.8333333333,276,124.935,1.6335916667,2.951,-38.9375,-37.4375025431,-44.1750015259,171.365,1.674415,473.736,-54.5937538147,-52.9270846049,-69.8500030518,2.6642604896,2.533556732,2.8622313558,-67.7243728638,"Rbp4-Cre_KL100",24.8041949599,20.5818154244,82.0187522888,79.812505722,81.0416704813
"453",0.000475832,75.3683333333,0.2374733939,801.585,3.677935,5.089,-51.6875,-49.802087148,-54.2812530518,0.051065,800,3.6763316667,3.526,50.71875,52.7812525431,50.4625030518,137.812420726,0.17492643,70,91.9166666667,580,799.54,3.67589,3.11,-46.34375,-45.7500038147,-48.8125015259,868.4,3.7361133333,82.866,-57.3750038147,-52.927087148,-69.21875,3.1639470906,3.3472189683,3.1145823709,-68.4113006592,"Rbp4-Cre_KL100",20.3768973721,13.2681718671,104.743756104,102.40625,102.583339691
"459",0.0339882254,69.7319230769,0.2477272727,149.665,1.6848233333,5.04375,-55.5312538147,-54.5000038147,-57.7890644073,0.05479,147.735,1.682845,3.37125,40.59375,42.9687525431,40.125002861,245.55298686,0.0131556671,50,42.0416653951,630,147.315,1.6824183333,2.9925,-45.53125,-40.9791692098,-51.2734394073,167.02,1.70992,717.26625,-60.6562538147,-58.4062525431,-86.4921894073,3.9751213548,3.7180388332,4.1200231716,-82.9349517822,"Cux_Slc17",22.9289414375,14.340634187,97.9140672683,96.1250038147,97.4687563578
"467",0.1172673005,67.9033333333,0.2026515146,68.835,5.5138266667,5.06875,-48.78125,-50.0000012716,-53.46875,0.033955,66.475,5.5112083333,3.3675,32.1875,32.135418574,39.25,136.250078678,0.0068409266,210,137.791664123,400,66.03,5.5107283333,3.025,-33.9375,-34.3020833333,-48.9921884537,78.495,5.530865,750.7175,-51.21875,-55.0312512716,-70.4140644073,3.2667529774,2.8226685975,3.7961493991,-70.2135238647,"Nr5a1_Scnn1a",21.2313732994,14.7268175347,92.71875,80.96875,82.1354198456
"485",0.0309422389,186.84,0.2858452959,198.48,2.4522533333,5.564,-51.5000038147,-51.6562538147,-53.1937515259,0.07432,196.5,2.45008,3.572,47.6875,51.3125025431,47.4062515259,162.968754768,0.0657943487,70,61.25,380,195.96,2.44956,3.108,-44.125,-42.8125025431,-44.9062515259,222.42,2.4816266667,97.08,-55.0000038147,-54.8229204814,-66.4312530518,3.4285926674,3.7033076614,3.7130267253,-66.1220245361,"Rbp4-Cre_KL100",13.6846137598,5.35217298223,100.600003052,99.1875038147,102.968756358
"488",0.0121176655,49.1368421053,0.2073033708,170.36,2.8207666667,4.9,-51.7187538147,-49.7291692098,-54.6875019073,0.05534,168.76,2.81902,3.46,39.2187538147,40.8437525431,37.6718769073,187.656283379,0.0240895767,70,70.4583333333,670,168.3,2.8185533333,3.06,-41.3125,-38.4583358765,-48.21875,192.4,2.84534,410.24,-54.2812538147,-53.9791692098,-81.703125,3.1652918675,3.3214711294,3.4335263021,-80.8980407715,"Nr5a1_Scnn1a",21.236039382,20.3513281919,92.3593788146,90.9375076294,90.5729217529
"491",0.0744861953,97.8427777778,0.2,100.275,3.5586033333,5.5625,-45.4375038147,-46.1770858765,-47.3541692098,0.0464,97.37,3.5555416667,3.4941667,34.15625,35.7916666667,34.4270852407,170.781180263,0.0273176432,90,88.9166666667,256.666666667,96.855,3.5550116667,3.0575,-34.625,-34.5729179382,-42.9270839691,126.3,3.5879083333,641.8591667,-49.5000038147,-52.0000025431,-73.7187525431,3.7953221718,3.7828568012,4.1110491571,-72.5783004761,"Cux_Slc17",20.0068022966,10.2204784319,81.7812544505,79.5937538147,81.9687525432
"500",0.1436420944,90.0285714286,0.2123417656,89.095,3.4797466667,5.845,-53.59375,-54.0208358765,-59.007815361,0.02079,85.695,3.4760116667,3.395,28.2812519073,34.0729166667,34.1171894073,146.874994039,0.0278807431,209.999984741,86.9166666667,390,85.14,3.4754933333,2.9775,-39.0625,-37.1979192098,-51.5468788147,103.46,3.5050716667,546.54875,-57.2812538147,-60.5833358765,-83.976568222,3.5836123272,3.7531006359,4.2220604568,-82.7248153687,"Rorb-IRES2-Cre",16.9137772983,11.1075848937,93.1250047683,81.8750019073,88.0937525432
"505",1,1000,0.1126488154,109.245,3.18505,4.794,-50.0312538147,-50.9166692098,-53.1187515259,0.04828,107.16,3.1833333333,3.359,42.4375,44.8541679382,45.6250022888,197.812452912,0.0260047987,110,79.5833333333,690,106.76,3.1829483333,3.021,-37.9375,-35.5,-48.0500007629,486.64,3.2044066667,698.274,-53.9375038147,-55.96875,-75.775,3.2932411812,3.1755587375,3.6069302959,-75.0118560791,"Nr5a1_Scnn1a",29.1357366417,1,98.7437538147,92.4687538147,95.770837148
"509",0.0273401063,54.8355882353,0.3026515066,68.855,3.1109366667,4.8525,-44.25,-43.1979192098,-51.0156288147,0.034195,67.045,3.108825,3.4025,38.0625,42.3437512716,43.3437509537,171.093717217,0.0406936817,190,77.75,720,66.595,3.1084083333,3.06375,-31.4687519073,-31.6666673024,-45.3046913147,84.55,3.1448466667,538.0525,-46.25,-52.0625012716,-77.335943222,3.1491299754,3.1272615439,3.7800612393,-76.9504776001,"Rorb-IRES2-Cre",17.5577359319,18.2363321372,94.3593797684,82.3125,85.5416704814
"517",0.0157644677,53.7608823529,0.2291005291,166.39,1.8589016667,4.651,-49.0000038147,-49.0104179382,-53.8812515259,0.03667,164.695,1.8572016667,3.147,34.6875,37.8020846049,33.3062534332,233.750000596,0.1304496378,50,46.375,352,164.19,1.8567066667,2.756,-35.5312538147,-35.3125,-43.1062515259,202.395,1.8997233333,373.486,-53.1562538147,-52.3541679382,-67.7812530518,2.4433285124,2.6335965239,2.7954586564,-67.0954437256,"Nr5a1_Scnn1a",22.1629151974,18.6008851833,87.1875049591,83.6875038147,86.8125025431
"549",0.0348404831,74.0158333333,0.2006329292,192.375,5.1386283333,4.719,-46.40625,-47.083337148,-51.0500022888,0.04909,190.835,5.1370166667,3.34,47.5937538147,49.895837148,44.5062522888,119.55357343,0.1685982794,90,128.41666921,810.000061035,190.46,5.1366383333,3.004,-39.625,-39.4895858765,-43.2375015259,263.16,5.1879933333,86.155,-53.2187538147,-51.1770858765,-69.2750015259,3.3749299734,3.3707042326,3.0168878114,-68.143371582,"Rbp4-Cre_KL100",18.696578849,13.5106227271,95.5562545776,94.0000038147,96.979174296
"550",0.0284554053,102.525,0.1368804665,176.555,2.6346333333,4.82,-45.5000038147,-48.8333358765,-52.4062530518,0.06842,174.405,2.632875,3.142,23.7500019073,39.6458346049,31.3750011444,226.562425494,0.0979147926,50,65.8333333333,830,173.845,2.6323733333,2.717,-36.4062538147,-37.5625025431,-40.0562522888,227.725,2.6824766667,284.073,-57.65625,-56.9687538147,-73.2812515259,2.5873784261,2.7047697104,2.6311666795,-73.26587677,"Rbp4-Cre_KL100",32.807554557,9.75371860522,83.7812541962,69.250005722,88.4791704814
"598",0.008942715,52.1844444444,0.2190346219,63.92,5.226,6.28,-44.5,-43.4270846049,-53.4687538147,0.01946,61.7,5.2240466667,3.66,28,31.291668574,21.5625019073,315.156310797,0.0342812911,110,130.583333333,520,61.04,5.2233666667,3.14,-35,-33.0625012716,-31.2812519073,64.2,5.2404333333,89.68,-44.7187538147,-44.208337148,-72.5625,2.2413271124,1.9746765171,1.9356677665,-72.1856307983,"Ntsr1-Cre_GN220",13.0876496174,19.1627986203,75.031255722,72.5,74.7187531789
"615",1,505.87,0.1372812787,100.37,6.58834,5.096,-46.09375,-49.4375038147,-53.2125022888,0.045935,97.6,6.5862066667,3.478,36.375,40.6041679382,39.3187522888,70.0000375509,0.1693059802,330,164.666666667,1270,97.05,6.58576,3.063,-39.1250038147,-41.0729192098,-55.1500030518,128.435,6.6383766667,61.312,-56.0625,-57.4375025431,-78.1000015259,3.4821824155,3.3539511295,3.3257527988,-77.3865509033,"Rbp4-Cre_KL100",10.621334108,1.97679245656,92.5312545776,82.46875,90.0416717529
"628",0.0388419782,81.5077272727,0.2666666789,150.48,3.0234216667,5.3,-48.7500038147,-51.9687512716,-54.5000012716,0.03919,148.185,3.0214583333,3.6133333,30.53125,38.6875,35.0260416667,160.624995828,0.029907519,130,75.5,670,147.565,3.0209533333,3.1708333,-36.78125,-41.6666666667,-49.744793574,182.6,3.0561483333,535.8566667,-54,-57.0208358765,-80.7604192098,2.6878557105,3.2794925362,3.5666643831,-80.7081985474,"Nr5a1_Scnn1a",15.6231131756,12.2687754089,89.5260429383,79.2812538147,90.6562512716
"653",0.1241685733,100.997777778,0.0801075269,86.405,2.306985,5.215,-50.9375,-50.7916692098,-51.3177083333,0.0409,84.25,2.304785,3.39,45.34375,45.0520846049,45.2343762716,215.312495828,0.0222956389,70,57.625,630,83.785,2.3042766667,2.9633333,-40.5,-36.6041679382,-44.5729173024,101.575,2.3211383333,362.5608333,-55.34375,-53.7708358765,-75.4062512716,3.9629500572,3.5005414111,4.0443060928,-75.3039245605,"Nr5a1_Scnn1a",21.4727478129,9.90120794737,96.5520846049,96.28125,95.8437538147
"655",0.0259065092,93.429,0.1622663618,108.77,5.02271,5.43375,-49.4375,-49.9166666667,-56.390627861,0.051735,106.46,5.0205316667,3.51125,30.375,34.9479166667,33.4140634537,172.343745828,0.1668581814,130,125.500002543,650,105.92,5.01997,3.07125,-33.9375,-34.4375,-46.9296884537,139.6,5.054515,87.60875,-53.40625,-54.1875012716,-73.6250038147,2.4558143506,2.310317396,2.5426988156,-72.852104187,"Ntsr1-Cre_GN220",17.8252477273,10.7033148166,89.8046913147,79.8125,84.8645833334
"665",0.0794005506,45.055625,0.1673579137,45.605,3.4914575,5.9716667,-52,-50.3750038147,-52.2604179382,0.018035,42.905,3.488445,3.38,47.0312538147,47.3125038147,52.0520858765,181.25012517,0.0314755552,180,87.1875,720,42.475,3.487975,2.995,-40.125,-32.578125,-45.8541704814,54.1,3.50731,655.6633333,-53.7812538147,-54.7031269073,-76.0416717529,4.435970622,4.2232945368,5.2347129432,-75.177406311,"Nr5a1_Scnn1a",15.655497418,22.1947869994,104.312503815,99.0312538147,97.6875076294
"672",0.1091188607,95.111,0.2014610442,100.885,5.6432266667,5.108,-41.8125,-41.7916666667,-51.10625,0.03914,99.08,5.6417083333,3.386,29.3125,32.7500012716,31.6500015259,191.406175494,0.0643628687,150,141.041666667,570,98.62,5.6412216667,3.013,-28.4687519073,-28.0833352407,-39.6562522888,130.67,5.6698416667,83.41,-43.9687538147,-45.770837148,-72.0125045776,2.7143383539,2.3156746325,2.5570341182,-71.1436080933,"Ntsr1-Cre_GN220",15.4400532291,10.5140309743,82.7562515259,71.125,74.5416679383
"703",0.0596814016,52.473,0.079268303,76.21,2.5459833333,4.983,-48.65625,-51.4791704814,-52.8625022888,0.03283,74.005,2.54403,3.333,30.7187519073,37.1770846049,32.2437519073,190.156295896,0.0252655018,130,63.5833295186,740,73.565,2.543605,2.981,-39.0312538147,-37.3541666667,-46.7937530518,89.705,2.5731066667,574.477,-53.5625038147,-58.833337148,-76.4000030518,2.94862077,2.7215900509,3.1978955623,-75.3656616211,"Rorb-IRES2-Cre",20.1760337929,19.0574200065,85.1062541961,79.3750019073,88.6562550863
"723",0.014279348,59.558125,0.2306994948,73.855,3.4842616667,4.88625,-47.625,-49.5312525431,-51.4921884537,0.0368,72.11,3.48249,3.3975,34.6562538147,36.0104179382,32.2812519073,127.34374404,0.1781907529,110,87.0416666667,760,71.725,3.4820933333,3.05375,-38.6562538147,-40.3333346049,-46.2656259537,111.42,3.5299566667,490.30375,-53.5000038147,-55.6250025431,-70.5937538147,3.0076412738,2.9970162449,2.8708313483,-69.2325592041,"Rbp4-Cre_KL100",13.1647589759,16.7903203803,83.773440361,82.2812538147,85.5416704813
"726",0.1264561791,98.48625,0.1074941431,92.19,4.6081966667,5.156,-48.7500038147,-49.0416692098,-51.0562515259,0.0545,89.175,4.6051433333,3.235,36.78125,39.71875,38.25,126.406282186,0.0134337107,190,115.124997457,1250,88.785,4.6047416667,2.898,-36.0000038147,-34.6875,-47.325,106.11,4.6313666667,601.77,-54.84375,-56.6666692098,-82.6250030518,3.72470463,3.2935162974,3.7084293265,-83.3443069458,"Rorb-IRES2-Cre",19.0448100312,10.1537016589,89.3062515259,85.5312538147,88.7604192098
"732",0.0392018113,94.5194444444,0.2026180055,298.48,3.3085483333,4.5675,-38.4062538147,-41.2708358765,-46.4375019073,0.06665,297.175,3.3071233333,3.395,37.65625,41.8333346049,43.5000019073,178.571432829,0.1305298954,70,82.625,820,296.745,3.30671,3.0525,-30.8750019073,-31.8958352407,-44.5156269073,357.61,3.3541266667,228.6775,-53.6250038147,-51.0937525431,-71.4062538147,2.5208940115,2.7333353755,3.0932736673,-70.2577819824,"Nr5a1_Scnn1a",20.9199814758,10.5798336615,89.9375038146,76.0625038147,83.1041704814
"734",1,87.54,0.1175862008,92.28,4.95288,5.24,-48.34375,-46.4166692098,-53.3854192098,0.05352,88.4,4.9498733333,3.46,35.71875,37.6354179382,40.7395846049,138.750001788,0.0841244981,230,123.70833079,1040,87.98,4.94944,3.0866667,-34.21875,-34.2916679382,-49.3437538147,105.54,4.9754933333,216.2733333,-53.84375,-57.7916666667,-76.3333358765,3.6282732238,3.4650382421,3.4829881306,-76.1048126221,"Nr5a1_Scnn1a",19.6778754594,11.423349326,94.1250038147,84.0625,84.052087148
"736",0.0197051634,61.6253333333,0.2004716981,100.56,2.37264,5.225,-48.0625038147,-49.4270846049,-51.640625,0.05464,98.08,2.3706066667,3.53,37.46875,39.1458346049,40.804690361,166.56242311,0.0347785614,90,59.2083333333,850,97.62,2.3701333333,3.125,-31.96875,-33.4583346049,-44.8046884537,109.64,2.3987466667,587.28,-52.2812538147,-55.6562512716,-80.7421913147,3.5639551468,3.3559592614,3.7829078428,-79.3605117798,"Cux_Slc17",21.2613101947,16.2270927541,92.445315361,85.5312538147,88.5729192098
"737",0.0453230754,61.0826666667,0.2399553571,235.14,2.9948533333,6.5933333,-44.90625,-43.3541679382,-46.1458358765,0.05336,231.78,2.9918666667,3.5866667,36.1875038147,43.7916692098,39.1562525431,183.906242251,0.051998876,50,74.7916666667,390,231.14,2.99128,3.0866667,-42.7812538147,-41.2083358765,-44.8854179382,287.14,3.03814,406.16,-50.6875038147,-49.2083358765,-66.9687550863,3.9327894378,4.2028488449,4.0352812301,-66.8875732422,"Ctgf-T2A-dgCre",15.3347965836,16.3712564394,85.3020884196,81.0937538147,87.145837148
"750",0.0160230598,45.709,0.2720472385,261.16,2.5995066667,4.928,-49.5000038147,-49.145837148,-52.0937530518,0.03448,258.5,2.5969533333,3.256,38.0000038147,42.2916679382,43.8437538147,218.437537551,0.0321931913,59.9999961853,64.9166666667,560,258.02,2.59648,2.912,-35.8125,-35.8333358765,-46.7687515259,289.22,2.61352,643.292,-56.46875,-54.8958346049,-75.9187545776,3.4050395621,4.2149879569,4.5223532312,-75.7922058105,"Nr5a1_Scnn1a",23.3630925517,21.8775295894,95.9375068665,87.5000076294,91.4375050862
"753",0.0500393597,45.90425,0.2827127858,305.82,2.608725,4.8775,-47.5000038147,-49.7187525431,-49.6458352407,0.046195,304.045,2.60722,3.34,27.5312519073,47.6250038147,39.6302102407,237.6562953,0.1138931736,60.0000038147,65.1666653951,610,303.52,2.6067816667,2.9316667,-42.28125,-41.1458346049,-44.8281269073,363.85,2.646955,646.5075,-54.3437538147,-51.4166692098,-76.6197967529,2.4694016135,3.1180586943,3.0380372892,-75.7492904663,"Rbp4-Cre_KL100",24.8947147944,21.7844752937,89.2760454814,75.031255722,97.3437563578
"758",1,1000,0.0158742936,62.46,6.7726983333,5.134,-47.84375,-48.0104179382,-49.9187522888,0.071675,60.6,6.7709066667,3.422,39.78125,43.4583333333,41.3187507629,107.968866825,0.0309457462,249.999984741,169.25,436,60.17,6.7705,3.04,-38.5625038147,-33.1562525431,-50.3937522888,786.795,6.78942,437.823,-53.0937538147,-54.0000025431,-83.0875030518,3.1272173036,3.0896951838,3.5401610228,-82.7531585693,"Rorb-IRES2-Cre",11.4596946592,1,91.2375030517,87.625,91.4687512715
"763",1,49.125,0.1341386558,60.915,3.554735,4.7478571,-48.65625,-46.6041679382,-53.276788984,0.034465,58.785,3.5522,3.3092857,31.7812519073,33.71875,30.6696439471,146.718755364,0.0478804708,190,88.7916666667,1120,58.37,3.5517533333,2.9464286,-39.84375,-37.90625,-49.5758955819,80.53,3.5859283333,303.8978571,-54.21875,-57.2604179382,-76.4687532697,2.9823366857,2.7998434396,2.9326231699,-76.0803756714,"Rorb-IRES2-Cre",20.8098833517,20.3562340967,83.9464329311,80.4375019073,80.3229179382
"776",0.0155496076,67.9057692308,0.1860294118,338.785,3.00341,5.135,-48.4375038147,-50.4687512716,-52.0703144073,0.06271,336.945,3.00173,3.54375,35.3125,43.1770846049,38.5078125,146.562427282,0.0326740965,90,75.0416666667,0,336.45,3.00127,3.1225,-37.21875,-38.3333346049,-44.6562519073,370.685,3.0356233333,652.44375,-54.28125,-54.8541666667,-78.9453144073,2.6180051507,2.979551254,3.0755379678,-78.1255340576,"Nr5a1_Scnn1a",22.4267854082,14.7262892583,90.5781269073,83.7500038147,93.6458358765
"784",0.085194725,71.48125,0.1549804415,90.38,3.73336,5.275,-46.71875,-48.6041666667,-48.8515634537,0.04331,87.99,3.7314716667,3.51875,26.75,41.4687525431,29.9531259537,166.249960661,0.0216736477,110,93.2916666667,0,87.475,3.731035,3.1025,-33.96875,-35.125,-39.3984375,103.16,3.7542966667,348.71,-51.03125,-53.8125012716,-70,2.6106968316,3.0654555121,2.6824267003,-76.9803619385,"Nr5a1_Scnn1a",25.0706619169,13.9896826091,78.8046894074,73.46875,90.0729192098
"786",1,86.94,0.0449218772,138.8,2.375995,5.629,-49.4062538147,-48.6250038147,-50.9375022888,0.052885,134.56,2.372885,3.314,34.78125,37.7812538147,41.925,182.343706489,0.0474418104,90,59.2499923706,750,134.09,2.372435,2.959,-36.21875,-37,-51.8812538147,170.1,2.407275,414.218,-57.2187538147,-56.0625,-76.2250045776,3.6114337192,3.4785479582,4.529074786,-75.3202514648,"Rorb-IRES2-Cre",25.097116025,11.5021854152,92.8625022888,84.1875038147,86.4062576294
"789",0.1526106835,80.324,0.1357502366,50.485,3.5675833333,5.16625,-53.90625,-52.1041704814,-55.867190361,0.025485,48.63,3.565665,3.505,44.7187538147,45.427087148,46.640627861,154.374957085,0.0087629054,209.999984741,89.125,620,48.21,3.5652383333,3.14875,-38.90625,-36.1041679382,-46.4062519073,50.635,3.59466,514.6525,-54.1250038147,-53.3229179382,-79.1093788147,3.7752421955,3.637358464,4.1359269985,-78.7234420776,"Rorb-IRES2-Cre",15.3134585909,12.4495792042,102.507818222,98.6250038147,97.5312576294
"794",1,1000,0.0212643678,43.52,11.4359516667,4.98125,-38.9375,-38.75,-49.2500038147,0.036535,42.275,11.4347683333,3.48,23.5625,11.75,35.9062519073,82.81211555,0.1284872741,230,285.833333333,365,41.62,11.4331183333,3.0225,-24.5625,-26.7604179382,-46.296877861,63.26,11.4571166667,547.70375,-42.1875,-44.1562525431,-77.851568222,1.4182510407,0.8501959439,2.30170615,-76.9102935791,"Ntsr1-Cre_GN220",9.43292454457,1,85.156255722,62.5,50.5
"795",0.015070633,40.7922916667,0.3083420229,74.485,1.4711766667,4.7614286,-49.84375,-49.2187512716,-53.6562516349,0.02068,72.62,1.469345,3.335,32.5000038147,35.4791679382,33.0848219735,301.562488079,0.0205476955,70,36.7083333333,350,72.12,1.4688716667,2.9585714,-36.78125,-35.4583346049,-44.5625016349,83.575,1.4864583333,723.5285714,-52.125,-54.2604179382,-66.0312521798,2.6240514987,2.7454538084,2.9864809094,-66.1851959229,"Rorb-IRES2-Cre",24.7832392958,24.5144354274,86.7410736084,82.3437538147,84.6979192098
"809",0.0375035551,69.6015384615,0.156308658,130.76,2.8102533333,5.06375,-46.15625,-44.28125,-52.265625,0.05263,128.475,2.8080083333,3.3725,43,45.0000025431,47.171877861,164.531290531,0.0583837293,90,70.2083333333,900,128.04,2.8075666667,3.0175,-34.125,-32.9062512716,-46.6875009537,153.395,2.8476216667,659.8075,-52.9062538147,-52.7812525431,-82.5390625,3.3615732663,3.6179400134,4.2204334246,-82.5241928101,"Rorb-IRES2-Cre",19.3078718473,14.367498508,99.437502861,89.15625,89.2812525431
"827",0.0248265692,85.355,0.2303294677,189.005,2.0167533333,5.6366667,-57.2500038147,-57.6145858765,-61.1875025431,0.05396,185.34,2.01378,3.5466667,28.5312519073,32.6458339691,28.385418574,218.593791127,0.02898743,90,50.3749987284,610,184.79,2.0132833333,3.11,-42.65625,-45.1562538147,-53.427087148,210.15,2.0487783333,461.6783333,-62.3125038147,-63.9270858765,-82.5000050863,3.5142738747,3.8541022088,3.949913102,-81.9060440063,"Rorb-IRES2-Cre",21.6933456682,11.7157752914,89.5729211171,85.781255722,90.2604198456
"836",0.010100823,79.6781818182,0.1983333333,254.82,2.51325,4.884,-49.9062538147,-49.3750038147,-54.3000022888,0.06146,252.98,2.51147,3.424,40.6250038147,46.3593788147,41.4875007629,146.562576294,0.161756143,90,62.75,730,252.52,2.51102,3.044,-38.4062538147,-36.09375,-43.9812530518,281.78,2.53983,719.848,-59.4375038147,-55.3281288147,-76.0500045776,2.8295797027,3.3626453755,3.2652631937,-75.5517425537,"Rorb-IRES2-Cre",17.6241785268,12.5504871871,95.7875030517,90.5312576294,95.7343826294
"848",0.0198464248,137.9125,0.0997193035,268.115,4.6236833333,6.1641667,-47.0000038147,-47.8020833333,-50.8072942098,0.120345,264.295,4.6202483333,3.4366667,49.0937538147,52.1041692098,49.3750025431,105.000078678,0.0216580909,130,115.54166921,1460,263.9,4.6198883333,3.0975,-37.1250038147,-36.2916692098,-45.510418574,314.06,4.6697766667,564.1383333,-58.15625,-57.7604179382,-77.692712148,4.6772020823,4.9898331605,4.1873739375,-77.271156311,"Nr5a1_Scnn1a",22.5945108648,7.25097434968,100.182296753,96.0937576294,99.9062525431
"852",1,32.505,0.1562500025,102.355,7.5936366667,5.13125,-51.7500038147,-52.4687538147,-54.5390634537,0.029005,99.62,7.5909483333,3.51625,29.0000019073,28.8958352407,36.9921894073,136.406332254,0.0191581454,170,189.75,800,99.07,7.590355,3.10375,-36.4062538147,-36.7291679382,-51.3125009537,118.02,7.6027266667,682.8125,-56.4062538147,-55.8958346049,-80.757818222,2.1935312373,2.107802073,3.1626414688,-80.1997756958,"Cux_Slc17",15.5799676396,30.7644977696,91.531252861,80.750005722,81.3645890554
"855",0.0309022487,71.6926923077,0.1858209136,294.27,4.4515583333,5.4983333,-44.90625,-45.6041679382,-49.4947923024,0.067105,291.085,4.449215,3.2816667,28.1250019073,37.2395858765,30.7395849228,151.562571526,0.0225339085,70,111.20833079,1060,290.56,4.4487816667,2.8791667,-33.90625,-31.8229198456,-36.6093762716,377.835,4.504495,583.2325,-56.46875,-52.3125038147,-80.0416679382,3.3476373087,3.7048887154,3.3892240663,-79.0895767212,"Nr5a1_Scnn1a",17.4630409651,13.9484230235,80.2343772252,73.0312519073,82.8437538147
"876",1,1000,0.223126011,121.3,3.1926733333,5.092,-50.2812538147,-52.3958358765,-52.7500038147,0.06884,118.98,3.1906466667,3.476,36.8750038147,37.8437512716,40.6812522888,167.031243444,0.0475235619,110,79.7916666667,760,118.54,3.19022,3.116,-33.3125038147,-34.0312512716,-46.3375022888,134.68,3.20926,448.34,-55.7812538147,-58.8750038147,-76.2625045776,3.2212039613,3.0071412807,3.67449489,-75.7844924927,"Cux_Slc17",15.6347206335,1,93.4312561035,87.1562576294,90.2395871481
"887",0.0841486554,84.399,0.1478943594,81.93,6.5634116667,4.4666667,-44.9375038147,-43.0208346049,-52.2083358765,0.03683,80.725,6.56233,3.2283333,25.28125,22.1458352407,31.2812519073,145.625084639,0.0313746855,150,164.041666667,440,80.32,6.5617883333,2.89,-29.7812519073,-27.53125,-43.96875,98.125,6.5803366667,754.205,-49.0000038147,-47.8854204814,-69.1875050863,1.946830806,1.5886530659,2.2294494128,-67.9644393921,"Ntsr1-Cre_GN220",15.8406459227,11.8484816171,83.4895877838,70.2187538147,65.1666698456
"899",0.0970233487,129.621666667,0.1244164256,202.8,5.3263416667,6.227,-46.8750038147,-47.114587148,-51.6125022888,0.064515,198.81,5.3231533333,3.427,33.3125038147,34.8437512716,36.5500030518,125.781208277,0.0596978143,160,133.041666667,260,198.355,5.3227283333,3.057,-37.3125,-35.2812525431,-45.8062538147,243.06,5.3745433333,534.734,-54.3437538147,-57.0625025431,-80.3625045776,4.0717152717,3.7095965409,4.2710107644,-80.3194351196,"Cux_Slc17",17.1797306673,7.71475962095,88.1625053406,80.1875076294,81.9583384196
