"","adaptation","avg_isi","f_i_curve_slope","latency","ri","sag","tau","vrest","firing_rate","fast_trough_t_long_square","fast_trough_v_long_square","peak_t_long_square","peak_v_long_square","threshold_i_long_square","threshold_t_long_square","threshold_v_long_square","trough_t_long_square","trough_v_long_square","upstroke_downstroke_ratio_long_square","height_long","L_tg"
"133",0.050893189,64.0175,0.0833333391,0.03237,203.571513295,0.026670441,17.2304328794,-66.6489105225,15.620728707,90.85,-42.5625038147,87.99,38.8750038147,70,87.42,-33.8750038147,102.555,-46.96875,3.3909861513,81.4375076294,"L4tg"
"134",0.0447834448,71.5730769231,0.2335968251,0.037405,211.250036955,0.0520097166,21.4893385367,-82.4907913208,13.9717341071,149.51,-48.78125,147.415,40.125,119.999992371,147.085,-33.5,167.105,-56.625,3.5417062022,88.90625,"L4tg"
"136",0.1066315523,82.5872727273,0.0867187746,0.03,138.906165958,0.0485048257,17.6587269945,-75.1282043457,12.1084032318,56.6,-46.2812538147,54.48,41.3750038147,170,54.06,-32.6875,63.92,-48.90625,3.5359502331,87.6562576294,"L4tg"
"137",0.0304625429,57.28625,0.2151219512,0.05378,145.312458277,0.0214718916,20.1815595579,-79.2950744629,17.4561958585,147.77,-48.375,145.26,34.78125,70,144.85,-38.125,178.195,-54.1875038147,3.8778059393,83.15625,"L4tg"
"138",0.0379231041,77.4708333333,0.2,0.053065,165.625035763,0.0391024575,21.1683740043,-75.4109802246,12.9080836874,115.56,-50.5312538147,113.745,44.125,90,113.375,-38.9687538147,139.67,-55.8750038147,3.7652983833,94.6562538147,"L4tg"
"139",0.0394389224,71.8569230769,0.1642857143,0.04536,188.90632689,0.0201559868,17.969293862,-81.2816925049,13.9165435588,101.73,-52.28125,99.96,26,90,99.435,-40.96875,118.24,-53.2187538147,2.3315205682,78.28125,"L4tg"
"141",0.0279520347,73.9795833333,0.1672178536,0.063885,167.031258345,0.0678625926,23.0270488999,-72.4311676025,13.517242933,169.405,-46.1562538147,166.41,47.5000038147,90,166.05,-35.3750038147,210.255,-53.84375,4.697517125,93.6562576294,"L4tg"
"142",0.026020641,79.5516666667,0.2258522786,0.04296,185.468822718,0.0676468536,17.4269768807,-79.0932922363,12.5704468794,93.1,-46.09375,90.12,39.7500038147,150,89.62,-32.5937538147,105.66,-51.9687538147,3.5701365234,85.8437538147,"L4tg"
"143",0.0190914819,64.7967857143,0.252984135,0.046875,219.374895096,0.0632189065,21.1206047118,-75.6800003052,15.4328642845,168.955,-51.5625038147,167.355,20.5625019073,70,166.895,-42.0937538147,196.455,-57.0937538147,2.3287105258,72.125005722,"L4tg"
"144",0.0229502289,52.2875,-0.0431506897,0.041565,346.986591816,0.0401627757,37.1513622623,-71.6418075562,19.1250298829,129.44,-49.0312538147,127.565,26.7500019073,30.0000019073,127.09,-38.78125,159.605,-55.0937538147,2.8227330779,75.781255722,"L4tg"
"145",0.0243390349,66.4614285714,0.1986702214,0.043,113.125033677,0.0203711819,12.8282484066,-81.2334823608,15.0463211745,151.56,-52.25,149.38,31.65625,130,148.9,-38.9375,167.42,-57.03125,3.4555868525,83.90625,"L4tg"
"146",0.1191785916,122.786666667,0.0925000052,0.091185,146.249994636,0.0350065604,26.0019863212,-78.3960266113,8.14420675426,282.465,-42.4687538147,278.15,43.15625,90,277.64,-34.5,341.92,-54.53125,4.8258683827,85.6250038147,"L4tg"
"147",1,138.265,0.0529761905,0.09052,76.5625014901,0.0140298037,17.2513895788,-82.4833450317,7.23248833761,184.215,-48.03125,179.435,38.8750038147,290,179.015,-32.40625,212.635,-55.3125,4.0937806747,86.9062538147,"L4tg"
"148",0.0286463871,64.1967857143,0.2477653781,0.05578,195.000037551,0.0501077026,22.2966963946,-76.7340316772,15.5771038826,126.705,-46.9375038147,124.49,47.6562538147,70,124.13,-34.46875,145.255,-52.4687538147,4.217187821,94.5937576294,"L4tg"
"150",0.1241685733,100.997777778,0.0801075269,0.0409,215.312495828,0.0222956389,21.4727478129,-75.3039245605,9.90120794737,86.405,-50.9375,84.25,45.34375,70,83.785,-40.5,101.575,-55.34375,3.9629500572,96.28125,"L4tg"
"151",0.0429870483,79.42375,0.2642857143,0.0294,348.437339067,0.1520920396,35.4837583971,-71.2270584106,12.5906923307,90.735,-53.3437538147,88.425,23.0000019073,50,87.875,-42.03125,131.485,-57.5625038147,2.7437166657,76.343755722,"L4tg"
"152",0.0361167846,59.8553125,0.2425476603,0.0406,230.468705297,0.0170810018,20.3719424917,-75.8962249756,16.706954792,169.465,-51.7187538147,167.06,40.125,50,166.625,-39.6875,193.215,-57.5,3.5733221716,91.8437538147,"L4tg"
"153",0.0794005506,45.055625,0.1673579137,0.018035,181.25012517,0.0314755552,15.655497418,-75.177406311,22.1947869994,45.605,-52,42.905,47.0312538147,180,42.475,-40.125,54.1,-53.7812538147,4.435970622,99.0312538147,"L4tg"
"154",0.0986648819,113.287142857,0.139336926,0.059385,95.1785519719,0.0316205211,25.2161656932,-75.0661315918,8.82712702236,131.005,-44.4687538147,128.22,35.7812538147,130,127.855,-36.6562538147,165.285,-54.2812538147,3.3863165925,80.2500076294,"L4tg"
"155",0.0260752598,66.0242857143,0.287,0.02468,249.218702316,0.0317335948,35.1347308845,-59.6444473267,15.1459419694,198.46,-47.7500038147,195.38,26.5000019073,40,194.84,-39.9062538147,218.38,-55.0000038147,3.3189458962,74.250005722,"L4tg"
"156",1,1000,0.1582191894,0.131265,132.031440735,0.0269164871,19.9462067829,-77.573135376,1,176.71,-48.9375038147,174.48,49.8750038147,90,174.07,-41.3437538147,203.755,-55.75,4.0733728869,98.8125076294,"L4tg"
"157",1,26.865,0.0575650203,0.019535,99.939905107,0.0042560054,11.67580392,-85.4491729736,37.223152801,38.955,-53.4687538147,37,24.2187519073,360,36.5,-38.4375,39.11,-53.6250038147,2.8314899715,77.687505722,"L4tg"
"158",0.014401567,58.2290625,0.2911490696,0.062265,278.906285763,0.0573231094,29.3123749733,-67.0109786987,17.1735548722,275.5,-50.8125,273.855,38.0625,30.0000019073,273.42,-37,315.51,-55.4062538147,2.9386547549,88.875,"L4tg"
"159",0.0596814016,52.473,0.079268303,0.03283,190.156295896,0.0252655018,20.1760337929,-75.3656616211,19.0574200065,76.21,-48.65625,74.005,30.7187519073,130,73.565,-39.0312538147,89.705,-53.5625038147,2.94862077,79.3750019073,"L4tg"
"160",0.0157505756,114.108571429,0.1576182155,0.08362,125.781327486,0.1387125254,23.4138185733,-72.150680542,8.76358355451,174.78,-43.6562538147,171.82,38.84375,110,171.38,-34.78125,226.18,-56,4.133757105,82.5000038147,"L4tg"
"161",0.0947445591,116.7675,0.1540532716,0.04566,155.312567949,0.1059022099,18.405873261,-71.3704452515,8.5640268054,122.54,-44.5,120.56,44.28125,90,120.16,-39.9062538147,198.24,-55.4687538147,4.1280991564,88.78125,"L4tg"
"162",0.0641239862,121.147142857,0.1234541604,0.060525,162.499919534,0.1040345058,18.3740570866,-71.9448699951,8.25442496138,103.38,-38.1875,100.815,44.03125,150,100.315,-26.9062519073,132.115,-45.0312538147,3.3024396461,82.21875,"L4tg"
"163",0.0241698568,69.2788461538,0.1898225957,0.063615,187.656208873,0.0164662357,23.5740948608,-77.76537323,14.4344205413,180.035,-46.78125,177.745,42.84375,70,177.325,-41.21875,208.05,-55.40625,3.7267389452,89.625,"L4tg"
"164",0.1264561791,98.48625,0.1074941431,0.0545,126.406282186,0.0134337107,19.0448100312,-83.3443069458,10.1537016589,92.19,-48.7500038147,89.175,36.78125,190,88.785,-36.0000038147,106.11,-54.84375,3.72470463,85.5312538147,"L4tg"
"165",1,1000,0.0378731306,0.041435,148.437544704,0.1499426812,17.3012148086,-78.6672973633,1,77.06,-43.5937538147,74.61,37.1875,209.999984741,74.095,-34.375,100.215,-48.7500038147,3.0116649463,80.7812538147,"L4tg"
"166",0.0392018113,94.5194444444,0.2026180055,0.06665,178.571432829,0.1305298954,20.9199814758,-70.2577819824,10.5798336615,298.48,-38.4062538147,297.175,37.65625,70,296.745,-30.8750019073,357.61,-53.6250038147,2.5208940115,76.0625038147,"L4tg"
"167",1,87.54,0.1175862008,0.05352,138.750001788,0.0841244981,19.6778754594,-76.1048126221,11.423349326,92.28,-48.34375,88.4,35.71875,230,87.98,-34.21875,105.54,-53.84375,3.6282732238,84.0625,"L4tg"
"168",0.0338428288,60.2566666667,0.1761194069,0.043775,251.093864441,0.0188205522,25.0744308124,-77.4727020264,16.595674061,119.075,-46.8437538147,117.13,42.7812538147,70,116.775,-34.9375,131.81,-52.0625038147,4.0443187921,89.6250076294,"L4tg"
"169",1,67.14,0.1252840909,0.03384,258.281350136,0.0883925259,30.7516701037,-67.6213760376,14.8942508192,81.52,-44.2187538147,79.64,39.0625,70,79.18,-34.3437538147,109.92,-50.96875,2.9763393101,83.2812538147,"L4tg"
"170",0.1628796926,59.473,0.0945304313,0.03129,144.531324506,0.0423685797,20.7580625546,-74.2315673828,16.8143527315,46.025,-50.1875038147,43.67,30.03125,290,43.315,-34.6562538147,50.085,-51.6250038147,3.7580794376,80.2187538147,"L4tg"
"172",0.0266963921,71.6454166667,0.1630352156,0.0505,158.203125,0.0266639311,17.716430121,-74.8717956543,13.9576269708,160.385,-49.6562538147,158.57,43.15625,80,158.155,-41.09375,185.755,-57.2187538147,2.9546419343,92.8125038147,"L4tg"
"173",0.0155496076,67.9057692308,0.1860294118,0.06271,146.562427282,0.0326740965,22.4267854082,-78.1255340576,14.7262892583,338.785,-48.4375038147,336.945,35.3125,90,336.45,-37.21875,370.685,-54.28125,2.6180051507,83.7500038147,"L4tg"
"176",0.085194725,71.48125,0.1549804415,0.04331,166.249960661,0.0216736477,25.0706619169,-76.9803619385,13.9896826091,90.38,-46.71875,87.99,26.75,110,87.475,-33.96875,103.16,-51.03125,2.6106968316,73.46875,"L4tg"
"177",1,86.94,0.0449218772,0.052885,182.343706489,0.0474418104,25.097116025,-75.3202514648,11.5021854152,138.8,-49.4062538147,134.56,34.78125,90,134.09,-36.21875,170.1,-57.2187538147,3.6114337192,84.1875038147,"L4tg"
"178",0.1526106835,80.324,0.1357502366,0.025485,154.374957085,0.0087629054,15.3134585909,-78.7234420776,12.4495792042,50.485,-53.90625,48.63,44.7187538147,209.999984741,48.21,-38.90625,50.635,-54.1250038147,3.7752421955,98.6250038147,"L4tg"
"181",0.3571494678,54.025,0.0724405394,0.040275,132.031321526,0.0289461408,14.1106646559,-79.4617538452,18.5099490976,75.555,-50.875,73.53,40.1875,170,73.105,-38.8125038147,999.915,-56,3.4335018035,91.0625,"L4tg"
"184",0.0408295723,72.7323076923,0.2584221748,0.047055,241.562500596,0.0291162785,25.7970683979,-71.7120742798,13.7490481428,105.645,-45.9687538147,102.75,18.75,70,102.205,-39,129.525,-51.28125,3.2072917561,64.7187538147,"L4tg"
"185",0.0657434948,85.2555555556,0.1250000046,0.028605,144.375011325,0.0486131236,26.5553157158,-79.6181793213,11.7294408966,59.445,-52.2187538147,56.465,32.2500038147,130,55.94,-43.875,69.625,-55.6562538147,3.976624067,84.4687576294,"L4tg"
"186",0.2721965112,35.1125,0.1401442364,0.01915,195.3125,0.0442003123,15.2172669601,-79.6588592529,28.4798860805,53.89,-55.4687538147,52.35,41.0312538147,130,51.965,-40.8750038147,861.865,-58.0937538147,3.6236678518,96.5000076294,"L4tg"
"187",0.0606745071,103.245,-0.0150483227,0.06864,111.718788743,0.0348761491,15.9847847406,-77.2467803955,9.68569906533,268.24,-45.5000038147,264.9,31.5937519073,170,264.32,-38.90625,299.04,-53.7187538147,3.7287682237,77.093755722,"L4tg"
"188",0.0248265692,85.355,0.2303294677,0.05396,218.593791127,0.02898743,21.6933456682,-81.9060440063,11.7157752914,189.005,-57.2500038147,185.34,28.5312519073,90,184.79,-42.65625,210.15,-62.3125038147,3.5142738747,85.781255722,"L4tg"
"189",0.1354922007,60.6128571429,0.1279761863,0.014835,130.31257689,0.008927308,11.6207900929,-71.0000686646,16.4981498503,41.195,-51.9375,38.88,42.75,210,38.485,-39.21875,46.395,-54.5937538147,3.7668851033,94.6875,"L4tg"
"190",0.2188444014,247.38,0.1767751479,0.11532,193.437352777,0.0247239135,25.0502579577,-74.2120742798,4.04236397445,227.94,-47.4375038147,225.94,39.3125,70,225.5,-36.3437538147,248.84,-53.7812538147,3.4204102134,86.7500038147,"L4tg"
"192",0.010100823,79.6781818182,0.1983333333,0.06146,146.562576294,0.161756143,17.6241785268,-75.5517425537,12.5504871871,254.82,-49.9062538147,252.98,40.6250038147,90,252.52,-38.4062538147,281.78,-59.4375038147,2.8295797027,90.5312576294,"L4tg"
"194",0.2601650585,92.18125,0.1468421131,0.040535,191.562384367,0.0298675895,23.8061440147,-76.0891113281,10.8481930978,111.81,-45.3125,109.42,41.625,110,108.98,-36.4375,918.78,-54.6875,3.9183698788,86.9375,"L4tg"
"195",0.0771844224,98.2777777778,0.1301303573,0.03926,156.093791127,0.035120111,18.1096322647,-78.3591156006,10.1752402487,76.755,-49.0000038147,74.075,46.5625038147,110,73.69,-39.0312538147,96.64,-52.1875038147,4.4010473812,95.5625076294,"L4tg"
"196",0.057665334,53.2483333333,0.1464208427,0.032255,195.703119039,0.0432634503,19.7543953381,-77.2277679443,18.7799305143,77.69,-47.4375,75.685,43.5625,110,75.32,-31.2812519073,88.045,-52.5000038147,3.2670119739,91,"L4tg"
"197",0.1025004759,81.9285714286,0.2489379085,0.0254,259.28580761,0.0217895862,18.3088230464,-72.3453674316,12.2057541412,78.68,-53.0625038147,76.16,41.2812538147,90,75.68,-39.3750038147,92.86,-56.78125,3.9798682982,94.3437576294,"L4tg"
"198",0.0923111539,83.224,0.1441287889,0.03486,155.781134963,0.0176409464,18.5143234051,-76.8596801758,12.0157646833,68.22,-50.0312538147,64.42,36.5000038147,170,63.88,-38.03125,79.7,-54,4.1548754458,86.5312576294,"L4tg"
"202",0.0140651738,43.6254545455,0.3402439063,0.0315,330.312430859,0.0188371781,43.2594585782,-61.6267166138,22.922397266,182.165,-46.9375038147,180.425,35.0625038147,30.0000019073,179.905,-33.90625,205.895,-49.0937538147,2.1932470422,82.0000076294,"L4tg"
"203",0.0103034531,63.6757142857,0.2048841115,0.05394,159.374848008,0.0329797305,19.6820768478,-80.3756484985,15.7045745182,114.56,-46.1562538147,112.66,36.7187538147,110,112.2,-32.875,133.44,-53.5000038147,2.7994870989,82.8750076294,"L4tg"
"204",0.2515192661,116.715,0.0672619048,0.046655,232.031360269,0.010891634,23.8377884467,-75.2405853271,8.56787902155,164.135,-51.40625,161.18,35.03125,70,160.61,-40.03125,180.86,-56.4375,3.469908713,86.4375,"L4tg"
"205",0.021990432,53.9873529412,0.2820261438,0.05778,248.125001788,0.0537547953,28.103135622,-73.4638595581,18.5228566603,156.795,-46.7812538147,154.7,44.7187538147,50,154.35,-32.78125,181.805,-52.5937538147,3.6461133101,91.5000076294,"L4tg"
"206",0.0122443751,66.1728571429,0.2499850702,0.03964,163.59385848,0.0291495863,31.3002813538,-79.1894683838,15.1119362708,69.36,-50.40625,66.86,39.7500038147,170,66.44,-36.9375,78.7,-54,3.9166680058,90.1562538147,"L4tg"
"207",0.0306227484,72.3096153846,0.2656862745,0.04176,147.187545896,0.0363216288,16.4000066316,-74.2206802368,13.8294194303,170.455,-51.28125,168.825,51.28125,70,168.465,-42.03125,216.825,-58.9375,4.2900422124,102.5625,"L4tg"
"209",0.0205717361,53.5075,0.26107956,0.028535,107.343748212,0.0506856926,10.3073840433,-70.3413925171,18.6889688361,100.7,-49.53125,99.3,42.3125038147,130,98.89,-39.5937538147,113.73,-53.0937538147,2.7883953929,91.8437538147,"L4tg"
"210",0.0733398426,95.125,0.2787744362,0.041875,168.43739152,0.0177898649,17.4383435205,-75.8291931152,10.5124835742,114.365,-50.875,112.53,39.1250038147,130,112.095,-36.4062538147,128.46,-54.6875038147,3.318061105,90.0000038147,"L4tg"
"211",0.0183919875,58.0516666667,0.1992141454,0.05784,230.044677854,0.0323442556,35.8412916819,-73.2083282471,17.2260342798,801.51,-48.5,798.78,37.5312538147,50,798.325,-36.1562538147,828.59,-55.90625,3.5222917945,86.0312538147,"L4tg"
"212",0.021988441,87.1515,0.1684659242,0.07715,131.406247616,0.0534133799,15.9289129016,-75.3521347046,11.474271814,311.955,-39,308.85,32.0312538147,110,308.305,-25.3750019073,351.18,-50.15625,2.5937766714,71.0312538147,"L4tg"
"213",0.0434096206,69.7430769231,0.218259542,0.040105,174.218848348,0.063827537,18.7334272774,-73.7013092041,14.3383407231,167.515,-48.5312538147,165.46,32,90,165.06,-35.25,196.96,-58.4375,2.9594710991,80.5312538147,"L4tg"
"214",1,144.6,0.1462121215,0.04535,171.562537551,0.0384177454,15.7470055984,-67.611000061,6.91562932227,67.14,-48.40625,64.265,30.2812519073,170,63.8,-36.90625,74.755,-51.375,3.0986918206,78.6875019073,"L4tg"
"215",1,72.635,0.0557142857,0.05712,96.093788743,0.0138095831,18.0701405821,-77.2543792725,13.7674674744,94.82,-48.7500038147,90.45,29.1250019073,270,89.965,-37.90625,106.19,-53.1562538147,4.4120144009,77.875005722,"L4tg"
"216",0.0085102866,109.7325,0.1625048468,0.0922,137.500077486,0.0892390981,21.5385469129,-75.5594406128,9.11307042125,367.94,-51.6250038147,365.38,41.3125,70,364.96,-44.3750038147,426.96,-62.2812538147,4.6748068812,92.9375038147,"L4tg"
"217",0.0108898145,87.28,0.1461491439,0.07182,133.593708277,0.0484857745,14.0267744418,-81.4397125244,11.4573785518,295.52,-49.1875038147,292.82,39.09375,90,292.3,-36.0937538147,330.88,-59.3125038147,3.3452267041,88.2812538147,"L4tg"
"218",0.0213311008,55.8575,0.1261904762,0.04898,162.968829274,0.0304045584,16.5834144453,-78.2592773438,17.9026988318,125.22,-46.09375,123.16,39.5937538147,90,122.74,-35.875,136.72,-51.0625038147,3.5417232805,85.6875038147,"L4tg"
"219",1,61.145,0.0877221248,0.028495,121.63464725,0.0059941025,25.790011613,-68.0202865601,16.3545670128,69.335,-48.5312538147,66.18,23.5000019073,200,65.565,-36.59375,82.57,-52.5312538147,2.4462161428,72.031255722,"L5tg"
"220",1,315.8,0.2418936446,0.139925,214.999929071,0.1055687144,28.2906596791,-68.580871582,3.16656111463,214.845,-49.8125038147,212.6,45.5937538147,40,212.13,-41.0312538147,273.445,-57.7812538147,3.8059332009,95.4062576294,"L5tg"
"221",0.0399574818,103.737777778,0.1358940397,0.05102,184.843823314,0.1374426186,22.9521681877,-76.536239624,9.6396898162,159.24,-52.4687538147,156.66,37.875,70,156.22,-41.46875,201.68,-63.3125,4.0391183387,90.3437538147,"L5tg"
"222",0.1505945359,121.0825,0.1151419558,0.028715,197.187453508,0.0051550046,29.7304313784,-57.1328697205,8.25883178824,65.42,-44.5,60.925,36.6875,90,60.455,-32.375,79.12,-49.59375,3.7091375648,81.1875,"L5tg"
"223",0.0868781787,101.536111111,0.1365522202,0.05453,118.080377579,0.0944587663,16.1776718329,-68.4131774902,9.84871282795,255.455,-44.96875,253.605,30.8125019073,50,253.13,-40.8125038147,423.175,-56.3437538147,2.9693590104,75.7812519073,"L5tg"
"224",0.0200593683,61.381,0.1996212208,0.044355,178.28117311,0.0534816235,18.6733564981,-79.4305877686,16.2916863525,98.42,-48.34375,95.56,33.8125,90,95.1,-34.9687538147,119.46,-54.40625,3.3345517426,82.15625,"L5tg"
"225",0.0763599331,116.445,0.1541666753,0.047445,136.87504828,0.2040595114,18.6989093448,-68.0052108765,8.58774528747,119.98,-46.6250038147,117.32,38.1562538147,70,116.845,-43.7500038147,192.86,-56.78125,3.8862715922,84.7812576294,"L5tg"
"226",1,49.28,0.0707386364,0.03072,220.156252384,0.1936496496,24.715286411,-75.2548217773,20.2922077922,67.56,-48.5,65.86,36.1562538147,70,65.42,-40.9687538147,97.84,-56.2187538147,2.8178060899,84.6562538147,"L5tg"
"227",0.0543448402,77.4791666667,0.1738764199,0.048245,121.562540531,0.1921915859,17.6999565475,-70.8589324951,12.9066953482,155.68,-46.5625038147,153.84,44.1875,120.000007629,153.435,-43,206.765,-57.0000038147,3.7168961468,90.7500038147,"L5tg"
"229",0.0187310267,49.4557894737,0.2459748145,0.03755,195.937529206,0.0292322263,21.92828359,-78.8551330566,20.2200796033,399.255,-54.3125,397.325,39.625,50,396.83,-41.5000038147,440.715,-61.1875038147,3.3482350151,93.9375,"L5tg"
"230",0.1864363974,133.743333333,0.1182619205,0.04158,154.218822718,0.1746139079,22.5543011985,-66.1993484497,7.47700819979,96.105,-42.0937538147,94.44,37.8125,70,94.035,-40.1562538147,96.235,-42.28125,3.345482063,79.9062538147,"L5tg"
"231",0.015226471,85.318,0.1594293135,0.06217,91.2500023842,0.0420052446,14.5823818029,-78.7921066284,11.7208560913,191.19,-43.1250038147,187.475,35.6875038147,209.999984741,187.025,-39.71875,232.915,-52.5312538147,3.9278155439,78.8125076294,"L5tg"
"232",0.0145937569,63.3460714286,0.1823616584,0.06211,210.624992847,0.2835232019,25.0833391584,-68.5026245117,15.7862986204,482.145,-48.96875,479.03,36.0625,59.9999961853,478.4,-38.5625038147,529.615,-54.71875,3.3291524076,85.03125,"L5tg"
"235",1,47.555,0.0405063291,0.03439,234.687611461,0.0607179217,23.6110219254,-76.8264770508,21.0282830407,60.785,-47.6562538147,58.795,29.8437519073,150,58.335,-32.84375,78.805,-51.0312538147,2.2906380048,77.500005722,"L5tg"
"236",0.0171561136,53.4020588235,0.2444881979,0.035225,144.062504172,0.2682667673,15.339010287,-68.8367080688,18.7258697891,754.925,-49.0312538147,753.02,44.6250038147,80,752.59,-40.28125,807.815,-56.0625,3.4879629387,93.6562576294,"L5tg"
"237",0.0522637766,124.382142857,0.0959208319,0.06746,96.4062511921,0.1284628212,15.7911016595,-77.0904159546,8.03973928274,199.805,-45.6875,197.015,42.90625,200,196.545,-36.75,255.02,-55.8750038147,3.5949752774,88.59375,"L5tg"
"239",1,1000,0.044884492,0.043565,335.937708616,0.0485723428,23.5713573041,-65.9088363647,1,66.56,-46.7812538147,64.235,29.1875,110,63.645,-34.15625,103.645,-50.8125,2.3932422179,75.9687538147,"L5tg"
"241",0.0629883953,84.175,0.1113235431,0.04478,150.468751788,0.0196336731,17.2733130739,-75.2881317139,11.88001188,130.56,-47.53125,127.72,38.4062538147,130,127.3,-33.8437538147,145.7,-54.875,3.8019869287,85.9375038147,"L5tg"
"242",0.0147999528,92.074,0.1776712329,0.04876,164.062529802,0.2195701003,18.35345851,-69.3629837036,10.8608293329,161.16,-45.8437538147,158.5,45.5625038147,70,158.08,-38.0937538147,217.08,-57.2812538147,4.0599946004,91.4062576294,"L5tg"
"243",0.0774982509,168.123,0.12,0.0984,118.75037849,0.0723411068,27.556439425,-71.7197418213,5.94802614752,259.825,-43.40625,254.59,21.5625019073,110,253.94,-34.59375,306.94,-51.53125,4.5132629741,64.9687519073,"L5tg"
"245",0.0185935976,56.9271875,0.2557692461,0.032505,251.874893904,0.15363805,27.4752091503,-69.9340515137,17.5662990553,132.5,-51.0312538147,130.855,28.1250019073,60.0000038147,130.305,-43.2812538147,160.56,-54.5000038147,2.3829065111,79.156255722,"L5tg"
"246",0.1238071413,125.053333333,0.0793956035,0.069145,102.656133473,0.0125178266,25.7608101089,-66.1836395264,7.9965881224,140.29,-48.2812538147,134.83,32.9062538147,190,134.285,-35.5,163.625,-53.53125,3.2249206239,81.1875076294,"L5tg"
"248",0.0085722064,59.995,0.206250011,0.03832,128.78613174,0.1035796404,15.289644046,-74.2342147827,16.6680556713,105.92,-50.4687538147,104.08,36.75,110,103.64,-41.09375,144.58,-59.1250038147,2.9557570022,87.2187538147,"L5tg"
"249",0.0144138954,61.5,0.2148452758,0.03966,216.562509537,0.0540811755,23.608140987,-71.4015350342,16.2601626016,83.4,-50.34375,79.5,40.6562538147,110,79.02,-36.5625038147,93.56,-54.875,4.2403849425,91.0000038147,"L5tg"
"250",1,1000,0.0421568659,0.045045,323.281377554,0.0213349648,35.0726067065,-71.5274658203,1,94.04,-42,91.485,31.3750019073,110,90.975,-27.6562519073,124.405,-50.15625,2.5879497122,73.3750019073,"L5tg"
"251",0.0688026187,67.251,0.1028761047,0.040295,167.96875,0.094158262,19.1808253576,-77.261932373,14.8696673655,66.995,-45.8437538147,63.635,31.6250019073,190,63.13,-32.28125,78.44,-48.7500038147,2.8758943752,77.468755722,"L5tg"
"252",1,56.77,0.027665705,0.047385,122.812658548,0.1129248142,18.9229147209,-77.0024642944,17.614937467,90.005,-44.1875,86.145,31.0937519073,170,85.56,-30.8125019073,128.005,-50,2.46979509,75.2812519073,"L5tg"
"254",0.0296417935,62.0183333333,0.2523109244,0.029715,144.687533379,0.0101551265,16.5931222158,-61.4261207581,16.1242643304,81.605,-49,79.09,35.8437538147,70,78.585,-34.6875,92.695,-53.28125,3.0914355399,84.8437538147,"L5tg"
"256",0.01582228,93.5061111111,0.1284237726,0.07467,131.093755364,0.0597853959,24.7628804764,-77.7642974854,10.6944881796,229.365,-52.6562538147,225.28,39.3437538147,90,224.83,-38.78125,271.675,-62.34375,4.4080738425,92.0000076294,"L5tg"
"257",0.0088135924,76.3745454545,0.1902654834,0.0713,200.156211853,0.0591901094,28.8503721705,-72.7270736694,13.0933676142,493.56,-47.4062538147,490.04,35.4687538147,50,489.54,-37,531.74,-58.4062538147,3.2895535054,82.8750076294,"L5tg"
"259",0.0979197865,67.1592857143,0.0200000078,0.01965,151.56249702,0.0824915841,17.3521689109,-71.3918457031,14.8899737298,38.58,-48.25,35.9,35.40625,190,35.44,-38.78125,47.87,-50.5937538147,3.6613683215,83.65625,"L5tg"
"260",0.1039141876,153.395,0.0683593822,0.081125,125.937506556,0.057324186,20.8820934116,-78.1010055542,6.51911731152,150.49,-45,146.895,36.0000038147,150,146.425,-35.8437538147,191.19,-54.6875038147,3.9522051522,81.0000038147,"L5tg"
"261",0.0295945765,73.8929166667,0.1988903278,0.029175,97.187384963,0.1956605017,12.3553537849,-70.7032394409,13.5330968801,68.555,-46,66.54,34,140,66.055,-39.7500038147,107.3,-56,3.1639686278,80,"L5tg"
"262",0.0269525533,81.8859090909,0.1800233645,0.075775,159.531250596,0.0344274789,25.1125429018,-79.6815643311,12.2121133062,528.23,-51.03125,523.555,33.875,50,522.99,-35.96875,578.325,-60.4375,4.0843144473,84.90625,"L5tg"
"263",0.0223981015,85.0245454545,0.1029761956,0.058865,139.687538147,0.029876072,27.6047277572,-63.8380661011,11.7613095684,116.185,-48.875,111.975,31.6875019073,130,111.395,-38.28125,128.295,-52.15625,3.987668409,80.5625019073,"L5tg"
"264",0.1134402018,86.349,0.2060606316,0.050605,146.406248212,0.0493269563,23.2283383879,-77.6622772217,11.5809100279,143.575,-43.8125038147,141.86,46.90625,110,141.445,-37.71875,188.845,-51.375,3.6176181454,90.7187538147,"L5tg"
"265",0.0168667895,61.2356666667,0.1547618982,0.04051,93.75,0.1759252697,16.2139673128,-76.0012969971,16.3303521368,72.845,-47.3437538147,71.085,40.0000038147,170,70.685,-42.0000038147,106.075,-54,3.2465301047,87.3437576294,"L5tg"
"267",0.1739393312,82.904,0.1225368732,0.0343,267.968744039,0.1054822654,34.1245300885,-80.1675643921,12.0621441667,123.58,-48.1562538147,120.9,33.59375,70,120.32,-35.03125,157.94,-57.03125,2.7717877043,81.7500038147,"L5tg"
"268",0.0929322943,101.343333333,0.1547619048,0.04745,215.624928474,0.0188374985,31.5536223492,-71.1050338745,9.86744729139,131.05,-49.7187538147,128.27,33.5625,90,127.83,-36.5,151.2,-54.40625,3.387519999,83.2812538147,"L5tg"
"269",0.2798290598,87.75,0.0444444403,0.05044,141.562610865,0.0726919919,18.7788583406,-76.4054412842,11.396011396,105.385,-44.5625038147,101.465,36.1562538147,190,101.02,-32.0312538147,130.58,-51.53125,3.4473208755,80.7187576294,"L5tg"
