"","fast_trough_t_short_square","fast_trough_v_short_square","peak_t_short_square","peak_v_short_square","threshold_i_short_square","threshold_t_short_square","threshold_v_short_square","trough_t_short_square","trough_v_short_square","upstroke_downstroke_ratio_short_square","height_short","binary_neuron"
"240",4.9791667,-47.5260429382,3.435,35.5677108765,989.999938965,3.0466667,-42.9062519073,559.935,-77.8750025431,3.3109276703,83.0937538147,"Excitatory"
"241",4.265,-61.2968788147,3.465,21.1875009537,290,3.185,-42.4218759537,362.515,-70.476568222,1.6742627065,82.4843797684,"Inhibitory"
"242",4.575,-50.796877861,3.06,36.8203144073,450,2.64,-46.960940361,550.485,-71.1718788147,3.4686904497,87.6171922683,"Inhibitory"
"243",4.125,-60.53125,3.135,34.625,430,2.795,-44.625,646,-67.625,1.9587731204,95.15625,"Inhibitory"
"244",5.344,-51.4375022888,3.356,46.4687538147,949.999938965,2.98,-47.9625007629,565.836,-74.9875030518,4.327547015,97.9062561035,"Excitatory"
"245",6.05,-52.7062522888,3.487,33.1375007629,208,3.063,-38.7000007629,72.234,-65.66875,3.3868766248,85.8437530517,"Excitatory"
"246",4.48875,-64.187502861,3.3875,23.1015634537,430.000030518,3.05375,-49.117190361,390.12625,-77.0156326294,1.8291749198,87.2890663147,"Inhibitory"
"248",3.797,-65.9625,3.285,32.2875007629,112,3.042,-45.2687515259,254.855,-73.9187515259,1.22354413,98.2500007629,"Inhibitory"
"249",4.328,-62.2250015259,3.341,17.5125007629,469.999969482,3.003,-44.2812507629,612.336,-73.2062545776,1.4542168111,79.7375022888,"Inhibitory"
"250",5.9325,-59.0156269073,3.5225,24.8046884537,760,3.13,-38.8593759537,224.17375,-77.5078125,2.3843709168,83.820315361,"Excitatory"
"253",5.602,-55.6937515259,3.464,33.7687507629,360,3.116,-43.2000015259,537.804,-73.2562530518,3.052616507,89.4625022888,"Inhibitory"
"255",8.772,-59.1562530518,3.58,30.4062519073,1220,3.123,-50.2687530518,429.385,-78.2750015259,4.4389401827,89.5625049591,"Excitatory"
"256",4.8425,-56.8593769073,3.3875,35.4375019073,350,2.9775,-48.3593769073,929.9175,-69.9062538147,2.8866537996,92.2968788146,"Excitatory"
"257",4.8666667,-51.6718775431,3.35,45.8958346049,850,3.02,-46.5729192098,567.54,-81.8697967529,4.3004140358,97.567712148,"Excitatory"
"258",5.12,-54.3984394073,3.475,35.2343769073,810,3.085,-50.101565361,225.045,-75.007818222,3.1756041249,89.6328163146,"Excitatory"
"259",7.3366667,-60.0364615122,3.4333333,29.8125009537,750,3.0666667,-41.8333346049,354.46,-76.6562525431,2.5753322441,89.8489624659,"Inhibitory"
"262",6.9266667,-56.3281275431,3.4833333,24.5104179382,770,3.0833333,-36.6562519073,501.1333333,-77.2604230245,2.3833058721,80.8385454813,"Inhibitory"
"263",5.3033333,-53.1822929382,3.4616667,44.7656262716,650,3.1108333,-46.1458333333,432.7333333,-73.8958346049,4.4205262197,97.9479192098,"Excitatory"
"264",5.479,-54.9687515259,2.873,43.5937515259,680,2.551,-49.7437530518,776.269,-77.9875045776,5.2284780196,98.5625030518,"Excitatory"
"265",4.668,-55.6750022888,3.388,32.7000007629,390,3.08,-42.1687522888,32.46,-70.3875030518,2.5683675962,88.3750030517,"Inhibitory"
"266",5.9,-55.1718769073,3.505,43.4765644073,680,3.09,-46.1562519073,553.485,-72.101568222,4.1312349352,98.6484413146,"Excitatory"
"267",4.8825,-52.46875,3.42,40.8125,890,3.0541667,-50.2864596049,589.0766667,-82.3072942098,3.4469744644,93.28125,"Excitatory"
"268",4.12875,-61.429690361,3.35,4.7031251192,390,3.11875,-41.882815361,629.48875,-70.0000019073,1.3103090584,66.1328154802,"Inhibitory"
"269",4.045,-62.2109413147,3.345,21.0937504768,0,3.08875,-42.1250009537,346.84125,-78.9609375,1.3514324229,83.3046917915,"Inhibitory"
"270",5.561,-52.4875022888,3.59,33.3000007629,770,3.101,-49.6375030518,88.791,-79.1250045776,2.6259948464,85.7875030517,"Excitatory"
"272",5.631,-51.1312507629,3.497,33.4750007629,790,3.054,-38.7062507629,729.405,-74.9062561035,3.1928307839,84.6062515258,"Excitatory"
"273",4.668,-50.7500022888,3.317,48.9562515259,750,3.01,-49.19375,398.655,-79.0000030518,4.2541368565,99.7062538147,"Excitatory"
"274",4.527,-66.0750015259,3.303,29.6875,400,2.957,-41.79375,336.476,-75.8125015259,1.8010997643,95.7625015259,"Inhibitory"
"275",5.385,-49.5937519073,3.4475,31.2187519073,860.000061035,3.055,-42.59375,611.9925,-74.8593826294,3.2526835775,80.8125038146,"Excitatory"
"276",5.028,-56.0875038147,3.276,45.6437515259,370,2.86,-46.3875007629,62.14,-63.9625030518,3.0954155647,101.731255341,"Excitatory"
"277",5.207,-57.6187522888,3.241,21.0437503815,312,2.816,-36.0937515259,46.175,-61.0812507629,2.2982044247,78.6625026703,"Inhibitory"
"279",4.386,-55.4687515259,3.112,19.6562511444,600,2.723,-36.8437522888,622.853,-67.3125045776,1.747028077,75.1250026703,"Inhibitory"
"280",3.65,-65.3187530518,3.18,21.5875003815,570,2.973,-46.2187515259,632.679,-74.0625,1.2151845334,86.9062534333,"Inhibitory"
"281",4.332,-56.4375022888,3.336,41.6750007629,499.999969482,3.008,-45.3687515259,586.36,-71.5125045776,2.8815340149,98.1125030517,"Inhibitory"
"283",5.115,-49.0208352407,3.4791667,30.3541682561,790,3.0808333,-41.0885423024,723.3808333,-73.3072942098,2.5678839432,79.3750034968,"Excitatory"
"284",4.8683333,-47.1979204814,3.465,31.0312512716,1050,3.1216667,-35.4791692098,468.845,-76.9895858765,2.8014473212,78.229171753,"Excitatory"
"285",4.87,-52.5234394073,3.57,21.4296889305,230,3.21875,-39.8125009537,520.01375,-63.679690361,2.3201498741,73.9531283378,"Inhibitory"
"287",4.292,-56.8375022888,3.364,16.3187517166,600,3.084,-45.0625030518,571.08,-73.8437515259,1.6573357391,73.1562540054,"Excitatory"
"290",4.904,-52.8312522888,3.148,47.1812522888,800,2.788,-48.15,266.644,-73.7937515259,3.8722161102,100.012504578,"Excitatory"
"291",3.91375,-59.7500038147,3.22625,34.320315361,419.999969482,2.9325,-42.0625009537,219.08375,-70.0546951294,1.4283511002,94.0703191757,"Inhibitory"
"293",4.517,-59.0937507629,3.631,40.3625007629,340,3.288,-48.5062538147,697.196,-74.15,2.1209102208,99.4562515258,"Inhibitory"
"294",5.545,-57.5729179382,3.5066667,30.1354166667,0,3.0783333,-42.6979179382,479.82,-76.9270909627,2.8102099039,87.7083346049,"Excitatory"
"295",5.27875,-51.4375019073,3.41125,42.6562519073,960.000061035,3.04625,-46.15625,317.08375,-77.8359375,3.3559129446,94.0937538146,"Excitatory"
"296",5.43,-60.2812538147,3.44,29.9843759537,320,3.1,-46.1875038147,463.35,-74.296875,2.980521937,90.2656297684,"Inhibitory"
"297",4.61,-50.7937515259,3.346,48.8500022888,880,3.045,-44.1312515259,732.269,-78.3312545776,3.3505486959,99.6437538147,"Excitatory"
"298",5.31,-53.5750030518,3.494,43.9000022888,560,3.132,-48.7187515259,328.882,-69.2812515259,4.0738187974,97.4750053406,"Excitatory"
"299",4.796,-52.2750015259,3.356,32.0875011444,440,2.989,-47.0937522888,720.169,-74.8562545776,3.0884879472,84.3625026703,"Excitatory"
"300",5.258,-49.2250022888,3.49,40.7812507629,1100,3.063,-48.9250022888,339.876,-77.7687545776,3.0502340375,90.0062530517,"Excitatory"
"301",4.625,-58.0375022888,3.568,28.1875003815,469.999969482,3.17,-46.7250007629,619.1,-65.1875,1.7755238402,86.2250026703,"Inhibitory"
"302",4.96,-57.3750019073,3.84,27.3906259537,200,3.41,-47.140625,449.9,-61.3593769073,1.9287412534,84.765627861,"Inhibitory"
"303",5.1175,-50,3.525,35.7968769073,0,3.13,-42.0156288147,707.3975,-78.453125,3.0631381728,85.7968769073,"Excitatory"
"304",5.43,-51.9270865122,3.58,39.9427102407,850,3.11,-44.1145846049,738.29,-77.0104204814,3.0714128111,91.8697967529,"Inhibitory"
"306",4.88125,-53.570315361,3.4075,29.7031264305,509.999969482,3.10625,-40.3906259537,223.85125,-73.5781269073,2.8573581664,83.2734417915,"Inhibitory"
"307",5.7933333,-55.2083358765,3.5833333,35.6562512716,900,3.1133333,-40.2656275431,245.3666667,-78.1562525431,3.0053163542,90.8645871481,"Excitatory"
"308",5.42,-52.6250030518,3.54,42.5812530518,600,3.092,-47.6375022888,381.14,-76.0687561035,3.1644086346,95.2062561036,"Excitatory"
"309",4.9125,-49.703125,3.3575,32.6875019073,770,2.96,-45.4531269073,686.205,-78.6718788147,3.0547821769,82.3906269073,"Excitatory"
"310",5.865,-51.9479198456,3.4983333,40.4739608765,1120,3.0425,-46.8489596049,624.205,-82.4791704814,4.1697917707,92.4218807221,"Excitatory"
"311",5.54,-50.9062519073,3.7,33.34375,660,3.285,-41.9375,747.6375,-73.28125,3.1182982086,84.2500019073,"Excitatory"
"312",4.48625,-50.5546894073,3.155,36.3437509537,300,2.85375,-41.9453134537,649.525,-69.8125019073,2.8947141601,86.898440361,"Excitatory"
"313",5.415,-62.9375,3.645,5.375,0,3.355,-44.9375038147,929.235,-76.96875,1.6523301883,68.3125,"Inhibitory"
"314",4.539,-58.5750022888,3.361,29.2437515259,730,3.068,-44.4187530518,297.778,-74.2937545776,2.2473212048,87.8187538147,"Inhibitory"
"315",5.4008333,-53.3333352407,3.4875,42.7031256358,380,3.1175,-46.8697923024,263.9791667,-62.140625,3.9288939487,96.0364608765,"Excitatory"
"316",4.19625,-53.093752861,3.09875,39.1640644073,680,2.7925,-47.1015644073,524.5525,-75.40625,3.4565230896,92.2578172683,"Excitatory"
"317",4.645,-51.8671913147,3.39,43.3359375,670,3.0875,-45.2968759537,744.76875,-82.0312538147,3.4504710406,95.2031288147,"Excitatory"
"318",4.535,-61.0104204814,3.295,6.3125001589,213.333333333,3.08,-45.7083346049,354.6816667,-71,1.4009520607,67.3229206403,"Inhibitory"
"319",5.436,-53.0812515259,3.546,37.6250030518,1410,3.088,-57.1187522888,72.129,-81.1375015259,3.4331320314,90.7062545777,"Excitatory"
"325",8.951,-68.7312515259,3.318,22.7000003815,1140,2.966,-45.0812507629,380.833,-81.6125015259,2.1202070549,91.4312519074,"Inhibitory"
"326",10.105,-60.2500006358,3.38,31.9062503179,616.666666667,2.9191667,-34.9479179382,364.9883333,-76.1510442098,3.5981387078,92.1562509537,"Excitatory"
"327",4.6,-63.8437515259,3.416,12.8000003815,0,3.118,-46.8187515259,244.444,-80.9812515259,1.4204635159,76.6437519074,"Inhibitory"
"329",6.7383333,-55.2291679382,3.4266667,42.9791679382,1300,3.0166667,-46.8333333333,382.735,-78.40625,4.4658753786,98.2083358764,"Excitatory"
"330",4.659,-61.9687530518,3.472,36.2562515259,0,3.097,-43.3250015259,520.459,-73.6375030518,2.1384345354,98.2250045777,"Inhibitory"
"331",4.39,-63.2812538147,3.775,33.90625,0,3.495,-56,875.235,-76.375,1.5111116856,97.1875038147,"Inhibitory"
"332",4.004,-66.00625,3.42,29.1500007629,0,3.124,-52.4062538147,535.728,-81.5937530518,1.2821422778,95.1562507629,"Inhibitory"
"333",4.691,-48.2250030518,3.379,39.0437522888,670,3.029,-45.3250030518,601.794,-78.2437561035,3.4080740251,87.2687553406,"Excitatory"
"334",7.2133333,-53.9375025431,3.4066667,29.6354173024,800,2.8866667,-43.3125025431,83.6933333,-68.2291717529,3.774782498,83.5729198455,"Excitatory"
"335",4.2766667,-56.0520852407,3.3233333,31.7500012716,410,3.0441667,-48.9531275431,537.9033333,-72.2447967529,2.5279192467,87.8020865123,"Inhibitory"
"336",5.268,-53.3625022888,3.424,35.6687507629,640,3.016,-45.7875007629,696.044,-73.5250015259,3.3705647739,89.0312530517,"Excitatory"
"338",4.965,-50.7375022888,3.174,47.2187522888,880,2.849,-46.3250030518,399.96,-73.1125045776,4.4803841745,97.9562545776,"Excitatory"
"339",4.2058333,-58.2500006358,3.3416667,16.1041668256,71.6666666667,3.0633333,-39.7760423024,342.4291667,-71.3541704814,1.4674426312,74.3541674614,"Inhibitory"
"341",5.4483333,-50.5208333333,3.4416667,45.2083346049,1090,3.0533333,-47.4895846049,532.925,-77.1875025431,4.0465399845,95.7291679382,"Excitatory"
"342",4.2778571,-62.7678587777,3.32,38.6205368042,450,2.9385714,-44.7678576878,348.3335714,-64.4464285714,1.8994222723,101.388395582,"Inhibitory"
"343",5.204,-56.4062538147,3.532,38.1250015259,249.999984741,3.14,-48.3062515259,603.268,-70.89375,3.103612626,94.5312553406,"Inhibitory"
"344",5.1433333,-52.7500012716,3.5216667,47.5,0,3.1716667,-44.5208333333,489.0283333,-73.2708333333,4.0018445537,100.250001272,"Excitatory"
"345",5.3316667,-51.6666698456,3.2941667,50.3697942098,419.999969482,2.9666667,-43.7291679382,692.6191667,-69.9062525431,4.5598996199,102.036464055,"Excitatory"
"346",6.055,-49.539065361,3.51125,41.0625038147,1320,3.0975,-48.085940361,549.38,-78.8906269073,4.0183786943,90.6015691757,"Excitatory"
"347",4.427,-58.7312515259,3.353,16.6125011444,560,3.056,-42.4562530518,609.64,-74.5687545776,1.6967333406,75.3437526703,"Inhibitory"
"348",3.969,-65.5062545776,3.333,26.6750015259,880,3.065,-48.7375022888,635.788,-82.0562530518,1.3162588242,92.1812561035,"Inhibitory"
"349",4.964,-53.8875022888,3.276,29.5562511444,320,2.908,-46.8312515259,347.728,-72.3312545776,3.3139818348,83.4437534332,"Inhibitory"
"350",4.841,-50.09375,3.453,40.3437507629,0,3.087,-43.1125007629,820.658,-76.4312545776,3.6811218945,90.4375007629,"Excitatory"
"351",4.6233333,-61.5416692098,3.3166667,32.6250025431,279.999979655,2.955,-41.6354192098,565.8733333,-68.1041692098,2.3563466262,94.1666717529,"Inhibitory"
"352",6.075,-51.8593788147,3.6,45.679690361,1170,3.205,-48.1250009537,321.195,-73.0000038147,4.7504634714,97.5390691757,"Inhibitory"
"353",5.355,-54.2008961269,3.5135714,43.763395037,930,3.0471429,-47.2723246983,354.9521429,-78.0401796613,2.5258623559,97.9642911639,"Excitatory"
"354",5.077,-51.7937522888,3.43,34.3375015259,870,3.042,-48.0312530518,71.027,-71.4875061035,3.394701058,86.1312538147,"Excitatory"
"357",4.1266667,-61.9635454814,3.3333333,29.4895846049,310,3.0266667,-43.7500025431,158.1433333,-63.8125025431,1.6137147859,91.4531300863,"Inhibitory"
"359",6.641,-53.075,3.597,35.2437530518,0,3.116,-45.1875,714.425,-80.3875045776,4.2616668776,88.3187530518,"Excitatory"
"360",5.276,-50.5625007629,3.423,45.3250022888,180,3.051,-48.9062522888,662.619,-77.7750015259,3.8926625282,95.8875030517,"Excitatory"
"361",4.97,-56.6640644073,3.51,35.6875009537,820,3.12,-45.9218759537,512.335,-75.2265663147,2.8108172521,92.351565361,"Inhibitory"
"362",6.11125,-63.6484394073,4.2175,18.7890634537,0,3.6025,-52.2109384537,6.3125,-63.820318222,2.1207018955,82.437502861,"Inhibitory"
"363",4.6166667,-62.6979198456,3.5066667,38.213543574,700,3.0833333,-45.4062519073,477.8133333,-72.8750038147,2.0688658956,100.91146342,"Inhibitory"
"365",4.246,-54.2250015259,2.987,30.9687515259,260,2.671,-45.3375022888,831.05,-73.0500015259,2.7905485666,85.1937530518,"Inhibitory"
"366",4.85,-46.7968769073,3.4125,47.9609394073,230,3.0375,-45.8281288147,620.56,-77.9296913147,3.7732565057,94.7578163146,"Excitatory"
"367",4.95,-49.2437515259,3.29,40.4375030518,1500,2.989,-51.7312522888,58.412,-74.5062576294,4.2903579616,89.6812545777,"Excitatory"
"368",4.89125,-53.0312519073,3.29875,46.1796894073,192.5,3.03,-44.5937509537,610.81625,-76.1953201294,3.6047422865,99.2109413146,"Excitatory"
"369",4.292,-60.1687522888,3.396,29.5937515259,509.999969482,3.04,-44.2750022888,771.876,-75.3562530518,1.5779364428,89.7625038147,"Inhibitory"
"370",4.09,-65.109375,3.3625,24.6093759537,0,3.0675,-48.140625,670.0275,-72.1406288147,1.4172285836,89.7187509537,"Inhibitory"
"371",5.457,-53.8125007629,3.375,42.3687522888,979.999938965,3.003,-47.51875,806.025,-84.0875,4.9190023956,96.1812530517,"Excitatory"
"372",4.926,-51.2125030518,3.463,38.3062515259,240,3.088,-50.7187522888,200.258,-76.9750030518,3.1197225059,89.5187545777,"Excitatory"
"373",5.94,-55.2291679382,3.6133333,44.7708358765,0,3.2333333,-47.375,760.8866667,-71.8750025431,4.4101602053,100.000003815,"Excitatory"
"375",5.631,-48.6312507629,3.339,57.5187538147,889.999938965,2.999,-45.2500022888,510.126,-76.6812561035,5.3861239527,106.150004578,"Excitatory"
"377",4.558,-70.9125015259,3.535,21.3437503815,390,3.174,-49.5312515259,4.678,-71.06875,1.5139737471,92.2562519074,"Inhibitory"
"378",9.34,-61.4062522888,3.323,22.3250007629,820,3.005,-33.4250015259,229.051,-72.1125,2.2963894666,83.7312530517,"Inhibitory"
"380",5.6175,-53.445315361,3.55125,20.625,0,3.13875,-38.2734394073,614.0775,-82.1562519073,2.6030053927,74.070315361,"Excitatory"
"381",5.088,-52.0062530518,3.352,38.4875030518,528,2.932,-48.0312522888,802.308,-78.8687530518,3.9297544236,90.4937561036,"Excitatory"
"384",5.305,-51.304690361,3.535,34.3359384537,830,3.085,-43.6171894073,663.8,-80.3046894073,2.8870800679,85.6406288147,"Excitatory"
"385",5.14125,-50.2734413147,3.455,45.7656269073,0,3.09625,-47.437502861,461.115,-74.1328163147,3.6502053692,96.039068222,"Excitatory"
"386",4.598,-57.6562522888,3.549,26.1375007629,0,3.245,-44.5250022888,446.261,-71.2,2.2616733072,83.7937530517,"Inhibitory"
"389",5.9825,-54.679690361,3.52625,44.4765634537,580,3.0975,-47.125002861,335.28875,-78.171880722,4.6561826206,99.1562538147,"Excitatory"
"390",5.665,-59.1197942098,3.4883333,36.6145852407,790,3.0575,-51.9583352407,76.0833333,-80.1927108765,2.6904092583,95.7343794505,"Excitatory"
"391",5.053,-52.5125022888,3.388,37.0375015259,280,3.024,-47.15625,298.017,-72.9125,3.5388304498,89.5500038147,"Excitatory"
"393",5.181,-50.1812522888,3.365,40.8437515259,969.999938965,3.009,-46.7375007629,254.756,-77.1437530518,3.5331743886,91.0250038147,"Excitatory"
"395",4.867,-52.4500030518,3.203,39.2937515259,450,2.87,-44.7375022888,413.395,-69.2687545776,3.5496313416,91.7437545777,"Excitatory"
"396",4.648,-52.7062522888,3.364,40.0437522888,520,3.04,-39.5812522888,315.744,-73.0187545776,2.7321231042,92.7500045776,"Inhibitory"
"398",5.817,-53.3250015259,3.332,33.5375026703,939.999938965,2.963,-46.5312530518,308.661,-75.1312545776,4.0605120572,86.8625041962,"Excitatory"
"399",4.683,-52.7375030518,3.213,48.8750030518,251.99998169,2.883,-44.1812515259,538.2,-65.2875030518,3.5349805952,101.612506104,"Excitatory"
"400",5.042,-53.2437530518,3.263,42.6875030518,509.999969482,2.914,-46.8125,660.027,-78.4312530518,4.0544127095,95.9312561036,"Excitatory"
"401",4.91,-53.0195336342,3.1325,26.8320317268,270,2.7975,-39.0742211342,136.7375,-60.3125033379,2.7778974112,79.851565361,"Inhibitory"
"402",4.497,-64.3000015259,3.462,38.7187507629,509.999969482,3.099,-40.2062507629,612.856,-67.9812515259,1.8245463506,103.018752289,"Inhibitory"
"404",3.9566667,-64.4843788147,3.3583333,21.5625009537,489.999969482,3.085,-49.0989589691,458.32,-71.6302108765,1.1795685443,86.0468797684,"Inhibitory"
"405",5.558,-52.2375030518,3.384,39.1875022888,889.999938965,2.993,-47.2062530518,521.413,-76.9250015259,4.3392256881,91.4250053406,"Excitatory"
"406",5.295,-50.0781288147,3.59,20.8437509537,0,3.15,-41.078125,793.1075,-75.9843788147,2.4322933087,70.9218797684,"Excitatory"
"407",3.8625,-70.3750038147,3.2891667,28.0937512716,244.999984741,3.0025,-51.3593781789,376.4633333,-80.2447916667,1.1844417937,98.4687550863,"Inhibitory"
"408",4.12125,-59.000002861,3.3275,12.5078132153,205,3.0425,-45.2343759537,504.4125,-66.7265663147,1.4510003579,71.5078160763,"Inhibitory"
"409",6.295,-51.5937538147,3.81,19.9062509537,509.999969482,3.205,-41.9375019073,165.775,-76,2.6681549067,71.5000047684,"Excitatory"
"410",6.02,-51.0156288147,3.75,33.7187519073,320,3.3,-44.421875,366.8,-71.1093826294,3.3456636287,84.734380722,"Inhibitory"
"411",4.37,-54.7187530518,3.362,44.5500007629,310,3.093,-47.0250030518,822.841,-73.89375,3.085624335,99.2687538147,"Inhibitory"
"412",7.352,-51.6187507629,3.456,43.0937530518,1550,2.988,-49.4687530518,644.192,-79.0000030518,5.0621338223,94.7125038147,"Excitatory"
"413",4.3433333,-62.8125,3.3816667,14.8125,0,3.0916667,-46.0104179382,303.8366667,-80.5416666667,1.5761207328,77.625,"Inhibitory"
"414",4.9533333,-52.6250038147,3.2466667,41.8958358765,870,2.8866667,-47.052087148,666.0533333,-76.0833384196,4.0915118469,94.5208396912,"Excitatory"
"416",4.755,-62.656252861,3.505,32.9921894073,720,3.085,-50.312502861,449.47,-78.0781288147,2.2031675222,95.6484422683,"Inhibitory"
"417",5.755,-49.937502861,3.525,40.8593769073,1410,3.05,-45.789065361,588.95,-84.7968769073,3.7607123428,90.7968797683,"Excitatory"
"418",4.417,-47.0625022888,3.263,35.7187530518,850,2.96,-43.7000022888,569.736,-77.7750015259,2.8013427417,82.7812553406,"Excitatory"
"420",5.7775,-52.4062519073,3.5125,41.3906269073,1040,3.12875,-45.4453144073,75.67875,-69.2109394073,3.7658740627,93.7968788146,"Excitatory"
"421",5.438,-49.5562522888,3.604,23.9500007629,1280,3.161,-46.1750015259,612.421,-74.5125,3.0024571878,73.5062530517,"Excitatory"
"422",4.856,-55.5937515259,3.492,39.8375038147,460,3.156,-37.7062522888,18.536,-67.3062530518,2.9009700975,95.4312553406,"Inhibitory"
"423",3.857,-64.8937515259,3.301,19.525,104,3.068,-45.9187522888,411.222,-75.0250015259,1.231366996,84.4187515259,"Inhibitory"
"424",11.5116667,-59.1562525431,10.4583333,27.9687512716,300,10.115,-39.8958346049,287.6616667,-69.7187525431,1.6610773842,87.1250038147,"Inhibitory"
"425",4.9216667,-53.2500012716,3.515,39.7083346049,0,3.17,-46.0833346049,510.4816667,-72.0208358765,3.0203428322,92.9583358765,"Excitatory"
"426",5.6625,-48.578125,3.415,53.5312519073,999.999938965,3.0025,-44.9687519073,988.5225,-72.4843826294,4.2380197995,102.109376907,"Excitatory"
"427",5.122,-52.7375022888,3.377,27.0562503815,730,2.995,-43.4937507629,657.795,-72.8250015259,3.0435890761,79.7937526703,"Excitatory"
"428",4.044,-65.7500015259,3.236,13.2187503815,330,2.904,-51.0312530518,556.792,-69.6687545776,1.4114069003,78.9687519074,"Inhibitory"
"429",5.728,-56.5625022888,3.64,35.5625007629,249.999984741,3.136,-46.5750015259,706.596,-73.3312545776,2.8207988263,92.1250030517,"Inhibitory"
"431",6.84125,-52.023440361,3.52375,32.4062509537,460,3.0525,-49.1171894073,332.0825,-78.8984375,3.8939474349,84.4296913147,"Excitatory"
"432",4.872,-51.5750015259,3.363,37.3562522888,969.999938965,2.972,-44.5000015259,418.612,-71.8687530518,3.0370149013,88.9312538147,"Excitatory"
"433",6.16875,-48.546877861,3.585,41.7734394073,979.999938965,3.0725,-37.757815361,230.27,-77.6171894073,3.4333960882,90.3203172683,"Excitatory"
"434",3.389,-65.9875015259,2.915,17.5125003815,600,2.71,-46.8562515259,285.923,-71.4625045776,1.1743543499,83.5000019074,"Inhibitory"
"435",4.052,-62.3562515259,3.407,20.9750007629,340,3.157,-46.0437522888,487.735,-70.8437545776,1.355900372,83.3312522888,"Inhibitory"
"436",3.7333333,-61.8750025431,3.1625,22.4166682561,775,2.925,-45.7395858765,260.2441667,-68.7447916667,1.3183387853,84.2916707992,"Inhibitory"
"437",3.75125,-66.0781288147,3.29875,34.5312519073,820,3.0625,-49.2500019073,106.7325,-77.0859375,1.1643222118,100.609380722,"Inhibitory"
"438",4.89,-50.234377861,3.515,40.7343769073,580,3.135,-46.1484394073,564.74,-73.7031288147,3.7711756857,90.9687547683,"Excitatory"
"439",5.395,-53.90625,3.515,22.5,390,3.15,-39.25,162.6,-73.8437576294,2.8656920673,76.40625,"Inhibitory"
"441",5.0333333,-51.7656275431,3.3933333,43.2083352407,690,3.0325,-47.5677096049,680.825,-74.3854230245,4.0938833758,94.9739627838,"Excitatory"
"442",5.52,-53.226565361,3.385,40.4140634537,1040,2.995,-46.3125019073,740.275,-78.4531269073,4.0271855926,93.6406288147,"Excitatory"
"443",4.3091667,-65.4375,3.5216667,31.4843762716,350,3.1958333,-47.2239596049,303.8541667,-71.2187512716,1.4056354635,96.9218762716,"Inhibitory"
"445",4.277,-62.8375030518,3.288,22.5625011444,560,2.895,-48.6062507629,588.743,-72.7812545776,1.6207183559,85.4000041962,"Inhibitory"
"446",4.9475,-51.8437538147,3.505,32.859375,999.999938965,3.1525,-48.0937519073,196.9825,-79.4375,3.1283378372,84.7031288147,"Excitatory"
"447",4.947,-50.4000015259,3.337,31.6187507629,276,2.951,-44.1750015259,473.736,-69.8500030518,2.8622313558,82.0187522888,"Excitatory"
"448",5.08,-48.8437538147,3.51,41.71875,0,3.045,-45,98.99,-72.125,2.4197028962,90.5625038147,"Excitatory"
"449",4.94,-60.0703144073,3.405,12.1250002384,117.499992371,3.02,-41.3281259537,638.825,-69.1171894073,1.8747752501,72.1953146457,"Inhibitory"
"450",5.2608333,-56.3697942098,3.3583333,37.432293574,590,2.9916667,-43.9166698456,519.76,-76.8437525431,3.2936403928,93.8020877838,"Excitatory"
"451",4.634,-57.7312522888,3.436,19.4562507629,580,3.057,-47.8312530518,251.072,-71.6750015259,2.0538735812,77.1875030517,"Inhibitory"
"453",5.089,-54.2812530518,3.526,50.4625030518,580,3.11,-48.8125015259,82.866,-69.21875,3.1145823709,104.743756104,"Excitatory"
"455",6.895,-54.484375,3.4475,41.0859394073,0,3.06125,-47.679690361,63.85,-66.7968769073,4.3543827953,95.5703144073,"Excitatory"
"456",4.235,-64.625005722,3.34875,26.3046884537,140,3.04625,-44.945315361,241.97125,-73.820318222,1.6516135008,90.9296941757,"Inhibitory"
"457",6.16,-55.9750015259,3.452,33.1062515259,520,3.076,-40.9000015259,323.004,-72.4250030518,2.5466006385,89.0812530518,"Inhibitory"
"458",4.52,-56.427087148,3.2,42.3125038147,440,2.8333333,-42.0312525431,217.5466667,-68.9479242961,2.7669311852,98.7395909627,"Inhibitory"
"459",5.04375,-57.7890644073,3.37125,40.125002861,630,2.9925,-51.2734394073,717.26625,-86.4921894073,4.1200231716,97.9140672683,"Excitatory"
"460",5.4808333,-58.8437519073,3.3541667,4.7656252384,68.3333333333,3.0683333,-41.3020852407,299.1316667,-74.9791692098,1.7579913695,63.6093771457,"Inhibitory"
"461",7.66,-58.5625038147,3.5,28.9687519073,780,3.12,-44.1875,209.84,-76.4062576294,2.8756036136,87.531255722,"Inhibitory"
"462",4.006,-61.5062507629,3.249,12.4000001907,1030,3.01,-45.3875007629,385.579,-82.3562530518,1.4091696374,73.9062509536,"Inhibitory"
"465",8.504,-64.3687538147,3.334,28.3875011444,444,3.001,-40.3937507629,146.942,-75.2812530518,2.9796009281,92.7562549591,"Inhibitory"
"466",4.2133333,-57.4062538147,3.4866667,37.5833346049,410,3.2066667,-45.770837148,101.78,-75.1354166667,2.4317571719,94.9895884196,"Inhibitory"
"467",5.06875,-53.46875,3.3675,39.25,400,3.025,-48.9921884537,750.7175,-70.4140644073,3.7961493991,92.71875,"Excitatory"
"468",6.0158333,-52.8385448456,3.3125,37.4687519073,690,2.94,-47.197918574,528.4025,-73.1562538147,3.870173226,90.3072967529,"Excitatory"
