"","fast_trough_t_short_square","fast_trough_v_short_square","peak_t_short_square","peak_v_short_square","threshold_i_short_square","threshold_t_short_square","threshold_v_short_square","trough_t_short_square","trough_v_short_square","upstroke_downstroke_ratio_short_square","height_short","binary_neuron"
"702",4.4583333,-60.4687525431,3.3925,20.5208336512,440,3.045,-45.0781269073,263.0025,-72.3906300863,1.6772884034,80.9895861943,"Inhibitory"
"703",4.983,-52.8625022888,3.333,32.2437519073,740,2.981,-46.7937530518,574.477,-76.4000030518,3.1978955623,85.1062541961,"Excitatory"
"704",5.875,-56.7421913147,3.705,37.585940361,989.999938965,3.15,-50.406252861,109.37,-80.875005722,2.3970053582,94.3281316757,"Excitatory"
"705",8.415,-60.1093769073,3.485,23.5546889305,650,3.055,-45.8750019073,341.445,-75.3671894073,2.3719742464,83.6640658378,"Inhibitory"
"706",8.3083333,-63.6718762716,3.3075,15.630209287,660,2.98,-43.942712148,388.3158333,-71.6875038147,2.5093550185,79.3020855586,"Inhibitory"
"707",5.765,-49.2890625,3.51,38.875002861,1110,3.125,-41.7890644073,195.695,-73.109380722,3.7031273258,88.164065361,"Excitatory"
"709",4.648,-53.1312507629,3.308,43.7312507629,1170,3.001,-48.6437522888,65.203,-72.8812530518,2.9957876937,96.8625015258,"Excitatory"
"710",4.125,-62.9843788147,3.41,21.7812504768,420,3.13,-44.257815361,429.19,-72.9453144073,1.3943278163,84.7656292915,"Inhibitory"
"711",4.38,-51.187502861,3.19,40.9531269073,489.999969482,2.85,-40.1953144073,650.4,-69.3750019073,3.1152520669,92.1406297683,"Inhibitory"
"712",4.039,-54.4375022888,3.256,45.1125030518,560,3.017,-47.0250022888,297.796,-77.6562545776,3.0173946057,99.5500053406,"Inhibitory"
"713",5.597,-51.0812515259,3.708,24.3437511444,114,3.201,-45.8687530518,604.686,-76.9000061035,2.5284319771,75.4250026703,"Excitatory"
"714",4.88,-50.4000022888,3.4,43.2937522888,880,3.052,-45.6562515259,159.556,-72.1062530518,3.6875799159,93.6937545776,"Excitatory"
"715",4.802,-55.8750030518,3.393,35.89375,510,2.995,-45.2625007629,542.677,-75.2750045776,2.7052080263,91.7687530518,"Inhibitory"
"716",4.155,-62.1171894073,3.155,35.2812519073,280,2.765,-44.5000019073,4.245,-62.2421894073,1.7671298052,97.3984413146,"Inhibitory"
"719",3.793,-61.5750030518,2.976,19.7687511444,430.000030518,2.709,-40.7687515259,434.521,-70.1562530518,1.4043705525,81.3437541962,"Inhibitory"
"720",5.84,-53.770837148,3.34,26.8020839691,440,2.9466667,-41.1041692098,414.4,-69.2187525431,2.5290175357,80.5729211171,"Inhibitory"
"721",7.504,-54.4750015259,3.314,22.5437511444,240.000015259,2.992,-44.2312530518,158.301,-69.2937530518,3.0164367033,77.0187526703,"Inhibitory"
"722",5.364,-50.3312522888,3.478,43.4062530518,880,3.108,-48.1375007629,570.603,-78.7312530518,3.6922732753,93.7375053406,"Excitatory"
"724",4.129,-63.9437515259,3.35,27.0125007629,142,3.043,-48.3812507629,380.717,-76.5562515259,1.585658027,90.9562522888,"Inhibitory"
"725",5.186,-53.8562515259,3.485,46.6875022888,630,3.069,-47.6625030518,235.866,-76.0625030518,3.4410326392,100.543753815,"Excitatory"
"726",5.156,-51.0562515259,3.235,38.25,1250,2.898,-47.325,601.77,-82.6250030518,3.7084293265,89.3062515259,"Excitatory"
"728",5.1016667,-49.7239596049,3.36,42.9010448456,1080,2.9625,-48.2968762716,244.4266667,-79.3333384196,3.7042707948,92.6250044505,"Excitatory"
"729",5.2725,-62.2656259537,3.70875,23.0625009537,680,3.22625,-52.0234394073,644.8775,-77.5625019073,2.0811511753,85.3281269074,"Inhibitory"
"730",6.3166667,-58.8906262716,3.09,29.9322923024,725,2.8,-38.234375,596.46,-78.4479179382,2.2615161039,88.822918574,"Inhibitory"
"731",5.0216667,-54.2031269073,3.4366667,40.9166679382,830,3.0408333,-50.4583352407,323.5,-77.8281275431,2.6906586612,95.1197948455,"Excitatory"
"733",3.435,-65.4937561035,2.82,28.8750007629,260,2.55,-41.1937538147,3.473,-65.6187545776,1.1906092108,94.3687568664,"Inhibitory"
"734",5.24,-53.3854192098,3.46,40.7395846049,1040,3.0866667,-49.3437538147,216.2733333,-76.3333358765,3.4829881306,94.1250038147,"Excitatory"
"737",6.5933333,-46.1458358765,3.5866667,39.1562525431,390,3.0866667,-44.8854179382,406.16,-66.9687550863,4.0352812301,85.3020884196,"Excitatory"
"738",5.044,-55.0187522888,3.404,37.4625007629,1140,2.988,-50.7437522888,266.844,-81.6125045776,3.2673081796,92.4812530517,"Excitatory"
"739",5.593,-48.3937522888,3.437,18.0000011444,690,3.044,-37.8937507629,846.04,-78.4375045776,2.7406857258,66.3937534332,"Excitatory"
"740",3.989,-63.2750030518,3.306,39.0312507629,480.000030518,3.03,-42.3250022888,21.102,-71.1812561035,1.40431379,102.306253815,"Inhibitory"
"741",4.08,-58.0937538147,3.22,17.15625,160,2.88,-42.6875,340.21,-59.9375038147,1.3946916135,75.2500038147,"Inhibitory"
"742",3.101,-61.43125,2.726,5.175,720,2.543,-45.6687507629,732.648,-70.08125,1.1020201149,66.60625,"Inhibitory"
"743",4.5975,-59.8203163147,3.41875,6.7421877384,147.5,3.10625,-40.5390663147,574.3325,-72.5234413147,1.7416307032,66.5625040531,"Inhibitory"
"744",11.385,-57.5546894073,10.63625,27.3437509537,0,10.34625,-41.734377861,342.01875,-69.171877861,1.6199030407,84.898440361,"Inhibitory"
"745",4.848,-49.2562515259,3.392,40.8875022888,590,3.008,-44.2437515259,382.036,-68.4187561035,3.407371856,90.1437538147,"Excitatory"
"746",3.594,-72.6187561035,3.052,14.2750007629,839.999938965,2.839,-54.7437530518,98.3,-80.2250030518,1.3470078477,86.8937568664,"Inhibitory"
"747",4.145,-63.4609413147,3.39375,31.9375004768,430.000030518,3.0925,-46.9609384537,571.12625,-72.8515663147,1.5027181969,95.3984417915,"Inhibitory"
"748",5.285,-52.1125022888,3.495,37.6687530518,1010.00006104,3.082,-44.8500015259,733.645,-82.1687545776,3.2440063613,89.7812553406,"Excitatory"
"749",4.2428571,-52.8303587777,3.3121429,36.2366093227,380,3.035,-42.2098230634,491.635,-67.0223246983,2.3001806196,89.0669681004,"Inhibitory"
"750",4.928,-52.0937530518,3.256,43.8437538147,560,2.912,-46.7687515259,643.292,-75.9187545776,4.5223532312,95.9375068665,"Excitatory"
"751",6.455,-44.9687509537,3.37875,45.4921884537,1230,2.8825,-44.2578144073,411.68625,-72.6953144073,4.4259804279,90.4609394074,"Excitatory"
"752",4.75,-50.7968788147,3.36,47.3828144073,700,3.035,-45.179690361,427.575,-69.9687538147,4.0623856245,98.179693222,"Excitatory"
"753",4.8775,-49.6458352407,3.34,39.6302102407,610,2.9316667,-44.8281269073,646.5075,-76.6197967529,3.0380372892,89.2760454814,"Excitatory"
"754",3.428,-58.6062515259,2.788,28.9562515259,800,2.508,-42.8062522888,317.068,-72.5250015259,1.3953813312,87.5625030518,"Inhibitory"
"755",5.916,-56.4500038147,3.476,37.8937538147,320,3.056,-45.3562522888,674.192,-75.00625,3.8346557198,94.3437576294,"Inhibitory"
"756",5.095,-55.3515663147,3.34125,35.656252861,207.5,3.0125,-50.1953163147,402.44375,-75.1953144073,3.6942070171,91.0078191757,"Excitatory"
"757",6.256,-55.6437522888,3.272,42.7312515259,999.999938965,2.86,-48.9437515259,552.712,-78.6750030518,4.732096486,98.3750038147,"Excitatory"
"759",4.709,-52.4062538147,3.298,47.6000007629,509.999969482,2.961,-44.3937507629,117.7,-69.6937530518,3.3569542082,100.006254578,"Excitatory"
"760",4.324,-57.2937507629,3.288,31.0187507629,239.999984741,2.999,-42.8500007629,840.111,-61.6125015259,2.3784193762,88.3125015258,"Inhibitory"
"761",5.1275,-56.7500009537,3.51125,41.421877861,630,3.12125,-51.148440361,116.85125,-78.1718769073,3.8852903738,98.1718788147,"Excitatory"
"762",4.9378571,-50.3973241534,3.3507143,47.4375038147,830,2.9935714,-46.3303604126,782.965,-74.8973257882,3.308108344,97.8348279681,"Excitatory"
"763",4.7478571,-53.276788984,3.3092857,30.6696439471,1120,2.9464286,-49.5758955819,303.8978571,-76.4687532697,2.9326231699,83.9464329311,"Excitatory"
"764",5.052,-49.4375022888,3.476,30.5187515259,180,3.016,-40.6000030518,625.736,-80.0875061035,2.6067542765,79.9562538147,"Excitatory"
"765",5.5933333,-53.7447942098,3.4866667,31.0572926203,280,3.0466667,-46.6927115122,575.5433333,-74.7968788147,3.1312812843,84.8020868301,"Inhibitory"
"766",4.297,-64.56875,3.3,25.3437511444,479.999969482,2.967,-45.4937522888,440.978,-73.8875015259,1.5373839788,89.9125011444,"Inhibitory"
"767",6.775,-53.4000015259,3.494,43.0875,830,3.057,-47.2437530518,856.509,-77.4250030518,4.7944087703,96.4875015259,"Excitatory"
"768",5.4966667,-50.0520839691,3.4625,37.5208339691,520,3.0008333,-40.1718769073,57.9933333,-60.0885423024,2.6636425614,87.5729179382,"Excitatory"
"769",8.323,-57.5500015259,3.477,35.1937522888,164,3.06,-47.8437530518,376.718,-79.4750045776,4.1791904649,92.7437538147,"Excitatory"
"770",8.057,-62.5000007629,3.274,22.7875003815,690,2.974,-39.9562522888,241.942,-70.75,2.591707428,85.2875011444,"Inhibitory"
"771",3.772,-63.5687538147,3.215,24.7375011444,720,2.969,-47.5437538147,376.849,-75.4562530518,1.211396504,88.3062549591,"Inhibitory"
"772",5.095,-55.875002861,3.3625,39.1250009537,839.999938965,2.97875,-52.4687538147,253.17875,-78.718755722,2.4615536122,95.0000038147,"Excitatory"
"773",5.24375,-49.265625,3.4425,46.5390625,650,3.1,-46.8437509537,405.5875,-70.5781269073,4.3123515908,95.8046875,"Excitatory"
"774",4.5375,-59.5468769073,3.49,11.7656254768,0,3.1675,-44.09375,266.08,-73.4062538147,1.6444886801,71.3125023841,"Inhibitory"
"775",4.847,-61.0687507629,3.656,33.1937507629,78,3.146,-46.64375,296.349,-68.0375007629,1.7095416001,94.2625015258,"Inhibitory"
"776",5.135,-52.0703144073,3.54375,38.5078125,0,3.1225,-44.6562519073,652.44375,-78.9453144073,3.0755379678,90.5781269073,"Excitatory"
"777",5.775,-54.703127861,3.575,31.9843764305,920,3.14,-47.9765644073,455.325,-78.3515663147,3.955491428,86.6875042915,"Excitatory"
"780",3.845,-61.4453144073,3.24875,14.7812504768,172.5,2.99375,-47.0156259537,232.135,-77.2812519073,1.2922532767,76.2265648841,"Inhibitory"
"781",5.298,-48.4250015259,3.506,38.4187522888,920,3.118,-46.4625015259,172.304,-75.23125,3.5752138168,86.8437538147,"Excitatory"
"782",5.48375,-53.460940361,3.57625,46.1015644073,640,3.1225,-44.2578134537,247.385,-73.2031269073,3.3258301736,99.5625047683,"Excitatory"
"783",5.636,-55.4250022888,3.328,30.1125015259,570,2.964,-41.2500030518,183.1,-73.0375045776,2.4919417308,85.5375038147,"Inhibitory"
"784",5.275,-48.8515634537,3.51875,29.9531259537,0,3.1025,-39.3984375,348.71,-70,2.6824267003,78.8046894074,"Excitatory"
"786",5.629,-50.9375022888,3.314,41.925,750,2.959,-51.8812538147,414.218,-76.2250045776,4.529074786,92.8625022888,"Excitatory"
"787",5.109,-55.4625022888,3.372,38.2875007629,880,2.952,-50.6125022888,495.931,-80.0500045776,3.0042710453,93.7500030517,"Excitatory"
"788",3.90625,-71.015625,3.35625,22.7656254768,117.499992371,3.08375,-55.8671884537,357.395,-77.7890644073,1.1757962574,93.7812504768,"Inhibitory"
"789",5.16625,-55.867190361,3.505,46.640627861,620,3.14875,-46.4062519073,514.6525,-79.1093788147,4.1359269985,102.507818222,"Excitatory"
"790",4.6725,-64.0859375,3.42125,25.6171884537,117.499992371,3.085,-41.7343759537,668.7625,-70.8984394073,1.7361248645,89.7031259537,"Inhibitory"
"792",4.648,-53.11875,3.164,33.1125022888,800,2.784,-46.7062538147,649.068,-71.2625045776,3.5602406708,86.2312522888,"Excitatory"
"794",4.98125,-49.2500038147,3.48,35.9062519073,365,3.0225,-46.296877861,547.70375,-77.851568222,2.30170615,85.156255722,"Excitatory"
"795",4.7614286,-53.6562516349,3.335,33.0848219735,350,2.9585714,-44.5625016349,723.5285714,-66.0312521798,2.9864809094,86.7410736084,"Excitatory"
"797",3.86125,-63.2187519073,3.29625,17.5312504768,115,3.025,-53.242190361,641.02375,-73.5703125,1.2510517287,80.7500023841,"Inhibitory"
"798",5.109,-52.6500022888,3.405,44.3125015259,900,3.031,-47.4500030518,718.543,-79.8875045776,3.9429725903,96.9625038147,"Excitatory"
"799",3.74625,-65.8125019073,3.10125,5.226562798,367.499977112,2.8675,-51.0937509537,274.3275,-72.4609413147,1.3115424546,71.0390647053,"Inhibitory"
"800",3.713,-65.1375015259,3.252,22.7062515259,0,3.035,-46.6000022888,346.75,-77.6500061035,1.170207738,87.8437530518,"Inhibitory"
"802",4.973,-50.7000022888,3.237,41.5500030518,960.000061035,2.882,-46.6062522888,871.913,-77.9937545776,3.855185191,92.2500053406,"Excitatory"
"803",3.764,-60.6437515259,2.69,21.8125003815,440,2.35,-45.6062522888,252.053,-70.5812545776,1.5695855606,82.4562519074,"Inhibitory"
"804",4.5733333,-52.1354179382,3.33,26.7135432561,290,2.97,-47.1718775431,471.2533333,-67.192712148,2.4377018193,78.8489611943,"Inhibitory"
"805",4.9858333,-49.1041679382,3.3816667,40.4114596049,800,3.0133333,-43.4218781789,253.1691667,-72.0833358765,3.1320482404,89.5156275431,"Excitatory"
"807",5.185,-53.7343769073,3.34,43.218752861,740,2.975,-47.4921884537,423.85,-74.8437538147,4.3485142191,96.9531297683,"Excitatory"
"808",4.665,-55.0468788147,3.4,30.1718759537,260,3.065,-44.8750019073,390.71,-69.0078163147,2.4669031153,85.2187547684,"Inhibitory"
"809",5.06375,-52.265625,3.3725,47.171877861,900,3.0175,-46.6875009537,659.8075,-82.5390625,4.2204334246,99.437502861,"Excitatory"
"810",4.096,-66.0250015259,3.329,14.7937505722,88,3.079,-45.40625,416.932,-72.1000030518,1.4297069586,80.8187520981,"Inhibitory"
"811",5.2583333,-48.3229179382,3.4983333,45.7083358765,1829.99975586,3.0633333,-50.5729192098,713.4866667,-79.1145909627,3.1357484076,94.0312538147,"Excitatory"
"812",6.8883333,-60.5625038147,3.2866667,30.2083346049,143.333333333,2.9966667,-44.6875,23.33,-70.0729217529,2.5331659332,90.7708384196,"Inhibitory"
"813",6.709,-53.0312522888,3.441,17.4687503815,32,3.108,-39.1562530518,597.463,-66.4562545776,2.24124771,70.5000026703,"Inhibitory"
"814",4.425,-60.9218769073,3.4125,32.6406269073,390,3.06,-46.1875,423.1425,-71.0468788147,1.9602994483,93.5625038146,"Inhibitory"
"815",5.2,-58.9187530518,3.54,32.5937507629,190,3.144,-51.4000022888,600.292,-75.2625030518,2.9277662895,91.5125038147,"Inhibitory"
"816",5.928,-48.3375022888,3.575,18.7875007629,296,3.073,-37.4312515259,551.08,-73.2500030518,2.581672054,67.1250030517,"Excitatory"
"817",4.5433333,-59.9635442098,3.4633333,28.5625012716,340,3.01,-44.7604192098,537.0833333,-61.5625025431,1.7130475914,88.5260454814,"Inhibitory"
"818",4.122,-61.5625022888,3.348,42.5375015259,0,3.051,-44.9562515259,322.44,-70.9875045776,1.7491461187,104.100003815,"Inhibitory"
"819",6.475,-56.1406288147,3.5025,38.0625019073,660,3.0775,-51.4609384537,702.00125,-79.476568222,4.6015669833,94.203130722,"Excitatory"
"820",5.508,-61.0437538147,3.5,40.8312515259,640,3.036,-49.7750007629,111.664,-77.7375030518,2.8444643211,101.875005341,"Excitatory"
"821",4.88,-60.6406288147,3.25,30.9062514305,600,2.915,-42.8437509537,554.105,-75.6171894073,2.6927768225,91.5468802452,"Inhibitory"
"822",5.073,-49.2250022888,3.33,48.8250015259,1019.99993896,2.978,-43.2625022888,402.118,-78.9250030518,4.076768564,98.0500038147,"Excitatory"
"823",4.35375,-64.3828125,3.37875,32.1250023842,540,3.0475,-46.390625,692.455,-78.8671913147,1.7312740215,96.5078148842,"Inhibitory"
"824",6.92,-51.9218788147,3.6075,41.2500019073,900,3.1225,-46.9687519073,565.0925,-78.1562538147,3.3718911394,93.171880722,"Excitatory"
"826",7.96,-55.4296884537,3.705,32.9609375,0,3.235,-45.7265644073,374.33,-77.8359394073,3.6406464542,88.3906259537,"Excitatory"
"827",5.6366667,-61.1875025431,3.5466667,28.385418574,610,3.11,-53.427087148,461.6783333,-82.5000050863,3.949913102,89.5729211171,"Excitatory"
"829",3.926,-61.1312538147,3.329,29.1500011444,0,3.069,-44.9312522888,464.515,-75.6812515259,1.3132411971,90.2812549591,"Inhibitory"
"830",5.308,-55.6375022888,3.428,47.7000022888,670,3.08,-45.9000022888,436.784,-75.6812545776,3.94630015,103.337504578,"Excitatory"
"831",5.339,-56.3375022888,3.422,28.9375007629,62,3.057,-42.8062507629,738.916,-65.5812530518,2.9572227743,85.2750030517,"Inhibitory"
"832",4.92,-51.5062522888,3.332,40.9687507629,720,2.968,-45.5500007629,523.88,-75.7375030518,3.7606988746,92.4750030517,"Excitatory"
"833",5.6025,-50.6093769073,3.48625,48.289065361,760,3.09625,-47.085940361,794.965,-75.179693222,3.9405825236,98.8984422683,"Excitatory"
"834",5.896,-56.5625030518,3.604,43.4312538147,469.999969482,3.192,-43.9250022888,509.232,-68.6812530518,3.7366580341,99.9937568665,"Excitatory"
"836",4.884,-54.3000022888,3.424,41.4875007629,730,3.044,-43.9812530518,719.848,-76.0500045776,3.2652631937,95.7875030517,"Excitatory"
"838",3.76,-64.0625019073,3.005,20.0312509537,370,2.7175,-51.0156269073,303.5525,-75.671875,1.4539734823,84.093752861,"Inhibitory"
"839",3.719,-58.9500022888,3.204,25.2875011444,790,2.98,-42.4187538147,294.022,-70.8187530518,1.2402292433,84.2375034332,"Inhibitory"
"842",6.76,-55.958337148,3.5066667,35.9270852407,330,3.0066667,-48.3229204814,847.8933333,-67.2395858765,4.1483152334,91.8854223887,"Excitatory"
"843",5.36,-56.9765634537,3.565,37.3515644073,810,3.12,-46.984377861,661.15,-76.8671875,2.6046963393,94.328127861,"Excitatory"
"844",5.242,-50.31875,3.414,38.0250015259,600,3.014,-44.94375,353.304,-73.4750030518,3.1396114155,88.3437515259,"Excitatory"
"845",6.444,-57.5375022888,3.472,39.7062515259,96,3.068,-46.4937507629,34.036,-63.7375007629,4.1827140785,97.2437538147,"Excitatory"
"846",6.715,-57.203127861,3.515,41.3828163147,740,3.1,-47.0781288147,577.82,-74.9765644073,4.3466939965,98.5859441757,"Excitatory"
"847",5.0525,-49.1953125,3.40625,44.5000009537,840,3.0225,-45.6250019073,489.79625,-77.6015644073,3.7133648132,93.6953134537,"Excitatory"
"849",5.52,-54.0312538147,3.532,46.3437522888,0,3.144,-50.7000038147,384.024,-78.0812561035,4.5221714355,100.375006103,"Excitatory"
"850",5.514,-51.3375015259,3.357,51.0687522888,780,3.014,-46.7687522888,572.185,-79.2312545776,4.7674416812,102.406253815,"Excitatory"
"852",5.13125,-54.5390634537,3.51625,36.9921894073,800,3.10375,-51.3125009537,682.8125,-80.757818222,3.1626414688,91.531252861,"Excitatory"
"853",5.1416667,-49.0937512716,3.475,26.2395833333,730,3.0683333,-40.15625,639.73,-78.5416692098,2.8104909214,75.3333346049,"Excitatory"
"854",4.44,-54.3593788147,3.265,41.2187519073,190,2.9575,-45.8281288147,331.7775,-73.875,3.0780477411,95.578130722,"Excitatory"
"855",5.4983333,-49.4947923024,3.2816667,30.7395849228,1060,2.8791667,-36.6093762716,583.2325,-80.0416679382,3.3892240663,80.2343772252,"Excitatory"
"856",4.626,-65.8812545776,3.606,37.8062515259,440,3.19,-50.1187530518,677.575,-80.9500045776,1.791804568,103.687506103,"Inhibitory"
"858",4.39,-59.7500019073,3.51,31.8281264305,380,3.13,-45.929690361,408.905,-77.4453163147,1.5905345793,91.5781283378,"Inhibitory"
"859",5.34,-55.3312522888,3.416,42.70625,540,3.024,-46.2375038147,627.548,-72.63125,4.2272054758,98.0375022888,"Excitatory"
"861",5.4433333,-51.7500025431,3.4583333,28.6562515895,155,3.0416667,-36.9531256358,180.4425,-74.9687550863,2.7140234141,80.4062541326,"Excitatory"
"862",5.7983333,-61.026043574,3.6491667,16.0000006358,380,3.1383333,-40.3802083333,253.295,-65.7291679382,1.8211783878,77.0260442098,"Inhibitory"
"863",5.402,-60.7875022888,3.53,36.8125022888,790,3.094,-55.5437522888,297.435,-81.2625,3.4252847224,97.6000045776,"Excitatory"
"864",4.2725,-63.6875,3.24,31.0156259537,540,2.9,-48.4687519073,842.29,-78.671875,2.159548451,94.7031259537,"Inhibitory"
"866",6.432,-53.3687538147,3.62,40.4625022888,0,3.144,-48.0125015259,806.864,-76.9875030518,4.0335379486,93.8312561035,"Excitatory"
"867",3.969,-63.2125038147,3.241,20.2500007629,670,2.967,-46.9125015259,365.598,-70.3625030518,1.4827644215,83.4625045776,"Inhibitory"
"870",4.652,-49.7250022888,2.901,41.5500007629,800,2.569,-39.8937522888,634.306,-77.4750045776,3.3878416403,91.2750030517,"Excitatory"
"873",4.5466667,-64.5729166667,3.4183333,18.5312506358,0,3.0883333,-41.7604166667,504.0866667,-72.4166692098,1.5002025104,83.1041673025,"Inhibitory"
"874",4.235,-64.00625,3.377,28.3187515259,0,3.075,-48.1187507629,266.803,-77.4250030518,1.7965902488,92.3250015259,"Inhibitory"
"875",5.088,-57.7500030518,3.292,36.9437522888,620,2.912,-50.8312522888,688.472,-79.2750045776,4.0277412686,94.6937553406,"Excitatory"
"878",4.1866667,-59.2500019073,3.4266667,35.447918574,300,3.1633333,-47.6770858765,198.7466667,-79.1927096049,2.2234533188,94.6979204813,"Inhibitory"
"879",4.617,-47.4875022888,2.642,31.2937507629,640,2.21,-41.4375015259,402.133,-55.8187522888,3.1614479414,78.7812530517,"Excitatory"
"880",4.159,-64.9875,3.248,20.975,568,2.922,-47.2062507629,470.757,-78.85,1.6734735582,85.9625,"Inhibitory"
"884",3.957,-60.5125015259,3.282,21.8187511444,197.999987793,3.028,-44.6812522888,434.254,-77.2437515259,1.4201917075,82.3312526703,"Inhibitory"
"886",4.553,-53.0562515259,3.331,49.2750030518,499.999969482,3.019,-44.6125030518,568.396,-71.5625045776,3.5143422906,102.331254578,"Excitatory"
"890",5.096,-52.8125022888,3.44,32.5687526703,979.999938965,3.004,-45.4437530518,261.628,-77.8437530518,3.405759272,85.3812549591,"Excitatory"
"891",4.013,-66.6312515259,3.333,20.5437503815,0,3.056,-48.6312515259,310.891,-70.8937515259,1.2557244054,87.1750019074,"Inhibitory"
"892",7.056,-59.5125022888,3.384,31.2312515259,660,3.048,-39.1687515259,165.696,-76.0437530518,2.7155627201,90.7437538147,"Inhibitory"
"893",4.252,-65.1687530518,3.288,18.3062503815,660,2.918,-50.8687530518,347.805,-79.6125030518,1.6967267576,83.4750034333,"Inhibitory"
"894",5.3191667,-51.5104192098,3.3933333,40.7656269073,870,3.0208333,-48.1614615122,455.0583333,-77.0520833333,4.2235847684,92.2760461171,"Excitatory"
"895",4.017,-59.3125030518,3.252,12.6937505722,580,3.014,-42.4812515259,397.969,-69.6062530518,1.3215368099,72.006253624,"Inhibitory"
"896",8.33,-52.0000007629,3.469,30.39375,840,2.883,-20.9625003815,572.888,-71.1,2.6993535431,82.3937507629,"Excitatory"
"897",6.8216667,-66.3541666667,3.345,15.28125,353.333333333,3.0266667,-44.4791666667,366.0533333,-78.1875,1.6712375294,81.6354166667,"Inhibitory"
"898",3.88,-60.3000007629,3.222,17.4937503815,630,2.99,-45.925,169.003,-76.3125030518,1.3840669722,77.7937511444,"Inhibitory"
"899",6.227,-51.6125022888,3.427,36.5500030518,260,3.057,-45.8062538147,534.734,-80.3625045776,4.2710107644,88.1625053406,"Excitatory"
"900",4.25875,-60.7500009537,3.20875,33.5390625,360,2.75625,-42.9375,594.79875,-66.4921875,1.6068499239,94.2890634537,"Inhibitory"
"901",3.844,-58.6437530518,3.205,14.9750009537,552,2.952,-42.80625,355.224,-75.2375030518,1.2747592372,73.6187540055,"Inhibitory"
"902",4.6683333,-53.8489602407,3.3766667,47.9739602407,610,3.0091667,-48.2291692098,67.5791667,-69.9583396912,3.1186314104,101.822920481,"Excitatory"
"903",4.696,-50.8187530518,3.424,33.4312515259,136,3.075,-32.7750007629,23.599,-69.6562530518,2.1791990601,84.2500045777,"Excitatory"
"907",4.765,-50.617190361,3.29,41.015625,1300,2.9,-44.5078163147,424.125,-75.140625,3.0181206624,91.632815361,"Inhibitory"
"908",5.409,-46.1187530518,3.544,31.7187511444,0,3.08,-44.7812522888,83.314,-77.0125045776,3.2141080881,77.8375041962,"Excitatory"
"909",4.335,-50.9609394073,3.1475,50.921877861,290,2.82375,-38.9218769073,436.7075,-63.8515644073,2.8500059942,101.882817268,"Excitatory"
"910",4.72,-56.3187530518,3.408,36.9312515259,420,3.08,-39.0937507629,436.416,-69.2250061035,2.4122326429,93.2500045777,"Inhibitory"
"913",4.52,-51.4437522888,3.25,37.2812515259,380,2.809,-51.5875022888,642.055,-69.9375045776,2.0459581349,88.7250038147,"Inhibitory"
"915",5.801,-54.4500022888,3.41,36.2312507629,610,2.932,-41.6812507629,307.289,-74.74375,3.3846832252,90.6812530517,"Excitatory"
"916",4.225,-65.35,3.392,41.1687515259,0,3.074,-49.6500015259,494.132,-74.2687530518,1.8086359928,106.518751526,"Inhibitory"
"917",4.494,-53.7875030518,3.176,32.3062519073,330,2.879,-46.5312522888,358.013,-72.9000030518,3.1199797843,86.0937549591,"Inhibitory"
"918",7.667,-53.3312522888,3.522,37.5000022888,1130,3.109,-47.6937522888,747.021,-79.0812530518,4.96944377,90.8312545776,"Excitatory"
"919",4.932,-51.1250015259,3.444,44.5375022888,949.999938965,3.084,-44.7187515259,72.216,-67.8437530518,3.0299468553,95.6625038147,"Inhibitory"
"920",4.7866667,-61.520837148,3.5533333,28.1666679382,270,3.1266667,-42.7500025431,575.8933333,-68.5520884196,1.7237925296,89.6875050862,"Inhibitory"
"921",4.64,-51.4812530518,3.282,34.1187507629,680,2.924,-43.1062522888,583.381,-75.9250045776,2.8032402475,85.6000038147,"Excitatory"
"922",4.092,-60.1812515259,3.329,35.8,270,3.077,-43.83125,561.836,-72.0437515259,1.868384341,95.9812515259,"Inhibitory"
"923",4.214,-67.16875,3.392,20.6875,580,3.077,-51.2062515259,270.388,-78.98125,1.5630470286,87.85625,"Inhibitory"
"924",3.56,-61.4250038147,2.935,14.2750007629,480.000030518,2.709,-45.7937538147,622.107,-70.25625,1.3653991025,75.7000045776,"Inhibitory"
"925",5.29,-53.6562519073,3.46,43.5520846049,949.999938965,3.0766667,-48.8177102407,766.2566667,-80.161462148,4.3009785492,97.2083365122,"Excitatory"
"926",4.871,-52.1687522888,3.327,51.2000038147,630,3.002,-46.4937522888,358.858,-74.9125030518,4.6282097544,103.368756104,"Excitatory"
"927",4.7008333,-47.2395852407,3.3208333,36.5989608765,209.999984741,2.9691667,-44.5468769073,755.0666667,-70.2031275431,3.8228997641,83.8385461172,"Excitatory"
"928",5.10875,-54.320315361,3.3325,33.7500019073,360,2.94375,-43.3125038147,102.68625,-62.1562519073,2.6229912994,88.0703172683,"Excitatory"
"930",5.84,-57.2812522888,3.468,37.6000015259,380,3.104,-47.7250015259,620.28,-78.0500015259,3.4994969384,94.8812538147,"Inhibitory"
"933",4.177,-62.49375,3.264,18.6750003815,770,2.925,-50.5000007629,525.73,-74.3687530518,1.609552846,81.1687503815,"Inhibitory"
"934",5.384,-54.3312515259,3.54,34.7000007629,959.999938965,3.068,-48.4687538147,340.032,-79.4000015259,2.8068707717,89.0312522888,"Excitatory"
