"","fast_trough_t_ramp","fast_trough_v_ramp","peak_t_ramp","peak_v_ramp","threshold_i_ramp","threshold_t_ramp","threshold_v_ramp","trough_t_ramp","trough_v_ramp","upstroke_downstroke_ratio_ramp","height_ramp","transgenic_line"
"413",12.9942166667,-54.8437512716,12.9928466667,3.125,324.833333333,12.99239,-28.3020839691,12.994975,-55.3229166667,1.1096244266,57.9687512716,"Pvalb-IRES-Cre"
"416",3.4276466667,-60.6562538147,3.42636,34.020837148,85.625,3.4259,-43.270837148,3.42772,-60.7500025431,2.1293793087,94.6770909627,"Chrna2-Cre_OE25"
"423",9.3033925,-59.6718769073,9.302595,7.9062507153,232.562515259,9.302265,-32.375002861,9.3034875,-59.7812538147,1.0249420526,67.5781276226,"Pvalb-IRES-Cre"
"428",8.42514,-60.0729204814,8.4242,8.2708336512,210.625,8.4237866667,-40.7187512716,8.4251866667,-60.1666704814,1.2995334901,68.3437541326,"Pvalb-IRES-Cre"
"429",1.1069333333,-53.7812525431,1.1049933333,34.7708358765,27.625,1.10444,-43.2083358765,1.1071133333,-53.958337148,2.6249247866,88.5520884196,"Vip"
"435",5.2183666667,-58.6875025431,5.217605,15.1250009537,130.45833079,5.217265,-35.2916704814,5.2184416667,-58.8437512716,1.0855244581,73.8125034968,"Sst-IRES-Cre"
"437",21.9080133333,-61.0937538147,21.9073683333,12.6666673024,547.666666667,21.90705,-33.6041692098,21.908045,-61.1770858765,1.0055174325,73.7604211171,"Pvalb-IRES-Cre"
"439",1.984285,-53,1.98173,23.875,49.5,1.98128,-37.4375038147,1.993765,-54.1875038147,3.0846353902,76.875,"Htr3a-Cre_NO152"
"443",5.663205,-62.5937525431,5.66235,24.9166673024,141.541666667,5.6619533333,-35.2187512716,5.6632466667,-62.7083358765,1.2044291094,87.5104198455,"Pvalb-IRES-Cre"
"445",5.0266083333,-51.5937512716,5.0256016667,15.6562506358,125.624994914,5.0250933333,-35.4791704814,5.0377216667,-52.333337148,1.376229952,67.2500019074,"Sst-IRES-Cre"
"449",2.13227,-55.6354192098,2.130885,18.3229173024,53.25,2.13044,-44.4895833333,2.132365,-55.71875,2.1088285637,73.9583365122,"Sst-IRES-Cre"
"451",5.0967116667,-50.0104192098,5.095295,17.4583333333,127.375,5.094805,-35.3854192098,5.1098416667,-53.0729166667,1.8460654714,67.4687525431,"Sst-IRES-Cre"
"452",2.02646,-48.34375,2.02421,43.2812519073,50.5625,2.02361,-34.9218769073,2.05381,-54.9218769073,2.7541328236,91.6250019073,"Chrna2-Cre_OE25"
"457",5.32808,-50.052087148,5.3253733333,26.9895846049,133.125,5.32488,-34.5000012716,5.3319133333,-52.0104179382,2.859880976,77.0416717529,"Ndnf-IRES2-dgCre"
"458",4.23066,-51.5625038147,4.22884,40.1875,105.625,4.22836,-38.3125038147,4.23762,-54.1875038147,3.2663781211,91.7500038147,"Nkx2-1-CreERT2"
"460",6.67839,-49.2968788147,6.67654,-1.421875,166.875,6.6760725,-25.0625,6.6790725,-49.71875,0.9826956712,47.8750038147,"Pvalb-IRES-Cre"
"461",8.3954866667,-49.7395846049,8.39114,17.8750019073,209.75,8.3905666667,-36.6979166667,8.4014866667,-53.052087148,3.8638064989,67.6145865122,"Ndnf-IRES2-dgCre"
"462",14.848905,-57.0833346049,14.848245,17.1875006358,371.166666667,14.84797,-35.8750012716,14.8509883333,-58.09375,1.2869490492,74.2708352407,"Pvalb-IRES-Cre"
"464",2.0034483333,-55.9687525431,2.0025483333,35.3333333333,50.0416666667,2.0020966667,-38.3958358765,2.0035166667,-56.0729204814,1.3922339224,91.3020858764,"Sst-IRES-Cre"
"465",8.54864,-54.8541692098,8.543925,24.7916679382,213.583343506,8.543485,-34.8437512716,8.553465,-57.4375012716,4.1306891283,79.645837148,"Htr3a-Cre_NO152"
"466",5.8959133333,-51.8958358765,5.89498,27.4270846049,147.375,5.8946133333,-36.7395833333,5.89594,-51.9270858765,2.1571196224,79.3229204814,"Htr3a-Cre_NO152"
"469",3.3487016667,-54.2187525431,3.34782,33.9583333333,83.7083333333,3.3474116667,-34.2187512716,3.348755,-54.3541692098,1.5274199398,88.1770858764,"Sst-IRES-Cre"
"471",5.09786,-43.6041679382,5.0959666667,23.2500012716,127.375,5.0953066667,-32.6354204814,5.0981666667,-43.7812512716,2.3500359513,66.8541692098,"Vip"
"472",10.1587666667,-64.6875025431,10.1581633333,14.958334287,253.916656494,10.1578483333,-38.4375,10.1588066667,-64.8020858765,1.0369414161,79.6458368301,"Pvalb-IRES-Cre"
"476",1.35029,-52.1562519073,1.34798,34.8359384537,33.59375,1.34751,-37.3828134537,1.35673,-53.2578144073,3.4508552643,86.992190361,"Vip"
"477",1.2086933333,-48.7916692098,1.20722,37.8854192098,30.1666660309,1.2067466667,-42.1875012716,1.2255133333,-49.4687525431,2.6055270263,86.6770884196,"Vip"
"478",3.47406,-51.2812512716,3.4705866667,30.78125,86.75,3.47006,-36.0625025431,3.48182,-55.8541704814,3.7565153033,82.0625012716,"Nkx2-1-CreERT2"
"483",3.4835116667,-51.4791692098,3.481265,6.6458336512,87,3.480765,-42.6979179382,3.4968466667,-52.5833358765,2.2081930711,58.125002861,"Sst-IRES-Cre"
"486",2.6649,-56.0937538147,2.66387,13,66.625,2.66341,-32.53125,2.66499,-56.2187538147,1.0273465643,69.0937538147,"Sst-IRES-Cre"
"487",6.0501233333,-55.7916679382,6.0441766667,25.7812506358,151.125,6.0437883333,-34.1979179382,6.0579833333,-59.0729192098,4.2939796942,81.572918574,"Htr3a-Cre_NO152"
"489",2.0809316667,-57.5104179382,2.0798766667,28.0937506358,51.9583333333,2.0794266667,-35.5208333333,2.0809866667,-57.6666679382,1.5219677373,85.604168574,"Sst-IRES-Cre"
"490",8.346915,-55.2916679382,8.3460833333,5.6770834923,208.625,8.3457283333,-33.5104179382,8.34697,-55.3958346049,1.0206106657,60.9687514305,"Pvalb-IRES-Cre"
"493",1.67528,-43.4166692098,1.67332,33.3229179382,41.7916666667,1.6727333333,-34.0000012716,1.7034066667,-50.958337148,2.7131035335,76.739587148,"Chrna2-Cre_OE25"
"495",10.0622966667,-57.239587148,10.0615316667,18.0729166667,251.500005086,10.06118,-31.4270846049,10.0623383333,-57.3333358765,1.1720580604,75.3125038147,"Pvalb-IRES-Cre"
"501",4.2397666667,-58.4791692098,4.2388616667,29.9687512716,105.95833079,4.23851,-43.7916692098,4.239845,-58.6354204814,1.8119858468,88.4479204814,"Sst-IRES-Cre"
"506",8.2126966667,-50.5104166667,8.20806,28.1145852407,205.166666667,8.2076316667,-34.2500012716,8.21895,-53.3958346049,4.1177105731,78.6250019074,"Htr3a-Cre_NO152"
"508",3.9194275,-54.2812519073,3.9182225,17.265625,97.9375,3.91783,-39.8593769073,3.919495,-54.3437519073,1.9483415775,71.5468769073,"Sst-IRES-Cre"
"511",10.9373316667,-55.5625038147,10.9360283333,8.7500004768,273.375,10.9354983333,-32.104168574,10.9374533333,-55.6666704814,1.1458653359,64.3125042915,"Sst-IRES-Cre"
"512",15.1925883333,-52.5833346049,15.191815,5.1770833333,379.791666667,15.1914733333,-30.9062512716,15.1926316667,-52.6875012716,1.1346505808,57.7604179382,"Pvalb-IRES-Cre"
"515",4.7329666667,-53.8437512716,4.7319883333,21.5312519073,118.291666667,4.7315866667,-37.6875012716,4.7425666667,-55.8437525431,1.6265682176,75.3750031789,"Sst-IRES-Cre"
"516",3.6393033333,-61.6979204814,3.638485,38.2083358765,90.9166666667,3.6381116667,-46.739587148,3.6394016667,-61.864587148,1.6397545951,99.9062563579,"Sst-IRES-Cre"
"518",4.4231133333,-46.6458358765,4.4213666667,32.5937512716,110.499997457,4.4207933333,-35.2395846049,4.42644,-46.895837148,2.5261865435,79.2395871481,"Vip"
"520",1.3572466667,-54.2916692098,1.3563333333,33.6458333333,33.9166666667,1.3559,-41.3229166667,1.3718333333,-54.6145858765,1.6927255653,87.9375025431,"Chrna2-Cre_OE25"
"523",7.0856483333,-52.1145846049,7.0800266667,30.5625012716,177,7.079615,-32.3541692098,7.09407,-55.8229204814,3.5290671787,82.6770858765,"Htr3a-Cre_NO152"
"526",5.4276466667,-51.5416692098,5.42504,18.1041679382,135.625,5.42448,-39.8437538147,5.42924,-52.3541704814,3.061117843,69.645837148,"Ndnf-IRES2-dgCre"
"528",12.0689833333,-59.3645846049,12.0683916667,11.8333333333,301.708333333,12.0680816667,-35.5104166667,12.0689983333,-59.4270858765,0.9589776545,71.1979179382,"Pvalb-IRES-Cre"
"529",2.117055,-58.8541704814,2.1161833333,32.135418574,52.8749987284,2.115785,-39.2291679382,2.1170816667,-58.927087148,1.5188851357,90.9895890554,"Sst-IRES-Cre"
"530",8.3552633333,-54.1875025431,8.349865,24.4791679382,208.791656494,8.3494216667,-34.2604166667,8.3587883333,-55.6979192098,4.1089091143,78.6666704813,"Htr3a-Cre_NO152"
"536",3.03799,-47.90625,3.03603,25.4218759537,75.625,3.03553,-36.765625,3.03823,-48.0468788147,2.7337184197,73.3281259537,"Vip"
"539",16.4267066667,-56.2604204814,16.42602,18.0208346049,410.625,16.4256933333,-32.9895858765,16.4267416667,-56.3541679382,1.2927678025,74.2812550863,"Pvalb-IRES-Cre"
"542",7.6439466667,-57.3020846049,7.6429,34.0937538147,191.083333333,7.6425133333,-41.1979192098,7.64408,-57.395837148,2.0038754016,91.3958384196,"Sst-IRES-Cre"
"543",9.90467,-61.9479166667,9.90386,19.5208346049,247.583333333,9.9035283333,-34.75,9.9046933333,-62.0937512716,1.2340279244,81.4687512716,"Sst-IRES-Cre"
"547",3.42686,-47.5312538147,3.42313,36.4375,85.5625,3.42247,-31.0937509537,3.43374,-51.5000038147,2.7514412348,83.9687538147,"Chrna2-Cre_OE25"
"551",3.3853466667,-52.3437525431,3.3820466667,31.7187519073,84.5416666667,3.3816266667,-32.4270833333,3.3915066667,-56.739587148,3.4082554058,84.0625044504,"Nkx2-1-CreERT2"
"552",21.12693,-57.015625,21.1258675,0.5625,528.125,21.125445,-30.7187509537,21.127105,-57.140625,0.9488118709,57.578125,"Pvalb-IRES-Cre"
"553",2.342985,-51.5104179382,2.340345,21.1770846049,58.5000012716,2.3398866667,-35.9687512716,2.3486533333,-52.4479179382,3.0222321756,72.6875025431,"Htr3a-Cre_NO152"
"555",11.734555,-45.1145833333,11.7335333333,2.2500000397,293.291666667,11.733105,-24.0937512716,11.7347466667,-45.3020846049,0.9029750851,47.364583373,"Pvalb-IRES-Cre"
"561",11.62228,-46.3125038147,11.62095,-6.5,290.5,11.6205,-27.1875019073,11.622355,-46.4531288147,0.8968765259,39.8125038147,"Pvalb-IRES-Cre"
"562",10.87613,-59.1250038147,10.8751633333,16.6041676203,271.875,10.8747966667,-40.9687512716,10.8762883333,-59.3541679382,1.4021162265,75.729171435,"Pvalb-IRES-Cre"
"566",4.851155,-56.8020846049,4.8500116667,19.3229173024,121.208323161,4.8495533333,-25.3125012716,4.8513416667,-56.9791692098,1.0614265935,76.1250019073,"Sst-IRES-Cre"
"567",2.2093375,-60.171875,2.20834,40.7500038147,55.1874980927,2.208005,-44.78125,2.209465,-60.4375,2.0491810296,100.921878815,"Sst-IRES-Cre"
"568",6.5801566667,-50.7708358765,6.57895,27.5104173024,164.458333333,6.57842,-30.1979179382,6.580185,-50.8125038147,1.4223086865,78.2812531789,"Sst-IRES-Cre"
"573",2.6975533333,-62.9791704814,2.6962866667,31.5208333333,67.4166666667,2.6959,-46.7187512716,2.6977266667,-63.1458358765,2.3333250348,94.5000038147,"Sst-IRES-Cre"
"575",5.23448,-49.1562525431,5.2316066667,23.9479166667,130.750002543,5.2310866667,-36.3541679382,5.2409533333,-52.4791692098,2.5266022256,73.1041692098,"Ndnf-IRES2-dgCre"
"581",14.5510166667,-64.9062576294,14.5502883333,17.1875,363.749989827,14.5499466667,-34.4791679382,14.551045,-64.9687525431,1.0553716654,82.0937576294,"Pvalb-IRES-Cre"
"588",7.64674,-54.875,7.64602,18.8645852407,191.125,7.6456766667,-34.6354179382,7.646765,-54.9687512716,1.2345749286,73.7395852407,"Pvalb-IRES-Cre"
"590",2.57467,-58.0312538147,2.57351,31.421875,64.3124980927,2.57305,-38.6562519073,2.57481,-58.1250019073,1.7711291076,89.4531288147,"Sst-IRES-Cre"
"595",1.3268116667,-59.4687538147,1.32594,35.46875,33.1249993642,1.325535,-42.9583358765,1.3268733333,-59.5833358765,1.5199308862,94.9375038147,"Htr3a-Cre_NO152"
"600",4.0996133333,-45.3645846049,4.09774,30.9479179382,102.45833079,4.0970933333,-31.5937525431,4.0997533333,-45.4583346049,2.4592757965,76.3125025431,"Vip"
"602",0.6246916667,-59.1458333333,0.623365,29.1041673024,15.8333333333,0.6228933333,-37.6145833333,0.6247833333,-59.2604179382,1.6742394372,88.2500006357,"Htr3a-Cre_NO152"
"607",1.50822,-47.0312525431,1.5063066667,45.5000012716,37.6666666667,1.5058933333,-36.4062512716,1.5329666667,-51.8229192098,3.9435903061,92.5312538147,"Htr3a-Cre_NO152"
"613",5.01288,-49.6562512716,5.0117066667,15.6562503179,125.291664123,5.01126,-30.1354179382,5.0132866667,-49.8437525431,1.2887943341,65.3125015895,"Nkx2-1-CreERT2"
"614",1.1464333333,-59.4687538147,1.14514,14.1875009537,28.625,1.1447133333,-44.5937512716,1.1466,-59.6875025431,1.9159450905,73.6562547684,"Chrna2-Cre_OE25"
"621",9.56273,-58.7500038147,9.5616625,12.3281254768,239.062507629,9.5612075,-31.7968759537,9.5627825,-58.8281288147,1.1374373648,71.0781292915,"Sst-IRES-Cre"
"623",3.463705,-52.0000019073,3.45898,20.328125,86.4375,3.4584725,-35.0312519073,3.47038,-55.1562519073,3.0107525915,72.3281269073,"Htr3a-Cre_NO152"
"624",11.041205,-59.1354179382,11.04024,13.7291666667,276,11.0399033333,-36.8645833333,11.0412683333,-59.2604166667,1.4073959036,72.8645846049,"Pvalb-IRES-Cre"
"630",5.2198383333,-54.8958346049,5.2187633333,19.7708339691,130.458335877,5.218325,-31.3333346049,5.2199233333,-55.0312525431,1.2850622274,74.666668574,"Sst-IRES-Cre"
"631",9.2220933333,-50.5625025431,9.2174066667,24.7708339691,230.416656494,9.2168333333,-46.2395858765,9.2324133333,-56.552087148,3.6233740305,75.3333365122,"Vip"
"632",0.940725,-56.5937512716,0.939395,36.75,23.5,0.9389566667,-39.0208333333,0.9407516667,-56.6458346049,2.2619829497,93.3437512716,"Sst-IRES-Cre"
"635",5.5333733333,-49.7604179382,5.5321666667,49.0416679382,138.291666667,5.5317266667,-42.9791679382,5.53338,-49.7708333333,2.5626742758,98.8020858764,"Vip"
"636",3.847715,-57.328125,3.84636,19.8125009537,96.1875,3.8459075,-29.625,3.8479275,-57.5000019073,1.4652770928,77.1406259537,"Sst-IRES-Cre"
"642",6.8922016667,-63.708337148,6.891465,32.2708346049,172.291666667,6.8911316667,-34.8437512716,6.8922166667,-63.7708346049,1.4005887992,95.9791717529,"Sst-IRES-Cre"
"645",15.14003,-58.0416692098,15.13938,16.1354179382,378.499989827,15.139065,-34.8541692098,15.140055,-58.1562512716,1.1446471503,74.177087148,"Htr3a-Cre_NO152"
"647",14.0532383333,-55.3750025431,14.05213,12.5104173024,351.291666667,14.0517366667,-31.4479192098,14.0534733333,-55.6354192098,1.2118375894,67.8854198455,"Pvalb-IRES-Cre"
"648",3.809315,-50.5833346049,3.8084033333,23.9791666667,95.2083307902,3.8080183333,-38.0729166667,3.81935,-51.2083358765,1.5817598065,74.5625012716,"Htr3a-Cre_NO152"
"649",14.0771416667,-48.4375025431,14.0745433333,22.5520839691,351.875,14.074075,-33.7083358765,14.0786816667,-49.3125012716,2.725121949,70.9895865122,"Htr3a-Cre_NO152"
"650",10.3855916667,-58.5000025431,10.3847416667,2.6562501192,259.58333842,10.3843666667,-34.0208333333,10.3856183333,-58.6041692098,0.9201450378,61.1562526623,"Pvalb-IRES-Cre"
"660",9.7305066667,-42.3541679382,9.72919,-11.8125003179,243.25,9.7286666667,-30.0520833333,9.7305466667,-42.4479166667,1.0062993641,30.5416676203,"Pvalb-IRES-Cre"
"662",7.8438983333,-53.6041704814,7.8426983333,11.364584287,196.041666667,7.84226,-29.7395852407,7.844115,-53.739587148,1.257484584,64.9687547684,"Pvalb-IRES-Cre"
"663",2.1323866667,-53.7187512716,2.1311,39.6666666667,53.25,2.13072,-37.5312512716,2.1399,-57.7291692098,2.6390151739,93.3854179383,"Nkx2-1-CreERT2"
"664",16.3518066667,-53.4479204814,16.3505633333,9.1770834923,408.749979655,16.350095,-41.2083333333,16.351985,-53.5625038147,1.7101925689,62.6250039737,"Htr3a-Cre_NO152"
"668",18.523765,-57.8437525431,18.5229283333,7.0833334923,463.041687012,18.5226066667,-36.7291679382,18.5238916667,-58.020837148,1.28565922,64.9270860354,"Pvalb-IRES-Cre"
"669",7.830905,-53.5625025431,7.8246833333,27.1770839691,195.583333333,7.82422,-35.4375012716,7.83841,-57.0520858765,3.6813386586,80.7395865122,"Htr3a-Cre_NO152"
"671",3.2682733333,-55.5208346049,3.2670666667,41.3958358765,81.625,3.2666466667,-42.0000038147,3.2683266667,-55.5833346049,2.3468471837,96.9166704814,"Chrna2-Cre_OE25"
"674",7.0531233333,-44.1875025431,7.0513533333,44.3854192098,176.291666667,7.0510216667,-38.9062512716,7.0613533333,-50.6562525431,3.8011466624,88.5729217529,"Htr3a-Cre_NO152"
"677",2.6282,-57.0937538147,2.62658,8.0625009537,65.625,2.6261,-29.90625,32.07534,-69.5312576294,1.3283300904,65.1562547684,"Chrna2-Cre_OE25"
"682",3.9587083333,-49.0104179382,3.9564233333,23.4479166667,98.9166666667,3.955825,-31.5312506358,3.9615533333,-49.4166679382,2.0358579796,72.4583346049,"Htr3a-Cre_NO152"
"683",0.7598333333,-58.3125038147,0.7584716667,22.8333339691,18.9166666667,0.7580683333,-45.7812525431,0.7691316667,-58.927087148,2.4454933321,81.1458377838,"Sst-IRES-Cre"
"685",23.56707,-60.5104204814,23.5664716667,18.8958339691,589.166666667,23.5661966667,-35.0833333333,23.5671116667,-60.6354204814,1.1486667339,79.4062544505,"Pvalb-IRES-Cre"
"691",9.6063833333,-59.0104179382,9.60564,17.0937519073,240.125005086,9.605285,-35.4895858765,9.6064283333,-59.177087148,1.1084081668,76.1041698455,"Sst-IRES-Cre"
"697",11.30363,-52.1145846049,11.2992583333,15.8020839691,282.458333333,11.2987633333,-33.2916679382,11.3078483333,-54.5833346049,2.9191102074,67.916668574,"Htr3a-Cre_NO152"
"701",1.0257683333,-60.4479179382,1.0241816667,33.7291666667,25.5833333333,1.0236416667,-41.2916692098,1.025875,-60.5625012716,2.2454074052,94.1770846049,"Sst-IRES-Cre"
"702",3.727575,-54.9583358765,3.726425,19.666668574,93.1666666667,3.7260016667,-36.2708346049,3.7277316667,-55.1979179382,1.5224869837,74.6250044505,"Sst-IRES-Cre"
"705",7.4946,-49.4583358765,7.4909866667,21.9687519073,187.5,7.49046,-41.1041666667,7.5006466667,-52.2395858765,3.4391520923,71.4270877838,"Ndnf-IRES2-dgCre"
"710",8.41529,-57.15625,8.41441,10.8593754768,210.3125,8.41403,-30.0000009537,8.41544,-57.3437519073,1.0964962066,68.0156254768,"Pvalb-IRES-Cre"
"712",4.5111916667,-51.2500025431,4.5099583333,37.6354179382,112.70833079,4.5096366667,-35.2395846049,4.5256666667,-52.8333358765,2.7802497071,88.8854204813,"Htr3a-Cre_NO152"
"715",5.2173416667,-51.9791692098,5.2157416667,37.0312525431,130.333335877,5.21526,-36.9583333333,5.2175166667,-52.1145858765,2.5747933418,89.0104217529,"Sst-IRES-Cre"
"716",3.44286,-58.0000038147,3.4418,30.5625019073,86,3.44134,-32.0312538147,3.44292,-58.0937538147,1.4236228102,88.562505722,"Sst-IRES-Cre"
"719",7.69885,-56.739587148,7.6980716667,19.7708346049,192.458333333,7.6977566667,-33.1354192098,7.6989133333,-56.8541679382,1.2666097537,76.5104217529,"Pvalb-IRES-Cre"
"720",3.75888,-50.4791704814,3.7556933333,25.0208352407,93.8333333333,3.7551933333,-36.4375025431,3.7656133333,-53.1770858765,3.0699636588,75.5000057221,"Ndnf-IRES2-dgCre"
"721",2.45488,-45.239587148,2.45216,22.9583346049,61.2916666667,2.451735,-37.8020858765,2.468155,-49.9479192098,3.3207199364,68.1979217529,"Htr3a-Cre_NO152"
"724",4.3696816667,-55.3333333333,4.368755,17.875,109.25,4.3684066667,-39.0833346049,4.3735766667,-55.6666679382,1.6205854985,73.2083333333,"Sst-IRES-Cre"
"727",14.2627816667,-56.6458346049,14.2618633333,11.34375,356.5,14.2615,-30.6145833333,14.2628483333,-56.7604179382,1.1590524643,67.9895846049,"Gad2-IRES-Cre"
"729",4.1398466667,-57.958337148,4.13796,27.6354173024,103.458333333,4.1374183333,-42.8958333333,4.1471883333,-58.8125025431,2.4722691568,85.5937544504,"Sst-IRES-Cre"
"730",12.0121166667,-55.8229179382,12.0067716667,26.7291666667,300.166666667,12.0063983333,-35.0416679382,12.016455,-57.9583346049,3.6567426483,82.5520846049,"Htr3a-Cre_NO152"
"740",6.9464033333,-62.2083358765,6.945735,40.4062512716,173.666666667,6.9454333333,-35.5833358765,6.94645,-62.3854192098,1.2898296696,102.614587148,"Pvalb-IRES-Cre"
"741",0.287655,-55.4166692098,0.28681,20.6979166667,7.125,0.2863983333,-40.8854179382,0.2876933333,-55.5312525431,1.3572807403,76.1145858765,"Htr3a-Cre_NO152"
"742",20.96548,-54.28125,20.964945,2.625,524.125,20.96467,-34.53125,20.965495,-54.375,0.964621558,56.90625,"Pvalb-IRES-Cre"
"743",2.2853433333,-52.3020858765,2.284095,23.2708339691,57.0833307902,2.2836766667,-38.9479204814,2.2853633333,-52.3645846049,2.1337505561,75.5729198456,"Sst-IRES-Cre"
"744",1.9405366667,-55.427087148,1.9397366667,27.4062506358,48.5,1.9394066667,-40.7395858765,1.9636683333,-57.1250012716,1.6175792574,82.8333377838,"Htr3a-Cre_NO152"
"746",19.8340366667,-67.4479217529,19.8334266667,11.1875006358,495.833343506,19.83314,-40.9375,19.8340866667,-67.5833333333,1.1528961743,78.6354223887,"Pvalb-IRES-Cre"
"747",13.701075,-51.2968788147,13.6998325,0.1250002384,342.4375,13.69933,-29.0000019073,13.7010925,-51.3750019073,0.9165888274,51.4218790531,"Pvalb-IRES-Cre"
"749",5.1849216667,-49.8854166667,5.18349,22.3125006358,129.541666667,5.1831033333,-35.3645833333,5.186225,-50.2604204814,2.0805249423,72.1979173025,"Htr3a-Cre_NO152"
"754",14.18138,-50.3541704814,14.1804733333,17.9375006358,354.5,14.1800733333,-26.1770846049,14.1814533333,-50.4479179382,1.1832455035,68.2916711172,"Pvalb-IRES-Cre"
"755",4.53124,-44.2656288147,4.52897,29.8125009537,113.187496185,4.5283,-32.671877861,4.5316,-44.4375038147,2.8418834712,74.0781297684,"Vip"
"760",2.6954733333,-50.9166679382,2.6938933333,15.6354166667,67.375,2.6934766667,-33.1250012716,2.6974816667,-51.6770833333,2.2163532151,66.5520846049,"Htr3a-Cre_NO152"
"765",3.3748266667,-49.0000038147,3.3729266667,28.7083346049,84.2916666667,3.3723333333,-36.6145846049,3.37496,-49.083337148,2.3768578307,77.7083384196,"Vip"
"766",2.2151225,-58.40625,2.2139825,20.6250009537,55.3125,2.2135875,-33.1875,2.2200125,-59.046875,1.3603449166,79.0312509537,"Gad2-IRES-Cre"
"770",7.774985,-56.3229166667,7.7701716667,24.2187506358,194.208333333,7.769795,-36.1354179382,7.77916,-58.5208333333,3.619182316,80.5416673025,"Gad2-IRES-Cre"
"771",20.2179833333,-56.3437538147,20.2171683333,4.8645837307,505.416656494,20.2167916667,-30.2187506358,20.2180383333,-56.4583358765,0.8538060921,61.2083375454,"Sst-IRES-Cre"
"774",7.17816,-53.5729179382,7.1772166667,16.7812506358,179.375,7.1768133333,-31.5729166667,7.178185,-53.6875025431,1.3266120888,70.354168574,"Sst-IRES-Cre"
"775",1.3942883333,-57.7812512716,1.3930133333,35.4375,34.8333333333,1.3924333333,-43.09375,1.39437,-57.9166666667,1.71565651,93.2187512716,"Sst-IRES-Cre"
"779",10.5479,-46.5625038147,10.5464333333,22.6979173024,263.625,10.5457933333,-31.8020852407,10.5479333333,-46.5833358765,1.7345041749,69.2604211171,"Vip"
"780",13.7247583333,-51.71875,13.723865,-0.0729166667,343.041666667,13.7234566667,-28.2291666667,13.724795,-51.8125012716,0.8326193387,51.6458333333,"Pvalb-IRES-Cre"
"785",1.79735,-45.4270858765,1.7957016667,23.4791666667,44.8750012716,1.7951633333,-34.8750038147,1.7973983333,-45.5312525431,2.350335595,68.9062525432,"Htr3a-Cre_NO152"
"788",13.13609,-65.875,13.13544,12.671875,328.375,13.13509,-36.0156269073,13.1361175,-65.953125,0.9622928751,78.546875,"Pvalb-IRES-Cre"
"790",7.2719,-59.5000038147,7.2706633333,23.1770833333,181.79166158,7.270225,-30.7500006358,7.27206,-59.7291679382,1.4782386957,82.677087148,"Pvalb-IRES-Cre"
"791",6.654715,-52.9895858765,6.6533583333,6.2187504768,166.291666667,6.6529166667,-26.0520852407,6.6556216667,-53.4895858765,1.1066169869,59.2083363533,"Pvalb-IRES-Cre"
"799",13.94924,-59.6666704814,13.9485383333,3.4270833731,348.708323161,13.9482216667,-35.0625019073,13.9492683333,-59.7604179382,1.0725661111,63.0937538545,"Pvalb-IRES-Cre"
"800",12.24153,-59.8958358765,12.2409733333,13.2604173024,306.041666667,12.240685,-31.2187506358,12.2415483333,-59.9687525431,0.9781871242,73.1562531789,"Pvalb-IRES-Cre"
"803",4.7878083333,-55.9791704814,4.7868383333,26.9895839691,119.66666158,4.7864133333,-43.9270858765,4.7878766667,-56.083337148,1.5510838865,82.9687544505,"Sst-IRES-Cre"
"804",6.15159,-46.9531288147,6.15002,22.8281269073,153.75,6.1495,-33.453125,6.1517,-47.0625,2.0108621131,69.781255722,"Vip"
"806",2.3338983333,-53.7500038147,2.3328366667,20.7291673024,58.3333333333,2.332475,-41.4062538147,2.3385316667,-53.9375012716,1.8379418725,74.4791711171,"Sst-IRES-Cre"
"812",5.047455,-56.5000019073,5.0445425,30.2812509537,126.125,5.0441925,-41.34375,5.0528,-60.1875,2.8510138318,86.781252861,"Htr3a-Cre_NO152"
"813",1.1939983333,-48.0312525431,1.1915166667,23.2291673024,29.7916673024,1.191075,-35.3229179382,1.1975333333,-49.5000038147,2.5347308813,71.2604198455,"Htr3a-Cre_NO152"
"815",0.96258,-56.6250025431,0.9607066667,31.3958346049,23.9583333333,0.9602333333,-43.5312512716,0.96812,-57.6562525431,2.6150495665,88.020837148,"Vip"
"821",4.47092,-55.2604204814,4.4681666667,33.0833358765,111.666664123,4.4677733333,-35.4166666667,4.47796,-59.520837148,3.2179712376,88.3437563579,"Nkx2-1-CreERT2"
"823",7.2608766667,-59.9687525431,7.2597566667,25.0104166667,181.458333333,7.2593616667,-32.9166679382,7.260955,-60.0729192098,1.5118800777,84.9791692098,"Pvalb-IRES-Cre"
"829",24.53703,-55.2708346049,24.5362866667,19.4062512716,613.416666667,24.5359516667,-32.2812525431,24.53709,-55.4270846049,1.2205514086,74.6770858765,"Pvalb-IRES-Cre"
"838",6.6554116667,-56.9791679382,6.6545633333,16.2708339691,166.375,6.65422,-31.1145839691,6.655495,-57.1145846049,1.2232482043,73.2500019073,"Pvalb-IRES-Cre"
"839",15.0360716667,-53.0312525431,15.035395,14.489584287,375.875,15.0350883333,-27.4166679382,15.036195,-53.239587148,1.0249181154,67.5208368301,"Pvalb-IRES-Cre"
"840",10.07721,-52.1770846049,10.0764583333,13.458334287,251.91666158,10.0761183333,-29.7187519073,10.0772316667,-52.3020858765,1.0818019591,65.6354188919,"Pvalb-IRES-Cre"
