"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vrest","transgenic_line","tau","firing_rate","height_short","height_long","height_ramp"
"560",-0.0496944984,70.9369230769,0.2557799198,630.2,12.7787333333,8.988,-46.8750038147,-48.7395833333,-65.3312530518,0.07454,627.76,12.7753866667,3.448,20.90625,18.916668574,21.8000007629,80.6251466274,0.018194763,370,319.375,989.999938965,627.28,12.7749133333,3.096,-40.2500038147,-38.5937525431,-43.5562522888,635.72,12.7834333333,330.528,-49.78125,-51.3750025431,-79.6812530518,3.1632116489,3.5704344126,2.3214358303,-79.0847549438,"Vip",7.04623134374,14.0970309484,87.1312538147,67.7812538147,67.6562519073
"582",1,1000,0.0162946428,58.515,11.0095783333,4.3133333,-63.09375,-54.3020858765,-63.0416692098,0.020385,57.715,11.0084666667,3.4866667,30.4375019073,17.0625009537,35.052087148,128.906220198,0.0122502679,190,275.208333333,610,57.365,11.00793,3.14,-45.1875038147,-35.4062525431,-47.5104192098,58.56,11.0096166667,609.9966667,-63.2500038147,-54.333337148,-75.5208409627,1.5761168417,1.2081490857,1.6631779408,-74.6053924561,"Sst-IRES-Cre",12.0413794525,1,98.0937563578,93.5312519073,71.3645868302
"603",0.0065785342,8.6845348837,0.7689962103,13.245,14.36881,3.659,-66.40625,-60.7083358765,-65.8500045776,0.007045,12.7,14.3681466667,3.142,12.9375009537,9.8541669846,18.6625007629,81.6517844796,0.0469314456,350,359.208333333,608,12.45,14.3678,2.906,-44.3750038147,-33.8333346049,-50.6562522888,13.255,14.368845,283.387,-66.5625,-60.802087148,-76.8500030518,1.1868201442,0.9871237677,1.2449537015,-76.7064819336,"Pvalb-IRES-Cre",7.3167606567,115.147214375,84.5125053405,79.3437509537,70.5625028611
"610",0.0034258705,16.3288333333,0.9160714282,24.145,7.5178483333,3.586,-64.65625,-62.4375038147,-65.2437515259,0.01156,23.39,7.5171633333,2.889,14,19.0625012716,16.9625007629,128.906175494,0.0333370417,170,187.875,509.999969482,23.095,7.5168433333,2.624,-41.8125,-41.1666679382,-47.0750030518,24.225,7.5178883333,397.368,-64.84375,-62.520837148,-76.7500030518,1.2678411868,1.1771167678,1.2837575142,-75.9636688232,"Pvalb-IRES-Cre",5.65473791679,61.2413624163,82.2062522888,78.65625,81.5000050863
"617",0.001921928,13.7044366197,0.6832588766,19.23,11.20719,3.775,-54.8125038147,-56.708337148,-60.851565361,0.01356,18.545,11.2065716667,3.20625,11.8125009537,20.9687512716,24.2812519073,78.4374624491,0.0179715771,310,280.166666667,585,18.275,11.206295,2.99125,-31.5,-30.5520846049,-43.6875019073,19.265,11.20725,289.2575,-54.9062538147,-56.8125038147,-78.7187538147,1.2784616037,1.1917474577,1.3847579099,-78.4837493896,"Htr3a-Cre_NO152",5.40429043135,72.9690703639,85.1328172683,66.6250047684,77.6770884196
"625",1,6.97,1.3892857143,7.815,22.2290283333,3.817,-59.1875,-56.4687538147,-63.3437530518,0.00579,7.215,22.2282616667,3.147,5.9062504768,4.645833532,9.1812503815,63.9061331749,0.0228347033,570,555.708312988,640,6.96,22.2279183333,2.92,-39.0312538147,-29.4479179382,-43.9562515259,7.88,22.2290383333,638.815,-59.2812538147,-56.5104204814,-75.7937530518,1.2826150768,0.9596499628,1.3432428428,-75.3418273926,"Pvalb-IRES-Cre",4.99331465352,143.472022956,72.5250034333,65.0937504768,61.1145873467
"637",-0.0250006163,27.1840277778,0.7600728231,674.47,11.5774166667,3.817,-54.9687538147,-53.2604192098,-60.2125038147,0.013205,673.705,11.57662,3.215,16,18.8125,33.0812515259,84.375038743,0.0347299464,300,289.375,480,673.38,11.576275,2.965,-32.375,-30.9479173024,-44.9187515259,674.505,11.57754,215.076,-55.0937538147,-53.4687525431,-73.6625015259,1.2425222522,1.2504334035,1.4380547613,-73.9697494507,"Pvalb-IRES-Cre",6.28842613475,36.7863073189,93.2937553406,70.9687538147,72.0729192098
"640",0.0070805118,37.2956,0.535335689,68.89,2.6347133333,3.97,-64.875,-63.8229179382,-65.5875,0.027645,68.12,2.6339133333,3.254,34.5,35.625,36.225,204.374998808,0.2816291749,90,65.7916666667,580,67.765,2.63354,2.935,-38.53125,-36.7604192098,-45.9562507629,68.92,2.6347583333,554.44,-65.0000076294,-63.9375,-72.3187515259,1.3144897219,1.3401802686,1.4296709005,-72.1406173706,"Sst-IRES-Cre",17.4884521119,26.8128143802,101.8125,99.375,99.4479179382
"644",0.0087990362,45.4195238095,0.373477421,238.995,3.8701466667,4.631,-59.5312538147,-61.5833358765,-64.19375,0.04263,237.775,3.86876,3.521,32.6562538147,37.9479192098,31.0187519073,212.499886751,0.2742293477,90,96.7083333333,610,237.37,3.86836,3.179,-42.34375,-41.708337148,-48.0187522888,239.05,3.8703966667,353.265,-59.6250038147,-61.8854204814,-74.2125045776,2.1410151276,2.4402651721,2.0667682609,-73.6112442017,"Sst-IRES-Cre",24.9753227551,22.0169635462,95.2125019073,92.1875076294,99.5312550863
"654",0.0212807293,12.2414285714,0.5199999487,15.875,10.96376,3.8675,-62.4062538147,-57.3229166667,-61.8593775431,0.00885,15.275,10.963005,3.2133333,11.5937509537,10.0000003179,15.5781259537,111.250080168,0.0098585226,249.999984741,274.083333333,540,15,10.9626983333,2.9808333,-38.125,-32.1666673024,-46.6458365122,15.895,10.9638516667,330.0041667,-62.4687538147,-57.4583346049,-73.0885480245,1.1575909537,1.169867457,1.4057880556,-72.4832229614,"Pvalb-IRES-Cre",6.778162521,81.6898121136,77.4375034968,74.0000047684,67.3229169846
"661",0.005617734,18.0111111111,0.7812252835,20.68,7.406665,4.098,-54.9062538147,-54.9687525431,-54.8625015259,0.010855,19.945,7.4059216667,3.294,33.5312538147,34.7395846049,30.01875,103.080354631,0.1276827008,220,185.125,220,19.645,7.4056016667,3.014,-33.65625,-30.1979173024,-36.48125,20.715,7.4067233333,357.402,-55.09375,-55.0833346049,-68.525,1.5553977552,1.4627381694,1.5878005789,-68.0096206665,"Pvalb-IRES-Cre",4.25621235305,55.5212831586,84.8812515259,88.4375076294,89.708337148
"673",0.0089474985,9.046,1.6952378444,9.125,10.6831883333,3.9875,-61.4062538147,-57.3541704814,-63.6093762716,0.00543,8.45,10.68227,3.275,16.625,6.0104168455,24.7500009537,130.624964833,0.0472249612,290,267.04166158,156.666656494,8.165,10.6818883333,3.0108333,-38.78125,-30.8645846049,-44.6927096049,9.135,10.68326,666.1066667,-61.5,-57.4791692098,-75.4010454814,1.2913288219,0.9813387005,1.3366083477,-74.789932251,"Pvalb-IRES-Cre",6.10116583599,110.546097723,88.3593772253,78.0312538147,63.3645873269
"676",1,21.18,0.031415345,65.65,4.58689,4.3625,-56.71875,-53.427087148,-59.328127861,0.02441,64.665,4.5858633333,3.4225,20.53125,19.7604166667,24.6406259537,202.524065971,0.0633326694,90,114.666666667,450,64.335,4.58548,3.12125,-42.34375,-36.8541679382,-44.2187519073,65.715,4.5869666667,479.925,-56.8437538147,-53.552087148,-68.1250038147,1.8060889336,1.6076182326,1.7984025878,-67.2024230957,"Htr3a-Cre_NO152",33.4935106386,47.2143531634,83.9687538147,77.25,73.1875038147
"692",1,1000,0.6959105414,16.08,15.079075,3.974,-59.90625,-52.3229204814,-61.8000030518,0.01101,15.26,15.0779333333,3.204,17.3750019073,5.0520833333,24.9875007629,93.5937091708,0.0474311709,280,376.958323161,680,14.96,15.07748,2.945,-37.46875,-27.7708339691,-43.4312538147,16.155,15.0793183333,551.29,-60.0625,-52.5416692098,-74.9250015259,1.5055027568,1.0586477038,1.5828489081,-73.8991775513,"Pvalb-IRES-Cre",6.12901705554,1,86.7875038147,77.2812519073,57.3750038147
"696",0.0532386912,67.3628571429,0.1805248644,98.92,1.1628675,4.4616667,-56.0937538147,-54.2500038147,-56.4895846049,0.020765,97.655,1.1615825,3.295,26.3125019073,27.7812509537,28.8125019073,319.866210222,0.0311772805,30.0000019073,29,93.3333333333,97.175,1.161025,2.845,-47.9687538147,-46.7500019073,-47.208337148,98.985,1.1964,635.1366667,-56.2187538147,-55.1406269073,-65.3020858765,1.9976186671,2.0264474197,2.0686880422,-64.980506897,"Sst-IRES-Cre",37.5632431035,14.844976036,85.3020865122,82.406255722,82.0312547684
"706",0.0174742034,82.5918181818,0.1532775699,740.01,7.763055,8.3083333,-55.5312538147,-55.770837148,-63.6718762716,0.03166,736.58,7.7587666667,3.3075,9.5000009537,14.5104176203,15.630209287,96.0937142372,0.0173782222,200,193.916666667,660,736.115,7.7583216667,2.98,-38.4375,-35.9583346049,-43.942712148,745.28,7.7677383333,388.3158333,-58.78125,-58.0208346049,-71.6875038147,3.2259519211,3.3174060475,2.5093550185,-70.9221343994,"Htr3a-Cre_NO152",8.02571497604,12.1077368438,79.3020855586,65.0312547684,70.2812547683
"711",0.1737451063,77.0542857143,0.2689922481,54.3,3.9243866667,4.38,-49.53125,-44.9583346049,-51.187502861,0.02048,52.92,3.92264,3.19,42.84375,36.6458346049,40.9531269073,220.156356692,0.0757536516,90,98.125,489.999969482,52.54,3.9222266667,2.85,-37.90625,-36.3020858765,-40.1953144073,881.2,3.9362866667,650.4,-51.0625038147,-48.8645858765,-69.3750019073,3.3484581545,3.8211710893,3.1152520669,-68.2027053833,"Htr3a-Cre_NO152",14.270721381,12.9778634729,92.1406297683,92.375,81.6041692098
"733",1,8.66,0.3916675008,7.135,7.55248,3.435,-66.40625,-53.8125038147,-65.4937561035,0.00376,6.565,7.55153,2.82,28.0625019073,-0.9375000596,28.8750007629,168.124958873,0.0399486497,150,188.75,260,6.285,7.55103,2.55,-36.375,-32.21875,-41.1937538147,7.2,7.552535,3.473,-66.5,-53.9375038147,-65.6187545776,1.1197165033,0.7245818994,1.1906092108,-60.3886985779,"Pvalb-IRES-Cre",6.89679370879,115.473441109,94.3687568664,94.4687519073,52.8750037551
"783",-0.0186307901,35.2214814815,0.459786812,894.2,6.75717,5.636,-47.5000038147,-50.0156288147,-55.4250022888,0.03188,892.06,6.75445,3.328,24.0625019073,22.03125,30.1125015259,139.531284571,0.0126825888,230,168.8125,570,891.52,6.75394,2.964,-35.4375038147,-35.4531288147,-41.2500030518,895.38,6.75973,183.1,-47.9687538147,-51.3593769073,-73.0375045776,2.5428886011,2.9004977677,2.4919417308,-72.6365890503,"Ndnf-IRES2-dgCre",8.7741228146,28.3917642852,85.5375038147,71.562505722,72.0468788147
"797",0.0015176946,5.576488764,2.6300008837,7.99,11.5541366667,3.86125,-64.21875,-57.3229204814,-63.2187519073,0.00394,7.445,11.55346,3.29625,14.6250009537,8.4895839691,17.5312504768,74.21875,0.0696823075,390,288.833333333,115,7.17,11.5531116667,3.025,-49.65625,-34.8437512716,-53.242190361,8.01,11.554195,641.02375,-64.2812576294,-57.4166679382,-73.5703125,1.2198152973,1.0366633378,1.2510517287,-69.6425094604,"Pvalb-IRES-Cre",7.70513424457,179.324310031,80.7500023841,78.8437509537,65.8125044505
"801",0.0593433997,25.06,0.0339241404,59.28,1.23154,5.78,-55.5312538147,-54.2187538147,-56.9375038147,0.0126,56.98,1.22914,3.25,27.7812519073,26.5000019073,33.0781269073,259.375393391,0.0696748644,40,30.75,239.999984741,56.52,1.22862,2.87,-40.21875,-38.2500038147,-43.1718769073,60.62,1.23328,684.08,-56.0312538147,-55.03125,-65.2343788147,2.9985858268,2.828300996,3.3017953836,-63.4668731689,"Vip",15.5210912775,39.9042298484,90.015630722,83.312505722,80.718755722
"808",0.0596904831,184.133333333,0.0629230769,27,4.5963133333,4.665,-52.09375,-49.5937538147,-55.0468788147,0.01042,25.86,4.5946,3.4,26.4375,24.0104173024,30.1718759537,243.59382689,0.2301959395,90,114.875002543,260,25.52,4.5941666667,3.065,-36.78125,-36.5312525431,-44.8750019073,27.2,4.5976,390.71,-52.2812538147,-50.3958346049,-69.0078163147,2.3637363305,2.5119614209,2.4669031153,-68.3530731201,"Chrna2-Cre_OE25",14.5666300154,5.43084721217,85.2187547684,78.53125,73.6041711171
"810",0.0033176769,13.7374305556,0.9649606131,12.34,9.5567016667,4.096,-65.6250076294,-61.2812512716,-66.0250015259,0.007665,11.625,9.5559133333,3.329,11.5625,15.3645839691,14.7937505722,121.87499553,0.0594092533,220,238.875,88,11.355,9.5555983333,3.079,-40.03125,-32.3333346049,-45.40625,12.42,9.5567533333,416.932,-65.7187576294,-61.3958333333,-72.1000030518,1.346567002,1.1896774851,1.4297069586,-72.0374450684,"Pvalb-IRES-Cre",6.6501880235,72.7938165695,80.8187520981,77.1875076294,76.6458352407
"814",0.2028047017,123.11,0.2605839526,79.035,4.05427,4.425,-59.7187538147,-58.5312519073,-60.9218769073,0.02047,78.03,4.0532875,3.4125,28.9062519073,34.1093769073,32.6406269073,190.178707242,0.0598619916,90,101.3125,390,77.66,4.052895,3.06,-44.03125,-42.859375,-46.1875,79.095,4.0543625,423.1425,-59.8437538147,-58.6562519073,-71.0468788147,1.8761093412,1.927138885,1.9602994483,-70.5497512817,"Htr3a-Cre_NO152",14.6809064199,8.12281699293,93.5625038146,88.625005722,92.6406288146
"817",0.0897806573,61.0285714286,0.2440812652,96.64,1.1626266667,4.5433333,-56.0312538147,-56.9687538147,-59.9635442098,0.02654,95.48,1.1614666667,3.4633333,26,27.8958352407,28.5625012716,301.875025034,0.0287001096,29.9999980927,29.0416673024,340,94.96,1.1609466667,3.01,-41.3437538147,-40.8125025431,-44.7604192098,96.74,1.1626866667,537.0833333,-56.1250038147,-57.0312538147,-61.5625025431,1.6445920217,1.589541691,1.7130475914,-60.2090263367,"Chrna2-Cre_OE25",36.0189703009,16.3857677903,88.5260454814,82.0312538147,84.8645890554
"818",1,1000,0.1834168989,79.54,7.20947,4.122,-61.1875038147,-58.4166704814,-61.5625022888,0.053915,78.81,7.2086916667,3.348,40.6250038147,41.9895846049,42.5375015259,117.187544704,0.0348579437,140,180.208328247,0,78.495,7.2083533333,3.051,-44.4687538147,-42.1875012716,-44.9562515259,79.57,7.2094966667,322.44,-61.2812538147,-58.4791704814,-70.9875045776,1.7006230735,1.6845731865,1.7491461187,-70.2343597412,"Sst-IRES-Cre",9.76257432029,1,104.100003815,101.812507629,100.406255086
"831",0.0062899834,44.7078571429,0.3766267589,55.505,2.7402733333,5.339,-57.4687538147,-52.2395846049,-56.3375022888,0.02555,52.965,2.7371883333,3.422,26.6250019073,25.2812512716,28.9375007629,179.6875,0.0139154363,50,68.4166666667,62,52.385,2.7367366667,3.057,-43.2500038147,-38.2083333333,-42.8062507629,59.955,2.7467383333,738.916,-59.7187538147,-55.8854204814,-65.5812530518,3.096083587,3.1997029949,2.9572227743,-65.2319946289,"Htr3a-Cre_NO152",10.4881292678,22.3674330175,85.2750030517,84.093755722,77.5208358765
"835",0.0319736718,47.196,0.3361510791,78.78,1.6131666667,4.884,-59.65625,-60.645837148,-61.4625030518,0.02868,77.26,1.6116933333,3.5,29.8125019073,42.9062512716,38.7312507629,259.218871594,0.2042537034,50,40.2083333333,400,76.74,1.61118,3.052,-43.8437538147,-41.4895846049,-44.3687507629,78.88,1.61326,599.344,-59.7812538147,-60.7500025431,-67.3750030518,2.1535239513,2.2665390517,2.3265251738,-66.9698791504,"Sst-IRES-Cre",37.2623553598,21.1882362912,100.193753815,89.4687519073,103.55208842
"882",0.3934929405,44.7975,0.0872159141,101.01,5.2831566667,4.2116667,-59.3750038147,-57.5729192098,-60.2187512716,0.032155,100.045,5.282125,3.3208333,34.28125,36.7083333333,34.6718762716,183.906212449,0.0880968869,130,132.041666667,650,99.68,5.281745,2.9958333,-45.3125,-42.0729179382,-45.6406256358,101.075,5.283235,510.6041667,-59.5312538147,-57.6979179382,-78.5364646912,2.0097338744,1.9804836621,1.9574085769,-77.7048721313,"Sst-IRES-Cre",14.1900348151,22.3226742564,94.8906275432,93.6562538147,94.2812525431
"892",-0.0119699722,25.2758974359,0.4405342081,22.06,10.5001,7.056,-51.28125,-49.9062525431,-59.5125022888,0.01062,20.64,10.4976933333,3.384,28,25.4166679382,31.2312515259,134.53117013,0.0435074233,280,262.458333333,660,20.28,10.4972266667,3.048,-34.15625,-33.0416666667,-39.1687515259,22.4,10.5013,165.696,-51.5000038147,-50.6458358765,-76.0437530518,2.8778333773,3.1367400564,2.7155627201,-74.5060882568,"Ndnf-IRES2-dgCre",8.44157721382,39.5633825678,90.7437538147,79.28125,75.3229204813
"897",0.0044856552,12.8574025974,1.1214285714,10.675,12.1193133333,6.8216667,-54.40625,-53.53125,-66.3541666667,0.00671,9.775,12.1181566667,3.345,14.59375,15.0625009537,15.28125,103.281363845,0.0613643974,310,302.958333333,353.333333333,9.44,12.117785,3.0266667,-41.84375,-32.0416666667,-44.4791666667,10.755,12.1195616667,366.0533333,-54.5625,-53.75,-78.1875,1.6129666937,1.5310652563,1.6712375294,-77.5536880493,"Pvalb-IRES-Cre",4.84332547284,77.7762065413,81.6354166667,69,68.5937509537
"900",0.0277129709,37.0846,0.2723860585,134.995,1.0301383333,4.25875,-56.9062538147,-56.5520846049,-60.7500009537,0.02106,133.815,1.0290333333,3.20875,26.03125,34.5000012716,33.5390625,430.468857288,0.1329284012,20,25.7083333333,360,133.31,1.0284983333,2.75625,-41.96875,-39.1770846049,-42.9375,135.015,1.030175,594.79875,-56.9375,-56.6562512716,-66.4921875,1.6007145232,1.5148494313,1.6068499239,-65.1735992432,"Gad2-IRES-Cre",35.9975757826,26.9653710705,94.2890634537,82.9375038147,91.0520858765
"912",0.0601191739,43.5109090909,0.3830826055,181.78,1.95068,20.6914286,-53.8750038147,-50.2500025431,-50.1026812962,0.03288,180.82,1.9495066667,19.54,37.8125,29.3750019073,21.1696436746,267.187476158,0.1509155333,29.9999980927,48.7083333333,509.999969482,180.36,1.9490266667,19.0914286,-39.2187538147,-39.0937512716,-40.2098230634,181.82,1.9507466667,20.78,-53.9375038147,-50.3541704814,-50.1741098676,1.5632390997,1.7564811009,1.8217883341,-69.3536453247,"Chrna2-Cre_OE25",20.8669719179,22.9827420501,71.2723249708,91.6875038147,79.6250044504
"916",0.0672948924,32.16,0.3464285892,31.485,7.5025183333,4.225,-64.125,-60.5208333333,-65.35,0.014025,30.61,7.5015233333,3.392,35.0625,27.5520833333,41.1687515259,143.906280398,0.0627813786,150,187.5,0,30.27,7.5011533333,3.074,-44.96875,-38.625,-49.6500015259,31.53,7.5026266667,494.132,-64.34375,-60.6979179382,-74.2687530518,1.8047332222,1.6356829455,1.8086359928,-73.186340332,"Sst-IRES-Cre",12.5201058285,31.0945273632,106.518751526,99.1875,88.0729166666
"922",-0.0003600978,47.465,0.0738636364,138.53,3.6777375,4.092,-51.9375,-50.96875,-60.1812515259,0.032045,137.665,3.6768,3.329,30.1250019073,31.468752861,35.8,248.437315226,0.1404868364,90,91.875,270,137.34,3.6764475,3.077,-32.46875,-32.625,-43.83125,138.56,3.6777625,561.836,-52.0625,-51.0156269073,-72.0437515259,1.7307507128,1.8135963864,1.868384341,-70.3994216919,"Htr3a-Cre_NO152",12.5912705003,21.068155483,95.9812515259,82.0625019073,82.437502861
