"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vrest","transgenic_line","tau","firing_rate","height_short","height_long","height_ramp"
"187",0.0085721666,33.8940740741,0.3196428571,115.145,2.09643375,4.9666667,-49.4687538147,-48.0546913147,-58.8072942098,0.029625,113.745,2.09495375,3.46,37.90625,38.3671884537,40.1666666667,214.687585831,0.1104063764,50,52.3749980927,350,113.375,2.09456,3.1658333,-37.2812538147,-36.1640644073,-45.1666679382,115.235,2.09659625,525.3025,-49.5937538147,-48.187502861,-75.9739596049,2.8094413649,2.8084889299,2.9803402309,-75.1252746582,"Htr3a-Cre_NO152",15.2825638403,29.5036824966,98.9739608765,87.3750038147,86.4218797684
"192",0.2510615424,140.15,0.1743303571,55.16,4.2015333333,4.228,-60.5625038147,-61.7812538147,-64.2562515259,0.01648,54.14,4.2007,3.384,18.1875,37.3333358765,35.6875015259,153.281241655,0.0320168957,90,105,340,53.8,4.2003333333,3.064,-47.7187538147,-46.6041692098,-49.7875030518,55.32,4.20156,217.532,-60.7187538147,-61.8125,-71.3500045776,1.9411185053,1.7599099007,1.8892988359,-70.6198348999,"Sst-IRES-Cre",10.4043408288,7.13521227257,99.9437530518,78.7500038147,99.1145896912
"196",-0.0176142753,36.248,1.1470588235,149.72,8.71396,3.995,-57.1562538147,-54.4843769073,-60.960940361,0.08348,149.08,8.71326,3.375,12.71875,12.5937509537,19.5312509537,121.87499553,0.0165599696,270,217.8125,0,148.78,8.71294,3.09,-38.78125,-35.015625,-46.8515663147,149.74,8.71403,548.86,-57.2187538147,-54.5625038147,-75.148443222,1.2891489916,1.2931437726,1.3291828931,-73.5458374023,"Pvalb-IRES-Cre",6.2928525163,27.5877289782,80.4921913147,69.8750038147,67.078127861
"212",-0.0094155469,72.2433333333,0.1604975781,671.3,4.0438466667,7.488,-52.71875,-52.7916704814,-58.3812515259,0.12866,666.98,4.0397866667,3.452,16.15625,21.7708339691,22.0375015259,202.723219991,0.0289534666,110,100.958333333,590,666.46,4.0393133333,3.108,-28.0937519073,-30.7083352407,-35.0000007629,678.84,4.0519333333,375.62,-56.3437538147,-57.7500025431,-71.9812530518,2.6341096557,2.7386604244,2.4093136964,-71.8275680542,"Nkx2-1-CreERT2",13.2754597851,13.8421076916,80.4187530518,68.875,74.5625044505
"214",-0.005350953,16.1702459016,0.5769068117,61.735,21.7058783333,4.253,-61.0312538147,-57.6250025431,-62.6875053406,0.00846,60.975,21.7049833333,3.218,9.5000009537,12.0729173024,12.8250003815,58.5937872529,0.0542815104,520,542.625,1010.00006104,60.67,21.704655,2.938,-38.0937538147,-32.5625012716,-44.4687522888,61.795,21.7060116667,313.116,-61.1875038147,-57.8229192098,-77.2750030518,1.242690961,1.2453195808,1.453792063,-77.0154571533,"Pvalb-IRES-Cre",5.05099458276,61.8419785379,75.5125057221,70.5312547684,69.6979198455
"220",0.0001234067,16.9751724138,0.8906249907,384.92,6.7703983333,4.185,-54.0625038147,-55.8750025431,-58.859377861,0.01461,384.115,6.76959,3.46,25.1875019073,28.8750012716,33.8437519073,144.999846816,0.1031743139,170,169.25,0,383.74,6.769245,3.16,-30.1250019073,-30.2500006358,-42.4375019073,384.965,6.7704083333,403.9975,-54.2187538147,-55.9479192098,-68.8750076294,1.3571826956,1.3707452745,1.5285837514,-67.8475646973,"Pvalb-IRES-Cre",9.67085076778,58.9095636629,92.7031297683,79.250005722,84.7500038147
"228",0.0040284627,16.3270833333,0.7385341825,90.27,15.288985,3.809,-55.6562538147,-56.7916704814,-60.4437530518,0.011525,89.625,15.28838,3.232,17.75,26.2500019073,30.1312511444,59.062615037,0.0487442166,419.999969482,382.208333333,516.000036621,89.345,15.2881033333,2.999,-34.1875038147,-33.1354204814,-42.7562515259,90.31,15.28904,399.797,-55.8750038147,-56.8854204814,-75.2000045776,1.2769353864,1.3409997502,1.4346522375,-73.6921920776,"Htr3a-Cre_NO152",5.09978877625,61.2479265026,90.5750041962,73.4062538147,83.0416723887
"242",1,1000,0.0262962972,29.42,7.4633733333,4.575,-48.90625,-42.2708358765,-50.796877861,0.01118,27.9,7.4615733333,3.06,37.1250038147,34.65625,36.8203144073,116.093747318,0.1477547884,170,186.5,450,27.44,7.4609733333,2.64,-41.3125,-36.0833346049,-46.960940361,29.42,7.4811666667,550.485,-48.90625,-44.0729179382,-71.1718788147,3.2313770118,2.592667526,3.4686904497,-70.8081970215,"Vip",9.36166127769,1,87.6171922683,86.0312538147,76.9270858765
"246",0.0215097192,60.3490625,0.2678926561,71.885,4.3152816667,4.48875,-64.8750076294,-60.6666704814,-64.187502861,0.016975,70.96,4.3143033333,3.3875,23.125,26.3437512716,23.1015634537,186.718642712,0.1274576187,100,107.83333079,430.000030518,70.615,4.3139483333,3.05375,-48.90625,-44.9791692098,-49.117190361,71.94,4.315415,390.12625,-64.96875,-60.8437512716,-77.0156326294,1.7228706028,1.7892661009,1.8291749198,-76.3768463135,"Sst-IRES-Cre",12.0585229506,16.5702656939,87.2890663147,88.0000076294,87.010421753
"259",0.0053025992,52.4047058824,0.3281249954,812.88,7.1394866667,7.3366667,-49.9375,-51.9895858765,-60.0364615122,0.08436,809.96,7.13638,3.4333333,26.9062519073,28.8229179382,29.8125009537,82.6562866569,0.0443052985,230,178.333333333,750,809.54,7.1359533333,3.0666667,-36.6875,-36.6562512716,-41.8333346049,817.92,7.1458933333,354.46,-52.0312538147,-54.7500012716,-76.6562525431,3.9792604023,4.1372714002,2.5753322441,-76.6352844238,"Ndnf-IRES2-dgCre",4.76388273059,19.0822557471,89.8489624659,76.8437519073,80.8125038147
"274",0.0032075613,18.2135185185,0.7396008892,31.48,5.1876266667,4.527,-62.59375,-61.0729179382,-66.0750015259,0.01245,30.26,5.1860583333,3.303,22.4375,15.59375,29.6875,219.218745828,0.0653395057,110,129.624997457,400,29.85,5.185535,2.957,-33.3750038147,-27.40625,-41.79375,31.61,5.1878533333,336.476,-62.8125,-61.302087148,-75.8125015259,1.4712333598,1.1400686735,1.8010997643,-74.1142349243,"Sst-IRES-Cre",11.3302379491,54.9042733827,95.7625015259,85.03125,76.6666679382
"277",0.028414687,58.0909375,0.2324999967,73.015,1.1137325,5.207,-51.59375,-51.6250038147,-57.6187522888,0.016375,71.335,1.1121575,3.241,22.28125,29.8750009537,21.0437503815,357.142865658,0.0710114762,29.9999980927,27.75,312,70.835,1.11166,2.816,-37.0312538147,-35.7812519073,-36.0937515259,96.37,1.14965,46.175,-51.9375,-52.9375,-61.0812507629,2.4432934881,2.5519149186,2.2982044247,-59.3971290588,"Gad2-IRES-Cre",88.6743577429,17.2143890775,78.6625026703,73.875,81.5000047684
"286",0.0240650778,29.9925,0.5245535714,51.92,1.48259,4.2133333,-61.5937538147,-60.4843788147,-59.895837148,0.02184,50.94,1.48162,3.3,29.4062519073,33.7031288147,33.8125025431,230.468943715,0.0809965506,50,36.9999990463,499.999969482,50.56,1.48117,2.9666667,-44.4375,-51.1562519073,-42.8645846049,52,1.48268,545.66,-61.65625,-60.5937519073,-72.4791692098,1.9454791285,1.991970474,2.032039695,-71.9615402222,"Chrna2-Cre_OE25",18.1274680274,33.3416687505,93.7083396911,91.000005722,94.1875076294
"304",0.3898090181,126.19,0.1472222222,146.98,3.64291,5.43,-45.9062538147,-46.0625,-51.9270865122,0.0499,144.16,3.64072,3.58,38.03125,40.2968769073,39.9427102407,247.209787369,0.1305550337,90,91.0624961853,850,143.6,3.64012,3.11,-33.8125,-33.328125,-44.1145846049,193.02,3.67366,738.29,-54.9375038147,-53.7500019073,-77.0104204814,2.9704548983,2.7977287138,3.0714128111,-75.7673873901,"Chrna2-Cre_OE25",34.4632411319,7.92455820588,91.8697967529,83.9375038147,86.3593769073
"328",0.2641601555,19.89,0.1625,51.86,1.6212733333,4.64,-60.1562538147,-58.3750038147,-59.6979179382,0.0227,50.78,1.6201666667,3.6333333,30.5937519073,32.1041666667,28.9895846049,345.132231712,0.1095933169,50,40.5,0,50.26,1.61964,3.1266667,-43.8125038147,-39.3958333333,-46.1875025431,51.88,1.6213,4.6866667,-60.1875038147,-58.4166679382,-59.7812538147,1.5008909647,1.4780456159,1.4655609127,-75.5577392578,"Sst-IRES-Cre",28.6848842198,50.2765208648,88.6875025431,90.750005722,90.4791704814
"331",0.3694243244,234.183333333,0.0622340431,203.63,1.3877933333,4.39,-64.96875,-60.9583346049,-63.2812538147,0.03249,202.97,1.3871466667,3.775,25.9375019073,37.9375025431,33.90625,328.906267881,0.0241032355,30.0000019073,34.625,0,202.665,1.386845,3.495,-56.15625,-48.6145846049,-56,203.655,1.3878133333,875.235,-65.0937576294,-61.0520858765,-76.375,1.5295348267,1.5537261896,1.5111116856,-76.1264419556,"Sst-IRES-Cre",33.6563817662,4.27015870757,97.1875038147,90.9062519073,98.895837148
"343",0.0043230549,88.42,0.1644911553,358.4,3.9817933333,5.204,-49.9062538147,-49.3229192098,-56.4062538147,0.00798,356.86,3.98022,3.532,36.9375,39.7812512716,38.1250015259,186.562418938,0.0656694323,110,99.5,249.999984741,356.4,3.9797533333,3.14,-40.9687538147,-41.7708358765,-48.3062515259,358.4,3.98196,603.268,-49.9062538147,-49.5104166667,-70.89375,2.9084602245,3.0575043063,3.103612626,-70.5390701294,"Vip",12.7284228906,11.3096584483,94.5312553406,86.8437538147,89.1041704814
"349",0.1579015491,38.5333333333,0.0308988764,36.58,3.5523133333,4.964,-51.4687538147,-46.9166692098,-53.8875022888,0.0118,35,3.5506266667,3.276,33.6250038147,26.8020846049,29.5562511444,193.437457085,0.0550305173,80,88.75,320,34.6,3.55012,2.908,-42.3750038147,-36.8854166667,-46.8312515259,36.68,3.56758,347.728,-51.53125,-48.2187525431,-72.3312545776,3.1612024479,2.6271524345,3.3139818348,-71.559135437,"Vip",12.0755784004,25.9515570934,83.4437534332,85.0937576294,73.7187538147
"377",1,1000,0.9594086251,9.13,11.1717225,4.558,-70.6562576294,-59.0468788147,-70.9125015259,0.00619,8.2,11.1702575,3.535,25.0312519073,-1.8281249404,21.3437503815,119.375117123,0.0237862524,249.999984741,279.25,390,7.795,11.16965,3.174,-47.53125,-31.21875,-49.5312515259,9.185,11.171865,4.678,-70.78125,-59.1562519073,-71.06875,1.4557154889,0.777962546,1.5139737471,-69.7741775513,"Sst-IRES-Cre",9.61065836399,1,92.2562519074,95.6875095367,57.2187538743
"396",-0.0030600409,50.0389473684,0.2868932039,300.36,2.67538,4.648,-51.53125,-51.9791679382,-52.7062522888,0.0363,298.4,2.6732666667,3.364,35.3125,36.4583346049,40.0437522888,210.312455893,0.0470303409,70,66.7916666667,520,298.02,2.6728866667,3.04,-32.9375,-32.2083358765,-39.5812522888,308.86,2.68458,315.744,-56.875,-57.5104192098,-73.0187545776,3.3109132694,3.2084583374,2.7321231042,-72.1218643188,"Nkx2-1-CreERT2",13.0879894655,19.9844331784,92.7500045776,86.84375,88.4375025431
"402",0.0090771914,47.4734210526,0.3694327731,95.45,2.406875,4.497,-63.2499961853,-62.6979179382,-64.3000015259,0.03643,94.42,2.405805,3.462,36.0000038147,38.2812512716,38.7187507629,236.249998212,0.1779349446,70,60.1250012716,509.999969482,94.025,2.4053833333,3.099,-38.1875,-37.6875012716,-40.2062507629,95.49,2.4069366667,612.856,-63.3750038147,-62.8541679382,-67.9812515259,1.7641552025,1.7141695911,1.8245463506,-67.1558456421,"Sst-IRES-Cre",23.7900689917,21.0644183172,103.018752289,99.25,100.97916921
"404",1,1000,0.7277200042,557.705,11.0513833333,3.9566667,-66.3125076294,-61.3854192098,-64.4843788147,0.13212,557.105,11.0507766667,3.3583333,15.625,20.2916673024,21.5625009537,84.3749642372,0.0316599123,190,276.25,489.999969482,556.82,11.0504716667,3.085,-47.6562538147,-40.6041704814,-49.0989589691,557.73,11.051425,458.32,-66.46875,-61.5312538147,-71.6302108765,1.1790038564,1.1280489742,1.1795685443,-71.2060165405,"Sst-IRES-Cre",4.44464288899,1,86.0468797684,81.9375076294,81.6770865122
"411",0.1511977665,77.2168181818,0.1056660098,91.99,4.107865,4.37,-53.0625038147,-50.2968788147,-54.7187530518,0.01481,90.795,4.106135,3.362,41.71875,33.9218769073,44.5500007629,210.156217217,0.1005399376,60.0000038147,102.625,310,90.485,4.1057175,3.093,-43.6562538147,-34.734375,-47.0250030518,118.65,4.108005,822.841,-54.5937538147,-50.4375038147,-73.89375,3.1322266835,2.966013444,3.085624335,-73.0956115723,"Htr3a-Cre_NO152",11.3367538235,12.9505465719,99.2687538147,94.7812538147,84.218755722
"422",-0.0034304977,47.534,0.2348925538,795.24,3.6507066667,4.856,-52,-54.9687538147,-55.5937515259,0.03686,792.76,3.6474533333,3.492,37.1250038147,41.0833333333,39.8375038147,210.937425494,0.0435485691,100,91.2083307902,460,792.36,3.6470666667,3.156,-33.03125,-34.3125012716,-37.7062522888,801.26,3.6562466667,18.536,-56.625,-59.1354204814,-67.3062530518,3.9501001441,3.8904711157,2.9009700975,-67.0247116089,"Nkx2-1-CreERT2",10.3204092612,21.0375731056,95.4312553406,89.1250038147,96.052087148
"424",0.0190160693,29.948125,0.6965217242,98.335,1.1877583333,11.5116667,-58.9062538147,-58.4895858765,-59.1562525431,0.017455,97.305,1.186655,10.4583333,25.6562519073,29.5729173024,27.9687512716,380.781233311,0.2181522101,29.9999980927,29.625,300,96.94,1.1862633333,10.115,-41.5312538147,-39.5833358765,-39.8958346049,98.435,1.1878866667,287.6616667,-59.0625038147,-58.6875012716,-69.7187525431,1.6689931708,1.6903057944,1.6610773842,-69.4236221313,"Chrna2-Cre_OE25",18.2523856254,33.3910720621,87.1250038147,84.562505722,88.0625031789
"430",1,1000,0.0077054801,25.92,6.2357066667,5.6575,-48.03125,-41.7395846049,-54.0468788147,0.01082,24.06,6.23352,3.44,32,24.6770839691,40.8671889305,167.343825102,0.0316576511,130,155.833333333,390,23.66,6.2327666667,3.08,-37.3125,-27.2500012716,-41.6757826805,30.38,6.23592,722.0025,-49.9062538147,-41.9270846049,-68.7968769073,3.3008975325,1.9067158504,3.2667444696,-68.0115432739,"Vip",13.0020286468,1,94.9140677452,80.03125,66.416668574
"434",0.0257060216,8.59875,1.0062889762,6.77,15.018805,3.389,-64.21875,-61.333337148,-65.9875015259,0.00461,6.26,15.0182116667,2.915,10.25,13.7291679382,17.5125003815,87.1874988079,0.0920467377,400,375.416666667,600,6.03,15.017915,2.71,-39.8437538147,-32.5000012716,-46.8562515259,6.805,15.0188466667,285.923,-64.3125,-61.4166692098,-71.4625045776,1.1720071266,0.9690123182,1.1743543499,-70.0180740356,"Pvalb-IRES-Cre",6.309578877,116.295973252,83.5000019074,74.46875,75.0625050862
"436",1,12.795,0.644777481,8.75,28.1438575,3.7333333,-61.6250038147,-56.4531288147,-61.8750025431,0.005375,8.145,28.1431225,3.1625,12.2500009537,10.1562504768,22.4166682561,59.5982782543,0.0497951172,570,703.5625,775,7.89,28.142755,2.925,-41.2812538147,-31.1406259537,-45.7395858765,8.805,28.1439025,260.2441667,-61.7500038147,-56.5937538147,-68.7447916667,1.3153807642,1.0120806544,1.3183387853,-69.2702331543,"Pvalb-IRES-Cre",5.48953957514,78.1555295037,84.2916707992,73.8750047684,66.6093792915
"440",0.0035474262,11.9491566265,1.1672134046,12.35,7.5471966667,3.9416667,-76.84375,-65.6979192098,-71.7083358765,0.005695,11.775,7.5466,3.3683333,17,14.5104166667,15.8333336512,99.0623831749,0.0307512935,220,188.666666667,0,11.445,7.5463033333,3.0883333,-53.1562538147,-40.21875,-54.1145858765,12.41,7.547225,166.74,-76.96875,-65.8229192098,-76.9583333333,1.0530657376,1.1273312646,1.1741756584,-76.7705001831,"Pvalb-IRES-Cre",6.14426333748,83.6879146585,87.5416695277,93.84375,80.2083358765
"456",1,1000,0.0158333331,44.925,11.3125025,4.235,-56.625,-56.0312538147,-64.625005722,0.030735,43.93,11.3114875,3.34875,14.59375,19.8750009537,26.3046884537,132.812470198,0.0304666571,200,282.75,140,43.585,11.3110475,3.04625,-40.84375,-34.5781288147,-44.945315361,44.985,11.3125175,241.97125,-56.6875038147,-56.0781288147,-73.820318222,1.6825989533,1.2815831416,1.6516135008,-73.2325744629,"Sst-IRES-Cre",14.8012974896,1,90.9296941757,71.21875,75.9062547684
"492",0.0015293281,15.985,0.7942425044,218.58,11.33958,4.232,-54.6562538147,-55.020837148,-59.4875015259,0.03448,217.68,11.33868,3.46,13.9375,16.0416669846,22.1750003815,84.6873819828,0.0045601833,330,283.458333333,780,217.3,11.3382933333,3.136,-32.0312538147,-31.947918574,-44.6062515259,218.62,11.3396666667,420.972,-54.7500038147,-55.114587148,-73.7500045776,1.2821490672,1.2916697843,1.4521160134,-72.5855331421,"Nkx2-1-CreERT2",8.39470754288,62.5586487332,81.6625019074,68.5937538147,71.0625041326
"496",0.0063711965,22.67625,0.7452160306,208.04,9.9739566667,4.62125,-54,-53.9479166667,-59.890625,0.047525,206.705,9.9728183333,3.3125,5.4375004768,14.5000003179,11.3906254768,114.06250298,0.0661664158,230,249.29166158,360,206.31,9.9724416667,3.0125,-30.1875,-30.5833339691,-39.9609384537,208.275,9.97418,663.89625,-54.1875038147,-54.1666679382,-74.5468769073,1.3180304655,1.4087427148,1.5536287096,-73.1888122559,"Pvalb-IRES-Cre",7.18667619204,44.0990022601,71.2812504768,59.4375004768,68.4479169846
"498",0.3214729646,32.18,0.08039773,71.49,6.3065683333,4.285,-57.7812538147,-55.6145846049,-60.2125030518,0.02869,70.47,6.3054683333,3.368,37,32.0833352407,36.8187507629,197.343677282,0.0626886636,130,157.625,600,70.07,6.3050066667,3.022,-40.4062538147,-33.9791679382,-42.8687522888,71.615,6.306645,634.33,-57.90625,-55.7708358765,-74.5375061035,1.9689104141,1.6040711532,1.8377684621,-74.2608337402,"Sst-IRES-Cre",19.0116926295,31.0752019888,97.0312538147,94.7812538147,87.6979198456
"507",0.0171927765,41.7115217391,0.3443121838,41.355,6.3663616667,4.6016667,-56.9687538147,-56.5937512716,-56.2864596049,0.01519,40.13,6.3645683333,3.33,25.7812519073,26.666668574,28.9791676203,139.375001192,0.0724908262,130,159.125,169.999989828,39.775,6.3641483333,3,-39.65625,-36.5104166667,-42.703125,47.35,6.3708133333,306.5,-58.375,-58.3645858765,-69.9843775431,2.3032600909,2.4048424657,2.3972228087,-68.9802322388,"Htr3a-Cre_NO152",10.515754032,23.9741912619,85.2656272252,82.750005722,83.2604198456
"513",0.0127488292,28.4623529412,0.4648026267,71.26,1.10318,4.52,-54.5312538147,-53.6041704814,-55.3802108765,0.01408,69.72,1.10144,3.2466667,34.9062538147,39.3229179382,38.8385429382,284.531354904,0.0898909867,29.9999980927,27.5416666667,249.999984741,69.32,1.1010333333,2.92,-40.6250038147,-38.864587148,-41.979168574,83.46,1.1192066667,615.6633333,-57.4375,-58.0625025431,-72.3750025431,2.974747245,3.1951699454,2.9407740492,-71.9364929199,"Vip",12.5326724504,35.1341297069,94.2187538147,89.4375076294,92.9270884196
"519",0.0132842672,44.0573809524,0.4290909091,120.845,1.630205,4.1725,-57.6250038147,-60.458337148,-61.4531288147,0.0283,119.43,1.6291533333,3.12875,17.5625019073,37.8020846049,31.4921889305,353.571385145,0.1389037669,50,40.75,410,118.95,1.6287016667,2.75375,-42.28125,-42.0208333333,-42.4140634537,120.865,1.6303116667,537.46875,-57.7187538147,-60.583337148,-67.9453201294,1.7695399557,1.70947778,1.7099853085,-67.0185165405,"Sst-IRES-Cre",31.994060852,22.6976724077,92.9453177452,75.187505722,98.2604217529
