"","fast_trough_t_ramp","fast_trough_v_ramp","peak_t_ramp","peak_v_ramp","threshold_i_ramp","threshold_t_ramp","threshold_v_ramp","trough_t_ramp","trough_v_ramp","upstroke_downstroke_ratio_ramp","height_ramp","L_tg"
"190",2.6424133333,-48.2500025431,2.6404866667,40.7500025431,65.9999987284,2.6400666667,-35.1770846049,2.6599133333,-54.3854179382,3.339686864,89.0000050862,"L4tg"
"192",2.51325,-49.3750038147,2.51147,46.3593788147,62.75,2.51102,-36.09375,2.53983,-55.3281288147,3.3626453755,95.7343826294,"L4tg"
"194",2.3123066667,-47.3645858765,2.3099933333,43.8958333333,57.7499987284,2.3095633333,-35.8333333333,2.3462566667,-53.4270846049,3.8952023078,91.2604192098,"L4tg"
"195",2.7720716667,-48.6666704814,2.7697266667,48.6354192098,69.2499974569,2.7693333333,-37.4375,2.8046816667,-54.8750012716,4.500728976,97.3020896912,"L4tg"
"196",3.3040416667,-47.5729166667,3.301155,32.8125012716,82.5,3.3006783333,-32.3645846049,3.31644,-54.0833333333,2.8377878772,80.3854179383,"L4tg"
"197",3.3473066667,-53.8125025431,3.3446533333,43.2395846049,83.625,3.3441533333,-37.9062538147,3.3570866667,-58.2395846049,3.7201079271,97.052087148,"L4tg"
"198",3.1885333333,-52.520837148,3.1836733333,40.5104192098,79.5833333333,3.18314,-37.5312512716,3.2051533333,-57.9375025431,4.356255561,93.0312563578,"L4tg"
"202",1.037005,-49.4218769073,1.035605,55.8593769073,25.8750009537,1.0352125,-34.0312519073,1.03709,-49.5000038147,2.8834068486,105.281253815,"L4tg"
"203",4.19642,-48.8750012716,4.1948266667,41.2708358765,104.833333333,4.19438,-33.2708333333,4.21824,-55.7604204814,2.754781675,90.1458371481,"L4tg"
"204",1.474345,-51.90625,1.471635,42.84375,36.75,1.471115,-39.0312538147,1.504225,-57.8437538147,3.4684866018,94.75,"L4tg"
"205",1.9057416667,-46.5520846049,1.9040033333,37.6458358765,47.5833320618,1.9035866667,-33.7083346049,1.9385,-52.3437538147,2.8455682543,84.1979204814,"L4tg"
"206",3.3071466667,-51.6250012716,3.3044733333,40.59375,82.5833333333,3.3040333333,-35.0208346049,3.3253666667,-58.1666679382,3.7014303091,92.2187512716,"L4tg"
"207",3.7545866667,-49.0833333333,3.75297,53.0000025431,93.7916641235,3.7526033333,-39.6666692098,3.7880283333,-54.5520858765,4.3402025489,102.083335876,"L4tg"
"209",5.848955,-47.5937525431,5.8474983333,43.2708346049,146.166666667,5.8470833333,-36.5833346049,5.86445,-51.8229192098,2.8267041654,90.864587148,"L4tg"
"210",3.6533183333,-48.6041679382,3.6515466667,42.5937525431,91.2916666667,3.6511366667,-35.6770846049,3.675095,-54.552087148,3.2110325622,91.1979204813,"L4tg"
"211",2.154485,-48.5416666667,2.152455,33.9375012716,53.7916679382,2.1519766667,-37.0520858765,2.1782266667,-54.1770858765,3.1323542432,82.4791679383,"L4tg"
"212",5.6200766667,-44.4479192098,5.61764,42.4791692098,140.416666667,5.61721,-30.010418574,5.6542516667,-50.2916692098,3.3512102454,86.9270884196,"L4tg"
"213",2.3655733333,-48.3020833333,2.3639433333,38.6875,59.0833333333,2.3635783333,-36.9270833333,2.4058383333,-57.5625012716,3.2648046235,86.9895833333,"L4tg"
"214",3.4888783333,-49.6875012716,3.4852566667,32.2916666667,87.125,3.484775,-35.1875,3.505915,-56.1354192098,3.0048427022,81.9791679383,"L4tg"
"215",3.9335733333,-48.6979166667,3.9294016667,33.3958333333,98.2499974569,3.9289283333,-37.4791666667,3.970635,-57.6666679382,4.0699266598,82.09375,"L4tg"
"216",3.2999933333,-51.5520846049,3.2973333333,43.833337148,82.4166666667,3.2969066667,-44.1562538147,3.3492,-59.4062525431,4.8688714678,95.3854217529,"L4tg"
"217",4.63526,-50.1666692098,4.6329466667,42.4375025431,115.791666667,4.6324466667,-34.6458346049,4.6609133333,-57.5000012716,3.4159835495,92.6041717529,"L4tg"
"218",3.8405933333,-47.0208346049,3.83854,43.4270846049,95.9583333333,3.8381333333,-35.3645846049,3.8573466667,-52.3437538147,3.7103212853,90.4479192098,"L4tg"
"219",7.95773,-48.1458358765,7.9539216667,20.3645846049,198.833328247,7.9531833333,-32.3750012716,7.97274,-52.5625025431,1.9241111542,68.5104204814,"L5tg"
"220",2.1229016667,-45.364587148,2.120345,40.9687512716,52.9999987284,2.1198266667,-36.4583358765,2.175075,-54.0104204814,3.5857822672,86.3333384196,"L5tg"
"221",3.1791333333,-52.1666704814,3.1764,34.5833333333,79.375,3.1758666667,-40.1250025431,3.2171933333,-60.1666704814,3.5062108851,86.7500038147,"L5tg"
"222",1.6474416667,-43.2500025431,1.6451466667,37.8333358765,41.125,1.64464,-32.5937512716,1.6755633333,-52.9479166667,3.195395876,81.0833384196,"L5tg"
"223",2.3869383333,-45.6770846049,2.3851166667,33.3437506358,59.5833333333,2.384635,-42.1562512716,2.42091,-48.7604192098,3.0438174153,79.0208352407,"L5tg"
"224",2.6729616667,-45.8437525431,2.67031,37.8958358765,66.75,2.669865,-32.3958339691,2.7108966667,-57.1666679382,3.38663802,83.7395884196,"L5tg"
"225",4.0128466667,-48.5208358765,4.01032,40.3333358765,100.25,4.0098566667,-43.4687512716,4.073455,-56.5312538147,4.175687352,88.854171753,"L5tg"
"226",4.8708866667,-44.8541666667,4.8692533333,31.0416673024,121.66666158,4.8686533333,-32.1770846049,4.89192,-53.958337148,1.8692291679,75.8958339691,"L5tg"
"227",4.78178,-47.2916704814,4.7801866667,50.1562538147,119.499992371,4.7798,-39.2916679382,4.8251033333,-54.1250025431,3.8413954768,97.4479242961,"L5tg"
"229",1.96699,-49.0937512716,1.9649716667,45.3229179382,49.125,1.9645383333,-36.3854179382,2.0046166667,-52.4062512716,3.7882966343,94.4166692098,"L5tg"
"230",2.7646833333,-43.5729192098,2.76313,41.9270858765,69.0833333333,2.76272,-41.0000025431,2.7647566667,-43.7083346049,3.3462739757,85.5000050863,"L5tg"
"231",7.653895,-43.6770858765,7.6497116667,41.4166704814,191.25,7.64929,-38.7604192098,7.697475,-52.4687538147,4.1849655377,85.0937563579,"L5tg"
"232",2.2418583333,-50.0520846049,2.2390783333,38.2604166667,55.9583320618,2.238485,-38.2083346049,2.2802933333,-53.625,3.2845733018,88.3125012716,"L5tg"
"235",3.4211733333,-46.8854192098,3.419255,31.1979173024,85.5,3.41877,-31.6145852407,3.44532,-54.9479204814,2.0862672899,78.0833365122,"L5tg"
"236",2.9627766667,-49.1458346049,2.9609733333,48.1250038147,74.0416641235,2.9605633333,-38.9895846049,3.01179,-52.833337148,3.6635134804,97.2708384196,"L5tg"
"237",6.5548383333,-51.1666704814,6.55237,41.8333346049,163.791666667,6.5518683333,-40.0625025431,6.6061416667,-57.0208358765,3.3476937506,93.0000050863,"L5tg"
"239",4.287645,-49.0312519073,4.2851375,28.7031269073,107.124996185,4.284475,-33.015625,4.3014325,-52.0312519073,2.0680353757,77.7343788146,"L5tg"
"241",3.84926,-48.7395858765,3.84726,40.2708346049,96.1666666667,3.8468533333,-34.1250038147,3.8739666667,-55.7916704814,3.5790734756,89.0104204814,"L5tg"
"242",2.3479266667,-47.1458358765,2.3457133333,48.5520833333,58.625,2.3453,-38.6979179382,2.4106066667,-56.4062525431,4.1217453789,95.6979192098,"L5tg"
"243",3.15222,-46.0312512716,3.1481466667,28.3541679382,78.7083333333,3.1475366667,-37.2083346049,3.1978,-54.0520858765,4.3875852558,74.3854192098,"L5tg"
"245",2.1002016667,-51.0104192098,2.0986016667,39.3541679382,52.4583320618,2.0980966667,-42.5000038147,2.1328466667,-54.2812512716,2.4828724092,90.364587148,"L5tg"
"246",12.8979016667,-44.1041666667,12.8916433333,21.7291679382,322.25,12.8908616667,-29.7291673024,12.9145083333,-49.4270858765,2.652842375,65.8333346049,"L5tg"
"248",3.01784,-52.0937512716,3.0160666667,37.3750012716,75.375,3.0156133333,-43.3958346049,3.0694666667,-57.895837148,3.0341228205,89.4687525432,"L5tg"
"249",1.9139866667,-52.6458358765,1.90958,42.4270858765,47.75,1.90908,-36.0104179382,1.9337333333,-58.6979204814,4.3618932875,95.072921753,"L5tg"
"250",4.932615,-40.1041666667,4.9305066667,29.8645846049,123.208328247,4.92994,-26.1145852407,4.9574583333,-48.0416692098,2.2397378104,69.9687512716,"L5tg"
"251",5.4242583333,-40.1041679382,5.422145,21.270834287,135.541666667,5.42145,-27.0000019073,5.455265,-51.0937512716,1.8599263338,61.3750022252,"L5tg"
"252",6.4769116667,-43.1041679382,6.474415,28.2708339691,161.875,6.4737683333,-29.3645852407,6.5006233333,-49.8229192098,1.9978389998,71.3750019073,"L5tg"
"254",3.1915783333,-47.03125,3.1886516667,36.1458333333,79.7083333333,3.1881433333,-33.625,3.20866,-52.5937512716,3.0679998546,83.1770833333,"L5tg"
"256",3.7184316667,-51.0833358765,3.714645,45.7083346049,92.875,3.7142316667,-37.0625012716,3.7497183333,-59.2395846049,4.6153230049,96.7916704814,"L5tg"
"257",2.29284,-47.895837148,2.2903666667,39.4791692098,57.25,2.2898733333,-37.7916679382,2.32372,-56.7395846049,3.3013148435,87.3750063578,"L5tg"
"259",2.2849483333,-49.0625012716,2.282935,49.6770846049,57.0416679382,2.282535,-37.6041679382,2.3256116667,-57.3020846049,4.1600972904,98.7395858765,"L5tg"
"260",4.6608616667,-45.5729204814,4.6580633333,42.0416679382,116.41666921,4.6576133333,-36.5208346049,4.710415,-56.8854204814,3.7866526799,87.6145884196,"L5tg"
"261",3.6000283333,-47.6250038147,3.5978566667,32.9583358765,89.9166666667,3.5973783333,-37.5416692098,3.6402483333,-57.3541692098,3.0046934143,80.5833396912,"L5tg"
"262",2.1333366667,-48.6250012716,2.1296683333,37.6875,53.2083333333,2.1291316667,-35.4375012716,2.1714616667,-56.2083346049,4.1326787009,86.3125012716,"L5tg"
"263",5.0772191667,-49.1979173024,5.0724383333,32.1562519073,126.791666667,5.0718541667,-37.6614589691,5.1021241667,-55.4114583333,3.9422567256,81.3541692097,"L5tg"
"264",4.0821766667,-45.9166704814,4.0803733333,49.1145858765,102.041666667,4.079955,-37.1354204814,4.1154433333,-51.4895858765,3.73220855,95.0312563579,"L5tg"
"265",5.4766066667,-48.7916692098,5.4748,42.6458358765,136.833325704,5.4743833333,-42.1458346049,5.5369933333,-54.9583358765,3.126240307,91.4375050863,"L5tg"
"267",3.98279,-45.5156269073,3.98045,30.921877861,99.5,3.97979,-31.2187509537,4.00386,-54.4843788147,2.1034827919,76.4375047683,"L5tg"
"268",2.727055,-49.3750019073,2.724635,38.0312519073,68.0625019073,2.7242125,-36.390625,2.74989,-55.3750038147,3.346647193,87.4062538146,"L5tg"
"269",4.5363833333,-43.7500012716,4.532895,34.7291692098,113.291666667,4.5324216667,-30.4166679382,4.5678366667,-55.0312525431,2.9087175233,78.4791704814,"L5tg"
"271",5.382645,-48.7916666667,5.3794216667,37.5312512716,134.458333333,5.3789633333,-33.8020858765,5.404045,-56.2395858765,3.387342553,86.3229179383,"L5tg"
"272",6.1392066667,-41.3750025431,6.136975,25.5937506358,153.416666667,6.1364283333,-30.5312506358,6.1682683333,-52.3750025431,2.5074163218,66.9687531789,"L5tg"
"273",5.21887,-48.2500038147,5.2174266667,41.9583333333,130.416664123,5.217,-36.3125,5.2376216667,-53.8958333333,2.6551965338,90.208337148,"L5tg"
"274",2.4031,-48.3125012716,2.4015416667,47.3333333333,60.0416679382,2.401125,-37.53125,2.4478466667,-56.8958333333,3.1561173738,95.6458346049,"L5tg"
"275",3.6831966667,-49.0520833333,3.68108,30.3750012716,92.0416666667,3.6806633333,-35.2395833333,3.7246,-59.1354204814,2.9095392586,79.4270846049,"L5tg"
"276",1.6360116667,-46.2812525431,1.6340833333,34.7604179382,40.8333333333,1.6335916667,-37.4375025431,1.674415,-52.9270846049,2.533556732,81.0416704813,"L5tg"
"277",3.677935,-49.802087148,3.6763316667,52.7812525431,91.9166666667,3.67589,-45.7500038147,3.7361133333,-52.927087148,3.3472189683,102.583339691,"L5tg"
"278",3.5586033333,-46.1770858765,3.5555416667,35.7916666667,88.9166666667,3.5550116667,-34.5729179382,3.5879083333,-52.0000025431,3.7828568012,81.9687525432,"L5tg"
"279",7.8130633333,-49.0937512716,7.80983,33.0416692098,195.249994914,7.8093,-33.5625012716,7.83829,-54.5625025431,3.2448113691,82.1354204814,"L5tg"
"280",6.718705,-54.2708358765,6.7175366667,45.0520858765,167.958333333,6.7171583333,-44.6770846049,6.751885,-54.9479204814,2.3929162654,99.322921753,"L5tg"
"283",3.2435375,-45.0156288147,3.2408525,44.1875,80.9999961853,3.240425,-34.3437538147,3.2892875,-56.0625,3.3771343039,89.2031288147,"L5tg"
"284",4.4078583333,-47.3854204814,4.4055933333,34.4791679382,110.125,4.40514,-39.4583333333,4.4571516667,-57.1875038147,3.2073752207,81.8645884196,"L5tg"
"285",2.6346333333,-48.8333358765,2.632875,39.6458346049,65.8333333333,2.6323733333,-37.5625025431,2.6824766667,-56.9687538147,2.7047697104,88.4791704814,"L5tg"
"287",2.0514133333,-48.9479204814,2.0487,38.4270846049,51.25,2.0482133333,-36.7291692098,2.0812133333,-52.7500038147,4.1079174346,87.3750050863,"L5tg"
"288",2.4580183333,-47.5937525431,2.4544916667,16.8125006358,61.3333333333,2.4536433333,-28.947918574,2.4760916667,-52.5416692098,1.6543141834,64.4062531789,"L5tg"
"289",5.8347083333,-48.4166704814,5.833335,43.4375025431,145.833323161,5.8329016667,-40.3125025431,5.9185,-51.677087148,2.7471199496,91.8541730245,"L5tg"
"290",5.4438733333,-49.5625012716,5.44112,33.1875025431,136,5.4406333333,-38.6875025431,5.4844966667,-57.1562525431,3.3456745535,82.7500038147,"L5tg"
"292",2.645815,-48.6250012716,2.64297,38.9687525431,66.0416679382,2.642455,-36.1770858765,2.6913716667,-54.208337148,3.7358244283,87.5937538147,"L5tg"
"293",2.7090466667,-49.0937512716,2.7063933333,42.1041679382,67.6666653951,2.70592,-37.5000012716,2.7356866667,-54.7812512716,4.2227128507,91.1979192098,"L5tg"
"294",6.5447666667,-45.3958358765,6.5429016667,42.9895833333,163.583333333,6.54251,-41.2083358765,6.5975316667,-54.1875012716,3.424211127,88.3854192098,"L5tg"
"295",3.6926066667,-44.489587148,3.6894183333,35.5312512716,92.2083333333,3.6889833333,-31.4479173024,3.7368416667,-51.3958358765,4.0211436843,80.0208384196,"L5tg"
"296",4.2705766667,-50.708337148,4.26911,41.6250025431,106.75,4.2687016667,-37.6562525431,4.30119,-53.364587148,3.0254907722,92.3333396911,"L5tg"
"297",6.8293833333,-50.6041692098,6.82801,45.6875012716,170.666666667,6.8276716667,-40.8437525431,6.8607783333,-55.1458346049,3.038632109,96.2916704814,"L5tg"
"298",2.3845733333,-48.3437525431,2.38218,28.1562512716,59.4999987284,2.3815916667,-35.7812512716,2.4171666667,-54.2812525431,2.3577729187,76.5000038147,"L5tg"
"299",3.08813,-45.5468788147,3.08654,42.2656269073,77.1875,3.08611,-30.8281269073,3.11735,-55.4843788147,3.0699217896,87.812505722,"L5tg"
"300",2.608725,-49.7187525431,2.60722,47.6250038147,65.1666653951,2.6067816667,-41.1458346049,2.646955,-51.4166692098,3.1180586943,97.3437563578,"L5tg"
"301",3.807195,-54.40625,3.80534,42.8125038147,95.125,3.80489,-40.4375,3.851355,-60.4687538147,3.3806645138,97.2187538147,"L5tg"
"302",3.554735,-46.6041679382,3.5522,33.71875,88.7916666667,3.5517533333,-37.90625,3.5859283333,-57.2604179382,2.7998434396,80.3229179382,"L5tg"
"304",1.894275,-46.6354192098,1.8913516667,44.1354179382,47.2916666667,1.890945,-35.6041666667,1.930675,-55.2812512716,3.973301865,90.770837148,"L5tg"
"306",1.8333766667,-51.9895858765,1.8313116667,42.8958346049,45.7499987284,1.8308916667,-38.9687525431,1.8681333333,-57.3854192098,3.5176844004,94.8854204814,"L5tg"
"307",2.6036733333,-50.7916704814,2.6013933333,46.3125025431,65.0416666667,2.6009866667,-41.9791679382,2.6425466667,-58.2500025431,4.7668162065,97.1041730245,"L5tg"
"309",3.5977833333,-45.2500012716,3.5925566667,42.1458333333,89.8333333333,3.591985,-37.0208346049,3.6384833333,-51.9687538147,4.0614743227,87.3958346049,"L5tg"
"310",4.6236833333,-47.8020833333,4.6202483333,52.1041692098,115.54166921,4.6198883333,-36.2916692098,4.6697766667,-57.7604179382,4.9898331605,99.9062525431,"L5tg"
"313",2.2199233333,-44.3125,2.218025,44.5729192098,55.4166679382,2.2176283333,-32.1562512716,2.2527666667,-50.8437538147,3.5132784168,88.8854192098,"L5tg"
"314",2.7235233333,-47.5416704814,2.7216366667,35.6562538147,68.0416666667,2.7211366667,-38.6875025431,2.787675,-54.4166692098,2.8924134475,83.1979242961,"L5tg"
"315",4.0911266667,-50.5833346049,4.0890133333,34.7083346049,102.20833079,4.0885333333,-39.9166692098,4.1278333333,-57.0937512716,3.2608660368,85.2916692098,"L5tg"
"316",2.58347,-45.453125,2.5797075,35.0937519073,64.4375,2.5790475,-34.546875,2.619295,-50.6875019073,3.6064780481,80.5468769073,"L5tg"
"317",3.4377166667,-50.927087148,3.43618,51.2500012716,85.9166666667,3.4357783333,-45.4479179382,3.4888433333,-57.4687538147,3.3739404308,102.17708842,"L5tg"
"318",5.4341433333,-42.3333358765,5.432355,31.0416666667,135.833333333,5.4319116667,-33.2604166667,5.4562716667,-52.1979179382,2.0590229177,73.3750025432,"L5tg"
"319",4.6259216667,-44.0208346049,4.6235966667,35.1979166667,115.54166158,4.6230833333,-39.2812525431,4.7073133333,-52.4375012716,3.2434821625,79.2187512716,"L5tg"
"320",2.9452816667,-47.5833358765,2.9419433333,36.4166679382,73.4999974569,2.94148,-37.6041692098,2.999195,-57.0416692098,4.534321212,84.0000038147,"L5tg"
"321",3.357055,-49.5625012716,3.3539533333,39.4375012716,83.7916666667,3.3534633333,-35.8229166667,3.3945166667,-55.7187512716,3.9556167881,89.0000025432,"L5tg"
"322",3.7822916667,-55.645837148,3.776365,36.4895846049,94.375,3.7759283333,-37.7395846049,3.7907183333,-59.7916666667,4.1080498684,92.1354217529,"L5tg"
"323",4.448805,-43.4479179382,4.4465166667,36.65625,111.124997457,4.4460333333,-26.2812519073,4.4734716667,-52.1666692098,2.8161600974,80.1041679382,"L5tg"
"324",7.5167066667,-46.9270858765,7.5144333333,42.7291692098,187.833333333,7.5138466667,-33.7604179382,7.5339666667,-49.7291679382,2.5281373528,89.6562550863,"L6atg"
"325",5.2211966667,-49.2604192098,5.2195133333,42.0104192098,130.458333333,5.2190483333,-40.4895833333,5.2519316667,-54.4479192098,2.5716143936,91.2708384196,"L6atg"
"326",5.6534733333,-45.2187525431,5.65166,28.447918574,141.291666667,5.65096,-31.1666679382,5.6719333333,-50.0208358765,1.7580552119,73.6666711171,"L6atg"
"327",7.5237933333,-46.9166679382,7.5213133333,37.34375,188,7.5206333333,-32.0625006358,7.5522266667,-49.7083346049,2.3792733951,84.2604179382,"L6atg"
"328",7.9977666667,-40.6041679382,7.9959466667,32.8125,199.916666667,7.99526,-28.6666679382,8.01752,-45.8750012716,2.0307934004,73.4166679382,"L6atg"
"329",3.5237666667,-45.78125,3.5213916667,37.8854192098,88.0416666667,3.520735,-36.5520846049,3.5520966667,-50.5104192098,2.6133343996,83.6666692098,"L6atg"
"332",4.0842333333,-53.3854192098,4.08269,47.6458346049,102.041664123,4.0822033333,-45.4375025431,4.119565,-56.4791704814,2.6994918978,101.031253815,"L6atg"
"333",5.647935,-44.1354192098,5.6460833333,46.4166666667,141.166666667,5.6455666667,-32.3854192098,5.6691283333,-50.8958346049,2.4563515956,90.5520858765,"L6atg"
"334",9.400175,-47.6562525431,9.3987666667,33.2395852407,234.958323161,9.3982416667,-32.1875025431,9.4136416667,-53.239587148,1.8575177708,80.8958377838,"L6atg"
"335",5.664665,-48.6250038147,5.6624,30.3750019073,141.5,5.66176,-35,5.6893,-51.1875038147,2.2920066512,79.000005722,"L6atg"
"336",7.49848,-45.6979192098,7.4965783333,42.5000012716,187.374994914,7.4960116667,-29.0000019073,7.521385,-47.5312525431,2.1037421171,88.1979204814,"L6atg"
"337",2.76902,-52.5729192098,2.76628,30.5104173024,69.125,2.7657983333,-40.5833346049,2.79499,-59.5833346049,2.9089609212,83.0833365122,"L6atg"
"338",7.12928,-44.1666692098,7.1277466667,33.1145839691,178.208333333,7.1272533333,-30.9687525431,7.151265,-48.0416692098,2.1418234579,77.2812531789,"L6atg"
"341",2.67945,-48.7604179382,2.67623,38.5833333333,66.9166666667,2.6757216667,-34.8333333333,2.715025,-56.5625,3.3957013858,87.3437512715,"L6atg"
"342",7.1621266667,-45.2812525431,7.1594466667,36.34375,179,7.1587733333,-29.8333352407,7.18524,-50.0937512716,2.6087823632,81.6250025431,"L6atg"
"343",6.1848,-43.239587148,6.1829066667,38.6666679382,154.54166158,6.1822,-32.2083346049,6.2250533333,-45.8437512716,2.3177126048,81.9062550862,"L6atg"
"344",6.4359433333,-48.5625038147,6.4339083333,41.2812525431,160.791666667,6.4333533333,-31.8645852407,6.4588233333,-52.2187512716,2.2060896021,89.8437563578,"L6atg"
"345",6.45864,-51.6979179382,6.4562233333,36.2604192098,161.416666667,6.4557133333,-36.8437525431,6.480465,-57.7812525431,2.532543006,87.958337148,"L6atg"
"347",4.48873,-48.3645833333,4.4864283333,47.8125038147,112.166671753,4.48585,-38.3333358765,4.51953,-51.3437538147,3.4882856051,96.177087148,"L6atg"
"350",5.06373,-45.5208346049,5.0615383333,31.4166679382,126.499994914,5.0609966667,-32.0000038147,5.0912466667,-49.1562538147,2.5448621035,76.9375025431,"L6atg"
"351",2.0450375,-48.578125,2.0424475,28.3906269073,51.0625,2.0419725,-38.2968769073,2.0783025,-54.59375,2.7653321125,76.9687519073,"L6atg"
"352",5.02271,-49.9166666667,5.0205316667,34.9479166667,125.500002543,5.01997,-34.4375,5.054515,-54.1875012716,2.310317396,84.8645833334,"L6atg"
"353",8.8713366667,-47.3125012716,8.869355,29.9895852407,221.75,8.8686483333,-32.2812512716,8.88384,-48.2187538147,1.9028142831,77.3020865123,"L6atg"
"354",6.6125533333,-46.8541692098,6.6110933333,33.0208333333,165.249994914,6.6104533333,-31.0937512716,6.6338333333,-49.0208358765,2.0247865813,79.8750025431,"L6atg"
"355",5.6432266667,-41.7916666667,5.6417083333,32.7500012716,141.041666667,5.6412216667,-28.0833352407,5.6698416667,-45.770837148,2.3156746325,74.5416679383,"L6atg"
"356",10.3212033333,-43.7812538147,10.3193983333,38.7708333333,257.958333333,10.31879,-29.447918574,10.3341966667,-45.020837148,2.1803340301,82.552087148,"L6atg"
"358",10.1138333333,-47.1354179382,10.1114266667,30.8750006358,252.749989828,10.1106266667,-30.3645846049,10.1324266667,-49.5208346049,1.7978708635,78.010418574,"L6atg"
"359",4.57252,-49.6666679382,4.5705966667,47.8020833333,114.208328247,4.570075,-37.2604204814,4.5977033333,-54.5729204814,2.8104870663,97.4687512715,"L6atg"
"360",6.673945,-48.1979204814,6.672325,34.8437512716,166.833333333,6.67184,-32.2604198456,6.694515,-53.0000038147,2.0571590227,83.041671753,"L6atg"
"361",11.2920133333,-47.1354204814,11.2898066667,36.6250012716,282.25,11.2892666667,-34.2187525431,11.30954,-52.2604204814,2.6268075558,83.760421753,"L6atg"
"362",4.48128,-43.7187525431,4.4746066667,48.7708346049,111.833333333,4.47403,-34.6875012716,4.51536,-49.3958333333,5.1942167344,92.489587148,"L6atg"
"363",7.3551133333,-49.1145858765,7.3532466667,37.6875025431,183.833333333,7.35277,-36.3958346049,7.3809616667,-54.5937538147,2.4797440451,86.8020884196,"L6atg"
"364",6.7043933333,-50.8854204814,6.7021433333,39.7812525431,167.541666667,6.7016316667,-37.4479204814,6.7205816667,-53.927087148,2.8442425616,90.6666730245,"L6atg"
"366",4.92268,-47.5104166667,4.92026,47.1145858765,123,4.9198133333,-33.5104179382,4.9424533333,-52.864587148,3.3990843332,94.6250025432,"L6atg"
"367",12.3509866667,-42.4479192098,12.34928,25.4583333333,308.75,12.3484533333,-27.8645846049,12.3724533333,-43.8020858765,1.7223907613,67.9062525431,"L6atg"
"368",3.6577266667,-46.5104179382,3.6558083333,36.9166679382,91.3749974569,3.655345,-34.7291679382,3.7139233333,-55.1979192098,2.9782474675,83.4270858764,"L6atg"
"369",10.1284166667,-53.3229192098,10.1263166667,36.9791679382,253.166656494,10.125765,-36.6041679382,10.1438633333,-55.6041692098,2.8240649366,90.302087148,"L6atg"
"370",6.5634116667,-43.0208346049,6.56233,22.1458352407,164.041666667,6.5617883333,-27.53125,6.5803366667,-47.8854204814,1.5886530659,65.1666698456,"L6atg"
"371",1.56404,-45.9479166667,1.5619833333,30.9270846049,39,1.56141,-34.9375025431,1.6007933333,-50.1458358765,2.3523385425,76.8750012716,"L6atg"
"372",13.3091466667,-42.1770858765,13.3076466667,19.989584287,332.666666667,13.30662,-27.4791679382,13.3292866667,-45.7291704814,1.4232112282,62.1666701635,"L6atg"
"374",2.0175333333,-50.3750012716,2.0143,46.4583346049,50.3333333333,2.0137533333,-45.4687525431,2.0552466667,-54.2916692098,4.3652231808,96.8333358765,"L6btg"
"375",1.8032866667,-51.302087148,1.80024,40.3645858765,45,1.7998,-41.864587148,1.8394133333,-58.4270846049,4.4179228874,91.6666730245,"L6btg"
"376",3.9001133333,-49.2291692098,3.8962866667,43.5937538147,97.375,3.8958266667,-42.6250012716,3.9397866667,-56.6250025431,5.4273570258,92.8229230245,"L6btg"
"377",0.8645266667,-51.2604192098,0.8607466667,34.0000012716,21.5416666667,0.8601533333,-40.0833346049,0.89994,-57.145837148,3.7025254771,85.2604204814,"L6btg"
"378",2.40094,-51.4166692098,2.3960333333,34.25,59.9166666667,2.3955133333,-39.03125,2.4203666667,-56.9062512716,4.6269267162,85.6666692098,"L6btg"
"379",2.9948533333,-43.3541679382,2.9918666667,43.7916692098,74.7916666667,2.99128,-41.2083358765,3.03814,-49.2083358765,4.2028488449,87.145837148,"L6btg"
