"","adaptation","avg_isi","f_i_curve_slope","latency","ri","sag","tau","vrest","firing_rate","fast_trough_t_long_square","fast_trough_v_long_square","peak_t_long_square","peak_v_long_square","threshold_i_long_square","threshold_t_long_square","threshold_v_long_square","trough_t_long_square","trough_v_long_square","upstroke_downstroke_ratio_long_square","height_long","binary_neuron"
"147",0.0171561136,53.4020588235,0.2444881979,0.035225,144.062504172,0.2682667673,15.339010287,-68.8367080688,18.7258697891,754.925,-49.0312538147,753.02,44.6250038147,80,752.59,-40.28125,807.815,-56.0625,3.4879629387,93.6562576294,"Excitatory"
"148",0.0208385456,60.3575,0.2203125,0.01412,217.187389731,0.0512986891,12.5719240367,-72.9392852783,16.5679493021,165.26,-49.8125038147,163.2,28.8125019073,70,162.6,-40.7812538147,165.74,-50.0312538147,2.5268936022,78.625005722,"Inhibitory"
"149",0.015390741,67.4192857143,0.1869158782,0.028645,90.468749404,0.0623507686,5.76813856636,-78.6321334839,14.8325510928,74.36,-57.03125,71.375,30.625,249.999984741,71.07,-35.15625,77.755,-59.9375038147,3.5197433195,87.65625,"Inhibitory"
"150",0.0086512729,32.9784482759,0.3313084495,0.008185,214.843794703,0.032412529,9.72543455304,-65.2329788208,30.3228336165,22.58,-50.9062538147,20.455,28.2812519073,120.000007629,20.015,-34.59375,23.295,-51.6250038147,2.5254074417,79.187505722,"Inhibitory"
"152",0.0614919916,92.6515,0.2028846244,0.055515,197.343707085,0.071781531,34.8281314838,-72.4250030518,10.7931334085,437.27,-42.9375038147,435.19,40.6250038147,90,434.805,-33.1875,464.96,-54.15625,2.9676890485,83.5625076294,"Excitatory"
"153",0.034848305,81.592,0.2131469962,0.06443,139.375120401,0.063060686,22.7528516191,-79.9310379028,12.2561035396,143.81,-46.75,141.44,35.6875038147,210,140.98,-32.0625,155.58,-49.7187538147,3.1319760188,82.4375038147,"Excitatory"
"154",0.0021412209,10.8593406593,1.221731165,0.00972,56.7187517881,0.0936134979,4.87848919417,-83.2276611328,92.0866221416,255.48,-65.8125076294,254.745,4.625,440,254.375,-46.1562538147,255.515,-65.9375076294,1.1205075991,70.4375076294,"Inhibitory"
"155",0.0268691569,68.485,0.1912698518,0.064,156.874880195,0.0137283849,17.018974107,-67.0353393555,14.6017376068,128.64,-48.4687538147,124.88,38.375,110,124.44,-42.7187538147,139.74,-53.0625038147,6.0965560729,86.8437538147,"Excitatory"
"156",0.0233147925,72.1273076923,0.1782534375,0.060175,150.312572718,0.0128363045,19.9989448684,-82.9683837891,13.8643744234,170.66,-48.8437538147,168.38,39.9062538147,110,167.98,-36.28125,196.17,-57.40625,3.1330203798,88.7500076294,"Excitatory"
"157",0.0699279652,115.305,0.1346405199,0.06006,190.937533975,0.131219402,23.7065810963,-76.5436096191,8.67265079572,193.16,-48.65625,189.9,41.3750038147,59.9999961853,189.42,-40.34375,235.34,-58.8125038147,3.8814775544,90.0312538147,"Inhibitory"
"158",1,41.485,0.0551470574,0.02446,124.375075102,0.0180059671,12.6634987684,-81.8460159302,24.1050982283,41.3,-48.03125,39.355,37.65625,230,38.895,-41.6562538147,707.01,-51.59375,3.500343564,85.6875,"Excitatory"
"159",0.048978994,74.37875,0.2426356589,0.047025,190.937504172,0.0479762889,26.8500880675,-71.7251586914,13.4447002672,152.19,-51.6562538147,150.17,46.5,50,149.72,-43.40625,193.115,-56.0625,3.8909790034,98.1562538147,"Excitatory"
"160",0.0583637423,16.679,0.2499596589,0.013055,189.531251788,0.0383005105,14.6019432692,-75.6874694824,59.9556328317,45.245,-53.4687538147,44.215,7.6875,160,43.83,-35.5625,45.33,-53.6875,1.4130297242,61.1562538147,"Inhibitory"
"161",0.0481019466,76.1216666667,0.1895565324,0.050805,181.093752384,0.0409501716,16.8366440234,-82.3311004639,13.1368642305,208.135,-50,205.325,36.0937538147,110,204.875,-33.8437538147,226.99,-57.34375,3.1333442973,86.0937538147,"Excitatory"
"162",0.0370010449,35.725,0.3073412818,0.010725,148.750036955,0.1296005845,6.9117681747,-71.991607666,27.9916025192,29.31,-55.6875038147,28.275,32.46875,90,27.985,-46.1875,29.48,-55.7812538147,2.8320348418,88.1562538147,"Inhibitory"
"163",1,1000,0.3898881956,0.053065,143.124967814,0.0922901481,12.6415111691,-71.6164016724,1,71.84,-54.25,70.635,14.3125009537,190,70.29,-32.46875,71.95,-54.3437538147,1.624742875,68.5625009537,"Inhibitory"
"165",0.0168134899,117.521428571,0.1753639921,0.06977,72.1874982119,0.0210853275,6.30289795597,-76.1771469116,8.50908648879,256.875,-51.53125,252.995,23.125,310,252.535,-34.71875,263.38,-54.9687538147,3.3881581162,74.65625,"Inhibitory"
"166",0.0368844851,65.8692307692,0.2336640212,0.06385,241.40624702,0.0152476402,27.5330781404,-78.1602478027,15.1815952353,190.72,-48.8750038147,188.8,46.3750038147,50,188.385,-41.09375,220.675,-55.8750038147,4.027633222,95.2500076294,"Excitatory"
"167",0.0386690158,105.96125,0.1659810211,0.07976,137.968748808,0.0681690127,24.2422131145,-79.8806610107,9.43741226156,138.95,-47.0000038147,135.91,34.8125038147,130,135.48,-38.03125,179.06,-54.9687538147,4.195805859,81.8125076294,"Excitatory"
"168",0.027384956,71.7215384615,0.1725446498,0.06211,158.125042915,0.03639495,18.713148949,-72.2956085205,13.9428130162,138.605,-41.5937538147,134.89,35.71875,90,134.35,-32.46875,174.47,-47.9375,4.1500095692,77.3125038147,"Excitatory"
"169",1,1000,0.2170212589,0.01254,111.093707383,0.1088854969,9.16050287912,-71.4365158081,1,24.44,-50.5,22.74,28.15625,249.999984741,22.3,-44.7187538147,29.54,-51.9687538147,3.7245529751,78.65625,"Inhibitory"
"170",0.0361283234,76.46125,0.2225000156,0.04385,214.531287551,0.0620325468,20.4339386502,-74.4105987549,13.0785201654,157.535,-54.5937538147,155.845,41.9062538147,70,155.4,-42.59375,204.1,-59.6875038147,2.709897683,96.5000076294,"Excitatory"
"171",0.002980858,18.0475925926,0.7398147915,0.015155,113.749966025,0.0562722646,7.02288885393,-79.1717681885,55.4090521974,30.525,-58.2812538147,29.58,11.0000009537,190,29.255,-35.3750038147,30.585,-58.4375038147,1.4693357914,69.2812547684,"Inhibitory"
"172",0.0225671905,58.9066666667,0.2564769382,0.05304,180.468738079,0.0440940261,17.1355170066,-79.6418533325,16.9760072431,301.06,-57.4375,297.56,49.1562538147,70,297.14,-49.0000038147,329.92,-61.96875,6.0116548083,106.593753815,"Excitatory"
"173",0.0167704503,64.4128571429,0.1750000096,0.04234,192.455351353,0.0470184013,10.3367179881,-75.0899429321,15.5248508505,170.94,-56.9062538147,166.8,25.5000019073,110,166.34,-36.6562538147,176.44,-59.0625038147,4.4738129891,82.406255722,"Inhibitory"
"176",0.004817179,38.8912,0.4001712329,0.01844,249.218866229,0.066388756,15.0106124828,-72.1371765137,25.7127576418,767.16,-50.8437538147,765.28,29.0000019073,50,764.84,-36.84375,767.66,-50.96875,2.6990572527,79.843755722,"Inhibitory"
"178",0.1947762783,143.756666667,0.0336691218,0.073905,127.812504768,0.1069689319,18.9762903346,-74.2105255127,6.95619913279,261.97,-46.1250038147,258.58,39.46875,150,258.16,-38.4375,305.17,-55.7187538147,3.812401369,85.5937538147,"Excitatory"
"180",0.0207115105,52.4866666667,0.234375,0.0413,210.000112653,0.0674153268,25.535392817,-76.3125610352,19.052457767,128.72,-50.96875,126.34,38.625,50,125.9,-41.21875,149.4,-56.9062538147,4.7304564138,89.59375,"Excitatory"
"182",0.0221943326,61.623,0.1981216488,0.060645,202.812537551,0.0736343935,22.9783631392,-66.8419036865,16.2277071873,203.43,-32.5625,200.875,47.0937538147,70,200.435,-21.25,240.615,-41.84375,2.8938175018,79.6562538147,"Excitatory"
"183",0.0011706215,21.5631818182,0.6020089553,0.03281,63.2810592651,0.1368884891,5.42826097305,-75.2600326538,46.3753451801,171.58,-55.5312538147,171,11.0000009537,330,170.745,-32.0312538147,171.615,-55.6875038147,1.1261982392,66.5312547684,"Inhibitory"
"184",0.0232530315,86.6536363636,0.1408031088,0.044805,171.093553305,0.1004177034,17.766057521,-77.6002655029,11.540196603,119.955,-58.46875,117.46,34.7500038147,90,116.925,-45.2812538147,156.43,-62.21875,3.4713138041,93.2187538147,"Excitatory"
"185",0.0086690545,43.9761904762,0.4023333333,0.03044,276.875048876,0.166442588,21.5677393545,-70.8718795776,22.7395776936,160.36,-61.0312538147,158.82,39.78125,50,158.4,-44.03125,160.86,-61.3125038147,2.7763813868,100.812503815,"Inhibitory"
"187",0.0085721666,33.8940740741,0.3196428571,0.029625,214.687585831,0.1104063764,15.2825638403,-75.1252746582,29.5036824966,115.145,-49.4687538147,113.745,37.90625,50,113.375,-37.2812538147,115.235,-49.5937538147,2.8094413649,87.3750038147,"Inhibitory"
"188",0.0002185865,14.2237681159,0.8020833479,0.01066,156.874999404,0.0633858293,11.5023824231,-70.5464935303,70.3048581678,12.45,-64.03125,11.67,22.125,150,11.345,-41.15625,12.54,-64.21875,1.4016886571,86.15625,"Inhibitory"
"189",1,1000,0.044884492,0.043565,335.937708616,0.0485723428,23.5713573041,-65.9088363647,1,66.56,-46.7812538147,64.235,29.1875,110,63.645,-34.15625,103.645,-50.8125,2.3932422179,75.9687538147,"Excitatory"
"191",0.3073805979,89.7,0.0691854234,0.0465,101.562425494,0.0296605732,12.5413100674,-74.6041259766,11.1482720178,124.58,-46.90625,120.62,35.5625,270,120,-38.03125,131.64,-48.96875,4.1431060315,82.46875,"Excitatory"
"193",0.0398470684,100.118125,0.1503517059,0.074265,151.093795896,0.0657483265,20.2351468197,-73.7776107788,9.98820143705,125.525,-41.46875,123.455,36.625,70,123.14,-32.5937538147,172.25,-53.0625038147,3.3430857333,78.09375,"Excitatory"
"194",0.0320279014,45.110952381,0.2093023361,0.017515,151.56288445,0.1120072529,12.5977240256,-78.5200042725,22.1675656846,43.195,-47.5625038147,40.79,20.3125019073,180,40.16,-37.7812538147,43.195,-47.5625038147,2.5249961541,67.875005722,"Excitatory"
"196",-0.0176142753,36.248,1.1470588235,0.08348,121.87499553,0.0165599696,6.2928525163,-73.5458374023,27.5877289782,149.72,-57.1562538147,149.08,12.71875,270,148.78,-38.78125,149.74,-57.2187538147,1.2891489916,69.8750038147,"Inhibitory"
"198",0.0147999528,92.074,0.1776712329,0.04876,164.062529802,0.2195701003,18.35345851,-69.3629837036,10.8608293329,161.16,-45.8437538147,158.5,45.5625038147,70,158.08,-38.0937538147,217.08,-57.2812538147,4.0599946004,91.4062576294,"Excitatory"
"199",0.1782374194,125.366666667,0.0873307565,0.055405,213.125109673,0.0492967181,42.9305015449,-67.7098922729,7.97660196756,131.185,-49.4687538147,126.56,34.78125,70,126.02,-39.65625,164.285,-56.2812538147,3.871348098,84.2500038147,"Inhibitory"
"200",0.0774982509,168.123,0.12,0.0984,118.75037849,0.0723411068,27.556439425,-71.7197418213,5.94802614752,259.825,-43.40625,254.59,21.5625019073,110,253.94,-34.59375,306.94,-51.53125,4.5132629741,64.9687519073,"Excitatory"
"201",0.0222076752,31.0780645161,0.5540201005,0.01322,271.406292915,0.066345714,10.9880111437,-69.2375411987,32.177035976,79.46,-48.2187538147,77.62,33.34375,50,77.24,-37.2187538147,90.58,-50.7500038147,3.6500514364,81.5625038147,"Inhibitory"
"202",0.0005080872,22.5144186047,0.6402187905,0.021705,52.3437894881,0.0390145965,4.587859992,-75.7674789429,44.4159814898,334.07,-63.8750038147,333.58,15.2812509537,360,333.34,-38.03125,334.095,-63.9375,1.067103534,79.1562547684,"Inhibitory"
"203",0.07898608,93.744,0.190340908,0.04332,136.250004172,0.0072414633,22.3620219481,-69.0978317261,10.667349377,93.8,-43,91.06,38.21875,190,90.64,-31.0625,106.52,-47.9375,4.6862875937,81.21875,"Excitatory"
"206",0.0458341391,89.794,0.1897849455,0.02694,356.249958277,0.076568976,39.8619819949,-59.0870780945,11.1366015547,139.32,-47.3125,136.14,34.9062538147,29.9999980927,135.62,-34.5000038147,164.02,-54.9687538147,3.4376338145,82.2187538147,"Excitatory"
"207",-0.0215717587,56.0914285714,0.204037273,0.19982,150.625005364,0.0208734646,8.41339444403,-73.6513824463,17.8280358598,864.52,-51.125,860.48,11.3125009537,150,859.9,-33.59375,871.4,-54.1250038147,2.9552547057,62.4375009537,"Inhibitory"
"208",0.02226991,59.8203333333,0.2130719055,0.05286,181.718721986,0.0295567587,23.4027815803,-80.5188903809,16.7167239679,116.89,-49.2500038147,115.005,36.3125,90,114.625,-38.9375,133.48,-54.5625,3.406229534,85.5625038147,"Excitatory"
"209",0.0539655045,73.9578571429,0.1676254174,0.038035,138.258814812,0.1186074466,15.8888819551,-72.4948730469,13.5212138187,69.385,-46.9375038147,67.535,43.6875038147,180,67.055,-32.2500038147,88.135,-48.71875,2.3125413509,90.6250076294,"Excitatory"
"210",0.0141302592,50.4922222222,0.2353686592,0.03494,263.593733311,0.0127053382,26.8565937063,-77.0944213867,19.8050304778,119.64,-51.9062538147,117.52,44.8437538147,50,117.12,-36.21875,134.94,-57.0000038147,3.7379973518,96.7500076294,"Excitatory"
"211",1,88.09,0.1677083346,0.067375,143.281206489,0.00599158,21.6365184812,-78.8448944092,11.3520263367,85.46,-47.6875,83.13,41.46875,150,82.78,-36.1562538147,99.565,-51.5000038147,3.9835933104,89.15625,"Excitatory"
"212",-0.0094155469,72.2433333333,0.1604975781,0.12866,202.723219991,0.0289534666,13.2754597851,-71.8275680542,13.8421076916,671.3,-52.71875,666.98,16.15625,110,666.46,-28.0937519073,678.84,-56.3437538147,2.6341096557,68.875,"Inhibitory"
"214",-0.005350953,16.1702459016,0.5769068117,0.00846,58.5937872529,0.0542815104,5.05099458276,-77.0154571533,61.8419785379,61.735,-61.0312538147,60.975,9.5000009537,520,60.67,-38.0937538147,61.795,-61.1875038147,1.242690961,70.5312547684,"Inhibitory"
"215",0.1527855517,146.2475,0.2623127319,0.062435,182.031333447,0.0285894461,24.556073344,-74.3327331543,6.83772372177,194.08,-45.1875038147,192.065,42.125,90,191.685,-32.625,219.075,-53.6250038147,2.9803720653,87.3125038147,"Excitatory"
"216",-0.0399376036,75.215,0.6390586112,0.095015,74.2187872529,0.1066756919,6.95681810302,-74.0772018433,13.2952203683,168.425,-61.5625038147,167.875,20.65625,330,167.61,-36.46875,168.44,-61.6875038147,1.1836633109,82.2187538147,"Inhibitory"
"217",0.1055562596,21.231,0.0530821918,0.01904,291.875004768,0.2399302572,14.2436764276,-68.5587463379,47.1009373087,73.005,-53.28125,71.745,17,50,71.41,-38.28125,73.015,-53.4062538147,2.3390026058,70.28125,"Inhibitory"
"219",0.0185935976,56.9271875,0.2557692461,0.032505,251.874893904,0.15363805,27.4752091503,-69.9340515137,17.5662990553,132.5,-51.0312538147,130.855,28.1250019073,60.0000038147,130.305,-43.2812538147,160.56,-54.5000038147,2.3829065111,79.156255722,"Excitatory"
"220",0.0001234067,16.9751724138,0.8906249907,0.01461,144.999846816,0.1031743139,9.67085076778,-67.8475646973,58.9095636629,384.92,-54.0625038147,384.115,25.1875019073,170,383.74,-30.1250019073,384.965,-54.2187538147,1.3571826956,79.250005722,"Inhibitory"
"221",0.1238071413,125.053333333,0.0793956035,0.069145,102.656133473,0.0125178266,25.7608101089,-66.1836395264,7.9965881224,140.29,-48.2812538147,134.83,32.9062538147,190,134.285,-35.5,163.625,-53.53125,3.2249206239,81.1875076294,"Excitatory"
"222",-0.0206421903,161.302,0.1916228843,0.16219,118.906289339,0.0781399831,7.14566537192,-63.9528121948,6.1995511525,408.065,-52.40625,404.71,29.5625019073,60.0000038147,404.255,-41.40625,421.885,-59.8125,2.625872419,81.9687519073,"Inhibitory"
"225",-0.0122857424,12.7480434783,1.5994778068,0.11981,93.3592766523,0.0421907343,5.94749327477,-75.77318573,78.4434099007,959.9,-56.3437538147,959.185,6.21875,290,958.835,-38.1875,959.935,-56.5000038147,1.2001729175,62.5625038147,"Inhibitory"
"227",0.0984045043,67.0218181818,0.189173225,0.0119,170.000001788,0.055036597,9.87453133251,-67.1660690308,14.9205143508,35.82,-48.3750038147,34.04,32.3125,119.999992371,33.62,-32.375,35.84,-48.40625,3.1240447206,80.6875038147,"Inhibitory"
"228",0.0040284627,16.3270833333,0.7385341825,0.011525,59.062615037,0.0487442166,5.09978877625,-73.6921920776,61.2479265026,90.27,-55.6562538147,89.625,17.75,419.999969482,89.345,-34.1875038147,90.31,-55.8750038147,1.2769353864,73.4062538147,"Inhibitory"
"230",0.0258386928,33.045,0.3790322691,0.012505,230.156332254,0.2708719075,12.0919962005,-73.4133911133,30.2617642609,41.96,-56.9687538147,41.06,32,60.0000038147,40.645,-44.8437538147,41.97,-57.0000038147,1.7837000705,88.9687538147,"Inhibitory"
"233",0.0050252625,20.9905952381,0.7220163634,0.112885,67.9086819291,0.0338015184,8.016993053,-76.3146133423,47.6403831648,388.63,-60.3437538147,387.925,19.625,300,387.62,-33.4687538147,388.67,-60.5000038147,1.1764213421,79.9687538147,"Inhibitory"
"234",0.0921209855,113.670625,0.1241706177,0.04587,331.250011921,0.1422371566,49.7167411658,-61.3951797485,8.7973475997,127.385,-43.0312538147,123.74,31.0000019073,30.0000019073,123.05,-34.3437538147,177.88,-50.34375,2.8534474832,74.031255722,"Excitatory"
"235",0.0037626392,28.0454545455,0.5627784343,0.045965,67.3439055681,0.0821302459,4.75105682436,-72.9205703735,35.6564019448,188.79,-58.8125038147,188.155,19.1875,330,187.9,-36.0937538147,188.835,-58.9375,1.3309374363,78.0000038147,"Inhibitory"
"239",0.0071029118,52.2558333333,0.2719512195,0.047835,248.571425676,0.1037928164,25.5804550671,-75.8354644775,19.1366195162,138.29,-49.8750038147,136.405,32.0625,50,135.98,-36.46875,169.1,-59.8437538147,3.0017979556,81.9375038147,"Excitatory"
"240",0.2069373655,123.719,0.1292899524,0.04564,180.46875298,0.1657259315,18.7481127365,-77.5682601929,8.08283287126,101.995,-46.7187538147,100.075,40.7187538147,90,99.66,-39.8125,168.22,-56.0937538147,3.548158853,87.4375076294,"Excitatory"
"241",0.0031995565,16.6033898305,0.9703539823,0.01172,235.625118017,0.0235721748,9.55324627213,-69.0758590698,60.2286647612,32.46,-58.78125,31.48,11.5312509537,70,31.14,-38.4687538147,32.54,-58.9375,1.5697188572,70.3125009537,"Inhibitory"
"242",1,1000,0.0262962972,0.01118,116.093747318,0.1477547884,9.36166127769,-70.8081970215,1,29.42,-48.90625,27.9,37.1250038147,170,27.44,-41.3125,29.42,-48.90625,3.2313770118,86.0312538147,"Inhibitory"
"243",0.0107067075,30.236875,0.5257281505,0.027635,468.415170908,0.0411055423,54.6815281209,-67.4194869995,33.0722007483,231.27,-53.59375,230.305,34.90625,20,229.905,-42.875,978.48,-56.6875,1.8767855954,88.5,"Inhibitory"
"244",0.0358613139,107.61,0.1463349014,0.07696,160.312458873,0.077374354,24.0613465493,-74.1493377686,9.29281665273,174.94,-46.1250038147,171.88,40.5,90,171.4,-35.7812538147,213.1,-54.9375038147,4.1436436103,86.6250038147,"Excitatory"
"245",0.0394658867,86.26,0.1623222749,0.043375,214.84375,0.038029734,32.8031513337,-62.6768341064,11.592858799,91.83,-48.4375038147,87.34,34.0937538147,50,86.85,-33.5,113.87,-55.34375,3.9207614192,82.5312576294,"Excitatory"
"246",0.0215097192,60.3490625,0.2678926561,0.016975,186.718642712,0.1274576187,12.0585229506,-76.3768463135,16.5702656939,71.885,-64.8750076294,70.96,23.125,100,70.615,-48.90625,71.94,-64.96875,1.7228706028,88.0000076294,"Inhibitory"
"248",-0.204913284,51.342,0.9805317777,0.00982,93.5937836766,0.0973421112,6.0174659318,-72.8668365479,19.4772311168,295.315,-64.84375,294.795,20.6875,320,294.53,-36.78125,295.35,-64.9375,1.0492669235,85.53125,"Inhibitory"
"249",0.0031576357,13.8065441176,1.2291322771,0.009985,178.593754768,0.098555319,9.86643822326,-71.8591003418,72.4294212572,20.96,-60.8750038147,19.94,9.09375,150,19.575,-35.3125,20.985,-61.0000038147,1.2000543609,69.9687538147,"Inhibitory"
"250",0.0101593609,61.953,0.2355010661,0.0387,254.062503576,0.2895115018,21.8799708324,-77.1006546021,16.1412683809,98.045,-53.8125,95.835,29.375,70,95.37,-42.4687538147,114.76,-58.9375,2.921404395,83.1875,"Excitatory"
"253",0.1181050021,27.65375,0.3139705882,0.01964,273.906260729,0.1270865947,16.3783262929,-72.9722976685,36.161460923,83.88,-52.53125,81.885,28.1250019073,70,81.44,-31.0000019073,84.91,-53.125,2.7820341145,80.6562519073,"Inhibitory"
"255",1,89.51,0.1096405132,0.057675,116.40625447,0.0635878891,18.5473587434,-77.7801132202,11.1719360965,120.725,-53.90625,115.08,27.8437519073,190,114.53,-39.40625,136.345,-57.9375038147,4.1641729582,81.7500019073,"Excitatory"
"256",0.0406693969,65.5535714286,0.2186046512,0.02257,268.359363079,0.0222496465,54.0359864918,-66.9598922729,15.2546989921,504.835,-54.9062538147,503.005,33.1250038147,40,502.495,-42.5,528.91,-60.1562538147,2.4464250007,88.0312576294,"Excitatory"
"257",0.1303708929,74.37,0.0313543563,0.04106,134.687542915,0.0297235642,15.4000760796,-81.1610488892,13.446282103,75.52,-47.78125,73.5,40.28125,150,73.1,-36.1562538147,85.26,-51.0312538147,3.6315118977,88.0625,"Excitatory"
"258",0.0085722064,59.995,0.206250011,0.03832,128.78613174,0.1035796404,15.289644046,-74.2342147827,16.6680556713,105.92,-50.4687538147,104.08,36.75,110,103.64,-41.09375,144.58,-59.1250038147,2.9557570022,87.2187538147,"Excitatory"
"259",0.0053025992,52.4047058824,0.3281249954,0.08436,82.6562866569,0.0443052985,4.76388273059,-76.6352844238,19.0822557471,812.88,-49.9375,809.96,26.9062519073,230,809.54,-36.6875,817.92,-52.0312538147,3.9792604023,76.8437519073,"Inhibitory"
"262",-0.0048947465,77.9116666667,0.2285094801,0.06424,115.468747914,0.0158823784,8.06893707097,-77.1948776245,12.8350482384,672.8,-50.5,669.62,24.25,150,669.08,-36.3437538147,680.12,-54.3750038147,3.7398285654,74.75,"Inhibitory"
"263",0.0235217355,65.4935714286,0.2198780488,0.05602,196.874961257,0.0152577311,27.682354871,-73.4410629272,15.2686741338,186.67,-49.9375,184.295,42.5,50,183.895,-37.5937538147,210.51,-56.5000038147,4.1352029801,92.4375,"Excitatory"
"264",0.0740124609,98.3183333333,0.2028673974,0.056525,201.87497139,0.0250958018,21.8645086753,-77.4324569702,10.1710430405,199.06,-50.7812538147,195.26,43.375,70,194.875,-38.2500038147,233.845,-58.375,4.8169449356,94.1562538147,"Excitatory"
"265",0.0026794446,27.175,0.3359190635,0.00868,182.81237781,0.1171709374,8.62924665818,-69.3327636719,36.7985280589,91.92,-53.5000038147,90.32,27.4062519073,140,89.9,-37.3750038147,92.26,-53.6250038147,2.5027563633,80.906255722,"Inhibitory"
"266",0.0144138954,61.5,0.2148452758,0.03966,216.562509537,0.0540811755,23.608140987,-71.4015350342,16.2601626016,83.4,-50.34375,79.5,40.6562538147,110,79.02,-36.5625038147,93.56,-54.875,4.2403849425,91.0000038147,"Excitatory"
"267",1,1000,0.1469961347,0.081195,169.687539339,0.0485379249,21.1852333172,-81.5740814209,1,200.1,-49.78125,198.1,39.5937538147,110,197.685,-39.28125,231.05,-56.03125,3.2542227679,89.3750038147,"Excitatory"
"268",-0.9531821967,318.255,0.988161107,0.20391,162.95042634,0.0376798473,6.23659751596,-69.2242050171,3.14213445193,847.545,-62.3437538147,846.87,4.15625,140,846.615,-40.59375,847.615,-62.4687538147,1.1943980683,66.5000038147,"Inhibitory"
"269",0.0024924103,22.5242682927,0.6973021845,0.062405,106.406368315,0.0415983871,4.50681008926,-79.319480896,44.3965587252,842.91,-57.8125038147,842.17,13,240.000015259,841.885,-36.21875,842.925,-57.9687538147,1.3269547742,70.8125038147,"Inhibitory"
"270",1,1000,0.0096976396,0.032295,154.218822718,0.1610584408,14.9306682669,-77.58253479,1,65.745,-43.4375038147,63.49,24.25,249.999984741,62.86,-29.7187519073,96.89,-48.5,2.1818765682,67.6875038147,"Excitatory"
"272",0.0259485715,81.8504545455,0.1833333333,0.06451,231.562495232,0.0547779799,27.9901209637,-74.4558258057,12.2174031354,223.39,-45.875,220.39,37.78125,70,219.875,-35.65625,256.835,-54.5937538147,3.6098653848,83.65625,"Excitatory"
"273",0.0846362769,81.065,0.1998666646,0.03991,163.28124702,0.0542853847,17.5390899557,-78.5653686523,12.3357799297,91.025,-49.7187538147,89.24,45,90,88.9,-38.09375,117.72,-53.84375,3.6602782705,94.7187538147,"Excitatory"
"274",0.0032075613,18.2135185185,0.7396008892,0.01245,219.218745828,0.0653395057,11.3302379491,-74.1142349243,54.9042733827,31.48,-62.59375,30.26,22.4375,110,29.85,-33.3750038147,31.61,-62.8125,1.4712333598,85.03125,"Inhibitory"
"275",0.0287486663,80.1609090909,0.1875,0.07257,129.687696695,0.0590607636,15.9206166533,-74.278503418,12.4749084228,237.09,-44.8437538147,234.395,29.8437519073,110,233.9,-38.59375,270.045,-52.9062538147,3.5197300481,74.687505722,"Excitatory"
"276",0.0143658818,81.5127272727,0.185,0.0274,210.937574506,0.0956082568,25.9021873691,-61.8505935669,12.2680228408,144.34,-51.9062538147,141.54,45.875,50,141.06,-41.0312538147,162.66,-56.4062538147,3.3301299366,97.7812538147,"Excitatory"
"277",0.028414687,58.0909375,0.2324999967,0.016375,357.142865658,0.0710114762,88.6743577429,-59.3971290588,17.2143890775,73.015,-51.59375,71.335,22.28125,29.9999980927,70.835,-37.0312538147,96.37,-51.9375,2.4432934881,73.875,"Inhibitory"
"279",0.028792683,45.1392857143,0.4800271739,0.03709,422.031313181,0.0748344138,45.8889408237,-66.7581329346,22.1536513965,124.04,-52.40625,122.755,15.1250009537,50,122.305,-39.4375038147,124.06,-52.4687538147,1.8053073255,67.5312509537,"Inhibitory"
"280",0.0874282068,7.835,1.190481809,0.006185,91.7188674212,0.0427062027,6.28592962619,-72.9193115234,127.632418634,10.89,-65.15625,10.4,11.78125,320,10.145,-34.9687538147,10.895,-65.28125,1.0086968893,76.9375,"Inhibitory"
"281",0.0496941837,44.0027272727,0.3119970128,0.02326,231.562420726,0.0236294623,21.6701466051,-71.2807159424,22.7258640993,194.38,-56.875,193.22,40.4375,59.9999961853,192.84,-47.0937538147,671.32,-57.0937538147,2.9941704274,97.3125,"Inhibitory"
"283",1,1000,0.0421568659,0.045045,323.281377554,0.0213349648,35.0726067065,-71.5274658203,1,94.04,-42,91.485,31.3750019073,110,90.975,-27.6562519073,124.405,-50.15625,2.5879497122,73.3750019073,"Excitatory"
"284",0.0200246041,77.6227272727,0.275,0.078965,182.968750596,0.0105836531,21.9868656339,-76.0704803467,12.8828248521,310.675,-40.90625,307.97,23.25,90,307.49,-32.0625,350.91,-51.28125,2.9302972071,64.15625,"Excitatory"
"285",0.0356742415,34.7965384615,0.5755319271,0.017055,344.687491655,0.0512895882,20.1737493109,-62.6112518311,28.7384907871,84.79,-50.8125,83.32,21.1875019073,30.0000019073,82.895,-37.8437538147,97.58,-51.5000038147,2.3298410809,72.0000019073,"Inhibitory"
"287",0.0010974061,13.6338888889,0.9006018725,0.0124,82.9688236117,0.0387163348,7.14909642977,-73.0732498169,73.346644391,20.6,-53.125,19.72,10.8750009537,270,19.4,-31.65625,20.62,-53.2187538147,1.4058102777,64.0000009537,"Excitatory"
"290",0.0136482229,84.1309090909,0.1276515152,0.05754,153.124794364,0.0595687665,18.5621089191,-73.5985412598,11.8862378976,116.12,-49.6875,113.72,43.875,90,113.3,-38.90625,147.42,-56.9375038147,3.6470023711,93.5625,"Excitatory"
