"","adaptation","avg_isi","f_i_curve_slope","latency","ri","sag","tau","vrest","firing_rate","fast_trough_t_long_square","fast_trough_v_long_square","peak_t_long_square","peak_v_long_square","threshold_i_long_square","threshold_t_long_square","threshold_v_long_square","trough_t_long_square","trough_v_long_square","upstroke_downstroke_ratio_long_square","height_long","binary_neuron"
"291",0.0245779787,39.4589583333,0.5445054945,0.02671,150.000005961,0.2544799149,16.5441979074,-69.600730896,25.3427876011,66.75,-58.0937538147,66.07,35.34375,50,65.745,-37.3125,66.75,-58.0937538147,1.3594740612,93.4375038147,"Inhibitory"
"293",0.0880591216,80.4063636364,0.3530275414,0.013745,262.890517712,0.0778369457,17.1776302452,-73.1615219116,12.4368265741,53.045,-59.1250038147,52.195,36.59375,80,51.845,-45.3437538147,53.065,-59.2500038147,2.0883225542,95.7187538147,"Inhibitory"
"294",0.006833305,93.3938888889,0.1726190476,0.089995,219.999998808,0.1123706996,23.8237256885,-75.9695968628,10.707338691,230.13,-49.0625,226.7,33.625,70,226.16,-34.5,254.825,-54.9375,3.298298978,82.6875,"Excitatory"
"295",0.0688026187,67.251,0.1028761047,0.040295,167.96875,0.094158262,19.1808253576,-77.261932373,14.8696673655,66.995,-45.8437538147,63.635,31.6250019073,190,63.13,-32.28125,78.44,-48.7500038147,2.8758943752,77.468755722,"Excitatory"
"296",-0.0165641499,51.1505263158,0.1843406593,0.01136,170.312494039,0.0800907835,11.1733582836,-73.2969207764,19.5501409668,304.8,-50.7500038147,302.74,16.78125,70,302.18,-39.3437538147,305.9,-51.0937538147,2.5551521951,67.5312538147,"Inhibitory"
"297",0.0691117027,50.715,0.10447761,0.04087,166.718706489,0.0119197704,17.8996721968,-77.0500564575,19.7180321404,107.835,-45.5625038147,105.725,43.6562538147,170,105.355,-27.4687519073,119.88,-51.0000038147,2.8385972715,89.2187576294,"Excitatory"
"298",1,1000,0.1208484858,0.04045,155.937537551,0.0185238365,16.922560485,-68.9345703125,1,53.785,-50.6250038147,51.335,37.5312538147,170,50.9,-37.1875,63.07,-53.59375,3.5694296742,88.1562576294,"Excitatory"
"299",0.0649189349,91.3371428571,0.1863013818,0.030765,263.437449932,0.0362643152,23.2744910341,-73.1930770874,10.9484484485,60.395,-47.8125038147,58.715,23.1562519073,90,58.225,-33.59375,60.42,-47.9062538147,2.3962109067,70.968755722,"Excitatory"
"300",1,56.77,0.027665705,0.047385,122.812658548,0.1129248142,18.9229147209,-77.0024642944,17.614937467,90.005,-44.1875,86.145,31.0937519073,170,85.56,-30.8125019073,128.005,-50,2.46979509,75.2812519073,"Excitatory"
"301",1,34.04,0.0241545894,0.019835,216.406241059,0.0282236841,31.5041355464,-64.6214904785,29.3772032902,73.1,-56.125,71.995,26,70,71.54,-43.375,73.115,-56.2500038147,1.7104026548,82.125,"Inhibitory"
"302",0.2112825098,68.4422222222,0.1326801153,0.01898,570.625126362,0.0364815034,50.4095146905,-60.1255912781,14.6108639891,141.78,-52.7812538147,140.5,22.7812519073,10,140.02,-41.3125,141.86,-52.875,1.8769811764,75.562505722,"Inhibitory"
"303",0.0362956774,74.8225,0.2178977273,0.05097,210.937380791,0.0616592243,20.7400340693,-77.8417892456,13.3649637475,118.28,-45.625,116.06,32.21875,90,115.575,-33.09375,142.095,-50.5,2.6507909929,77.84375,"Excitatory"
"304",0.3898090181,126.19,0.1472222222,0.0499,247.209787369,0.1305550337,34.4632411319,-75.7673873901,7.92455820588,146.98,-45.9062538147,144.16,38.03125,90,143.6,-33.8125,193.02,-54.9375038147,2.9704548983,83.9375038147,"Inhibitory"
"306",0.0067134887,49.5721052632,0.30039685,0.01954,213.281169534,0.0271111634,13.1994924271,-72.3847427368,20.1726352894,101.63,-50.8125,98.575,20.2812519073,110,98.1,-35.6875038147,110.39,-54.5937538147,3.6213384901,71.0937519073,"Inhibitory"
"307",1,41.42,0.1249999999,0.0295,160.468786955,0.1241720691,15.9091840799,-77.1066818237,24.1429261226,58.06,-44.6250038147,55.34,32.84375,210,54.7,-31.4375019073,59.26,-45,2.9365881401,77.4687538147,"Excitatory"
"308",-0.1928444975,485.78,0.1209219853,0.01792,162.812456489,0.1143226027,19.1271703565,-75.4487686157,2.05854502038,49.78,-46,47.6,41.5625,210,47.06,-35.34375,50.1,-46.25,2.8310441167,87.5625,"Excitatory"
"309",1,1000,0.1592307759,0.05652,187.031209469,0.0800438523,20.4911864642,-77.4786224365,1,62.495,-48.96875,60.735,36.6875,110,60.32,-35.96875,73.46,-52.40625,3.1658794898,85.65625,"Excitatory"
"310",0.0714051949,118.105,0.0890624996,0.075645,160.044744611,0.0414860658,18.5011826118,-80.5922088623,8.46704203886,208.73,-46.03125,204.96,37,90,204.445,-32.375,259.525,-55.4062538147,3.80076773,83.03125,"Excitatory"
"311",0.016471084,70.415,0.2135153091,0.055965,226.874992251,0.0378647484,29.9144457378,-72.0163574219,14.2015195626,301.15,-48.375,298.5,33.3125,50,298.005,-36.78125,333.655,-57.5312538147,3.038636214,81.6875,"Excitatory"
"312",0.0217096944,59.4376666667,0.221875,0.05243,210.937619209,0.0096952049,29.7585465011,-69.4225387573,16.8243481967,124.44,-44.8750038147,122.37,35.40625,50,122.02,-32.7500038147,145.99,-50.71875,2.9849977028,80.2812538147,"Excitatory"
"313",0.0014619909,13.2865753425,0.6928571211,0.021245,137.50000298,0.0252450556,7.59910990981,-76.2554244995,75.2639392938,88.01,-54.125,86.795,4.7500004768,210,86.435,-27.65625,88.025,-54.21875,1.3279436626,58.8750004768,"Inhibitory"
"314",0.0954127717,49.6258333333,0.2681891121,0.02946,139.374956489,0.0474112146,14.6089732118,-72.1893692017,20.1507951168,73.885,-54.15625,72.66,27.5625,150,72.345,-37.09375,74.055,-54.40625,2.5558294504,81.71875,"Inhibitory"
"315",0.0296417935,62.0183333333,0.2523109244,0.029715,144.687533379,0.0101551265,16.5931222158,-61.4261207581,16.1242643304,81.605,-49,79.09,35.8437538147,70,78.585,-34.6875,92.695,-53.28125,3.0914355399,84.8437538147,"Excitatory"
"316",1,268.975,0.2268947465,0.0914,145.892828703,0.2085304558,13.2366997581,-75.6057662964,3.71781764104,179.855,-49.3437538147,178.525,45.1250038147,90,178.19,-39.0312538147,217.945,-57.0000038147,3.7189740068,94.4687576294,"Excitatory"
"317",0.0404934153,47.7113888889,0.3182812777,0.02121,240.624904633,0.0472334884,16.5874680757,-81.4488296509,20.9593563149,76.64,-50.4687538147,75.07,37,110,74.71,-34.875,93.255,-55.7812538147,2.8647845862,87.4687538147,"Excitatory"
"318",1,1000,0.7431167818,0.221915,67.1875029802,0.0331256613,6.03517685093,-71.3748321533,1,50.465,-56.6562538147,49.825,-1.5937501192,390,49.585,-38.125,50.475,-56.71875,1.2940832699,55.0625036955,"Inhibitory"
"319",0.0349519303,116.194375,0.1555555949,0.032215,69.2187920213,0.1738492548,11.5026163353,-80.2801742554,8.60626859088,58.225,-46.8437538147,55.74,35.875,370,55.22,-45.8125038147,93.54,-55.4062538147,3.3142730977,82.7187538147,"Excitatory"
"325",-0.0252933361,94.7677777778,0.1703118671,0.090435,61.5624599159,0.0321450122,6.89857550871,-80.8448028564,10.5521098357,469.34,-54.9062538147,464.66,19.90625,350,464.18,-35.8437538147,473.45,-56.46875,3.6941299389,74.8125038147,"Inhibitory"
"326",0.1227687715,43.94,0.1512531273,0.01753,205.758854747,0.0131401904,9.34320676787,-75.356300354,22.758306782,32.765,-46.25,29.045,25.75,230,28.46,-34.75,37.425,-48.21875,3.6172989526,72,"Excitatory"
"327",0.0012694225,12.0556896552,0.2548013245,0.299605,51.5625067055,0.0474356599,6.26270143714,-80.152633667,82.9483860816,168.4,-59.1562538147,167.535,6.5,590,167.2,-36.59375,168.475,-59.2812538147,1.2252845655,65.6562538147,"Inhibitory"
"329",0.01582228,93.5061111111,0.1284237726,0.07467,131.093755364,0.0597853959,24.7628804764,-77.7642974854,10.6944881796,229.365,-52.6562538147,225.28,39.3437538147,90,224.83,-38.78125,271.675,-62.34375,4.4080738425,92.0000076294,"Excitatory"
"330",0.1967987843,124.356428571,0.2997109989,0.030545,178.281292319,0.0684260651,19.1801447098,-73.3044967651,8.0414017312,67.185,-58.78125,66.035,35.0625038147,110,65.62,-44.4062538147,67.22,-58.9375,2.164585005,93.8437538147,"Inhibitory"
"331",0.3694243244,234.183333333,0.0622340431,0.03249,328.906267881,0.0241032355,33.6563817662,-76.1264419556,4.27015870757,203.63,-64.96875,202.97,25.9375019073,30.0000019073,202.665,-56.15625,203.655,-65.0937576294,1.5295348267,90.9062519073,"Inhibitory"
"332",0.0047253175,12.5802702703,0.8449811395,0.06082,55.156249553,0.0342279412,4.9903507612,-81.5586090088,79.4895481984,754.1,-60.1250038147,753.42,14.7187509537,520,753.08,-39,754.16,-60.2812538147,1.2828178464,74.8437547684,"Inhibitory"
"333",0.0376878658,49.2970833333,0.2247311925,0.022735,197.142958641,0.0730278194,20.6727675676,-76.7895889282,20.2851757626,56.77,-47.5000038147,55.31,38.7187538147,90,54.955,-33.6250038147,69.595,-51.6875,3.0399683561,86.2187576294,"Excitatory"
"334",0.0587541873,104.32,0.0961538496,0.0544,139.543265104,0.04143475,24.3841225906,-67.8305053711,9.58588957055,115.86,-49.9062538147,110.68,27.3750019073,130,110.04,-34.9687538147,134.52,-54.2187538147,4.076530399,77.281255722,"Excitatory"
"335",1,28.395,0.0349025995,0.014615,108.906254172,0.1131721362,9.77500753308,-71.0980224609,35.2174678641,28.19,-51.7812538147,27.305,27.125,150,27.01,-39.71875,28.29,-51.9375,2.2257820685,78.9062538147,"Inhibitory"
"336",0.0088135924,76.3745454545,0.1902654834,0.0713,200.156211853,0.0591901094,28.8503721705,-72.7270736694,13.0933676142,493.56,-47.4062538147,490.04,35.4687538147,50,489.54,-37,531.74,-58.4062538147,3.2895535054,82.8750076294,"Excitatory"
"338",0.1935920902,156.661,0.0347826105,0.050415,132.142856717,0.0823451877,15.4321944902,-72.100112915,6.38320960545,80.325,-47.3125,78.02,44.5,130,77.66,-36.28125,111.69,-54.3437538147,4.0321708701,91.8125,"Excitatory"
"339",-0.0007069445,44.6777272727,0.9227953376,0.012065,147.812500596,0.0348414592,7.17116970167,-70.9617233276,22.3825172193,429.305,-54.0625,428.38,8,190,428.04,-33.1250038147,429.495,-54.25,1.2870279186,62.0625,"Inhibitory"
"341",0.0407697152,82.9690909091,0.1431324111,0.05849,134.843751788,0.1027392223,21.911616455,-77.1888580322,12.0526811737,170.31,-47.9687538147,167.44,42.34375,80,166.99,-37.875,213.785,-58.0937538147,4.0115898895,90.3125038147,"Excitatory"
"342",0.0170178347,53.6713888889,0.4246666667,0.02126,169.062495232,0.0413484052,25.511196222,-64.2588348389,18.6319009197,95.755,-62.1875,94.745,34.125,90,94.295,-42.09375,95.87,-62.28125,1.7171698456,96.3125,"Inhibitory"
"343",0.0043230549,88.42,0.1644911553,0.00798,186.562418938,0.0656694323,12.7284228906,-70.5390701294,11.3096584483,358.4,-49.9062538147,356.86,36.9375,110,356.4,-40.9687538147,358.4,-49.9062538147,2.9084602245,86.8437538147,"Inhibitory"
"344",0.0979197865,67.1592857143,0.0200000078,0.01965,151.56249702,0.0824915841,17.3521689109,-71.3918457031,14.8899737298,38.58,-48.25,35.9,35.40625,190,35.44,-38.78125,47.87,-50.5937538147,3.6613683215,83.65625,"Excitatory"
"345",0.0233129948,41.5130434783,0.2954274403,0.017215,332.477658987,0.0149144968,26.088915004,-67.9460296631,24.0888144114,54.49,-50.96875,52.09,45.3125,50,51.68,-36.7187538147,65.105,-54.4375038147,3.8095199162,96.28125,"Excitatory"
"346",0.1039141876,153.395,0.0683593822,0.081125,125.937506556,0.057324186,20.8820934116,-78.1010055542,6.51911731152,150.49,-45,146.895,36.0000038147,150,146.425,-35.8437538147,191.19,-54.6875038147,3.9522051522,81.0000038147,"Excitatory"
"347",0.0743123738,14.21,0.7265624932,0.00983,118.437498808,0.0252852868,6.36040935008,-74.4163742065,70.3729767769,20.22,-57.2187538147,19.29,12.2500009537,230,18.97,-34.875,20.285,-57.34375,1.4888355953,69.4687547684,"Inhibitory"
"348",0.0013457593,20.4914444444,0.9037947945,0.07127,71.8751177192,0.0232932921,5.57368465217,-80.8073272705,48.8008545573,819.055,-62.375,818.28,8.1250009537,390,817.93,-34.7500038147,819.08,-62.5,1.0558179919,70.5000009537,"Inhibitory"
"349",0.1579015491,38.5333333333,0.0308988764,0.0118,193.437457085,0.0550305173,12.0755784004,-71.559135437,25.9515570934,36.58,-51.4687538147,35,33.6250038147,80,34.6,-42.3750038147,36.68,-51.53125,3.1612024479,85.0937576294,"Inhibitory"
"350",0.0283625815,83.4390909091,0.1833333333,0.04224,232.968792319,0.0223539155,20.1743668469,-76.3015518188,11.9847902117,152.045,-47.90625,150.355,37,70,149.9,-34.34375,181.72,-57.03125,3.0012022315,84.90625,"Excitatory"
"351",0.0544789975,164.649,0.0344696971,0.04545,485.000014305,0.0322718136,74.8987312732,-67.0113220215,6.07352610705,137.125,-58.8750038147,135.575,36.75,30.0000019073,135.115,-37.34375,137.17,-58.9375,2.4573927571,95.6250038147,"Inhibitory"
"352",0.0239337667,111.165,0.0859304091,0.08058,105.00010848,0.1081390157,19.396197513,-72.03099823,8.995637116,192.3,-49.0000038147,188.12,42.7812538147,130,187.66,-37.90625,229.62,-56,4.6902212158,91.7812576294,"Inhibitory"
"353",0.0255161595,76.3208333333,0.179905338,0.054425,134.218677878,0.0976739973,15.4246382179,-76.8444442749,13.1025823006,94.88,-47.5937538147,92.805,40.9375038147,190,92.255,-31.40625,115.235,-49.125,2.3617435688,88.5312576294,"Excitatory"
"354",0.0295945765,73.8929166667,0.1988903278,0.029175,97.187384963,0.1956605017,12.3553537849,-70.7032394409,13.5330968801,68.555,-46,66.54,34,140,66.055,-39.7500038147,107.3,-56,3.1639686278,80,"Excitatory"
"357",1,20.16,0.6658,0.01342,283.437490463,0.0736826658,25.9780140442,-62.6981468201,49.6031746032,42.4,-60.8750038147,41.6,26.7812519073,50,41.26,-38.28125,42.52,-60.9687538147,1.4801811082,87.656255722,"Inhibitory"
"359",0.0269525533,81.8859090909,0.1800233645,0.075775,159.531250596,0.0344274789,25.1125429018,-79.6815643311,12.2121133062,528.23,-51.03125,523.555,33.875,50,522.99,-35.96875,578.325,-60.4375,4.0843144473,84.90625,"Excitatory"
"360",0.205976049,69.66,0.0678571429,0.03454,151.562511921,0.0181719251,17.204584451,-76.6518173218,14.355440712,113.495,-48.09375,111.38,42.2187538147,130,110.96,-37.5,141.81,-52.6250038147,3.6213228306,90.3125038147,"Excitatory"
"361",0.04197886,68.1230769231,0.2663265306,0.05456,184.218749404,0.0322502516,24.5061665571,-74.6732559204,14.6793134598,188.66,-53.7812538147,187.18,36.1562538147,70,186.76,-40.21875,188.9,-54.0625038147,2.8135972084,89.9375076294,"Inhibitory"
"362",0.0276099684,58.398125,0.4337053571,0.005575,124.843791127,0.0197232552,19.4956159809,-57.7684516907,17.123837452,13.595,-65.28125,11.82,22.8750019073,50,11.14,-51.9062538147,13.76,-65.3125076294,2.0675654596,88.1562519073,"Inhibitory"
"363",0.0442867069,92.924,0.2995321019,0.0473,216.718822718,0.0732740611,24.3527628332,-71.9751281738,10.7614825018,121.52,-61.5937538147,120.06,42.5,110,119.56,-43.8125038147,121.7,-61.8437538147,2.4281945647,104.093753815,"Inhibitory"
"365",0.0131544278,19.8426530612,0.6024961598,0.01073,315.937489271,0.0728969127,10.8556473126,-72.3513641357,50.396486645,50.985,-53.9687538147,49.505,28.8437519073,40,49.12,-45.375,51.24,-54.15625,2.8319519289,82.812505722,"Inhibitory"
"366",0.1134402018,86.349,0.2060606316,0.050605,146.406248212,0.0493269563,23.2283383879,-77.6622772217,11.5809100279,143.575,-43.8125038147,141.86,46.90625,110,141.445,-37.71875,188.845,-51.375,3.6176181454,90.7187538147,"Excitatory"
"367",1,1000,0.0968749869,0.050055,69.3750008941,0.1039638519,8.66689780796,-73.9276123047,1,70.175,-45.9687538147,68.1,36.59375,290,67.76,-47.1562538147,101.445,-59.2812538147,4.1464390347,82.5625038147,"Excitatory"
"368",0.1297247895,38.3125,0.1136160702,0.02713,144.53125,0.0176777113,22.1557888882,-75.2367324829,26.101141925,48.21,-48.3125038147,45.685,40.5625038147,190,45.345,-34,962.3,-50.96875,3.5471908782,88.8750076294,"Excitatory"
"369",0.0021861378,17.3022222222,0.8085814859,0.04548,136.875107884,0.0122328987,7.77407223269,-74.8419723511,57.7960441819,92.66,-55.90625,91.54,17.3750019073,150,91.12,-39.09375,92.8,-55.9687538147,1.4866738746,73.2812519073,"Inhibitory"
"370",0.0066182294,23.8347560976,1.0343920145,0.01005,115.000002086,0.0793210864,8.41077145937,-71.0717086792,41.9555373634,29.06,-62.71875,28.34,22.125,170,28.025,-39.09375,29.095,-62.8437538147,1.2942858405,84.84375,"Inhibitory"
"371",1,1000,0.0968750042,0.073995,176.562339068,0.0305048507,20.5022012605,-83.2080993652,1,85.54,-51.5625038147,83.02,36.59375,130,82.565,-37.7500038147,103.375,-56.78125,4.2162788065,88.1562538147,"Excitatory"
"372",0.0168667895,61.2356666667,0.1547618982,0.04051,93.75,0.1759252697,16.2139673128,-76.0012969971,16.3303521368,72.845,-47.3437538147,71.085,40.0000038147,170,70.685,-42.0000038147,106.075,-54,3.2465301047,87.3437576294,"Excitatory"
"373",0.0112589502,95.0088888889,0.1527472492,0.05462,203.906327486,0.0947432816,21.5441395481,-71.2786102295,10.5253309632,230.92,-51.1875038147,227.42,46.5,90,226.98,-42.9375038147,267.14,-56.9062538147,4.9828845575,97.6875038147,"Excitatory"
"375",0.0825362574,103.197,0.0942528731,0.057055,156.562507153,0.0194823537,19.8171190301,-76.8808288574,9.6902041726,210.375,-47.8125038147,207.885,53.7187538147,130,207.485,-38.1875,251.375,-55.6250038147,4.5042944831,101.531257629,"Excitatory"
"377",1,1000,0.9594086251,0.00619,119.375117123,0.0237862524,9.61065836399,-69.7741775513,1,9.13,-70.6562576294,8.2,25.0312519073,249.999984741,7.795,-47.53125,9.185,-70.78125,1.4557154889,95.6875095367,"Inhibitory"
"378",0.0039475974,48.35625,0.2471428104,0.024985,105.156250298,0.023033727,6.65008540248,-72.0595779419,20.6798500711,82.45,-46.25,77.66,17.65625,249.999984741,77.235,-27.9062519073,86.35,-48.1562538147,3.0051834276,63.90625,"Inhibitory"
"380",0.0180102393,111.531875,0.1428370363,0.08869,154.687494039,0.036914859,21.4664851772,-81.3229217529,8.9660467019,225.585,-45.9375,222.6,17.2812519073,90,222.08,-34.59375,275.39,-58.8750038147,2.6782962593,63.2187519073,"Excitatory"
"381",0.018039382,64.0957142857,0.2025510204,0.04502,146.093860269,0.0295471437,14.9792377061,-78.6970443726,15.6016671496,204.1,-49.4687538147,202.02,35.09375,70,201.5,-36.5000038147,240.98,-58.5937538147,2.9966158152,84.5625038147,"Excitatory"
"384",0.1739393312,82.904,0.1225368732,0.0343,267.968744039,0.1054822654,34.1245300885,-80.1675643921,12.0621441667,123.58,-48.1562538147,120.9,33.59375,70,120.32,-35.03125,157.94,-57.03125,2.7717877043,81.7500038147,"Excitatory"
"385",0.0617952114,92.028,0.1669776191,0.04695,162.343785167,0.040973939,18.9256658045,-73.3130340576,10.8662580954,123.035,-47.5000038147,120.325,42.6250038147,90,119.92,-36.8125038147,147.07,-53.28125,3.5048731339,90.1250076294,"Excitatory"
"386",0.0415799607,9.3075,0.0310874704,0.013505,276.250004768,0.2103002965,14.8540961378,-70.5262680054,107.440236369,51.4,-55.2500038147,50.2,15.0000009537,40,49.845,-38.9687538147,51.515,-55.4687538147,2.1533795493,70.2500047684,"Inhibitory"
"389",0.0239146106,65.1326923077,0.2718750184,0.048075,198.906213045,0.0090793539,20.0473948299,-77.2901382446,15.3532729044,311.84,-52.5312538147,309.54,44.25,70,309.025,-49.78125,959.785,-56.7500038147,4.5757324526,96.7812538147,"Excitatory"
"390",0.0537100688,135.660714286,0.1914772549,0.03096,119.374968111,0.1256251335,12.5231358808,-79.4126281738,7.37133078847,66.48,-51.4375,63.76,34.5625038147,230,63.255,-38.03125,79.085,-54.5000038147,2.9497624737,86.0000038147,"Excitatory"
"391",0.0929322943,101.343333333,0.1547619048,0.04745,215.624928474,0.0188374985,31.5536223492,-71.1050338745,9.86744729139,131.05,-49.7187538147,128.27,33.5625,90,127.83,-36.5,151.2,-54.40625,3.387519999,83.2812538147,"Excitatory"
"393",0.2798290598,87.75,0.0444444403,0.05044,141.562610865,0.0726919919,18.7788583406,-76.4054412842,11.396011396,105.385,-44.5625038147,101.465,36.1562538147,190,101.02,-32.0312538147,130.58,-51.53125,3.4473208755,80.7187576294,"Excitatory"
"395",0.0123755954,51.88,0.2801477378,0.04168,191.718757153,0.0411933288,23.9900848054,-67.5364532471,19.2752505783,111.26,-47.46875,109.405,40.5625038147,70,109.03,-39.5,132.485,-50.9062538147,3.6928634067,88.0312538147,"Excitatory"
"396",-0.0030600409,50.0389473684,0.2868932039,0.0363,210.312455893,0.0470303409,13.0879894655,-72.1218643188,19.9844331784,300.36,-51.53125,298.4,35.3125,70,298.02,-32.9375,308.86,-56.875,3.3109132694,86.84375,"Inhibitory"
"398",1,1000,0.1412894381,0.10578,161.250039935,0.0817527473,20.8553685813,-73.9249649048,1,140.895,-45.0312538147,136.605,28.0625019073,150,136.135,-31.90625,174.385,-51.6562538147,3.7086496962,73.093755722,"Excitatory"
"399",0.0307136335,75.905,0.2145664759,0.03189,232.812494039,0.1006960124,22.3245203054,-64.3289031982,13.1743626902,120.3,-46.5312538147,118.445,47.125,50,118.035,-36.4062538147,153.395,-55.7187538147,3.2786588371,93.6562538147,"Excitatory"
"400",0.0388683455,65.3307142857,0.1943371445,0.0392,186.562463641,0.0307361148,17.5930274535,-77.5233535767,15.3067360572,90.74,-48.96875,88.965,43.625,90,88.56,-39.8437538147,106.63,-52.40625,3.7819179127,92.59375,"Excitatory"
"401",-0.0016524807,42.6133333333,0.2399774901,0.59416,142.499998212,0.0081530903,6.71802649633,-59.7569160461,23.4668335419,925.56,-45.4062538147,923.44,16,130,922.94,-34.28125,928.4,-46.5625038147,2.6167748087,61.4062538147,"Inhibitory"
"402",0.0090771914,47.4734210526,0.3694327731,0.03643,236.249998212,0.1779349446,23.7900689917,-67.1558456421,21.0644183172,95.45,-63.2499961853,94.42,36.0000038147,70,94.025,-38.1875,95.49,-63.3750038147,1.7641552025,99.25,"Inhibitory"
"404",1,1000,0.7277200042,0.13212,84.3749642372,0.0316599123,4.44464288899,-71.2060165405,1,557.705,-66.3125076294,557.105,15.625,190,556.82,-47.6562538147,557.73,-66.46875,1.1790038564,81.9375076294,"Inhibitory"
"405",0.0882908841,81.585,0.1119538349,0.027675,193.593636155,0.0834234953,25.878555662,-75.9269332886,12.2571551143,82.865,-44.8125,78.285,39.0625,150,77.79,-32.40625,103.905,-49.4687538147,4.1042965291,83.875,"Excitatory"
"406",0.0299897224,57.9271875,0.2117214199,0.03647,192.18711555,0.0813830122,24.7563297047,-73.3546524048,17.2630511364,134.95,-41.6562538147,132.5,18.9375,80,131.955,-32.375,166.025,-50.6875038147,2.4611744508,60.5937538147,"Excitatory"
"407",0.0416481834,8.0666666667,1.4653216464,0.00628,122.812502086,0.01041809,6.27210758054,-79.4691696167,123.966942148,15.44,-71.40625,14.825,17.78125,249.999984741,14.515,-40.1562538147,15.465,-71.53125,1.00016491,89.1875,"Inhibitory"
"408",0.0021139287,13.6835384615,0.8015478627,0.10541,131.25038147,0.0613858104,8.35216434772,-66.2035369873,73.0805122384,71.25,-55.8125038147,70.18,3.25,190,69.83,-32.46875,71.36,-55.9687538147,1.1706650477,59.0625038147,"Inhibitory"
"409",0.0341315331,71.885,0.1773809524,0.037245,260.781347752,0.0842232332,19.9408336147,-74.8125076294,13.9111080198,870.585,-48.96875,867.41,22.28125,70,866.675,-39.09375,891.19,-54.3125,2.4871608298,71.25,"Excitatory"
"410",-0.0314410394,77.7916666667,0.2227678571,0.0138,195.089280605,0.0982809737,11.2271940407,-70.4354019165,12.8548473487,991.16,-43.21875,988.88,32.15625,90,988.28,-34.59375,999.64,-44.28125,2.5655538463,75.375,"Inhibitory"
"411",0.1511977665,77.2168181818,0.1056660098,0.01481,210.156217217,0.1005399376,11.3367538235,-73.0956115723,12.9505465719,91.99,-53.0625038147,90.795,41.71875,60.0000038147,90.485,-43.6562538147,118.65,-54.5937538147,3.1322266835,94.7812538147,"Inhibitory"
"412",0.0473092917,138.083333333,0.0230841105,0.08198,74.9998837709,0.0403347202,20.6521335795,-78.1814880371,7.242003621,254.1,-47.1562538147,249.56,40.6562538147,190,249,-38.1562538147,292.92,-55.3125038147,4.7183407512,87.8125076294,"Excitatory"
"413",0.0004572169,12.4246835443,0.4726316751,0.01049,87.4999985099,0.0302831251,8.00156402215,-79.7211914063,80.4849472773,15.625,-60.59375,14.755,8.625,350,14.36,-34.46875,15.705,-60.6875,1.3276238321,69.21875,"Inhibitory"
"414",0.0206066107,72.2323076923,0.1919491525,0.05544,152.499973774,0.0793471187,26.8179912502,-75.5931091309,13.8442205704,344.64,-49.9687538147,342.5,43.7500038147,70,342.12,-39.8125,414.72,-61.9375038147,3.8074380907,93.7187576294,"Excitatory"
"416",0.0630446943,80.4844444444,0.219708502,0.05426,182.656213641,0.0680871159,23.8819259992,-77.9012298584,12.4247611685,242.58,-60.8125038147,241.32,31.6250019073,70,240.86,-42.4687538147,242.68,-60.8750038147,2.0306637419,92.437505722,"Inhibitory"
"417",0.0284241611,96.6044444444,0.1006732263,0.07058,72.6563259959,0.05174236,9.23500034113,-84.1187515259,10.3514906147,346.86,-46.1875,344.3,42.28125,210,343.78,-40.0937538147,386.8,-55.5000038147,3.7428416863,88.46875,"Excitatory"
"418",0.0185858154,42.7184090909,0.2159049458,0.03673,137.343794107,0.0292228591,15.5658292633,-76.8331451416,23.4091114646,114.02,-41.4375038147,112.25,33.90625,90,111.865,-31.1562519073,138.625,-49.4375,2.6689812763,75.3437538147,"Excitatory"
"420",1,64.985,0.0802083249,0.04376,94.3750739098,0.0468432941,15.5961482196,-68.6219024658,15.3881665,78.135,-46.59375,75.475,35.5,290,75.02,-33.7812538147,87.78,-50.5,3.5442468637,82.09375,"Excitatory"
"421",0.1506819303,117.956666667,0.1045454588,0.059775,128.90625,0.0993512869,26.2819927496,-73.0203781128,8.47768954701,102.24,-45.03125,98.16,22.0312519073,130,97.64,-34.4062538147,137.61,-53.71875,2.893732392,67.0625019073,"Excitatory"
"422",-0.0034304977,47.534,0.2348925538,0.03686,210.937425494,0.0435485691,10.3204092612,-67.0247116089,21.0375731056,795.24,-52,792.76,37.1250038147,100,792.36,-33.03125,801.26,-56.625,3.9501001441,89.1250038147,"Inhibitory"
"423",0.0020893425,29.6682142857,0.8193382614,0.16467,109.999999404,0.0915253386,5.11785034093,-74.1160736084,33.7061068243,655.855,-64.3125,655.16,8.9062509537,200,654.865,-37.6875038147,655.865,-64.40625,1.1389940773,73.2187509537,"Inhibitory"
"424",0.0190160693,29.948125,0.6965217242,0.017455,380.781233311,0.2181522101,18.2523856254,-69.4236221313,33.3910720621,98.335,-58.9062538147,97.305,25.6562519073,29.9999980927,96.94,-41.5312538147,98.435,-59.0625038147,1.6689931708,84.562505722,"Inhibitory"
"425",0.0521251995,103.772222222,0.2211538462,0.034375,158.035814762,0.0683922395,17.8273180408,-71.477355957,9.63649017614,130.435,-46.15625,128.655,38.5625038147,130,128.245,-33.3750038147,148.685,-52.4375038147,2.722549065,84.7187538147,"Excitatory"
